energy_ev,total_up,Pt_p_up,Pt_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-5.80190095,8.71204300,2.31650426,5.86667240,0.40312748,0.00000000,2.14754045,0.00000000
-5.79589795,8.57378185,2.36108353,5.73263050,0.39672413,0.00000000,2.12682872,0.00000000
-5.78989495,8.43576100,2.40703077,5.59740997,0.39062205,0.00000000,2.10734353,0.00000000
-5.78389195,8.29966681,2.45383100,5.46276375,0.38483533,0.00000000,2.08921926,0.00000000
-5.77788894,8.16702285,2.50092292,5.33034566,0.37937029,0.00000000,2.07252858,0.00000000
-5.77188594,8.03915086,2.54770798,5.20166796,0.37422368,0.00000000,2.05728336,0.00000000
-5.76588294,7.91713918,2.59356165,5.07806370,0.36938162,0.00000000,2.04343796,0.00000000
-5.75987994,7.80181972,2.63784669,4.96065532,0.36481922,0.00000000,2.03089467,0.00000000
-5.75387694,7.69375390,2.67992803,4.85033036,0.36050104,0.00000000,2.01951087,0.00000000
-5.74787394,7.59322820,2.71918894,4.74772531,0.35638224,0.00000000,2.00910758,0.00000000
-5.74187094,7.50025917,2.75504793,4.65321800,0.35241035,0.00000000,1.99947897,0.00000000
-5.73586793,7.41460775,2.78697593,4.56692878,0.34852771,0.00000000,1.99040242,0.00000000
-5.72986493,7.33580225,2.81451315,4.48873043,0.34467428,0.00000000,1.98164873,0.00000000
-5.72386193,7.26316918,2.83728492,4.41826631,0.34079082,0.00000000,1.97299215,0.00000000
-5.71785893,7.19587054,2.85501597,4.35497592,0.33682220,0.00000000,1.96421990,0.00000000
-5.71185593,7.13294628,2.86754241,4.29812677,0.33272063,0.00000000,1.95514086,0.00000000
-5.70585293,7.07336014,2.87482072,4.24685143,0.32844876,0.00000000,1.94559326,0.00000000
-5.69984992,7.01604708,2.87693334,4.20018797,0.32398234,0.00000000,1.93545102,0.00000000
-5.69384692,6.95996041,2.87409011,4.15712244,0.31931237,0.00000000,1.92462866,0.00000000
-5.68784392,6.90411682,2.86662535,4.11663153,0.31444657,0.00000000,1.91308462,0.00000000
-5.68184092,6.84763748,2.85499033,4.07772410,0.30941002,0.00000000,1.90082284,0.00000000
-5.67583792,6.78978372,2.83974108,4.03947983,0.30424508,0.00000000,1.88789257,0.00000000
-5.66983492,6.72998606,2.82152162,4.00108387,0.29901034,0.00000000,1.87438643,0.00000000
-5.66383192,6.66786565,2.80104329,3.96185646,0.29377878,0.00000000,1.86043671,0.00000000
-5.65782891,6.60324743,2.77906047,3.92127663,0.28863523,0.00000000,1.84621003,0.00000000
-5.65182591,6.53616510,2.75634385,3.87899963,0.28367305,0.00000000,1.83190065,0.00000000
-5.64582291,6.46685786,2.73365201,3.83486766,0.27899048,0.00000000,1.81772252,0.00000000
-5.63981991,6.39575974,2.71170280,3.78891423,0.27468653,0.00000000,1.80390051,0.00000000
-5.63381691,6.32348225,2.69114542,3.74136215,0.27085684,0.00000000,1.79066111,0.00000000
-5.62781391,6.25079169,2.67253483,3.69261587,0.26758957,0.00000000,1.77822312,0.00000000
-5.62181091,6.17858224,2.65630948,3.64324865,0.26496162,0.00000000,1.76678869,0.00000000
-5.61580790,6.10784662,2.64277371,3.59398542,0.26303524,0.00000000,1.75653519,0.00000000
-5.60980490,6.03964537,2.63208550,3.54568208,0.26185537,0.00000000,1.74760837,0.00000000
-5.60380190,5.97507655,2.62425055,3.49930216,0.26144766,0.00000000,1.74011719,0.00000000
-5.59779890,5.91524686,2.61912292,3.45589158,0.26181737,0.00000000,1.73413060,0.00000000
-5.59179590,5.86124538,2.61641235,3.41655241,0.26294916,0.00000000,1.72967657,0.00000000
-5.58579290,5.81412073,2.61569806,3.38241634,0.26480776,0.00000000,1.72674343,0.00000000
-5.57978989,5.77486220,2.61644839,3.35461849,0.26733949,0.00000000,1.72528351,0.00000000
-5.57378689,5.74438524,2.61804553,3.33427221,0.27047452,0.00000000,1.72521900,0.00000000
-5.56778389,5.72352120,2.61981396,3.32244534,0.27412980,0.00000000,1.72644968,0.00000000
-5.56178089,5.71301115,2.62105157,3.32013832,0.27821242,0.00000000,1.72886214,0.00000000
-5.55577789,5.71350328,2.62106180,3.32826451,0.28262331,0.00000000,1.73234007,0.00000000
-5.54977489,5.72555333,2.61918529,3.34763294,0.28726104,0.00000000,1.73677497,0.00000000
-5.54377189,5.74962709,2.61482966,3.37893362,0.29202557,0.00000000,1.74207667,0.00000000
-5.53776888,5.78610429,2.60749605,3.42272553,0.29682174,0.00000000,1.74818305,0.00000000
-5.53176588,5.83528287,2.59680105,3.47942720,0.30156238,0.00000000,1.75506833,0.00000000
-5.52576288,5.89738276,2.58249330,3.54930988,0.30617089,0.00000000,1.76274937,0.00000000
-5.51975988,5.97254849,2.56446395,3.63249312,0.31058315,0.00000000,1.77128948,0.00000000
-5.51375688,6.06084981,2.54275058,3.72894256,0.31474879,0.00000000,1.78079934,0.00000000
-5.50775388,6.16227991,2.51753465,3.83846975,0.31863162,0.00000000,1.79143494,0.00000000
-5.50175088,6.27675084,2.48913263,3.96073362,0.32220947,0.00000000,1.80339229,0.00000000
-5.49574787,6.40408609,2.45798139,4.09524341,0.32547319,0.00000000,1.81689908,0.00000000
-5.48974487,6.54401030,2.42461869,4.24136276,0.32842519,0.00000000,1.83220345,0.00000000
-5.48374187,6.69613650,2.38965965,4.39831469,0.33107738,0.00000000,1.84956042,0.00000000
-5.47773887,6.85995141,2.35377047,4.56518714,0.33344877,0.00000000,1.86921630,0.00000000
-5.47173587,7.03479936,2.31764058,4.74093905,0.33556284,0.00000000,1.89139190,0.00000000
-5.46573287,7.21986585,2.28195446,4.92440672,0.33744482,0.00000000,1.91626516,0.00000000
-5.45972986,7.41416161,2.24736434,5.11431034,0.33911902,0.00000000,1.94395405,0.00000000
-5.45372686,7.61650824,2.21446504,5.30926087,0.34060646,0.00000000,1.97450057,0.00000000
-5.44772386,7.82552653,2.18377175,5.50776703,0.34192273,0.00000000,2.00785661,0.00000000
-5.44172086,8.03962854,2.15570181,5.70824289,0.34307636,0.00000000,2.04387240,0.00000000
-5.43571786,8.25701439,2.13056089,5.90901597,0.34406767,0.00000000,2.08228829,0.00000000
-5.42971486,8.47567472,2.10853418,6.10833623,0.34488830,0.00000000,2.12273034,0.00000000
-5.42371186,8.69339950,2.08968259,6.30438628,0.34552114,0.00000000,2.16471015,0.00000000
-5.41770885,8.90779379,2.07394397,6.49529309,0.34594103,0.00000000,2.20762910,0.00000000
-5.41170585,9.11630081,2.06113912,6.67914158,0.34611578,0.00000000,2.25078719,0.00000000
-5.40570285,9.31623234,2.05098197,6.85399045,0.34600780,0.00000000,2.29339612,0.00000000
-5.39969985,9.50480632,2.04309339,7.01789062,0.34557592,0.00000000,2.33459649,0.00000000
-5.39369685,9.67919122,2.03701781,7.16890645,0.34477748,0.00000000,2.37347849,0.00000000
-5.38769385,9.83655653,2.03224181,7.30514002,0.34357055,0.00000000,2.40910545,0.00000000
-5.38169085,9.97412834,2.02821368,7.42475855,0.34191596,0.00000000,2.44053944,0.00000000
-5.37568784,10.08924887,2.02436320,7.52602485,0.33977935,0.00000000,2.46686802,0.00000000
-5.36968484,10.17943855,2.02012066,7.60733047,0.33713278,0.00000000,2.48723125,0.00000000
-5.36368184,10.24245901,2.01493446,7.66723130,0.33395611,0.00000000,2.50084785,0.00000000
-5.35767884,10.27637527,2.00828667,7.70448466,0.33023789,0.00000000,2.50703972,0.00000000
-5.35167584,10.27961528,1.99970600,7.71808721,0.32597584,0.00000000,2.50525378,0.00000000
-5.34567284,10.25102482,1.98877813,7.70731228,0.32117692,0.00000000,2.49508045,0.00000000
-5.33966983,10.18991595,1.97515309,7.67174549,0.31585693,0.00000000,2.47626807,0.00000000
-5.33366683,10.09610699,1.95854988,7.61131701,0.31003987,0.00000000,2.44873283,0.00000000
-5.32766383,9.96995255,1.93875854,7.52632890,0.30375692,0.00000000,2.41256374,0.00000000
-5.32166083,9.81236178,1.91564011,7.41747580,0.29704533,0.00000000,2.36802276,0.00000000
-5.31565783,9.62480379,1.88912477,7.28585753,0.28994718,0.00000000,2.31553997,0.00000000
-5.30965483,9.40929933,1.85920879,7.13298208,0.28250816,0.00000000,2.25570405,0.00000000
-5.30365183,9.16839806,1.82595069,6.96075785,0.27477647,0.00000000,2.18924856,0.00000000
-5.29764882,8.90514148,1.78946704,6.77147435,0.26680182,0.00000000,2.11703452,0.00000000
-5.29164582,8.62301199,1.74992833,6.56777106,0.25863467,0.00000000,2.04002988,0.00000000
-5.28564282,8.32586888,1.70755497,6.35259451,0.25032572,0.00000000,1.95928674,0.00000000
-5.27963982,8.01787283,1.66261374,6.12914429,0.24192558,0.00000000,1.87591698,0.00000000
-5.27363682,7.70340072,1.61541455,5.90080922,0.23348462,0.00000000,1.79106716,0.00000000
-5.26763382,7.38695321,1.56630732,5.67109551,0.22505304,0.00000000,1.70589336,0.00000000
-5.26163082,7.07305762,1.51567885,5.44354894,0.21668094,0.00000000,1.62153677,0.00000000
-5.25562781,6.76616907,1.46394936,5.22167373,0.20841850,0.00000000,1.53910057,0.00000000
-5.24962481,6.47057303,1.41156824,5.00885098,0.20031605,0.00000000,1.45962872,0.00000000
-5.24362181,6.19029205,1.35900894,4.80825937,0.19242402,0.00000000,1.38408696,0.00000000
-5.23761881,5.92899990,1.30676245,4.62280127,0.18479277,0.00000000,1.31334653,0.00000000
-5.23161581,5.68994554,1.25532951,4.45503675,0.17747217,0.00000000,1.24817069,0.00000000
-5.22561281,5.47588938,1.20521133,4.30712797,0.17051099,0.00000000,1.18920425,0.00000000
-5.21960980,5.28905367,1.15689902,4.18079587,0.16395601,0.00000000,1.13696608,0.00000000
-5.21360680,5.13108836,1.11086207,4.07729055,0.15785106,0.00000000,1.09184465,0.00000000
-5.20760380,5.00305326,1.06753615,3.99737618,0.15223578,0.00000000,1.05409645,0.00000000
-5.20160080,4.90541672,1.02731100,3.94133064,0.14714441,0.00000000,1.02384719,0.00000000
-5.19559780,4.83807045,0.99051890,3.90895951,0.14260458,0.00000000,1.00109564,0.00000000
-5.18959480,4.80035980,0.95742450,3.89962342,0.13863615,0.00000000,0.98571990,0.00000000
-5.18359180,4.79112796,0.92821665,3.91227741,0.13525029,0.00000000,0.97748597,0.00000000
-5.17758879,4.80877251,0.90300298,3.94552036,0.13244883,0.00000000,0.97605841,0.00000000
-5.17158579,4.85131234,0.88180764,3.99765250,0.13022389,0.00000000,0.98101295,0.00000000
-5.16558279,4.91646263,0.86457270,4.06673871,0.12855804,0.00000000,0.99185078,0.00000000
-5.15957979,5.00171548,0.85116335,4.15067525,0.12742471,0.00000000,1.00801440,0.00000000
-5.15357679,5.10442396,0.84137693,4.24725766,0.12678924,0.00000000,1.02890473,0.00000000
-5.14757379,5.22188683,0.83495542,4.35424776,0.12661018,0.00000000,1.05389924,0.00000000
-5.14157079,5.35143180,0.83160115,4.46943764,0.12684103,0.00000000,1.08237070,0.00000000
-5.13556778,5.49049482,0.83099474,4.59070904,0.12743232,0.00000000,1.11370616,0.00000000
-5.12956478,5.63669329,0.83281465,4.71608652,0.12833380,0.00000000,1.14732582,0.00000000
-5.12356178,5.78789100,0.83675714,4.84378323,0.12949680,0.00000000,1.18270097,0.00000000
-5.11755878,5.94225291,0.84255569,4.97223827,0.13087654,0.00000000,1.21937062,0.00000000
-5.11155578,6.09828796,0.84999861,5.10014470,0.13243424,0.00000000,1.25695607,0.00000000
-5.10555278,6.25487834,0.85894389,5.22646782,0.13413906,0.00000000,1.29517268,0.00000000
-5.09954977,6.41129385,0.86933012,5.35045303,0.13596946,0.00000000,1.33383828,0.00000000
-5.09354677,6.56719044,0.88118282,5.47162328,0.13791426,0.00000000,1.37287736,0.00000000
-5.08754377,6.72259214,0.89461552,5.58976592,0.13997292,0.00000000,1.41232077,0.00000000
-5.08154077,6.87785642,0.90982513,5.70490918,0.14215538,0.00000000,1.45230031,0.00000000
-5.07553777,7.03362326,0.92708168,5.81728885,0.14448102,0.00000000,1.49303803,0.00000000
-5.06953477,7.19074899,0.94671262,5.92730582,0.14697719,0.00000000,1.53483032,0.00000000
-5.06353177,7.35022678,0.96908219,6.03547561,0.14967703,0.00000000,1.57802697,0.00000000
-5.05752876,7.51309611,0.99456670,6.14237158,0.15261675,0.00000000,1.62300584,0.00000000
-5.05152576,7.68034456,1.02352698,6.24856349,0.15583263,0.00000000,1.67014386,0.00000000
-5.04552276,7.85280571,1.05627903,6.35455387,0.15935771,0.00000000,1.71978561,0.00000000
-5.03951976,8.03105769,1.09306457,6.46071469,0.16321837,0.00000000,1.77221081,0.00000000
-5.03351676,8.21532717,1.13402298,6.56722735,0.16743108,0.00000000,1.82760218,0.00000000
-5.02751376,8.40540376,1.17916605,6.67402872,0.17199940,0.00000000,1.88601549,0.00000000
-5.02151076,8.60056988,1.22835718,6.78076649,0.17691146,0.00000000,1.94735347,0.00000000
-5.01550775,8.79955056,1.28129625,6.88676634,0.18213808,0.00000000,2.01134512,0.00000000
-5.00950475,9.00048719,1.33751125,6.99101354,0.18763168,0.00000000,2.07753210,0.00000000
-5.00350175,9.20093817,1.39635745,7.09215076,0.19332603,0.00000000,2.14526326,0.00000000
-4.99749875,9.39790831,1.45702463,7.18849326,0.19913701,0.00000000,2.21369827,0.00000000
-4.99149575,9.58790744,1.51855228,7.27806191,0.20496432,0.00000000,2.28182078,0.00000000
-4.98549275,9.76703727,1.57985256,7.35863345,0.21069410,0.00000000,2.34846107,0.00000000
-4.97948974,9.93110381,1.63974026,7.42780648,0.21620242,0.00000000,2.41232760,0.00000000
-4.97348674,10.07575166,1.69696860,7.48308099,0.22135956,0.00000000,2.47204651,0.00000000
-4.96748374,10.19661454,1.75026956,7.52194811,0.22603472,0.00000000,2.52620753,0.00000000
-4.96148074,10.28947607,1.79839698,7.54198639,0.23010114,0.00000000,2.57341429,0.00000000
-4.95547774,10.35043349,1.84017067,7.54096022,0.23344139,0.00000000,2.61233708,0.00000000
-4.94947474,10.37605700,1.87451959,7.51691609,0.23595236,0.00000000,2.64176531,0.00000000
-4.94347174,10.36353731,1.90052210,7.46827183,0.23755004,0.00000000,2.66065755,0.00000000
-4.93746873,10.31081422,1.91744165,7.39389498,0.23817352,0.00000000,2.66818652,0.00000000
-4.93146573,10.21668034,1.92475617,7.29316610,0.23778832,0.00000000,2.66377698,0.00000000
-4.92546273,10.08085463,1.92217990,7.16602424,0.23638860,0.00000000,2.64713456,0.00000000
-4.91945973,9.90402216,1.90967663,7.01299215,0.23399829,0.00000000,2.61826419,0.00000000
-4.91345673,9.68783817,1.88746388,6.83517986,0.23067102,0.00000000,2.57747713,0.00000000
-4.90745373,9.43489573,1.85600766,6.63426662,0.22648886,0.00000000,2.52538620,0.00000000
-4.90145073,9.14865857,1.81600816,6.41246152,0.22155981,0.00000000,2.46288939,0.00000000
-4.89544772,8.83336167,1.76837706,6.17244476,0.21601431,0.00000000,2.39114259,0.00000000
-4.88944472,8.49388403,1.71420725,5.91729198,0.21000070,0.00000000,2.31152261,0.00000000
-4.88344172,8.13559885,1.65473638,5.65038476,0.20368003,0.00000000,2.22558206,0.00000000
-4.87743872,7.76420750,1.59130585,5.37531109,0.19722028,0.00000000,2.13499822,0.00000000
-4.87143572,7.38556403,1.52531660,5.09575994,0.19079026,0.00000000,2.04151785,0.00000000
-4.86543272,7.00549723,1.45818383,4.81541394,0.18455354,0.00000000,1.94690042,0.00000000
-4.85942971,6.62963712,1.39129208,4.53784447,0.17866255,0.00000000,1.85286196,0.00000000
-4.85342671,6.26325246,1.32595254,4.26641291,0.17325309,0.00000000,1.76102179,0.00000000
-4.84742371,5.91110500,1.26336395,4.00418179,0.16843959,0.00000000,1.67285407,0.00000000
-4.84142071,5.57732553,1.20457857,3.75383851,0.16431115,0.00000000,1.58964591,0.00000000
-4.83541771,5.26531548,1.15047417,3.51763435,0.16092864,0.00000000,1.51246347,0.00000000
-4.82941471,4.97767701,1.10173289,3.29734014,0.15832285,0.00000000,1.44212701,0.00000000
-4.82341171,4.71617302,1.05882753,3.09421990,0.15649390,0.00000000,1.37919555,0.00000000
-4.81740870,4.48171741,1.02201537,2.90902235,0.15541177,0.00000000,1.32396130,0.00000000
-4.81140570,4.27439488,0.99133965,2.74199022,0.15501799,0.00000000,1.27645379,0.00000000
-4.80540270,4.09350822,0.96663821,2.59288595,0.15522847,0.00000000,1.23645307,0.00000000
-4.79939970,3.93765040,0.94755877,2.46103236,0.15593718,0.00000000,1.20351111,0.00000000
-4.79339670,3.80479766,0.93358016,2.34536602,0.15702071,0.00000000,1.17698043,0.00000000
-4.78739370,3.69241943,0.92403834,2.24450081,0.15834338,0.00000000,1.15604840,0.00000000
-4.78139070,3.59760021,0.91815638,2.15679892,0.15976274,0.00000000,1.13977589,0.00000000
-4.77538769,3.51716850,0.91507689,2.08044626,0.16113530,0.00000000,1.12713847,0.00000000
-4.76938469,3.44782768,0.91389596,2.01352936,0.16232209,0.00000000,1.11706878,0.00000000
-4.76338169,3.38628395,0.91369712,1.95411075,0.16319402,0.00000000,1.10849819,0.00000000
-4.75737869,3.32936659,0.91358429,1.90030021,0.16363669,0.00000000,1.10039640,0.00000000
-4.75137569,3.27413663,0.91271244,1.85031938,0.16355453,0.00000000,1.09180759,0.00000000
-4.74537269,3.21798016,0.91031500,1.80255768,0.16287414,0.00000000,1.08188180,0.00000000
-4.73936968,3.15868383,0.90572721,1.75561791,0.16154660,0.00000000,1.06990074,0.00000000
-4.73336668,3.09449029,0.89840466,1.70835051,0.15954885,0.00000000,1.05529718,0.00000000
-4.72736368,3.02413280,0.88793648,1.65987563,0.15688394,0.00000000,1.03766763,0.00000000
-4.72136068,2.94684865,0.87405318,1.60959317,0.15358030,0.00000000,1.01677804,0.00000000
-4.71535768,2.86237230,0.85662877,1.55718102,0.14969002,0.00000000,0.99256272,0.00000000
-4.70935468,2.77090946,0.83567761,1.50258246,0.14528628,0.00000000,0.96511693,0.00000000
-4.70335168,2.67309465,0.81134633,1.44598384,0.14046002,0.00000000,0.93468374,0.00000000
-4.69734867,2.56993474,0.78390128,1.38778436,0.13531608,0.00000000,0.90163598,0.00000000
-4.69134567,2.46274182,0.75371249,1.32855951,0.12996891,0.00000000,0.86645444,0.00000000
-4.68534267,2.35305890,0.72123473,1.26902033,0.12453811,0.00000000,0.82970324,0.00000000
-4.67933967,2.24258184,0.68698684,1.20997048,0.11914399,0.00000000,0.79200377,0.00000000
-4.67333667,2.13308124,0.65153006,1.15226303,0.11390325,0.00000000,0.75400815,0.00000000
-4.66733367,2.02632747,0.61544654,1.09675890,0.10892502,0.00000000,0.71637355,0.00000000
-4.66133067,1.92402171,0.57931868,1.04428861,0.10430745,0.00000000,0.67973819,0.00000000
-4.65532766,1.82773563,0.54371021,0.99561873,0.10013481,0.00000000,0.64470009,0.00000000
-4.64932466,1.73886146,0.50914961,0.95142405,0.09647535,0.00000000,0.61179913,0.00000000
-4.64332166,1.65857389,0.47611638,0.91226635,0.09337987,0.00000000,0.58150293,0.00000000
-4.63731866,1.58780432,0.44503044,0.87857993,0.09088105,0.00000000,0.55419690,0.00000000
-4.63131566,1.52722765,0.41624487,0.85066424,0.08899354,0.00000000,0.53017848,0.00000000
-4.62531266,1.47726089,0.39004183,0.82868301,0.08771468,0.00000000,0.50965547,0.00000000
-4.61930965,1.43807265,0.36663168,0.81266944,0.08702592,0.00000000,0.49274805,0.00000000
-4.61330665,1.40960181,0.34615471,0.80253658,0.08689468,0.00000000,0.47949403,0.00000000
-4.60730365,1.39158359,0.32868536,0.79809181,0.08727664,0.00000000,0.46985681,0.00000000
-4.60130065,1.38358089,0.31423810,0.79905426,0.08811828,0.00000000,0.46373518,0.00000000
-4.59529765,1.38501850,0.30277467,0.80507384,0.08935954,0.00000000,0.46097430,0.00000000
-4.58929465,1.39521824,0.29421197,0.81575081,0.09093649,0.00000000,0.46137715,0.00000000
-4.58329165,1.41343271,0.28843016,0.83065449,0.09278384,0.00000000,0.46471560,0.00000000
-4.57728864,1.43887589,0.28528036,0.84934028,0.09483724,0.00000000,0.47074061,0.00000000
-4.57128564,1.47074914,0.28459172,0.87136403,0.09703514,0.00000000,0.47919099,0.00000000
-4.56528264,1.50826162,0.28617742,0.89629317,0.09932037,0.00000000,0.48980031,0.00000000
-4.55927964,1.55064428,0.28983948,0.92371441,0.10164114,0.00000000,0.50230181,0.00000000
-4.55327664,1.59715771,0.29537227,0.95323772,0.10395160,0.00000000,0.51643119,0.00000000
-4.54727364,1.64709396,0.30256486,0.98449710,0.10621197,0.00000000,0.53192756,0.00000000
-4.54127064,1.69977333,0.31120221,1.01714838,0.10838824,0.00000000,0.54853261,0.00000000
-4.53526763,1.75453738,0.32106557,1.05086505,0.11045150,0.00000000,0.56598857,0.00000000
-4.52926463,1.81073960,0.33193234,1.08533260,0.11237702,0.00000000,0.58403544,0.00000000
-4.52326163,1.86773552,0.34357571,1.12024279,0.11414327,0.00000000,0.60240797,0.00000000
-4.51725863,1.92487383,0.35576447,1.15528835,0.11573074,0.00000000,0.62083311,0.00000000
-4.51125563,1.98149034,0.36826329,1.19015947,0.11712097,0.00000000,0.63902834,0.00000000
-4.50525263,2.03690593,0.38083373,1.22454245,0.11829572,0.00000000,0.65670142,0.00000000
-4.49924962,2.09042964,0.39323625,1.25812141,0.11923635,0.00000000,0.67355191,0.00000000
-4.49324662,2.14136750,0.40523324,1.29058310,0.11992365,0.00000000,0.68927472,0.00000000
-4.48724362,2.18903711,0.41659320,1.32162499,0.12033789,0.00000000,0.70356558,0.00000000
-4.48124062,2.23278767,0.42709581,1.35096639,0.12045934,0.00000000,0.71612854,0.00000000
-4.47523762,2.27202444,0.43653792,1.37836182,0.12026915,0.00000000,0.72668502,0.00000000
-4.46923462,2.30623636,0.44473997,1.40361608,0.11975051,0.00000000,0.73498399,0.00000000
-4.46323162,2.33502506,0.45155258,1.42659992,0.11888999,0.00000000,0.74081285,0.00000000
-4.45722861,2.35813350,0.45686297,1.44726511,0.11767914,0.00000000,0.74400824,0.00000000
-4.45122561,2.37547199,0.46060070,1.46565791,0.11611598,0.00000000,0.74446607,0.00000000
-4.44522261,2.38713999,0.46274237,1.48192974,0.11420652,0.00000000,0.74215019,0.00000000
-4.43921961,2.39344155,0.46331499,1.49634419,0.11196601,0.00000000,0.73709910,0.00000000
-4.43321661,2.39489335,0.46239762,1.50927945,0.10941993,0.00000000,0.72943000,0.00000000
-4.42721361,2.39222408,0.46012121,1.52122583,0.10660455,0.00000000,0.71934003,0.00000000
-4.42121061,2.38636471,0.45666635,1.53277811,0.10356710,0.00000000,0.70710426,0.00000000
-4.41520760,2.37842971,0.45225922,1.54462264,0.10036541,0.00000000,0.69307052,0.00000000
-4.40920460,2.36968954,0.44716548,1.55751985,0.09706703,0.00000000,0.67765109,0.00000000
-4.40320160,2.36153551,0.44168268,1.57228252,0.09374792,0.00000000,0.66131160,0.00000000
-4.39719860,2.35543822,0.43613111,1.58975079,0.09049063,0.00000000,0.64455743,0.00000000
-4.39119560,2.35290119,0.43084377,1.61076479,0.08738205,0.00000000,0.62791829,0.00000000
-4.38519260,2.35541143,0.42615551,1.63613591,0.08451097,0.00000000,0.61193148,0.00000000
-4.37918959,2.36438887,0.42239205,1.66661780,0.08196525,0.00000000,0.59712454,0.00000000
-4.37318659,2.38113628,0.41985897,1.70287799,0.07982901,0.00000000,0.58399787,0.00000000
-4.36718359,2.40679164,0.41883137,1.74547108,0.07817969,0.00000000,0.57300810,0.00000000
-4.36118059,2.44228416,0.41954417,1.79481426,0.07708527,0.00000000,0.56455265,0.00000000
-4.35517759,2.48829551,0.42218374,1.85116576,0.07660165,0.00000000,0.55895613,0.00000000
-4.34917459,2.54522727,0.42688071,1.91460678,0.07677033,0.00000000,0.55645893,0.00000000
-4.34317159,2.61317534,0.43370449,1.98502724,0.07761645,0.00000000,0.55720840,0.00000000
-4.33716858,2.69191219,0.44265944,2.06211577,0.07914730,0.00000000,0.56125284,0.00000000
-4.33116558,2.78087722,0.45368280,2.14535408,0.08135134,0.00000000,0.56853853,0.00000000
-4.32516258,2.87917574,0.46664453,2.23401608,0.08419780,0.00000000,0.57890978,0.00000000
-4.31915958,2.98558664,0.48134900,2.32717184,0.08763681,0.00000000,0.59211204,0.00000000
-4.31315658,3.09857897,0.49753850,2.42369671,0.09160024,0.00000000,0.60779798,0.00000000
-4.30715358,3.21633737,0.51489855,2.52228577,0.09600303,0.00000000,0.62553638,0.00000000
