energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.83163729,-0.83163729,0.30036664,-0.30036664,0.28034162,-0.28034162,0.18950541,-0.18950541,0.00283920,-0.00283920,0.00549011,-0.00549011,0.28240547,-0.28240547
-5.99399700,0.91352967,-0.91352967,0.32552538,-0.32552537,0.31042460,-0.31042460,0.20660011,-0.20660011,0.00308631,-0.00308631,0.00601966,-0.00601966,0.31062972,-0.31062972
-5.98799400,1.00148972,-1.00148972,0.35367303,-0.35367303,0.34218627,-0.34218627,0.22602745,-0.22602745,0.00335251,-0.00335251,0.00663234,-0.00663234,0.34030311,-0.34030310
-5.98199100,1.09458588,-1.09458588,0.38450790,-0.38450790,0.37530399,-0.37530399,0.24763398,-0.24763398,0.00363438,-0.00363438,0.00732292,-0.00732292,0.37106700,-0.37106700
-5.97598799,1.19174218,-1.19174218,0.41767599,-0.41767599,0.40940550,-0.40940550,0.27122640,-0.27122640,0.00392809,-0.00392809,0.00808533,-0.00808533,0.40251985,-0.40251985
-5.96998499,1.29175233,-1.29175233,0.45277518,-0.45277518,0.44407409,-0.44407409,0.29657160,-0.29657160,0.00422940,-0.00422940,0.00891256,-0.00891256,0.43422428,-0.43422428
-5.96398199,1.39329889,-1.39329889,0.48936068,-0.48936068,0.47885567,-0.47885567,0.32339745,-0.32339745,0.00453382,-0.00453382,0.00979648,-0.00979648,0.46571617,-0.46571617
-5.95797899,1.49497719,-1.49497719,0.52695194,-0.52695194,0.51326761,-0.51326761,0.35139461,-0.35139461,0.00483668,-0.00483668,0.01072785,-0.01072785,0.49651538,-0.49651538
-5.95197599,1.59532372,-1.59532372,0.56504083,-0.56504082,0.54680928,-0.54680928,0.38021931,-0.38021931,0.00513326,-0.00513326,0.01169625,-0.01169625,0.52613797,-0.52613797
-5.94597299,1.69284829,-1.69284829,0.60310117,-0.60310117,0.57897385,-0.57897385,0.40949741,-0.40949741,0.00541887,-0.00541887,0.01269008,-0.01269008,0.55410939,-0.55410939
-5.93996998,1.78606902,-1.78606902,0.64059945,-0.64059945,0.60926106,-0.60926106,0.43882955,-0.43882955,0.00568904,-0.00568904,0.01369671,-0.01369671,0.57997822,-0.57997822
-5.93396698,1.87354918,-1.87354918,0.67700639,-0.67700639,0.63719049,-0.63719049,0.46779762,-0.46779762,0.00593960,-0.00593960,0.01470256,-0.01470256,0.60332999,-0.60332999
-5.92796398,1.95393459,-1.95393459,0.71180921,-0.71180921,0.66231486,-0.66231486,0.49597227,-0.49597227,0.00616684,-0.00616684,0.01569328,-0.01569328,0.62380043,-0.62380043
-5.92196098,2.02599033,-2.02599033,0.74452419,-0.74452419,0.68423289,-0.68423289,0.52292149,-0.52292149,0.00636759,-0.00636759,0.01665409,-0.01665409,0.64108772,-0.64108772
-5.91595798,2.08863537,-2.08863537,0.77470909,-0.77470909,0.70260114,-0.70260114,0.54821990,-0.54821990,0.00653937,-0.00653937,0.01756996,-0.01756996,0.65496310,-0.65496310
-5.90995498,2.14097385,-2.14097385,0.80197510,-0.80197510,0.71714447,-0.71714447,0.57145864,-0.57145864,0.00668043,-0.00668043,0.01842605,-0.01842605,0.66527943,-0.66527943
-5.90395198,2.18232179,-2.18232179,0.82599784,-0.82599784,0.72766461,-0.72766461,0.59225544,-0.59225544,0.00678984,-0.00678984,0.01920804,-0.01920804,0.67197739,-0.67197739
-5.89794897,2.21222816,-2.21222816,0.84652685,-0.84652685,0.73404658,-0.73404658,0.61026453,-0.61026453,0.00686754,-0.00686754,0.01990255,-0.01990255,0.67508884,-0.67508884
-5.89194597,2.23048948,-2.23048948,0.86339343,-0.86339343,0.73626262,-0.73626262,0.62518610,-0.62518610,0.00691434,-0.00691434,0.02049750,-0.02049750,0.67473743,-0.67473743
-5.88594297,2.23715732,-2.23715732,0.87651625,-0.87651625,0.73437359,-0.73437359,0.63677479,-0.63677479,0.00693192,-0.00693192,0.02098254,-0.02098254,0.67113620,-0.67113620
-5.87993997,2.23253837,-2.23253838,0.88590448,-0.88590448,0.72852768,-0.72852768,0.64484697,-0.64484697,0.00692276,-0.00692276,0.02134941,-0.02134941,0.66458239,-0.66458239
-5.87393697,2.21718708,-2.21718708,0.89165832,-0.89165832,0.71895654,-0.71895654,0.64928636,-0.64928636,0.00689013,-0.00689013,0.02159222,-0.02159222,0.65544963,-0.65544963
-5.86793397,2.19189091,-2.19189092,0.89396676,-0.89396676,0.70596904,-0.70596904,0.65004786,-0.65004786,0.00683798,-0.00683798,0.02170777,-0.02170777,0.64417773,-0.64417773
-5.86193097,2.15764897,-2.15764897,0.89310248,-0.89310248,0.68994278,-0.68994278,0.64715924,-0.64715924,0.00677079,-0.00677079,0.02169570,-0.02169570,0.63126058,-0.63126058
-5.85592796,2.11564443,-2.11564443,0.88941421,-0.88941421,0.67131377,-0.67131377,0.64072059,-0.64072059,0.00669351,-0.00669351,0.02155859,-0.02155859,0.61723248,-0.61723248
-5.84992496,2.06721193,-2.06721193,0.88331642,-0.88331642,0.65056463,-0.65056463,0.63090162,-0.63090162,0.00661137,-0.00661137,0.02130203,-0.02130203,0.60265347,-0.60265347
-5.84392196,2.01380085,-2.01380085,0.87527699,-0.87527699,0.62821165,-0.62821165,0.61793672,-0.61793673,0.00652977,-0.00652977,0.02093450,-0.02093450,0.58809407,-0.58809407
-5.83791896,1.95693573,-1.95693573,0.86580295,-0.86580295,0.60479129,-0.60479129,0.60211806,-0.60211806,0.00645407,-0.00645407,0.02046721,-0.02046721,0.57411996,-0.57411996
-5.83191596,1.89817512,-1.89817512,0.85542497,-0.85542497,0.58084634,-0.58084634,0.58378688,-0.58378688,0.00638949,-0.00638949,0.01991384,-0.01991384,0.56127699,-0.56127699
-5.82591296,1.83906999,-1.83907000,0.84468098,-0.84468098,0.55691236,-0.55691236,0.56332348,-0.56332348,0.00634094,-0.00634094,0.01929023,-0.01929023,0.55007699,-0.55007700
-5.81990995,1.78112317,-1.78112317,0.83409951,-0.83409952,0.53350462,-0.53350462,0.54113612,-0.54113612,0.00631286,-0.00631286,0.01861393,-0.01861393,0.54098470,-0.54098470
-5.81390695,1.72575071,-1.72575072,0.82418337,-0.82418337,0.51110599,-0.51110599,0.51764936,-0.51764936,0.00630914,-0.00630914,0.01790374,-0.01790374,0.53440606,-0.53440606
-5.80790395,1.67424658,-1.67424658,0.81539410,-0.81539410,0.49015606,-0.49015606,0.49329236,-0.49329237,0.00633293,-0.00633293,0.01717920,-0.01717920,0.53067816,-0.53067817
-5.80190095,1.62775133,-1.62775133,0.80813784,-0.80813784,0.47104169,-0.47104169,0.46848748,-0.46848748,0.00638664,-0.00638664,0.01646007,-0.01646007,0.53006109,-0.53006109
-5.79589795,1.58722577,-1.58722577,0.80275311,-0.80275311,0.45408925,-0.45408925,0.44363964,-0.44363964,0.00647179,-0.00647179,0.01576577,-0.01576577,0.53273158,-0.53273158
-5.78989495,1.55343030,-1.55343030,0.79950071,-0.79950071,0.43955868,-0.43955868,0.41912692,-0.41912692,0.00658899,-0.00658899,0.01511486,-0.01511486,0.53877887,-0.53877887
-5.78389195,1.52691018,-1.52691018,0.79855640,-0.79855640,0.42763953,-0.42763953,0.39529254,-0.39529254,0.00673794,-0.00673794,0.01452452,-0.01452452,0.54820259,-0.54820259
-5.77788894,1.50798742,-1.50798741,0.80000626,-0.80000626,0.41844883,-0.41844883,0.37243861,-0.37243861,0.00691740,-0.00691740,0.01401014,-0.01401014,0.56091283,-0.56091283
-5.77188594,1.49675905,-1.49675905,0.80384520,-0.80384520,0.41203116,-0.41203116,0.35082168,-0.35082168,0.00712523,-0.00712523,0.01358490,-0.01358490,0.57673236,-0.57673236
-5.76588294,1.49310213,-1.49310212,0.80997838,-0.80997838,0.40836047,-0.40836047,0.33065018,-0.33065018,0.00735844,-0.00735844,0.01325945,-0.01325945,0.59540104,-0.59540104
-5.75987994,1.49668497,-1.49668497,0.81822574,-0.81822574,0.40734394,-0.40734394,0.31208372,-0.31208372,0.00761331,-0.00761331,0.01304169,-0.01304169,0.61658233,-0.61658232
-5.75387694,1.50698447,-1.50698447,0.82832927,-0.82832927,0.40882754,-0.40882754,0.29523404,-0.29523404,0.00788543,-0.00788543,0.01293664,-0.01293664,0.63987186,-0.63987186
-5.74787394,1.52330882,-1.52330882,0.83996296,-0.83996296,0.41260317,-0.41260317,0.28016755,-0.28016755,0.00816989,-0.00816989,0.01294637,-0.01294637,0.66480800,-0.66480800
-5.74187094,1.54482505,-1.54482505,0.85274491,-0.85274490,0.41841725,-0.41841725,0.26690908,-0.26690908,0.00846137,-0.00846137,0.01307004,-0.01307004,0.69088411,-0.69088411
-5.73586793,1.57059046,-1.57059046,0.86625134,-0.86625134,0.42598046,-0.42598046,0.25544653,-0.25544653,0.00875436,-0.00875436,0.01330408,-0.01330408,0.71756246,-0.71756246
-5.72986493,1.59958703,-1.59958703,0.88003198,-0.88003198,0.43497836,-0.43497836,0.24573628,-0.24573628,0.00904324,-0.00904324,0.01364237,-0.01364237,0.74428939,-0.74428939
-5.72386193,1.63075761,-1.63075760,0.89362617,-0.89362617,0.44508255,-0.44508255,0.23770875,-0.23770875,0.00932256,-0.00932256,0.01407658,-0.01407658,0.77051135,-0.77051135
-5.71785893,1.66304273,-1.66304273,0.90657927,-0.90657927,0.45596206,-0.45596206,0.23127408,-0.23127408,0.00958712,-0.00958712,0.01459651,-0.01459651,0.79569141,-0.79569141
-5.71185593,1.69541682,-1.69541682,0.91845872,-0.91845872,0.46729453,-0.46729453,0.22632748,-0.22632748,0.00983215,-0.00983215,0.01519054,-0.01519054,0.81932575,-0.81932575
-5.70585293,1.72692238,-1.72692238,0.92886905,-0.92886905,0.47877689,-0.47877689,0.22275410,-0.22275410,0.01005349,-0.01005349,0.01584604,-0.01584604,0.84095947,-0.84095947
-5.69984992,1.75670105,-1.75670105,0.93746542,-0.93746542,0.49013505,-0.49013505,0.22043316,-0.22043316,0.01024768,-0.01024768,0.01654989,-0.01654989,0.86020127,-0.86020127
-5.69384692,1.78402018,-1.78402018,0.94396506,-0.94396506,0.50113231,-0.50113231,0.21924131,-0.21924131,0.01041208,-0.01041208,0.01728890,-0.01728890,0.87673620,-0.87673620
-5.68784392,1.80829404,-1.80829404,0.94815616,-0.94815616,0.51157608,-0.51157608,0.21905518,-0.21905518,0.01054489,-0.01054489,0.01805028,-0.01805028,0.89033610,-0.89033610
-5.68184092,1.82909863,-1.82909863,0.94990384,-0.94990384,0.52132280,-0.52132280,0.21975296,-0.21975296,0.01064524,-0.01064524,0.01882200,-0.01882200,0.90086704,-0.90086704
-5.67583792,1.84617969,-1.84617969,0.94915300,-0.94915299,0.53028059,-0.53028059,0.22121529,-0.22121529,0.01071316,-0.01071316,0.01959314,-0.01959314,0.90829339,-0.90829339
-5.66983492,1.85945329,-1.85945329,0.94592781,-0.94592781,0.53840976,-0.53840976,0.22332545,-0.22332545,0.01074954,-0.01074954,0.02035416,-0.02035416,0.91267827,-0.91267827
-5.66383192,1.86899930,-1.86899930,0.94032805,-0.94032805,0.54572106,-0.54572106,0.22596903,-0.22596903,0.01075605,-0.01075605,0.02109701,-0.02109701,0.91418011,-0.91418011
-5.65782891,1.87504785,-1.87504785,0.93252220,-0.93252220,0.55227166,-0.55227166,0.22903326,-0.22903326,0.01073504,-0.01073504,0.02181525,-0.02181525,0.91304540,-0.91304540
-5.65182591,1.87795943,-1.87795943,0.92273791,-0.92273791,0.55815921,-0.55815921,0.23240619,-0.23240619,0.01068941,-0.01068941,0.02250398,-0.02250398,0.90959787,-0.90959787
-5.64582291,1.87819974,-1.87819974,0.91125002,-0.91125002,0.56351412,-0.56351412,0.23597593,-0.23597593,0.01062246,-0.01062246,0.02315971,-0.02315971,0.90422441,-0.90422441
-5.63981991,1.87631034,-1.87631034,0.89836687,-0.89836687,0.56849047,-0.56849047,0.23963008,-0.23963008,0.01053771,-0.01053771,0.02378020,-0.02378020,0.89735834,-0.89735834
-5.63381691,1.87287660,-1.87287660,0.88441552,-0.88441552,0.57325605,-0.57325605,0.24325557,-0.24325557,0.01043877,-0.01043877,0.02436412,-0.02436412,0.88946071,-0.88946071
-5.62781391,1.86849450,-1.86849450,0.86972654,-0.86972655,0.57798181,-0.57798181,0.24673890,-0.24673890,0.01032913,-0.01032913,0.02491073,-0.02491073,0.88100051,-0.88100051
-5.62181091,1.86373785,-1.86373785,0.85461917,-0.85461917,0.58283147,-0.58283147,0.24996698,-0.24996698,0.01021204,-0.01021204,0.02541957,-0.02541957,0.87243456,-0.87243456
-5.61580790,1.85912752,-1.85912752,0.83938744,-0.83938744,0.58795157,-0.58795157,0.25282844,-0.25282844,0.01009036,-0.01009036,0.02589004,-0.02589004,0.86418815,-0.86418815
-5.60980490,1.85510413,-1.85510413,0.82428809,-0.82428809,0.59346250,-0.59346250,0.25521548,-0.25521548,0.00996650,-0.00996650,0.02632111,-0.02632111,0.85663716,-0.85663716
-5.60380190,1.85200537,-1.85200537,0.80953063,-0.80953063,0.59945096,-0.59945096,0.25702612,-0.25702612,0.00984225,-0.00984225,0.02671101,-0.02671101,0.85009263,-0.85009263
-5.59779890,1.85004899,-1.85004899,0.79527006,-0.79527006,0.60596402,-0.60596402,0.25816667,-0.25816667,0.00971884,-0.00971884,0.02705704,-0.02705704,0.84478831,-0.84478831
-5.59179590,1.84932207,-1.84932207,0.78160256,-0.78160256,0.61300519,-0.61300519,0.25855443,-0.25855443,0.00959685,-0.00959685,0.02735543,-0.02735543,0.84087186,-0.84087186
-5.58579290,1.84977684,-1.84977684,0.76856415,-0.76856415,0.62053248,-0.62053248,0.25812019,-0.25812020,0.00947629,-0.00947629,0.02760130,-0.02760130,0.83839990,-0.83839990
-5.57978989,1.85123314,-1.85123314,0.75613236,-0.75613236,0.62845859,-0.62845859,0.25681065,-0.25681065,0.00935660,-0.00935660,0.02778879,-0.02778879,0.83733721,-0.83733721
-5.57378689,1.85338696,-1.85338696,0.74423067,-0.74423067,0.63665305,-0.63665304,0.25459026,-0.25459026,0.00923675,-0.00923675,0.02791117,-0.02791117,0.83755985,-0.83755985
-5.56778389,1.85582457,-1.85582457,0.73273536,-0.73273536,0.64494619,-0.64494619,0.25144268,-0.25144268,0.00911532,-0.00911532,0.02796119,-0.02796119,0.83886206,-0.83886206
-5.56178089,1.85804127,-1.85804127,0.72148431,-0.72148431,0.65313479,-0.65313479,0.24737145,-0.24737145,0.00899064,-0.00899064,0.02793138,-0.02793138,0.84096648,-0.84096648
-5.55577789,1.85946367,-1.85946367,0.71028730,-0.71028730,0.66098892,-0.66098892,0.24239998,-0.24239998,0.00886086,-0.00886086,0.02781446,-0.02781446,0.84353706,-0.84353706
-5.54977489,1.85947434,-1.85947434,0.69893704,-0.69893704,0.66825982,-0.66825982,0.23657084,-0.23657084,0.00872409,-0.00872409,0.02760383,-0.02760383,0.84619407,-0.84619407
-5.54377189,1.85743767,-1.85743766,0.68722054,-0.68722054,0.67468839,-0.67468839,0.22994424,-0.22994424,0.00857849,-0.00857849,0.02729396,-0.02729396,0.84853038,-0.84853038
-5.53776888,1.85272569,-1.85272568,0.67493014,-0.67493014,0.68001396,-0.68001396,0.22259594,-0.22259594,0.00842241,-0.00842241,0.02688085,-0.02688085,0.85012832,-0.85012832
-5.53176588,1.84474291,-1.84474291,0.66187372,-0.66187372,0.68398302,-0.68398302,0.21461461,-0.21461461,0.00825442,-0.00825442,0.02636241,-0.02636241,0.85057640,-0.85057640
-5.52576288,1.83294914,-1.83294914,0.64788365,-0.64788365,0.68635761,-0.68635761,0.20609885,-0.20609885,0.00807342,-0.00807342,0.02573877,-0.02573877,0.84948516,-0.84948516
-5.51975988,1.81687963,-1.81687963,0.63282419,-0.63282419,0.68692316,-0.68692315,0.19715396,-0.19715396,0.00787868,-0.00787868,0.02501248,-0.02501248,0.84650153,-0.84650153
-5.51375688,1.79616199,-1.79616199,0.61659711,-0.61659711,0.68549549,-0.68549548,0.18788870,-0.18788870,0.00766988,-0.00766988,0.02418869,-0.02418869,0.84132143,-0.84132143
-5.50775388,1.77052952,-1.77052951,0.59914538,-0.59914538,0.68192694,-0.68192694,0.17841219,-0.17841219,0.00744708,-0.00744708,0.02327514,-0.02327514,0.83370002,-0.83370002
-5.50175088,1.73983078,-1.73983078,0.58045500,-0.58045500,0.67611143,-0.67611143,0.16883112,-0.16883112,0.00721080,-0.00721080,0.02228211,-0.02228211,0.82345950,-0.82345950
-5.49574787,1.70403557,-1.70403557,0.56055502,-0.56055502,0.66798835,-0.66798835,0.15924736,-0.15924736,0.00696192,-0.00696192,0.02122223,-0.02122223,0.81049440,-0.81049440
-5.48974487,1.66323713,-1.66323713,0.53951599,-0.53951599,0.65754535,-0.65754535,0.14975611,-0.14975611,0.00670174,-0.00670174,0.02011028,-0.02011028,0.79477432,-0.79477432
-5.48374187,1.61765125,-1.61765125,0.51744691,-0.51744691,0.64481999,-0.64481999,0.14044455,-0.14044455,0.00643186,-0.00643186,0.01896284,-0.01896284,0.77634420,-0.77634420
-5.47773887,1.56761222,-1.56761222,0.49449121,-0.49449121,0.62990010,-0.62990010,0.13139119,-0.13139119,0.00615422,-0.00615422,0.01779797,-0.01779797,0.75532240,-0.75532240
-5.47173587,1.51356619,-1.51356619,0.47082176,-0.47082176,0.61292318,-0.61292318,0.12266564,-0.12266564,0.00587097,-0.00587097,0.01663479,-0.01663479,0.73189681,-0.73189681
-5.46573287,1.45606226,-1.45606226,0.44663544,-0.44663544,0.59407460,-0.59407460,0.11432903,-0.11432903,0.00558452,-0.00558452,0.01549317,-0.01549317,0.70631923,-0.70631923
-5.45972986,1.39574163,-1.39574163,0.42214739,-0.42214739,0.57358478,-0.57358478,0.10643469,-0.10643469,0.00529741,-0.00529741,0.01439330,-0.01439330,0.67889834,-0.67889834
