energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.45372686,1.33332517,-1.33332517,0.39758517,-0.39758517,0.55172539,-0.55172539,0.09902923,-0.09902923,0.00501233,-0.00501233,0.01335539,-0.01335539,0.64999164,-0.64999164
-5.44772386,1.26959967,-1.26959967,0.37318318,-0.37318318,0.52880465,-0.52880465,0.09215381,-0.09215381,0.00473201,-0.00473201,0.01239934,-0.01239934,0.61999649,-0.61999649
-5.44172086,1.20540314,-1.20540314,0.34917729,-0.34917729,0.50516182,-0.50516182,0.08584540,-0.08584540,0.00445923,-0.00445923,0.01154450,-0.01154450,0.58934074,-0.58934074
-5.43571786,1.14160929,-1.14160929,0.32579996,-0.32579996,0.48116092,-0.48116092,0.08013801,-0.08013801,0.00419676,-0.00419676,0.01080942,-0.01080942,0.55847304,-0.55847304
-5.42971486,1.07911155,-1.07911155,0.30327588,-0.30327588,0.45718387,-0.45718387,0.07506380,-0.07506380,0.00394731,-0.00394731,0.01021168,-0.01021168,0.52785306,-0.52785306
-5.42371186,1.01880678,-1.01880678,0.28181806,-0.28181806,0.43362317,-0.43362317,0.07065383,-0.07065383,0.00371347,-0.00371347,0.00976774,-0.00976774,0.49794201,-0.49794201
-5.41770885,0.96157893,-0.96157893,0.26162465,-0.26162465,0.41087429,-0.41087429,0.06693859,-0.06693859,0.00349772,-0.00349772,0.00949275,-0.00949275,0.46919342,-0.46919343
-5.41170585,0.90828300,-0.90828300,0.24287618,-0.24287618,0.38932783,-0.38932784,0.06394802,-0.06394802,0.00330235,-0.00330235,0.00940045,-0.00940045,0.44204450,-0.44204450
-5.40570285,0.85972940,-0.85972940,0.22573349,-0.22573349,0.36936189,-0.36936189,0.06171125,-0.06171125,0.00312939,-0.00312939,0.00950297,-0.00950297,0.41690817,-0.41690817
-5.39969985,0.81666924,-0.81666925,0.21033610,-0.21033610,0.35133451,-0.35133451,0.06025592,-0.06025592,0.00298065,-0.00298065,0.00981068,-0.00981068,0.39416600,-0.39416600
-5.39369685,0.77978071,-0.77978071,0.19680124,-0.19680125,0.33557675,-0.33557675,0.05960705,-0.05960705,0.00285759,-0.00285759,0.01033197,-0.01033197,0.37416205,-0.37416205
-5.38769385,0.74965696,-0.74965697,0.18522332,-0.18522332,0.32238634,-0.32238634,0.05978574,-0.05978574,0.00276134,-0.00276134,0.01107298,-0.01107298,0.35719790,-0.35719790
-5.38169085,0.72679590,-0.72679591,0.17567393,-0.17567393,0.31202222,-0.31202222,0.06080754,-0.06080754,0.00269267,-0.00269267,0.01203734,-0.01203734,0.34352889,-0.34352889
-5.37568784,0.71159218,-0.71159218,0.16820248,-0.16820248,0.30470015,-0.30470015,0.06268069,-0.06268069,0.00265193,-0.00265193,0.01322583,-0.01322583,0.33336164,-0.33336165
-5.36968484,0.70433171,-0.70433171,0.16283719,-0.16283719,0.30058956,-0.30058956,0.06540434,-0.06540434,0.00263906,-0.00263906,0.01463606,-0.01463606,0.32685312,-0.32685312
-5.36368184,0.70518906,-0.70518906,0.15958673,-0.15958673,0.29981171,-0.29981171,0.06896684,-0.06896684,0.00265357,-0.00265357,0.01626216,-0.01626216,0.32411098,-0.32411098
-5.35767884,0.71422783,-0.71422783,0.15844231,-0.15844231,0.30243926,-0.30243926,0.07334415,-0.07334415,0.00269455,-0.00269455,0.01809444,-0.01809444,0.32519552,-0.32519553
-5.35167584,0.73140420,-0.73140420,0.15938021,-0.15938021,0.30849739,-0.30849739,0.07849861,-0.07849861,0.00276070,-0.00276070,0.02011918,-0.02011918,0.33012293,-0.33012293
-5.34567284,0.75657357,-0.75657357,0.16236474,-0.16236474,0.31796622,-0.31796622,0.08437806,-0.08437806,0.00285033,-0.00285033,0.02231842,-0.02231842,0.33886988,-0.33886988
-5.33966983,0.78950019,-0.78950019,0.16735148,-0.16735148,0.33078464,-0.33078464,0.09091542,-0.09091542,0.00296142,-0.00296142,0.02466991,-0.02466991,0.35137921,-0.35137921
-5.33366683,0.82986943,-0.82986943,0.17429074,-0.17429074,0.34685533,-0.34685533,0.09802888,-0.09802887,0.00309170,-0.00309170,0.02714720,-0.02714720,0.36756648,-0.36756648
-5.32766383,0.87730221,-0.87730220,0.18313100,-0.18313100,0.36605069,-0.36605069,0.10562257,-0.10562257,0.00323867,-0.00323867,0.02971982,-0.02971982,0.38732713,-0.38732713
-5.32166083,0.93137091,-0.93137090,0.19382228,-0.19382228,0.38821937,-0.38821937,0.11358801,-0.11358801,0.00339970,-0.00339970,0.03235369,-0.03235369,0.41054369,-0.41054369
-5.31565783,0.99161611,-0.99161610,0.20631912,-0.20631912,0.41319320,-0.41319319,0.12180598,-0.12180598,0.00357210,-0.00357210,0.03501164,-0.03501164,0.43709287,-0.43709286
-5.30965483,1.05756306,-1.05756305,0.22058294,-0.22058294,0.44079389,-0.44079389,0.13014907,-0.13014906,0.00375321,-0.00375321,0.03765420,-0.03765420,0.46685182,-0.46685182
-5.30365183,1.12873702,-1.12873702,0.23658372,-0.23658372,0.47083936,-0.47083936,0.13848465,-0.13848465,0.00394048,-0.00394048,0.04024036,-0.04024036,0.49970328,-0.49970328
-5.29764882,1.20467650,-1.20467650,0.25430059,-0.25430059,0.50314897,-0.50314896,0.14667832,-0.14667832,0.00413154,-0.00413154,0.04272867,-0.04272867,0.53553898,-0.53553898
-5.29164582,1.28494329,-1.28494328,0.27372126,-0.27372126,0.53754753,-0.53754753,0.15459745,-0.15459745,0.00432426,-0.00432426,0.04507824,-0.04507824,0.57426108,-0.57426108
-5.28564282,1.36912864,-1.36912863,0.29484023,-0.29484023,0.57386763,-0.57386762,0.16211501,-0.16211501,0.00451680,-0.00451680,0.04724988,-0.04724988,0.61578116,-0.61578116
-5.27963982,1.45685483,-1.45685483,0.31765549,-0.31765549,0.61194999,-0.61194999,0.16911325,-0.16911325,0.00470765,-0.00470765,0.04920725,-0.04920725,0.66001675,-0.66001675
-5.27363682,1.54777179,-1.54777179,0.34216408,-0.34216407,0.65164188,-0.65164188,0.17548719,-0.17548719,0.00489564,-0.00489564,0.05091789,-0.05091789,0.70688514,-0.70688513
-5.26763382,1.64154868,-1.64154868,0.36835620,-0.36835620,0.69279336,-0.69279336,0.18114783,-0.18114783,0.00507994,-0.00507994,0.05235422,-0.05235422,0.75629480,-0.75629480
-5.26163082,1.73786078,-1.73786078,0.39620856,-0.39620856,0.73525176,-0.73525176,0.18602477,-0.18602477,0.00526001,-0.00526001,0.05349431,-0.05349431,0.80813469,-0.80813468
-5.25562781,1.83637235,-1.83637234,0.42567683,-0.42567682,0.77885452,-0.77885452,0.19006837,-0.19006837,0.00543560,-0.00543560,0.05432254,-0.05432254,0.86226186,-0.86226186
-5.24962481,1.93671649,-1.93671648,0.45668793,-0.45668792,0.82342090,-0.82342090,0.19325113,-0.19325113,0.00560664,-0.00560664,0.05483001,-0.05483001,0.91848823,-0.91848822
-5.24362181,2.03847345,-2.03847345,0.48913247,-0.48913247,0.86874328,-0.86874328,0.19556843,-0.19556843,0.00577322,-0.00577322,0.05501467,-0.05501467,0.97656721,-0.97656720
-5.23761881,2.14114896,-2.14114895,0.52285795,-0.52285795,0.91457854,-0.91457854,0.19703861,-0.19703861,0.00593546,-0.00593546,0.05488124,-0.05488124,1.03618127,-1.03618126
-5.23161581,2.24415438,-2.24415437,0.55766312,-0.55766312,0.96064045,-0.96064045,0.19770228,-0.19770228,0.00609346,-0.00609346,0.05444093,-0.05444093,1.09693136,-1.09693135
-5.22561281,2.34679064,-2.34679064,0.59329431,-0.59329430,1.00659381,-1.00659381,0.19762110,-0.19762110,0.00624723,-0.00624723,0.05371087,-0.05371087,1.15832924,-1.15832924
-5.21960980,2.44823763,-2.44823762,0.62944389,-0.62944389,1.05205098,-1.05205098,0.19687611,-0.19687611,0.00639658,-0.00639658,0.05271340,-0.05271340,1.21979361,-1.21979361
-5.21360680,2.54755053,-2.54755053,0.66575150,-0.66575149,1.09657154,-1.09657154,0.19556554,-0.19556554,0.00654112,-0.00654112,0.05147516,-0.05147516,1.28065083,-1.28065083
-5.20760380,2.64366451,-2.64366451,0.70180813,-0.70180812,1.13966541,-1.13966541,0.19380248,-0.19380248,0.00668021,-0.00668021,0.05002616,-0.05002616,1.34014071,-1.34014071
-5.20160080,2.73540816,-2.73540816,0.73716328,-0.73716328,1.18079982,-1.18079982,0.19171232,-0.19171232,0.00681294,-0.00681294,0.04839872,-0.04839872,1.39742775,-1.39742775
-5.19559780,2.82152610,-2.82152610,0.77133506,-0.77133505,1.21941003,-1.21941003,0.18943019,-0.18943019,0.00693815,-0.00693815,0.04662646,-0.04662646,1.45161768,-1.45161768
-5.18959480,2.90071019,-2.90071018,0.80382291,-0.80382291,1.25491358,-1.25491358,0.18709843,-0.18709843,0.00705448,-0.00705448,0.04474329,-0.04474329,1.50177899,-1.50177899
-5.18359180,2.97163817,-2.97163817,0.83412268,-0.83412268,1.28672761,-1.28672761,0.18486407,-0.18486407,0.00716043,-0.00716043,0.04278251,-0.04278251,1.54696873,-1.54696873
-5.17758879,3.03301836,-3.03301835,0.86174323,-0.86174323,1.31428841,-1.31428841,0.18287657,-0.18287657,0.00725442,-0.00725442,0.04077604,-0.04077604,1.58626153,-1.58626153
-5.17158579,3.08363790,-3.08363789,0.88622394,-0.88622394,1.33707236,-1.33707236,0.18128556,-0.18128556,0.00733490,-0.00733490,0.03875375,-0.03875375,1.61878065,-1.61878065
-5.16558279,3.12241236,-3.12241236,0.90715226,-0.90715226,1.35461702,-1.35461702,0.18023865,-0.18023865,0.00740045,-0.00740045,0.03674298,-0.03674298,1.64372955,-1.64372955
