energy_ev,total_up,Al_p_up,Al_d_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up
-5.48374187,3.52983341,0.08032600,0.00000000,0.15822881,3.45442812,0.02698420,0.05071364
-5.47773887,3.71338342,0.08566415,0.00000000,0.16927274,3.63070497,0.02977711,0.05432408
-5.47173587,3.89416899,0.09117181,0.00000000,0.18033564,3.80404057,0.03269866,0.05794084
-5.46573287,4.07041285,0.09680341,0.00000000,0.19127898,3.97274604,0.03572369,0.06152274
-5.45972986,4.24050287,0.10251076,0.00000000,0.20196406,4.13530415,0.03882415,0.06502817
-5.45372686,4.40302575,0.10824379,0.00000000,0.21225548,4.29040055,0.04196980,0.06841599
-5.44772386,4.55679630,0.11395156,0.00000000,0.22202474,4.43695046,0.04512890,0.07164670
-5.44172086,4.70088150,0.11958332,0.00000000,0.23115396,4.57411962,0.04826909,0.07468343
-5.43571786,4.83461825,0.12508977,0.00000000,0.23953944,4.70133898,0.05135834,0.07749310
-5.42971486,4.95762412,0.13042437,0.00000000,0.24709508,4.81831218,0.05436596,0.08004742
-5.42371186,5.06980038,0.13554466,0.00000000,0.25375528,4.92501548,0.05726362,0.08232383
-5.41770885,5.17132698,0.14041361,0.00000000,0.25947737,5.02168987,0.06002634,0.08430629
-5.41170585,5.26264932,0.14500082,0.00000000,0.26424337,5.10882530,0.06263342,0.08598590
-5.40570285,5.34445697,0.14928356,0.00000000,0.26806096,5.18713733,0.06506920,0.08736129
-5.39969985,5.41765486,0.15324754,0.00000000,0.27096355,5.25753696,0.06732368,0.08843879
-5.39369685,5.48332775,0.15688743,0.00000000,0.27300954,5.32109432,0.06939292,0.08923235
-5.38769385,5.54269913,0.16020703,0.00000000,0.27428065,5.37899757,0.07127920,0.08976321
-5.38169085,5.59708603,0.16321898,0.00000000,0.27487942,5.43250843,0.07299091,0.09005928
-5.37568784,5.64785125,0.16594420,0.00000000,0.27492593,5.48291597,0.07454216,0.09015441
-5.36968484,5.69635504,0.16841089,0.00000000,0.27455397,5.53149044,0.07595216,0.09008734
-5.36368184,5.74390795,0.17065323,0.00000000,0.27390667,5.57943893,0.07724436,0.08990056
-5.35767884,5.79172689,0.17270978,0.00000000,0.27313183,5.62786468,0.07844538,0.08963908
-5.35167584,5.84089604,0.17462174,0.00000000,0.27237727,5.67773167,0.07958382,0.08934911
-5.34567284,5.89233430,0.17643110,0.00000000,0.27178609,5.72983587,0.08068898,0.08907671
-5.33966983,5.94677045,0.17817881,0.00000000,0.27149246,5.78478429,0.08178960,0.08886653
-5.33366683,6.00472702,0.17990309,0.00000000,0.27161765,5.84298256,0.08291261,0.08876060
-5.32766383,6.06651331,0.18163791,0.00000000,0.27226685,5.90463144,0.08408205,0.08879726
-5.32166083,6.13222754,0.18341188,0.00000000,0.27352662,5.96973198,0.08531818,0.08901020
-5.31565783,6.20176775,0.18524739,0.00000000,0.27546320,6.03809899,0.08663682,0.08942772
-5.30965483,6.27485058,0.18716036,0.00000000,0.27812161,6.10938172,0.08804896,0.09007218
-5.30365183,6.35103668,0.18916020,0.00000000,0.28152558,6.18309057,0.08956066,0.09095955
-5.29764882,6.42976108,0.19125039,0.00000000,0.28567822,6.25862814,0.09117327,0.09209929
-5.29164582,6.51036698,0.19342930,0.00000000,0.29056337,6.33532298,0.09288386,0.09349426
-5.28564282,6.59214075,0.19569134,0.00000000,0.29614742,6.41246418,0.09468589,0.09514088
-5.27963982,6.67434660,0.19802832,0.00000000,0.30238155,6.48933489,0.09657005,0.09702938
-5.27363682,6.75625886,0.20043085,0.00000000,0.30920416,6.56524332,0.09852520,0.09914418
-5.26763382,6.83719051,0.20288970,0.00000000,0.31654334,6.63954958,0.10053929,0.10146440
-5.26163082,6.91651665,0.20539705,0.00000000,0.32431928,6.71168731,0.10260028,0.10396435
-5.25562781,6.99369205,0.20794735,0.00000000,0.33244640,6.78117933,0.10469687,0.10661422
-5.24962481,7.06826222,0.21053795,0.00000000,0.34083523,6.84764691,0.10681909,0.10938071
-5.24362181,7.13986805,0.21316922,0.00000000,0.34939387,6.91081262,0.10895865,0.11222772
-5.23761881,7.20824423,0.21584429,0.00000000,0.35802910,6.97049709,0.11110903,0.11511717
-5.23161581,7.27321211,0.21856831,0.00000000,0.36664705,7.02661046,0.11326529,0.11800973
-5.22561281,7.33466797,0.22134735,0.00000000,0.37515369,7.07913928,0.11542370,0.12086565
-5.21960980,7.39256763,0.22418699,0.00000000,0.38345497,7.12812999,0.11758112,0.12364563
-5.21360680,7.44690878,0.22709071,0.00000000,0.39145696,7.17367010,0.11973420,0.12631165
-5.20760380,7.49771201,0.23005820,0.00000000,0.39906590,7.21586822,0.12187862,0.12882789
-5.20160080,7.54500174,0.23308372,0.00000000,0.40618847,7.25483396,0.12400818,0.13116156
-5.19559780,7.58878806,0.23615466,0.00000000,0.41273225,7.29065859,0.12611407,0.13328376
-5.18959480,7.62905006,0.23925041,0.00000000,0.41860647,7.32339734,0.12818424,0.13517030
-5.18359180,7.66572141,0.24234165,0.00000000,0.42372323,7.35305365,0.13020299,0.13680237
-5.17758879,7.69867845,0.24539009,0.00000000,0.42799901,7.37956606,0.13215078,0.13816715
-5.17158579,7.72773108,0.24834882,0.00000000,0.43135656,7.40279764,0.13400440,0.13925830
-5.16558279,7.75261633,0.25116313,0.00000000,0.43372717,7.42252840,0.13573739,0.14007619
-5.15957979,7.77299489,0.25377187,0.00000000,0.43505308,7.43845046,0.13732072,0.14062801
-5.15357679,7.78845025,0.25610923,0.00000000,0.43528998,7.45016618,0.13872376,0.14092764
-5.14757379,7.79849065,0.25810692,0.00000000,0.43440952,7.45718930,0.13991548,0.14099532
-5.14157079,7.80255375,0.25969649,0.00000000,0.43240153,7.45894906,0.14086569,0.14085704
-5.13556778,7.80001417,0.26081189,0.00000000,0.42927595,7.45479763,0.14154646,0.14054379
-5.12956478,7.79019392,0.26139190,0.00000000,0.42506425,7.44402090,0.14193348,0.14009065
-5.12356178,7.77237604,0.26138245,0.00000000,0.41982024,7.42585283,0.14200727,0.13953566
-5.11755878,7.74582147,0.26073867,0.00000000,0.41362013,7.39949357,0.14175438,0.13891863
-5.11155578,7.70978914,0.25942661,0.00000000,0.40656194,7.36413130,0.14116822,0.13827997
-5.10555278,7.66355936,0.25742448,0.00000000,0.39876401,7.31896758,0.14024967,0.13765937
-5.09954977,7.60645992,0.25472344,0.00000000,0.39036284,7.26324589,0.13900745,0.13709466
-5.09354677,7.53789452,0.25132791,0.00000000,0.38151013,7.19628270,0.13745804,0.13662070
-5.08754377,7.45737247,0.24725540,0.00000000,0.37236923,7.11749986,0.13562537,0.13626836
-5.08154077,7.36453863,0.24253583,0.00000000,0.36311107,7.02645735,0.13354014,0.13606376
-5.07553777,7.25920197,0.23721056,0.00000000,0.35390965,6.92288459,0.13123892,0.13602754
-5.06953477,7.14136133,0.23133099,0.00000000,0.34493727,6.80670867,0.12876287,0.13617439
-5.06353177,7.01122655,0.22495693,0.00000000,0.33635967,6.67807786,0.12615645,0.13651274
-5.05752876,6.86923327,0.21815481,0.00000000,0.32833123,6.53737840,0.12346580,0.13704454
-5.05152576,6.71605011,0.21099580,0.00000000,0.32099035,6.38524321,0.12073716,0.13776530
-5.04552276,6.55257672,0.20355382,0.00000000,0.31445521,6.22255131,0.11801525,0.13866411
-5.03951976,6.37993227,0.19590363,0.00000000,0.30882008,6.05041693,0.11534165,0.13972391
-5.03351676,6.19943395,0.18811909,0.00000000,0.30415227,5.87016844,0.11275339,0.14092175
-5.02751376,6.01256589,0.18027141,0.00000000,0.30048984,5.68331702,0.11028157,0.14222918
-5.02151076,5.82093958,0.17242771,0.00000000,0.29784034,5.49151650,0.10795036,0.14361278
-5.01550775,5.62624729,0.16464976,0.00000000,0.29618043,5.29651559,0.10577615,0.14503468
-5.00950475,5.43021060,0.15699293,0.00000000,0.29545662,5.10010487,0.10376704,0.14645331
-5.00350175,5.23452668,0.14950546,0.00000000,0.29558720,4.90406085,0.10192270,0.14782416
-4.99749875,5.04081488,0.14222793,0.00000000,0.29646515,4.71009013,0.10023451,0.14910082
-4.99149575,4.85056672,0.13519310,0.00000000,0.29796229,4.51977626,0.09868612,0.15023603
-4.98549275,4.66510179,0.12842595,0.00000000,0.29993431,4.33453226,0.09725424,0.15118298
-4.97948974,4.48553216,0.12194402,0.00000000,0.30222676,4.15556127,0.09590985,0.15189676
-4.97348674,4.31273714,0.11575801,0.00000000,0.30468171,3.98382729,0.09461953,0.15233595
-4.96748374,4.14734993,0.10987257,0.00000000,0.30714497,3.82003759,0.09334715,0.15246426
-4.96148074,3.98975671,0.10428735,0.00000000,0.30947350,3.66463757,0.09205552,0.15225230
-4.95547774,3.84010822,0.09899813,0.00000000,0.31154286,3.51781824,0.09070826,0.15167934
-4.94947474,3.69834299,0.09399813,0.00000000,0.31325433,3.37953553,0.08927149,0.15073494
-4.94347174,3.56422098,0.08927935,0.00000000,0.31454145,3.24954047,0.08771553,0.14942053
-4.93746873,3.43736533,0.08483392,0.00000000,0.31537571,3.12741808,0.08601640,0.14775065
-4.93146573,3.31731012,0.08065540,0.00000000,0.31577109,3.01263295,0.08415696,0.14575402
-4.92546273,3.20355121,0.07673999,0.00000000,0.31578727,2.90457879,0.08212785,0.14347413
-4.91945973,3.09559747,0.07308756,0.00000000,0.31553141,2.80262928,0.07992803,0.14096944
-4.91345673,2.99301960,0.06970256,0.00000000,0.31515824,2.70618752,0.07756491,0.13831320
-4.90745373,2.89549408,0.06659457,0.00000000,0.31486862,2.61473165,0.07505413,0.13559267
-4.90145073,2.80284004,0.06377876,0.00000000,0.31490642,2.52785439,0.07241892,0.13290801
-4.89544772,2.71504735,0.06127595,0.00000000,0.31555396,2.44529469,0.06968915,0.13037063
-4.88944472,2.63229476,0.05911246,0.00000000,0.31712599,2.36696030,0.06690005,0.12810120
-4.88344172,2.55495739,0.05731966,0.00000000,0.31996256,2.29294041,0.06409076,0.12622734
-4.87743872,2.48360345,0.05593334,0.00000000,0.32442086,2.22350815,0.06130269,0.12488099
-4.87143572,2.41898064,0.05499273,0.00000000,0.33086630,2.15911307,0.05857778,0.12419563
-4.86543272,2.36199288,0.05453943,0.00000000,0.33966308,2.10036439,0.05595682,0.12430337
-4.85942971,2.31366864,0.05461605,0.00000000,0.35116448,2.04800596,0.05347788,0.12533194
-4.85342671,2.27512207,0.05526480,0.00000000,0.36570293,2.00288413,0.05117480,0.12740175
-4.84742371,2.24750872,0.05652593,0.00000000,0.38358031,1.96591014,0.04907601,0.13062288
-4.84142071,2.23197719,0.05843603,0.00000000,0.40505825,1.93801840,0.04720358,0.13509224
-4.83541771,2.22961847,0.06102637,0.00000000,0.43034902,1.92012232,0.04557252,0.14089080
-4.82941471,2.24141462,0.06432115,0.00000000,0.45960663,1.91306924,0.04419047,0.14808086
-4.82341171,2.26818806,0.06833586,0.00000000,0.49291869,1.91759585,0.04305765,0.15670356
-4.81740870,2.31055317,0.07307555,0.00000000,0.53029888,1.93428553,0.04216714,0.16677649
-4.81140570,2.36887141,0.07853339,0.00000000,0.57168023,1.96352883,0.04150532,0.17829143
-4.80540270,2.44321120,0.08468925,0.00000000,0.61690946,2.00548827,0.04105272,0.19121243
-4.79939970,2.53331405,0.09150854,0.00000000,0.66574246,2.06006854,0.04078483,0.20547412
-4.79339670,2.63856775,0.09894134,0.00000000,0.71784133,2.12689305,0.04067320,0.22098038
-4.78739370,2.75798828,0.10692183,0.00000000,0.77277307,2.20528777,0.04068653,0.23760354
-4.78139070,2.89021104,0.11536814,0.00000000,0.83001036,2.29427323,0.04079177,0.25518419
-4.77538769,3.03349283,0.12418266,0.00000000,0.88893467,2.39256519,0.04095526,0.27353161
-4.76938469,3.18572523,0.13325281,0.00000000,0.94884204,2.49858485,0.04114375,0.29242520
-4.76338169,3.34445995,0.14245246,0.00000000,1.00895166,2.61047875,0.04132531,0.31161674
-4.75737869,3.50694676,0.15164378,0.00000000,1.06841756,2.72614855,0.04147017,0.33083374
-4.75137569,3.67018357,0.16067975,0.00000000,1.12634325,2.84329061,0.04155138,0.34978384
-4.74537269,3.83097837,0.16940712,0.00000000,1.18179931,2.95944470,0.04154535,0.36816034
-4.73936968,3.98602177,0.17766992,0.00000000,1.23384369,3.07205106,0.04143222,0.38564862
-4.73336668,4.13196850,0.18531327,0.00000000,1.28154412,3.17851426,0.04119610,0.40193359
-4.72736368,4.26552571,0.19218748,0.00000000,1.32400217,3.27627228,0.04082522,0.41670766
-4.72136068,4.38354503,0.19815224,0.00000000,1.36037808,3.36286847,0.04031187,0.42967929
-4.71535768,4.48311542,0.20308081,0.00000000,1.38991550,3.43602390,0.03965236,0.44058155
-4.70935468,4.56165306,0.20686394,0.00000000,1.41196514,3.49370745,0.03884680,0.44918052
-4.70335168,4.61698475,0.20941346,0.00000000,1.42600628,3.53420073,0.03789890,0.45528309
-4.69734867,4.64742099,0.21066526,0.00000000,1.43166519,3.55615499,0.03681560,0.45874386
-4.69134567,4.65181561,0.21058164,0.00000000,1.42872955,3.55863759,0.03560682,0.45947073
-4.68534267,4.62960876,0.20915279,0.00000000,1.41715802,3.54116567,0.03428503,0.45742895
-4.67933967,4.58085140,0.20639745,0.00000000,1.39708455,3.50372534,0.03286490,0.45264340
-4.67333667,4.50620945,0.20236260,0.00000000,1.36881696,3.44677532,0.03136293,0.44519893
-4.66733367,4.40694747,0.19712226,0.00000000,1.33282984,3.37123471,0.02979703,0.43523873
-4.66133067,4.28489219,0.19077540,0.00000000,1.28975196,3.27845510,0.02818613,0.42296079
-4.65532766,4.14237727,0.18344312,0.00000000,1.24034870,3.17017826,0.02654982,0.40861254
-4.64932466,3.98217183,0.17526515,0.00000000,1.18550024,3.04848121,0.02490801,0.39248398
-4.64332166,3.80739566,0.16639590,0.00000000,1.12617639,2.91571088,0.02328052,0.37489945
-4.63731866,3.62142481,0.15700014,0.00000000,1.06340929,2.77441141,0.02168679,0.35620867
-4.63131566,3.42779172,0.14724867,0.00000000,0.99826497,2.62724706,0.02014563,0.33677703
-4.62531266,3.23008382,0.13731393,0.00000000,0.93181504,2.47692391,0.01867487,0.31697599
-4.61930965,3.03184484,0.12736588,0.00000000,0.86510965,2.32611361,0.01729118,0.29717354
-4.61330665,2.83648244,0.11756827,0.00000000,0.79915262,2.17738197,0.01600989,0.27772542
-4.60730365,2.64718534,0.10807532,0.00000000,0.73487965,2.03312498,0.01484480,0.25896712
-4.60130065,2.46685257,0.09902903,0.00000000,0.67314016,1.89551415,0.01380808,0.24120707
-4.59529765,2.29803654,0.09055698,0.00000000,0.61468326,1.76645269,0.01291016,0.22472106
-4.58929465,2.14290087,0.08277086,0.00000000,0.56014793,1.64754323,0.01215972,0.20974807
-4.58329165,2.00319328,0.07576543,0.00000000,0.51005728,1.54006742,0.01156358,0.19648731
-4.57728864,1.88023286,0.06961807,0.00000000,0.46481680,1.44497680,0.01112677,0.18509666
-4.57128564,1.77491062,0.06438877,0.00000000,0.42471603,1.36289430,0.01085246,0.17569221
-4.56528264,1.68770167,0.06012037,0.00000000,0.38993316,1.29412491,0.01074196,0.16834870
-4.55927964,1.61868707,0.05683916,0.00000000,0.36054191,1.23867425,0.01079478,0.16310090
-4.55327664,1.56758314,0.05455556,0.00000000,0.33652006,1.19627296,0.01100853,0.15994547
-4.54727364,1.53377620,0.05326490,0.00000000,0.31775905,1.16640568,0.01137900,0.15884332
-4.54127064,1.51636062,0.05294819,0.00000000,0.30407398,1.14834256,0.01190009,0.15972217
-4.53526763,1.51417848,0.05357294,0.00000000,0.29521366,1.14117216,0.01256382,0.16247932
-4.52926463,1.52585938,0.05509386,0.00000000,0.29087029,1.14383424,0.01336031,0.16698440
-4.52326163,1.54985929,0.05745355,0.00000000,0.29068853,1.15515177,0.01427782,0.17308218
-4.51725863,1.58449788,0.06058325,0.00000000,0.29427390,1.17386125,0.01530277,0.18059538
-4.51125563,1.62799386,0.06440354,0.00000000,0.30120043,1.19864110,0.01641984,0.18932749
-4.50525263,1.67849847,0.06882522,0.00000000,0.31101773,1.22813801,0.01761207,0.19906569
-4.49924962,1.73412720,0.07375034,0.00000000,0.32325765,1.26099118,0.01886112,0.20958397
-4.49324662,1.79299026,0.07907347,0.00000000,0.33744061,1.29585484,0.02014751,0.22064638
-4.48724362,1.85322213,0.08468322,0.00000000,0.35308199,1.33141922,0.02145095,0.23201064
-4.48124062,1.91301059,0.09046417,0.00000000,0.36969864,1.36643036,0.02275082,0.24343208
-4.47523762,1.97062559,0.09629906,0.00000000,0.38681569,1.39970885,0.02402665,0.25466783
-4.46923462,2.02444788,0.10207132,0.00000000,0.40397381,1.43016791,0.02525870,0.26548138
-4.46323162,2.07299749,0.10766796,0.00000000,0.42073681,1.45683058,0.02642861,0.27564731
-4.45722861,2.11496141,0.11298260,0.00000000,0.43669965,1.47884602,0.02752004,0.28495623
-4.45122561,2.14922015,0.11791870,0.00000000,0.45149649,1.49550461,0.02851934,0.29321954
-4.44522261,2.17487209,0.12239275,0.00000000,0.46480878,1.50625146,0.02941627,0.30027418
-4.43921961,2.19125486,0.12633736,0.00000000,0.47637286,1.51069779,0.03020455,0.30598682
-4.43321661,2.19796263,0.12970409,0.00000000,0.48598693,1.50862958,0.03088243,0.31025762
-4.42721361,2.19485821,0.13246588,0.00000000,0.49351679,1.50001291,0.03145310,0.31302313
-4.42121061,2.18207912,0.13461888,0.00000000,0.49890027,1.48499556,0.03192503,0.31425835
-4.41520760,2.16003676,0.13618361,0.00000000,0.50214972,1.46390411,0.03231206,0.31397763
-4.40920460,2.12940801,0.13720535,0.00000000,0.50335259,1.43723661,0.03263336,0.31223449
-4.40320160,2.09111921,0.13775361,0.00000000,0.50266960,1.40565027,0.03291320,0.30912024
-4.39719860,2.04632220,0.13792077,0.00000000,0.50033059,1.36994449,0.03318049,0.30476138
-4.39119560,1.99636304,0.13781964,0.00000000,0.49662800,1.33103935,0.03346810,0.29931583
-4.38519260,1.94274395,0.13758031,0.00000000,0.49190799,1.28994998,0.03381204,0.29296816
-4.37918959,1.88707953,0.13734602,0.00000000,0.48655944,1.24775756,0.03425037,0.28592396
-4.37318659,1.83104833,0.13726841,0.00000000,0.48100116,1.20557764,0.03482197,0.27840342
-4.36718359,1.77634157,0.13750213,0.00000000,0.47566764,1.16452677,0.03556523,0.27063446
-4.36118059,1.72461033,0.13819915,0.00000000,0.47099379,1.12568851,0.03651659,0.26284566
-4.35517759,1.67741309,0.13950272,0.00000000,0.46739925,1.09007995,0.03770899,0.25525909
-4.34917459,1.63616549,0.14154154,0.00000000,0.46527273,1.05861971,0.03917042,0.24808344
-4.34317159,1.60209382,0.14442398,0.00000000,0.46495707,1.03209871,0.04092242,0.24150758
-4.33716858,1.57619416,0.14823295,0.00000000,0.46673548,1.01115465,0.04297877,0.23569487
-4.33116558,1.55919847,0.15302134,0.00000000,0.47081961,0.99625107,0.04534429,0.23077829
-4.32516258,1.55154908,0.15880843,0.00000000,0.47733992,0.98766200,0.04801390,0.22685671
-4.31915958,1.55338260,0.16557739,0.00000000,0.48633874,0.98546250,0.05097199,0.22399228
-4.31315658,1.56452387,0.17327402,0.00000000,0.49776647,0.98952593,0.05419202,0.22220917
-4.30715358,1.58449068,0.18180676,0.00000000,0.51148107,0.99952780,0.05763663,0.22149357
