energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.88594297,3.00388820,0.00079910,0.45221495,0.47045910,1.33071349,1.02866056,0.65387592,0.01867505,0.60823819
-5.87993997,3.04124950,0.00080775,0.47038100,0.47560621,1.33347690,1.06053748,0.67182889,0.01984235,0.60128920
-5.87393697,3.07360356,0.00081212,0.48710381,0.47940420,1.33621389,1.08847076,0.68797836,0.02103340,0.59389178
-5.86793397,3.10134649,0.00081224,0.50226485,0.48190545,1.33929636,1.11228853,0.70227834,0.02224636,0.58636267
-5.86193097,3.12499883,0.00080831,0.51578259,0.48320478,1.34309535,1.13191827,0.71472844,0.02347945,0.57902627
-5.85592796,3.14518367,0.00080067,0.52761340,0.48343603,1.34796827,1.14738777,0.72537097,0.02473084,0.57220458
-5.84992496,3.16259981,0.00078980,0.53775102,0.48276716,1.35424540,1.15882271,0.73428649,0.02599837,0.56620680
-5.84392196,3.17799094,0.00077627,0.54622480,0.48139386,1.36221612,1.16644072,0.74158820,0.02727936,0.56131884
-5.83791896,3.19211232,0.00076078,0.55309682,0.47953217,1.37211568,1.17054235,0.74741530,0.02857039,0.55779326
-5.83191596,3.20569649,0.00074411,0.55845795,0.47741011,1.38411294,1.17149932,0.75192574,0.02986714,0.55583999
-5.82591296,3.21941963,0.00072711,0.56242316,0.47525886,1.39830003,1.16974051,0.75528866,0.03116422,0.55561824
-5.81990995,3.23387031,0.00071065,0.56512638,0.47330374,1.41468421,1.16573648,0.75767697,0.03245507,0.55722986
-5.81390695,3.24952214,0.00069568,0.56671490,0.47175552,1.43318272,1.15998304,0.75926027,0.03373191,0.56071473
-5.80790395,3.26671168,0.00068312,0.56734394,0.47080238,1.45362081,1.15298480,0.76019858,0.03498583,0.56604806
-5.80190095,3.28562284,0.00067391,0.56717130,0.47060292,1.47573330,1.14523914,0.76063700,0.03620687,0.57314010
-5.79589795,3.30627830,0.00066896,0.56635250,0.47128058,1.49916964,1.13722150,0.76070165,0.03738421,0.58183816
-5.78989495,3.32853869,0.00066918,0.56503651,0.47291970,1.52350246,1.12937236,0.76049689,0.03850647,0.59193088
-5.78389195,3.35210916,0.00067542,0.56336224,0.47556340,1.54823929,1.12208642,0.76010384,0.03956203,0.60315480
-5.77788894,3.37655325,0.00068851,0.56145576,0.47921342,1.57283694,1.11570426,0.75958039,0.04053946,0.61520280
-5.77188594,3.40131316,0.00070923,0.55942845,0.48383179,1.59671817,1.11050673,0.75896231,0.04142793,0.62773428
-5.76588294,3.42573546,0.00073830,0.55737592,0.48934431,1.61928979,1.10671190,0.75826557,0.04221768,0.64038656
-5.75987994,3.44910090,0.00077639,0.55537770,0.49564557,1.63996169,1.10447480,0.75748942,0.04290051,0.65278711
-5.75387694,3.47065691,0.00082413,0.55349761,0.50260524,1.65816583,1.10388936,0.75662022,0.04347018,0.66456613
-5.74787394,3.48965127,0.00088204,0.55178475,0.51007519,1.67337475,1.10499265,0.75563567,0.04392280,0.67536895
-5.74187094,3.50536547,0.00095060,0.55027490,0.51789716,1.68511865,1.10777075,0.75450913,0.04425716,0.68486773
-5.73586793,3.51714620,0.00103017,0.54899227,0.52591049,1.69300069,1.11216604,0.75321398,0.04447496,0.69277210
-5.72986493,3.52443390,0.00112102,0.54795148,0.53395944,1.69670983,1.11808553,0.75172758,0.04458091,0.69883812
-5.72386193,3.52678714,0.00122326,0.54715970,0.54189988,1.69603097,1.12540973,0.75003491,0.04458274,0.70287545
-5.71785893,3.52390204,0.00133689,0.54661873,0.54960489,1.69085211,1.13400178,0.74813156,0.04449106,0.70475230
-5.71185593,3.51562635,0.00146170,0.54632714,0.55696907,1.68116833,1.14371665,0.74602617,0.04431913,0.70439804
-5.70585293,3.50196768,0.00159732,0.54628234,0.56391146,1.66708271,1.15441001,0.74374205,0.04408246,0.70180353
-5.69984992,3.48309613,0.00174313,0.54648244,0.57037683,1.64880421,1.16594671,0.74131833,0.04379838,0.69701900
-5.69384692,3.45934147,0.00189829,0.54692810,0.57633564,1.62664281,1.17820875,0.73881031,0.04348540,0.69014991
-5.68784392,3.43118543,0.00206173,0.54762421,0.58178245,1.60100209,1.19110270,0.73628942,0.04316266,0.68135084
-5.68184092,3.39924971,0.00223211,0.54858145,0.58673326,1.57236966,1.20456652,0.73384265,0.04284921,0.67081785
-5.67583792,3.36428054,0.00240785,0.54981776,0.59122185,1.54130583,1.21857585,0.73157167,0.04256334,0.65877961
-5.66983492,3.32713063,0.00258714,0.55135975,0.59529552,1.50843086,1.23314971,0.72959184,0.04232192,0.64548788
-5.66383192,3.28873934,0.00276796,0.55324390,0.59901040,1.47441135,1.24835575,0.72803090,0.04213980,0.63120761
-5.65782891,3.25011205,0.00294815,0.55551774,0.60242686,1.43994588,1.26431482,0.72702787,0.04202926,0.61620720
-5.65182591,3.21229923,0.00312541,0.55824089,0.60560512,1.40575064,1.28120490,0.72673182,0.04199959,0.60074937
-5.64582291,3.17637613,0.00329739,0.56148586,0.60860145,1.37254500,1.29926427,0.72730079,0.04205676,0.58508284
-5.63981991,3.14342331,0.00346177,0.56533860,0.61146506,1.34103767,1.31879356,0.72890073,0.04220327,0.56943528
-5.63381691,3.11450851,0.00361630,0.56989879,0.61423597,1.31191341,1.34015641,0.73170444,0.04243809,0.55400766
-5.62781391,3.09066999,0.00375892,0.57527963,0.61694378,1.28582074,1.36377851,0.73589049,0.04275675,0.53897014
-5.62181091,3.07290121,0.00388780,0.58160712,0.61960752,1.26336063,1.39014441,0.74164183,0.04315161,0.52445961
-5.61580790,3.06213687,0.00400142,0.58901865,0.62223632,1.24507651,1.41979178,0.74914417,0.04361219,0.51057877
-5.60980490,3.05924002,0.00409865,0.59766090,0.62483106,1.23144552,1.45330272,0.75858376,0.04412561,0.49739669
-5.60380190,3.06498982,0.00417876,0.60768678,0.62738655,1.22287125,1.49129168,0.77014451,0.04467718,0.48495067
-5.59779890,3.08006981,0.00424152,0.61925153,0.62989428,1.21967803,1.53438979,0.78400436,0.04525090,0.47324923
-5.59179590,3.10505619,0.00428712,0.63250770,0.63234540,1.22210678,1.58322546,0.80033053,0.04583013,0.46227587
-5.58579290,3.14040610,0.00431626,0.64759933,0.63473382,1.23031252,1.63840135,0.81927393,0.04639816,0.45199343
-5.57978989,3.18644564,0.00433004,0.66465505,0.63705908,1.24436374,1.70046800,0.84096242,0.04693875,0.44234872
-5.57378689,3.24335783,0.00433000,0.68378050,0.63932894,1.26424342,1.76989471,0.86549318,0.04743665,0.43327725
-5.56778389,3.31117067,0.00431795,0.70505019,0.64156153,1.28985205,1.84703849,0.89292424,0.04787799,0.42470765
-5.56178089,3.38974582,0.00429599,0.72849896,0.64378691,1.32101242,1.93211212,0.92326557,0.04825064,0.41656579
-5.55577789,3.47876857,0.00426634,0.75411362,0.64604795,1.35747638,2.02515281,0.95646998,0.04854437,0.40877829
-5.54977489,3.57773971,0.00423130,0.78182500,0.64840066,1.39893329,2.12599284,0.99242432,0.04875097,0.40127545
-5.54377189,3.68597044,0.00419309,0.81150086,0.65091377,1.44502021,2.23423388,1.03094155,0.04886427,0.39399338
-5.53776888,3.80258093,0.00415380,0.84294029,0.65366785,1.49533348,2.34922675,1.07175415,0.04888006,0.38687551
-5.53176588,3.92650367,0.00411529,0.87586989,0.65675385,1.54944148,2.47005824,1.11450955,0.04879586,0.37987344
-5.52576288,4.05649218,0.00407909,0.90994229,0.66027128,1.60689809,2.59554644,1.15876808,0.04861079,0.37294713
-5.51975988,4.19113571,0.00404637,0.94473730,0.66432610,1.66725636,2.72424583,1.20400397,0.04832523,0.36606463
-5.51375688,4.32888008,0.00401788,0.97976599,0.66902831,1.73008191,2.85446303,1.24960972,0.04794060,0.35920151
-5.50775388,4.46805468,0.00399394,1.01447790,0.67448948,1.79496528,2.98428349,1.29490416,0.04745911,0.35233999
-5.50175088,4.60690510,0.00397446,1.04827132,0.68082016,1.86153266,3.11160906,1.33914423,0.04688347,0.34546792
-5.49574787,4.74363060,0.00395894,1.08050646,0.68812720,1.92945438,3.23420570,1.38154032,0.04621676,0.33857787
-5.48974487,4.87642514,0.00394653,1.11052125,0.69651110,1.99845052,3.34976005,1.42127493,0.04546230,0.33166621
-5.48374187,5.00352059,0.00393608,1.13764929,0.70606321,2.06829320,3.45594302,1.45752399,0.04462352,0.32473243
-5.47773887,5.12323034,0.00392626,1.16123929,0.71686299,2.13880531,3.55047815,1.48948017,0.04370402,0.31777863
-5.47173587,5.23399148,0.00391558,1.18067514,0.72897522,2.20985551,3.63121205,1.51637730,0.04270755,0.31080924
-5.46573287,5.33440380,0.00390253,1.19539607,0.74244710,2.28134976,3.69618391,1.53751493,0.04163812,0.30383102
-5.45972986,5.42326384,0.00388565,1.20491573,0.75730554,2.35321972,3.74369136,1.55228182,0.04050013,0.29685319
-5.45372686,5.49959266,0.00386360,1.20883952,0.77355451,2.42540871,3.77234944,1.56017755,0.03929845,0.28988776
-5.44772386,5.56265623,0.00383525,1.20687929,0.79117268,2.49785624,3.78114024,1.56083095,0.03803857,0.28294991
-5.44172086,5.61197775,0.00379974,1.19886473,0.81011164,2.57048210,3.76945087,1.55401477,0.03672669,0.27605847
-5.43571786,5.64734191,0.00375651,1.18475102,0.83029468,2.64317134,3.73709799,1.53965569,0.03536980,0.26923632
-5.42971486,5.66879115,0.00370536,1.16462211,0.85161666,2.71576141,3.68433782,1.51783919,0.03397568,0.26251070
-5.42371186,5.67661508,0.00364644,1.13868973,0.87394506,2.78803272,3.61186124,1.48880917,0.03255293,0.25591349
-5.41770885,5.67133378,0.00358024,1.10728808,0.89712247,2.85970368,3.52077419,1.45296221,0.03111082,0.24948116
-5.41170585,5.65367682,0.00350760,1.07086437,0.92097081,2.93043112,3.41256448,1.41083679,0.02965921,0.24325472
-5.40570285,5.62455924,0.00342966,1.02996575,0.94529727,2.99981664,3.28905651,1.36309800,0.02820836,0.23727941
-5.39969985,5.58505630,0.00334783,0.98522321,0.96990208,3.06741898,3.15235610,1.31051842,0.02676876,0.23160417
-5.39369685,5.53637831,0.00326374,0.93733316,0.99458800,3.13277210,3.00478790,1.25395606,0.02535085,0.22628107
-5.38769385,5.47984685,0.00317919,0.88703746,1.01917124,3.19540830,2.84882825,1.19433033,0.02396484,0.22136456
-5.38169085,5.41687313,0.00309608,0.83510282,1.04349344,3.25488512,2.68703616,1.13259711,0.02262047,0.21691063
-5.37568784,5.34893897,0.00301638,0.78230037,1.06743418,3.31081446,2.52198536,1.06972376,0.02132678,0.21297597
-5.36968484,5.27758047,0.00294204,0.72938613,1.09092337,3.36289213,2.35619976,1.00666529,0.02009200,0.20961706
-5.36368184,5.20437381,0.00287497,0.67708313,1.11395279,3.41092576,2.19209476,0.94434218,0.01892333,0.20688932
-5.35767884,5.13092251,0.00281699,0.62606572,1.13658580,3.45485902,2.03192591,0.88362082,0.01782692,0.20484628
-5.35167584,5.05884502,0.00276976,0.57694644,1.15896473,3.49479018,1.87774642,0.82529685,0.01680782,0.20353879
-5.34567284,4.98976153,0.00273475,0.53026579,1.18131476,3.53098321,1.73137409,0.77008185,0.01586992,0.20301430
-5.33966983,4.92527867,0.00271324,0.48648497,1.20394404,3.56387017,1.59436800,0.71859343,0.01501610,0.20331617
-5.33366683,4.86697109,0.00270622,0.44598154,1.22723911,3.59404389,1.46801467,0.67134868,0.01424820,0.20448307
-5.32766383,4.81635909,0.00271443,0.40904786,1.25165570,3.62224058,1.35332307,0.62876089,0.01356720,0.20654833
-5.32166083,4.77488181,0.00273826,0.37589207,1.27770450,3.64931274,1.25102751,0.59113905,0.01297332,0.20953938
-5.31565783,4.74386600,0.00277780,0.34664119,1.30593234,3.67619311,1.16159722,0.55868993,0.01246612,0.21347714
-5.30965483,4.72449088,0.00283279,0.32134602,1.33689906,3.70385129,1.08525128,0.53152219,0.01204465,0.21837540
-5.30365183,4.71775019,0.00290261,0.29998737,1.37115104,3.73324476,1.02197758,0.50965208,0.01170756,0.22424024
-5.29764882,4.72441272,0.00298625,0.28248319,1.40919215,3.76526693,0.97155445,0.49301036,0.01145319,0.23106936
-5.29164582,4.74498348,0.00308235,0.26869633,1.45145361,3.80069476,0.93357389,0.48144998,0.01127964,0.23885148
-5.28564282,4.77966751,0.00318921,0.25844239,1.49826389,3.84013875,0.90746529,0.47475417,0.01118480,0.24756578
-5.27963982,4.82833877,0.00330476,0.25149759,1.54982043,3.88399814,0.89251884,0.47264483,0.01116641,0.25718133
-5.27363682,4.89051642,0.00342666,0.24760628,1.60616437,3.93242394,0.88790827,0.47479077,0.01122202,0.26765673
-5.26763382,4.96535077,0.00355227,0.24648798,1.66716011,3.98529200,0.89271227,0.48081595,0.01134898,0.27893987
-5.26163082,5.05162068,0.00367876,0.24784398,1.73248073,4.04218800,0.90593471,0.49030749,0.01154443,0.29096784
-5.25562781,5.14774387,0.00380315,0.25136325,1.80160057,4.10240555,0.92652356,0.50282350,0.01180521,0.30366720
-5.24962481,5.25180108,0.00392239,0.25672795,1.87379573,4.16495813,0.95338866,0.51790071,0.01212782,0.31695442
-5.24362181,5.36157415,0.00403342,0.26361832,1.94815304,4.22860457,0.98541870,0.53506207,0.01250840,0.33073671
-5.23761881,5.47459763,0.00413331,0.27171728,2.02358748,4.29188750,1.02149744,0.55382417,0.01294266,0.34491309
-5.23161581,5.58822254,0.00421925,0.28071464,2.09886797,4.35318323,1.06051968,0.57370472,0.01342588,0.35937578
-5.22561281,5.69969056,0.00428876,0.29031115,2.17265053,4.41076097,1.10140692,0.59422988,0.01395287,0.37401186
-5.21960980,5.80621589,0.00433967,0.30022227,2.24351800,4.46284902,1.14312300,0.61494167,0.01451802,0.38870508
-5.21360680,5.90507197,0.00437022,0.31018194,2.31002460,4.50770490,1.18468961,0.63540510,0.01511532,0.40333787
-5.20760380,5.99367949,0.00437915,0.31994613,2.37074379,4.54368636,1.22520144,0.65521528,0.01573839,0.41779334
-5.20160080,6.06969224,0.00436571,0.32929629,2.42431727,4.56932008,1.26384092,0.67400395,0.01638062,0.43195721
-5.19559780,6.13107714,0.00432968,0.33804260,2.46950321,4.58336504,1.29989195,0.69144569,0.01703522,0.44571968
-5.18959480,6.17618511,0.00427141,0.34602684,2.50522152,4.58486759,1.33275228,0.70726336,0.01769537,0.45897703
-5.18359180,6.20380951,0.00419178,0.35312494,2.53059412,4.57320595,1.36194395,0.72123258,0.01835431,0.47163290
-5.17758879,6.21322986,0.00409220,0.35924890,2.54497850,4.54812206,1.38712128,0.73318531,0.01900553,0.48359932
-5.17158579,6.20423868,0.00397451,0.36434806,2.54799295,4.50973950,1.40807581,0.74301199,0.01964285,0.49479727
-5.16558279,6.17715024,0.00384098,0.36840949,2.53953242,4.45856681,1.42473782,0.75066244,0.02026059,0.50515699
-5.15957979,6.13279102,0.00369420,0.37145747,2.51977411,4.39548617,1.43717399,0.75614520,0.02085368,0.51461790
-5.15357679,6.07247196,0.00353700,0.37355196,2.48917282,4.32172800,1.44558095,0.75952533,0.02141776,0.52312831
-5.14757379,5.99794392,0.00337235,0.37478589,2.44844601,4.23883289,1.45027478,0.76092062,0.02194926,0.53064493
-5.14157079,5.91133803,0.00320332,0.37528150,2.39854952,4.14860254,1.45167651,0.76049640,0.02244549,0.53713233
-5.13556778,5.81509361,0.00303295,0.37518555,2.34064487,4.05304185,1.45029392,0.75845887,0.02290460,0.54256238
-5.12956478,5.71187642,0.00286417,0.37466362,2.27605984,3.95429482,1.44670028,0.75504725,0.02332565,0.54691387
-5.12356178,5.60449077,0.00269975,0.37389368,2.20624391,3.85457687,1.44151067,0.75052503,0.02370849,0.55017231
-5.11755878,5.49578877,0.00254225,0.37305904,2.13272069,3.75610625,1.43535675,0.74517045,0.02405373,0.55232995
-5.11155578,5.38858035,0.00239393,0.37234104,2.05703924,3.66103736,1.42886101,0.73926663,0.02436266,0.55338623
-5.10555278,5.28554735,0.00225677,0.37191165,1.98072637,3.57139823,1.42261153,0.73309169,0.02463703,0.55334836
-5.09954977,5.18916481,0.00213242,0.37192631,1.90524175,3.48903448,1.41713824,0.72690923,0.02487900,0.55223234
-5.09354677,5.10163201,0.00202221,0.37251741,1.83193761,3.41556149,1.41289191,0.72095939,0.02509088,0.55006411
-5.08754377,5.02481561,0.00192716,0.37378848,1.76202430,3.35232605,1.41022664,0.71545103,0.02527501,0.54688083
-5.08154077,4.96020636,0.00184799,0.37580954,1.69654286,3.30037862,1.40938666,0.71055519,0.02543361,0.54273223
-5.07553777,4.90889046,0.00178516,0.37861371,1.63634532,3.26045641,1.41049808,0.70640007,0.02556856,0.53768183
-5.06953477,4.87153601,0.00173889,0.38219534,1.58208287,3.23297747,1.41356603,0.70306785,0.02568131,0.53180798
-5.06353177,4.84839425,0.00170922,0.38650964,1.53420216,3.21804524,1.41847706,0.70059333,0.02577275,0.52520457
-5.05752876,4.83931496,0.00169602,0.39147392,1.49294905,3.21546290,1.42500692,0.69896445,0.02584318,0.51798130
-5.05152576,4.84377460,0.00169907,0.39697041,1.45837921,3.22475634,1.43283309,0.69812470,0.02589221,0.51026354
-5.04552276,4.86091566,0.00171803,0.40285049,1.43037477,3.24520449,1.44155163,0.69797732,0.02591883,0.50219158
-5.03951976,4.88959498,0.00175253,0.40894017,1.40866565,3.27587540,1.45069718,0.69839091,0.02592142,0.49391936
-5.03351676,4.92843896,0.00180215,0.41504662,1.39285449,3.31566645,1.45976548,0.69920637,0.02589787,0.48561262
-5.02751376,4.97590290,0.00186643,0.42096546,1.38244378,3.36334704,1.46823694,0.70024474,0.02584564,0.47744657
-5.02151076,5.03033221,0.00194490,0.42648840,1.37686400,3.41760195,1.47560038,0.70131559,0.02576196,0.46960305
-5.01550775,5.09002277,0.00203703,0.43141110,1.37550129,3.47707390,1.48137558,0.70222553,0.02564397,0.46226724
-5.00950475,5.15327826,0.00214225,0.43554064,1.37772374,3.54040365,1.48513376,0.70278659,0.02548885,0.45562409
-5.00350175,5.21846216,0.00225992,0.43870262,1.38290520,3.60626637,1.48651502,0.70282381,0.02529403,0.44985443
-4.99749875,5.28404272,0.00238925,0.44074723,1.39044573,3.67340319,1.48524191,0.70218206,0.02505729,0.44513087
-4.99149575,5.34862932,0.00252934,0.44155439,1.39978825,3.74064699,1.48112885,0.70073151,0.02477693,0.44161360
-4.98549275,5.41099938,0.00267910,0.44103754,1.41043083,3.80694185,1.47408685,0.69837172,0.02445183,0.43944618
-4.97948974,5.47011502,0.00283723,0.43914607,1.42193459,3.87135584,1.46412372,0.69503413,0.02408156,0.43875130
-4.97348674,5.52512973,0.00300220,0.43586628,1.43392711,3.93308725,1.45133996,0.69068294,0.02366637,0.43962666
-4.96748374,5.57538519,0.00317225,0.43122091,1.44610184,3.99146437,1.43592058,0.68531444,0.02320724,0.44214116
-4.96148074,5.62039933,0.00334532,0.42526733,1.45821367,4.04593955,1.41812374,0.67895487,0.02270582,0.44633129
-4.95547774,5.65984690,0.00351914,0.41809445,1.47007155,4.09607841,1.39826674,0.67165705,0.02216438,0.45219799
-4.94947474,5.69353416,0.00369120,0.40981863,1.48152862,4.14154502,1.37671029,0.66349598,0.02158574,0.45970408
-4.94347174,5.72136969,0.00385879,0.40057877,1.49247088,4.18208464,1.35384199,0.65456384,0.02097321,0.46877238
-4.93746873,5.74333333,0.00401906,0.39053082,1.50280512,4.21750490,1.33005980,0.64496449,0.02033044,0.47928460
-4.93146573,5.75944532,0.00416909,0.37984202,1.51244696,4.24765717,1.30575636,0.63480806,0.01966135,0.49108130
-4.92546273,5.76973775,0.00430594,0.36868507,1.52130988,4.27241901,1.28130493,0.62420569,0.01897005,0.50396286
-4.91945973,5.77423004,0.00442675,0.35723256,1.52929581,4.29167925,1.25704735,0.61326492,0.01826074,0.51769168
-4.91345673,5.77290993,0.00452883,0.34565178,1.53628806,4.30532627,1.23328472,0.60208577,0.01753762,0.53199565
-4.90745373,5.76572114,0.00460973,0.33410023,1.54214675,4.31324048,1.21027074,0.59075777,0.01680488,0.54657294
-4.90145073,5.75255831,0.00466734,0.32272188,1.54670719,4.31529133,1.18820801,0.57935807,0.01606659,0.56109799
-4.89544772,5.73326927,0.00469995,0.31164424,1.54978123,4.31133876,1.16724711,0.56795054,0.01532673,0.57522872
-4.88944472,5.70766436,0.00470634,0.30097651,1.55116131,4.30123917,1.14748826,0.55658593,0.01458911,0.58861475
-4.88344172,5.67553196,0.00468581,0.29080847,1.55062707,4.28485502,1.12898513,0.54530292,0.01385742,0.60090639
-4.87743872,5.63665880,0.00463821,0.28121039,1.54795388,4.26206746,1.11175040,0.53412991,0.01313519,0.61176418
-4.87143572,5.59085370,0.00456397,0.27223367,1.54292290,4.23279086,1.09576268,0.52308741,0.01242575,0.62086856
-4.86543272,5.53797284,0.00446409,0.26391222,1.53533179,4.19698805,1.08097400,0.51219075,0.01173230,0.62792937
-4.85942971,5.47794458,0.00434011,0.25626434,1.52500546,4.15468505,1.06731761,0.50145286,0.01105785,0.63269488
-4.85342671,5.41079233,0.00419407,0.24929501,1.51180620,4.10598420,1.05471556,0.49088710,0.01040523,0.63495972
-4.84742371,5.33665346,0.00402843,0.24299854,1.49564247,4.05107438,1.04308559,0.48050960,0.00977707,0.63457170
-4.84142071,5.25579318,0.00384603,0.23736118,1.47647581,3.99023775,1.03234715,0.47034138,0.00917578,0.63143692
-4.83541771,5.16861228,0.00365000,0.23236383,1.45432550,3.92385217,1.02242630,0.46040978,0.00860355,0.62552309
-4.82941471,5.07564827,0.00344362,0.22798461,1.42927073,3.85238914,1.01325948,0.45074937,0.00806229,0.61686087
-4.82341171,4.97756980,0.00323032,0.22420115,1.40145001,3.77640714,1.00479606,0.44140220,0.00755366,0.60554314
-4.81740870,4.87516472,0.00301349,0.22099273,1.37105813,3.69654090,0.99699986,0.43241753,0.00707900,0.59172217
-4.81140570,4.76932269,0.00279647,0.21834196,1.33834072,3.61348700,0.98984986,0.42385102,0.00663938,0.57560493
-4.80540270,4.66101318,0.00258245,0.21623622,1.30358685,3.52798672,0.98334019,0.41576356,0.00623552,0.55744661
-4.79939970,4.55126058,0.00237437,0.21466869,1.26712003,3.44080716,0.97747972,0.40821982,0.00586787,0.53754269
-4.79339670,4.44111745,0.00217493,0.21363913,1.22928828,3.35272165,0.97229152,0.40128668,0.00553654,0.51621984
-4.78739370,4.33163771,0.00198649,0.21315418,1.19045364,3.26449042,0.96781224,0.39503158,0.00524139,0.49382612
-4.78139070,4.22385094,0.00181107,0.21322753,1.15098184,3.17684267,0.96409164,0.38952103,0.00498199,0.47072077
-4.77538769,4.11873895,0.00165034,0.21387963,1.11123244,3.09046071,0.96119236,0.38481922,0.00475768,0.44726405
-4.76938469,4.01721553,0.00150561,0.21513723,1.07155003,3.00596681,0.95918973,0.38098680,0.00456757,0.42380744
-4.76338169,3.92010988,0.00137781,0.21703254,1.03225662,2.92391313,0.95817176,0.37807993,0.00441060,0.40068466
-4.75737869,3.82815400,0.00126754,0.21960219,0.99364561,2.84477486,0.95823896,0.37614944,0.00428553,0.37820363
-4.75137569,3.74197379,0.00117509,0.22288582,0.95597733,2.76894642,0.95950384,0.37524007,0.00419100,0.35663972
-4.74537269,3.66208368,0.00110044,0.22692447,0.91947615,2.69674043,0.96208992,0.37538983,0.00412549,0.33623044
-4.73936968,3.58888407,0.00104329,0.23175857,0.88432913,2.62838898,0.96612985,0.37662922,0.00408739,0.31717155
-4.73336668,3.52266085,0.00100313,0.23742582,0.85068589,2.56404660,0.97176257,0.37898036,0.00407495,0.29961471
-4.72736368,3.46358644,0.00097920,0.24395865,0.81865964,2.50379439,0.97912931,0.38245586,0.00408633,0.28366667
-4.72136068,3.41172137,0.00097058,0.25138168,0.78832896,2.44764460,0.98836826,0.38705748,0.00411953,0.26938971
-4.71535768,3.36701617,0.00097618,0.25970889,0.75974022,2.39554545,0.99960810,0.39277454,0.00417245,0.25680339
-4.70935468,3.32931286,0.00099477,0.26894087,0.73291022,2.34738541,1.01296032,0.39958198,0.00424282,0.24588740
-4.70335168,3.29834613,0.00102500,0.27906208,0.70782900,2.30299717,1.02851067,0.40743837,0.00432821,0.23658516
-4.69734867,3.27374404,0.00106542,0.29003837,0.68446255,2.26216089,1.04630998,0.41628382,0.00442604,0.22880821
-4.69134567,3.25502880,0.00111452,0.30181476,0.66275538,2.22460698,1.06636492,0.42603793,0.00453357,0.22244101
-4.68534267,3.24161777,0.00117070,0.31431374,0.64263280,2.19001867,1.08862895,0.43659803,0.00464789,0.21734603
-4.67933967,3.23282561,0.00123231,0.32743410,0.62400306,2.15803455,1.11299421,0.44783791,0.00476600,0.21336898
-4.67333667,3.22786795,0.00129770,0.34105058,0.60675922,2.12825158,1.13928475,0.45960706,0.00488476,0.21034389
-4.66733367,3.22586746,0.00136519,0.35501422,0.59078092,2.10022890,1.16725165,0.47173087,0.00500101,0.20809817
-4.66133067,3.22586286,0.00143313,0.36915370,0.57593613,2.07349274,1.19657057,0.48401165,0.00511158,0.20645720
-4.65532766,3.22682124,0.00149987,0.38327757,0.56208298,2.04754280,1.22684204,0.49623081,0.00521336,0.20524869
-4.64932466,3.22765412,0.00156385,0.39717737,0.54907170,2.02186015,1.25759481,0.50815211,0.00530341,0.20430656
-4.64332166,3.22723713,0.00162358,0.41063178,0.53674692,1.99591680,1.28829243,0.51952608,0.00537899,0.20347429
