energy_ev,total_up,Au_p_up,Au_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.63381691,2.86883203,0.21470960,2.05103958,0.15926679,0.11477883,0.02892940,0.01990862,0.02734146,0.61958668
-5.62781391,2.67696771,0.21101945,1.88801252,0.16407996,0.11388110,0.02773263,0.02018738,0.02669456,0.58227533
-5.62181091,2.51468034,0.21122364,1.74354426,0.17219958,0.11500266,0.02664266,0.02089734,0.02623473,0.55311951
-5.61580790,2.38438856,0.21581885,1.61871871,0.18405461,0.11841488,0.02570456,0.02210526,0.02601412,0.53276373
-5.60980490,2.28845648,0.22533869,1.51451793,0.20008750,0.12440816,0.02496318,0.02388422,0.02608552,0.52186200
-5.60380190,2.22917199,0.24034842,1.43181704,0.22074621,0.13328880,0.02446236,0.02631300,0.02650150,0.52107289
-5.59779890,2.20871708,0.26143725,1.37137599,0.24647445,0.14537468,0.02424414,0.02947509,0.02731342,0.53105142
-5.59179590,2.22912914,0.28920814,1.33382805,0.27770009,0.16098952,0.02434796,0.03345738,0.02857042,0.55243758
-5.58579290,2.29225315,0.32426458,1.31966473,0.31482184,0.18045586,0.02480990,0.03834837,0.03031834,0.58584121
-5.57978989,2.39968481,0.36719446,1.32921758,0.35819423,0.20408659,0.02566188,0.04423601,0.03259856,0.63182323
-5.57378689,2.55270542,0.41855096,1.36263709,0.40811136,0.23217507,0.02693087,0.05120508,0.03544677,0.69087339
-5.56778389,2.75220995,0.47883057,1.41986944,0.46478968,0.26498417,0.02863808,0.05933413,0.03889179,0.76338508
-5.56178089,2.99863037,0.54844891,1.50063218,0.52835054,0.30273424,0.03079819,0.06869212,0.04295425,0.84962770
-5.55577789,3.29185729,0.62771467,1.60438987,0.59880297,0.34559053,0.03341860,0.07933468,0.04764543,0.94971764
-5.54977489,3.63116304,0.71680287,1.73033135,0.67602770,0.39365033,0.03649865,0.09130029,0.05296608,1.06358907
-5.54377189,4.01513065,0.81572819,1.87735009,0.75976305,0.44693059,0.04002902,0.10460638,0.05890537,1.19096576
-5.53776888,4.44159277,0.92431981,2.04402942,0.84959378,0.50535630,0.04399116,0.11924558,0.06544011,1.33133567
-5.53176588,4.90758535,1.04219909,2.22863438,0.94494359,0.56875059,0.04835684,0.13518234,0.07253405,1.48392984
-5.52576288,5.40932046,1.16876147,2.42911171,1.04507220,0.63682701,0.05308801,0.15235004,0.08013765,1.64770715
-5.51975988,5.94218244,1.30316406,2.64309955,1.14907757,0.70918462,0.05813671,0.17064884,0.08818810,1.82134666
-5.51375688,6.50075072,1.44432021,2.86794767,1.25590383,0.78530664,0.06344540,0.18994454,0.09660977,2.00324873
-5.50775388,7.07885185,1.59090217,3.10074911,1.36435522,0.86456288,0.06894752,0.21006844,0.10531513,2.19154602
-5.50175088,7.66964186,1.74135273,3.33838312,1.47311591,0.94621640,0.07456834,0.23081852,0.11420603,2.38412502
-5.49574787,8.26571885,1.89390614,3.57756899,1.58077560,1.02943448,0.08022622,0.25196186,0.12317550,2.57865827
-5.48974487,8.85926376,2.04661853,3.81492962,1.68586008,1.11330377,0.08583412,0.27323849,0.13210993,2.77264688
-5.48374187,9.44220603,2.19740721,4.04706310,1.78686614,1.19684935,0.09130145,0.29436646,0.14089159,2.96347240
-5.47773887,10.00640913,2.34409797,4.27061998,1.88229942,1.27905703,0.09653618,0.31504810,0.14940142,3.14845658
-5.47173587,10.54386940,2.48447883,4.48238348,1.97071401,1.35889831,0.10144709,0.33497730,0.15752201,3.32492696
-5.46573287,11.04692091,2.61635854,4.67934964,2.05075209,1.43535679,0.10594626,0.35384750,0.16514061,3.49028585
-5.45972986,11.50843787,2.73762733,4.85880405,2.12118222,1.50745519,0.10995148,0.37136016,0.17215211,3.64207994
-5.45372686,11.92202642,2.84631769,5.01839199,2.18093447,1.57428167,0.11338862,0.38723324,0.17846180,3.77806762
-5.44772386,12.28219714,2.94066246,5.15617900,2.22913090,1.63501429,0.11619395,0.40120954,0.18398779,3.89628109
-5.44172086,12.58451103,3.01914760,5.27069934,2.26511023,1.68894258,0.11831603,0.41306434,0.18866310,3.99508038
-5.43571786,12.82569241,3.08055753,5.36099007,2.28844536,1.73548520,0.11971739,0.42261208,0.19243707,4.07319703
-5.42971486,13.00370394,3.12401068,5.42660977,2.29895325,1.77420289,0.12037568,0.42971181,0.19527636,4.12976535
-5.42371186,13.11778088,3.14898395,5.46764100,2.29669659,1.80480623,0.12028446,0.43427118,0.19716519,4.16433994
-5.41770885,13.16842374,3.15532487,5.48467693,2.28197740,1.82715797,0.11945331,0.43624870,0.19810507,4.17689893
-5.41170585,13.15735054,3.14325115,5.47879315,2.25532295,1.84126999,0.11790749,0.43565431,0.19811385,4.16783294
-5.40570285,13.08741190,3.11333780,5.45150635,2.21746479,1.84729517,0.11568708,0.43254827,0.19722430,4.13792060
-5.39969985,12.96247417,3.06649261,5.40472216,2.16931186,1.84551494,0.11284561,0.42703835,0.19548220,4.08829217
-5.39369685,12.78727678,3.00392151,5.34067499,2.11191931,1.83632317,0.10944818,0.41927564,0.19294420,4.02038326
-5.38769385,12.56727137,2.92708552,5.26186258,2.04645416,1.82020754,0.10556940,0.40944909,0.18967532,3.93588114
-5.38169085,12.30845055,2.83765152,5.17097838,1.97415975,1.79772937,0.10129090,0.39777913,0.18574651,3.83666634
-5.37568784,12.01717404,2.73743933,5.07084433,1.89632018,1.76950316,0.09669878,0.38451074,0.18123221,3.72475244
-5.36968484,11.69999930,2.62836729,4.96434652,1.81422646,1.73617668,0.09188101,0.36990614,0.17620806,3.60222667
-5.36368184,11.36352318,2.51239889,4.85437547,1.72914545,1.69841266,0.08692488,0.35423752,0.17074888,3.47119385
-5.35767884,11.01423923,2.39149239,4.74377239,1.64229270,1.65687282,0.08191462,0.33778017,0.16492701,3.33372566
-5.35167584,10.65841418,2.26755520,4.63528188,1.55480981,1.61220460,0.07692926,0.32080600,0.15881103,3.19181701
-5.34567284,10.30198541,2.14240451,4.53151132,1.46774676,1.56503109,0.07204081,0.30357790,0.15246481,3.04735032
-5.33966983,9.95047954,2.01773475,4.43489611,1.38204942,1.51594393,0.06731286,0.28634488,0.14594709,2.90206832
-5.33366683,9.60895112,1.89509266,4.34767013,1.29855188,1.46549917,0.06279945,0.26933821,0.13931126,2.75755527
-5.32766383,9.28193888,1.77585965,4.27184000,1.21797328,1.41421569,0.05854454,0.25276838,0.13260560,2.61522610
-5.32166083,8.97343685,1.66124127,4.20916203,1.14091862,1.36257554,0.05458166,0.23682302,0.12587360,2.47632244
-5.31565783,8.68687664,1.55226287,4.16112051,1.06788265,1.31102574,0.05093409,0.22166564,0.11915461,2.34191441
-5.30965483,8.42511753,1.44977076,4.12890669,0.99925617,1.25998080,0.04761528,0.20743493,0.11248440,2.21290688
-5.30365183,8.19044144,1.35443758,4.11339767,0.93533388,1.20982540,0.04462956,0.19424483,0.10589585,2.09004861
-5.29764882,7.98455016,1.26677090,4.11513531,0.87632313,1.16091666,0.04197305,0.18218490,0.09941955,1.97394320
-5.29164582,7.80856351,1.18712396,4.13430581,0.82235270,1.11358565,0.03963475,0.17132105,0.09308422,1.86506047
-5.28564282,7.66301760,1.11570764,4.17072069,0.77348143,1.06813771,0.03759765,0.16169654,0.08691711,1.76374754
-5.27963982,7.54786395,1.05260278,4.22380106,0.72970594,1.02485159,0.03583996,0.15333310,0.08094412,1.67023883
-5.27363682,7.46247038,0.99777242,4.29256666,0.69096760,0.98397740,0.03433625,0.14623213,0.07518981,1.58466474
-5.26763382,7.40562605,0.95107344,4.37563207,0.65715835,0.94573346,0.03305856,0.14037597,0.06967725,1.50705874
-5.26163082,7.37555273,0.91226747,4.47121173,0.62812573,0.91030241,0.03197746,0.13572923,0.06442770,1.43736331
-5.25562781,7.36992536,0.88103110,4.57713601,0.60367705,0.87782695,0.03106293,0.13224016,0.05946030,1.37543478
-5.24962481,7.38590395,0.85696540,4.69087942,0.58358311,0.84840558,0.03028517,0.12984212,0.05479156,1.32104769
-5.24362181,7.42017918,0.83960515,4.80960209,0.56758163,0.82208884,0.02961531,0.12845515,0.05043500,1.27389929
-5.23761881,7.46903289,0.82842783,4.93020455,0.55538081,0.79887644,0.02902591,0.12798770,0.04640070,1.23361449
-5.23161581,7.52841380,0.82286288,5.04939530,0.54666315,0.77871573,0.02849150,0.12833848,0.04269497,1.19975193
-5.22561281,7.59402804,0.82230123,5.16376961,0.54108980,0.76150163,0.02798882,0.12939849,0.03932016,1.17181142
-5.21960980,7.66144246,0.82610551,5.26989747,0.53830558,0.74707851,0.02749717,0.13105325,0.03627452,1.14924303
-5.21360680,7.72619826,0.83362076,5.36441761,0.53794461,0.73524375,0.02699852,0.13318512,0.03355223,1.13145781
-5.20760380,7.78393094,0.84418582,5.44413419,0.53963668,0.72575328,0.02647767,0.13567579,0.03114360,1.11784005
-5.20160080,7.83049235,0.85714512,5.50611211,0.54301393,0.71832877,0.02592226,0.13840869,0.02903534,1.10776080
-5.19559780,7.86206972,0.87186058,5.54776709,0.54771790,0.71266620,0.02532280,0.14127154,0.02721098,1.10059219
-5.18959480,7.87529681,0.88772348,5.56694640,0.55340643,0.70844561,0.02467259,0.14415869,0.02565142,1.09572201
-5.18359180,7.86735204,0.90416559,5.56199659,0.55976019,0.70534148,0.02396765,0.14697328,0.02433548,1.09256789
-5.17758879,7.83603917,0.92066939,5.53181516,0.56648846,0.70303337,0.02320656,0.14962916,0.02324055,1.09059057
-5.17158579,7.77984680,0.93677673,5.47588366,0.57333380,0.70121630,0.02239030,0.15205246,0.02234323,1.08930549
-5.16558279,7.69798373,0.95209571,5.39428080,0.58007540,0.69961040,0.02152200,0.15418276,0.02161998,1.08829218
-5.15957979,7.59038874,0.96630525,5.28767489,0.58653080,0.69796939,0.02060673,0.15597374,0.02104769,1.08720104
-5.15357679,7.45771413,0.97915724,5.15729608,0.59255590,0.69608752,0.01965119,0.15739339,0.02060420,1.08575714
-5.14757379,7.30128404,0.99047609,5.00488975,0.59804323,0.69380469,0.01866339,0.15842375,0.02026879,1.08376088
-5.14157079,7.12302950,1.00015569,4.83265329,0.60291861,0.69100943,0.01765233,0.15906008,0.02002247,1.08108549
-5.13556778,6.92540342,1.00815394,4.64315925,0.60713632,0.68763980,0.01662767,0.15930969,0.01984829,1.07767161
-5.12956478,6.71127959,1.01448508,4.43926838,0.61067310,0.68368203,0.01559937,0.15919031,0.01973142,1.07351922
-5.12356178,6.48384038,1.01921028,4.22403644,0.61352143,0.67916715,0.01457737,0.15872823,0.01965921,1.06867736
-5.11755878,6.24645825,1.02242693,4.00061878,0.61568247,0.67416575,0.01357131,0.15795616,0.01962116,1.06323237
-5.11155578,6.00257642,1.02425720,3.77217668,0.61715903,0.66878117,0.01259020,0.15691109,0.01960873,1.05729514
-5.10555278,5.75559355,1.02483655,3.54178897,0.61794930,0.66314156,0.01164226,0.15563206,0.01961516,1.05098825
-5.09954977,5.50875741,1.02430263,3.31237222,0.61804140,0.65739110,0.01073465,0.15415809,0.01963519,1.04443347
-5.09354677,5.26507113,1.02278527,3.08661212,0.61740941,0.65168097,0.00987340,0.15252632,0.01966481,1.03774054
-5.08754377,5.02721549,1.02039794,2.86690781,0.61601097,0.64616042,0.00906331,0.15077037,0.01970091,1.03099756
-5.08154077,4.79748936,1.01723111,2.65533052,0.61378666,0.64096841,0.00830792,0.14891913,0.01974101,1.02426353
-5.07553777,4.57776947,1.01334775,2.45359681,0.61066118,0.63622613,0.00760952,0.14699583,0.01978297,1.01756338
-5.06953477,4.36948965,1.00878104,2.26305630,0.60654619,0.63203081,0.00696926,0.14501762,0.01982476,1.01088553
-5.06353177,4.17363897,1.00353431,2.08469279,0.60134465,0.62845096,0.00638723,0.14299545,0.01986430,1.00418202
-5.05752876,3.99077694,0.99758303,1.91913767,0.59495640,0.62552325,0.00586264,0.14093434,0.01989924,0.99737113
-5.05152576,3.82106375,0.99087851,1.76669350,0.58728438,0.62325101,0.00539392,0.13883395,0.01992700,0.99034203
-5.04552276,3.66430255,0.98335305,1.62736595,0.57824132,0.62160439,0.00497900,0.13668947,0.01994463,0.98296114
-5.03951976,3.51999084,0.97492596,1.50090173,0.56775624,0.62052199,0.00461544,0.13449256,0.01994893,0.97507977
-5.03351676,3.38737775,0.96551014,1.38683047,0.55578047,0.61991393,0.00430065,0.13223253,0.01993648,0.96654242
-5.02751376,3.26552405,0.95501857,1.28450829,0.54229265,0.61966590,0.00403206,0.12989743,0.01990379,0.95719528
-5.02151076,3.15336210,0.94337056,1.19316129,0.52730254,0.61964417,0.00380733,0.12747521,0.01984741,0.94689446
-5.01550775,3.04975319,0.93049710,1.11192732,0.51085324,0.61970122,0.00362451,0.12495463,0.01976412,0.93551347
-5.00950475,2.95354035,0.91634528,1.03989470,0.49302194,0.61968165,0.00348219,0.12232617,0.01965109,0.92294964
-5.00350175,2.86359499,0.90088161,0.97613696,0.47391885,0.61942829,0.00337963,0.11958269,0.01950605,0.90912927
-4.99749875,2.77885665,0.88409400,0.91974298,0.45368469,0.61878812,0.00331689,0.11671985,0.01932744,0.89401139
-4.99149575,2.69836522,0.86599263,0.86984217,0.43248676,0.61761806,0.00329494,0.11373643,0.01911454,0.87759004
-4.98549275,2.62128573,0.84660984,0.82562473,0.41051388,0.61579026,0.00331576,0.11063439,0.01886760,0.85989520
-4.97948974,2.54692626,0.82599904,0.78635717,0.38797053,0.61319693,0.00338236,0.10741883,0.01858789,0.84099257
-4.97348674,2.47474933,0.80423314,0.75139335,0.36507050,0.60975464,0.00349888,0.10409779,0.01827781,0.82098219
-4.96748374,2.40437793,0.78140251,0.72018172,0.34203040,0.60540791,0.00367061,0.10068196,0.01794083,0.79999644
-4.96148074,2.33559687,0.75761287,0.69226914,0.31906343,0.60013219,0.00390398,0.09718439,0.01758159,0.77819732
-4.95547774,2.26835042,0.73298325,0.66730192,0.29637357,0.59393612,0.00420656,0.09362015,0.01720576,0.75577348
-4.94947474,2.20273699,0.70764417,0.64502449,0.27415062,0.58686296,0.00458698,0.09000598,0.01682006,0.73293695
-4.94347174,2.13900146,0.68173616,0.62527640,0.25256611,0.57899126,0.00505486,0.08636004,0.01643214,0.70991979
-4.93746873,2.07752555,0.65540863,0.60798776,0.23177025,0.57043463,0.00562062,0.08270167,0.01605048,0.68697076
-4.93146573,2.01881656,0.62881905,0.59317364,0.21188999,0.56134050,0.00629534,0.07905121,0.01568426,0.66435187
-4.92546273,1.96349453,0.60213241,0.58092757,0.19302820,0.55188794,0.00709048,0.07542985,0.01534320,0.64233482
-4.91945973,1.91227779,0.57552073,0.57141431,0.17526374,0.54228440,0.00801756,0.07185961,0.01503738,0.62119738
-4.91345673,1.86596681,0.54916265,0.56486192,0.15865250,0.53276132,0.00908781,0.06836322,0.01477704,0.60121941
-4.90745373,1.82542640,0.52324273,0.56155344,0.14322909,0.52356875,0.01031175,0.06496409,0.01457240,0.58267861
-4.90145073,1.79156596,0.49795053,0.56181785,0.12900915,0.51496895,0.01169869,0.06168631,0.01443334,0.56584581
-4.89544772,1.76531818,0.47347929,0.56602071,0.11599189,0.50722910,0.01325625,0.05855457,0.01436921,0.55097996
-4.88944472,1.74761609,0.45002411,0.57455435,0.10416299,0.50061339,0.01498979,0.05559404,0.01438854,0.53832269
-4.88344172,1.73936914,0.42777970,0.58782773,0.09349740,0.49537452,0.01690190,0.05283030,0.01449876,0.52809259
-4.87743872,1.74143857,0.40693769,0.60625620,0.08396209,0.49174523,0.01899185,0.05028917,0.01470589,0.52047951
-4.87143572,1.75461291,0.38768366,0.63025111,0.07551854,0.48992976,0.02125510,0.04799652,0.01501436,0.51563881
-4.86543272,1.77958437,0.37019381,0.66020960,0.06812504,0.49009602,0.02368292,0.04597804,0.01542668,0.51368611
-4.85942971,1.81692688,0.35463177,0.69650470,0.06173845,0.49236847,0.02626202,0.04425901,0.01594327,0.51469261
-4.85342671,1.86707667,0.34114531,0.73947589,0.05631582,0.49682226,0.02897436,0.04286401,0.01656230,0.51868134
-4.84742371,1.93031617,0.32986338,0.78942028,0.05181541,0.50347885,0.03179710,0.04181667,0.01727958,0.52562463
-4.84142071,2.00676178,0.32089356,0.84658455,0.04819753,0.51230337,0.03470264,0.04113940,0.01808848,0.53544289
-4.83541771,2.09635610,0.31431993,0.91115776,0.04542494,0.52320381,0.03765897,0.04085304,0.01898002,0.54800502
-4.82941471,2.19886471,0.31020152,0.98326497,0.04346299,0.53603235,0.04063003,0.04097665,0.01994297,0.56313043
-4.82341171,2.31387768,0.30857141,1.06296184,0.04227954,0.55058851,0.04357640,0.04152712,0.02096400,0.58059266
-4.81740870,2.44081548,0.30943629,1.15022993,0.04184465,0.56662425,0.04645607,0.04251890,0.02202802,0.60012460
-4.81140570,2.57893879,0.31277670,1.24497279,0.04213009,0.58385080,0.04922538,0.04396366,0.02311852,0.62142506
-4.80540270,2.72736170,0.31854756,1.34701265,0.04310880,0.60194683,0.05184010,0.04586990,0.02421795,0.64416642
-4.79939970,2.88506734,0.32667921,1.45608756,0.04475418,0.62056775,0.05425656,0.04824258,0.02530826,0.66800316
-4.79339670,3.05092516,0.33707856,1.57184890,0.04703939,0.63935569,0.05643289,0.05108266,0.02637135,0.69258073
-4.78739370,3.22370883,0.34963041,1.69385922,0.04993657,0.65794983,0.05833018,0.05438668,0.02738960,0.71754455
-4.78139070,3.40211401,0.36419884,1.82159027,0.05341606,0.67599655,0.05991370,0.05814625,0.02834645,0.74254860
-4.77538769,3.58477509,0.38062843,1.95442134,0.05744568,0.69315908,0.06115389,0.06234762,0.02922680,0.76726341
-4.76938469,3.77028033,0.39874551,2.09163793,0.06198992,0.70912637,0.06202736,0.06697119,0.03001755,0.79138289
-4.76338169,3.95718506,0.41835915,2.23243105,0.06700935,0.72362067,0.06251758,0.07199113,0.03070793,0.81462998
-4.75737869,4.14402259,0.43926211,2.37589734,0.07245993,0.73640378,0.06261547,0.07737501,0.03128978,0.83676077
-4.75137569,4.32931313,0.46123171,2.52104026,0.07829255,0.74728174,0.06231966,0.08308358,0.03175784,0.85756704
-4.74537269,4.51157077,0.48403065,2.66677294,0.08445263,0.75610783,0.06163657,0.08907071,0.03210977,0.87687726
-4.73936968,4.68930919,0.50740796,2.81192296,0.09087988,0.76278391,0.06058021,0.09528340,0.03234620,0.89455597
-4.73336668,4.86104674,0.53110011,2.95523943,0.09750828,0.76726022,0.05917171,0.10166207,0.03247061,0.91050192
-4.72736368,5.02531150,0.55483247,3.09540290,0.10426624,0.76953358,0.05743868,0.10814104,0.03248913,0.92464489
-4.72136068,5.18064735,0.57832109,3.23103830,0.11107697,0.76964440,0.05541433,0.11464919,0.03241025,0.93694179
-4.71535768,5.32562161,0.60127500,3.36073117,0.11785919,0.76767254,0.05313646,0.12111087,0.03224448,0.94737197
-4.70935468,5.45883495,0.62339906,3.48304712,0.12452800,0.76373226,0.05064630,0.12744704,0.03200390,0.95593244
-4.70335168,5.57893411,0.64439732,3.59655461,0.13099605,0.75796659,0.04798733,0.13357658,0.03170172,0.96263290
-4.69734867,5.68462764,0.66397701,3.69985058,0.13717493,0.75054131,0.04520403,0.13941774,0.03135177,0.96749121
-4.69134567,5.77470462,0.68185294,3.79158858,0.14297683,0.74163868,0.04234069,0.14488978,0.03096808,0.97052934
-4.68534267,5.84805617,0.69775241,3.87050870,0.14831629,0.73145126,0.03944030,0.14991466,0.03056435,0.97177000
-4.67933967,5.90369918,0.71142036,3.93546838,0.15311208,0.72017597,0.03654347,0.15441877,0.03015353,0.97123418
-4.67333667,5.94080155,0.72262470,3.98547338,0.15728919,0.70800846,0.03368762,0.15833465,0.02974743,0.96893957
-4.66733367,5.95870788,0.73116158,4.01970761,0.16078069,0.69513801,0.03090624,0.16160261,0.02935638,0.96489997
-4.66133067,5.95696465,0.73686051,4.03756087,0.16352958,0.68174308,0.02822832,0.16417228,0.02898895,0.95912554
-4.65532766,5.93534372,0.73958896,4.03865346,0.16549041,0.66798756,0.02567803,0.16600396,0.02865173,0.95162390
-4.64932466,5.89386296,0.73925645,4.02285656,0.16663067,0.65401777,0.02327454,0.16706973,0.02834921,0.94240194
-4.64332166,5.83280313,0.73581779,3.99030768,0.16693185,0.63996036,0.02103199,0.16735436,0.02808373,0.93146813
