energy_ev,total_up,Nb_p_up,Nb_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,0.79368436,0.49385930,0.28451962,0.13945244,0.00000000,0.36305573,0.00000000
-5.99399700,0.79756655,0.51068526,0.28046414,0.13397314,0.00000000,0.36830314,0.00000000
-5.98799400,0.80091206,0.52701539,0.27616945,0.12842139,0.00000000,0.37322570,0.00000000
-5.98199100,0.80388835,0.54273485,0.27175846,0.12292266,0.00000000,0.37784614,0.00000000
-5.97598799,0.80663442,0.55771777,0.26734052,0.11759560,0.00000000,0.38217722,0.00000000
-5.96998499,0.80925497,0.57182828,0.26300828,0.11254893,0.00000000,0.38622012,0.00000000
-5.96398199,0.81181719,0.58492274,0.25883569,0.10787884,0.00000000,0.38996399,0.00000000
-5.95797899,0.81435003,0.59685295,0.25487706,0.10366700,0.00000000,0.39338636,0.00000000
-5.95197599,0.81684590,0.60747043,0.25116732,0.09997925,0.00000000,0.39645463,0.00000000
-5.94597299,0.81926443,0.61663134,0.24772305,0.09686487,0.00000000,0.39912820,0.00000000
-5.93996998,0.82153793,0.62420181,0.24454444,0.09435636,0.00000000,0.40136134,0.00000000
-5.93396698,0.82357810,0.63006352,0.24161779,0.09246986,0.00000000,0.40310634,0.00000000
-5.92796398,0.82528348,0.63411900,0.23891846,0.09120588,0.00000000,0.40431685,0.00000000
-5.92196098,0.82654705,0.63629655,0.23641391,0.09055053,0.00000000,0.40495126,0.00000000
-5.91595798,0.82726371,0.63655438,0.23406691,0.09047686,0.00000000,0.40497567,0.00000000
-5.90995498,0.82733697,0.63488392,0.23183838,0.09094657,0.00000000,0.40436655,0.00000000
-5.90395198,0.82668472,0.63131191,0.22969006,0.09191166,0.00000000,0.40311277,0.00000000
-5.89794897,0.82524382,0.62590144,0.22758672,0.09331626,0.00000000,0.40121699,0.00000000
-5.89194597,0.82297324,0.61875176,0.22549782,0.09509833,0.00000000,0.39869636,0.00000000
-5.88594297,0.81985592,0.60999694,0.22339877,0.09719137,0.00000000,0.39558255,0.00000000
-5.87993997,0.81589934,0.59980361,0.22127161,0.09952598,0.00000000,0.39192114,0.00000000
-5.87393697,0.81113487,0.58836774,0.21910527,0.10203133,0.00000000,0.38777046,0.00000000
-5.86793397,0.80561631,0.57591084,0.21689554,0.10463643,0.00000000,0.38320005,0.00000000
-5.86193097,0.79941764,0.56267566,0.21464458,0.10727137,0.00000000,0.37828878,0.00000000
-5.85592796,0.79263039,0.54892159,0.21236043,0.10986831,0.00000000,0.37312288,0.00000000
