energy_ev,total_up,Ca_p_up,Ca_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.36968484,2.83070099,0.00363027,0.00000000,1.37894663,1.27301141,0.01919651,0.34421008,0.01653017,1.09965096
-5.36368184,2.70395973,0.00356574,0.00000000,1.25984214,1.23908923,0.02029566,0.31706333,0.01514776,1.03780463
-5.35767884,2.58645180,0.00350980,0.00000000,1.14697368,1.20902001,0.02135606,0.29135564,0.01381536,0.97977015
-5.35167584,2.47912260,0.00346431,0.00000000,1.04116635,1.18305257,0.02237174,0.26726995,0.01254262,0.92603851
-5.34567284,2.38269144,0.00343092,0.00000000,0.94302812,1.16137604,0.02333831,0.24494413,0.01133768,0.87698475
-5.33966983,2.29765247,0.00341101,0.00000000,0.85295736,1.14411794,0.02425302,0.22447169,0.01020704,0.83286963
-5.33366683,2.22428016,0.00340570,0.00000000,0.77115614,1.13134290,0.02511473,0.20590385,0.00915552,0.79384373
-5.32766383,2.16263748,0.00341575,0.00000000,0.69764778,1.12305149,0.02592373,0.18925246,0.00818620,0.75995339
-5.32166083,2.11258592,0.00344156,0.00000000,0.63229746,1.11917891,0.02668147,0.17449374,0.00730055,0.73114782
-5.31565783,2.07379617,0.00348318,0.00000000,0.57483464,1.11959335,0.02739025,0.16157249,0.00649849,0.70728691
-5.30965483,2.04575896,0.00354018,0.00000000,0.52487603,1.12409415,0.02805282,0.15040646,0.00577852,0.68814920
-5.30365183,2.02779602,0.00361176,0.00000000,0.48194834,1.13241014,0.02867192,0.14089087,0.00513793,0.67344004
-5.29764882,2.01907137,0.00369665,0.00000000,0.44550982,1.14419850,0.02924985,0.13290278,0.00457296,0.66279949
-5.29164582,2.01860339,0.00379314,0.00000000,0.41497034,1.15904493,0.02978804,0.12630522,0.00407901,0.65581028
-5.28564282,2.02527861,0.00389912,0.00000000,0.38970935,1.17646562,0.03028668,0.12095111,0.00365086,0.65200578
-5.27963982,2.03786800,0.00401208,0.00000000,0.36909187,1.19591181,0.03074442,0.11668681,0.00328281,0.65087832
-5.27363682,2.05504657,0.00412917,0.00000000,0.35248231,1.21677741,0.03115817,0.11335541,0.00296892,0.65188789
-5.26763382,2.07541681,0.00424724,0.00000000,0.33925631,1.23841002,0.03152308,0.11079970,0.00270313,0.65447158
-5.26163082,2.09753649,0.00436293,0.00000000,0.32881080,1.26012552,0.03183253,0.10886492,0.00247944,0.65805383
-5.25562781,2.11995046,0.00447275,0.00000000,0.32057245,1.28122601,0.03207837,0.10740120,0.00229200,0.66205752
-5.24962481,2.14122620,0.00457320,0.00000000,0.31400482,1.30102063,0.03225125,0.10626595,0.00213524,0.66591572
-5.24362181,2.15999195,0.00466081,0.00000000,0.30861433,1.31884853,0.03234099,0.10532590,0.00200392,0.66908416
-5.23761881,2.17497614,0.00473233,0.00000000,0.30395521,1.33410290,0.03233718,0.10445906,0.00189323,0.67105379
-5.23161581,2.18504644,0.00478476,0.00000000,0.29963366,1.34625482,0.03222964,0.10355649,0.00179881,0.67136318
-5.22561281,2.18924645,0.00481552,0.00000000,0.29531115,1.35487570,0.03200909,0.10252379,0.00171680,0.66961033
-5.21960980,2.18682809,0.00482247,0.00000000,0.29070692,1.35965664,0.03166769,0.10128243,0.00164381,0.66546314
-5.21360680,2.17727778,0.00480405,0.00000000,0.28559976,1.36042371,0.03119955,0.09977068,0.00157698,0.65866832
-5.20760380,2.16033460,0.00475929,0.00000000,0.27982887,1.35714779,0.03060122,0.09794436,0.00151392,0.64905804
-5.20160080,2.13599932,0.00468785,0.00000000,0.27329402,1.34994808,0.02987199,0.09577715,0.00145272,0.63655410
-5.19559780,2.10453317,0.00459007,0.00000000,0.26595479,1.33908879,0.02901408,0.09326059,0.00139193,0.62116931
-5.18959480,2.06644627,0.00446690,0.00000000,0.25782907,1.32496887,0.02803280,0.09040366,0.00133048,0.60300601
-5.18359180,2.02247586,0.00431991,0.00000000,0.24899072,1.30810480,0.02693640,0.08723213,0.00126769,0.58225180
-5.17758879,1.97355530,0.00415120,0.00000000,0.23956671,1.28910741,0.02573590,0.08378748,0.00120320,0.55917258
-5.17158579,1.92077523,0.00396336,0.00000000,0.22973360,1.26865342,0.02444479,0.08012565,0.00113696,0.53410337
-5.16558279,1.86533871,0.00375932,0.00000000,0.21971372,1.24745337,0.02307857,0.07631552,0.00106910,0.50743736
-5.15957979,1.80851273,0.00354232,0.00000000,0.20977104,1.22621729,0.02165428,0.07243732,0.00099999,0.47961354
-5.15357679,1.75157835,0.00331574,0.00000000,0.20020697,1.20562008,0.02018989,0.06858092,0.00093010,0.45110374
-5.14757379,1.69578209,0.00308304,0.00000000,0.19135620,1.18626828,0.01870382,0.06484410,0.00086001,0.42239956
-5.14157079,1.64229078,0.00284762,0.00000000,0.18358258,1.16867004,0.01721427,0.06133096,0.00079036,0.39399960
-5.13556778,1.59215224,0.00261274,0.00000000,0.17727510,1.15320989,0.01573875,0.05815026,0.00072179,0.36639774
-5.12956478,1.54626321,0.00238146,0.00000000,0.17284403,1.14012960,0.01429361,0.05541397,0.00065494,0.34007258
-5.12356178,1.50534612,0.00215652,0.00000000,0.17071690,1.12951623,0.01289360,0.05323590,0.00059038,0.31547849
-5.11755878,1.46993514,0.00194034,0.00000000,0.17133434,1.12129784,0.01155158,0.05173033,0.00052865,0.29303828
-5.11155578,1.44037184,0.00173493,0.00000000,0.17514549,1.11524719,0.01027830,0.05101071,0.00047018,0.27313755
-5.10555278,1.41680992,0.00154192,0.00000000,0.18260268,1.11099304,0.00908227,0.05118838,0.00041533,0.25612056
-5.09954977,1.39922811,0.00136255,0.00000000,0.19415520,1.10803850,0.00796974,0.05237108,0.00036436,0.24228752
-5.09354677,1.38744988,0.00119763,0.00000000,0.21024174,1.10578538,0.00694474,0.05466138,0.00031744,0.23189281
-5.08754377,1.38116814,0.00104764,0.00000000,0.23128154,1.10356318,0.00600921,0.05815487,0.00027463,0.22514399
-5.08154077,1.37997318,0.00091271,0.00000000,0.25766379,1.10066112,0.00516318,0.06293803,0.00023594,0.22220120
-5.07553777,1.38338163,0.00079267,0.00000000,0.28973557,1.09636172,0.00440500,0.06908586,0.00020127,0.22317661
-5.06953477,1.39086471,0.00068710,0.00000000,0.32778816,1.08997393,0.00373160,0.07665914,0.00017049,0.22813366
-5.06353177,1.40187381,0.00059537,0.00000000,0.37204208,1.08086444,0.00313876,0.08570151,0.00014339,0.23708599
-5.05752876,1.41586217,0.00051672,0.00000000,0.42263130,1.06848549,0.00262138,0.09623628,0.00011975,0.24999589
-5.05152576,1.43230139,0.00045022,0.00000000,0.47958712,1.05239795,0.00217372,0.10826319,0.00009930,0.26677231
-5.04552276,1.45069232,0.00039491,0.00000000,0.54282240,1.03228885,0.00178968,0.12175529,0.00008175,0.28726862
-5.03951976,1.47057001,0.00034977,0.00000000,0.61211708,1.00798246,0.00146299,0.13665595,0.00006683,0.31128028
-5.03351676,1.49150328,0.00031376,0.00000000,0.68710580,0.97944501,0.00118741,0.15287643,0.00005424,0.33854282
-5.02751376,1.51308933,0.00028587,0.00000000,0.76726864,0.94678275,0.00095685,0.17029401,0.00004371,0.36873038
-5.02151076,1.53494475,0.00026509,0.00000000,0.85192583,0.91023412,0.00076555,0.18875099,0.00003497,0.40145539
-5.01550775,1.55669417,0.00025047,0.00000000,0.94023737,0.87015650,0.00060812,0.20805476,0.00002778,0.43626964
-5.00950475,1.57795798,0.00024112,0.00000000,1.03120816,0.82700861,0.00047961,0.22797904,0.00002191,0.47266718
-5.00350175,1.59834071,0.00023620,0.00000000,1.12369916,0.78132963,0.00037554,0.24826637,0.00001715,0.51008930
-4.99749875,1.61742149,0.00023491,0.00000000,1.21644480,0.73371628,0.00029195,0.26863204,0.00001333,0.54793184
-4.99149575,1.63474779,0.00023653,0.00000000,1.30807654,0.68479898,0.00022534,0.28876929,0.00001029,0.58555482
-4.98549275,1.64983334,0.00024039,0.00000000,1.39715212,0.63521846,0.00017268,0.30835577,0.00000789,0.62229433
-4.97948974,1.66216089,0.00024589,0.00000000,1.48218987,0.58560362,0.00013138,0.32706110,0.00000600,0.65747640
-4.97348674,1.67118982,0.00025246,0.00000000,1.56170682,0.53655179,0.00009924,0.34455525,0.00000453,0.69043257
-4.96748374,1.67636856,0.00025960,0.00000000,1.63425951,0.48861187,0.00007443,0.36051751,0.00000340,0.72051650
-4.96148074,1.67715102,0.00026685,0.00000000,1.69848563,0.44227101,0.00005541,0.37464562,0.00000253,0.74712111
-4.95547774,1.67301620,0.00027380,0.00000000,1.75314510,0.39794491,0.00004096,0.38666480,0.00000187,0.76969550
-4.94947474,1.66348964,0.00028010,0.00000000,1.79715861,0.35597192,0.00003006,0.39633617,0.00000137,0.78776083
-4.94347174,1.64816546,0.00028543,0.00000000,1.82964200,0.31661071,0.00002191,0.40346431,0.00000100,0.80092468
-4.93746873,1.62672742,0.00028955,0.00000000,1.84993491,0.28004122,0.00001585,0.40790348,0.00000072,0.80889286
-4.93146573,1.59896775,0.00029224,0.00000000,1.85762236,0.24636843,0.00001138,0.40956233,0.00000052,0.81147839
-4.92546273,1.56480230,0.00029334,0.00000000,1.85254821,0.21562840,0.00000812,0.40840684,0.00000037,0.80860709
-4.91945973,1.52428116,0.00029275,0.00000000,1.83481991,0.18779608,0.00000575,0.40446124,0.00000026,0.80031943
-4.91345673,1.47759392,0.00029041,0.00000000,1.80480435,0.16279425,0.00000404,0.39780711,0.00000018,0.78676857
-4.90745373,1.42506915,0.00028630,0.00000000,1.76311486,0.14050302,0.00000282,0.38858038,0.00000013,0.76821476
-4.90145073,1.36716819,0.00028047,0.00000000,1.71059019,0.12076945,0.00000195,0.37696673,0.00000009,0.74501612
-4.89544772,1.30447334,0.00027299,0.00000000,1.64826624,0.10341687,0.00000134,0.36319523,0.00000006,0.71761652
-4.88944472,1.23767128,0.00026398,0.00000000,1.57734203,0.08825341,0.00000092,0.34753088,0.00000004,0.68653079
-4.88344172,1.16753245,0.00025358,0.00000000,1.49914144,0.07507974,0.00000062,0.33026606,0.00000003,0.65232816
-4.87743872,1.09488752,0.00024197,0.00000000,1.41507220,0.06369560,0.00000042,0.31171156,0.00000002,0.61561463
-4.87143572,1.02060218,0.00022935,0.00000000,1.32658423,0.05390525,0.00000028,0.29218730,0.00000001,0.57701480
-4.86543272,0.94555134,0.00021592,0.00000000,1.23512871,0.04552164,0.00000019,0.27201335,0.00000001,0.53715425
-4.85942971,0.87059412,0.00020190,0.00000000,1.14211963,0.03836959,0.00000013,0.25150144,0.00000001,0.49664283
-4.85342671,0.79655059,0.00018751,0.00000000,1.04889910,0.03228776,0.00000008,0.23094731,0.00000000,0.45605962
-4.84742371,0.72418114,0.00017296,0.00000000,0.95670761,0.02712989,0.00000006,0.21062419,0.00000000,0.41594003
-4.84142071,0.65416940,0.00015845,0.00000000,0.86665993,0.02276515,0.00000005,0.19077751,0.00000000,0.37676531
-4.83541771,0.58710892,0.00014415,0.00000000,0.77972713,0.01907795,0.00000004,0.17162090,0.00000000,0.33895472
-4.82941471,0.52349414,0.00013025,0.00000000,0.69672501,0.01596726,0.00000005,0.15333374,0.00000001,0.30286049
-4.82341171,0.46371543,0.00011688,0.00000000,0.61830856,0.01334564,0.00000006,0.13605991,0.00000001,0.26876538
-4.81740870,0.40805823,0.00010415,0.00000000,0.54497232,0.01113800,0.00000009,0.11990791,0.00000002,0.23688277
-4.81140570,0.35670571,0.00009217,0.00000000,0.47705569,0.00928032,0.00000014,0.10495205,0.00000003,0.20735896
-4.80540270,0.30974471,0.00008101,0.00000000,0.41475277,0.00771837,0.00000022,0.09123463,0.00000004,0.18027741
-4.79939970,0.26717413,0.00007070,0.00000000,0.35812547,0.00640640,0.00000033,0.07876884,0.00000006,0.15566438
-4.79339670,0.22891536,0.00006128,0.00000000,0.30711931,0.00530596,0.00000051,0.06754229,0.00000009,0.13349578
-4.78739370,0.19482384,0.00005275,0.00000000,0.26158065,0.00438491,0.00000077,0.05752079,0.00000014,0.11370465
-4.78139070,0.16470148,0.00004509,0.00000000,0.22127482,0.00361646,0.00000117,0.04865232,0.00000022,0.09618902
-4.77538769,0.13830908,0.00003828,0.00000000,0.18590405,0.00297845,0.00000177,0.04087108,0.00000033,0.08081972
-4.76938469,0.11537841,0.00003229,0.00000000,0.15512476,0.00245274,0.00000264,0.03410123,0.00000049,0.06744793
-4.76338169,0.09562365,0.00002705,0.00000000,0.12856364,0.00202478,0.00000391,0.02826045,0.00000072,0.05591219
-4.75737869,0.07875170,0.00002253,0.00000000,0.10583204,0.00168338,0.00000576,0.02326314,0.00000106,0.04604476
-4.75137569,0.06447146,0.00001865,0.00000000,0.08653852,0.00142055,0.00000843,0.01902320,0.00000156,0.03767716
-4.74537269,0.05250179,0.00001538,0.00000000,0.07029941,0.00123157,0.00001224,0.01545634,0.00000226,0.03064493
-4.73936968,0.04257826,0.00001265,0.00000000,0.05674730,0.00111527,0.00001764,0.01248199,0.00000325,0.02479152
-4.73336668,0.03445885,0.00001042,0.00000000,0.04553774,0.00107441,0.00002524,0.01002480,0.00000465,0.01997146
-4.72736368,0.02792857,0.00000864,0.00000000,0.03635403,0.00111638,0.00003587,0.00801575,0.00000661,0.01605279
-4.72136068,0.02280349,0.00000728,0.00000000,0.02891059,0.00125403,0.00005060,0.00639288,0.00000932,0.01291895
-4.71535768,0.01893408,0.00000632,0.00000000,0.02295494,0.00150691,0.00007087,0.00510189,0.00001306,0.01047016
-4.70935468,0.01620842,0.00000574,0.00000000,0.01826874,0.00190265,0.00009856,0.00409633,0.00001815,0.00862458
-4.70335168,0.01455534,0.00000556,0.00000000,0.01466798,0.00247886,0.00013608,0.00333782,0.00002506,0.00731912
-4.69734867,0.01394778,0.00000580,0.00000000,0.01200271,0.00328522,0.00018656,0.00279608,0.00003435,0.00651033
-4.69134567,0.01440663,0.00000651,0.00000000,0.01015650,0.00438614,0.00025392,0.00244893,0.00004675,0.00617528
-4.68534267,0.01600517,0.00000775,0.00000000,0.00904573,0.00586370,0.00034316,0.00228233,0.00006318,0.00631252
-4.67933967,0.01887420,0.00000964,0.00000000,0.00861906,0.00782107,0.00046045,0.00229042,0.00008477,0.00694338
-4.67333667,0.02320802,0.00001231,0.00000000,0.00885703,0.01038629,0.00061345,0.00247565,0.00011295,0.00811344
-4.66733367,0.02927116,0.00001593,0.00000000,0.00977196,0.01371640,0.00081147,0.00284896,0.00014942,0.00989433
-4.66133067,0.03740574,0.00002074,0.00000000,0.01140815,0.01800178,0.00106578,0.00343013,0.00019629,0.01238580
-4.65532766,0.04803931,0.00002702,0.00000000,0.01384240,0.02347066,0.00138987,0.00424811,0.00025604,0.01571797
-4.64932466,0.06169281,0.00003510,0.00000000,0.01718477,0.03039349,0.00179967,0.00534147,0.00033163,0.02005382
-4.64332166,0.07898823,0.00004542,0.00000000,0.02157947,0.03908706,0.00231381,0.00675886,0.00042653,0.02559158
