energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-5.78389195,2.27675934,0.00429542,0.43820308,0.06531575,0.75017134,0.78506385,0.29872720,0.53835415,0.14124759
-5.77788894,2.23523873,0.00427384,0.43538341,0.06213649,0.73320124,0.78549683,0.29988929,0.52888433,0.13573496
-5.77188594,2.19938385,0.00427323,0.43450891,0.05883875,0.71720987,0.78776602,0.30277985,0.52037022,0.13045027
-5.76588294,2.17056338,0.00429719,0.43589363,0.05549191,0.70260931,0.79199111,0.30762981,0.51297022,0.12548145
-5.75987994,2.15000200,0.00434890,0.43979894,0.05216394,0.68978960,0.79825884,0.31463012,0.50683451,0.12090967
-5.75387694,2.13874648,0.00443091,0.44642366,0.04891974,0.67911004,0.80662133,0.32392392,0.50210401,0.11680761
-5.74787394,2.13763488,0.00454512,0.45589554,0.04581957,0.67089072,0.81709436,0.33559970,0.49890859,0.11323799
-5.74187094,2.14726975,0.00469266,0.46826453,0.04291784,0.66540436,0.82965571,0.34968540,0.49736439,0.11025221
-5.73586793,2.16799611,0.00487380,0.48349814,0.04026213,0.66286871,0.84424354,0.36614398,0.49757049,0.10788933
-5.72986493,2.19988525,0.00508797,0.50147906,0.03789247,0.66343979,0.86075478,0.38487065,0.49960478,0.10617521
-5.72386193,2.24272482,0.00533369,0.52200533,0.03584095,0.66720614,0.87904385,0.40569180,0.50351948,0.10512201
-5.71785893,2.29601625,0.00560863,0.54479312,0.03413161,0.67418433,0.89892174,0.42836616,0.50933638,0.10472794
-5.71185593,2.35897977,0.00590961,0.56948223,0.03278061,0.68431611,0.92015572,0.45258799,0.51704223,0.10497726
-5.70585293,2.43056743,0.00623271,0.59564425,0.03179656,0.69746725,0.94246995,0.47799257,0.52658454,0.10584067
-5.69984992,2.50948449,0.00657338,0.62279320,0.03118115,0.71342850,0.96554726,0.50416389,0.53786828,0.10727593
-5.69384692,2.59421879,0.00692651,0.65039847,0.03092989,0.73191868,0.98903234,0.53064444,0.55075377,0.10922879
-5.68784392,2.68307793,0.00728664,0.67789968,0.03103293,0.75259017,1.01253659,0.55694686,0.56505615,0.11163425
-5.68184092,2.77423336,0.00764806,0.70472305,0.03147601,0.77503668,1.03564473,0.58256720,0.58054658,0.11441802
-5.67583792,2.86577047,0.00800503,0.73029869,0.03224141,0.79880332,1.05792326,0.60699932,0.59695553,0.11749833
-5.66983492,2.95574310,0.00835190,0.75407822,0.03330887,0.82339877,1.07893070,0.62974993,0.61397807,0.12078786
-5.66383192,3.04223079,0.00868330,0.77555215,0.03465650,0.84830923,1.09822948,0.65035378,0.63128114,0.12419593
-5.65782891,3.12339692,0.00899429,0.79426616,0.03626160,0.87301372,1.11539896,0.66838827,0.64851267,0.12763080
-5.65182591,3.19754525,0.00928049,0.80983586,0.03810128,0.89700012,1.13004942,0.68348711,0.66531212,0.13100199
-5.64582291,3.26317290,0.00953818,0.82195917,0.04015312,0.91978147,1.14183620,0.69535207,0.68132207,0.13422261
-5.63981991,3.31901732,0.00976439,0.83042594,0.04239553,0.94091169,1.15047348,0.70376273,0.69620032,0.13721165
-5.63381691,3.36409514,0.00995695,0.83512434,0.04480799,0.96000005,1.15574691,0.70858339,0.70963190,0.13989603
-5.62781391,3.39773122,0.01011452,0.83604363,0.04737122,0.97672367,1.15752453,0.70976706,0.72134030,0.14221244
-5.62181091,3.41957628,0.01023655,0.83327335,0.05006709,0.99083747,1.15576512,0.70735624,0.73109739,0.14410883
-5.61580790,3.42961218,0.01032323,0.82699883,0.05287841,1.00218086,1.15052359,0.70148043,0.73873143,0.14554555
-5.60980490,3.42814456,0.01037547,0.81749326,0.05578870,1.01068101,1.14195290,0.69235052,0.74413271,0.14649597
-5.60380190,3.41578294,0.01039474,0.80510664,0.05878169,1.01635222,1.13030220,0.68025031,0.74725643,0.14694675
-5.59779890,3.39340916,0.01038300,0.79025229,0.06184092,1.01929153,1.11591117,0.66552554,0.74812267,0.14689753
-5.59179590,3.36213565,0.01034254,0.77339129,0.06494921,1.01967072,1.09920071,0.64857097,0.74681343,0.14636020
-5.58579290,3.32325540,0.01027588,0.75501579,0.06808819,1.01772494,1.08066019,0.62981610,0.74346686,0.14535776
-5.57978989,3.27818606,0.01018564,0.73563186,0.07123779,1.01373878,1.06083200,0.60971022,0.73826897,0.14392277
-5.57378689,3.22841095,0.01007439,0.71574261,0.07437595,1.00803029,1.04029385,0.58870737,0.73144330,0.14209553
-5.56778389,3.17541958,0.00994457,0.69583241,0.07747830,1.00093385,1.01963980,0.56725208,0.72323916,0.13992211
-5.56178089,3.12065082,0.00979841,0.67635275,0.08051808,0.99278291,0.99946082,0.54576621,0.71391901,0.13745218
-5.55577789,3.06544114,0.00963783,0.65771049,0.08346621,0.98389328,0.98032583,0.52463766,0.70374572,0.13473695
-5.54977489,3.01098040,0.00946444,0.64025861,0.08629147,0.97454811,0.96276404,0.50421127,0.69297046,0.13182713
-5.54377189,2.95827698,0.00927949,0.62429011,0.08896102,0.96498521,0.94724938,0.48478212,0.68182172,0.12877116
-5.53776888,2.90813376,0.00908386,0.61003480,0.09144095,0.95538723,0.93418776,0.46659150,0.67049618,0.12561364
-5.53176588,2.86113559,0.00887816,0.59765917,0.09369709,0.94587546,0.92390740,0.44982548,0.65915174,0.12239416
-5.52576288,2.81764827,0.00866270,0.58726910,0.09569596,0.93650723,0.91665284,0.43461600,0.64790307,0.11914642
-5.51975988,2.77782878,0.00843757,0.57891496,0.09740577,0.92727704,0.91258239,0.42104418,0.63681982,0.11589785
-5.51375688,2.74164531,0.00820273,0.57259871,0.09879761,0.91812127,0.91176915,0.40914548,0.62592743,0.11266947
-5.50775388,2.70890573,0.00795807,0.56828257,0.09984655,0.90892609,0.91420511,0.39891643,0.61521037,0.10947622
-5.50175088,2.67929235,0.00770348,0.56589843,0.10053276,0.89953790,0.91980799,0.39032227,0.60461756,0.10632752
-5.49574787,2.65240073,0.00743894,0.56535772,0.10084256,0.88977585,0.92843025,0.38330510,0.59406942,0.10322813
-5.48974487,2.62778024,0.00716455,0.56656087,0.10076930,0.87944541,0.93986950,0.37779204,0.58346622,0.10017914
-5.48374187,2.60497382,0.00688062,0.56940605,0.10031409,0.86835237,0.95387982,0.37370298,0.57269701,0.09717912
-5.47773887,2.58355488,0.00658767,0.57379657,0.09948628,0.85631645,0.97018326,0.37095746,0.56164872,0.09422525
-5.47173587,2.56315946,0.00628652,0.57964683,0.09830367,0.84318365,0.98848098,0.36948038,0.55021481,0.09131442
-5.46573287,2.54351189,0.00597820,0.58688625,0.09679244,0.82883699,1.00846348,0.36920639,0.53830300,0.08844428
-5.45972986,2.52444317,0.00566403,0.59546150,0.09498678,0.81320482,1.02981973,0.37008272,0.52584186,0.08561404
-5.45372686,2.50590130,0.00534555,0.60533665,0.09292816,0.79626660,1.05224481,0.37207054,0.51278569,0.08282519
-5.44772386,2.48795340,0.00502452,0.61649165,0.09066441,0.77805593,1.07544615,0.37514477,0.49911773,0.08008193
-5.44172086,2.47078032,0.00470284,0.62891926,0.08824839,0.75866072,1.09914824,0.37929265,0.48485165,0.07739139
-5.43571786,2.45466412,0.00438252,0.64262082,0.08573655,0.73822071,1.12309602,0.38451118,0.47003112,0.07476366
-5.42971486,2.43996991,0.00406564,0.65760108,0.08318722,0.71692270,1.14705718,0.39080372,0.45472794,0.07221156
-5.42371186,2.42712320,0.00375427,0.67386271,0.08065882,0.69499366,1.17082355,0.39817609,0.43903865,0.06975029
-5.41770885,2.41658432,0.00345040,0.69140076,0.07820798,0.67269238,1.19421177,0.40663236,0.42308009,0.06739690
-5.41170585,2.40882148,0.00315593,0.71019734,0.07588773,0.65029997,1.21706355,0.41617078,0.40698413,0.06516959
-5.40570285,2.40428388,0.00287261,0.73021708,0.07374565,0.62810984,1.23924551,0.42677992,0.39089190,0.06308703
-5.39969985,2.40337617,0.00260196,0.75140338,0.07182234,0.60641749,1.26064881,0.43843540,0.37494794,0.06116759
-5.39369685,2.40643534,0.00234528,0.77367567,0.07014997,0.58551062,1.28118840,0.45109726,0.35929440,0.05942851
-5.38769385,2.41371088,0.00210364,0.79692786,0.06875123,0.56565994,1.30080199,0.46470797,0.34406571,0.05788522
-5.38169085,2.42534880,0.00187782,0.82102774,0.06763848,0.54711076,1.31944838,0.47919140,0.32938390,0.05655053
-5.37568784,2.44137965,0.00166832,0.84581745,0.06681340,0.53007587,1.33710529,0.49445235,0.31535463,0.05543409
-5.36968484,2.46171078,0.00147541,0.87111474,0.06626697,0.51472958,1.35376617,0.51037682,0.30206419,0.05454181
-5.36368184,2.48612255,0.00129907,0.89671489,0.06597979,0.50120309,1.36943622,0.52683288,0.28957746,0.05387538
-5.35767884,2.51426834,0.00113906,0.92239310,0.06592289,0.48958127,1.38412738,0.54367191,0.27793678,0.05343202
-5.35167584,2.54567789,0.00099493,0.94790714,0.06605880,0.47990077,1.39785237,0.56073019,0.26716185,0.05320422
-5.34567284,2.57976385,0.00086605,0.97300018,0.06634299,0.47214933,1.41061807,0.57783077,0.25725046,0.05317971
-5.33966983,2.61583093,0.00075164,0.99740367,0.06672553,0.46626648,1.42241841,0.59478540,0.24817997,0.05334151
-5.33366683,2.65308768,0.00065079,1.02084023,0.06715292,0.46214537,1.43322728,0.61139668,0.23990955,0.05366813
-5.32766383,2.69066054,0.00056250,1.04302667,0.06757009,0.45963567,1.44299193,0.62746029,0.23238297,0.05413392
-5.32166083,2.72761020,0.00048573,1.06367708,0.06792236,0.45854771,1.45162747,0.64276736,0.22553173,0.05470953
-5.31565783,2.76295013,0.00041941,1.08250636,0.06815735,0.45865749,1.45901303,0.65710718,0.21927865,0.05536254
-5.30965483,2.79566731,0.00036245,1.09923404,0.06822685,0.45971277,1.46499018,0.67027008,0.21354155,0.05605813
-5.30365183,2.82474511,0.00031381,1.11358887,0.06808833,0.46143995,1.46936402,0.68205080,0.20823704,0.05675999
-5.29764882,2.84918810,0.00027247,1.12531403,0.06770639,0.46355172,1.47190734,0.69225228,0.20328427,0.05743114
-5.29164582,2.86804859,0.00023747,1.13417317,0.06705368,0.46575534,1.47236799,0.70068998,0.19860851,0.05803499
-5.28564282,2.88045444,0.00020794,1.13995722,0.06611171,0.46776134,1.47047936,0.70719652,0.19414453,0.05853634
-5.27963982,2.88563746,0.00018306,1.14249187,0.06487110,0.46929232,1.46597376,0.71162691,0.18983958,0.05890238
-5.27363682,2.88296163,0.00016211,1.14164549,0.06333164,0.47009179,1.45859811,0.71386380,0.18565606,0.05910371
-5.26763382,2.87195003,0.00014446,1.13733723,0.06150192,0.46993256,1.44813137,0.71382291,0.18157352,0.05911527
-5.26163082,2.85230953,0.00012956,1.12954481,0.05939871,0.46862445,1.43440266,0.71145818,0.17759032,0.05891717
-5.25562781,2.82395180,0.00011694,1.11831165,0.05704604,0.46602103,1.41730928,0.70676637,0.17372451,0.05849534
-5.24962481,2.78700959,0.00010623,1.10375277,0.05447409,0.46202507,1.39683342,0.69979091,0.17001416,0.05784212
-5.24362181,2.74184718,0.00009714,1.08605906,0.05171797,0.45659247,1.37305664,0.69062455,0.16651704,0.05695650
-5.23761881,2.68906386,0.00008945,1.06549933,0.04881633,0.44973443,1.34617117,0.67941059,0.16330961,0.05584429
-5.23161581,2.62949001,0.00008301,1.04241993,0.04581002,0.44151778,1.31648727,0.66634252,0.16048545,0.05451797
-5.22561281,2.56417524,0.00007776,1.01724154,0.04274077,0.43206344,1.28443593,0.65166183,0.15815303,0.05299638
-5.21960980,2.49436857,0.00007369,0.99045315,0.03964989,0.42154304,1.25056672,0.63565394,0.15643309,0.05130414
-5.21360680,2.42149124,0.00007087,0.96260301,0.03657716,0.41017375,1.21554063,0.61864239,0.15545548,0.04947096
-5.20760380,2.34710264,0.00006946,0.93428706,0.03355987,0.39821179,1.18011806,0.60098128,0.15535585,0.04753071
-5.20160080,2.27286075,0.00006966,0.90613483,0.03063200,0.38594461,1.14514239,0.58304629,0.15627205,0.04552043
-5.19559780,2.20047840,0.00007178,0.87879351,0.02782363,0.37368232,1.11151982,0.56522461,0.15834056,0.04347922
-5.18959480,2.13167700,0.00007619,0.85291068,0.02516051,0.36174871,1.08019623,0.54790413,0.16169306,0.04144713
-5.18359180,2.06813968,0.00008336,0.82911633,0.02266389,0.35047222,1.05213212,0.53146233,0.16645321,0.03946402
-5.17758879,2.01146552,0.00009388,0.80800490,0.02035043,0.34017724,1.02827647,0.51625542,0.17273388,0.03756856
-5.17158579,1.96312673,0.00010840,0.79011812,0.01823230,0.33117620,1.00954073,0.50260800,0.18063488,0.03579720
-5.16558279,1.92443036,0.00012771,0.77592910,0.01631745,0.32376270,0.99677377,0.49080391,0.19024127,0.03418341
-5.15957979,1.89648595,0.00015271,0.76582856,0.01460996,0.31820577,0.99073869,0.48107838,0.20162236,0.03275697
-5.15357679,1.88018008,0.00018442,0.76011345,0.01311039,0.31474569,0.99209227,0.47361199,0.21483137,0.03154348
-5.14757379,1.87615852,0.00022397,0.75897851,0.01181630,0.31359109,1.00136755,0.46852645,0.22990569,0.03056408
-5.14157079,1.88481632,0.00027259,0.76251098,0.01072272,0.31491751,1.01895993,0.46588250,0.24686768,0.02983525
-5.13556778,1.90629555,0.00033163,0.77068845,0.00982262,0.31886716,1.04511705,0.46567977,0.26572596,0.02936885
-5.12956478,1.94049050,0.00040250,0.78338008,0.00910736,0.32554961,1.07993235,0.46785859,0.28647676,0.02917231
-5.12356178,1.98705915,0.00048666,0.80035076,0.00856716,0.33504328,1.12334228,0.47230363,0.30910546,0.02924886
-5.11755878,2.04544019,0.00058561,0.82126810,0.00819142,0.34739724,1.17512684,0.47884892,0.33358776,0.02959793
-5.11155578,2.11487408,0.00070080,0.84571184,0.00796905,0.36263299,1.23491308,0.48728429,0.35989050,0.03021549
-5.10555278,2.19442688,0.00083361,0.87318523,0.00788874,0.38074598,1.30218120,0.49736254,0.38797174,0.03109450
-5.09954977,2.28301555,0.00098529,0.90312791,0.00793913,0.40170649,1.37627276,0.50880725,0.41777998,0.03222529
-5.09354677,2.37943331,0.00115688,0.93492985,0.00810897,0.42545959,1.45640062,0.52132075,0.44925238,0.03359586
-5.08754377,2.48237398,0.00134915,0.96794569,0.00838717,0.45192425,1.54166018,0.53459201,0.48231195,0.03519218
-5.08154077,2.59045452,0.00156253,1.00150922,0.00876282,0.48099121,1.63104170,0.54830408,0.51686374,0.03699831
-5.07553777,2.70223501,0.00179703,1.03494743,0.00922523,0.51252012,1.72344348,0.56214103,0.55279012,0.03899653
-5.06953477,2.81623589,0.00205218,1.06759391,0.00976387,0.54633572,1.81768565,0.57579393,0.58994547,0.04116727
-5.06353177,2.93095260,0.00232698,1.09880119,0.01036833,0.58222377,1.91252482,0.58896613,0.62815060,0.04348908
-5.05752876,3.04486778,0.00261984,1.12795191,0.01102828,0.61992682,2.00666934,0.60137751,0.66718737,0.04593844
-5.05152576,3.15646187,0.00292854,1.15446874,0.01173343,0.65914058,2.09879555,0.61276790,0.70679387,0.04848966
-5.04552276,3.26422294,0.00325026,1.17782286,0.01247354,0.69951124,2.18756498,0.62289963,0.74666092,0.05111473
-5.03951976,3.36665660,0.00358153,1.19754119,0.01323846,0.74063439,2.27164276,0.63155951,0.78643021,0.05378323
-5.03351676,3.46229719,0.00391835,1.21321233,0.01401814,0.78205603,2.34971733,0.63856013,0.82569466,0.05646235
-5.02751376,3.54972100,0.00425615,1.22449131,0.01480280,0.82327609,2.42052129,0.64374094,0.86400138,0.05911709
-5.02151076,3.62756244,0.00458998,1.23110336,0.01558308,0.86375474,2.48285354,0.64696899,0.90085749,0.06171053
-5.01550775,3.69453348,0.00491453,1.23284667,0.01635022,0.90292171,2.53560228,0.64813967,0.93573894,0.06420431
-5.00950475,3.74944660,0.00522434,1.22959427,0.01709630,0.94018855,2.57776839,0.64717742,0.96810213,0.06655934
-5.00350175,3.79124093,0.00551389,1.22129520,0.01781454,0.97496354,2.60848882,0.64403656,0.99739830,0.06873665
-4.99749875,3.81901091,0.00577780,1.20797478,0.01849955,1.00666891,2.62705899,0.63870223,1.02308995,0.07069838
-4.99149575,3.83203637,0.00601098,1.18973409,0.01914761,1.03475969,2.63295360,0.63119126,1.04466888,0.07240893
-4.98549275,3.82981254,0.00620877,1.16674863,0.01975693,1.05874334,2.62584462,0.62155317,1.06167490,0.07383616
-4.97948974,3.81207841,0.00636714,1.13926584,0.02032786,1.07819930,2.60561573,0.60987088,1.07371433,0.07495262
-4.97348674,3.77884142,0.00648280,1.10760168,0.02086302,1.09279747,2.57237222,0.59626109,1.08047753,0.07573676
-4.96748374,3.73039668,0.00655330,1.07213590,0.02136736,1.10231451,2.52644541,0.58087421,1.08175416,0.07617395
-4.96148074,3.66733882,0.00657717,1.03330606,0.02184814,1.10664707,2.46839115,0.56389351,1.07744563,0.07625744
-4.95547774,3.59056515,0.00655391,0.99160020,0.02231475,1.10582110,2.39898187,0.54553356,1.06757374,0.07598896
-4.94947474,3.50126858,0.00648404,0.94754816,0.02277845,1.09999638,2.31919206,0.52603752,1.05228507,0.07537914
-4.94347174,3.40092005,0.00636908,0.90171169,0.02325197,1.08946608,2.23017744,0.50567355,1.03185059,0.07444752
-4.93746873,3.29123994,0.00621149,0.85467332,0.02374901,1.07465079,2.13324818,0.48473006,1.00666055,0.07322225
-4.93146573,3.17415909,0.00601458,0.80702452,0.02428363,1.05608730,2.02983718,0.46350998,0.97721455,0.07173949
-4.92546273,3.05177046,0.00578241,0.75935311,0.02486956,1.03441234,1.92146418,0.44232409,0.94410727,0.07004234
-4.91945973,2.92627288,0.00551965,0.71223052,0.02551946,1.01034191,1.80969732,0.42148369,0.90801045,0.06817961
-4.91345673,2.79990902,0.00523139,0.66619920,0.02624417,0.98464693,1.69611328,0.40129268,0.86965186,0.06620422
-4.90745373,2.67489997,0.00492302,0.62176060,0.02705198,0.95812635,1.58225768,0.38203950,0.82979209,0.06417149
-4.90145073,2.55337897,0.00460006,0.57936417,0.02794793,0.93157872,1.46960720,0.36398906,0.78920042,0.06213722
-4.89544772,2.43732708,0.00426796,0.53939776,0.02893324,0.90577356,1.35953467,0.34737518,0.74863053,0.06015581
-4.88944472,2.32851345,0.00393200,0.50217986,0.03000486,0.88142369,1.25327866,0.33239367,0.70879727,0.05827833
-4.88344172,2.22844267,0.00359714,0.46795376,0.03115515,0.85915976,1.15191823,0.31919640,0.67035539,0.05655076
-4.87743872,2.13831129,0.00326788,0.43688415,0.03237183,0.83950807,1.05635388,0.30788671,0.63388106,0.05501242
-4.87143572,2.05897536,0.00294822,0.40905597,0.03363805,0.82287247,0.96729505,0.29851626,0.59985685,0.05369460
-4.86543272,1.99093017,0.00264157,0.38447576,0.03493271,0.80952131,0.88525421,0.29108353,0.56866069,0.05261953
-4.85942971,1.93430294,0.00235072,0.36307538,0.03623100,0.79957971,0.81054768,0.28553401,0.54055915,0.05179972
-4.85342671,1.88885861,0.00207784,0.34471777,0.03750510,0.79302754,0.74330252,0.28176216,0.51570501,0.05123765
-4.84742371,1.85401833,0.00182448,0.32920485,0.03872505,0.78970300,0.68346901,0.27961508,0.49413925,0.05092577
-4.84142071,1.82888972,0.00159159,0.31628686,0.03985977,0.78931169,0.63083793,0.27889766,0.47579695,0.05084701
-4.83541771,1.81230764,0.00137960,0.30567305,0.04087818,0.79144064,0.58506160,0.27937918,0.46051690,0.05097551
-4.82941471,1.80288348,0.00118845,0.29704316,0.04175028,0.79557656,0.54567780,0.28080106,0.44805422,0.05127774
-4.82341171,1.79906125,0.00101768,0.29005936,0.04244830,0.80112768,0.51213537,0.28288541,0.43809544,0.05171387
-4.81740870,1.79917785,0.00086648,0.28437818,0.04294776,0.80744801,0.48382072,0.28534414,0.43027531,0.05223930
-4.81140570,1.80152545,0.00073379,0.27966194,0.04322841,0.81386321,0.46008395,0.28788836,0.42419466,0.05280642
-4.80540270,1.80441349,0.00061834,0.27558951,0.04327496,0.81969681,0.44026407,0.29023755,0.41943844,0.05336639
-4.79939970,1.80622793,0.00051874,0.27186587,0.04307774,0.82429595,0.42371228,0.29212832,0.41559352,0.05387091
-4.79339670,1.80548585,0.00043355,0.26823030,0.04263304,0.82705545,0.40981284,0.29332241,0.41226524,0.05427397
-4.78739370,1.80088334,0.00036129,0.26446293,0.04194320,0.82743945,0.39800098,0.29361368,0.40909253,0.05453344
-4.78139070,1.79133530,0.00030054,0.26038958,0.04101660,0.82499986,0.38777758,0.29283372,0.40576078,0.05461252
-4.77538769,1.77600590,0.00024992,0.25588476,0.03986726,0.81939087,0.37872036,0.29085618,0.40201242,0.05448086
-4.76938469,1.75432900,0.00020817,0.25087282,0.03851435,0.81037929,0.37049143,0.28759939,0.39765460,0.05411553
-4.76338169,1.72601805,0.00017412,0.24532735,0.03698146,0.79785034,0.36284148,0.28302746,0.39256416,0.05350159
-4.75737869,1.69106579,0.00014677,0.23926900,0.03529575,0.78180887,0.35561050,0.27714978,0.38668959,0.05263238
-4.75137569,1.64973397,0.00012520,0.23276174,0.03348703,0.76237624,0.34872547,0.27001896,0.38005033,0.05150952
-4.74537269,1.60253404,0.00010867,0.22590791,0.03158672,0.73978298,0.34219518,0.26172740,0.37273321,0.05014260
-4.73936968,1.55020001,0.00009656,0.21884230,0.02962689,0.71435795,0.33610270,0.25240272,0.36488672,0.04854853
-4.73336668,1.49365469,0.00008838,0.21172544,0.02763922,0.68651435,0.33059579,0.24220213,0.35671311,0.04675080
-4.72736368,1.43397111,0.00008375,0.20473645,0.02565415,0.65673346,0.32587568,0.23130614,0.34845879,0.04477837
-4.72136068,1.37233047,0.00008242,0.19806562,0.02370005,0.62554665,0.32218475,0.21991179,0.34040359,0.04266453
-4.71535768,1.30997869,0.00008424,0.19190711,0.02180257,0.59351669,0.31979344,0.20822574,0.33284903,0.04044567
-4.70935468,1.24818277,0.00008914,0.18645183,0.01998409,0.56121877,0.31898679,0.19645737,0.32610632,0.03815991
-4.70335168,1.18818881,0.00009715,0.18188081,0.01826337,0.52922220,0.32005109,0.18481227,0.32048423,0.03584586
-4.69734867,1.13118282,0.00010836,0.17835919,0.01665533,0.49807332,0.32326082,0.17348621,0.31627744,0.03354138
-4.69134567,1.07825554,0.00012293,0.17603091,0.01517100,0.46828007,0.32886634,0.16265985,0.31375551,0.03128247
-4.68534267,1.03037211,0.00014107,0.17501428,0.01381758,0.44029877,0.33708250,0.15249422,0.31315291,0.02910226
-4.67933967,0.98834725,0.00016305,0.17539835,0.01259867,0.41452327,0.34807843,0.14312723,0.31466024,0.02703021
-4.67333667,0.95282635,0.00018918,0.17724035,0.01151457,0.39127679,0.36196872,0.13467097,0.31841693,0.02509146
-4.66733367,0.92427257,0.00021981,0.18056386,0.01056265,0.37080641,0.37880619,0.12721019,0.32450541,0.02330640
-4.66133067,0.90296001,0.00025534,0.18535811,0.00973785,0.35328016,0.39857629,0.12080153,0.33294710,0.02169038
-4.65532766,0.88897268,0.00029620,0.19157802,0.00903312,0.33878674,0.42119344,0.11547373,0.34369998,0.02025364
-4.64932466,0.88220891,0.00034286,0.19914515,0.00843993,0.32733752,0.44649925,0.11122862,0.35665805,0.01900140
-4.64332166,0.88239076,0.00039587,0.20794957,0.00794881,0.31887065,0.47426282,0.10804283,0.37165249,0.01793408
