energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.80190095,2.30899059,0.00231383,0.25540387,0.90469764,1.24049830,0.53685106,0.00000000,0.55978438,0.05361420
-5.79589795,2.20719008,0.00212182,0.25440435,0.87016698,1.18683908,0.50584083,0.00000000,0.52751777,0.05000930
-5.78989495,2.10100555,0.00193904,0.25287966,0.83352745,1.12939834,0.47458305,0.00000000,0.49586227,0.04644262
-5.78389195,1.99142954,0.00176557,0.25075857,0.79505107,1.06891046,0.44331399,0.00000000,0.46495539,0.04293627
-5.77788894,1.87949829,0.00160147,0.24797940,0.75505206,1.00614479,0.41227456,0.00000000,0.43492871,0.03951199
-5.77188594,1.76626343,0.00144678,0.24449276,0.71387682,0.94188437,0.38170272,0.00000000,0.40590316,0.03619051
-5.76588294,1.65276472,0.00130150,0.24026388,0.67189326,0.87690513,0.35182644,0.00000000,0.37798515,0.03299099
-5.75987994,1.54000501,0.00116562,0.23527459,0.62948001,0.81195644,0.32285739,0.00000000,0.35126365,0.02993052
-5.75387694,1.42892830,0.00103911,0.22952468,0.58701599,0.74774385,0.29498573,0.00000000,0.32580844,0.02702372
-5.74787394,1.32040176,0.00092187,0.22303271,0.54487069,0.68491443,0.26837610,0.00000000,0.30166951,0.02428248
-5.74187094,1.21520206,0.00081379,0.21583618,0.50339562,0.62404529,0.24316511,0.00000000,0.27887761,0.02171578
-5.73586793,1.11400627,0.00071471,0.20799112,0.46291706,0.56563541,0.21946006,0.00000000,0.25744589,0.01932968
-5.72986493,1.01738722,0.00062441,0.19957099,0.42373036,0.51010092,0.19733911,0.00000000,0.23737231,0.01712738
-5.72386193,0.92581310,0.00054264,0.19066515,0.38609581,0.45777354,0.17685257,0.00000000,0.21864287,0.01510943
-5.71785893,0.83965075,0.00046909,0.18137672,0.35023606,0.40890215,0.15802528,0.00000000,0.20123512,0.01327396
-5.71185593,0.75917221,0.00040342,0.17182022,0.31633501,0.36365691,0.14085975,0.00000000,0.18512202,0.01161703
-5.70585293,0.68456360,0.00034525,0.16211874,0.28453811,0.32213559,0.12533994,0.00000000,0.17027572,0.01013306
-5.69984992,0.61593593,0.00029417,0.15240104,0.25495374,0.28437153,0.11143534,0.00000000,0.15667114,0.00881516
-5.69384692,0.55333687,0.00024978,0.14279855,0.22765561,0.25034274,0.09910525,0.00000000,0.14428916,0.00765560
-5.68784392,0.49676295,0.00021166,0.13344232,0.20268588,0.21998160,0.08830292,0.00000000,0.13311940,0.00664624
-5.68184092,0.44617158,0.00017942,0.12446017,0.18005878,0.19318470,0.07897951,0.00000000,0.12316227,0.00577886
-5.67583792,0.40149239,0.00015268,0.11597392,0.15976458,0.16982236,0.07108765,0.00000000,0.11443054,0.00504555
-5.66983492,0.36263748,0.00013111,0.10809690,0.14177366,0.14974763,0.06458449,0.00000000,0.10695015,0.00443905
-5.66383192,0.32951024,0.00011444,0.10093173,0.12604050,0.13280421,0.05943419,0.00000000,0.10076043,0.00395295
-5.65782891,0.30201266,0.00010248,0.09456840,0.11250754,0.11883347,0.05560983,0.00000000,0.09591373,0.00358193
-5.65182591,0.28005088,0.00009511,0.08908266,0.10110864,0.10768012,0.05309464,0.00000000,0.09247438,0.00332192
-5.64582291,0.26353896,0.00009233,0.08453479,0.09177219,0.09919669,0.05188253,0.00000000,0.09051728,0.00317018
-5.63981991,0.25240099,0.00009424,0.08096860,0.08442376,0.09324681,0.05197814,0.00000000,0.09012579,0.00312531
-5.63381691,0.24657155,0.00010109,0.07841084,0.07898816,0.08970724,0.05339609,0.00000000,0.09138940,0.00318724
-5.62781391,0.24599460,0.00011328,0.07687086,0.07539112,0.08846892,0.05615976,0.00000000,0.09440077,0.00335713
-5.62181091,0.25062111,0.00013139,0.07634063,0.07356036,0.08943705,0.06029950,0.00000000,0.09925249,0.00363725
-5.61580790,0.26040543,0.00015617,0.07679499,0.07342620,0.09253039,0.06585037,0.00000000,0.10603346,0.00403070
-5.60980490,0.27530075,0.00018862,0.07819222,0.07492179,0.09768000,0.07284939,0.00000000,0.11482494,0.00454125
-5.60380190,0.29525385,0.00022998,0.08047494,0.07798292,0.10482749,0.08133246,0.00000000,0.12569633,0.00517296
-5.59779890,0.32019939,0.00028175,0.08357119,0.08254753,0.11392301,0.09133106,0.00000000,0.13870069,0.00592984
-5.59179590,0.35005399,0.00034576,0.08739591,0.08855505,0.12492311,0.10286867,0.00000000,0.15387027,0.00681552
-5.58579290,0.38471041,0.00042416,0.09185263,0.09594552,0.13778866,0.11595720,0.00000000,0.17121189,0.00783279
-5.57978989,0.42403216,0.00051947,0.09683540,0.10465872,0.15248288,0.13059347,0.00000000,0.19070261,0.00898320
-5.57378689,0.46784876,0.00063462,0.10223102,0.11463330,0.16896964,0.14675588,0.00000000,0.21228566,0.01026668
-5.56778389,0.51595201,0.00077295,0.10792142,0.12580598,0.18721212,0.16440146,0.00000000,0.23586689,0.01168115
-5.56178089,0.56809337,0.00093827,0.11378619,0.13811095,0.20717188,0.18346342,0.00000000,0.26131203,0.01322214
-5.55577789,0.62398298,0.00113480,0.11970529,0.15147943,0.22880838,0.20384939,0.00000000,0.28844479,0.01488255
-5.54977489,0.68329005,0.00136724,0.12556165,0.16583952,0.25207893,0.22544038,0.00000000,0.31704625,0.01665246
-5.54377189,0.74564515,0.00164071,0.13124389,0.18111619,0.27693907,0.24809074,0.00000000,0.34685551,0.01851897
-5.53776888,0.81064410,0.00196069,0.13664871,0.19723164,0.30334338,0.27162903,0.00000000,0.37757179,0.02046624
-5.53176588,0.87785347,0.00233297,0.14168326,0.21410573,0.33124647,0.29585991,0.00000000,0.40885815,0.02247562
-5.52576288,0.94681763,0.00276356,0.14626703,0.23165663,0.36060424,0.32056708,0.00000000,0.44034670,0.02452582
-5.51975988,1.01706692,0.00325852,0.15033350,0.24980152,0.39137514,0.34551709,0.00000000,0.47164538,0.02659338
-5.51375688,1.08812662,0.00382382,0.15383122,0.26845728,0.42352138,0.37046398,0.00000000,0.50234595,0.02865304
-5.50775388,1.15952639,0.00446510,0.15672445,0.28754115,0.45700985,0.39515456,0.00000000,0.53203322,0.03067835
-5.50175088,1.23080964,0.00518747,0.15899333,0.30697110,0.49181271,0.41933413,0.00000000,0.56029497,0.03264233
-5.49574787,1.30154226,0.00599524,0.16063338,0.32666607,0.52790742,0.44275236,0.00000000,0.58673233,0.03451814
-5.48974487,1.37132043,0.00689159,0.16165462,0.34654585,0.56527624,0.46516905,0.00000000,0.61097014,0.03627981
-5.48374187,1.43977690,0.00787831,0.16208015,0.36653066,0.60390498,0.48635958,0.00000000,0.63266688,0.03790297
-5.47773887,1.50658554,0.00895547,0.16194434,0.38654035,0.64378109,0.50611976,0.00000000,0.65152375,0.03936548
-5.47173587,1.57146373,0.01012114,0.16129069,0.40649335,0.68489111,0.52426982,0.00000000,0.66729245,0.04064806
-5.46573287,1.63417276,0.01137111,0.16016952,0.42630540,0.72721744,0.54065746,0.00000000,0.67978139,0.04173481
-5.45972986,1.69451605,0.01269871,0.15863547,0.44588810,0.77073469,0.55515981,0.00000000,0.68885996,0.04261354
-5.45372686,1.75233540,0.01409461,0.15674508,0.46514753,0.81540569,0.56768425,0.00000000,0.69446085,0.04327608
-5.44772386,1.80750579,0.01554678,0.15455447,0.48398300,0.86117733,0.57816822,0.00000000,0.69658022,0.04371834
-5.44172086,1.85992885,0.01704047,0.15211725,0.50228615,0.90797653,0.58657802,0.00000000,0.69527584,0.04394034
-5.43571786,1.90952585,0.01855838,0.14948271,0.51994044,0.95570648,0.59290682,0.00000000,0.69066333,0.04394597
-5.42971486,1.95623052,0.02008086,0.14669450,0.53682139,1.00424344,0.59717217,0.00000000,0.68291088,0.04374277
-5.42371186,1.99998245,0.02158627,0.14378969,0.55279740,1.05343421,0.59941306,0.00000000,0.67223252,0.04334155
-5.41770885,2.04072150,0.02305144,0.14079829,0.56773146,1.10309465,0.59968701,0.00000000,0.65888062,0.04275588
-5.41170585,2.07838382,0.02445223,0.13774329,0.58148359,1.15300918,0.59806728,0.00000000,0.64313779,0.04200165
-5.40570285,2.11289963,0.02576414,0.13464109,0.59391403,1.20293151,0.59464041,0.00000000,0.62530874,0.04109655
-5.39969985,2.14419327,0.02696304,0.13150240,0.60488719,1.25258675,0.58950433,0.00000000,0.60571235,0.04005950
-5.39369685,2.17218530,0.02802590,0.12833331,0.61427592,1.30167474,0.58276701,0.00000000,0.58467434,0.03891020
-5.38769385,2.19679683,0.02893149,0.12513673,0.62196628,1.34987478,0.57454582,0.00000000,0.56252075,0.03766871
-5.38169085,2.21795567,0.02966115,0.12191382,0.62786226,1.39685170,0.56496739,0.00000000,0.53957240,0.03635499
-5.37568784,2.23560414,0.03019936,0.11866555,0.63189037,1.44226307,0.55416804,0.00000000,0.51614040,0.03498866
-5.36968484,2.24970791,0.03053434,0.11539402,0.63400384,1.48576767,0.54229443,0.00000000,0.49252272,0.03358865
-5.36368184,2.26026554,0.03065844,0.11210376,0.63418615,1.52703479,0.52950440,0.00000000,0.46900166,0.03217308
-5.35767884,2.26731806,0.03056848,0.10880257,0.63245370,1.56575444,0.51596777,0.00000000,0.44584224,0.03075906
-5.35167584,2.27095812,0.03026584,0.10550218,0.62885751,1.60164803,0.50186675,0.00000000,0.42329116,0.02936260
-5.34567284,2.27133804,0.02975642,0.10221849,0.62348377,1.63447936,0.48739594,0.00000000,0.40157624,0.02799854
-5.33966983,2.26867644,0.02905052,0.09897136,0.61645324,1.66406535,0.47276173,0.00000000,0.38090615,0.02668051
-5.33366683,2.26326290,0.02816239,0.09578417,0.60791955,1.69028646,0.45818087,0.00000000,0.36147015,0.02542086
-5.32766383,2.25546019,0.02710984,0.09268291,0.59806629,1.71309591,0.44387835,0.00000000,0.34343786,0.02423066
-5.32166083,2.24570403,0.02591359,0.08969513,0.58710322,1.73252745,0.43008444,0.00000000,0.32695884,0.02311961
-5.31565783,2.23449983,0.02459659,0.08684858,0.57526166,1.74870112,0.41703104,0.00000000,0.31216187,0.02209606
-5.30965483,2.22241650,0.02318332,0.08416988,0.56278907,1.76182630,0.40494743,0.00000000,0.29915418,0.02116687
-5.30365183,2.21007718,0.02169903,0.08168302,0.54994336,1.77220169,0.39405552,0.00000000,0.28802037,0.02033744
-5.29764882,2.19814684,0.02016895,0.07940812,0.53698673,1.78021167,0.38456482,0.00000000,0.27882123,0.01961157
-5.29164582,2.18731700,0.01861764,0.07736026,0.52417947,1.78631879,0.37666731,0.00000000,0.27159263,0.01899149
-5.28564282,2.17828765,0.01706835,0.07554851,0.51177385,1.79105213,0.37053243,0.00000000,0.26634442,0.01847774
-5.27963982,2.17174687,0.01554247,0.07397543,0.50000814,1.79499159,0.36630223,0.00000000,0.26305957,0.01806923
-5.27363682,2.16834837,0.01405907,0.07263668,0.48910095,1.79874834,0.36408706,0.00000000,0.26169366,0.01776321
-5.26763382,2.16868781,0.01263462,0.07152119,0.47924611,1.80294186,0.36396175,0.00000000,0.26217468,0.01755529
-5.26163082,2.17327841,0.01128277,0.07061153,0.47060792,1.80817434,0.36596244,0.00000000,0.26440346,0.01743957
-5.25562781,2.18252678,0.01001422,0.06988461,0.46331713,1.81500341,0.37008431,0.00000000,0.26825443,0.01740868
-5.24962481,2.19670995,0.00883681,0.06931271,0.45746752,1.82391424,0.37627996,0.00000000,0.27357710,0.01745395
-5.24362181,2.21595453,0.00775555,0.06886463,0.45311325,1.83529248,0.38445887,0.00000000,0.28019793,0.01756557
-5.23761881,2.24021923,0.00677287,0.06850701,0.45026703,1.84939929,0.39448762,0.00000000,0.28792281,0.01773279
-5.23161581,2.26928159,0.00588886,0.06820569,0.44889914,1.86634994,0.40619112,0.00000000,0.29653996,0.01794410
-5.22561281,2.30273010,0.00510155,0.06792711,0.44893744,1.88609731,0.41935485,0.00000000,0.30582327,0.01818747
-5.21960980,2.33996248,0.00440723,0.06763950,0.45026826,1.90842147,0.43372793,0.00000000,0.31553597,0.01845061
-5.21360680,2.38019070,0.00380084,0.06731407,0.45273851,1.93292620,0.44902726,0.00000000,0.32543468,0.01872116
-5.20760380,2.42245337,0.00327623,0.06692592,0.45615867,1.95904323,0.46494252,0.00000000,0.33527354,0.01898694
-5.20160080,2.46563533,0.00282655,0.06645479,0.46030699,1.98604427,0.48114208,0.00000000,0.34480868,0.01923620
-5.19559780,2.50849438,0.00244449,0.06588554,0.46493463,2.01306083,0.49727970,0.00000000,0.35380258,0.01945779
-5.18959480,2.54969454,0.00212259,0.06520846,0.46977178,2.03911122,0.51300199,0.00000000,0.36202860,0.01964143
-5.18359180,2.58784478,0.00185341,0.06441934,0.47453465,2.06313372,0.52795642,0.00000000,0.36927533,0.01977782
-5.17758879,2.62154206,0.00162979,0.06351935,0.47893304,2.08402473,0.54179981,0.00000000,0.37535084,0.01985886
-5.17158579,2.64941709,0.00144492,0.06251482,0.48267852,2.10068010,0.55420694,0.00000000,0.38008662,0.01987778
-5.16558279,2.67018098,0.00129251,0.06141691,0.48549264,2.11203800,0.56487925,0.00000000,0.38334122,0.01982923
-5.15957979,2.68267100,0.00116685,0.06024117,0.48711528,2.11712129,0.57355317,0.00000000,0.38500342,0.01970944
-5.15357679,2.68589340,0.00106285,0.05900715,0.48731256,2.11507743,0.58000793,0.00000000,0.38499485,0.01951623
-5.14757379,2.67906155,0.00097607,0.05773799,0.48588413,2.10521419,0.58407248,0.00000000,0.38327198,0.01924909
-5.14157079,2.66162760,0.00090270,0.05646000,0.48266962,2.08702935,0.58563129,0.00000000,0.37982735,0.01890917
-5.13556778,2.63330638,0.00083953,0.05520240,0.47755392,2.06023323,0.58462880,0.00000000,0.37469007,0.01849924
-5.12956478,2.59409036,0.00078398,0.05399700,0.47047108,2.02476299,0.58107214,0.00000000,0.36792540,0.01802369
-5.12356178,2.54425501,0.00073394,0.05287797,0.46140685,1.98078806,0.57503226,0.00000000,0.35963358,0.01748838
-5.11755878,2.48435444,0.00068784,0.05188168,0.45039951,1.92870676,0.56664310,0.00000000,0.34994771,0.01690056
-5.11155578,2.41520741,0.00064448,0.05104653,0.43753923,1.86913419,0.55609887,0.00000000,0.33903091,0.01626872
-5.10555278,2.33787444,0.00060306,0.05041271,0.42296588,1.80288240,0.54364964,0.00000000,0.32707277,0.01560241
-5.09954977,2.25362710,0.00056308,0.05002206,0.40686542,1.73093359,0.52959509,0.00000000,0.31428514,0.01491204
-5.09354677,2.16391079,0.00052429,0.04991773,0.38946515,1.65440798,0.51427700,0.00000000,0.30089751,0.01420868
-5.08754377,2.07030268,0.00048664,0.05014384,0.37102790,1.57452775,0.49807039,0.00000000,0.28715206,0.01350382
-5.08154077,1.97446669,0.00045025,0.05074500,0.35184549,1.49257877,0.48137388,0.00000000,0.27329854,0.01280919
-5.07553777,1.87810717,0.00041536,0.05176577,0.33223183,1.40987180,0.46459958,0.00000000,0.25958921,0.01213644
-5.06953477,1.78292327,0.00038231,0.05324991,0.31251565,1.32770475,0.44816275,0.00000000,0.24627397,0.01149704
-5.06353177,1.69056558,0.00035149,0.05523965,0.29303344,1.24732749,0.43247183,0.00000000,0.23359576,0.01090196
-5.05752876,1.60259656,0.00032334,0.05777470,0.27412259,1.16991036,0.41791893,0.00000000,0.22178649,0.01036155
-5.05152576,1.52045582,0.00029835,0.06089135,0.25611488,1.09651743,0.40487120,0.00000000,0.21106340,0.00988535
-5.04552276,1.44543133,0.00027702,0.06462133,0.23933066,1.02808506,0.39366341,0.00000000,0.20162615,0.00948195
-5.03951976,1.37863682,0.00025988,0.06899077,0.22407355,0.96540620,0.38459161,0.00000000,0.19365434,0.00915886
-5.03351676,1.32099581,0.00024748,0.07401906,0.21062576,0.90912044,0.37790836,0.00000000,0.18730576,0.00892240
-5.02751376,1.27323187,0.00024039,0.07971780,0.19924403,0.85970944,0.37381916,0.00000000,0.18271501,0.00877767
-5.02151076,1.23586482,0.00023922,0.08608968,0.19015611,0.81749758,0.37248036,0.00000000,0.17999271,0.00872844
-5.01550775,1.20921222,0.00024459,0.09312756,0.18355761,0.78265678,0.37399817,0.00000000,0.17922489,0.00877716
-5.00950475,1.19339514,0.00025719,0.10081356,0.17960925,0.75521502,0.37842879,0.00000000,0.18047274,0.00892490
-5.00350175,1.18834751,0.00027771,0.10911830,0.17843430,0.73506747,0.38577936,0.00000000,0.18377239,0.00917138
-4.99749875,1.19382788,0.00030689,0.11800031,0.18011629,0.72198958,0.39600960,0.00000000,0.18913475,0.00951495
-4.99149575,1.20943280,0.00034549,0.12740561,0.18469683,0.71565103,0.40903383,0.00000000,0.19654532,0.00995260
-4.98549275,1.23461105,0.00039429,0.13726753,0.19217353,0.71563011,0.42472332,0.00000000,0.20596390,0.01048000
-4.97948974,1.26867791,0.00045406,0.14750672,0.20249837,0.72142762,0.44290867,0.00000000,0.21732426,0.01109151
-4.97348674,1.31082926,0.00052554,0.15803153,0.21557615,0.73248012,0.46338230,0.00000000,0.23053378,0.01178022
-4.96748374,1.36015504,0.00060944,0.16873861,0.23126373,0.74817202,0.48590084,0.00000000,0.24547309,0.01253798
-4.96148074,1.41565230,0.00070637,0.17951394,0.24936974,0.76784653,0.51018762,0.00000000,0.26199598,0.01335550
-4.95547774,1.47623771,0.00081682,0.19023420,0.26965535,0.79081543,0.53593516,0.00000000,0.27992958,0.01422244
-4.94947474,1.54076019,0.00094114,0.20076850,0.29183607,0.81636789,0.56280795,0.00000000,0.29907500,0.01512747
-4.94347174,1.60801372,0.00107946,0.21098053,0.31558493,0.84377849,0.59044553,0.00000000,0.31920865,0.01605843
-4.93746873,1.67675115,0.00123170,0.22073107,0.34053697,0.87231494,0.61846618,0.00000000,0.34008435,0.01700252
-4.93146573,1.74569920,0.00139751,0.22988089,0.36629538,0.90124555,0.64647129,0.00000000,0.36143634,0.01794643
-4.92546273,1.81357507,0.00157625,0.23829384,0.39243902,0.92984714,0.67405051,0.00000000,0.38298324,0.01887666
-4.91945973,1.87910500,0.00176697,0.24584031,0.41853143,0.95741324,0.70078790,0.00000000,0.40443301,0.01977966
-4.91345673,1.94104460,0.00196838,0.25240060,0.44413101,0.98326306,0.72626893,0.00000000,0.42548881,0.02064221
-4.90745373,1.99820089,0.00217889,0.25786850,0.46880208,1.00675102,0.75008833,0.00000000,0.44585568,0.02145165
-4.90145073,2.04945556,0.00239658,0.26215454,0.49212654,1.02727690,0.77185865,0.00000000,0.46524777,0.02219618
-4.89544772,2.09378876,0.00261926,0.26518910,0.51371551,1.04429632,0.79121921,0.00000000,0.48339587,0.02286519
-4.88944472,2.13030260,0.00284449,0.26692495,0.53322058,1.05733124,0.80784524,0.00000000,0.50005494,0.02344951
-4.88344172,2.15824336,0.00306963,0.26733929,0.55034411,1.06597999,0.82145662,0.00000000,0.51501127,0.02394168
-4.87743872,2.17702119,0.00329192,0.26643509,0.56484799,1.06992640,0.83182605,0.00000000,0.52808884,0.02433613
-4.87143572,2.18622643,0.00350852,0.26424155,0.57656050,1.06894748,0.83878597,0.00000000,0.53915461,0.02462935
-4.86543272,2.18564130,0.00371663,0.26081370,0.58538081,1.06291916,0.84223404,0.00000000,0.54812234,0.02481998
-4.85942971,2.17524626,0.00391350,0.25623115,0.59128086,1.05181963,0.84213663,0.00000000,0.55495471,0.02490881
-4.85342671,2.15522030,0.00409658,0.25059584,0.59430447,1.03572995,0.83853018,0.00000000,0.55966353,0.02489875
-4.84742371,2.12593494,0.00426355,0.24402902,0.59456360,1.01483176,0.83152015,0.00000000,0.56230801,0.02479463
-4.84142071,2.08794182,0.00441238,0.23666748,0.59223201,0.98940191,0.82127763,0.00000000,0.56299102,0.02460308
-4.83541771,2.04195421,0.00454139,0.22865917,0.58753655,0.95980423,0.80803357,0.00000000,0.56185360,0.02433218
-4.82941471,1.98882329,0.00464931,0.22015848,0.58074644,0.92647865,0.79207088,0.00000000,0.55906786,0.02399115
-4.82341171,1.92950987,0.00473525,0.21132122,0.57216122,0.88992810,0.77371480,0.00000000,0.55482874,0.02358998
-4.81740870,1.86505316,0.00479876,0.20229973,0.56209773,0.85070364,0.75332189,0.00000000,0.54934493,0.02313907
-4.81140570,1.79653762,0.00483976,0.19323813,0.55087709,0.80938853,0.73126824,0.00000000,0.54282951,0.02264878
-4.80540270,1.72505974,0.00485859,0.18426815,0.53881207,0.76658194,0.70793738,0.00000000,0.53549086,0.02212905
-4.79939970,1.65169602,0.00485589,0.17550543,0.52619553,0.72288288,0.68370857,0.00000000,0.52752418,0.02158913
-4.79339670,1.57747374,0.00483262,0.16704679,0.51329063,0.67887512,0.65894596,0.00000000,0.51910433,0.02103719
-4.78739370,1.50334570,0.00478995,0.15896832,0.50032303,0.63511362,0.63398910,0.00000000,0.51038008,0.02048015
-4.78139070,1.43016995,0.00472924,0.15132437,0.48747558,0.59211308,0.60914531,0.00000000,0.50147038,0.01992351
-4.77538769,1.35869531,0.00465198,0.14414771,0.47488553,0.55033887,0.58468411,0.00000000,0.49246258,0.01937129
-4.76938469,1.28955301,0.00455973,0.13745043,0.46264438,0.51020065,0.56083387,0.00000000,0.48341284,0.01882605
-4.76338169,1.22325447,0.00445405,0.13122588,0.45080018,0.47204877,0.53778084,0.00000000,0.47434855,0.01828895
-4.75737869,1.16019511,0.00433652,0.12545122,0.43936208,0.43617342,0.51567029,0.00000000,0.46527271,0.01776000
-4.75137569,1.10066340,0.00420865,0.12009065,0.42830666,0.40280630,0.49460970,0.00000000,0.45616977,0.01723824
-4.74537269,1.04485448,0.00407194,0.11509899,0.41758560,0.37212466,0.47467360,0.00000000,0.44701280,0.01672203
-4.73936968,0.99288729,0.00392781,0.11042552,0.40713428,0.34425718,0.45590961,0.00000000,0.43777135,0.01620941
-4.73336668,0.94482417,0.00377765,0.10601785,0.39688060,0.31929140,0.43834544,0.00000000,0.42841962,0.01569840
-4.72736368,0.90069154,0.00362282,0.10182562,0.38675367,0.29728214,0.42199618,0.00000000,0.41894449,0.01518734
-4.72136068,0.86050084,0.00346468,0.09780396,0.37669169,0.27826053,0.40687153,0.00000000,0.40935282,0.01467519
-4.71535768,0.82426836,0.00330464,0.09391645,0.36664892,0.26224316,0.39298261,0.00000000,0.39967784,0.01416184
-4.70935468,0.79203328,0.00314413,0.09013760,0.35660113,0.24924090,0.38034797,0.00000000,0.38998405,0.01364828
-4.70335168,0.76387295,0.00298472,0.08645466,0.34654953,0.23926706,0.36899856,0.00000000,0.38037059,0.01313680
-4.69734867,0.73991504,0.00282806,0.08286889,0.33652302,0.23234460,0.35898145,0.00000000,0.37097289,0.01263110
-4.69134567,0.72034606,0.00267599,0.07939608,0.32657883,0.22851204,0.35036224,0.00000000,0.36196239,0.01213626
-4.68534267,0.70541602,0.00253047,0.07606655,0.31680160,0.22782799,0.34322626,0.00000000,0.35354461,0.01165879
-4.67933967,0.69543935,0.00239366,0.07292448,0.30730114,0.23037398,0.33767839,0.00000000,0.34595551,0.01120645
-4.67333667,0.69079195,0.00226791,0.07002685,0.29820914,0.23625570,0.33384182,0.00000000,0.33945636,0.01078815
-4.66733367,0.69190482,0.00215573,0.06744184,0.28967499,0.24560240,0.33185584,0.00000000,0.33432738,0.01041369
-4.66133067,0.69925427,0.00205982,0.06524696,0.28186120,0.25856447,0.33187275,0.00000000,0.33086032,0.01009355
-4.65532766,0.71334924,0.00198301,0.06352691,0.27493848,0.27530934,0.33405415,0.00000000,0.32935032,0.00983860
-4.64932466,0.73471585,0.00192827,0.06237114,0.26908086,0.29601544,0.33856663,0.00000000,0.33008728,0.00965978
-4.64332166,0.76387972,0.00189866,0.06187141,0.26446093,0.32086466,0.34557710,0.00000000,0.33334694,0.00956780
