energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up
-6.00000000,2.94389367,0.90015745,1.76102027,0.02210894,0.06215395,0.28069680,0.80882182,0.00000000
-5.99399700,2.84988275,0.88477487,1.69328255,0.02264223,0.06052692,0.27871875,0.78876252,0.00000000
-5.98799400,2.76552096,0.87045778,1.63346537,0.02320041,0.05896300,0.27824319,0.77004584,0.00000000
-5.98199100,2.69224197,0.85763943,1.58232549,0.02378825,0.05749629,0.27948689,0.75312241,0.00000000
-5.97598799,2.63123258,0.84668839,1.54045279,0.02441033,0.05615439,0.28264248,0.73838800,0.00000000
-5.96998499,2.58339290,0.83789506,1.50825166,0.02507068,0.05495764,0.28787086,0.72616944,0.00000000
-5.96398199,2.54930616,0.83146141,1.48592807,0.02577225,0.05391862,0.29529411,0.71671315,0.00000000
-5.95797899,2.52921946,0.82749441,1.47348299,0.02651653,0.05304204,0.30498898,0.71017684,0.00000000
-5.95197599,2.52303614,0.82600326,1.47071236,0.02730310,0.05232495,0.31698156,0.70662456,0.00000000
-5.94597299,2.53032015,0.82690052,1.47721395,0.02812936,0.05175723,0.33124296,0.70602518,0.00000000
-5.93996998,2.55031210,0.83000691,1.49240076,0.02899024,0.05132244,0.34768661,0.70825441,0.00000000
-5.93396698,2.58195655,0.83505962,1.51552075,0.02987806,0.05099881,0.36616701,0.71310000,0.00000000
-5.92796398,2.62393921,0.84172350,1.54568214,0.03078257,0.05076046,0.38648030,0.72027010,0.00000000
-5.92196098,2.67473277,0.84960474,1.58188337,0.03169104,0.05057877,0.40836661,0.72940405,0.00000000
-5.91595798,2.73264939,0.85826631,1.62304667,0.03258848,0.05042372,0.43151424,0.74008542,0.00000000
-5.90995498,2.79589768,0.86724447,1.66805387,0.03345804,0.05026528,0.45556565,0.75185649,0.00000000
-5.90395198,2.86264205,0.87606566,1.71578299,0.03428148,0.05007474,0.48012515,0.76423369,0.00000000
-5.89794897,2.93106177,0.88426305,1.76514420,0.03503973,0.04982583,0.50476800,0.77672344,0.00000000
-5.89194597,2.99940752,0.89139212,1.81511344,0.03571349,0.04949578,0.52905083,0.78883754,0.00000000
-5.88594297,3.06605303,0.89704461,1.86476244,0.03628394,0.04906612,0.55252299,0.80010787,0.00000000
-5.87993997,3.12953982,0.90086046,1.91328362,0.03673333,0.04852320,0.57473840,0.81009959,0.00000000
-5.87393697,3.18861315,0.90253733,1.96000877,0.03704568,0.04785858,0.59526757,0.81842259,0.00000000
-5.86793397,3.24224788,0.90183744,2.00442075,0.03720730,0.04706908,0.61370933,0.82474083,0.00000000
-5.86193097,3.28966337,0.89859158,2.04615743,0.03720732,0.04615661,0.62970186,0.82877919,0.00000000
-5.85592796,3.33032694,0.89270047,2.08500792,0.03703805,0.04512785,0.64293246,0.83032798,0.00000000
-5.84992496,3.36394604,0.88413335,2.12090106,0.03669526,0.04399366,0.65314588,0.82924481,0.00000000
-5.84392196,3.39044996,0.87292428,2.15388698,0.03617835,0.04276837,0.66015070,0.82545407,0.00000000
-5.83791896,3.40996206,0.85916637,2.18411248,0.03549030,0.04146900,0.66382360,0.81894427,0.00000000
-5.83191596,3.42276446,0.84300429,2.21179175,0.03463759,0.04011437,0.66411131,0.80976331,0.00000000
-5.82591296,3.42925698,0.82462563,2.23717390,0.03362997,0.03872415,0.66103030,0.79801220,0.00000000
-5.81990995,3.42991286,0.80425144,2.26050917,0.03248007,0.03731802,0.65466402,0.78383754,0.00000000
-5.81390695,3.42523365,0.78212651,2.28201571,0.03120305,0.03591484,0.64515815,0.76742317,0.00000000
-5.80790395,3.41570578,0.75850975,2.30184892,0.02981605,0.03453185,0.63271384,0.74898144,0.00000000
-5.80190095,3.40176128,0.73366511,2.32007514,0.02833769,0.03318412,0.61757945,0.72874442,0.00000000
-5.79589795,3.38374475,0.70785335,2.33665136,0.02678753,0.03188400,0.60004112,0.70695554,0.00000000
-5.78989495,3.36188836,0.68132492,2.35141217,0.02518549,0.03064085,0.58041259,0.68386185,0.00000000
-5.78389195,3.33629623,0.65431418,2.36406501,0.02355141,0.02946082,0.55902483,0.65970725,0.00000000
-5.77788894,3.30693898,0.62703501,2.37419410,0.02190448,0.02834688,0.53621577,0.63472678,0.00000000
-5.77188594,3.27365856,0.59967793,2.38127298,0.02026290,0.02729894,0.51232066,0.60914226,0.00000000
-5.76588294,3.23618293,0.57240857,2.38468521,0.01864349,0.02631412,0.48766341,0.58315909,0.00000000
-5.75987994,3.19414970,0.54536752,2.38375207,0.01706143,0.02538717,0.46254917,0.55696432,0.00000000
-5.75387694,3.14713706,0.51867132,2.37776600,0.01553004,0.02451092,0.43725833,0.53072599,0.00000000
-5.74787394,3.09470005,0.49241442,2.36602768,0.01406062,0.02367683,0.41204212,0.50459332,0.00000000
-5.74187094,3.03641005,0.46667188,2.34788502,0.01266248,0.02287558,0.38711985,0.47869788,0.00000000
-5.73586793,2.97189493,0.44150256,2.32277163,0.01134283,0.02209761,0.36267759,0.45315534,0.00000000
-5.72986493,2.90087741,0.41695260,2.29024269,0.01010694,0.02133370,0.33886833,0.42806764,0.00000000
-5.72386193,2.82320939,0.39305886,2.25000629,0.00895816,0.02057547,0.31581341,0.40352534,0.00000000
-5.71785893,2.73890013,0.36985228,2.20194824,0.00789815,0.01981574,0.29360483,0.37961001,0.00000000
-5.71185593,2.64813654,0.34736075,2.14614918,0.00692699,0.01904894,0.27230837,0.35639640,0.00000000
-5.70585293,2.55129461,0.32561156,2.08289284,0.00604338,0.01827130,0.25196718,0.33395426,0.00000000
-5.69984992,2.44894096,0.30463318,2.01266508,0.00524490,0.01748096,0.23260552,0.31234971,0.00000000
-5.69384692,2.34182475,0.28445645,1.93614368,0.00452814,0.01667803,0.21423261,0.29164609,0.00000000
-5.68784392,2.23086025,0.26511499,1.85417952,0.00388894,0.01586445,0.19684607,0.27190426,0.00000000
-5.68184092,2.11710099,0.24664506,1.76777003,0.00332259,0.01504384,0.18043521,0.25318232,0.00000000
-5.67583792,2.00170711,0.22908475,1.67802641,0.00282398,0.01422126,0.16498367,0.23553488,0.00000000
-5.66983492,1.88590744,0.21247278,1.58613624,0.00238777,0.01340285,0.15047165,0.21901192,0.00000000
-5.66383192,1.77095849,0.19684683,1.49332336,0.00200855,0.01259556,0.13687746,0.20365730,0.00000000
-5.65782891,1.65810238,0.18224179,1.40080709,0.00168092,0.01180670,0.12417867,0.18950722,0.00000000
-5.65182591,1.54852583,0.16868781,1.30976257,0.00139965,0.01104365,0.11235272,0.17658849,0.00000000
-5.64582291,1.44332217,0.15620852,1.22128412,0.00115970,0.01031344,0.10137714,0.16491713,0.00000000
-5.63981991,1.34345813,0.14481944,1.13635318,0.00095631,0.00962253,0.09122944,0.15449705,0.00000000
-5.63381691,1.24974690,0.13452673,1.05581204,0.00078508,0.00897647,0.08188690,0.14531923,0.00000000
-5.62781391,1.16282841,0.12532641,0.98034447,0.00064193,0.00837979,0.07332615,0.13736136,0.00000000
-5.62181091,1.08315771,0.11720406,0.91046353,0.00052318,0.00783580,0.06552278,0.13058802,0.00000000
-5.61580790,1.01100145,0.11013514,0.84650704,0.00042552,0.00734656,0.05845099,0.12495150,0.00000000
-5.60980490,0.94644246,0.10408584,0.78864036,0.00034602,0.00691293,0.05208338,0.12039324,0.00000000
-5.60380190,0.88939200,0.09901449,0.73686599,0.00028214,0.00653455,0.04639087,0.11684585,0.00000000
-5.59779890,0.83960853,0.09487345,0.69103931,0.00023167,0.00621007,0.04134277,0.11423563,0.00000000
-5.59179590,0.79672217,0.09161145,0.65088932,0.00019276,0.00593725,0.03690706,0.11248555,0.00000000
-5.58579290,0.76026345,0.08917619,0.61604334,0.00016385,0.00571321,0.03305077,0.11151856,0.00000000
-5.57978989,0.72969485,0.08751708,0.58605438,0.00014369,0.00553466,0.02974050,0.11126093,0.00000000
-5.57378689,0.70444365,0.08658805,0.56042989,0.00013127,0.00539813,0.02694303,0.11164571,0.00000000
-5.56778389,0.68393476,0.08635018,0.53866065,0.00012583,0.00530023,0.02462592,0.11261591,0.00000000
-5.56178089,0.66762198,0.08677414,0.52024867,0.00012684,0.00523787,0.02275812,0.11412728,0.00000000
-5.55577789,0.65501644,0.08784204,0.50473304,0.00013391,0.00520846,0.02131056,0.11615068,0.00000000
-5.54977489,0.64571135,0.08954895,0.49171286,0.00014684,0.00521010,0.02025655,0.11867357,0.00000000
-5.54377189,0.63940191,0.09190363,0.48086647,0.00016557,0.00524170,0.01957214,0.12170091,0.00000000
-5.53776888,0.63590005,0.09492858,0.47196664,0.00019013,0.00530306,0.01923629,0.12525499,0.00000000
-5.53176588,0.63514339,0.09865944,0.46489124,0.00022065,0.00539495,0.01923089,0.12937447,0.00000000
-5.52576288,0.63719852,0.10314358,0.45962929,0.00025730,0.00551906,0.01954060,0.13411248,0.00000000
-5.51975988,0.64225851,0.10843801,0.45628252,0.00030033,0.00567798,0.02015257,0.13953384,0.00000000
-5.51375688,0.65063523,0.11460673,0.45506251,0.00034997,0.00587508,0.02105605,0.14571158,0.00000000
-5.50775388,0.66274676,0.12171757,0.45628377,0.00040650,0.00611441,0.02224183,0.15272288,0.00000000
-5.50175088,0.67910074,0.12983873,0.46035328,0.00047016,0.00640052,0.02370175,0.16064457,0.00000000
-5.49574787,0.70027446,0.13903511,0.46775681,0.00054118,0.00673830,0.02542807,0.16954854,0.00000000
-5.48974487,0.72689242,0.14936470,0.47904276,0.00061977,0.00713276,0.02741293,0.17949710,0.00000000
-5.48374187,0.75960245,0.16087520,0.49480394,0.00070611,0.00758884,0.02964790,0.19053872,0.00000000
-5.47773887,0.79905117,0.17360097,0.51565804,0.00080038,0.00811124,0.03212356,0.20270430,0.00000000
-5.47173587,0.84585971,0.18756059,0.54222715,0.00090276,0.00870422,0.03482931,0.21600410,0.00000000
-5.46573287,0.90060035,0.20275511,0.57511714,0.00101346,0.00937141,0.03775323,0.23042566,0.00000000
-5.45972986,0.96377496,0.21916703,0.61489717,0.00113277,0.01011571,0.04088221,0.24593270,0.00000000
-5.45372686,1.03579559,0.23676021,0.66208000,0.00126111,0.01093917,0.04420212,0.26246510,0.00000000
-5.44772386,1.11696772,0.25548054,0.71710332,0.00139907,0.01184286,0.04769822,0.27993997,0.00000000
-5.44172086,1.20747658,0.27525745,0.78031277,0.00154750,0.01282687,0.05135562,0.29825381,0.00000000
