energy_ev,total_up,Pb_p_up,Pb_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.38769385,1.44483225,0.08716006,0.00043387,0.42696799,0.64617009,0.04744643,1.03490147
-5.38169085,1.50428165,0.09198329,0.00047807,0.44467010,0.66803087,0.04822318,1.07535939
-5.37568784,1.56859521,0.09749047,0.00052683,0.46402156,0.69115064,0.04901389,1.11877566
-5.36968484,1.63844310,0.10377087,0.00058036,0.48530440,0.71578255,0.04983402,1.16558664
-5.36368184,1.71445346,0.11091929,0.00063878,0.50880143,0.74216279,0.05069995,1.21619367
-5.35767884,1.79716925,0.11903374,0.00070211,0.53478306,0.77049252,0.05162778,1.27093230
-5.35167584,1.88700698,0.12821285,0.00077026,0.56349459,0.80092056,0.05263220,1.33004307
-5.34567284,1.98421961,0.13855328,0.00084297,0.59514415,0.83352812,0.05372540,1.39364555
-5.33966983,2.08886562,0.15014706,0.00091988,0.62989218,0.86831619,0.05491613,1.46171709
-5.33366683,2.20078617,0.16307890,0.00100046,0.66784261,0.90519657,0.05620901,1.53407757
-5.32766383,2.31959146,0.17742352,0.00108404,0.70903641,0.94398700,0.05760407,1.61038124
-5.32166083,2.44465735,0.19324311,0.00116981,0.75344742,0.98441071,0.05909647,1.69011610
-5.31565783,2.57513224,0.21058472,0.00125683,0.80098075,1.02610059,0.06067659,1.77261115
-5.30965483,2.70995410,0.22947776,0.00134407,0.85147351,1.06860775,0.06233030,1.85705111
-5.30365183,2.84787639,0.24993147,0.00143041,0.90469781,1.11141392,0.06403949,1.94249798
-5.29764882,2.98750178,0.27193245,0.00151467,0.96036548,1.15394731,0.06578278,2.02791832
-5.29164582,3.12732139,0.29544220,0.00159567,1.01813421,1.19560076,0.06753632,2.11221478
-5.28564282,3.26575762,0.32039470,0.00167224,1.07761455,1.23575145,0.06927473,2.19426025
-5.27963982,3.40120814,0.34669413,0.00174325,1.13837727,1.27378103,0.07097205,2.27293273
-5.27363682,3.53208864,0.37421276,0.00180769,1.19996051,1.30909502,0.07260258,2.34714926
-5.26763382,3.65687228,0.40278917,0.00186463,1.26187648,1.34114077,0.07414173,2.41589696
-5.26163082,3.77412393,0.43222700,0.00191332,1.32361719,1.36942283,0.07556665,2.47825991
-5.25562781,3.88252779,0.46229426,0.00195315,1.38465922,1.39351524,0.07685676,2.53344053
-5.24962481,3.98090764,0.49272354,0.00198372,1.44446738,1.41307033,0.07799409,2.58077471
-5.24362181,4.06823918,0.52321323,0.00200479,1.50249755,1.42782369,0.07896337,2.61974030
-5.23761881,4.14365496,0.55342995,0.00201633,1.55819872,1.43759541,0.07975209,2.64995908
-5.23161581,4.20644265,0.58301227,0.00201849,1.61101491,1.44228800,0.08035027,2.67119265
-5.22561281,4.25603777,0.61157587,0.00201159,1.66038721,1.44188125,0.08075025,2.68333310
-5.21960980,4.29201257,0.63872012,0.00199607,1.70575650,1.43642479,0.08094629,2.68638960
-5.21360680,4.31406274,0.66403601,0.00197254,1.74656735,1.42602912,0.08093428,2.68047236
-5.20760380,4.32199372,0.68711525,0.00194165,1.78227335,1.41085566,0.08071132,2.66577515
-5.20160080,4.31570816,0.70756039,0.00190416,1.81234425,1.39110690,0.08027550,2.64255800
-5.19559780,4.29519596,0.72499548,0.00186083,1.83627503,1.36701692,0.07962564,2.61113119
-5.18959480,4.26052786,0.73907707,0.00181246,1.85359657,1.33884318,0.07876124,2.57184154
-5.18359180,4.21185293,0.74950487,0.00175979,1.86388802,1.30685972,0.07768244,2.52506189
-5.17758879,4.14940025,0.75603184,0.00170356,1.86679007,1.27135203,0.07639020,2.47118387
-5.17158579,4.07348414,0.75847302,0.00164443,1.86201871,1.23261375,0.07488646,2.41061440
-5.16558279,3.98451215,0.75671282,0.00158302,1.84937863,1.19094487,0.07317450,2.34377524
-5.15957979,3.88299474,0.75071027,0.00151984,1.82877551,1.14665134,0.07125919,2.27110538
-5.15357679,3.76955504,0.74050202,0.00145538,1.80022644,1.10004557,0.06914741,2.19306523
-5.14757379,3.64493750,0.72620280,0.00139002,1.76386757,1.05144757,0.06684834,2.11014194
-5.14157079,3.51001381,0.70800334,0.00132410,1.71995851,1.00118606,0.06437367,2.02285467
-5.13556778,3.36578500,0.68616577,0.00125791,1.66888283,0.94959940,0.06173782,1.93175914
-5.12956478,3.21337867,0.66101663,0.00119169,1.61114455,0.89703576,0.05895795,1.83745043
-5.12356178,3.05404097,0.63293791,0.00112568,1.54736039,0.84385246,0.05605389,1.74056359
-5.11755878,2.88912290,0.60235630,0.00106009,1.47824811,0.79041420,0.05304791,1.64177156
-5.11155578,2.72006149,0.56973129,0.00099511,1.40461124,0.73709027,0.04996442,1.54178038
-5.10555278,2.54835629,0.53554258,0.00093095,1.32732076,0.68425073,0.04682951,1.44132165
-5.09954977,2.37554230,0.50027721,0.00086785,1.24729470,0.63226188,0.04367038,1.34114266
-5.09354677,2.20316055,0.46441714,0.00080602,1.16547623,0.58148117,0.04051480,1.24199477
-5.08754377,2.03272773,0.42842757,0.00074571,1.08281147,0.53225191,0.03739044,1.14462058
-5.08154077,1.86570651,0.39274644,0.00068720,1.00022774,0.48489818,0.03432427,1.04974073
-5.07553777,1.70347764,0.35777559,0.00063074,0.91861321,0.43972019,0.03134196,0.95804112
-5.06953477,1.54731558,0.32387364,0.00057661,0.83879882,0.39699045,0.02846738,0.87016115
-5.06353177,1.39836823,0.29135081,0.00052509,0.76154286,0.35695093,0.02572212,0.78668382
-5.05752876,1.25764196,0.26046574,0.00047645,0.68751897,0.31981142,0.02312518,0.70812796
-5.05152576,1.12599209,0.23142422,0.00043096,0.61730764,0.28574913,0.02069271,0.63494314
-5.04552276,1.00411909,0.20437972,0.00038887,0.55139131,0.25490953,0.01843794,0.56750725
-5.03951976,0.89257032,0.17943553,0.00035040,0.49015308,0.22740830,0.01637115,0.50612682
-5.03351676,0.79174668,0.15664818,0.00031576,0.43387866,0.20333430,0.01449979,0.45103994
-5.02751376,0.70191365,0.13603204,0.00028515,0.38276122,0.18275319,0.01282864,0.40242122
-5.02151076,0.62321569,0.11756457,0.00025873,0.33690861,0.16571158,0.01136009,0.36038869
-5.01550775,0.55569301,0.10119212,0.00023666,0.29635244,0.15224129,0.01009442,0.32501184
-5.00950475,0.49929977,0.08683591,0.00021907,0.26105834,0.14236352,0.00903018,0.29632036
-5.00350175,0.45392262,0.07439799,0.00020607,0.23093691,0.13609262,0.00816447,0.27431311
-4.99749875,0.41939877,0.06376689,0.00019778,0.20585480,0.13343924,0.00749331,0.25896673
-4.99149575,0.39553274,0.05482299,0.00019430,0.18564536,0.13441269,0.00701193,0.25024346
-4.98549275,0.38211129,0.04744323,0.00019573,0.17011858,0.13902238,0.00671502,0.24809802
-4.97948974,0.37891607,0.04150531,0.00020218,0.15907000,0.14727840,0.00659696,0.25248317
-4.97348674,0.38573400,0.03689121,0.00021376,0.15228835,0.15919106,0.00665197,0.26335393
-4.96748374,0.40236515,0.03349020,0.00023057,0.14956191,0.17476976,0.00687423,0.28067056
-4.96148074,0.42862856,0.03120108,0.00025275,0.15068351,0.19402117,0.00725792,0.30440046
-4.95547774,0.46436626,0.02993410,0.00028045,0.15545438,0.21694690,0.00779726,0.33451906
-4.94947474,0.50944591,0.02961231,0.00031381,0.16368683,0.24354114,0.00848649,0.37101018
-4.94347174,0.56376262,0.03017257,0.00035302,0.17520609,0.27378822,0.00931985,0.41386620
-4.93746873,0.62724046,0.03156629,0.00039826,0.18985151,0.30766057,0.01029152,0.46308813
-4.93146573,0.69983401,0.03375992,0.00044976,0.20747718,0.34511716,0.01139556,0.51868610
-4.92546273,0.78153041,0.03673533,0.00050776,0.22795231,0.38610272,0.01262594,0.58068038
-4.91945973,0.87235197,0.04049004,0.00057253,0.25116149,0.43054773,0.01397648,0.64910298
-4.91345673,0.97235940,0.04503736,0.00064438,0.27700485,0.47836927,0.01544089,0.72399985
-4.90745373,1.08165547,0.05040647,0.00072362,0.30539819,0.52947272,0.01701281,0.80543357
-4.90145073,1.20038864,0.05664232,0.00081064,0.33627317,0.58375409,0.01868587,0.89348605
-4.89544772,1.32875608,0.06380545,0.00090583,0.36957725,0.64110281,0.02045385,0.98826100
-4.88944472,1.46700533,0.07197153,0.00100961,0.40527349,0.70140473,0.02231069,1.08988553
-4.88344172,1.61543368,0.08123065,0.00112244,0.44333985,0.76454478,0.02425072,1.19851023
-4.87743872,1.77438442,0.09168625,0.00124481,0.48376796,0.83040925,0.02626871,1.31430710
-4.87143572,1.94423897,0.10345359,0.00137718,0.52656108,0.89888690,0.02835998,1.43746480
-4.86543272,2.12540416,0.11665773,0.00152004,0.57173113,0.96986896,0.03052044,1.56818054
-4.85942971,2.31829403,0.13143093,0.00167384,0.61929461,1.04324734,0.03274666,1.70664824
-4.85342671,2.52330593,0.14790949,0.00183896,0.66926751,1.11891113,0.03503576,1.85304278
-4.84742371,2.74079070,0.16622997,0.00201573,0.72165900,1.19674118,0.03738533,2.00750038
-4.84142071,2.97101768,0.18652484,0.00220436,0.77646426,1.27660291,0.03979323,2.17009539
-4.83541771,3.21413513,0.20891760,0.00240490,0.83365640,1.35833738,0.04225733,2.34081405
-4.82941471,3.47012751,0.23351756,0.00261723,0.89317794,1.44175126,0.04477520,2.51952628
-4.82341171,3.73877120,0.26041428,0.00284101,0.95493211,1.52660602,0.04734372,2.70595655
-4.81740870,4.01959089,0.28967199,0.00307564,1.01877438,1.61260707,0.04995867,2.89965541
-4.81140570,4.31181876,0.32132398,0.00332025,1.08450478,1.69939356,0.05261428,3.09997313
-4.80540270,4.61435903,0.35536746,0.00357362,1.15186130,1.78652969,0.05530283,3.30603738
-4.79939970,4.92576043,0.39175882,0.00383425,1.22051498,1.87349831,0.05801423,3.51673652
-4.79339670,5.24419882,0.43040968,0.00410026,1.29006702,1.95969748,0.06073574,3.73071012
-4.78739370,5.56747211,0.47118393,0.00436945,1.36004828,2.04444086,0.06345171,3.94634828
-4.78139070,5.89300914,0.51389584,0.00463931,1.42992135,2.12696213,0.06614345,4.16180057
-4.77538769,6.21789350,0.55830946,0.00490701,1.49908539,2.20642405,0.06878931,4.37499561
-4.76938469,6.53890272,0.60413942,0.00516950,1.56688372,2.28193191,0.07136482,4.58367112
-4.76338169,6.85256242,0.65105306,0.00542351,1.63261408,2.35255142,0.07384303,4.78541434
-4.75737869,7.15521435,0.69867404,0.00566567,1.69554121,2.41733046,0.07619503,4.97771190
-4.75137569,7.44309616,0.74658721,0.00589254,1.75491153,2.47532391,0.07839059,5.15800750
-4.74537269,7.71243050,0.79434474,0.00610074,1.80996941,2.52562083,0.08039888,5.32376575
-4.73936968,7.95952013,0.84147326,0.00628701,1.85997446,2.56737258,0.08218944,5.47253956
-4.73336668,8.18084529,0.88748187,0.00644831,1.90421942,2.59982091,0.08373299,5.60203862
-4.72736368,8.37315959,0.93187077,0.00658190,1.94204781,2.62232459,0.08500248,5.71019612
-4.72136068,8.53358040,0.97414021,0.00668547,1.97287098,2.63438333,0.08597395,5.79523079
-4.71535768,8.65967001,1.01379969,0.00675713,1.99618393,2.63565786,0.08662741,5.85570182
-4.70935468,8.74950423,1.05037691,0.00679554,2.01157926,2.62598523,0.08694762,5.89055406
-4.70335168,8.80172571,1.08342656,0.00679992,2.01875904,2.60538848,0.08692466,5.89915172
-4.69734867,8.81557993,1.11253843,0.00677010,2.01754406,2.57408033,0.08655439,5.88129917
-4.69134567,8.79093274,1.13734500,0.00670648,2.00788028,2.53246062,0.08583869,5.83724802
-4.68534267,8.72826917,1.15752812,0.00661008,1.98984239,2.48110775,0.08478551,5.76769040
-4.67933967,8.62867408,1.17282482,0.00648243,1.96363423,2.42076457,0.08340868,5.67373905
-4.67333667,8.49379627,1.18303212,0.00632560,1.92958634,2.35231938,0.08172762,5.55689532
-4.66733367,8.32579800,1.18801081,0.00614208,1.88815064,2.27678310,0.07976675,5.41900671
-4.66133067,8.12729276,1.18768815,0.00593475,1.83989239,2.19526356,0.07755488,5.26221625
-4.65532766,7.90127428,1.18205941,0.00570673,1.78547991,2.10893831,0.07512440,5.08890580
-4.64932466,7.65104013,1.17118840,0.00546136,1.72567214,2.01902687,0.07251048,4.90163610
-4.64332166,7.38011293,1.15520670,0.00520210,1.66130463,1.92676376,0.06975014,4.70308571
-4.63731866,7.09216232,1.13431187,0.00493238,1.59327417,1.83337321,0.06688136,4.49599146
-4.63131566,6.79093021,1.10876444,0.00465562,1.52252263,1.74004638,0.06394226,4.28309229
-4.62531266,6.48016148,1.07888372,0.00437508,1.45002036,1.64792169,0.06097026,4.06707810
-4.61930965,6.16354167,1.04504254,0.00409383,1.37674961,1.55806862,0.05800138,3.85054508
-4.61330665,5.84464281,1.00766089,0.00381470,1.30368828,1.47147520,0.05506953,3.63595815
-4.60730365,5.52687774,0.96719852,0.00354025,1.23179453,1.38903909,0.05220604,3.42562084
-4.60130065,5.21346298,0.92414668,0.00327273,1.16199251,1.31156199,0.04943915,3.22165278
-4.59529765,4.90738982,0.87901912,0.00301409,1.09515950,1.23974707,0.04679363,3.02597421
-4.58929465,4.61140279,0.83234253,0.00276595,1.03211483,1.17419892,0.04429059,2.84029691
-4.58329165,4.32798485,0.78464667,0.00252963,0.97361062,1.11542552,0.04194717,2.66612082
-4.57728864,4.05934818,0.73645443,0.00230617,0.92032465,1.06384175,0.03977652,2.50473524
-4.57128564,3.80742973,0.68827212,0.00209633,0.87285532,1.01977383,0.03778769,2.35722379
-4.56528264,3.57389066,0.64058031,0.00190064,0.83171867,0.98346445,0.03598566,2.22447206
-4.55927964,3.36011879,0.59382543,0.00171939,0.79734747,0.95507800,0.03437143,2.10717715
-4.55327664,3.16723368,0.54841246,0.00155271,0.77009210,0.93470576,0.03294215,2.00585826
-4.54727364,2.99609349,0.50469893,0.00140055,0.75022299,0.92237073,0.03169134,1.92086776
-4.54127064,2.84730353,0.46299044,0.00126273,0.73793433,0.91803200,0.03060915,1.85240201
-4.53526763,2.72122588,0.42353773,0.00113897,0.73334863,0.92158844,0.02968270,1.80051164
-4.52926463,2.61798992,0.38653548,0.00102890,0.73652163,0.93288170,0.02889651,1.76511078
-4.52326163,2.53750342,0.35212277,0.00093207,0.74744723,0.95169851,0.02823295,1.74598501
-4.51725863,2.47946375,0.32038500,0.00084801,0.76606194,0.97777201,0.02767277,1.74279781
-4.51125563,2.44336908,0.29135739,0.00077619,0.79224833,1.01078242,0.02719570,1.75509524
-4.50525263,2.42852897,0.26502954,0.00071605,0.82583739,1.05035678,0.02678101,1.78230893
-4.49924962,2.43407434,0.24135105,0.00066704,0.86660929,1.09606801,0.02640817,1.82375728
-4.49324662,2.45896642,0.22023773,0.00062858,0.91429258,1.14743329,0.02605743,1.87864510
-4.48724362,2.50200458,0.20157826,0.00060010,0.96856193,1.20391198,0.02571042,1.94606195
-4.48124062,2.56183335,0.18524092,0.00058102,1.02903444,1.26490336,0.02535064,2.02497960
-4.47523762,2.63694873,0.17108012,0.00057076,1.09526517,1.32974460,0.02496398,2.11424936
-4.46923462,2.72570432,0.15894259,0.00056875,1.16674213,1.39770920,0.02453897,2.21259991
-4.46323162,2.82631826,0.14867294,0.00057441,1.24288177,1.46800670,0.02406713,2.31863669
-4.45722861,2.93688153,0.14011847,0.00058715,1.32302542,1.53978403,0.02354304,2.43084382
-4.45122561,3.05536905,0.13313319,0.00060640,1.40643782,1.61212904,0.02296437,2.54758958
-4.44522261,3.17965431,0.12758100,0.00063154,1.49230828,1.68407692,0.02233177,2.66713648
-4.43921961,3.30752882,0.12333798,0.00066199,1.57975549,1.75461976,0.02164868,2.78765677
-4.43321661,3.43672699,0.12029399,0.00069712,1.66783629,1.82271963,0.02092099,2.90725392
-4.42721361,3.56495701,0.11835343,0.00073632,1.75555899,1.88732528,0.02015669,3.02399055
-4.42121061,3.68993794,0.11743560,0.00077894,1.84190116,1.94739232,0.01936543,3.13592245
-4.41520760,3.80944244,0.11747437,0.00082435,1.92583176,2.00190645,0.01855807,3.24113833
-4.40920460,3.92134438,0.11841761,0.00087193,2.00633698,2.04990912,0.01774624,3.33780421
-4.40320160,4.02366980,0.12022631,0.00092105,2.08244897,2.09052472,0.01694191,3.42421089
-4.39719860,4.11464932,0.12287348,0.00097113,2.15327608,2.12298816,0.01615698,3.49882275
-4.39119560,4.19276966,0.12634287,0.00102160,2.21803339,2.14667147,0.01540297,3.56032549
-4.38519260,4.25682164,0.13062763,0.00107195,2.27607166,2.16110819,0.01469076,3.60767069
-4.37918959,4.30594189,0.13572878,0.00112174,2.32690324,2.16601404,0.01403040,3.64011438
-4.37318659,4.33964573,0.14165357,0.00117059,2.37022304,2.16130260,0.01343099,3.65724770
-4.36718359,4.35784862,0.14841369,0.00121821,2.40592330,2.14709493,0.01290065,3.65901721
-4.36118059,4.36087449,0.15602328,0.00126440,2.43410077,2.12372227,0.01244655,3.64573345
-4.35517759,4.34944935,0.16449674,0.00130907,2.45505547,2.09172116,0.01207495,3.61806667
-4.34917459,4.32467975,0.17384636,0.00135222,2.46928074,2.05182112,0.01179130,3.57702907
-4.34317159,4.28801624,0.18407975,0.00139394,2.47744445,2.00492483,0.01160039,3.52394418
-4.33716858,4.24120297,0.19519714,0.00143442,2.48036228,1.95208178,0.01150642,3.46040397
-4.33116558,4.18621515,0.20718872,0.00147393,2.47896385,1.89445616,0.01151313,3.38821567
-4.32516258,4.12518713,0.22003198,0.00151280,2.47425353,1.83329049,0.01162386,3.30934031
-4.31915958,4.06033413,0.23368929,0.00155142,2.46726774,1.76986656,0.01184155,3.22582585
-4.31315658,3.99387132,0.24810593,0.00159018,2.45903081,1.70546533,0.01216877,3.13973765
-4.30715358,3.92793378,0.26320853,0.00162949,2.45051191,1.64132760,0.01260762,3.05308975
