energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.69984992,3.47045486,0.01545619,0.14255870,0.71373208,1.82978001,0.02405472,0.99882015,1.11373090,0.15778656
-5.69384692,3.43383996,0.01623281,0.13679902,0.71806649,1.78419834,0.02485497,1.00223527,1.12015476,0.15846816
-5.68784392,3.39475431,0.01705415,0.13146167,0.72182344,1.73788758,0.02556035,1.00413260,1.12563469,0.15899187
-5.68184092,3.35255470,0.01791236,0.12653668,0.72471034,1.69074614,0.02615655,1.00428020,1.12972112,0.15929953
-5.67583792,3.30661054,0.01879778,0.12200104,0.72643586,1.64269003,0.02663099,1.00245640,1.13195719,0.15933255
-5.66983492,3.25633799,0.01969929,0.11782101,0.72672113,1.59366304,0.02697327,0.99846058,1.13189745,0.15903444
-5.66383192,3.20123261,0.02060449,0.11395475,0.72531091,1.54364525,0.02717553,0.99212362,1.12912672,0.15835323
-5.65782891,3.14089922,0.02150012,0.11035515,0.72198425,1.49265996,0.02723275,0.98331745,1.12327818,0.15724395
-5.65182591,3.07507762,0.02237237,0.10697266,0.71656388,1.44077860,0.02714294,0.97196331,1.11404964,0.15567074
-5.64582291,3.00366289,0.02320731,0.10375809,0.70892408,1.38812363,0.02690729,0.95803815,1.10121745,0.15360871
-5.63981991,2.92671954,0.02399126,0.10066516,0.69899662,1.33486933,0.02653014,0.94157892,1.08464707,0.15104538
-5.63381691,2.84448871,0.02471113,0.09765280,0.68677433,1.28124053,0.02601898,0.92268448,1.06430019,0.14798160
-5.62781391,2.75738827,0.02535482,0.09468706,0.67231237,1.22750928,0.02538416,0.90151496,1.04023772,0.14443198
-5.62181091,2.66600570,0.02591146,0.09174255,0.65572697,1.17398977,0.02463871,0.87828870,1.01261890,0.14042474
-5.61580790,2.57108427,0.02637171,0.08880345,0.63719189,1.12103143,0.02379793,0.85327683,0.98169645,0.13600104
-5.60980490,2.47350298,0.02672795,0.08586398,0.61693261,1.06901076,0.02287896,0.82679570,0.94780807,0.13121383
-5.60380190,2.37425125,0.02697438,0.08292840,0.59521880,1.01832190,0.02190034,0.79919764,0.91136494,0.12612619
-5.59779890,2.27439950,0.02710716,0.08001051,0.57235521,0.96936639,0.02088147,0.77086032,0.87283757,0.12080935
-5.59179590,2.17506670,0.02712436,0.07713271,0.54867155,0.92254248,0.01984207,0.74217531,0.83273993,0.11534043
-5.58579290,2.07738638,0.02702600,0.07432473,0.52451182,0.87823413,0.01880169,0.71353623,0.79161245,0.10979995
-5.57978989,1.98247236,0.02681390,0.07162193,0.50022348,0.83680035,0.01777921,0.68532703,0.75000470,0.10426930
-5.57378689,1.89138547,0.02649165,0.06906351,0.47614701,0.79856491,0.01679232,0.65791085,0.70845852,0.09882820
-5.56778389,1.80510253,0.02606437,0.06669042,0.45260617,0.76380693,0.01585720,0.63161985,0.66749223,0.09355235
-5.56178089,1.72448856,0.02553862,0.06454329,0.42989936,0.73275255,0.01498809,0.60674644,0.62758640,0.08851111
-5.55577789,1.65027322,0.02492216,0.06266037,0.40829227,0.70556795,0.01419706,0.58353598,0.58917187,0.08376570
-5.54977489,1.58303207,0.02422379,0.06107553,0.38801220,0.68235399,0.01349378,0.56218143,0.55262008,0.07936750
-5.54377189,1.52317317,0.02345316,0.05981649,0.36924391,0.66314254,0.01288543,0.54281977,0.51823613,0.07535686
-5.53776888,1.47092931,0.02262056,0.05890329,0.35212721,0.64789475,0.01237664,0.52553044,0.48625449,0.07176232
-5.53176588,1.42635593,0.02173676,0.05834709,0.33675616,0.63650125,0.01196953,0.51033560,0.45683747,0.06860015
-5.52576288,1.38933455,0.02081280,0.05814932,0.32317989,0.62878424,0.01166378,0.49720221,0.43007610,0.06587437
-5.51975988,1.35958153,0.01985983,0.05830123,0.31140470,0.62450170,0.01145685,0.48604571,0.40599343,0.06357721
-5.51375688,1.33666158,0.01888897,0.05878391,0.30139742,0.62335318,0.01134416,0.47673513,0.38454972,0.06168981
-5.50775388,1.32000556,0.01791111,0.05956864,0.29308966,0.62498751,0.01131935,0.46909938,0.36564933,0.06018332
-5.50175088,1.30893170,0.01693681,0.06061767,0.28638285,0.62901178,0.01137466,0.46293451,0.34914887,0.05902032
-5.49574787,1.30266972,0.01597612,0.06188542,0.28115370,0.63500165,0.01150115,0.45801162,0.33486621,0.05815637
-5.48974487,1.30038665,0.01503849,0.06331992,0.27725991,0.64251238,0.01168915,0.45408519,0.32259005,0.05754181
-5.48374187,1.30121379,0.01413261,0.06486452,0.27454584,0.65109054,0.01192854,0.45090156,0.31208958,0.05712357
-5.47773887,1.30427369,0.01326633,0.06645979,0.27284799,0.66028566,0.01220914,0.44820727,0.30312397,0.05684716
-5.47173587,1.30870631,0.01244657,0.06804549,0.27200012,0.66966172,0.01252101,0.44575703,0.29545135,0.05665848
-5.46573287,1.31369352,0.01167919,0.06956257,0.27183772,0.67880786,0.01285477,0.44332111,0.28883713,0.05650565
-5.45972986,1.31848110,0.01096901,0.07095507,0.27220195,0.68734806,0.01320188,0.44069187,0.28306124,0.05634067
-5.45372686,1.32239758,0.01031968,0.07217188,0.27294267,0.69494934,0.01355482,0.43768931,0.27792429,0.05612091
-5.44772386,1.32486933,0.00973372,0.07316824,0.27392087,0.70132831,0.01390733,0.43416543,0.27325254,0.05581029
-5.44172086,1.32543152,0.00921248,0.07390699,0.27501015,0.70625572,0.01425448,0.43000735,0.26890145,0.05538027
-5.43571786,1.32373469,0.00875616,0.07435944,0.27609755,0.70955902,0.01459276,0.42513908,0.26475794,0.05481050
-5.42971486,1.31954679,0.00836389,0.07450595,0.27708365,0.71112283,0.01492009,0.41952192,0.26074126,0.05408913
-5.42371186,1.31275096,0.00803371,0.07433601,0.27788215,0.71088739,0.01523575,0.41315355,0.25680260,0.05321285
-5.41770885,1.30333933,0.00776276,0.07384814,0.27841897,0.70884522,0.01554029,0.40606585,0.25292350,0.05218660
-5.41170585,1.29140315,0.00754728,0.07304930,0.27863099,0.70503622,0.01583540,0.39832166,0.24911315,0.05102295
-5.40570285,1.27712014,0.00738278,0.07195410,0.27846477,0.69954147,0.01612368,0.39001050,0.24540482,0.04974124
-5.39969985,1.26073955,0.00726415,0.07058373,0.27787511,0.69247627,0.01640844,0.38124366,0.24185142,0.04836656
-5.39369685,1.24256580,0.00718578,0.06896476,0.27682385,0.68398262,0.01669344,0.37214869,0.23852065,0.04692845
-5.38769385,1.22294158,0.00714175,0.06712779,0.27527882,0.67422172,0.01698262,0.36286366,0.23548965,0.04545953
-5.38169085,1.20223095,0.00712592,0.06510611,0.27321317,0.66336675,0.01727983,0.35353135,0.23283953,0.04399409
-5.37568784,1.18080344,0.00713210,0.06293436,0.27060506,0.65159632,0.01758857,0.34429373,0.23064994,0.04256662
-5.36968484,1.15901953,0.00715417,0.06064726,0.26743768,0.63908881,0.01791174,0.33528673,0.22899385,0.04121042
-5.36368184,1.13721816,0.00718623,0.05827851,0.26369965,0.62601779,0.01825139,0.32663566,0.22793275,0.03995628
-5.35767884,1.11570646,0.00722268,0.05585983,0.25938575,0.61254868,0.01860852,0.31845137,0.22751236,0.03883133
-5.35167584,1.09475211,0.00725834,0.05342021,0.25449781,0.59883653,0.01898292,0.31082717,0.22775911,0.03785805
-5.34567284,1.07457819,0.00728854,0.05098535,0.24904567,0.58502507,0.01937306,0.30383671,0.22867737,0.03705351
-5.33966983,1.05536062,0.00730914,0.04857728,0.24304813,0.57124663,0.01977599,0.29753270,0.23024763,0.03642882
-5.33366683,1.03722802,0.00731663,0.04621425,0.23653376,0.55762307,0.02018733,0.29194659,0.23242563,0.03598883
-5.32766383,1.02026358,0.00730810,0.04391067,0.22954143,0.54426729,0.02060130,0.28708900,0.23514249,0.03573210
-5.32166083,1.00450894,0.00728124,0.04167730,0.22212046,0.53128516,0.02101082,0.28295100,0.23830578,0.03565104
-5.31565783,0.98996948,0.00723439,0.03952151,0.21433032,0.51877778,0.02140760,0.27950596,0.24180166,0.03573235
-5.30965483,0.97662076,0.00716644,0.03744765,0.20623997,0.50684371,0.02178242,0.27671207,0.24549784,0.03595764
-5.30365183,0.96441589,0.00707682,0.03545745,0.19792661,0.49558115,0.02212527,0.27451517,0.24924733,0.03630416
-5.29764882,0.95329327,0.00696544,0.03355046,0.18947406,0.48508981,0.02242572,0.27285195,0.25289288,0.03674572
-5.29164582,0.94318455,0.00683265,0.03172451,0.18097080,0.47547255,0.02267320,0.27165333,0.25627201,0.03725376
-5.28564282,0.93402245,0.00667918,0.02997619,0.17250771,0.46683651,0.02285735,0.27084785,0.25922220,0.03779831
-5.27963982,0.92574815,0.00650604,0.02830119,0.16417564,0.45929382,0.02296836,0.27036498,0.26158640,0.03834917
-5.27363682,0.91831800,0.00631454,0.02669475,0.15606301,0.45296191,0.02299735,0.27013828,0.26321834,0.03887689
-5.26763382,0.91170932,0.00610619,0.02515194,0.14825339,0.44796330,0.02293667,0.27010819,0.26398758,0.03935379
-5.26163082,0.90592503,0.00588264,0.02366796,0.14082338,0.44442486,0.02278024,0.27022444,0.26378406,0.03975484
-5.25562781,0.90099692,0.00564571,0.02223836,0.13384074,0.44247664,0.02252379,0.27044798,0.26252197,0.04005839
-5.24962481,0.89698739,0.00539727,0.02085920,0.12736290,0.44225022,0.02216508,0.27075226,0.26014271,0.04024679
-5.24362181,0.89398950,0.00513930,0.01952719,0.12143590,0.44387650,0.02170400,0.27112401,0.25661692,0.04030680
-5.23761881,0.89212519,0.00487378,0.01823977,0.11609377,0.44748297,0.02114268,0.27156325,0.25194534,0.04022981
-5.23161581,0.89154176,0.00460275,0.01699511,0.11135841,0.45319051,0.02048542,0.27208269,0.24615865,0.04001191
-5.22561281,0.89240647,0.00432822,0.01579213,0.10723985,0.46110958,0.01973863,0.27270645,0.23931611,0.03965373
-5.21960980,0.89489942,0.00405221,0.01463044,0.10373684,0.47133599,0.01891063,0.27346822,0.23150323,0.03916017
-5.21360680,0.89920494,0.00377669,0.01351028,0.10083786,0.48394618,0.01801144,0.27440881,0.22282849,0.03853991
-5.20760380,0.90550168,0.00350358,0.01243241,0.09852223,0.49899211,0.01705244,0.27557329,0.21341924,0.03780491
-5.20160080,0.91395173,0.00323471,0.01139800,0.09676145,0.51649597,0.01604605,0.27700782,0.20341715,0.03696970
-5.19559780,0.92468924,0.00297183,0.01040852,0.09552054,0.53644479,0.01500534,0.27875618,0.19297311,0.03605067
-5.18959480,0.93780894,0.00271656,0.00946559,0.09475936,0.55878512,0.01394368,0.28085636,0.18224220,0.03506537
-5.18359180,0.95335513,0.00247038,0.00857084,0.09443391,0.58341813,0.01287432,0.28333714,0.17137857,0.03403173
-5.17758879,0.97131158,0.00223459,0.00772582,0.09449740,0.61019535,0.01181006,0.28621500,0.16053072,0.03296742
-5.17158579,0.99159292,0.00201033,0.00693185,0.09490121,0.63891528,0.01076290,0.28949128,0.14983724,0.03188918
-5.16558279,1.01403803,0.00179852,0.00618996,0.09559562,0.66932120,0.00974381,0.29315006,0.13942317,0.03081230
-5.15957979,1.03840582,0.00159990,0.00550079,0.09653044,0.70110047,0.00876244,0.29715652,0.12939715,0.02975018
-5.15357679,1.06437376,0.00141497,0.00486452,0.09765536,0.73388549,0.00782701,0.30145609,0.11984936,0.02871399
-5.14757379,1.09153949,0.00124403,0.00428088,0.09892022,0.76725658,0.00694420,0.30597445,0.11085036,0.02771249
-5.14157079,1.11942554,0.00108719,0.00374911,0.10027527,0.80074682,0.00611909,0.31061828,0.10245069,0.02675188
-5.13556778,1.14748734,0.00094433,0.00326800,0.10167125,0.83384897,0.00535522,0.31527694,0.09468142,0.02583592
-5.12956478,1.17512421,0.00081518,0.00283591,0.10305958,0.86602435,0.00465460,0.31982492,0.08755522,0.02496595
-5.12356178,1.20169321,0.00069930,0.00245080,0.10439260,0.89671354,0.00401789,0.32412501,0.08106823,0.02414118
-5.11755878,1.22652540,0.00059612,0.00211036,0.10562388,0.92534872,0.00344449,0.32803220,0.07520222,0.02335892
-5.11155578,1.24894406,0.00050495,0.00181206,0.10670874,0.95136716,0.00293276,0.33139798,0.06992730,0.02261497
-5.10555278,1.26828409,0.00042502,0.00155322,0.10760480,0.97422563,0.00248015,0.33407512,0.06520471,0.02190398
-5.09954977,1.28391218,0.00035550,0.00133115,0.10827286,0.99341504,0.00208345,0.33592257,0.06098973,0.02121987
-5.09354677,1.29524671,0.00029554,0.00114321,0.10867776,1.00847494,0.00173893,0.33681042,0.05723465,0.02055622
-5.08754377,1.30177687,0.00024427,0.00098692,0.10878952,1.01900722,0.00144257,0.33662467,0.05389149,0.01990668
-5.08154077,1.30308011,0.00020082,0.00086007,0.10858443,1.02468850,0.00119018,0.33527167,0.05091467,0.01926535
-5.07553777,1.29883732,0.00016437,0.00076079,0.10804628,1.02528072,0.00097756,0.33268199,0.04826324,0.01862714
-5.06953477,1.28884515,0.00013416,0.00068765,0.10716754,1.02063937,0.00080064,0.32881366,0.04590295,0.01798801
-5.06353177,1.27302493,0.00010945,0.00063973,0.10595042,1.01071926,0.00065559,0.32365462,0.04380790,0.01734528
-5.05752876,1.25142794,0.00008962,0.00061670,0.10440788,0.99557722,0.00053890,0.31722424,0.04196186,0.01669774
-5.05152576,1.22423676,0.00007410,0.00061887,0.10256431,0.97537188,0.00044744,0.30957397,0.04035925,0.01604587
-5.04552276,1.19176272,0.00006241,0.00064726,0.10045612,0.95036047,0.00037853,0.30078690,0.03900573,0.01539182
-5.03951976,1.15443953,0.00005419,0.00070364,0.09813186,0.92089263,0.00032995,0.29097653,0.03791855,0.01473947
-5.03351676,1.11281353,0.00004912,0.00079056,0.09565217,0.88740172,0.00030001,0.28028454,0.03712650,0.01409436
-5.02751376,1.06753071,0.00004704,0.00091140,0.09308921,0.85039372,0.00028750,0.26887775,0.03666963,0.01346361
-5.02151076,1.01932131,0.00004784,0.00107038,0.09052590,0.81043451,0.00029178,0.25694447,0.03659866,0.01285576
-5.01550775,0.96898237,0.00005153,0.00127252,0.08805461,0.76813566,0.00031270,0.24469019,0.03697409,0.01228061
-5.00950475,0.91735905,0.00005820,0.00152370,0.08577568,0.72413966,0.00035067,0.23233288,0.03786517,0.01174896
-5.00350175,0.86532538,0.00006805,0.00183057,0.08379545,0.67910487,0.00040666,0.22009808,0.03934845,0.01127239
-4.99749875,0.81376491,0.00008139,0.00220055,0.08222410,0.63369098,0.00048215,0.20821379,0.04150626,0.01086299
-4.99149575,0.76355220,0.00009859,0.00264176,0.08117320,0.58854524,0.00057920,0.19690543,0.04442480,0.01053305
-4.98549275,0.71553537,0.00012014,0.00316296,0.08075308,0.54429013,0.00070045,0.18639098,0.04819212,0.01029481
-4.97948974,0.67052038,0.00014662,0.00377346,0.08107004,0.50151259,0.00084913,0.17687638,0.05289583,0.01016009
-4.97348674,0.62925733,0.00017867,0.00448308,0.08222353,0.46075532,0.00102907,0.16855134,0.05862067,0.01014007
-4.96748374,0.59242896,0.00021704,0.00530200,0.08430332,0.42250999,0.00124477,0.16158565,0.06544593,0.01024492
-4.96148074,0.56064170,0.00026253,0.00624075,0.08738679,0.38721262,0.00150138,0.15612595,0.07344285,0.01048358
-4.95547774,0.53441899,0.00031602,0.00731009,0.09153639,0.35524103,0.00180479,0.15229324,0.08267193,0.01086347
-4.94947474,0.51419715,0.00037842,0.00852100,0.09679737,0.32691406,0.00216162,0.15018089,0.09318044,0.01139031
-4.94347174,0.50032345,0.00045066,0.00988465,0.10319596,0.30249251,0.00257926,0.14985341,0.10500003,0.01206785
-4.93746873,0.49305625,0.00053372,0.01141238,0.11073790,0.28218139,0.00306589,0.15134579,0.11814467,0.01289780
-4.93146573,0.49256695,0.00062852,0.01311574,0.11940765,0.26613319,0.00363053,0.15466362,0.13260896,0.01387964
-4.92546273,0.49894353,0.00073598,0.01500658,0.12916808,0.25445186,0.00428297,0.15978372,0.14836694,0.01501063
-4.91945973,0.51219524,0.00085693,0.01709707,0.13996098,0.24719710,0.00503378,0.16665548,0.16537149,0.01628580
-4.91345673,0.53225822,0.00099211,0.01939986,0.15170811,0.24438863,0.00589423,0.17520271,0.18355427,0.01769795
-4.90745373,0.55900173,0.00114215,0.02192811,0.16431310,0.24601031,0.00687619,0.18532604,0.20282640,0.01923785
-4.90145073,0.59223456,0.00130751,0.02469558,0.17766386,0.25201363,0.00799197,0.19690569,0.22307978,0.02089432
-4.89544772,0.63171149,0.00148849,0.02771665,0.19163566,0.26232063,0.00925412,0.20980462,0.24418903,0.02265451
-4.88944472,0.67713939,0.00168518,0.03100625,0.20609468,0.27682601,0.01067515,0.22387194,0.26601390,0.02450410
-4.88344172,0.72818280,0.00189746,0.03457970,0.22090186,0.29539846,0.01226719,0.23894642,0.28840223,0.02642761
-4.87743872,0.78446873,0.00212500,0.03845238,0.23591694,0.31788117,0.01404162,0.25485995,0.31119309,0.02840871
-4.87143572,0.84559065,0.00236722,0.04263935,0.25100245,0.34409170,0.01600853,0.27144103,0.33422012,0.03043048
-4.86543272,0.91111143,0.00262335,0.04715466,0.26602753,0.37382128,0.01817624,0.28851787,0.35731481,0.03247574
-4.85942971,0.98056532,0.00289241,0.05201057,0.28087127,0.40683377,0.02055071,0.30592123,0.38030956,0.03452732
-4.85342671,1.05345905,0.00317328,0.05721659,0.29542553,0.44286446,0.02313491,0.32348681,0.40304035,0.03656826
-4.84742371,1.12927205,0.00346466,0.06277828,0.30959692,0.48161908,0.02592821,0.34105718,0.42534899,0.03858205
-4.84142071,1.20745616,0.00376520,0.06869605,0.32330804,0.52277302,0.02892576,0.35848307,0.44708469,0.04055275
-4.83541771,1.28743501,0.00407349,0.07496377,0.33649769,0.56597126,0.03211794,0.37562428,0.46810513,0.04246510
-4.82941471,1.36860343,0.00438813,0.08156745,0.34912023,0.61082909,0.03548984,0.39234995,0.48827676,0.04430457
-4.82341171,1.45032730,0.00470778,0.08848390,0.36114408,0.65693380,0.03902091,0.40853844,0.50747470,0.04605739
-4.81740870,1.53194422,0.00503120,0.09567964,0.37254942,0.70384752,0.04268475,0.42407688,0.52558209,0.04771050
-4.81140570,1.61276534,0.00535728,0.10310998,0.38332529,0.75111128,0.04644903,0.43886045,0.54248916,0.04925157
-4.80540270,1.69207882,0.00568505,0.11071841,0.39346639,0.79825027,0.05027568,0.45279154,0.55809222,0.05066890
-4.79939970,1.76915508,0.00601371,0.11843651,0.40296962,0.84478030,0.05412125,0.46577894,0.57229265,0.05195146
-4.79339670,1.84325411,0.00634263,0.12618422,0.41183075,0.89021531,0.05793758,0.47773719,0.58499616,0.05308882
-4.78739370,1.91363481,0.00667128,0.13387068,0.42004143,0.93407573,0.06167262,0.48858607,0.59611252,0.05407121
-4.78139070,1.97956636,0.00699919,0.14139566,0.42758669,0.97589751,0.06527154,0.49825054,0.60555573,0.05488961
-4.77538769,2.04034137,0.00732595,0.14865148,0.43444320,1.01524140,0.06867803,0.50666093,0.61324489,0.05553579
-4.76938469,2.09529038,0.00765104,0.15552544,0.44057834,1.05170228,0.07183570,0.51375357,0.61910573,0.05600253
-4.76338169,2.14379720,0.00797380,0.16190274,0.44595022,1.08491808,0.07468966,0.51947174,0.62307272,0.05628374
-4.75737869,2.18531454,0.00829335,0.16766964,0.45050856,1.11457795,0.07718817,0.52376691,0.62509173,0.05637471
-4.75137569,2.21937907,0.00860848,0.17271696,0.45419652,1.14042926,0.07928415,0.52660024,0.62512313,0.05627232
-4.74537269,2.24562537,0.00891756,0.17694352,0.45695316,1.16228328,0.08093675,0.52794408,0.62314499,0.05597523
-4.73936968,2.26379776,0.00921853,0.18025956,0.45871665,1.18001896,0.08211271,0.52778354,0.61915642,0.05548411
-4.73336668,2.27375964,0.00950884,0.18258997,0.45942768,1.19358493,0.08278750,0.52611790,0.61318054,0.05480174
-4.72736368,2.27549947,0.00978543,0.18387697,0.45903324,1.20299925,0.08294619,0.52296178,0.60526706,0.05393320
-4.72136068,2.26913327,0.01004477,0.18408244,0.45749023,1.20834718,0.08258406,0.51834595,0.59549417,0.05288582
-4.71535768,2.25490308,0.01028294,0.18318952,0.45476886,1.20977677,0.08170680,0.51231781,0.58396966,0.05166922
-4.70935468,2.23317165,0.01049570,0.18120346,0.45085566,1.20749256,0.08033042,0.50494137,0.57083107,0.05029520
-4.70335168,2.20441333,0.01067860,0.17815183,0.44575585,1.20174767,0.07848075,0.49629683,0.55624480,0.04877753
-4.69734867,2.16920160,0.01082718,0.17408390,0.43949513,1.19283448,0.07619267,0.48647976,0.54040432,0.04713179
-4.69134567,2.12819384,0.01093711,0.16906925,0.43212066,1.18107445,0.07350903,0.47559989,0.52352739,0.04537499
-4.68534267,2.08211408,0.01100436,0.16319584,0.42370144,1.16680750,0.07047934,0.46377967,0.50585248,0.04352530
-4.67933967,2.03173444,0.01102540,0.15656748,0.41432790,1.15038140,0.06715825,0.45115264,0.48763455,0.04160169
-4.67333667,1.97785633,0.01099741,0.14930079,0.40411108,1.13214176,0.06360396,0.43786170,0.46914042,0.03962352
-4.66733367,1.92129218,0.01091835,0.14152205,0.39318120,1.11242298,0.05987658,0.42405744,0.45064382,0.03761018
-4.66133067,1.86284860,0.01078718,0.13336373,0.38168599,1.09154074,0.05603654,0.40989660,0.43242057,0.03558078
-4.65532766,1.80331171,0.01060391,0.12496119,0.36978883,1.06978615,0.05214305,0.39554066,0.41474382,0.03355382
-4.64932466,1.74343526,0.01036965,0.11644936,0.35766675,1.04742209,0.04825277,0.38115472,0.39787983,0.03154689
-4.64332166,1.68393184,0.01008664,0.10795986,0.34550857,1.02468156,0.04441864,0.36690671,0.38208419,0.02957650
