energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.52576288,1.83230835,0.00089053,0.19902202,0.31786574,0.18543973,1.17605386,1.04276762,0.58001357,0.00000000
-5.51975988,1.71113407,0.00078324,0.18371534,0.29573546,0.17403668,1.09363405,0.97453486,0.54451760,0.00000000
-5.51375688,1.59092978,0.00068772,0.16853582,0.27382828,0.16263590,1.01197235,0.90684803,0.50913533,0.00000000
-5.50775388,1.47273819,0.00060267,0.15364164,0.25230572,0.15132051,0.93176560,0.84032770,0.47415335,0.00000000
-5.50175088,1.35755414,0.00052694,0.13917672,0.23132748,0.14017491,0.85367929,0.77556045,0.43985545,0.00000000
-5.49574787,1.24629949,0.00045952,0.12526776,0.21104564,0.12928192,0.77832901,0.71308566,0.40651437,0.00000000
-5.48974487,1.13980229,0.00039955,0.11202219,0.19159969,0.11872007,0.70626479,0.65338462,0.37438440,0.00000000
-5.48374187,1.03878038,0.00034627,0.09952680,0.17311236,0.10856134,0.63795908,0.59687225,0.34369516,0.00000000
-5.47773887,0.94382982,0.00029901,0.08784735,0.15568658,0.09886938,0.57379819,0.54389135,0.31464656,0.00000000
-5.47173587,0.85541783,0.00025718,0.07702879,0.13940333,0.08969806,0.51407748,0.49470928,0.28740511,0.00000000
-5.46573287,0.77388008,0.00022026,0.06709621,0.12432066,0.08109065,0.45899995,0.44951690,0.26210140,0.00000000
-5.45972986,0.69942186,0.00018779,0.05805632,0.11047352,0.07307929,0.40867792,0.40842960,0.23882884,0.00000000
-5.45372686,0.63212262,0.00015934,0.04989935,0.09787448,0.06568494,0.36313739,0.37148990,0.21764349,0.00000000
-5.44772386,0.57194333,0.00013451,0.04260126,0.08651515,0.05891773,0.32232464,0.33867164,0.19856485,0.00000000
-5.44172086,0.51873600,0.00011296,0.03612613,0.07636809,0.05277750,0.28611447,0.30988528,0.18157753,0.00000000
-5.43571786,0.47225505,0.00009434,0.03042860,0.06738916,0.04725466,0.25431952,0.28498403,0.16663362,0.00000000
-5.42971486,0.43216973,0.00007835,0.02545628,0.05952015,0.04233125,0.22670041,0.26377076,0.15365561,0.00000000
-5.42371186,0.39807741,0.00006469,0.02115200,0.05269140,0.03798206,0.20297599,0.24600532,0.14253986,0.00000000
-5.41770885,0.36951730,0.00005309,0.01745596,0.04682460,0.03417595,0.18283358,0.23141223,0.13316034,0.00000000
-5.41170585,0.34598426,0.00004331,0.01430751,0.04183535,0.03087705,0.16593874,0.21968851,0.12537269,0.00000000
-5.40570285,0.32694256,0.00003511,0.01164678,0.03763565,0.02804616,0.15194450,0.21051171,0.11901847,0.00000000
-5.39969985,0.31183929,0.00002829,0.00941591,0.03413614,0.02564198,0.14049977,0.20354782,0.11392948,0.00000000
-5.39369685,0.30011743,0.00002264,0.00756010,0.03124810,0.02362236,0.13125689,0.19845920,0.10993210,0.00000000
-5.38769385,0.29122827,0.00001801,0.00602832,0.02888522,0.02194550,0.12387830,0.19491234,0.10685166,0.00000000
-5.38169085,0.28464310,0.00001423,0.00477379,0.02696502,0.02057107,0.11804226,0.19258528,0.10451657,0.00000000
-5.37568784,0.27986411,0.00001117,0.00375426,0.02541009,0.01946118,0.11344764,0.19117472,0.10276239,0.00000000
-5.36968484,0.27643428,0.00000872,0.00293210,0.02414905,0.01858132,0.10981786,0.19040265,0.10143553,0.00000000
-5.36368184,0.27394610,0.00000676,0.00227419,0.02311721,0.01790119,0.10690394,0.19002228,0.10039661,0.00000000
-5.35767884,0.27204902,0.00000521,0.00175174,0.02225713,0.01739535,0.10448669,0.18982328,0.09952346,0.00000000
-5.35167584,0.27045537,0.00000399,0.00134005,0.02151884,0.01704378,0.10237820,0.18963602,0.09871350,0.00000000
-5.34567284,0.26894477,0.00000305,0.00101814,0.02085995,0.01683231,0.10042244,0.18933481,0.09788563,0.00000000
-5.33966983,0.26736668,0.00000232,0.00076837,0.02024560,0.01675286,0.09849531,0.18883995,0.09698147,0.00000000
-5.33366683,0.26564113,0.00000178,0.00057610,0.01964820,0.01680353,0.09650384,0.18811853,0.09596588,0.00000000
-5.32766383,0.26375759,0.00000138,0.00042929,0.01904707,0.01698855,0.09438488,0.18718380,0.09482686,0.00000000
-5.32166083,0.26177175,0.00000110,0.00031814,0.01842798,0.01731802,0.09210312,0.18609325,0.09357471,0.00000000
-5.31565783,0.25980057,0.00000092,0.00023477,0.01778254,0.01780748,0.08964868,0.18494532,0.09224047,0.00000000
-5.30965483,0.25801534,0.00000083,0.00017289,0.01710758,0.01847733,0.08703416,0.18387470,0.09087379,0.00000000
-5.30365183,0.25663321,0.00000083,0.00012755,0.01640438,0.01935202,0.08429138,0.18304656,0.08954019,0.00000000
-5.29764882,0.25590719,0.00000091,0.00009492,0.01567797,0.02045913,0.08146780,0.18264955,0.08831782,0.00000000
-5.29164582,0.25611498,0.00000108,0.00007206,0.01493635,0.02182831,0.07862285,0.18288808,0.08729382,0.00000000
-5.28564282,0.25754693,0.00000137,0.00005674,0.01418968,0.02349004,0.07582405,0.18397376,0.08656042,0.00000000
-5.27963982,0.26049347,0.00000178,0.00004737,0.01344963,0.02547436,0.07314332,0.18611661,0.08621091,0.00000000
-5.27363682,0.26523247,0.00000235,0.00004279,0.01272862,0.02780952,0.07065331,0.18951601,0.08633551,0.00000000
-5.26763382,0.27201686,0.00000311,0.00004227,0.01203922,0.03052064,0.06842404,0.19435195,0.08701744,0.00000000
-5.26163082,0.28106303,0.00000412,0.00004539,0.01139361,0.03362840,0.06651984,0.20077666,0.08832923,0.00000000
-5.25562781,0.29254032,0.00000545,0.00005199,0.01080313,0.03714786,0.06499672,0.20890717,0.09032941,0.00000000
-5.24962481,0.30656224,0.00000715,0.00006217,0.01027788,0.04108736,0.06390018,0.21881889,0.09305971,0.00000000
-5.24362181,0.32317953,0.00000933,0.00007622,0.00982650,0.04544775,0.06326363,0.23054072,0.09654288,0.00000000
-5.23761881,0.34237561,0.00001210,0.00009461,0.00945601,0.05022179,0.06310726,0.24405171,0.10078129,0.00000000
-5.23161581,0.36406465,0.00001559,0.00011802,0.00917172,0.05539390,0.06343763,0.25927966,0.10575620,0.00000000
-5.22561281,0.38809235,0.00001993,0.00014727,0.00897731,0.06094026,0.06424768,0.27610177,0.11142798,0.00000000
-5.21960980,0.41423969,0.00002532,0.00018336,0.00887491,0.06682923,0.06551744,0.29434737,0.11773709,0.00000000
-5.21360680,0.44222945,0.00003194,0.00022746,0.00886531,0.07302220,0.06721518,0.31380281,0.12460595,0.00000000
-5.20760380,0.47173554,0.00004001,0.00028089,0.00894822,0.07947470,0.06929901,0.33421836,0.13194153,0.00000000
-5.20160080,0.50239472,0.00004978,0.00034511,0.00912251,0.08613786,0.07171896,0.35531699,0.13963867,0.00000000
-5.19559780,0.53382035,0.00006150,0.00042172,0.00938657,0.09296011,0.07441926,0.37680471,0.14758393,0.00000000
-5.18959480,0.56561769,0.00007547,0.00051243,0.00973858,0.09988900,0.07734090,0.39838219,0.15565989,0.00000000
-5.18359180,0.59740007,0.00009199,0.00061907,0.01017687,0.10687309,0.08042429,0.41975709,0.16374967,0.00000000
-5.17758879,0.62880524,0.00011137,0.00074348,0.01070015,0.11386378,0.08361191,0.44065667,0.17174147,0.00000000
-5.17158579,0.65951108,0.00013394,0.00088755,0.01130776,0.12081699,0.08685079,0.46084014,0.17953295,0.00000000
-5.16558279,0.68925004,0.00016001,0.00105314,0.01199985,0.12769455,0.09009490,0.48011010,0.18703523,0.00000000
-5.15957979,0.71782139,0.00018991,0.00124202,0.01277754,0.13446521,0.09330708,0.49832252,0.19417631,0.00000000
-5.15357679,0.74510070,0.00022395,0.00145586,0.01364288,0.14110519,0.09646067,0.51539483,0.20090372,0.00000000
-5.14757379,0.77104605,0.00026239,0.00169611,0.01459892,0.14759828,0.09954059,0.53131148,0.20718628,0.00000000
-5.14157079,0.79570038,0.00030550,0.00196401,0.01564953,0.15393534,0.10254398,0.54612682,0.21301486,0.00000000
-5.13556778,0.81918996,0.00035348,0.00226049,0.01679932,0.16011334,0.10548026,0.55996487,0.21840204,0.00000000
-5.12956478,0.84171881,0.00040652,0.00258616,0.01805334,0.16613395,0.10837059,0.57301605,0.22338077,0.00000000
-5.12356178,0.86355939,0.00046472,0.00294128,0.01941690,0.17200171,0.11124695,0.58553077,0.22800204,0.00000000
-5.11755878,0.88503976,0.00052814,0.00332576,0.02089526,0.17772203,0.11415064,0.59781027,0.23233160,0.00000000
-5.11155578,0.90652804,0.00059680,0.00373912,0.02249331,0.18329902,0.11713046,0.61019488,0.23644602,0.00000000
-5.10555278,0.92841470,0.00067064,0.00418058,0.02421538,0.18873338,0.12024056,0.62305034,0.24042822,0.00000000
-5.09954977,0.95109371,0.00074955,0.00464907,0.02606492,0.19402056,0.12353812,0.63675269,0.24436272,0.00000000
-5.09354677,0.97494332,0.00083338,0.00514336,0.02804438,0.19914916,0.12708095,0.65167245,0.24833082,0.00000000
-5.08754377,1.00030758,0.00092193,0.00566210,0.03015508,0.20409993,0.13092507,0.66815873,0.25240603,0.00000000
-5.08154077,1.02747939,0.00101496,0.00620399,0.03239716,0.20884526,0.13512249,0.68652414,0.25664993,0.00000000
-5.07553777,1.05668601,0.00111220,0.00676792,0.03476969,0.21334939,0.13971920,0.70703104,0.26110863,0.00000000
-5.06953477,1.08807763,0.00121339,0.00735312,0.03727074,0.21756920,0.14475340,0.72987979,0.26581013,0.00000000
-5.06353177,1.12171958,0.00131824,0.00795932,0.03989768,0.22145567,0.15025421,0.75519962,0.27076257,0.00000000
-5.05752876,1.15758845,0.00142647,0.00858692,0.04264744,0.22495588,0.15624067,0.78304242,0.27595352,0.00000000
-5.05152576,1.19557233,0.00153782,0.00923713,0.04551685,0.22801544,0.16272125,0.81337965,0.28135023,0.00000000
-5.04552276,1.23547492,0.00165203,0.00991211,0.04850301,0.23058114,0.16969368,0.84610268,0.28690094,0.00000000
-5.03951976,1.27702330,0.00176888,0.01061504,0.05160367,0.23260383,0.17714523,0.88102622,0.29253705,0.00000000
-5.03351676,1.31987890,0.00188814,0.01135021,0.05481752,0.23404112,0.18505333,0.91789482,0.29817599,0.00000000
-5.02751376,1.36365087,0.00200962,0.01212303,0.05814449,0.23485987,0.19338641,0.95639203,0.30372480,0.00000000
-5.02151076,1.40791134,0.00213310,0.01293995,0.06158586,0.23503835,0.20210502,0.99615165,0.30908395,0.00000000
-5.01550775,1.45221155,0.00225836,0.01380836,0.06514433,0.23456773,0.21116310,1.03677062,0.31415150,0.00000000
-5.00950475,1.49609812,0.00238516,0.01473647,0.06882391,0.23345308,0.22050931,1.07782286,0.31882714,0.00000000
-5.00350175,1.53912871,0.00251320,0.01573301,0.07262964,0.23171362,0.23008839,1.11887328,0.32301612,0.00000000
-4.99749875,1.58088621,0.00264212,0.01680700,0.07656719,0.22938227,0.23984251,1.15949159,0.32663277,0.00000000
-4.99149575,1.62099103,0.00277149,0.01796738,0.08064231,0.22650464,0.24971259,1.19926494,0.32960353,0.00000000
-4.98549275,1.65911087,0.00290075,0.01922265,0.08486018,0.22313739,0.25963945,1.23780914,0.33186936,0.00000000
-4.97948974,1.69496773,0.00302926,0.02058047,0.08922464,0.21934610,0.26956497,1.27477787,0.33338755,0.00000000
-4.97348674,1.72834207,0.00315623,0.02204724,0.09373747,0.21520297,0.27943311,1.30986968,0.33413277,0.00000000
-4.96748374,1.75907415,0.00328077,0.02362776,0.09839765,0.21078420,0.28919084,1.34283249,0.33409742,0.00000000
-4.96148074,1.78706279,0.00340185,0.02532479,0.10320070,0.20616749,0.29878914,1.37346578,0.33329148,0.00000000
-4.95547774,1.81226189,0.00351835,0.02713885,0.10813824,0.20142967,0.30818391,1.40162039,0.33174164,0.00000000
-4.94947474,1.83467535,0.00362903,0.02906792,0.11319773,0.19664459,0.31733703,1.42719640,0.32949011,0.00000000
-4.94347174,1.85435085,0.00373260,0.03110740,0.11836254,0.19188151,0.32621752,1.45013935,0.32659302,0.00000000
-4.93746873,1.87137323,0.00382773,0.03325008,0.12361233,0.18720396,0.33480279,1.47043535,0.32311871,0.00000000
-4.93146573,1.88585815,0.00391309,0.03548635,0.12892379,0.18266917,0.34308023,1.48810556,0.31914580,0.00000000
-4.92546273,1.89794649,0.00398740,0.03780446,0.13427182,0.17832809,0.35104894,1.50320059,0.31476147,0.00000000
-4.91945973,1.90780028,0.00404944,0.04019106,0.13963105,0.17422603,0.35872170,1.51579540,0.31005978,0.00000000
-4.91345673,1.91560031,0.00409814,0.04263180,0.14497773,0.17040379,0.36612723,1.52598497,0.30514030,0.00000000
-4.90745373,1.92154583,0.00413261,0.04511214,0.15029188,0.16689930,0.37331259,1.53388130,0.30010697,0.00000000
-4.90145073,1.92585629,0.00415217,0.04761829,0.15555971,0.16374961,0.38034573,1.53961177,0.29506738,0.00000000
-4.89544772,1.92877513,0.00415637,0.05013820,0.16077614,0.16099306,0.38731805,1.54331906,0.29013234,0.00000000
-4.88944472,1.93057512,0.00414508,0.05266272,0.16594730,0.15867170,0.39434695,1.54516250,0.28541573,0.00000000
-4.88344172,1.93156493,0.00411843,0.05518671,0.17109289,0.15683348,0.40157807,1.54532058,0.28103470,0.00000000
-4.87743872,1.93209619,0.00407689,0.05771013,0.17624826,0.15553445,0.40918724,1.54399439,0.27710991,0.00000000
-4.87143572,1.93257022,0.00402123,0.06023909,0.18146612,0.15484043,0.41738177,1.54141138,0.27376595,0.00000000
-4.86543272,1.93344376,0.00395253,0.06278671,0.18681760,0.15482832,0.42640116,1.53782901,0.27113164,0.00000000
-4.85942971,1.93523273,0.00387214,0.06537383,0.19239270,0.15558676,0.43651669,1.53353765,0.26934016,0.00000000
-4.85342671,1.93851320,0.00378166,0.06802935,0.19829989,0.15721601,0.44803005,1.52886223,0.26852887,0.00000000
-4.84742371,1.94391896,0.00368291,0.07079039,0.20466487,0.15982708,0.46127064,1.52416207,0.26883874,0.00000000
-4.84142071,1.95213501,0.00357786,0.07370194,0.21162841,0.16353989,0.47659143,1.51982845,0.27041314,0.00000000
-4.83541771,1.96388667,0.00346859,0.07681621,0.21934321,0.16848063,0.49436334,1.51627973,0.27339610,0.00000000
-4.82941471,1.97992411,0.00335724,0.08019149,0.22796986,0.17477810,0.51496796,1.51395376,0.27792984,0.00000000
-4.82341171,2.00100245,0.00324593,0.08389058,0.23767200,0.18255924,0.53878871,1.51329759,0.28415161,0.00000000
-4.81740870,2.02785776,0.00313674,0.08797886,0.24861064,0.19194396,0.56620049,1.51475485,0.29218987,0.00000000
-4.81140570,2.06117970,0.00303160,0.09252185,0.26093796,0.20303931,0.59755777,1.51875094,0.30215980,0.00000000
-4.80540270,2.10158162,0.00293230,0.09758260,0.27479068,0.21593326,0.63318160,1.52567674,0.31415836,0.00000000
-4.79939970,2.14956929,0.00284042,0.10321864,0.29028317,0.23068830,0.67334564,1.53587153,0.32825898,0.00000000
-4.79339670,2.20550968,0.00275727,0.10947898,0.30750071,0.24733518,0.71826165,1.54960576,0.34450612,0.00000000
-4.78739370,2.26960112,0.00268394,0.11640083,0.32649298,0.26586704,0.76806490,1.56706474,0.36290990,0.00000000
-4.78139070,2.34184652,0.00262120,0.12400663,0.34726824,0.28623427,0.82280013,1.58833395,0.38344110,0.00000000
-4.77538769,2.42203114,0.00256956,0.13230114,0.36978825,0.30834042,0.88240850,1.61338710,0.40602681,0.00000000
-4.76938469,2.50970641,0.00252922,0.14126894,0.39396454,0.33203946,0.94671637,1.64207747,0.43054702,0.00000000
-4.76338169,2.60418110,0.00250015,0.15087248,0.41965586,0.35713469,1.01542647,1.67413346,0.45683242,0.00000000
-4.75737869,2.70452086,0.00248203,0.16105070,0.44666743,0.38337946,1.08811218,1.70915878,0.48466362,0.00000000
-4.75137569,2.80955701,0.00247437,0.17171843,0.47475187,0.41047986,1.16421541,1.74663766,0.51377216,0.00000000
-4.74537269,2.91790474,0.00247645,0.18276661,0.50361199,0.43809950,1.24304882,1.78594518,0.54384323,0.00000000
-4.73936968,3.02799088,0.00248743,0.19406345,0.53290559,0.46586616,1.32380243,1.82636260,0.57452030,0.00000000
-4.73336668,3.13809043,0.00250635,0.20545649,0.56225198,0.49338044,1.40555515,1.86709720,0.60541163,0.00000000
-4.72736368,3.24637102,0.00253217,0.21677558,0.59124035,0.52022585,1.48729092,1.90730615,0.63609851,0.00000000
-4.72136068,3.35094369,0.00256383,0.22783672,0.61943959,0.54598018,1.56791942,1.94612322,0.66614500,0.00000000
-4.71535768,3.44991823,0.00260027,0.23844663,0.64640925,0.57022771,1.64630082,1.98268754,0.69510887,0.00000000
-4.70935468,3.54146073,0.00264043,0.24840800,0.67171149,0.59257166,1.72127377,2.01617288,0.72255336,0.00000000
-4.70335168,3.62385091,0.00268334,0.25752511,0.69492327,0.61264639,1.79168577,2.04581628,0.74805921,0.00000000
-4.69734867,3.69553681,0.00272807,0.26560970,0.71564859,0.63012885,1.85642481,2.07094454,0.77123659,0.00000000
-4.69134567,3.75518427,0.00277381,0.27248687,0.73353015,0.64474867,1.91445099,2.09099728,0.79173626,0.00000000
-4.68534267,3.80171884,0.00281979,0.27800070,0.74826006,0.65629645,1.96482686,2.10554555,0.80925949,0.00000000
-4.67933967,3.83435821,0.00286538,0.28201945,0.75958899,0.66463000,2.00674511,2.11430472,0.82356643,0.00000000
-4.67333667,3.85263375,0.00290997,0.28443999,0.76733367,0.66967795,2.03955254,2.11714134,0.83448223,0.00000000
-4.66733367,3.85639991,0.00295306,0.28519146,0.77138211,0.67144095,2.06276910,2.11407334,0.84190102,0.00000000
-4.66133067,3.84583154,0.00299417,0.28423781,0.77169665,0.66999017,2.07610137,2.10526377,0.84578723,0.00000000
-4.65532766,3.82140915,0.00303287,0.28157918,0.76831454,0.66546338,2.07944973,2.09100845,0.84617454,0.00000000
-4.64932466,3.78389323,0.00306871,0.27725218,0.76134616,0.65805883,2.07290921,2.07171814,0.84316235,0.00000000
-4.64332166,3.73428926,0.00310125,0.27132884,0.75097105,0.64802731,2.05676397,2.04789653,0.83691021,0.00000000
