energy_ev,total_up,Al_p_up,Al_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.75987994,3.81712753,0.25266814,0.00000000,1.73577081,1.58834888,0.01295328,0.35123878
-5.75387694,3.80103369,0.25190446,0.00000000,1.72983441,1.58575294,0.01298371,0.34895273
-5.74787394,3.76366075,0.24947145,0.00000000,1.71501937,1.57361409,0.01292231,0.34445256
-5.74187094,3.70567646,0.24541349,0.00000000,1.69163609,1.55212753,0.01277000,0.33782199
-5.73586793,3.62812398,0.23980718,0.00000000,1.66014267,1.52166907,0.01252972,0.32918575
-5.72986493,3.53238720,0.23275889,0.00000000,1.62112882,1.48278246,0.01220631,0.31870567
-5.72386193,3.42014590,0.22440138,0.00000000,1.57529591,1.43616141,0.01180633,0.30657559
-5.71785893,3.29332285,0.21488958,0.00000000,1.52343431,1.38262721,0.01133778,0.29301529
-5.71185593,3.15402508,0.20439577,0.00000000,1.46639878,1.32310291,0.01080989,0.27826374
-5.70585293,3.00448183,0.19310430,0.00000000,1.40508310,1.25858523,0.01023275,0.26257200
-5.69984992,2.84698181,0.18120616,0.00000000,1.34039505,1.19011537,0.00961699,0.24619597
-5.69384692,2.68381215,0.16889360,0.00000000,1.27323255,1.11874994,0.00897347,0.22938934
-5.68784392,2.51720142,0.15635501,0.00000000,1.20446207,1.04553318,0.00831295,0.21239709
-5.68184092,2.34926873,0.14377018,0.00000000,1.13489992,0.97147130,0.00764580,0.19544958
-5.67583792,2.18198025,0.13130627,0.00000000,1.06529686,0.89751007,0.00698173,0.17875764
-5.66983492,2.01711461,0.11911446,0.00000000,0.99632664,0.82451606,0.00632959,0.16250865
-5.66383192,1.85623738,0.10732734,0.00000000,0.92857831,0.75326204,0.00569717,0.14686373
-5.65782891,1.70068514,0.09605730,0.00000000,0.86255237,0.68441678,0.00509113,0.13195606
-5.65182591,1.55155851,0.08539558,0.00000000,0.79866041,0.61853909,0.00451691,0.11789032
-5.64582291,1.40972367,0.07541222,0.00000000,0.73722794,0.55607613,0.00397869,0.10474308
-5.63981991,1.27582113,0.06615670,0.00000000,0.67849973,0.49736533,0.00347945,0.09256410
-5.63381691,1.15028065,0.05765917,0.00000000,0.62264719,0.44263963,0.00302102,0.08137840
-5.62781391,1.03334093,0.04993220,0.00000000,0.56977703,0.39203538,0.00260417,0.07118882
-5.62181091,0.92507244,0.04297291,0.00000000,0.51994081,0.34560224,0.00222874,0.06197903
-5.61580790,0.82540236,0.03676532,0.00000000,0.47314450,0.30331453,0.00189377,0.05371671
-5.60980490,0.73413994,0.03128284,0.00000000,0.42935792,0.26508325,0.00159763,0.04635683
-5.60380190,0.65100159,0.02649078,0.00000000,0.38852330,0.23076843,0.00133817,0.03984481
-5.59779890,0.57563441,0.02234878,0.00000000,0.35056303,0.20019118,0.00111286,0.03411950
-5.59179590,0.50763777,0.01881306,0.00000000,0.31538612,0.17314498,0.00091892,0.02911592
-5.58579290,0.44658223,0.01583844,0.00000000,0.28289352,0.14940611,0.00075344,0.02476756
-5.57978989,0.39202571,0.01338017,0.00000000,0.25298215,0.12874281,0.00061346,0.02100843
-5.57378689,0.34352670,0.01139534,0.00000000,0.22554778,0.11092304,0.00049607,0.01777457
-5.56778389,0.30065458,0.00984408,0.00000000,0.20048700,0.09572096,0.00039848,0.01500533
-5.56178089,0.26299734,0.00869040,0.00000000,0.17769821,0.08292189,0.00031806,0.01264422
-5.55577789,0.23016679,0.00790275,0.00000000,0.15708211,0.07232594,0.00025240,0.01063942
-5.54977489,0.20180176,0.00745429,0.00000000,0.13854160,0.06375045,0.00019927,0.00894407
-5.54377189,0.17756940,0.00732293,0.00000000,0.12198152,0.05703118,0.00015673,0.00751635
-5.53776888,0.15716513,0.00749105,0.00000000,0.10730809,0.05202252,0.00012302,0.00631930
-5.53176588,0.14031142,0.00794512,0.00000000,0.09442847,0.04859687,0.00009666,0.00532058
-5.52576288,0.12675571,0.00867512,0.00000000,0.08325026,0.04664329,0.00007634,0.00449215
-5.51975988,0.11626778,0.00967376,0.00000000,0.07368124,0.04606549,0.00006097,0.00380981
-5.51375688,0.10863672,0.01093572,0.00000000,0.06562914,0.04677959,0.00004967,0.00325285
-5.50775388,0.10366775,0.01245672,0.00000000,0.05900162,0.04871141,0.00004167,0.00280355
-5.50175088,0.10117906,0.01423264,0.00000000,0.05370644,0.05179379,0.00003638,0.00244684
-5.49574787,0.10099881,0.01625862,0.00000000,0.04965173,0.05596387,0.00003334,0.00216986
-5.48974487,0.10296247,0.01852825,0.00000000,0.04674644,0.06116055,0.00003219,0.00196166
-5.48374187,0.10691061,0.02103286,0.00000000,0.04490085,0.06732229,0.00003266,0.00181291
-5.47773887,0.11268729,0.02376092,0.00000000,0.04402727,0.07438528,0.00003458,0.00171561
-5.47173587,0.12013911,0.02669771,0.00000000,0.04404081,0.08228227,0.00003785,0.00166290
-5.46573287,0.12911514,0.02982508,0.00000000,0.04486031,0.09094197,0.00004243,0.00164889
-5.45972986,0.13946764,0.03312156,0.00000000,0.04640929,0.10028918,0.00004837,0.00166853
-5.45372686,0.15105369,0.03656269,0.00000000,0.04861715,0.11024578,0.00005575,0.00171749
-5.44772386,0.16373771,0.04012157,0.00000000,0.05142033,0.12073232,0.00006472,0.00179211
-5.44172086,0.17739478,0.04376973,0.00000000,0.05476364,0.13167048,0.00007549,0.00188935
-5.43571786,0.19191459,0.04747814,0.00000000,0.05860159,0.14298607,0.00008833,0.00200676
-5.42971486,0.20720588,0.05121848,0.00000000,0.06289971,0.15461252,0.00010357,0.00214248
-5.42371186,0.22320106,0.05496443,0.00000000,0.06763581,0.16649463,0.00012159,0.00229521
-5.41770885,0.23986069,0.05869313,0.00000000,0.07280098,0.17859237,0.00014282,0.00246427
-5.41170585,0.25717748,0.06238648,0.00000000,0.07840039,0.19088450,0.00016776,0.00264955
-5.40570285,0.27517939,0.06603243,0.00000000,0.08445368,0.20337156,0.00019696,0.00285151
-5.39969985,0.29393145,0.06962594,0.00000000,0.09099475,0.21607815,0.00023099,0.00307121
-5.39369685,0.31353588,0.07316977,0.00000000,0.09807108,0.22905410,0.00027047,0.00331024
-5.38769385,0.33413038,0.07667478,0.00000000,0.10574223,0.24237428,0.00031603,0.00357070
-5.38169085,0.35588404,0.08015986,0.00000000,0.11407759,0.25613698,0.00036829,0.00385510
-5.37568784,0.37899112,0.08365140,0.00000000,0.12315342,0.27046065,0.00042785,0.00416630
-5.36968484,0.40366247,0.08718220,0.00000000,0.13304908,0.28547911,0.00049528,0.00450742
-5.36368184,0.43011485,0.09079003,0.00000000,0.14384256,0.30133515,0.00057105,0.00488167
-5.35767884,0.45855850,0.09451567,0.00000000,0.15560550,0.31817301,0.00065555,0.00529223
-5.35167584,0.48918350,0.09840075,0.00000000,0.16839784,0.33612978,0.00074903,0.00574212
-5.34567284,0.52214543,0.10248526,0.00000000,0.18226238,0.35532636,0.00085158,0.00623403
-5.33966983,0.55755128,0.10680502,0.00000000,0.19721946,0.37585828,0.00096312,0.00677022
-5.33366683,0.59544632,0.11138930,0.00000000,0.21326213,0.39778718,0.00108336,0.00735236
-5.32766383,0.63580281,0.11625852,0.00000000,0.23035211,0.42113334,0.00121179,0.00798149
-5.32166083,0.67851154,0.12142248,0.00000000,0.24841685,0.44586983,0.00134769,0.00865792
-5.31565783,0.72337685,0.12687903,0.00000000,0.26734799,0.47191898,0.00149010,0.00938124
-5.30965483,0.77011578,0.13261340,0.00000000,0.28700138,0.49915141,0.00163788,0.01015036
-5.30365183,0.81836194,0.13859829,0.00000000,0.30719895,0.52738797,0.00178968,0.01096359
-5.29764882,0.86767408,0.14479471,0.00000000,0.32773230,0.55640481,0.00194401,0.01181874
-5.29164582,0.91754952,0.15115359,0.00000000,0.34836821,0.58594146,0.00209928,0.01271333
-5.28564282,0.96744199,0.15761813,0.00000000,0.36885576,0.61571172,0.00225383,0.01364476
-5.27963982,1.01678314,0.16412671,0.00000000,0.38893488,0.64541699,0.00240601,0.01461054
-5.27363682,1.06500701,0.17061638,0.00000000,0.40834597,0.67476139,0.00255427,0.01560848
-5.26763382,1.11157621,0.17702650,0.00000000,0.42684020,0.70346798,0.00269718,0.01663692
-5.26163082,1.15600843,0.18330256,0.00000000,0.44418990,0.73129527,0.00283352,0.01769492
-5.25562781,1.19790202,0.18939983,0.00000000,0.46019872,0.75805300,0.00296234,0.01878232
-5.24962481,1.23695917,0.19528659,0.00000000,0.47471076,0.78361643,0.00308303,0.01989984
-5.24362181,1.27300535,0.20094680,0.00000000,0.48761845,0.80793820,0.00319534,0.02104906
-5.23761881,1.30600376,0.20638204,0.00000000,0.49886855,0.83105702,0.00329942,0.02223232
-5.23161581,1.33606412,0.21161248,0.00000000,0.50846612,0.85310261,0.00339582,0.02345252
-5.22561281,1.36344482,0.21667682,0.00000000,0.51647605,0.87429651,0.00348550,0.02471285
-5.21960980,1.38854856,0.22163133,0.00000000,0.52302227,0.89494863,0.00356982,0.02601649
-5.21360680,1.41191128,0.22654773,0.00000000,0.52828458,0.91544959,0.00365043,0.02736625
-5.20760380,1.43418510,0.23151024,0.00000000,0.53249334,0.93625917,0.00372930,0.02876412
-5.20160080,1.45611604,0.23661186,0.00000000,0.53592233,0.95789151,0.00380855,0.03021093
-5.19559780,1.47851759,0.24195008,0.00000000,0.53888026,0.98089780,0.00389044,0.03170597
-5.18959480,1.50224167,0.24762220,0.00000000,0.54170138,1.00584722,0.00397722,0.03324674
-5.18359180,1.52814830,0.25372060,0.00000000,0.54473567,1.03330730,0.00407105,0.03482871
-5.17758879,1.55707562,0.26032820,0.00000000,0.54833931,1.06382458,0.00417389,0.03644528
-5.17158579,1.58981166,0.26751422,0.00000000,0.55286570,1.09790659,0.00428740,0.03808787
-5.16558279,1.62706917,0.27533062,0.00000000,0.55865753,1.13600586,0.00441284,0.03974605
-5.15957979,1.66946466,0.28380931,0.00000000,0.56604025,1.17850685,0.00455103,0.04140799
-5.15357679,1.71750219,0.29296028,0.00000000,0.57531694,1.22571603,0.00470222,0.04306087
-5.14757379,1.77156249,0.30277067,0.00000000,0.58676472,1.27785554,0.00486612,0.04469148
-5.14157079,1.83189742,0.31320482,0.00000000,0.60063251,1.33506033,0.00504182,0.04628693
-5.13556778,1.89862934,0.32420529,0.00000000,0.61713999,1.39737846,0.00522783,0.04783526
-5.12956478,1.97175488,0.33569468,0.00000000,0.63647718,1.46477430,0.00542208,0.04932624
-5.12356178,2.05115225,0.34757816,0.00000000,0.65880455,1.53713377,0.00562198,0.05075188
-5.11755878,2.13659090,0.35974648,0.00000000,0.68425289,1.61427111,0.00582448,0.05210706
-5.11155578,2.22774263,0.37207932,0.00000000,0.71292276,1.69593620,0.00602612,0.05338983
-5.10555278,2.32419285,0.38444880,0.00000000,0.74488304,1.78182179,0.00622322,0.05460167
-5.09954977,2.42545118,0.39672291,0.00000000,0.78016830,1.87156996,0.00641187,0.05574741
-5.09354677,2.53096044,0.40876868,0.00000000,0.81877496,1.96477724,0.00658816,0.05683505
-5.08754377,2.64010374,0.42045506,0.00000000,0.86065623,2.06099806,0.00674825,0.05787530
-5.08154077,2.75220919,0.43165529,0.00000000,0.90571603,2.15974654,0.00688847,0.05888091
-5.07553777,2.86655261,0.44224884,0.00000000,0.95380229,2.26049664,0.00700553,0.05986585
-5.06953477,2.98235849,0.45212276,0.00000000,1.00470011,2.36268115,0.00709653,0.06084437
-5.06353177,3.09880004,0.46117262,0.00000000,1.05812552,2.46569012,0.00715915,0.06182999
-5.05752876,3.21499920,0.46930296,0.00000000,1.11372045,2.56886945,0.00719168,0.06283439
-5.05152576,3.33002775,0.47642751,0.00000000,1.17104970,2.67152061,0.00719310,0.06386647
-5.04552276,3.44291055,0.48246911,0.00000000,1.22960066,2.77290227,0.00716317,0.06493145
-5.03951976,3.55263199,0.48735960,0.00000000,1.28878618,2.87223477,0.00710239,0.06603014
-5.03351676,3.65814648,0.49103975,0.00000000,1.34795136,2.96870804,0.00701208,0.06715847
-5.02751376,3.75839354,0.49345919,0.00000000,1.40638413,3.06149349,0.00689430,0.06830721
-5.02151076,3.85231780,0.49457673,0.00000000,1.46332997,3.14976004,0.00675187,0.06946204
-5.01550775,3.93889353,0.49436075,0.00000000,1.51801026,3.23269406,0.00658825,0.07060388
-5.00950475,4.01715318,0.49278995,0.00000000,1.56964381,3.30952274,0.00640753,0.07170951
-5.00350175,4.08621895,0.48985436,0.00000000,1.61747092,3.37954003,0.00621428,0.07275239
-4.99749875,4.14533571,0.48555646,0.00000000,1.66077879,3.44213385,0.00601346,0.07370379
-4.99149575,4.19390375,0.47991248,0.00000000,1.69892721,3.49681322,0.00581032,0.07453399
-4.98549275,4.23150926,0.47295363,0.00000000,1.73137343,3.54323356,0.00561025,0.07521364
-4.97948974,4.25795063,0.46472729,0.00000000,1.75769456,3.58121857,0.00541865,0.07571508
-4.97348674,4.27325848,0.45529788,0.00000000,1.77760671,3.61077691,0.00524082,0.07601363
-4.96748374,4.27770788,0.44474741,0.00000000,1.79097943,3.63211227,0.00508180,0.07608881
-4.96148074,4.27182121,0.43317545,0.00000000,1.79784470,3.64562567,0.00494628,0.07592530
-4.95547774,4.25636084,0.42069871,0.00000000,1.79839981,3.65190911,0.00483846,0.07551372
-4.94947474,4.23231125,0.40744982,0.00000000,1.79300378,3.65173039,0.00476197,0.07485112
-4.94347174,4.20085090,0.39357560,0.00000000,1.78216729,3.64600912,0.00471977,0.07394114
-4.93746873,4.16331464,0.37923463,0.00000000,1.76653655,3.63578489,0.00471409,0.07279390
-4.93146573,4.12114827,0.36459440,0.00000000,1.74687159,3.62217875,0.00474636,0.07142563
-4.92546273,4.07585713,0.34982781,0.00000000,1.72402012,3.60634969,0.00481722,0.06985791
-4.91945973,4.02895127,0.33510954,0.00000000,1.69888799,3.58944841,0.00492648,0.06811685
-4.91345673,3.98188972,0.32061207,0.00000000,1.67240765,3.57257051,0.00507317,0.06623196
-4.90745373,3.93602683,0.30650177,0.00000000,1.64550606,3.55671168,0.00525551,0.06423496
-4.90145073,3.89256324,0.29293513,0.00000000,1.61907346,3.54272720,0.00547105,0.06215857
-4.89544772,3.85250408,0.28005515,0.00000000,1.59393446,3.53129800,0.00571669,0.06003525
-4.88944472,3.81662645,0.26798836,0.00000000,1.57082251,3.52290508,0.00598880,0.05789611
-4.88344172,3.78545775,0.25684219,0.00000000,1.55035904,3.51781359,0.00628329,0.05576986
-4.87743872,3.75926578,0.24670307,0.00000000,1.53303774,3.51606754,0.00659578,0.05368202
-4.87143572,3.73806105,0.23763516,0.00000000,1.51921471,3.51749512,0.00692168,0.05165429
-4.86543272,3.72161066,0.22967985,0.00000000,1.50910448,3.52172447,0.00725631,0.04970420
-4.85942971,3.70946300,0.22285581,0.00000000,1.50278180,3.52820867,0.00759504,0.04784497
-4.85342671,3.70098149,0.21715979,0.00000000,1.50018893,3.53625859,0.00793340,0.04608560
-4.84742371,3.69538536,0.21256801,0.00000000,1.50114750,3.54508163,0.00826714,0.04443124
-4.84142071,3.69179523,0.20903795,0.00000000,1.50537443,3.55382407,0.00859237,0.04288366
-4.83541771,3.68928091,0.20651065,0.00000000,1.51250060,3.56161493,0.00890557,0.04144194
-4.82941471,3.68690892,0.20491334,0.00000000,1.52209154,3.56760871,0.00920369,0.04010322
-4.82341171,3.68378756,0.20416220,0.00000000,1.53366882,3.57102518,0.00948411,0.03886363
-4.81740870,3.67910735,0.20416545,0.00000000,1.54673133,3.57118407,0.00974473,0.03771908
-4.81140570,3.67217528,0.20482642,0.00000000,1.56077543,3.56753347,0.00998386,0.03666617
-4.80540270,3.66244180,0.20604671,0.00000000,1.57531328,3.55967074,0.01020031,0.03570299
-4.79939970,3.64951978,0.20772935,0.00000000,1.58988871,3.54735558,0.01039326,0.03482990
-4.79339670,3.63319536,0.20978187,0.00000000,1.60409032,3.53051508,0.01056226,0.03405008
-4.78739370,3.61343111,0.21211938,0.00000000,1.61756149,3.50924146,0.01070719,0.03337012
-4.78139070,3.59036201,0.21466746,0.00000000,1.63000729,3.48378305,0.01082823,0.03280035
-4.77538769,3.56428547,0.21736490,0.00000000,1.64119849,3.45452994,0.01092576,0.03235505
-4.76938469,3.53564646,0.22016623,0.00000000,1.65097280,3.42199539,0.01100042,0.03205262
-4.76338169,3.50501912,0.22304398,0.00000000,1.65923374,3.38679451,0.01105302,0.03191545
-4.75737869,3.47308610,0.22599049,0.00000000,1.66594753,3.34962168,0.01108456,0.03196976
-4.75137569,3.44061672,0.22901938,0.00000000,1.67113844,3.31122772,0.01109624,0.03224527
-4.74537269,3.40844502,0.23216630,0.00000000,1.67488298,3.27239811,0.01108945,0.03277475
-4.73936968,3.37744835,0.23548915,0.00000000,1.67730327,3.23393289,0.01106582,0.03359344
-4.73336668,3.34852704,0.23906738,0.00000000,1.67856013,3.19662882,0.01102720,0.03473834
-4.72736368,3.32258528,0.24300053,0.00000000,1.67884587,3.16126395,0.01097571,0.03624739
-4.72136068,3.30051336,0.24740580,0.00000000,1.67837724,3.12858471,0.01091375,0.03815855
-4.71535768,3.28317108,0.25241464,0.00000000,1.67738861,3.09929510,0.01084399,0.04050879
-4.70935468,3.27137194,0.25816845,0.00000000,1.67612549,3.07404773,0.01076939,0.04333298
-4.70335168,3.26586813,0.26481336,0.00000000,1.67483842,3.05343615,0.01069317,0.04666269
-4.69734867,3.26733568,0.27249424,0.00000000,1.67377739,3.03798801,0.01061877,0.05052500
-4.69134567,3.27636001,0.28134813,0.00000000,1.67318669,3.02815863,0.01054980,0.05494125
-4.68534267,3.29342153,0.29149735,0.00000000,1.67330036,3.02432462,0.01048993,0.05992587
-4.67933967,3.31888165,0.30304241,0.00000000,1.67433807,3.02677734,0.01044288,0.06548523
-4.67333667,3.35296941,0.31605522,0.00000000,1.67650170,3.03571624,0.01041225,0.07161665
-4.66733367,3.39576922,0.33057277,0.00000000,1.67997247,3.05124213,0.01040142,0.07830755
-4.66133067,3.44721030,0.34659169,0.00000000,1.68490877,3.07335080,0.01041347,0.08553490
-4.65532766,3.50705860,0.36406400,0.00000000,1.69144462,3.10192727,0.01045102,0.09326482
-4.64932466,3.57491161,0.38289426,0.00000000,1.69968885,3.13674129,0.01051617,0.10145265
-4.64332166,3.65019710,0.40293844,0.00000000,1.70972493,3.17744450,0.01061036,0.11004325
-4.63731866,3.73217590,0.42400462,0.00000000,1.72161146,3.22356989,0.01073432,0.11897171
-4.63131566,3.81994941,0.44585555,0.00000000,1.73538307,3.27453386,0.01088800,0.12816445
-4.62531266,3.91247181,0.46821318,0.00000000,1.75105179,3.32964135,0.01107056,0.13754060
-4.61930965,4.00856684,0.49076487,0.00000000,1.76860868,3.38809401,0.01128035,0.14701373
-4.61330665,4.10694899,0.51317121,0.00000000,1.78802536,3.44900168,0.01151490,0.15649381
-4.60730365,4.20624819,0.53507511,0.00000000,1.80925551,3.51139671,0.01177104,0.16588930
-4.60130065,4.30503753,0.55611173,0.00000000,1.83223592,3.57425101,0.01204490,0.17510936
-4.59529765,4.40186268,0.57591901,0.00000000,1.85688710,3.63649518,0.01233207,0.18406600
-4.58929465,4.49527222,0.59414806,0.00000000,1.88311310,3.69703918,0.01262766,0.19267609
-4.58329165,4.58384745,0.61047328,0.00000000,1.91080071,3.75479378,0.01292645,0.20086318
-4.57728864,4.66623083,0.62460156,0.00000000,1.93981783,3.80869207,0.01322303,0.20855900
-4.57128564,4.74115184,0.63628023,0.00000000,1.97001117,3.85771030,0.01351192,0.21570454
-4.56528264,4.80744949,0.64530352,0.00000000,2.00120342,3.90088732,0.01378771,0.22225080
-4.55927964,4.86409087,0.65151719,0.00000000,2.03319002,3.93734200,0.01404520,0.22815898
-4.55327664,4.91018518,0.65482131,0.00000000,2.06573588,3.96628824,0.01427948,0.23340037
-4.54727364,4.94499324,0.65517104,0.00000000,2.09857242,3.98704708,0.01448608,0.23795570
-4.54127064,4.96793248,0.65257561,0.00000000,2.13139501,3.99905571,0.01466100,0.24181431
-4.53526763,4.97857762,0.64709555,0.00000000,2.16386146,4.00187340,0.01480083,0.24497291
-4.52926463,4.97665771,0.63883847,0.00000000,2.19559168,3.99518432,0.01490274,0.24743432
-4.52326163,4.96204997,0.62795364,0.00000000,2.22616875,3.97879745,0.01496455,0.24920603
-4.51725863,4.93477116,0.61462577,0.00000000,2.25514175,3.95264381,0.01498475,0.25029886
-4.51125563,4.89496728,0.59906823,0.00000000,2.28203025,3.91677154,0.01496243,0.25072575
-4.50525263,4.84290216,0.58151608,0.00000000,2.30633068,3.87133894,0.01489734,0.25050078
-4.49924962,4.77894576,0.56221931,0.00000000,2.32752433,3.81660614,0.01478982,0.24963835
-4.49324662,4.70356249,0.54143637,0.00000000,2.34508696,3.75292567,0.01464075,0.24815282
-4.48724362,4.61730016,0.51942836,0.00000000,2.35849961,3.68073247,0.01445153,0.24605837
-4.48124062,4.52077984,0.49645391,0.00000000,2.36726054,3.60053359,0.01422405,0.24336919
-4.47523762,4.41468666,0.47276496,0.00000000,2.37089766,3.51289801,0.01396058,0.24009993
-4.46923462,4.29976190,0.44860334,0.00000000,2.36898126,3.41844686,0.01366378,0.23626641
-4.46323162,4.17679607,0.42419819,0.00000000,2.36113661,3.31784435,0.01333662,0.23188647
-4.45722861,4.04662316,0.39976417,0.00000000,2.34705594,3.21178944,0.01298236,0.22698088
-4.45122561,3.91011576,0.37550038,0.00000000,2.32650953,3.10100865,0.01260452,0.22157429
-4.44522261,3.76818090,0.35158982,0.00000000,2.29935554,2.98624984,0.01220680,0.21569616
-4.43921961,3.62175657,0.32819930,0.00000000,2.26554817,2.86827716,0.01179314,0.20938149
-4.43321661,3.47180853,0.30547972,0.00000000,2.22514408,2.74786706,0.01136762,0.20267140
-4.42721361,3.31932732,0.28356656,0.00000000,2.17830653,2.62580523,0.01093451,0.19561356
-4.42121061,3.16532523,0.26258052,0.00000000,2.12530742,2.50288429,0.01049825,0.18826226
-4.41520760,3.01083296,0.24262821,0.00000000,2.06652675,2.37990211,0.01006341,0.18067833
-4.40920460,2.85689585,0.22380281,0.00000000,2.00244956,2.25766027,0.00963475,0.17292870
-4.40320160,2.70456921,0.20618470,0.00000000,1.93366034,2.13696250,0.00921715,0.16508576
-4.39719860,2.55491280,0.18984198,0.00000000,1.86083470,2.01861267,0.00881565,0.15722647
-4.39119560,2.40898398,0.17483084,0.00000000,1.78472857,1.90341192,0.00843540,0.14943121
-4.38519260,2.26782944,0.16119587,0.00000000,1.70616500,1.79215469,0.00808162,0.14178252
-4.37918959,2.13247531,0.14897015,0.00000000,1.62601864,1.68562328,0.00775958,0.13436355
-4.37318659,2.00391555,0.13817527,0.00000000,1.54519831,1.58458078,0.00747454,0.12725652
-4.36718359,1.88309860,0.12882117,0.00000000,1.46462801,1.48976212,0.00723162,0.12054098
-4.36118059,1.77091247,0.12090591,0.00000000,1.38522674,1.40186336,0.00703574,0.11429205
-4.35517759,1.66816827,0.11441533,0.00000000,1.30788767,1.32152933,0.00689150,0.10857864
-4.34917459,1.57558281,0.10932266,0.00000000,1.23345735,1.24933973,0.00680304,0.10346174
-4.34317159,1.49376062,0.10558817,0.00000000,1.16271541,1.18579433,0.00677386,0.09899268
-4.33716858,1.42317589,0.10315878,0.00000000,1.09635557,1.13129755,0.00680673,0.09521161
-4.33116558,1.36415535,0.10196788,0.00000000,1.03496843,1.08614325,0.00690347,0.09214613
-4.32516258,1.31686264,0.10193518,0.00000000,0.97902692,1.05050034,0.00706483,0.08981011
-4.31915958,1.28128516,0.10296696,0.00000000,0.92887465,1.02440010,0.00729034,0.08820282
-4.31315658,1.25722419,0.10495648,0.00000000,0.88471797,1.00772584,0.00757819,0.08730841
-4.30715358,1.24428920,0.10778482,0.00000000,0.84662183,1.00020584,0.00792517,0.08709573
