energy_ev,total_up,total_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.80790395,0.73001970,-2.80071713,0.11409872,-0.40300123,0.00000000,-0.00000000,0.12799416,-1.35110470,0.14941118,-0.89639917,0.00933345,-0.00388773,0.04055346,-1.03931411,0.04734235,-0.02499598,0.38117516,-0.61769147
-5.80190095,0.70999446,-2.85418091,0.11211019,-0.41598718,0.00000000,-0.00000000,0.11993595,-1.38406230,0.14510624,-0.90831940,0.00952256,-0.00411042,0.03733624,-1.06151921,0.04570891,-0.02510557,0.37428000,-0.62429059
-5.79589795,0.68930403,-2.90046202,0.10993687,-0.42802914,0.00000000,-0.00000000,0.11252412,-1.41219912,0.14055057,-0.91764613,0.00970850,-0.00432899,0.03434240,-1.08022606,0.04399713,-0.02524672,0.36667135,-0.63018531
-5.78989495,0.66788964,-2.93835909,0.10753872,-0.43887946,0.00000000,-0.00000000,0.10567279,-1.43474695,0.13573435,-0.92411860,0.00989014,-0.00454020,0.03155837,-1.09497480,0.04221442,-0.02541487,0.35832390,-0.63515771
-5.78389195,0.64572696,-2.96683520,0.10488781,-0.44832024,0.00000000,-0.00000000,0.09930438,-1.45106470,0.13065854,-0.92751401,0.01006643,-0.00474143,0.02897173,-1.10536752,0.04036862,-0.02560646,0.34923246,-0.63902864
-5.77788894,0.62283015,-2.98505240,0.10196916,-0.45616832,0.00000000,-0.00000000,0.09335177,-1.46065591,0.12533526,-0.92765732,0.01023635,-0.00493077,0.02657129,-1.11108248,0.03846818,-0.02581938,0.33941446,-0.64166251
-5.77188594,0.59925450,-2.99240136,0.09878121,-0.46227940,0.00000000,-0.00000000,0.08776004,-1.46318215,0.11978797,-0.92442994,0.01039885,-0.00510715,0.02434723,-1.11188647,0.03652237,-0.02605319,0.32891148,-0.64297100
-5.76588294,0.57509754,-2.98852478,0.09533573,-0.46655120,0.00000000,-0.00000000,0.08248776,-1.45847181,0.11405145,-0.91777698,0.01055278,-0.00527033,0.02229124,-1.10764483,0.03454135,-0.02630946,0.31778969,-0.64291537
-5.75987994,0.55049871,-2.97333340,0.09165729,-0.46892534,0.00000000,-0.00000000,0.07750761,-1.44652377,0.10817144,-0.90771256,0.01069683,-0.00542097,0.02039671,-1.09832863,0.03253621,-0.02659191,0.30613937,-0.64150719
-5.75387694,0.52563763,-2.94701365,0.08778241,-0.46938800,0.00000000,-0.00000000,0.07280676,-1.42750612,0.10220414,-0.89432302,0.01082943,-0.00556063,0.01865892,-1.08401879,0.03051891,-0.02690647,0.29407355,-0.63880749
-5.74787394,0.50073110,-2.91002654,0.08375834,-0.46796925,0.00000000,-0.00000000,0.06838666,-1.40174961,0.09621535,-0.87776792,0.01094875,-0.00569170,0.01707517,-1.06490680,0.02850213,-0.02726118,0.28172581,-0.63492416
-5.74187094,0.47602929,-2.86309767,0.07964163,-0.46474106,0.00000000,-0.00000000,0.06426262,-1.36973650,0.09027962,-0.85827860,0.01105265,-0.00581735,0.01564501,-1.04129209,0.02649909,-0.02766595,0.26924765,-0.63000778
-5.73586793,0.45181119,-2.80719856,0.07549658,-0.45981407,0.00000000,-0.00000000,0.06046306,-1.33208493,0.08447903,-0.83615447,0.01113869,-0.00594141,0.01437031,-1.01357603,0.02452324,-0.02813223,0.25680541,-0.62424593
-5.72986493,0.42837980,-2.74351996,0.07139367,-0.45333335,0.00000000,-0.00000000,0.05702860,-1.28952973,0.07890212,-0.81175712,0.01120415,-0.00606822,0.01325540,-0.98225285,0.02258800,-0.02867240,0.24457714,-0.61785620
-5.72386193,0.40605731,-2.67343819,0.06740790,-0.44547323,0.00000000,-0.00000000,0.05401106,-1.24290022,0.07364267,-0.78550244,0.01124608,-0.00620245,0.01230712,-0.94789769,0.02070639,-0.02929918,0.23274945,-0.61107829
-5.71785893,0.38518043,-2.59847573,0.06361741,-0.43643145,0.00000000,-0.00000000,0.05147226,-1.19309594,0.06879851,-0.75785100,0.01126141,-0.00634890,0.01153486,-0.91115220,0.01889076,-0.03002484,0.22151465,-0.60416537
-5.71185593,0.36609621,-2.52025749,0.06010207,-0.42642296,0.00000000,-0.00000000,0.04948294,-1.14106118,0.06447046,-0.72929711,0.01124703,-0.00651228,0.01095057,-0.87270829,0.01715241,-0.03086043,0.21106807,-0.59737515
-5.70585293,0.34915824,-2.44046450,0.05694240,-0.41567356,0.00000000,-0.00000000,0.04812150,-1.08775917,0.06076127,-0.70035681,0.01119993,-0.00669695,0.01056865,-0.83329037,0.01550141,-0.03181490,0.20160594,-0.59096109
-5.69984992,0.33472339,-2.36078648,0.05421854,-0.40441356,0.00000000,-0.00000000,0.04747278,-1.03414677,0.05777470,-0.67155531,0.01111735,-0.00690675,0.01040593,-0.79363682,0.01394632,-0.03289436,0.19332343,-0.58516395
-5.69384692,0.32314879,-2.28287523,0.05200947,-0.39287187,0.00000000,-0.00000000,0.04762680,-0.98115037,0.05561459,-0.64341403,0.01099692,-0.00714471,0.01048143,-0.75448111,0.01249408,-0.03410134,0.18641318,-0.58020418
-5.68784392,0.31478913,-2.20830008,0.05039234,-0.38127053,0.00000000,-0.00000000,0.04867733,-0.92964379,0.05438400,-0.61643796,0.01083679,-0.00741293,0.01081617,-0.71653329,0.01114988,-0.03543419,0.18106393,-0.57627535
-5.68184092,0.30999377,-2.13850699,0.04944191,-0.36981988,0.00000000,-0.00000000,0.05072040,-0.88042857,0.05418427,-0.59110333,0.01063578,-0.00771238,0.01143284,-0.68046220,0.00991721,-0.03688668,0.17745922,-0.57353881
-5.67583792,0.30910357,-2.07478240,0.04922999,-0.35871452,0.00000000,-0.00000000,0.05385262,-0.83421707,0.05511402,-0.56784609,0.01039347,-0.00804281,0.01235539,-0.64687902,0.00879783,-0.03844777,0.17577608,-0.57211977
-5.66983492,0.31244719,-2.01822265,0.04982488,-0.34813001,0.00000000,-0.00000000,0.05816925,-0.79161882,0.05726799,-0.54705152,0.01011029,-0.00840266,0.01360854,-0.61632247,0.00779190,-0.04010164,0.17618343,-0.57210494
-5.66383192,0.32033643,-1.96970986,0.05129079,-0.33822040,0.00000000,-0.00000000,0.06376210,-0.75312999,0.06073565,-0.52904495,0.00978757,-0.00878911,0.01521717,-0.58924609,0.00689812,-0.04182794,0.17884009,-0.57354144
-5.65782891,0.33306074,-1.92989437,0.05368707,-0.32911643,0.00000000,-0.00000000,0.07071713,-0.71912628,0.06559964,-0.51408408,0.00942751,-0.00919805,0.01720561,-0.56600791,0.00611392,-0.04360225,0.18389238,-0.57643730
-5.65182591,0.35088062,-1.89918409,0.05706734,-0.32092446,0.00000000,-0.00000000,0.07911186,-0.68985905,0.07193388,-0.50235287,0.00903320,-0.00962428,0.01959683,-0.54686252,0.00543565,-0.04539687,0.19147115,-0.58076295
-5.64582291,0.37402000,-1.87774058,0.06147847,-0.31372589,0.00000000,-0.00000000,0.08901261,-0.66545452,0.07980147,-0.49395704,0.00860852,-0.01006159,0.02241160,-0.53195607,0.00485881,-0.04718166,0.20168827,-0.58645393
-5.63981991,0.40265784,-1.86548149,0.06695940,-0.30757712,0.00000000,-0.00000000,0.10047160,-0.64591601,0.08925239,-0.48892157,0.00815804,-0.01050302,0.02566750,-0.52132385,0.00437826,-0.04892513,0.21463277,-0.59341416
-5.63381691,0.43691919,-1.86208907,0.07353989,-0.30250976,0.00000000,-0.00000000,0.11352407,-0.63112882,0.10032110,-0.48718980,0.00768688,-0.01094112,0.02937798,-0.51489088,0.00398843,-0.05059563,0.23036659,-0.60151989
-5.62781391,0.47686612,-1.86702401,0.08123913,-0.29853122,0.00000000,-0.00000000,0.12818555,-0.62086760,0.11302402,-0.48862466,0.00720056,-0.01136814,0.03355144,-0.51247511,0.00368356,-0.05216250,0.24892023,-0.61062383
-5.62181091,0.52248900,-1.87954414,0.09006448,-0.29562542,0.00000000,-0.00000000,0.14444928,-0.61480596,0.12735723,-0.49301155,0.00670486,-0.01177642,0.03819032,-0.51379342,0.00345790,-0.05359727,0.27028860,-0.62055932
-5.61580790,0.57369878,-1.89872705,0.10001018,-0.29375373,0.00000000,-0.00000000,0.16228414,-0.61252795,0.14329432,-0.50006324,0.00620558,-0.01215859,0.04329032,-0.51847017,0.00330583,-0.05487473,0.29442718,-0.63114437
-5.60980490,0.63032075,-1.92349619,0.11105635,-0.29285597,0.00000000,-0.00000000,0.18163306,-0.61354123,0.16078471,-0.50942641,0.00570845,-0.01250787,0.04883981,-0.52604798,0.00322212,-0.05597386,0.32124896,-0.64218533
-5.60380190,0.69209041,-1.95264952,0.12316814,-0.29285167,0.00000000,-0.00000000,0.20241207,-0.61729159,0.17975249,-0.52069001,0.00521890,-0.01281829,0.05481945,-0.53600073,0.00320201,-0.05687858,0.35062235,-0.65348023
-5.59779890,0.75865191,-1.98489013,0.13629533,-0.29364145,0.00000000,-0.00000000,0.22451018,-0.62317843,0.20009597,-0.53339507,0.00474195,-0.01308490,0.06120199,-0.54774819,0.00324139,-0.05757820,0.38237022,-0.66482157
-5.59179590,0.82955941,-2.01885807,0.15037225,-0.29510867,0.00000000,-0.00000000,0.24779000,-0.63057104,0.22168807,-0.54704590,0.00428213,-0.01330391,0.06795247,-0.56067213,0.00333695,-0.05806765,0.41627039,-0.67599872
-5.58579290,0.90428173,-2.05316278,0.16531817,-0.29712134,0.00000000,-0.00000000,0.27208927,-0.63882521,0.24437751,-0.56112243,0.00384330,-0.01347275,0.07502869,-0.57413334,0.00348626,-0.05834740,0.45205769,-0.68679992
-5.57978989,0.98221014,-2.08641536,0.18103821,-0.29953440,0.00000000,-0.00000000,0.29722316,-0.64729980,0.26799109,-0.57509336,0.00342867,-0.01359010,0.08238191,-0.58748920,0.00368790,-0.05842313,0.48942741,-0.69701395
-5.57378689,1.06266929,-2.11726022,0.19742455,-0.30219227,0.00000000,-0.00000000,0.32298736,-0.65537294,0.29233665,-0.58842977,0.00304073,-0.01365589,0.08995799,-0.60011121,0.00394160,-0.05830514,0.52804030,-0.70643167
-5.56778389,1.14493087,-2.14440524,0.21435819,-0.30493188,0.00000000,-0.00000000,0.34916172,-0.66245739,0.31720700,-0.60061888,0.00268126,-0.01367116,0.09769871,-0.61140204,0.00424828,-0.05800754,0.56752891,-0.71484748
-5.56178089,1.22822945,-2.16665000,0.23171094,-0.30758590,0.00000000,-0.00000000,0.37551441,-0.66801472,0.34238448,-0.61117747,0.00235133,-0.01363793,0.10554326,-0.62081147,0.00461017,-0.05754730,0.60750483,-0.72206089
-5.55577789,1.31177985,-2.18291145,0.24934769,-0.30998643,0.00000000,-0.00000000,0.40180630,-0.67156787,0.36764597,-0.61966454,0.00205138,-0.01355904,0.11343003,-0.62785084,0.00503082,-0.05694319,0.64756682,-0.72787825
-5.54977489,1.39479518,-2.19224632,0.26712877,-0.31196873,0.00000000,-0.00000000,0.42779539,-0.67271171,0.39276813,-0.62569284,0.00178125,-0.01343793,0.12129824,-0.63210544,0.00551513,-0.05621468,0.68730917,-0.73211485
-5.54377189,1.47650464,-2.19386997,0.28491235,-0.31337518,0.00000000,-0.00000000,0.45324116,-0.67112137,0.41753273,-0.62893874,0.00154029,-0.01327842,0.12908971,-0.63324446,0.00606934,-0.05538090,0.72633010,-0.73459724
-5.53776888,1.55617025,-2.18717104,0.30255672,-0.31405917,0.00000000,-0.00000000,0.47790848,-0.66655803,0.44173160,-0.62915026,0.00132739,-0.01308450,0.13675041,-0.63102815,0.00670089,-0.05445966,0.76423967,-0.73516606
-5.53176588,1.63310164,-2.17172163,0.31992235,-0.31388888,0.00000000,-0.00000000,0.50157113,-0.65887196,0.46517109,-0.62615274,0.00114112,-0.01286012,0.14423177,-0.62531203,0.00741834,-0.05346665,0.80066695,-0.73367901
-5.52576288,1.70666818,-2.14728286,0.33687365,-0.31275069,0.00000000,-0.00000000,0.52401462,-0.64800293,0.48767569,-0.61985216,0.00097980,-0.01260902,0.15149173,-0.61604788,0.00823113,-0.05241482,0.83526607,-0.73001422
-5.51975988,1.77630797,-2.11380545,0.35328042,-0.31055221,0.00000000,-0.00000000,0.54503844,-0.63397778,0.50909081,-0.61023585,0.00084155,-0.01233459,0.15849532,-0.60328177,0.00914927,-0.05131400,0.86772102,-0.72407363
-5.51375688,1.84153324,-2.07142567,0.36901888,-0.30722469,0.00000000,-0.00000000,0.56445762,-0.61690552,0.52928435,-0.59737058,0.00072442,-0.01203977,0.16521489,-0.58714895,0.01018300,-0.05017074,0.89774898,-0.71578634
-5.50775388,1.90193222,-2.02045664,0.38397237,-0.30272486,0.00000000,-0.00000000,0.58210361,-0.59697006,0.54814717,-0.58139830,0.00062640,-0.01172699,0.17162984,-0.56786619,0.01134236,-0.04898836,0.92510228,-0.70511182
-5.50175088,1.95716763,-1.96137537,0.39803172,-0.29703589,0.00000000,-0.00000000,0.59782485,-0.57442106,0.56559246,-0.56252951,0.00054553,-0.01139817,0.17772590,-0.54572168,0.01263662,-0.04776729,0.94956905,-0.69204265
-5.49574787,2.00697206,-1.89480613,0.41109539,-0.29016765,0.00000000,-0.00000000,0.61148679,-0.54956307,0.58155401,-0.54103471,0.00047988,-0.01105474,0.18349406,-0.52106306,0.01407379,-0.04650553,0.97097275,-0.67660668
-5.48974487,2.05114109,-1.82150061,0.42306945,-0.28215620,0.00000000,-0.00000000,0.62297193,-0.52274376,0.59598376,-0.51723436,0.00042764,-0.01069773,0.18892908,-0.49428419,0.01565997,-0.04519930,0.98917082,-0.65886854
-5.48374187,2.08952476,-1.74231569,0.43386758,-0.27306237,0.00000000,-0.00000000,0.63217976,-0.49434142,0.60884859,-0.49148760,0.00038710,-0.01032785,0.19402781,-0.46581101,0.01739873,-0.04384373,1.00405288,-0.63893017
-5.47773887,2.12201832,-1.65818959,0.44341109,-0.26296986,0.00000000,-0.00000000,0.63902695,-0.46475246,0.62012693,-0.46418043,0.00035671,-0.00994560,0.19878743,-0.43608733,0.01929054,-0.04243366,1.01553873,-0.61693043
-5.47173587,2.14855321,-1.57011719,0.45162922,-0.25198250,0.00000000,-0.00000000,0.64344781,-0.43437924,0.62980522,-0.43571364,0.00033502,-0.00955142,0.20320357,-0.40556091,0.02133213,-0.04096440,1.02357658,-0.59304370
-5.46573287,2.16908921,-1.47912530,0.45845967,-0.24022118,0.00000000,-0.00000000,0.64539527,-0.40361878,0.63787474,-0.40649119,0.00032074,-0.00914581,0.20726865,-0.37467045,0.02351607,-0.03943239,1.02814170,-0.56747739
-5.45972986,2.18360834,-1.38624884,0.46384950,-0.22782036,0.00000000,-0.00000000,0.64484220,-0.37285255,0.64432902,-0.37690917,0.00031269,-0.00872941,0.21097048,-0.34383391,0.02583035,-0.03783584,1.02923591,-0.54046859
-5.45372686,2.19211142,-1.29250839,0.46775643,-0.21492435,0.00000000,-0.00000000,0.64178328,-0.34243791,0.64916206,-0.34734600,0.00030982,-0.00830313,0.21429117,-0.31343847,0.02825813,-0.03617517,1.02688790,-0.51227978
-5.44772386,2.19461741,-1.19888995,0.47015050,-0.20168356,0.00000000,-0.00000000,0.63623710,-0.31270104,0.65236753,-0.31815401,0.00031118,-0.00786819,0.21720656,-0.28383252,0.03077767,-0.03445331,1.02115453,-0.48319392
-5.44172086,2.19116594,-1.10632733,0.47101605,-0.18825080,0.00000000,-0.00000000,0.62824862,-0.28393183,0.65393923,-0.28965259,0.00031592,-0.00742618,0.21968617,-0.25531959,0.03336246,-0.03267586,1.01212305,-0.45350894
-5.43571786,2.18182274,-1.01568752,0.47035396,-0.17477778,0.00000000,-0.00000000,0.61789146,-0.25638051,0.65387253,-0.26212315,0.00032327,-0.00697909,0.22169365,-0.22815453,0.03598150,-0.03085100,0.99991406,-0.42353205
-5.42971486,2.16668786,-0.92775942,0.46818399,-0.16141199,0.00000000,-0.00000000,0.60527019,-0.23025603,0.65216705,-0.23580582,0.00033255,-0.00652921,0.22318791,-0.20254168,0.03859986,-0.02898937,0.98468506,-0.39357393
-5.42371186,2.14590586,-0.84324586,0.46454710,-0.14829392,0.00000000,-0.00000000,0.59052203,-0.20572618,0.64883025,-0.21089786,0.00034314,-0.00607918,0.22412462,-0.17863496,0.04117941,-0.02710368,0.96663412,-0.36394312
-5.41770885,2.11967747,-0.76275900,0.45950761,-0.13555481,0.00000000,-0.00000000,0.57381797,-0.18291904,0.64388168,-0.18755372,0.00035448,-0.00563185,0.22445825,-0.15653970,0.04367971,-0.02520831,0.94600347,-0.33494086
-5.41170585,2.08827167,-0.68681897,0.45315500,-0.12331494,0.00000000,-0.00000000,0.55536307,-0.16192573,0.63735776,-0.16588648,0.00036609,-0.00519024,0.22414442,-0.13631586,0.04605914,-0.02331878,0.92308255,-0.30685650
-5.40570285,2.05203739,-0.61585541,0.44560525,-0.11168246,0.00000000,-0.00000000,0.53539565,-0.14280415,0.62931662,-0.14597055,0.00037753,-0.00475742,0.22314245,-0.11798242,0.04827609,-0.02145123,0.89821007,-0.27996361
-5.39969985,2.01141364,-0.55021163,0.43700144,-0.10075274,0.00000000,-0.00000000,0.51418552,-0.12558338,0.61984272,-0.12784527,0.00038846,-0.00433641,0.22141799,-0.10152252,0.05029024,-0.01962180,0.87177489,-0.25451712
-5.39369685,1.96693739,-0.49015089,0.42751377,-0.09060827,0.00000000,-0.00000000,0.49203091,-0.11026853,0.60905081,-0.11151925,0.00039857,-0.00393008,0.21894560,-0.08688914,0.05206391,-0.01784616,0.84421528,-0.23075120
-5.38769385,1.91924823,-0.43586444,0.41733855,-0.08131897,0.00000000,-0.00000000,0.46925442,-0.09684577,0.59708906,-0.09697509,0.00040768,-0.00354108,0.21571109,-0.07401103,0.05356331,-0.01613897,0.81601631,-0.20887813
-5.38169085,1.86908906,-0.38748062,0.40669646,-0.07294294,0.00000000,-0.00000000,0.44619784,-0.08528733,0.58414085,-0.08417432,0.00041565,-0.00317175,0.21171348,-0.06279846,0.05475975,-0.01451349,0.78770534,-0.18908808
-5.37568784,1.81730255,-0.34507463,0.39582978,-0.06552745,0.00000000,-0.00000000,0.42321614,-0.07555616,0.57042520,-0.07306229,0.00042247,-0.00282404,0.20696661,-0.05314885,0.05563074,-0.01298127,0.75984549,-0.17154949
-5.36968484,1.76482281,-0.30867841,0.38499881,-0.05911016,0.00000000,-0.00000000,0.40067073,-0.06761020,0.55619546,-0.06357279,0.00042820,-0.00249953,0.20150007,-0.04495175,0.05616080,-0.01155187,0.73302703,-0.15641017
-5.36368184,1.71266244,-0.27829003,0.37447746,-0.05372046,0.00000000,-0.00000000,0.37892224,-0.06140600,0.54173639,-0.05563226,0.00043304,-0.00219931,0.19535964,-0.03809340,0.05634214,-0.01023278,0.70785698,-0.14379866
-5.35767884,1.66189493,-0.25388226,0.36454801,-0.04938075,0.00000000,-0.00000000,0.35832311,-0.05690174,0.52735947,-0.04916349,0.00043729,-0.00192407,0.18860708,-0.03246047,0.05617499,-0.00902933,0.68494703,-0.13382585
-5.35167584,1.61363308,-0.23540986,0.35549543,-0.04610774,0.00000000,-0.00000000,0.33921014,-0.05405928,0.51339665,-0.04408868,0.00044138,-0.00167406,0.18131927,-0.02794316,0.05566775,-0.00794477,0.66490005,-0.12658648
-5.34567284,1.56900363,-0.22281521,0.34760102,-0.04391346,0.00000000,-0.00000000,0.32189730,-0.05284561,0.50019257,-0.04033180,0.00044587,-0.00144911,0.17358687,-0.02443749,0.05483674,-0.00698032,0.64829565,-0.12216042
