energy_ev,total_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.29164582,5.08430979,2.02462622,1.71011430,0.10063319,2.54291944,0.60869438,0.00870251
-5.28564282,4.87434081,1.94686171,1.62995184,0.09647346,2.44588900,0.58408009,0.00816066
-5.27963982,4.66341425,1.86562060,1.55024601,0.09244166,2.34757582,0.55899120,0.00763575
-5.27363682,4.45304570,1.78178539,1.47158779,0.08855320,2.24858628,0.53374293,0.00712933
-5.26763382,4.24463181,1.69627436,1.39449453,0.08481498,2.14950137,0.50863853,0.00664271
-5.26163082,4.03944105,1.61001876,1.31940821,0.08122629,2.05087508,0.48396211,0.00617699
-5.25562781,3.83860860,1.52393961,1.24669655,0.07778010,1.95323296,0.45997257,0.00573310
-5.24962481,3.64313530,1.43892530,1.17665672,0.07446449,1.85707096,0.43689875,0.00531187
-5.24362181,3.45389043,1.35581072,1.10952124,0.07126418,1.76285459,0.41493607,0.00491404
-5.23761881,3.27161803,1.27535893,1.04546559,0.06816215,1.67101825,0.39424464,0.00454032
-5.23161581,3.09694627,1.19824612,0.98461720,0.06514115,1.58196498,0.37494897,0.00419139
-5.22561281,2.93039943,1.12505037,0.92706509,0.06218507,1.49606661,0.35713912,0.00386797
-5.21960980,2.77241176,1.05624456,0.87286974,0.05928021,1.41366442,0.34087311,0.00357082
-5.21360680,2.62334245,0.99219360,0.82207275,0.05641620,1.33507011,0.32618055,0.00330071
-5.20760380,2.48349094,0.93315584,0.77470556,0.05358672,1.26056722,0.31306696,0.00305853
-5.20160080,2.35311179,0.87928822,0.73079709,0.05078990,1.19041279,0.30151879,0.00284521
-5.19559780,2.23242803,0.83065484,0.69037980,0.04802845,1.12483899,0.29150858,0.00266172
-5.18959480,2.12164251,0.78723797,0.65349388,0.04530949,1.06405469,0.28300013,0.00250912
-5.18359180,2.02094632,0.74895099,0.62018955,0.04264414,1.00824654,0.27595326,0.00238847
-5.17758879,1.93052378,0.71565214,0.59052726,0.04004691,0.95757940,0.27032810,0.00230084
-5.17158579,1.85055374,0.68715845,0.56457593,0.03753490,0.91219604,0.26608839,0.00224729
-5.16558279,1.78120688,0.66325890,0.54240934,0.03512692,0.87221571,0.26320403,0.00222878
-5.15957979,1.72263924,0.64372622,0.52410092,0.03284254,0.83773173,0.26165245,0.00224617
-5.15357679,1.67498220,0.62832677,0.50971726,0.03070108,0.80880807,0.26141899,0.00230014
-5.14757379,1.63832968,0.61682816,0.49931074,0.02872069,0.78547496,0.26249629,0.00239118
-5.14157079,1.61272325,0.60900442,0.49291175,0.02691752,0.76772404,0.26488272,0.00251946
-5.13556778,1.59813629,0.60463883,0.49052097,0.02530499,0.75550304,0.26858024,0.00268486
-5.12956478,1.59445840,0.60352460,0.49210222,0.02389316,0.74871085,0.27359157,0.00288689
-5.12356178,1.60148133,0.60546374,0.49757644,0.02268839,0.74719315,0.27991733,0.00312465
-5.11755878,1.61888780,0.61026470,0.50681719,0.02169303,0.75073937,0.28755302,0.00339682
-5.11155578,1.64624433,0.61773938,0.51964807,0.02090545,0.75908138,0.29648641,0.00370164
-5.10555278,1.68299926,0.62770001,0.53584254,0.02032009,0.77189456,0.30669539,0.00403695
-5.09954977,1.72848681,0.63995657,0.55512608,0.01992783,0.78880136,0.31814657,0.00440017
-5.09354677,1.78193744,0.65431525,0.57718108,0.01971641,0.80937792,0.33079475,0.00478836
-5.08754377,1.84249488,0.67057824,0.60165414,0.01967101,0.83316350,0.34458328,0.00519833
-5.08154077,1.90923925,0.68854521,0.62816575,0.01977495,0.85967292,0.35944543,0.00562663
-5.07553777,1.98121557,0.70801633,0.65632186,0.02001041,0.88841130,0.37530646,0.00606969
-5.06953477,2.05746637,0.72879689,0.68572695,0.02035924,0.91889084,0.39208652,0.00652393
-5.06353177,2.13706675,0.75070301,0.71599780,0.02080374,0.95064874,0.40970388,0.00698581
-5.05752876,2.21915993,0.77356808,0.74677749,0.02132743,0.98326541,0.42807830,0.00745196
-5.05152576,2.30299119,0.79724934,0.77774858,0.02191568,1.01638183,0.44713433,0.00791926
-5.04552276,2.38793789,0.82163375,0.80864491,0.02255634,1.04971516,0.46680402,0.00838490
-5.03951976,2.47353356,0.84664285,0.83926109,0.02324017,1.08307141,0.48702894,0.00884646
-5.03351676,2.55948404,0.87223554,0.86945920,0.02396116,1.11635423,0.50776111,0.00930190
-5.02751376,2.64567423,0.89840866,0.89917201,0.02471664,1.14956906,0.52896277,0.00974962
-5.02151076,2.73216449,0.92519477,0.92840253,0.02550722,1.18282201,0.55060481,0.01018840
-5.01550775,2.81917609,0.95265698,0.95721957,0.02633660,1.21631317,0.57266401,0.01061741
-5.00950475,2.90706627,0.98088104,0.98574959,0.02721112,1.25032441,0.59511900,0.01103608
-5.00350175,2.99629350,1.00996479,1.01416502,0.02813922,1.28520201,0.61794542,0.01144409
-4.99749875,3.08737484,1.04000557,1.04266957,0.02913071,1.32133471,0.64111039,0.01184121
-4.99149575,3.18083723,1.07108622,1.07148137,0.03019600,1.35912820,0.66456677,0.01222729
-4.98549275,3.27716559,1.10326052,1.10081470,0.03134517,1.39897731,0.68824762,0.01260207
-4.97948974,3.37675033,1.13653904,1.13086127,0.03258714,1.44123719,0.71206126,0.01296519
-4.97348674,3.47983740,1.17087620,1.16177218,0.03392871,1.48619501,0.73588739,0.01331605
-4.96748374,3.58648375,1.20615960,1.19364143,0.03537379,1.53404367,0.75957460,0.01365376
-4.96148074,3.69652077,1.24220225,1.22649193,0.03692268,1.58485896,0.78293953,0.01397716
-4.95547774,3.80952804,1.27873847,1.26026485,0.03857150,1.63858139,0.80576789,0.01428476
-4.94947474,3.92481888,1.31542374,1.29481273,0.04031184,1.69500366,0.82781731,0.01457477
-4.94347174,4.04143881,1.35183872,1.32989700,0.04213057,1.75376464,0.84882205,0.01484515
-4.93746873,4.15817712,1.38749737,1.36518983,0.04400988,1.81435002,0.86849933,0.01509364
-4.93146573,4.27359114,1.42185876,1.40028028,0.04592759,1.87609985,0.88655693,0.01531786
-4.92546273,4.38604200,1.45434209,1.43468457,0.04785762,1.93822260,0.90270178,0.01551537
-4.91945973,4.49374035,1.48434411,1.46785982,0.04977067,1.99981495,0.91664900,0.01568374
-4.91345673,4.59479965,1.51125810,1.49922057,0.05163513,2.05988673,0.92813106,0.01582065
-4.90745373,4.68729469,1.53449348,1.52815753,0.05341806,2.11738953,0.93690646,0.01592397
-4.90145073,4.76932260,1.55349502,1.55405741,0.05508627,2.17124802,0.94276761,0.01599178
-4.89544772,4.83906381,1.56776086,1.57632319,0.05660749,2.22039246,0.94554757,0.01602246
-4.88944472,4.89484021,1.57685849,1.59439385,0.05795150,2.26379124,0.94512527,0.01601473
-4.88344172,4.93516853,1.58043805,1.60776290,0.05909122,2.30048201,0.94142924,0.01596764
-4.87743872,4.95880684,1.57824246,1.61599497,0.06000371,2.32960051,0.93443948,0.01588062
-4.87143572,4.96479283,1.57011428,1.61873993,0.06067104,2.35040595,0.92418786,0.01575346
-4.86543272,4.95247284,1.55599892,1.61574419,0.06108094,2.36230233,0.91075681,0.01558631
-4.85942971,4.92152096,1.53594467,1.60685881,0.06122735,2.36485510,0.89427668,0.01537971
-4.85342671,4.87194827,1.51009949,1.59204442,0.06111066,2.35780271,0.87492200,0.01513451
-4.84742371,4.80410232,1.47870517,1.57137281,0.06073780,2.34106316,0.85290669,0.01485195
-4.84142071,4.71865733,1.44208913,1.54502534,0.06012208,2.31473530,0.82847879,0.01453360
-4.83541771,4.61659602,1.40065455,1.51328843,0.05928279,2.27909522,0.80191460,0.01418137
-4.82941471,4.49918386,1.35486915,1.47654615,0.05824467,2.23458799,0.77351272,0.01379751
-4.82341171,4.36793684,1.30525321,1.43527048,0.05703716,2.18181512,0.74358803,0.01338463
-4.81740870,4.22458373,1.25236720,1.39000932,0.05569346,2.12151815,0.71246575,0.01294565
-4.81140570,4.07102402,1.19679941,1.34137278,0.05424957,2.05455910,0.68047568,0.01248384
-4.80540270,3.90928264,1.13915386,1.29001804,0.05274314,1.98189801,0.64794670,0.01200277
-4.79939970,3.74146241,1.08003865,1.23663315,0.05121236,1.90456856,0.61520150,0.01150627
-4.79339670,3.56969547,1.02005507,1.18192025,0.04969472,1.82365207,0.58255164,0.01099844
-4.78739370,3.39609472,0.95978738,1.12657858,0.04822590,1.74025081,0.55029281,0.01048351
-4.78139070,3.22270639,0.89979352,1.07128770,0.04683866,1.65546118,0.51870050,0.00996583
-4.77538769,3.05146496,0.84059672,1.01669144,0.04556181,1.57034751,0.48802588,0.00944977
-4.76938469,2.88415138,0.78267814,0.96338294,0.04441932,1.48591728,0.45849224,0.00893962
-4.76338169,2.72235604,0.72647050,0.91189130,0.04342959,1.40309834,0.43029174,0.00843947
-4.75737869,2.56744729,0.67235296,0.86267017,0.04260489,1.32271900,0.40358281,0.00795316
-4.75137569,2.42054669,0.62064715,0.81608878,0.04195099,1.24549142,0.37848824,0.00748415
-4.74537269,2.28251180,0.57161452,0.77242562,0.04146702,1.17199900,0.35509403,0.00703543
-4.73936968,2.15392719,0.52545508,0.73186511,0.04114558,1.10268813,0.33344912,0.00660946
-4.73336668,2.03510401,0.48230761,0.69449734,0.04097303,1.03786448,0.31356618,0.00620811
-4.72736368,1.92608835,0.44225121,0.66032090,0.04093003,0.97769410,0.29542333,0.00583265
-4.72136068,1.82667805,0.40530844,0.62924885,0.04099233,0.92220914,0.27896700,0.00548373
-4.71535768,1.73644743,0.37144973,0.60111736,0.04113165,0.87131784,0.26411572,0.00516140
-4.70935468,1.65477899,0.34059898,0.57569697,0.04131681,0.82481853,0.25076487,0.00486517
-4.70335168,1.58090086,0.31264038,0.55270579,0.04151492,0.78241681,0.23879224,0.00459405
-4.69734867,1.51392849,0.28742590,0.53182419,0.04169263,0.74374525,0.22806408,0.00434667
-4.69134567,1.45290884,0.26478344,0.51271037,0.04181743,0.70838472,0.21844163,0.00412139
-4.68534267,1.39686521,0.24452520,0.49501612,0.04185891,0.67588631,0.20978767,0.00391638
-4.67933967,1.34484090,0.22645604,0.47840208,0.04178989,0.64579313,0.20197293,0.00372975
-4.67333667,1.29593988,0.21038141,0.46255198,0.04158748,0.61766076,0.19488212,0.00355970
-4.66733367,1.24936280,0.19611475,0.44718512,0.04123390,0.59107581,0.18841916,0.00340456
-4.66133067,1.20443695,0.18348384,0.43206675,0.04071712,0.56567169,0.18251154,0.00326296
-4.65532766,1.16063908,0.17233607,0.41701583,0.04003128,0.54114112,0.17711361,0.00313382
-4.64932466,1.11761030,0.16254242,0.40191011,0.03917682,0.51724499,0.17220842,0.00301651
-4.64332166,1.07516275,0.15399999,0.38668823,0.03816039,0.49381742,0.16780839,0.00291078
-4.63731866,1.03327797,0.14663308,0.37134893,0.03699447,0.47076693,0.16395441,0.00281683
-4.63131566,0.99209746,0.14039279,0.35594762,0.03569683,0.44807399,0.16071362,0.00273528
-4.62531266,0.95190610,0.13525536,0.34059043,0.03428975,0.42578531,0.15817583,0.00266710
-4.61930965,0.91310939,0.13121910,0.32542621,0.03279910,0.40400525,0.15644885,0.00261357
-4.61330665,0.87620584,0.12830042,0.31063694,0.03125333,0.38288499,0.15565264,0.00257620
-4.60730365,0.84175588,0.12652890,0.29642692,0.02968233,0.36261019,0.15591284,0.00255662
-4.60130065,0.81034864,0.12594182,0.28301147,0.02811637,0.34338758,0.15735367,0.00255646
-4.59529765,0.78256836,0.12657832,0.27060544,0.02658496,0.32543139,0.16009062,0.00257726
-4.58929465,0.75896156,0.12847352,0.25941216,0.02511588,0.30895015,0.16422314,0.00262032
-4.58329165,0.74000664,0.13165286,0.24961326,0.02373428,0.29413442,0.16982774,0.00268664
-4.57728864,0.72608686,0.13612686,0.24135974,0.02246187,0.28114591,0.17695168,0.00277674
-4.57128564,0.71746802,0.14188671,0.23476461,0.02131639,0.27010857,0.18560763,0.00289063
-4.56528264,0.71428133,0.14890079,0.22989738,0.02031113,0.26110168,0.19576955,0.00302773
-4.55927964,0.71651243,0.15711229,0.22678050,0.01945475,0.25415536,0.20736998,0.00318677
-4.55327664,0.72399664,0.16643822,0.22538797,0.01875118,0.24924844,0.22029897,0.00336584
-4.54727364,0.73642076,0.17676977,0.22564594,0.01819983,0.24630881,0.23440477,0.00356232
-4.54127064,0.75333121,0.18797419,0.22743537,0.01779582,0.24521591,0.24949639,0.00377295
-4.53526763,0.77414812,0.19989800,0.23059653,0.01753051,0.24580552,0.26534787,0.00399388
-4.52926463,0.79818497,0.21237164,0.23493519,0.01739198,0.24787621,0.28170440,0.00422072
-4.52326163,0.82467268,0.22521525,0.24023013,0.01736581,0.25119737,0.29828993,0.00444869
-4.51725863,0.85278755,0.23824541,0.24624176,0.01743573,0.25551844,0.31481612,0.00467273
-4.51125563,0.88168150,0.25128260,0.25272134,0.01758446,0.26057873,0.33099217,0.00488764
-4.50525263,0.91051373,0.26415893,0.25942066,0.01779447,0.26611759,0.34653537,0.00508824
-4.49924962,0.93848217,0.27672582,0.26610142,0.01804873,0.27188449,0.36118163,0.00526953
-4.49324662,0.96485350,0.28886123,0.27254427,0.01833142,0.27764837,0.37469566,0.00542684
-4.48724362,0.98899030,0.30047596,0.27855690,0.01862856,0.28320610,0.38688035,0.00555602
-4.48124062,1.01037425,0.31151871,0.28398082,0.01892847,0.28838951,0.39758467,0.00565350
-4.47523762,1.02862405,0.32197938,0.28869670,0.01922221,0.29307076,0.40670993,0.00571649
-4.46923462,1.04350736,0.33189053,0.29262782,0.01950380,0.29716574,0.41421370,0.00574301
-4.46323162,1.05494605,0.34132660,0.29574159,0.01977028,0.30063540,0.42011149,0.00573196
-4.45722861,1.06301447,0.35040088,0.29804905,0.02002168,0.30348489,0.42447566,0.00568317
-4.45122561,1.06793072,0.35926018,0.29960233,0.02026076,0.30576063,0.42743189,0.00559736
-4.44522261,1.07004135,0.36807743,0.30049020,0.02049273,0.30754531,0.42915297,0.00547615
-4.43921961,1.06980013,0.37704239,0.30083196,0.02072470,0.30895116,0.42985052,0.00532193
-4.43321661,1.06774189,0.38635083,0.30076990,0.02096520,0.31011183,0.42976464,0.00513778
-4.42721361,1.06445282,0.39619288,0.30046078,0.02122344,0.31117316,0.42915237,0.00492739
-4.42121061,1.06053855,0.40674078,0.30006669,0.02150877,0.31228345,0.42827515,0.00469489
-4.41520760,1.05659169,0.41813701,0.29974580,0.02182991,0.31358362,0.42738618,0.00444468
-4.40920460,1.05316058,0.43048323,0.29964344,0.02219438,0.31519780,0.42671826,0.00418135
-4.40320160,1.05072061,0.44383073,0.29988398,0.02260793,0.31722485,0.42647260,0.00390948
-4.39719860,1.04964976,0.45817297,0.30056394,0.02307408,0.31973125,0.42680940,0.00363351
-4.39119560,1.05020956,0.47344075,0.30174661,0.02359376,0.32274576,0.42784054,0.00335764
-4.38519260,1.05253227,0.48950024,0.30345859,0.02416516,0.32625601,0.42962470,0.00308571
-4.37918959,1.05661511,0.50615426,0.30568817,0.02478363,0.33020744,0.43216540,0.00282112
-4.37318659,1.06232143,0.52314674,0.30838591,0.02544184,0.33450438,0.43541165,0.00256677
-4.36718359,1.06938900,0.54017025,0.31146705,0.02613000,0.33901342,0.43926153,0.00232504
-4.36118059,1.07744453,0.55687635,0.31481587,0.02683625,0.34356882,0.44356816,0.00209775
-4.35517759,1.08602374,0.57288833,0.31829152,0.02754715,0.34797958,0.44814787,0.00188621
-4.34917459,1.09459574,0.58781557,0.32173506,0.02824827,0.35203799,0.45279001,0.00169120
-4.34317159,1.10259029,0.60126912,0.32497732,0.02892474,0.35552902,0.45726785,0.00151305
-4.33716858,1.10942648,0.61287748,0.32784714,0.02956198,0.35824017,0.46135005,0.00135167
-4.33116558,1.11454134,0.62230202,0.33017951,0.03014618,0.35997133,0.46481194,0.00120665
-4.32516258,1.11741682,0.62925118,0.33182323,0.03066492,0.36054398,0.46744610,0.00107728
-4.31915958,1.11760395,0.63349292,0.33264769,0.03110760,0.35980949,0.46907183,0.00096267
-4.31315658,1.11474305,0.63486474,0.33254850,0.03146576,0.35765609,0.46954286,0.00086177
-4.30715358,1.10857926,0.63328102,0.33145170,0.03173336,0.35401417,0.46875328,0.00077349
