energy_ev,total_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.86793397,3.73769714,1.43607098,1.86424132,0.00846187,1.48814721,0.11215170,0.00837970
-5.86193097,3.78113120,1.45621536,1.89126760,0.00802573,1.51287744,0.10366544,0.00830842
-5.85592796,3.81049890,1.47139343,1.91061726,0.00765127,1.53125022,0.09584483,0.00822051
-5.84992496,3.82393791,1.48070524,1.92138915,0.00732636,1.54248613,0.08865369,0.00811242
-5.84392196,3.81995454,1.48340705,1.92286843,0.00703956,1.54596584,0.08205203,0.00798131
-5.83791896,3.79747435,1.47893377,1.91455202,0.00678049,1.54124940,0.07599888,0.00782510
-5.83191596,3.75587930,1.46691567,1.89616742,0.00654005,1.52808984,0.07045489,0.00764258
-5.82591296,3.69502997,1.44718863,1.86768415,0.00631059,1.50644061,0.06538467,0.00743340
-5.81990995,3.61527220,1.41979777,1.82931734,0.00608605,1.47645670,0.06075876,0.00719811
-5.81390695,3.51742791,1.38499433,1.78152343,0.00586197,1.43848916,0.05655529,0.00693812
-5.80790395,3.40277077,1.34322613,1.72498821,0.00563549,1.39307361,0.05276123,0.00665563
-5.80190095,3.27298793,1.29512206,1.66060777,0.00540533,1.34091301,0.04937336,0.00635362
-5.79589795,3.13012964,1.24147154,1.58946331,0.00517162,1.28285567,0.04639882,0.00603567
-5.78989495,2.97654921,1.18319969,1.51279103,0.00493581,1.21986930,0.04385538,0.00570593
-5.78389195,2.81483576,1.12133964,1.43194826,0.00470051,1.15301249,0.04177142,0.00536894
-5.77788894,2.64774297,1.05700286,1.34837755,0.00446929,1.08340451,0.04018558,0.00502955
-5.77188594,2.47811640,0.99134901,1.26356987,0.00424653,1.01219504,0.03914622,0.00469273
-5.76588294,2.30882241,0.92555621,1.17902861,0.00403720,0.94053461,0.03871054,0.00436351
-5.75987994,2.14268102,0.86079294,1.09623539,0.00384670,0.86954711,0.03894355,0.00404684
-5.75387694,1.98240480,0.79819236,1.01661888,0.00368068,0.80030512,0.03991671,0.00374746
-5.74787394,1.83054540,0.73882964,0.94152731,0.00354485,0.73380875,0.04170637,0.00346981
-5.74187094,1.68944866,0.68370276,0.87220522,0.00344486,0.67096836,0.04439193,0.00321799
-5.73586793,1.56121886,0.63371696,0.80977470,0.00338612,0.61259156,0.04805374,0.00299564
-5.72986493,1.44769195,0.58967281,0.75522109,0.00337367,0.55937419,0.05277076,0.00280591
-5.72386193,1.35041730,0.55225753,0.70938274,0.00341206,0.51189521,0.05861795,0.00265142
-5.71785893,1.27064705,0.52203941,0.67294469,0.00350521,0.47061508,0.06566347,0.00253423
-5.71185593,1.20933201,0.49946465,0.64643540,0.00365632,0.43587702,0.07396570,0.00245581
-5.70585293,1.16712278,0.48485616,0.63022619,0.00386774,0.40791060,0.08357019,0.00241706
-5.69984992,1.14437498,0.47841388,0.62453265,0.00414084,0.38683706,0.09450649,0.00241825
-5.69384692,1.14115733,0.48021602,0.62941756,0.00447599,0.37267570,0.10678525,0.00245910
-5.68784392,1.15726185,0.49022106,0.64479495,0.00487240,0.36535093,0.12039538,0.00253870
-5.68184092,1.19221535,0.50827008,0.67043495,0.00532809,0.36469940,0.13530164,0.00265560
-5.67583792,1.24529206,0.53408954,0.70596939,0.00583979,0.37047710,0.15144278,0.00280777
-5.66983492,1.31552728,0.56729441,0.75089818,0.00640298,0.38236615,0.16873023,0.00299265
-5.66383192,1.40173224,0.60739206,0.80459662,0.00701182,0.39998127,0.18704770,0.00320717
-5.65782891,1.50251074,0.65378699,0.86632395,0.00765921,0.42287610,0.20625155,0.00344782
-5.65182591,1.61627819,0.70578697,0.93523348,0.00833686,0.45054944,0.22617228,0.00371063
-5.64582291,1.74128354,0.76261095,1.01038454,0.00903540,0.48245172,0.24661695,0.00399132
-5.63981991,1.87563487,0.82339907,1.09075678,0.00974449,0.51799197,0.26737274,0.00428530
-5.63381691,2.01732907,0.88722518,1.17526679,0.01045307,0.55654553,0.28821142,0.00458779
-5.62781391,2.16428582,0.95311202,1.26278731,0.01114957,0.59746278,0.30889479,0.00489391
-5.62181091,2.31438590,1.02004909,1.35216880,0.01182217,0.64007891,0.32918085,0.00519881
-5.61580790,2.46551337,1.08701315,1.44226336,0.01245910,0.68372498,0.34883057,0.00549775
-5.60980490,2.61560108,1.15299096,1.53195022,0.01304898,0.72774000,0.36761501,0.00578624
-5.60380190,2.76267825,1.21700366,1.62016257,0.01358111,0.77148403,0.38532247,0.00606016
-5.59779890,2.90491905,1.27813232,1.70591464,0.01404582,0.81435187,0.40176562,0.00631590
-5.59179590,3.04069035,1.33554347,1.78832841,0.01443474,0.85578699,0.41678802,0.00655044
-5.58579290,3.16859715,1.38851390,1.86665881,0.01474113,0.89529533,0.43027003,0.00676148
-5.57978989,3.28752374,1.43645352,1.94031662,0.01496003,0.93245816,0.44213383,0.00694750
-5.57378689,3.39666890,1.47892534,2.00888791,0.01508854,0.96694372,0.45234718,0.00710787
-5.56778389,3.49557347,1.51566150,2.07214938,0.01512585,0.99851689,0.46092596,0.00724282
-5.56178089,3.58413899,1.54657448,2.13007871,0.01507332,1.02704648,0.46793532,0.00735352
-5.55577789,3.66263606,1.57176282,2.18285924,0.01493448,1.05250958,0.47348930,0.00744204
-5.54977489,3.73170187,1.59151080,2.23087885,0.01471491,1.07499274,0.47774906,0.00751132
-5.54377189,3.79232629,1.60628180,2.27472248,0.01442207,1.09468962,0.48091963,0.00756507
-5.53776888,3.84582676,1.61670536,2.31515853,0.01406511,1.11189521,0.48324532,0.00760774
-5.53176588,3.89381213,1.62355821,2.35311913,0.01365455,1.12699640,0.48500402,0.00764431
-5.52576288,3.93813650,1.62773975,2.38967492,0.01320198,1.14045935,0.48650029,0.00768026
-5.51975988,3.98084399,1.63024272,2.42600455,0.01271967,1.15281381,0.48805768,0.00772133
-5.51375688,4.02410604,1.63212008,2.46336003,0.01222026,1.16463501,0.49001032,0.00777339
-5.50775388,4.07015298,1.63444908,2.50302840,0.01171630,1.17652352,0.49269398,0.00784227
-5.50175088,4.12120162,1.63829387,2.54629103,0.01121995,1.18908381,0.49643677,0.00793356
-5.49574787,4.17938113,1.64466781,2.59438147,0.01074257,1.20290232,0.50154984,0.00805246
-5.48974487,4.24665932,1.65449686,2.64844303,0.01029446,1.21852562,0.50831798,0.00820361
-5.48374187,4.32477145,1.66858518,2.70948735,0.00988454,1.23643947,0.51699056,0.00839090
-5.47773887,4.41515389,1.68758426,2.77835513,0.00952016,1.25704967,0.52777294,0.00861734
-5.47173587,4.51888468,1.71196649,2.85568043,0.00920692,1.28066517,0.54081843,0.00888496
-5.46573287,4.63663310,1.74200416,2.94185955,0.00894855,1.30748417,0.55622123,0.00919467
-5.45972986,4.76861992,1.77775456,3.03702577,0.00874690,1.33758385,0.57401037,0.00954616
-5.45372686,4.91459019,1.81905182,3.14103109,0.00860190,1.37091390,0.59414501,0.00993791
-5.44772386,5.07379964,1.86550571,3.25343569,0.00851169,1.40729437,0.61651127,0.01036711
-5.44172086,5.24501581,1.91650763,3.37350597,0.00847269,1.44641790,0.64092080,0.01082970
-5.43571786,5.42653440,1.97124362,3.50022167,0.00847981,1.48785625,0.66711138,0.01132039
-5.42971486,5.61621094,2.02871417,3.63229223,0.00852663,1.53107112,0.69474962,0.01183277
-5.42371186,5.81150734,2.08776022,3.76818229,0.00860567,1.57542875,0.72343589,0.01235940
-5.41770885,6.00955238,2.14709471,3.90614593,0.00870865,1.62021803,0.75271159,0.01289199
-5.41170585,6.20721458,2.20533870,4.04426887,0.00882676,1.66467133,0.78206866,0.01342158
-5.40570285,6.40118553,2.26106100,4.18051741,0.00895094,1.70798742,0.81096128,0.01393873
-5.39969985,6.58807096,2.31282007,4.31279278,0.00907221,1.74935571,0.83881939,0.01443380
-5.39369685,6.76448684,2.35920683,4.43898900,0.00918190,1.78798076,0.86506382,0.01489719
-5.38769385,6.92715711,2.39888696,4.55705241,0.00927190,1.82310644,0.88912254,0.01531960
-5.38169085,7.07300958,2.43064129,4.66504067,0.00933493,1.85403856,0.91044746,0.01569234
-5.37568784,7.19926663,2.45340279,4.76117912,0.00936466,1.88016535,0.92853122,0.01600753
-5.36968484,7.30352717,2.46628894,4.84391231,0.00935594,1.90097496,0.94292339,0.01625839
-5.36368184,7.38383691,2.46862818,4.91194874,0.00930485,1.91606938,0.95324519,0.01643944
-5.35767884,7.43874399,2.45997969,4.96429708,0.00920879,1.92517428,0.95920243,0.01654669
-5.35167584,7.46733805,2.44014551,5.00029245,0.00906650,1.92814450,0.96059578,0.01657773
-5.34567284,7.46927118,2.40917481,5.01961167,0.00887802,1.92496509,0.95732810,0.01653183
-5.33966983,7.44475991,2.36736011,5.02227707,0.00864464,1.91574785,0.94940833,0.01641000
-5.33366683,7.39456849,2.31522569,5.00864868,0.00836882,1.90072383,0.93695184,0.01621487
-5.32766383,7.31997414,2.25350867,4.97940523,0.00805401,1.88023195,0.92017705,0.01595067
-5.32166083,7.22271597,2.18313377,4.93551496,0.00770453,1.85470453,0.89939854,0.01562306
-5.31565783,7.10492993,2.10518263,4.87819745,0.00732537,1.82465026,0.87501685,0.01523892
-5.30965483,6.96907241,2.02085914,4.80887824,0.00692204,1.79063543,0.84750546,0.01480616
-5.30365183,6.81783599,1.93145217,4.72913817,0.00650035,1.75326414,0.81739546,0.01433340
-5.29764882,6.65406079,1.83829716,4.64065959,0.00606624,1.71315840,0.78525854,0.01382979
-5.29164582,6.48064488,1.74273814,4.54517170,0.00562560,1.67093879,0.75168912,0.01330463
-5.28564282,6.30045754,1.64609151,4.44439707,0.00518413,1.62720646,0.71728622,0.01276718
-5.27963982,6.11625844,1.54961290,4.34000166,0.00474717,1.58252697,0.68263598,0.01222636
-5.27363682,5.93062566,1.45446819,4.23354987,0.00431963,1.53741659,0.64829536,0.01169056
-5.26763382,5.74589508,1.36170951,4.12646647,0.00390589,1.49233134,0.61477778,0.01116740
-5.26163082,5.56411277,1.27225684,4.02000639,0.00350970,1.44765902,0.58254106,0.01066365
-5.25562781,5.38700172,1.18688547,3.91523334,0.00313420,1.40371433,0.55197821,0.01018509
-5.24962481,5.21594337,1.10621940,3.81300761,0.00278192,1.36073693,0.52341122,0.00973646
-5.24362181,5.05197380,1.03073052,3.71398308,0.00245472,1.31889257,0.49708793,0.00932148
-5.23761881,4.89579396,0.96074312,3.61861320,0.00215392,1.27827656,0.47318209,0.00894285
-5.23161581,4.74779276,0.89644311,3.52716502,0.00188029,1.23891974,0.45179630,0.00860235
-5.22561281,4.60808113,0.83789130,3.43974054,0.00163414,1.20079616,0.43296763,0.00830095
-5.21960980,4.47653537,0.78503985,3.35630397,0.00141540,1.16383224,0.41667555,0.00803896
-5.21360680,4.35284725,0.73775103,3.27671352,0.00122370,1.12791680,0.40285172,0.00781614
-5.20760380,4.23657853,0.69581743,3.20075623,0.00105844,1.09291174,0.39139107,0.00763192
-5.20160080,4.12721754,0.65898272,3.12818424,0.00091888,1.05866259,0.38216372,0.00748554
-5.19559780,4.02423521,0.62696217,3.05875080,0.00080424,1.02500888,0.37502718,0.00737618
-5.18959480,3.92713836,0.59946214,2.99224459,0.00071372,0.99179374,0.36983822,0.00730318
-5.18359180,3.83551810,0.57619797,2.92852088,0.00064662,0.95887255,0.36646397,0.00726611
-5.17758879,3.74909147,0.55690959,2.86752814,0.00060235,0.92612031,0.36479183,0.00726487
-5.17158579,3.66773469,0.54137459,2.80932912,0.00058046,0.89343767,0.36473768,0.00729980
-5.16558279,3.59150692,0.52941819,2.75411547,0.00058070,0.86075538,0.36625216,0.00737172
-5.15957979,3.52066351,0.52092011,2.70221514,0.00060300,0.82803721,0.36932476,0.00748188
-5.15357679,3.45565836,0.51581802,2.65409237,0.00064747,0.79528126,0.37398558,0.00763200
-5.14757379,3.39713542,0.51410770,2.61034008,0.00071437,0.76251979,0.38030465,0.00782415
-5.14157079,3.34590944,0.51583997,2.57166489,0.00080410,0.72981757,0.38838897,0.00806068
-5.13556778,3.30293694,0.52111456,2.53886517,0.00091710,0.69726903,0.39837723,0.00834410
-5.12956478,3.26927836,0.53007122,2.51280311,0.00105386,0.66499423,0.41043262,0.00867690
-5.12356178,3.24605301,0.54287842,2.49437151,0.00121477,0.63313403,0.42473393,0.00906140
-5.11755878,3.23438834,0.55972012,2.48445688,0.00140013,0.60184451,0.44146525,0.00949954
-5.11155578,3.23536573,0.58078114,2.48389995,0.00160996,0.57129101,0.46080489,0.00999272
-5.10555278,3.24996489,0.60623167,2.49345538,0.00184404,0.54164194,0.48291372,0.01054161
-5.09954977,3.27900900,0.63621144,2.51375218,0.00210172,0.51306271,0.50792366,0.01114593
-5.09354677,3.32311300,0.67081439,2.54525638,0.00238191,0.48570984,0.53592669,0.01180436
-5.08754377,3.38263704,0.71007426,2.58823775,0.00268299,0.45972563,0.56696473,0.01251435
-5.08154077,3.45764710,0.75395179,2.64274167,0.00300278,0.43523339,0.60102115,0.01327208
-5.07553777,3.54788454,0.80232411,2.70856766,0.00333851,0.41233361,0.63801390,0.01407237
-5.06953477,3.65274586,0.85497665,2.78525537,0.00368679,0.39110090,0.67779081,0.01490867
-5.06353177,3.77127367,0.91159829,2.87207884,0.00404364,0.37158201,0.72012728,0.01577314
-5.05752876,3.90215949,0.97177959,2.96804934,0.00440456,0.35379482,0.76472638,0.01665671
-5.05152576,4.04375844,1.03501477,3.07192683,0.00476455,0.33772841,0.81122143,0.01754920
-5.04552276,4.19411534,1.10070702,3.18223982,0.00511825,0.32334399,0.85918111,0.01843956
-5.03951976,4.35100166,1.16817742,3.29731300,0.00546003,0.31057684,0.90811685,0.01931601
-5.03351676,4.51196195,1.23667700,3.41530175,0.00578417,0.29933896,0.95749225,0.02016638
-5.02751376,4.67436825,1.30540169,3.53423247,0.00608494,0.28952244,1.00673432,0.02097829
-5.02151076,4.83548079,1.37350970,3.65204737,0.00635686,0.28100325,1.05524612,0.02173951
-5.01550775,4.99251295,1.44014066,3.76665242,0.00659477,0.27364553,1.10242031,0.02243825
-5.00950475,5.14269828,1.50443603,3.87596684,0.00679407,0.26730589,1.14765331,0.02306339
-5.00350175,5.28335772,1.56555993,3.97797278,0.00695083,0.26183792,1.19035953,0.02360480
-4.99749875,5.41196471,1.62271978,4.07076369,0.00706192,0.25709643,1.22998515,0.02405360
-4.99149575,5.52620640,1.67518595,4.15258998,0.00712515,0.25294150,1.26602120,0.02440232
-4.98549275,5.62403927,1.72230976,4.22190089,0.00713932,0.24924209,1.29801530,0.02464514
-4.97948974,5.70373743,1.76353925,4.27738143,0.00710425,0.24587912,1.32558198,0.02477800
-4.97348674,5.76393271,1.79843215,4.31798356,0.00702086,0.24274803,1.34841104,0.02479871
-4.96748374,5.80364528,1.82666557,4.34295089,0.00689107,0.23976058,1.36627385,0.02470696
-4.96148074,5.82230447,1.84804221,4.35183661,0.00671778,0.23684603,1.37902746,0.02450440
-4.95547774,5.81975934,1.86249297,4.34451409,0.00650478,0.23395162,1.38661638,0.02419451
-4.94947474,5.79627912,1.87007576,4.32118037,0.00625664,0.23104236,1.38907209,0.02378261
-4.94347174,5.75254379,1.87097091,4.28235249,0.00597855,0.22810018,1.38651034,0.02327566
-4.93746873,5.68962553,1.86547333,4.22885700,0.00567621,0.22512261,1.37912641,0.02268219
-4.93146573,5.60896172,1.85398188,4.16181305,0.00535565,0.22212097,1.36718859,0.02201206
-4.92546273,5.51232076,1.83698647,4.08260970,0.00502307,0.21911821,1.35103011,0.02127630
-4.91945973,5.40176178,1.81505359,3.99287813,0.00468471,0.21614657,1.33103998,0.02048689
-4.91345673,5.27958963,1.78881077,3.89445942,0.00434670,0.21324519,1.30765291,0.01965651
-4.90745373,5.14830658,1.75893081,3.78936896,0.00401494,0.21045766,1.28133893,0.01879836
-4.90145073,5.01056214,1.72611643,3.67975824,0.00369501,0.20782983,1.25259287,0.01792587
-4.89544772,4.86910230,1.69108570,3.56787490,0.00339208,0.20540784,1.22192428,0.01705250
-4.88944472,4.72671942,1.65455909,3.45602202,0.00311084,0.20323643,1.18984786,0.01619154
-4.88344172,4.58620401,1.61724829,3.34651745,0.00285548,0.20135770,1.15687495,0.01535585
-4.87743872,4.45029909,1.57984700,3.24165391,0.00262969,0.19981021,1.12350597,0.01455771
-4.87143572,4.32165800,1.54302399,3.14366048,0.00243661,0.19862853,1.09022425,0.01380864
-4.86543272,4.20280604,1.50741808,3.05466629,0.00227889,0.19784308,1.05749103,0.01311921
-4.85942971,4.09610616,1.47363502,2.97666646,0.00215870,0.19748033,1.02574172,0.01249897
-4.85342671,4.00372884,1.44224582,2.91149108,0.00207775,0.19756319,0.99538336,0.01195627
-4.84742371,3.92762594,1.41378612,2.86077714,0.00203733,0.19811156,0.96679295,0.01149825
-4.84142071,3.86950834,1.38875611,2.82594382,0.00203834,0.19914286,0.94031661,0.01113072
-4.83541771,3.83082707,1.36762048,2.80817111,0.00208130,0.20067262,0.91626923,0.01085817
-4.82941471,3.81275759,1.35080793,2.80838195,0.00216640,0.20271481,0.89493441,0.01068372
-4.82341171,3.81618696,1.33870984,2.82722796,0.00229346,0.20528210,0.87656444,0.01060913
-4.81740870,3.84170372,1.33167780,2.86507883,0.00246201,0.20838581,0.86138015,0.01063489
-4.81140570,3.88959038,1.33001976,2.92201546,0.00267120,0.21203562,0.84957043,0.01076015
-4.80540270,3.95981866,1.33399491,2.99782710,0.00291986,0.21623904,0.84129140,0.01098290
-4.79939970,4.05204751,1.34380726,3.09201247,0.00320646,0.22100068,0.83666511,0.01129995
-4.79339670,4.16562436,1.35959828,3.20378518,0.00352910,0.22632130,0.83577783,0.01170705
-4.78739370,4.29958979,1.38143898,3.33208350,0.00388548,0.23219682,0.83867806,0.01219899
-4.78139070,4.45268612,1.40932180,3.47558450,0.00427292,0.23861717,0.84537423,0.01276964
-4.77538769,4.62337010,1.44315306,3.63272265,0.00468833,0.24556537,0.85583246,0.01341213
-4.76938469,4.80983016,1.48274627,3.80171275,0.00512824,0.25301651,0.86997431,0.01411886
-4.76338169,5.01000804,1.52781698,3.98057685,0.00558880,0.26093706,0.88767491,0.01488167
-4.75737869,5.22162497,1.57797966,4.16717485,0.00606578,0.26928431,0.90876146,0.01569188
-4.75137569,5.44221206,1.63274692,4.35923816,0.00655469,0.27800609,0.93301242,0.01654044
-4.74537269,5.66914439,1.69153129,4.55440587,0.00705073,0.28704076,0.96015728,0.01741798
-4.73936968,5.89967833,1.75364986,4.75026246,0.00754891,0.29631745,0.98987733,0.01831491
-4.73336668,6.13099119,1.81833169,4.94437640,0.00804412,0.30575657,1.02180716,0.01922152
-4.72736368,6.36022247,1.88472785,5.13433855,0.00853120,0.31527049,1.05553715,0.02012804
-4.72136068,6.58451573,1.95192389,5.31779972,0.00900501,0.32476452,1.09061697,0.02102474
-4.71535768,6.80106031,2.01895456,5.49250640,0.00946055,0.33413789,1.12655992,0.02190203
-4.70935468,7.00713213,2.08482007,5.65633413,0.00989303,0.34328501,1.16284837,0.02275049
-4.70335168,7.20013284,2.14850390,5.80731791,0.01029795,0.35209671,1.19894005,0.02356102
-4.69734867,7.37762683,2.20899131,5.94367932,0.01067124,0.36046165,1.23427530,0.02432486
-4.69134567,7.53737577,2.26528837,6.06385002,0.01100926,0.36826776,1.26828523,0.02503375
-4.68534267,7.67737043,2.31644103,6.16649179,0.01130894,0.37540375,1.30040068,0.02567998
-4.67933967,7.79585962,2.36155374,6.25051291,0.01156783,0.38176075,1.33006199,0.02625653
-4.67333667,7.89137621,2.39980740,6.31508122,0.01178411,0.38723401,1.35672939,0.02675714
-4.66733367,7.96276015,2.43047621,6.35963383,0.01195668,0.39172468,1.37989384,0.02717645
-4.66133067,8.00917836,2.45294312,6.38388382,0.01208517,0.39514176,1.39908817,0.02751008
-4.65532766,8.03014127,2.46671362,6.38782374,0.01216994,0.39740405,1.41389825,0.02775477
-4.64932466,8.02551562,2.47142755,6.37172614,0.01221209,0.39844225,1.42397375,0.02790845
-4.64332166,7.99553303,2.46686869,6.33614077,0.01221347,0.39820101,1.42903829,0.02797032
-4.63731866,7.94079360,2.45297177,6.28188823,0.01217657,0.39664091,1.42889843,0.02794096
-4.63131566,7.86226386,2.42982668,6.21004979,0.01210456,0.39374045,1.42345116,0.02782232
-4.62531266,7.76126805,2.39767963,6.12195274,0.01200117,0.38949762,1.41268945,0.02761774
-4.61930965,7.63947217,2.35693091,6.01915107,0.01187065,0.38393127,1.39670543,0.02733197
-4.61330665,7.49885982,2.30812924,5.90340093,0.01171763,0.37708203,1.37569099,0.02697105
-4.60730365,7.34169967,2.25196241,5.77663080,0.01154707,0.36901266,1.34993540,0.02654228
-4.60130065,7.17050418,2.18924431,5.64090625,0.01136410,0.35980778,1.31982000,0.02605400
-4.59529765,6.98798001,2.12089841,5.49838972,0.01117394,0.34957298,1.28580986,0.02551550
-4.58929465,6.79697089,2.04793794,5.35129583,0.01098173,0.33843313,1.24844256,0.02493675
-4.58329165,6.60039404,1.97144310,5.20184330,0.01079245,0.32653006,1.20831448,0.02432817
-4.57728864,6.40117211,1.89253591,5.05220468,0.01061074,0.31401951,1.16606488,0.02370040
-4.57128564,6.20216272,1.81235339,4.90445566,0.01044086,0.30106754,1.12235853,0.02306397
-4.56528264,6.00608807,1.73201979,4.76052568,0.01028649,0.28784644,1.07786737,0.02242911
-4.55927964,5.81546755,1.65261886,4.62215188,0.01015073,0.27453030,1.03325191,0.02180539
-4.55327664,5.63255600,1.57516709,4.49083842,0.01003598,0.26129050,0.98914332,0.02120156
-4.54727364,5.45929047,1.50058889,4.36782306,0.00994392,0.24829115,0.94612667,0.02062529
-4.54127064,5.29724786,1.42969472,4.25405261,0.00987546,0.23568480,0.90472618,0.02008302
-4.53526763,5.14761549,1.36316292,4.15016871,0.00983078,0.22360859,0.86539294,0.01957981
-4.52926463,5.01117602,1.30152602,4.05650453,0.00980936,0.21218090,0.82849571,0.01911931
-4.52326163,4.88830747,1.24516211,3.97309305,0.00981000,0.20149885,0.79431486,0.01870371
-4.51725863,4.77899836,1.19429149,3.89968635,0.00983094,0.19163651,0.76303995,0.01833381
-4.51125563,4.68287722,1.14897888,3.83578524,0.00986995,0.18264405,0.73477054,0.01800908
-4.50525263,4.59925491,1.10914082,3.78067782,0.00992442,0.17454786,0.70952041,0.01772781
-4.49924962,4.52717765,1.07455807,3.73348510,0.00999152,0.16735143,0.68722461,0.01748728
-4.49324662,4.46548812,1.04489230,3.69321143,0.01006829,0.16103718,0.66774905,0.01728398
-4.48724362,4.41289141,1.01970633,3.65879732,0.01015179,0.15556890,0.65090193,0.01711380
-4.48124062,4.36802279,0.99848695,3.62917206,0.01023917,0.15089479,0.63644660,0.01697226
-4.47523762,4.32951377,0.98066928,3.60330364,0.01032786,0.14695089,0.62411500,0.01685476
-4.46923462,4.29605361,0.96566158,3.58024361,0.01041555,0.14366472,0.61362116,0.01675671
-4.46323162,4.26644333,0.95286946,3.55916498,0.01050034,0.14095896,0.60467418,0.01667377
-4.45722861,4.23964010,0.94171846,3.53939150,0.01058075,0.13875497,0.59699005,0.01660195
-4.45122561,4.21479026,0.93167402,3.52041734,0.01065572,0.13697598,0.59030198,0.01653771
-4.44522261,4.19125007,0.92225823,3.50191668,0.01072467,0.13554990,0.58436883,0.01647806
-4.43921961,4.16859390,0.91306279,3.48374329,0.01078741,0.13441152,0.57898144,0.01642051
-4.43321661,4.14661023,0.90375765,3.46592062,0.01084416,0.13350408,0.57396681,0.01636313
-4.42721361,4.12528654,0.89409546,3.44862367,0.01089545,0.13278025,0.56918998,0.01630443
-4.42121061,4.10478462,0.88391178,3.43215387,0.01094207,0.13220236,0.56455399,0.01624332
-4.41520760,4.08540844,0.87312131,3.41690906,0.01098500,0.13174215,0.55999781,0.01617902
-4.40920460,4.06756663,0.86171077,3.40335015,0.01102536,0.13137986,0.55549287,0.01611093
-4.40320160,4.05173222,0.84972881,3.39196681,0.01106426,0.13110298,0.55103821,0.01603856
-4.39719860,4.03840191,0.83727388,3.38324388,0.01110282,0.13090460,0.54665480,0.01596141
-4.39119560,4.02805726,0.82448071,3.37763036,0.01114206,0.13078160,0.54237937,0.01587887
-4.38519260,4.02112969,0.81150624,3.37551260,0.01118287,0.13073283,0.53825808,0.01579022
-4.37918959,4.01797118,0.79851573,3.37719265,0.01122595,0.13075724,0.53434043,0.01569455
-4.37318659,4.01883165,0.78566978,3.38287288,0.01127186,0.13085229,0.53067361,0.01559076
-4.36718359,4.02384414,0.77311286,3.39264717,0.01132095,0.13101256,0.52729761,0.01547759
-4.36118059,4.03301779,0.76096384,3.40649870,0.01137340,0.13122877,0.52424128,0.01535369
-4.35517759,4.04623887,0.74930886,3.42430426,0.01142928,0.13148713,0.52151941,0.01521766
-4.34917459,4.06327899,0.73819676,3.44584423,0.01148853,0.13176918,0.51913089,0.01506816
-4.34317159,4.08380994,0.72763708,3.47081759,0.01155106,0.13205198,0.51705801,0.01490403
-4.33716858,4.10742371,0.71760062,3.49886076,0.01161678,0.13230870,0.51526679,0.01472438
-4.33116558,4.13365659,0.70802231,3.52956922,0.01168567,0.13250962,0.51370823,0.01452871
-4.32516258,4.16201575,0.69880608,3.56252048,0.01175781,0.13262328,0.51232040,0.01431701
-4.31915958,4.19200678,0.68983133,3.59729742,0.01183345,0.13261792,0.51103120,0.01408987
-4.31315658,4.22316081,0.68096060,3.63351061,0.01191300,0.13246295,0.50976154,0.01384851
-4.30715358,4.25505976,0.67204792,3.67081863,0.01199710,0.13213049,0.50842885,0.01359487
