energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.86793397,10.16817811,0.01996744,1.52577621,0.90189277,0.39004895,6.65331057,5.07924408,2.66126211,0.00000000
-5.86193097,10.11155258,0.01855075,1.51465373,0.89904850,0.39342460,6.59955595,5.07228271,2.63321961,0.00000000
-5.85592796,10.05248420,0.01724155,1.50223988,0.89697843,0.39637944,6.54688964,5.06122668,2.60678787,0.00000000
-5.84992496,9.99118667,0.01605643,1.48873768,0.89568398,0.39880922,6.49576311,5.04616708,2.58185970,0.00000000
-5.84392196,9.92774080,0.01501167,1.47434475,0.89514701,0.40061618,6.44647568,5.02714906,2.55828644,0.00000000
-5.83791896,9.86211177,0.01412300,1.45924929,0.89533469,0.40171389,6.39918984,5.00417023,2.53589482,0.00000000
-5.83191596,9.79417620,0.01340551,1.44362725,0.89620517,0.40203183,6.35395458,4.97718453,2.51450561,0.00000000
-5.82591296,9.72375709,0.01287349,1.42764060,0.89771396,0.40151976,6.31073534,4.94611095,2.49395294,0.00000000
-5.81990995,9.65066426,0.01254023,1.41143683,0.89982016,0.40015136,6.26944859,4.91084674,2.47410299,0.00000000
-5.81390695,9.57473713,0.01241782,1.39514939,0.90249248,0.39792710,6.22999851,4.87128390,2.45487082,0.00000000
-5.80790395,9.49588654,0.01251700,1.37889899,0.90571421,0.39487597,6.19231286,4.82732751,2.43623404,0.00000000
-5.80190095,9.41413210,0.01284684,1.36279532,0.90948697,0.39105606,6.15637535,4.77891458,2.41824237,0.00000000
-5.79589795,9.32963189,0.01341453,1.34693889,0.91383280,0.38655376,6.12225146,4.72603177,2.40102225,0.00000000
-5.78989495,9.24270182,0.01422501,1.33142255,0.91879446,0.38148169,6.09010548,4.66873043,2.38477601,0.00000000
-5.78389195,9.15382264,0.01528069,1.31633258,0.92443373,0.37597531,6.06020668,4.60713789,2.36977553,0.00000000
-5.77788894,9.06363356,0.01658105,1.30174871,0.93082795,0.37018838,6.03292363,4.54146402,2.35635061,0.00000000
-5.77188594,8.97291237,0.01812234,1.28774330,0.93806476,0.36428751,6.00870620,4.47200239,2.34487260,0.00000000
-5.76588294,8.88254309,0.01989723,1.27437933,0.94623546,0.35844603,5.98805605,4.39912614,2.33573422,0.00000000
-5.75987994,8.79347307,0.02189451,1.26170748,0.95542736,0.35283742,5.97148703,4.32327870,2.32932678,0.00000000
-5.75387694,8.70666232,0.02409888,1.24976239,0.96571562,0.34762880,5.95947782,4.24496018,2.32601617,0.00000000
-5.74787394,8.62302843,0.02649082,1.23855838,0.97715493,0.34297458,5.95242015,4.16471034,2.32611891,0.00000000
-5.74187094,8.54339095,0.02904654,1.22808517,0.98977178,0.33901083,5.95056583,4.08308948,2.32987994,0.00000000
-5.73586793,8.46841885,0.03173812,1.21830383,1.00355765,0.33585042,5.95397672,4.00065843,2.33745332,0.00000000
-5.72986493,8.39858494,0.03453375,1.20914357,1.01846361,0.33357937,5.96248114,3.91795923,2.34888711,0.00000000
-5.72386193,8.33413018,0.03739813,1.20049968,1.03439674,0.33225442,5.97564051,3.83549742,2.36411324,0.00000000
-5.71785893,8.27504041,0.04029310,1.19223296,1.05121846,0.33190200,5.99272887,3.75372724,2.38294312,0.00000000
-5.71185593,8.22103700,0.04317828,1.18417091,1.06874523,0.33251851,6.01272767,3.67304021,2.40506899,0.00000000
-5.70585293,8.17158201,0.04601202,1.17611087,1.08675120,0.33407201,6.03433686,3.59375780,2.43007118,0.00000000
-5.69984992,8.12589742,0.04875229,1.16782485,1.10497309,0.33650502,6.05600266,3.51612802,2.45743059,0.00000000
-5.69384692,8.08299713,0.05135777,1.15906626,1.12311678,0.33973830,6.07596095,3.44032593,2.48654572,0.00000000
-5.68784392,8.04172942,0.05378891,1.14957783,1.14086545,0.34367538,6.09229440,3.36645747,2.51675325,0.00000000
-5.68184092,8.00082728,0.05600902,1.13910081,1.15788873,0.34820762,6.10300071,3.29456603,2.54735095,0.00000000
-5.67583792,7.95896331,0.05798523,1.12738458,1.17385245,0.35321932,6.10606824,3.22464087,2.57762161,0.00000000
-5.66983492,7.91480586,0.05968947,1.11419643,1.18842845,0.35859291,6.09955518,3.15662669,2.60685678,0.00000000
-5.66383192,7.86707336,0.06109916,1.09933089,1.20130406,0.36421374,6.08166809,3.09043350,2.63437910,0.00000000
-5.65782891,7.81458385,0.06219787,1.08261824,1.21219069,0.36997433,6.05083564,3.02594612,2.65956212,0.00000000
-5.65182591,7.75629749,0.06297563,1.06393163,1.22083125,0.37577800,6.00577380,2.96303287,2.68184688,0.00000000
-5.64582291,7.69135029,0.06342915,1.04319273,1.22700611,0.38154164,5.94553923,2.90155307,2.70075469,0.00000000
-5.63981991,7.61907831,0.06356167,1.02037541,1.23053737,0.38719773,5.86956852,2.84136331,2.71589582,0.00000000
-5.63381691,7.53903201,0.06338277,0.99550762,1.23129152,0.39269542,5.77770152,2.78232254,2.72697409,0.00000000
-5.62781391,7.45098140,0.06290776,0.96867137,1.22918039,0.39800099,5.67018834,2.72429628,2.73378773,0.00000000
-5.62181091,7.35491301,0.06215709,0.94000086,1.22416068,0.40309742,5.54768015,2.66716022,2.73622691,0.00000000
-5.61580790,7.25102016,0.06115550,0.90967913,1.21623218,0.40798355,5.41120508,2.61080358,2.73426861,0.00000000
-5.60980490,7.13968830,0.05993111,0.87793339,1.20543504,0.41267267,5.26213104,2.55513274,2.72796950,0.00000000
-5.60380190,7.02147718,0.05851448,0.84502942,1.19184644,0.41719075,5.10211796,2.50007515,2.71745760,0.00000000
-5.59779890,6.89710134,0.05693759,0.81126519,1.17557680,0.42157442,4.93306226,2.44558400,2.70292330,0.00000000
-5.59179590,6.76741025,0.05523291,0.77696433,1.15676592,0.42586879,4.75703657,2.39164326,2.68461028,0.00000000
-5.58579290,6.63336908,0.05343254,0.74246928,1.13557932,0.43012506,4.57622751,2.33827322,2.66280679,0.00000000
-5.57978989,6.49604032,0.05156737,0.70813477,1.11220468,0.43439809,4.39287424,2.28553593,2.63783732,0.00000000
-5.57378689,6.35656636,0.04966646,0.67432143,1.08684872,0.43874386,4.20921015,2.23354019,2.61005479,0.00000000
-5.56778389,6.21615252,0.04775645,0.64138983,1.05973435,0.44321680,4.02740943,2.18244535,2.57983317,0.00000000
-5.56178089,6.07604994,0.04586116,0.60969486,1.03109797,0.44786704,3.84953976,2.13246342,2.54756016,0.00000000
-5.55577789,5.93753728,0.04400131,0.57958050,1.00118696,0.45273757,3.67752213,2.08385882,2.51362989,0.00000000
-5.54977489,5.80190068,0.04219434,0.55137482,0.97025707,0.45786139,3.51309780,2.03694531,2.47843513,0.00000000
-5.54377189,5.67041114,0.04045437,0.52538528,0.93856959,0.46325857,3.35780254,1.99207978,2.44235905,0.00000000
-5.53776888,5.54429919,0.03879222,0.50189406,0.90638825,0.46893349,3.21294764,1.94965288,2.40576640,0.00000000
-5.53176588,5.42472691,0.03721554,0.48115360,0.87397564,0.47487230,3.07960715,1.91007650,2.36899422,0.00000000
-5.52576288,5.31275798,0.03572896,0.46338216,0.84158934,0.48104072,2.95861066,1.87376877,2.33234238,0.00000000
-5.51975988,5.20932692,0.03433433,0.44875954,0.80947763,0.48738248,2.85054111,1.84113707,2.29606451,0.00000000
-5.51375688,5.11520907,0.03303099,0.43742296,0.77787504,0.49381849,2.75573683,1.81256006,2.26035979,0.00000000
-5.50775388,5.03099324,0.03181600,0.42946343,0.74699794,0.50024696,2.67429764,1.78836981,2.22536634,0.00000000
-5.50175088,4.95705912,0.03068453,0.42492254,0.71704044,0.50654461,2.60609459,1.76883510,2.19115702,0.00000000
-5.49574787,4.89356146,0.02963011,0.42379012,0.68817080,0.51256913,2.55078317,1.75414722,2.15773818,0.00000000
-5.48974487,4.84042309,0.02864497,0.42600296,0.66052877,0.51816278,2.50782003,1.74440919,2.12505188,0.00000000
-5.48374187,4.79733802,0.02772043,0.43144469,0.63422406,0.52315731,2.47648311,1.73962934,2.09298208,0.00000000
-5.47773887,4.76378570,0.02684721,0.43994724,0.60933616,0.52737993,2.45589513,1.73972007,2.06136467,0.00000000
-5.47173587,4.73905674,0.02601579,0.45129390,0.58591562,0.53066016,2.44505042,1.74450190,2.03000129,0.00000000
-5.46573287,4.72228950,0.02521676,0.46522408,0.56398683,0.53283732,2.44284463,1.75371306,1.99867637,0.00000000
-5.45972986,4.71251636,0.02444115,0.48143981,0.54355236,0.53376834,2.44810708,1.76702421,1.96717668,0.00000000
-5.45372686,4.70871770,0.02368076,0.49961391,0.52459843,0.53333544,2.45963497,1.78405755,1.93531227,0.00000000
-5.44772386,4.70988106,0.02292844,0.51939951,0.50710149,0.53145329,2.47622863,1.80440949,1.90293781,0.00000000
-5.44172086,4.71506235,0.02217831,0.54044069,0.49103539,0.52807536,2.49672682,1.82767551,1.86997290,0.00000000
-5.43571786,4.72344588,0.02142599,0.56238392,0.47637882,0.52319890,2.52004088,1.85347589,1.83642015,0.00000000
-5.42971486,4.73439979,0.02066871,0.58488965,0.46312249,0.51686848,2.54518658,1.88148074,1.80237989,0.00000000
-5.42371186,4.74752363,0.01990537,0.60764366,0.45127561,0.50917761,2.57131232,1.91143289,1.76806046,0.00000000
-5.41770885,4.76268526,0.01913654,0.63036758,0.44087124,0.50026849,2.59772260,1.94316714,1.73378320,0.00000000
-5.41170585,4.78004452,0.01836436,0.65282801,0.43197011,0.49032978,2.62389578,1.97662461,1.69998193,0.00000000
-5.40570285,4.80006213,0.01759243,0.67484379,0.42466263,0.47959241,2.64949516,2.01186132,1.66719645,0.00000000
-5.39969985,4.82349273,0.01682554,0.69629097,0.41906875,0.46832367,2.67437294,2.04905001,1.63606035,0.00000000
-5.39369685,4.85136197,0.01606944,0.71710507,0.41533578,0.45681978,2.69856679,2.08847512,1.60728362,0.00000000
-5.38769385,4.88492815,0.01533052,0.73728062,0.41363390,0.44539728,2.72228903,2.13052072,1.58163068,0.00000000
-5.38169085,4.92563002,0.01461549,0.75686771,0.41414974,0.43438355,2.74590882,2.17565174,1.55989484,0.00000000
-5.37568784,4.97502251,0.01393102,0.77596580,0.41707811,0.42410693,2.76992797,2.22438936,1.54287023,0.00000000
-5.36968484,5.03470339,0.01328341,0.79471495,0.42261226,0.41488677,2.79495138,2.27728129,1.53132238,0.00000000
-5.36368184,5.10623348,0.01267831,0.81328495,0.43093312,0.40702379,2.82165321,2.33486840,1.52595869,0.00000000
-5.35767884,5.19105407,0.01212039,0.83186271,0.44219790,0.40079114,2.85074012,2.39764906,1.52739991,0.00000000
-5.35167584,5.29040485,0.01161321,0.85063873,0.45652875,0.39642635,2.88291291,2.46604276,1.53615361,0.00000000
-5.34567284,5.40524569,0.01115899,0.86979311,0.47400180,0.39412452,2.91882820,2.54035466,1.55259079,0.00000000
-5.33966983,5.53618572,0.01075856,0.88948200,0.49463730,0.39403279,2.95906152,2.62074271,1.57692619,0.00000000
-5.33366683,5.68342256,0.01041130,0.90982501,0.51839120,0.39624632,3.00407310,2.70718894,1.60920312,0.00000000
-5.32766383,5.84669436,0.01011522,0.93089436,0.54514877,0.40080577,3.05417791,2.79947621,1.64928311,0.00000000
-5.32166083,6.02524691,0.00986705,0.95270624,0.57472047,0.40769624,3.10952076,2.89717188,1.69684087,0.00000000
-5.31565783,6.21781737,0.00966237,0.97521486,0.60684046,0.41684773,3.17005766,2.99961919,1.75136457,0.00000000
-5.30965483,6.42263597,0.00949587,0.99830953,0.64116793,0.42813702,3.23554404,3.10593725,1.81216152,0.00000000
-5.30365183,6.63744610,0.00936151,1.02181488,0.67729124,0.44139082,3.30553035,3.21503002,1.87836933,0.00000000
-5.29764882,6.85954282,0.00925283,1.04549430,0.71473492,0.45639020,3.37936543,3.32560443,1.94897208,0.00000000
-5.29164582,7.08582941,0.00916320,1.06905642,0.75296933,0.47287610,3.45620748,3.43619744,2.02282148,0.00000000
-5.28564282,7.31289048,0.00908606,1.09216436,0.79142274,0.49055584,3.53504267,3.54521151,2.09866247,0.00000000
-5.27963982,7.53708021,0.00901517,1.11444740,0.82949544,0.50911056,3.61471082,3.65095760,2.17516290,0.00000000
-5.27363682,7.75462335,0.00894484,1.13551455,0.86657551,0.52820339,3.69393748,3.75170468,2.25094654,0.00000000
-5.26763382,7.96172618,0.00887012,1.15496943,0.90205563,0.54748822,3.77137170,3.84573399,2.32462884,0.00000000
-5.26163082,8.15469428,0.00878695,1.17242591,0.93535046,0.56661896,3.84562816,3.93139671,2.39485454,0.00000000
-5.25562781,8.33005339,0.00869230,1.18752390,0.96591399,0.58525902,3.91533267,4.00717283,2.46033615,0.00000000
-5.24962481,8.48466957,0.00858421,1.19994456,0.99325614,0.60309097,3.97916947,4.07172928,2.51989234,0.00000000
-5.24362181,8.61586441,0.00846190,1.20942448,1.01695824,0.61982583,4.03592870,4.12397516,2.57248492,0.00000000
-5.23761881,8.72152111,0.00832574,1.21576826,1.03668659,0.63521215,4.08455267,4.16311178,2.61725335,0.00000000
-5.23161581,8.80017740,0.00817726,1.21885896,1.05220386,0.64904417,4.12417892,4.18867556,2.65354541,0.00000000
-5.22561281,8.85110123,0.00801910,1.21866612,1.06337766,0.66116905,4.15417860,4.20057166,2.68094297,0.00000000
-5.21960980,8.87434590,0.00785498,1.21525099,1.07018618,0.67149281,4.17418855,4.19909681,2.69928154,0.00000000
-5.21360680,8.87078162,0.00768959,1.20876887,1.07272056,0.67998455,4.18413548,4.18494986,2.70866277,0.00000000
-5.20760380,8.84210140,0.00752855,1.19946828,1.07118388,0.68667899,4.18425117,4.15922907,2.70945911,0.00000000
-5.20160080,8.79079994,0.00737833,1.18768712,1.06588684,0.69167678,4.17507765,4.12341588,2.70230999,0.00000000
-5.19559780,8.72012527,0.00724611,1.17384592,1.05724018,0.69514279,4.15746172,4.07934495,2.68810945,0.00000000
-5.18959480,8.63400396,0.00713973,1.15843820,1.04574419,0.69730213,4.13253872,4.02916133,2.66798530,0.00000000
-5.18359180,8.53694176,0.00706760,1.14201845,1.03197555,0.69843398,4.10170562,3.97526578,2.64327024,0.00000000
-5.17758879,8.43390275,0.00703855,1.12518796,1.01657192,0.69886343,4.06658428,3.92025014,2.61546582,0.00000000
-5.17158579,8.33017082,0.00706176,1.10857898,1.00021494,0.69895155,4.02897596,3.86682471,2.58620039,0.00000000
-5.16558279,8.23119841,0.00714663,1.09283777,0.98361202,0.69908403,3.99080864,3.81774046,2.55718247,0.00000000
-5.15957979,8.14244787,0.00730264,1.07860700,0.96747756,0.69965879,3.95407905,3.77570873,2.53015119,0.00000000
-5.15357679,8.06923129,0.00753924,1.06650816,0.95251436,0.70107308,3.92079166,3.74332155,2.50682552,0.00000000
-5.14757379,8.01655473,0.00786561,1.05712446,0.93939549,0.70371054,3.89289698,3.72297546,2.48885432,0.00000000
-5.14157079,7.98897252,0.00829058,1.05098490,0.92874745,0.70792874,3.87223150,3.71680192,2.47776877,0.00000000
-5.13556778,7.99045705,0.00882232,1.04854985,0.92113496,0.71404773,3.86046163,3.72660649,2.47493902,0.00000000
-5.12956478,8.02428847,0.00946821,1.05019870,0.91704777,0.72234000,3.85903379,3.75381943,2.48153641,0.00000000
-5.12356178,8.09296790,0.01023457,1.05621986,0.91688984,0.73302221,3.86913227,3.79945891,2.49850250,0.00000000
-5.11755878,8.19815660,0.01112641,1.06680335,0.92097109,0.74624904,3.89164643,3.86410810,2.52652567,0.00000000
-5.11155578,8.34064234,0.01214718,1.08203604,0.92950175,0.76210922,3.92714786,3.94790655,2.56602577,0.00000000
-5.10555278,8.52033277,0.01329853,1.10189965,0.94258940,0.78062383,3.97587806,4.05055537,2.61714691,0.00000000
-5.09954977,8.73627473,0.01458004,1.12627131,0.96023848,0.80174682,4.03774625,4.17133558,2.67975818,0.00000000
-5.09354677,8.98669694,0.01598907,1.15492645,0.98235219,0.82536754,4.11233691,4.30913799,2.75346160,0.00000000
-5.08754377,9.26907307,0.01752047,1.18754385,1.00873648,0.85131506,4.19892568,4.46250282,2.83760663,0.00000000
-5.08154077,9.58020104,0.01916651,1.22371239,1.03910581,0.87936389,4.29650257,4.62966685,2.93131014,0.00000000
-5.07553777,9.91629462,0.02091675,1.26293924,1.07309051,0.90924086,4.40380072,4.80861562,3.03348074,0.00000000
-5.06953477,10.27308278,0.02275799,1.30465907,1.11024524,0.94063268,4.51932916,4.99713835,3.14284642,0.00000000
-5.06353177,10.64591267,0.02467432,1.34824406,1.15005840,0.97319384,4.64140809,5.19288315,3.25798432,0.00000000
-5.05752876,11.02985267,0.02664726,1.39301440,1.19196222,1.00655457,4.76820524,5.39341059,3.37735170,0.00000000
-5.05152576,11.41979215,0.02865589,1.43824912,1.23534328,1.04032867,4.89777217,5.59624369,3.49931735,0.00000000
-5.04552276,11.81053565,0.03067719,1.48319710,1.27955332,1.07412075,5.02807971,5.79891307,3.62219257,0.00000000
-5.03951976,12.19688977,0.03268637,1.52708831,1.32392021,1.10753307,5.15705200,5.99899647,3.74426151,0.00000000
-5.03351676,12.57374192,0.03465733,1.56914520,1.36775896,1.14017168,5.28259895,6.19415195,3.86381024,0.00000000
-5.02751376,12.93613054,0.03656316,1.60859437,1.41038277,1.17165198,5.40264700,6.38214503,3.97915457,0.00000000
-5.02151076,13.27930725,0.03837674,1.64467849,1.45111402,1.20160359,5.51516860,6.56086986,4.08866627,0.00000000
-5.01550775,13.59879140,0.04007129,1.67666851,1.48929506,1.22967477,5.61821039,6.72836530,4.19079780,0.00000000
-5.00950475,13.89041801,0.04162110,1.70387624,1.52429887,1.25553630,5.70992061,6.88282650,4.28410522,0.00000000
-5.00350175,14.15037987,0.04300207,1.72566703,1.55553929,1.27888491,5.78857573,7.02261308,4.36726935,0.00000000
-4.99749875,14.37526463,0.04419239,1.74147248,1.58248085,1.29944637,5.85260642,7.14625482,4.43911479,0.00000000
-4.99149575,14.56208738,0.04517309,1.75080293,1.60464787,1.31697817,5.90062254,7.25245566,4.49862671,0.00000000
-4.98549275,14.70831902,0.04592857,1.75325914,1.62163264,1.33127186,5.93143682,7.34009689,4.54496499,0.00000000
-4.97948974,14.81191033,0.04644697,1.74854304,1.63310258,1.34215497,5.94408669,7.40823994,4.57747531,0.00000000
-4.97348674,14.87131154,0.04672052,1.73646682,1.63880592,1.34949248,5.93785322,7.45612939,4.59569708,0.00000000
-4.96748374,14.88548680,0.04674575,1.71695990,1.63857594,1.35318784,5.91227665,7.48319616,4.59936763,0.00000000
-4.96148074,14.85392315,0.04652351,1.69007347,1.63233339,1.35318342,5.86716734,7.48906106,4.58842270,0.00000000
-4.95547774,14.77663336,0.04605898,1.65598201,1.62008709,1.34946048,5.80261156,7.47353861,4.56299302,0.00000000
-4.94947474,14.65415218,0.04536142,1.61498162,1.60193254,1.34203860,5.71897141,7.43664079,4.52339723,0.00000000
-4.94347174,14.48752599,0.04444390,1.56748499,1.57804874,1.33097460,5.61687859,7.37858061,4.47013118,0.00000000
-4.93746873,14.27829570,0.04332292,1.51401299,1.54869313,1.31636108,5.49722180,7.29977494,4.40385430,0.00000000
-4.93146573,14.02847343,0.04201784,1.45518312,1.51419485,1.29832469,5.36112818,7.20084659,4.32537351,0.00000000
-4.92546273,13.74051352,0.04055043,1.39169512,1.47494677,1.27702421,5.20993926,7.08262504,4.23562539,0.00000000
-4.91945973,13.41727868,0.03894419,1.32431422,1.43139625,1.25264853,5.04518230,6.94614570,4.13565736,0.00000000
-4.91345673,13.06200236,0.03722378,1.25385269,1.38403525,1.22541484,4.86853802,6.79264729,4.02660875,0.00000000
-4.90745373,12.67824827,0.03541440,1.18115043,1.33339000,1.19556683,4.68180601,6.62356725,3.90969232,0.00000000
-4.90145073,12.26986801,0.03354124,1.10705515,1.28001056,1.16337326,4.48686912,6.44053470,3.78617702,0.00000000
-4.89544772,11.84095768,0.03162894,1.03240322,1.22446066,1.12912666,4.28565794,6.24536090,3.65737224,0.00000000
-4.88944472,11.39581388,0.02970117,0.95800155,1.16730805,1.09314231,4.08011671,6.04002678,3.52461397,0.00000000
-4.88344172,10.93888947,0.02778019,0.88461134,1.10911554,1.05575726,3.87217148,5.82666734,3.38925277,0.00000000
-4.87743872,10.47474911,0.02588662,0.81293415,1.05043305,1.01732928,3.66370130,5.60755268,3.25264342,0.00000000
-4.87143572,10.00802411,0.02403919,0.74360064,0.99179050,0.97823563,3.45651302,5.38506532,3.11613590,0.00000000
-4.86543272,9.54336634,0.02225464,0.67716216,0.93369186,0.93887132,3.25231981,5.16167371,2.98106712,0.00000000
-4.85942971,9.08540038,0.02054763,0.61408540,0.87661016,0.89964676,3.05272345,4.93990184,2.84875291,0.00000000
-4.85342671,8.63867337,0.01893078,0.55474982,0.82098341,0.86098456,2.85920019,4.72229484,2.72047944,0.00000000
-4.84742371,8.20760218,0.01741469,0.49944788,0.76721143,0.82331535,2.67308977,4.51138095,2.59749366,0.00000000
-4.84142071,7.79641745,0.01600809,0.44838755,0.71565334,0.78707252,2.49558727,4.30963011,2.48099219,0.00000000
-4.83541771,7.40910470,0.01471791,0.40169690,0.66662576,0.75268596,2.32773711,4.11940976,2.37210830,0.00000000
-4.82941471,7.04934313,0.01354943,0.35943020,0.62040139,0.72057472,2.17042897,3.94293885,2.27189692,0.00000000
-4.82341171,6.72044280,0.01250645,0.32157519,0.57720809,0.69113887,2.02439503,3.78224098,2.18131778,0.00000000
-4.81740870,6.42528214,0.01159132,0.28806108,0.53722823,0.66475087,1.89020851,3.63909810,2.10121713,0.00000000
-4.81140570,6.16624725,0.01080517,0.25876678,0.50059838,0.64174651,1.76828316,3.51500619,2.03230846,0.00000000
-4.80540270,5.94517570,0.01014791,0.23352916,0.46740928,0.62241616,1.65887387,3.41113468,1.97515343,0.00000000
-4.79939970,5.76330732,0.00961835,0.21215102,0.43770610,0.60699640,1.56207851,3.32829119,1.93014361,0.00000000
-4.79339670,5.62124464,0.00921424,0.19440841,0.41148906,0.59566278,1.47784121,3.26689355,1.89748453,0.00000000
-4.78739370,5.51892592,0.00893236,0.18005750,0.38871450,0.58852382,1.40595740,3.22695043,1.87718290,0.00000000
-4.78139070,5.45561305,0.00876848,0.16884053,0.36929644,0.58561691,1.34608109,3.20805234,1.86903841,0.00000000
-4.77538769,5.42989664,0.00871751,0.16049117,0.35310868,0.58690624,1.29773447,3.20937389,1.87264091,0.00000000
-4.76938469,5.43971968,0.00877347,0.15473911,0.33998757,0.59228307,1.26032025,3.22968832,1.88737379,0.00000000
-4.76338169,5.48242070,0.00892957,0.15131407,0.32973547,0.60156847,1.23313686,3.26739448,1.91242433,0.00000000
-4.75737869,5.55479638,0.00917834,0.14994926,0.32212488,0.61451850,1.21539628,3.32055610,1.94680087,0.00000000
-4.75137569,5.65318256,0.00951168,0.15038438,0.31690329,0.63083176,1.20624461,3.38695272,1.98935702,0.00000000
-4.74537269,5.77355192,0.00992102,0.15236834,0.31379861,0.65015906,1.20478459,3.46414080,2.03882209,0.00000000
-4.73936968,5.91162530,0.01039747,0.15566160,0.31252517,0.67211483,1.21009985,3.54952341,2.09383710,0.00000000
-4.73336668,6.06299316,0.01093200,0.16003838,0.31279014,0.69628986,1.22127978,3.64042591,2.15299484,0.00000000
-4.72736368,6.22324259,0.01151561,0.16528861,0.31430004,0.72226480,1.23744432,3.73417523,2.21488275,0.00000000
-4.72136068,6.38808523,0.01213950,0.17121968,0.31676743,0.74962376,1.25776756,3.82817949,2.27812652,0.00000000
-4.71535768,6.55348066,0.01279532,0.17765792,0.31991731,0.77796749,1.28149907,3.92000498,2.34143275,0.00000000
-4.70935468,6.71575024,0.01347526,0.18444980,0.32349303,0.80692545,1.30798199,4.00744735,2.40362855,0.00000000
-4.70335168,6.87167642,0.01417224,0.19146273,0.32726162,0.83616613,1.33666682,4.08859404,2.46369633,0.00000000
-4.69734867,7.01858300,0.01487999,0.19858539,0.33101821,0.86540517,1.36712019,4.16187540,2.52080181,0.00000000
-4.69134567,7.15439292,0.01559311,0.20572760,0.33458936,0.89441089,1.39902789,4.22610218,2.57431420,0.00000000
-4.68534267,7.27766071,0.01630706,0.21281947,0.33783520,0.92300678,1.43219196,4.28048807,2.62381706,0.00000000
-4.67933967,7.38757836,0.01701813,0.21981010,0.34065028,0.95107100,1.46652169,4.32465614,2.66910951,0.00000000
-4.67333667,7.48395432,0.01772332,0.22666550,0.34296315,0.97853287,1.50201883,4.35862926,2.71019752,0.00000000
-4.66733367,7.56716681,0.01842014,0.23336604,0.34473452,1.00536640,1.53875765,4.38280495,2.74727567,0.00000000
-4.66133067,7.63809383,0.01910647,0.23990330,0.34595442,1.03158148,1.57686077,4.39791594,2.78070022,0.00000000
-4.65532766,7.69802337,0.01978028,0.24627657,0.34663816,1.05721295,1.61647183,4.40497860,2.81095487,0.00000000
-4.64932466,7.74854846,0.02043942,0.25248914,0.34682157,1.08230835,1.65772660,4.40523145,2.83861086,0.00000000
-4.64332166,7.79145212,0.02108131,0.25854439,0.34655562,1.10691506,1.70072384,4.40006686,2.86428350,0.00000000
