energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.66383192,0.95407644,0.22203665,0.59269122,0.00035465,0.07398440,0.24792522,0.05848075,0.00338924,0.17184800
-5.65782891,0.93535504,0.21855349,0.58176776,0.00035901,0.07210138,0.24638208,0.05690345,0.00310712,0.16797382
-5.65182591,0.91453273,0.21417084,0.56971810,0.00036212,0.06999935,0.24374490,0.05532515,0.00283302,0.16367189
-5.64582291,0.89154080,0.20891745,0.55643915,0.00036382,0.06769466,0.23999542,0.05374942,0.00256955,0.15895316
-5.63981991,0.86638236,0.20283846,0.54187391,0.00036400,0.06520721,0.23514102,0.05218601,0.00231885,0.15384113
-5.63381691,0.83913697,0.19599487,0.52601574,0.00036263,0.06256030,0.22921478,0.05065144,0.00208257,0.14837210
-5.62781391,0.80996310,0.18846252,0.50891118,0.00035972,0.05978048,0.22227473,0.04916940,0.00186188,0.14259507
-5.62181091,0.77909809,0.18033067,0.49066103,0.00035531,0.05689719,0.21440230,0.04777097,0.00165752,0.13657118
-5.61580790,0.74685553,0.17170016,0.47141965,0.00034956,0.05394240,0.20570006,0.04649465,0.00146985,0.13037282
-5.60980490,0.71362021,0.16268121,0.45139252,0.00034263,0.05095018,0.19628878,0.04538612,0.00129887,0.12408225
-5.60380190,0.67984074,0.15339094,0.43083218,0.00033476,0.04795608,0.18630398,0.04449778,0.00114431,0.11779002
-5.59779890,0.64601995,0.14395066,0.41003267,0.00032624,0.04499655,0.17589205,0.04388805,0.00100566,0.11159294
-5.59179590,0.61270371,0.13448307,0.38932268,0.00031740,0.04210828,0.16520615,0.04362036,0.00088225,0.10559192
-5.58579290,0.58046816,0.12510942,0.36905773,0.00030858,0.03932742,0.15440206,0.04376197,0.00077328,0.09988953
-5.57978989,0.54990611,0.11594676,0.34961162,0.00030015,0.03668894,0.14363408,0.04438246,0.00067789,0.09458753
-5.57378689,0.52161286,0.10710534,0.33136745,0.00029251,0.03422582,0.13305110,0.04555202,0.00059515,0.08978427
-5.56778389,0.49617189,0.09868628,0.31470848,0.00028603,0.03196844,0.12279312,0.04733958,0.00052418,0.08557219
-5.56178089,0.47414086,0.09077956,0.30000925,0.00028109,0.02994385,0.11298816,0.04981069,0.00046409,0.08203533
-5.55577789,0.45603829,0.08346235,0.28762689,0.00027802,0.02817525,0.10374971,0.05302535,0.00041403,0.07924706
-5.54977489,0.44233118,0.07679775,0.27789317,0.00027713,0.02668145,0.09517480,0.05703572,0.00037323,0.07726794
-5.54377189,0.43342395,0.07083395,0.27110718,0.00027869,0.02547647,0.08734262,0.06188392,0.00034097,0.07614395
-5.53776888,0.42964875,0.06560382,0.26752893,0.00028289,0.02456925,0.08031381,0.06759981,0.00031658,0.07590492
-5.53176588,0.43125755,0.06112486,0.26737379,0.00028990,0.02396343,0.07413030,0.07419905,0.00029948,0.07656340
-5.52576288,0.43841596,0.05739955,0.27080804,0.00029977,0.02365732,0.06881571,0.08168138,0.00028911,0.07811394
-5.51975988,0.45119899,0.05441611,0.27794529,0.00031253,0.02364388,0.06437620,0.09002928,0.00028498,0.08053278
-5.51375688,0.46958880,0.05214946,0.28884402,0.00032809,0.02391100,0.06080174,0.09920717,0.00028664,0.08377809
-5.50775388,0.49347456,0.05056260,0.30350612,0.00034631,0.02444172,0.05806781,0.10916105,0.00029366,0.08779065
-5.50175088,0.52265437,0.04960806,0.32187644,0.00036699,0.02521473,0.05613722,0.11981896,0.00030562,0.09249514
-5.49574787,0.55683935,0.04922971,0.34384337,0.00038982,0.02620488,0.05496223,0.13109192,0.00032213,0.09780194
-5.48974487,0.59565976,0.04936462,0.36924045,0.00041447,0.02738394,0.05448678,0.14287578,0.00034277,0.10360947
-5.48374187,0.63867314,0.04994508,0.39784900,0.00044052,0.02872132,0.05464874,0.15505366,0.00036714,0.10980699
-5.47773887,0.68537440,0.05090070,0.42940168,0.00046754,0.03018498,0.05538216,0.16749910,0.00039480,0.11627791
-5.47173587,0.73520749,0.05216049,0.46358705,0.00049502,0.03174241,0.05661951,0.18007976,0.00042532,0.12290339
-5.46573287,0.78757858,0.05365502,0.50005504,0.00052247,0.03336161,0.05829371,0.19266160,0.00045823,0.12956626
-5.45972986,0.84187022,0.05531842,0.53842315,0.00054935,0.03501213,0.06034010,0.20511332,0.00049304,0.13615500
-5.45372686,0.89745629,0.05709035,0.57828342,0.00057517,0.03666610,0.06269811,0.21731091,0.00052924,0.14256778
-5.44772386,0.95371699,0.05891773,0.61920986,0.00059940,0.03829914,0.06531275,0.22914213,0.00056632,0.14871626
-5.44172086,1.01005361,0.06075634,0.66076631,0.00062160,0.03989131,0.06813577,0.24051055,0.00060373,0.15452910
-5.43571786,1.06590237,0.06257205,0.70251433,0.00064132,0.04142775,0.07112655,0.25133915,0.00064094,0.15995486
-5.42971486,1.12074686,0.06434178,0.74402112,0.00065819,0.04289934,0.07425263,0.26157308,0.00067741,0.16496438
-5.42371186,1.17412846,0.06605411,0.78486698,0.00067189,0.04430299,0.07748989,0.27118154,0.00071261,0.16955214
-5.41770885,1.22565448,0.06770941,0.82465230,0.00068218,0.04564182,0.08082243,0.28015853,0.00074603,0.17373689
-5.41170585,1.27500340,0.06931955,0.86300365,0.00068889,0.04692497,0.08424201,0.28852248,0.00077719,0.17756114
-5.40570285,1.32192716,0.07090722,0.89957897,0.00069191,0.04816729,0.08774723,0.29631468,0.00080564,0.18108963
-5.39969985,1.36625027,0.07250472,0.93407153,0.00069124,0.04938862,0.09134239,0.30359654,0.00083098,0.18440680
-5.39369685,1.40786579,0.07415234,0.96621269,0.00068692,0.05061291,0.09503607,0.31044579,0.00085285,0.18761323
-5.38769385,1.44672835,0.07589635,0.99577334,0.00067907,0.05186705,0.09883951,0.31695181,0.00087095,0.19082125
-5.38169085,1.48284463,0.07778666,1.02256408,0.00066790,0.05317957,0.10276484,0.32321018,0.00088506,0.19414976
-5.37568784,1.51626156,0.07987419,1.04643414,0.00065363,0.05457915,0.10682317,0.32931688,0.00089500,0.19771859
-5.36968484,1.54705310,0.08220808,1.06726937,0.00063655,0.05609304,0.11102277,0.33536226,0.00090065,0.20164252
-5.36368184,1.57530604,0.08483284,1.08498916,0.00061699,0.05774547,0.11536722,0.34142511,0.00090199,0.20602520
-5.35767884,1.60110567,0.08778554,1.09954291,0.00059529,0.05955610,0.11985379,0.34756721,0.00089903,0.21095336
-5.35167584,1.62452210,0.09109314,1.11090595,0.00057181,0.06153857,0.12447195,0.35382853,0.00089186,0.21649139
-5.34567284,1.64559788,0.09477015,1.11907537,0.00054691,0.06369927,0.12920230,0.36022339,0.00088062,0.22267669
-5.33966983,1.66433765,0.09881668,1.12406604,0.00052095,0.06603631,0.13401577,0.36673779,0.00086552,0.22951602
-5.33366683,1.68070049,0.10321700,1.12590687,0.00049428,0.06853882,0.13887326,0.37332800,0.00084681,0.23698288
-5.32766383,1.69459528,0.10793872,1.12463776,0.00046720,0.07118662,0.14372577,0.37992063,0.00082478,0.24501633
-5.32166083,1.70587965,0.11293263,1.12030732,0.00044001,0.07395027,0.14851498,0.38641409,0.00079977,0.25352116
-5.31565783,1.71436244,0.11813327,1.11297138,0.00041298,0.07679152,0.15317434,0.39268141,0.00077217,0.26236952
-5.30965483,1.71980989,0.12346022,1.10269259,0.00038633,0.07966418,0.15763059,0.39857449,0.00074237,0.27140408
-5.30365183,1.72195523,0.12882021,1.08954091,0.00036024,0.08251537,0.16180578,0.40392938,0.00071082,0.28044248
-5.29764882,1.72051150,0.13410974,1.07359510,0.00033489,0.08528718,0.16561968,0.40857258,0.00067798,0.28928308
-5.29164582,1.71518690,0.13921843,1.05494498,0.00031040,0.08791857,0.16899245,0.41232797,0.00064435,0.29771174
-5.28564282,1.70570220,0.14403280,1.03369451,0.00028687,0.09034757,0.17184761,0.41502424,0.00061045,0.30550938
-5.27963982,1.69180942,0.14844037,1.00996520,0.00026436,0.09251361,0.17411508,0.41650239,0.00057683,0.31246009
-5.27363682,1.67331085,0.15233402,0.98389994,0.00024292,0.09435995,0.17573434,0.41662299,0.00054407,0.31835941
-5.26763382,1.65007775,0.15561622,0.95566680,0.00022259,0.09583604,0.17665740,0.41527310,0.00051278,0.32302243
-5.26163082,1.62206764,0.15820324,0.92546257,0.00020337,0.09689979,0.17685153,0.41237223,0.00048361,0.32629145
-5.25562781,1.58933947,0.16002890,0.89351579,0.00018525,0.09751960,0.17630180,0.40787748,0.00045726,0.32804285
-5.24962481,1.55206581,0.16104784,0.86008907,0.00016824,0.09767611,0.17501298,0.40178736,0.00043447,0.32819282
-5.24362181,1.51054152,0.16123813,0.82548039,0.00015230,0.09736350,0.17301106,0.39414419,0.00041605,0.32670178
-5.23761881,1.46518822,0.16060304,0.79002314,0.00013742,0.09659042,0.17034402,0.38503513,0.00040283,0.32357726
-5.23161581,1.41655427,0.15917201,0.75408495,0.00012356,0.09538030,0.16708198,0.37459156,0.00039575,0.31887511
-5.22561281,1.36531004,0.15700061,0.71806492,0.00011070,0.09377130,0.16331661,0.36298702,0.00039579,0.31269896
-5.21960980,1.31223845,0.15416957,0.68238943,0.00009880,0.09181557,0.15915977,0.35043359,0.00040397,0.30519804
-5.21360680,1.25822097,0.15078293,0.64750640,0.00008784,0.08957811,0.15474150,0.33717702,0.00042140,0.29656328
-5.20760380,1.20421934,0.14696526,0.61387816,0.00007777,0.08713509,0.15020719,0.32349056,0.00044923,0.28702197
-5.20160080,1.15125353,0.14285813,0.58197297,0.00006856,0.08457176,0.14571428,0.30966786,0.00048862,0.27683113
-5.19559780,1.10037669,0.13861595,0.55225542,0.00006018,0.08198005,0.14142827,0.29601512,0.00054078,0.26626976
-5.18959480,1.05264755,0.13440126,0.52517595,0.00005259,0.07945577,0.13751832,0.28284262,0.00060686,0.25563047
-5.18359180,1.00910146,0.13037968,0.50115976,0.00004576,0.07709577,0.13415261,0.27045611,0.00068799,0.24521045
-5.17758879,0.97072066,0.12671469,0.48059543,0.00003965,0.07499488,0.13149329,0.25914808,0.00078521,0.23530242
-5.17158579,0.93840484,0.12356236,0.46382365,0.00003422,0.07324288,0.12969159,0.24918939,0.00089941,0.22618562
-5.16558279,0.91294296,0.12106626,0.45112634,0.00002946,0.07192160,0.12888280,0.24082135,0.00103132,0.21811729
-5.15957979,0.89498719,0.11935267,0.44271665,0.00002532,0.07110212,0.12918160,0.23424857,0.00118140,0.21132471
-5.15357679,0.88502989,0.11852623,0.43873033,0.00002178,0.07084230,0.13067771,0.22963275,0.00134986,0.20599829
-5.14757379,0.88338446,0.11866621,0.43921857,0.00001882,0.07118462,0.13343208,0.22708767,0.00153654,0.20228569
-5.14157079,0.89017093,0.11982348,0.44414303,0.00001643,0.07215443,0.13747370,0.22667541,0.00174090,0.20028724
-5.13556778,0.90530677,0.12201829,0.45337319,0.00001460,0.07375871,0.14279728,0.22840416,0.00196196,0.20005278
-5.12956478,0.92850363,0.12523896,0.46668641,0.00001335,0.07598526,0.14936178,0.23222748,0.00219829,0.20158000
-5.12356178,0.95927036,0.12944150,0.48377082,0.00001269,0.07880262,0.15709002,0.23804530,0.00244799,0.20481431
-5.11755878,0.99692252,0.13455021,0.50423128,0.00001267,0.08216036,0.16586938,0.24570644,0.00270867,0.20965033
-5.11155578,1.04059846,0.14045935,0.52759842,0.00001334,0.08599017,0.17555363,0.25501297,0.00297749,0.21593489
-5.10555278,1.08928168,0.14703564,0.55334057,0.00001479,0.09020737,0.18596595,0.26572595,0.00325120,0.22347146
-5.09954977,1.14182914,0.15412180,0.58087848,0.00001714,0.09471307,0.19690307,0.27757272,0.00352618,0.23202606
-5.09354677,1.19700471,0.16154087,0.60960235,0.00002052,0.09939682,0.20814046,0.29025544,0.00379853,0.24133421
-5.08754377,1.25351688,0.16910124,0.63889083,0.00002509,0.10413963,0.21943844,0.30346059,0.00406417,0.25110904
-5.08154077,1.31005951,0.17660231,0.66813108,0.00003109,0.10881745,0.23054907,0.31686920,0.00431895,0.26105005
-5.07553777,1.36535411,0.18384041,0.69673946,0.00003873,0.11330474,0.24122351,0.33016747,0.00455877,0.27085244
-5.06953477,1.41819222,0.19061505,0.72418180,0.00004832,0.11747832,0.25121968,0.34305727,0.00477971,0.28021658
-5.06353177,1.46747598,0.19673508,0.74999239,0.00006018,0.12122105,0.26030990,0.35526626,0.00497816,0.28885733
-5.05752876,1.51225534,0.20202455,0.77379090,0.00007466,0.12442545,0.26828819,0.36655706,0.00515095,0.29651290
-5.05152576,1.55176008,0.20632820,0.79529621,0.00009217,0.12699697,0.27497689,0.37673516,0.00529546,0.30295293
-5.04552276,1.58542511,0.20951612,0.81433650,0.00011312,0.12885691,0.28023243,0.38565518,0.00540969,0.30798534
-5.03951976,1.61290780,0.21148765,0.83085487,0.00013798,0.12994466,0.28394982,0.39322504,0.00549238,0.31146194
-5.03351676,1.63409624,0.21217420,0.84491012,0.00016721,0.13021947,0.28606581,0.39940801,0.00554304,0.31328226
-5.02751376,1.64910795,0.21154085,0.85667229,0.00020128,0.12966139,0.28656040,0.40422233,0.00556194,0.31339573
-5.02151076,1.65827874,0.20958689,0.86641321,0.00024065,0.12827159,0.28545682,0.40773845,0.00555014,0.31180197
-5.01550775,1.66214224,0.20634498,0.87449200,0.00028574,0.12607178,0.28281977,0.41007391,0.00550941,0.30854916
-5.00950475,1.66140073,0.20187927,0.88133645,0.00033694,0.12310312,0.27875217,0.41138623,0.00544220,0.30373075
-5.00350175,1.65688874,0.19628241,0.88742063,0.00039457,0.11942434,0.27339044,0.41186398,0.00535150,0.29748050
-4.99749875,1.64953099,0.18967164,0.89324015,0.00045885,0.11510940,0.26689872,0.41171648,0.00524075,0.28996623
-4.99149575,1.64029680,0.18218420,0.89928588,0.00052991,0.11024468,0.25946210,0.41116279,0.00511372,0.28138246
-4.98549275,1.63015319,0.17397225,0.90601772,0.00060771,0.10492590,0.25127939,0.41042039,0.00497435,0.27194244
-4.97948974,1.62001904,0.16519750,0.91383954,0.00069211,0.09925495,0.24255561,0.40969420,0.00482662,0.26186985
-4.97348674,1.61072271,0.15602591,0.92307679,0.00078276,0.09333662,0.23349478,0.40916664,0.00467446,0.25139058
-4.96748374,1.60296528,0.14662257,0.93395784,0.00087914,0.08727558,0.22429310,0.40898903,0.00452156,0.24072496
-4.96148074,1.59729136,0.13714704,0.94660029,0.00098057,0.08117359,0.21513305,0.40927509,0.00437137,0.23008092
-4.95547774,1.59406907,0.12774935,0.96100291,0.00108614,0.07512708,0.20617853,0.41009670,0.00422694,0.21964805
-4.94947474,1.59348013,0.11856675,0.97704391,0.00119479,0.06922527,0.19757131,0.41148220,0.00409094,0.20959322
-4.94347174,1.59552065,0.10972131,0.99448563,0.00130527,0.06354868,0.18942883,0.41341744,0.00396563,0.20005744
-4.93746873,1.60001259,0.10131846,1.01298568,0.00141619,0.05816829,0.18184351,0.41584942,0.00385286,0.19115447
-4.93146573,1.60662516,0.09344639,1.03211391,0.00152606,0.05314520,0.17488339,0.41869232,0.00375412,0.18297082
-4.92546273,1.61490505,0.08617639,1.05137463,0.00163329,0.04853073,0.16859409,0.42183570,0.00367060,0.17556717
-4.91945973,1.62431373,0.07956380,1.07023276,0.00173625,0.04436703,0.16300184,0.42515429,0.00360327,0.16898116
-4.91345673,1.63426986,0.07364976,1.08814286,0.00183333,0.04068804,0.15811743,0.42851887,0.00355298,0.16323106
-4.90745373,1.64419423,0.06846329,1.10457931,0.00192296,0.03752062,0.15394066,0.43180761,0.00352054,0.15832027
-4.90145073,1.65355500,0.06402379,1.11906628,0.00200370,0.03488596,0.15046515,0.43491727,0.00350682,0.15424220
-4.89544772,1.66191043,0.06034362,1.13120572,0.00207425,0.03280097,0.14768309,0.43777345,0.00351284,0.15098533
-4.88944472,1.66894685,0.05743064,1.14070204,0.00213351,0.03127963,0.14558971,0.44033952,0.00353980,0.14853804
-4.88344172,1.67450958,0.05529059,1.14738190,0.00218063,0.03033419,0.14418712,0.44262346,0.00358920,0.14689289
-4.87743872,1.67862502,0.05392910,1.15120830,0.00221502,0.02997618,0.14348734,0.44468231,0.00366277,0.14605025
-4.87143572,1.68151263,0.05335324,1.15228779,0.00223637,0.03021706,0.14351434,0.44662388,0.00376251,0.14602088
-4.86543272,1.68358580,0.05357257,1.15087062,0.00224470,0.03106854,0.14430496,0.44860559,0.00389064,0.14682744
-4.85942971,1.68544160,0.05459954,1.14734352,0.00224029,0.03254257,0.14590862,0.45083032,0.00404950,0.14850475
-4.85342671,1.68783946,0.05644931,1.14221546,0.00222373,0.03465087,0.14838581,0.45353952,0.00424150,0.15109886
-4.84742371,1.69167005,0.05913890,1.13609689,0.00219586,0.03740417,0.15180558,0.45700387,0.00446891,0.15466488
-4.84142071,1.69791541,0.06268590,1.12967360,0.00215776,0.04081106,0.15624193,0.46151179,0.00473378,0.15926377
-4.83541771,1.70760255,0.06710656,1.12367621,0.00211068,0.04487662,0.16176945,0.46735644,0.00503773,0.16495816
-4.82941471,1.72175250,0.07241361,1.11884690,0.00205601,0.04960082,0.16845839,0.47482177,0.00538184,0.17180756
-4.82341171,1.74132749,0.07861377,1.11590485,0.00199524,0.05497684,0.17636939,0.48416825,0.00576641,0.17986300
-4.81740870,1.76717860,0.08570516,1.11551211,0.00192988,0.06098938,0.18554818,0.49561908,0.00619089,0.18916164
-4.81140570,1.79999673,0.09367478,1.11824152,0.00186142,0.06761308,0.19602052,0.50934738,0.00665369,0.19972136
-4.80540270,1.84026912,0.10249616,1.12454815,0.00179131,0.07481114,0.20778767,0.52546507,0.00715215,0.21153596
-4.79939970,1.88824356,0.11212736,1.13474573,0.00172088,0.08253427,0.22082258,0.54401400,0.00768242,0.22457088
-4.79339670,1.94390235,0.12250947,1.14898901,0.00165131,0.09072003,0.23506712,0.56495973,0.00823952,0.23876000
-4.78739370,2.00694702,0.13356570,1.16726305,0.00158365,0.09929270,0.25043045,0.58818824,0.00881733,0.25400356
-4.78139070,2.07679498,0.14520121,1.18937983,0.00151873,0.10816362,0.26678866,0.61350586,0.00940871,0.27016746
-4.77538769,2.15258812,0.15730361,1.21498238,0.00145724,0.11723217,0.28398574,0.64064237,0.01000562,0.28708390
-4.76938469,2.23321343,0.16974436,1.24355618,0.00139967,0.12638729,0.30183598,0.66925718,0.01059935,0.30455356
-4.76338169,2.31733451,0.18238087,1.27444741,0.00134633,0.13550960,0.32012756,0.69894846,0.01118072,0.32234924
-4.75737869,2.40343298,0.19505937,1.30688715,0.00129742,0.14447392,0.33862736,0.72926470,0.01174033,0.34022080
-4.75137569,2.48985795,0.20761842,1.34002047,0.00125297,0.15315235,0.35708674,0.75971838,0.01226887,0.35790130
-4.74537269,2.57488156,0.21989295,1.37293911,0.00121295,0.16141759,0.37524815,0.78980122,0.01275741,0.37511413
-4.73936968,2.65675824,0.23171871,1.40471645,0.00117726,0.16914639,0.39285225,0.81900024,0.01319770,0.39158085
-4.73336668,2.73378532,0.24293688,1.43444310,0.00114577,0.17622318,0.40964523,0.84681431,0.01358239,0.40702949
-4.72736368,2.80436251,0.25339874,1.46126179,0.00111832,0.18254353,0.42538625,0.87277018,0.01390537,0.42120287
-4.72136068,2.86704792,0.26297023,1.48439998,0.00109482,0.18801734,0.43985445,0.89643785,0.01416190,0.43386676
-4.71535768,2.92060825,0.27153608,1.50319911,0.00107521,0.19257171,0.45285545,0.91744421,0.01434880,0.44481745
-4.70935468,2.96406149,0.27900347,1.51713905,0.00105948,0.19615326,0.46422707,0.93548492,0.01446457,0.45388851
-4.70335168,2.99671025,0.28530497,1.52585714,0.00104775,0.19872986,0.47384402,0.95033378,0.01450943,0.46095632
-4.69734867,3.01816471,0.29040070,1.52916099,0.00104019,0.20029161,0.48162140,0.96184944,0.01448529,0.46594436
-4.69134567,3.02835434,0.29427955,1.52703466,0.00103709,0.20085119,0.48751693,0.96997917,0.01439568,0.46882581
-4.68534267,3.02752812,0.29695941,1.51963820,0.00103883,0.20044332,0.49153181,0.97475957,0.01424562,0.46962459
-4.67933967,3.01624327,0.29848636,1.50730056,0.00104586,0.19912357,0.49371022,0.97631426,0.01404144,0.46841462
-4.67333667,2.99534316,0.29893298,1.49050638,0.00105873,0.19696641,0.49413740,0.97484849,0.01379058,0.46531740
-4.66733367,2.96592535,0.29839552,1.46987728,0.00107801,0.19406265,0.49293656,0.97064117,0.01350126,0.46049787
-4.66133067,2.92930094,0.29699042,1.44614835,0.00110432,0.19051637,0.49026445,0.96403422,0.01318226,0.45415889
-4.65532766,2.88694695,0.29484991,1.42014097,0.00113827,0.18644138,0.48630615,0.95541997,0.01284263,0.44653428
-4.64932466,2.84045348,0.29211720,1.39273301,0.00118045,0.18195750,0.48126879,0.94522683,0.01249136,0.43788095
-4.64332166,2.79146768,0.28894119,1.36482752,0.00123139,0.17718660,0.47537491,0.93390389,0.01213712,0.42847015
