energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-5.74787394,0.94203755,0.00165897,0.10209872,0.00801260,0.48569615,0.19581190,0.12761798,0.53299010,0.02496562
-5.74187094,0.87738145,0.00140891,0.09830193,0.00758324,0.45007244,0.17524561,0.12303188,0.49466393,0.02261744
-5.73586793,0.81813573,0.00118909,0.09467630,0.00719717,0.41772828,0.15620933,0.11907358,0.46029541,0.02043031
-5.72986493,0.76415280,0.00099726,0.09124904,0.00685567,0.38849889,0.13868233,0.11569906,0.42965120,0.01840458
-5.72386193,0.71520623,0.00083109,0.08803839,0.00655909,0.36218085,0.12262931,0.11285240,0.40245357,0.01653853
-5.71785893,0.67100183,0.00068819,0.08505332,0.00630673,0.33854050,0.10800271,0.11046760,0.37839066,0.01482861
-5.71185593,0.63118977,0.00056619,0.08229379,0.00609698,0.31732248,0.09474477,0.10847079,0.35712692,0.01326968
-5.70585293,0.59537723,0.00046281,0.07975117,0.00592726,0.29825820,0.08278966,0.10678250,0.33831330,0.01185532
-5.69984992,0.56314155,0.00037584,0.07740915,0.00579419,0.28107397,0.07206535,0.10532020,0.32159706,0.01057800
-5.69384692,0.53404327,0.00030322,0.07524483,0.00569361,0.26549869,0.06249529,0.10400081,0.30663093,0.00942940
-5.68784392,0.50763896,0.00024301,0.07323011,0.00562075,0.25127084,0.05400007,0.10274323,0.29308145,0.00840062
-5.68184092,0.48349334,0.00019347,0.07133327,0.00557035,0.23814457,0.04649880,0.10147078,0.28063633,0.00748243
-5.67583792,0.46119049,0.00015300,0.06952061,0.00553681,0.22589501,0.03991039,0.10011346,0.26901058,0.00666541
-5.66983492,0.44034382,0.00012019,0.06775819,0.00551437,0.21432232,0.03415465,0.09860999,0.25795152,0.00594024
-5.66383192,0.42060455,0.00009378,0.06601351,0.00549728,0.20325476,0.02915333,0.09690948,0.24724232,0.00529777
-5.65782891,0.40166852,0.00007267,0.06425711,0.00547998,0.19255052,0.02483090,0.09497283,0.23670431,0.00472923
-5.65182591,0.38328116,0.00005594,0.06246401,0.00545723,0.18209853,0.02111536,0.09277364,0.22619782,0.00422632
-5.64582291,0.36524067,0.00004277,0.06061494,0.00542431,0.17181804,0.01793878,0.09029878,0.21562180,0.00378131
-5.63981991,0.34739921,0.00003247,0.05869730,0.00537712,0.16165734,0.01523777,0.08754848,0.20491226,0.00338709
-5.63381691,0.32966240,0.00002449,0.05670590,0.00531230,0.15159151,0.01295389,0.08453607,0.19403956,0.00303724
-5.62781391,0.31198709,0.00001834,0.05464336,0.00522729,0.14161955,0.01103388,0.08128732,0.18300490,0.00272605
-5.62181091,0.29437778,0.00001364,0.05252028,0.00512040,0.13176091,0.00942977,0.07783941,0.17183607,0.00244849
-5.61580790,0.27688174,0.00001008,0.05035509,0.00499084,0.12205170,0.00809894,0.07423973,0.16058270,0.00220021
-5.60980490,0.25958333,0.00000740,0.04817367,0.00483864,0.11254069,0.00700406,0.07054434,0.14931131,0.00197751
-5.60380190,0.24259761,0.00000539,0.04600875,0.00466469,0.10328538,0.00611294,0.06681640,0.13810023,0.00177730
-5.59779890,0.22606370,0.00000391,0.04389915,0.00447060,0.09434822,0.00539832,0.06312441,0.12703478,0.00159703
-5.59179590,0.21013804,0.00000282,0.04188881,0.00425865,0.08579313,0.00483757,0.05954053,0.11620265,0.00143461
-5.58579290,0.19498788,0.00000204,0.04002578,0.00403166,0.07768249,0.00441238,0.05613886,0.10568988,0.00128840
-5.57978989,0.18078519,0.00000147,0.03836105,0.00379290,0.07007461,0.00410841,0.05299380,0.09557737,0.00115711
-5.57378689,0.16770112,0.00000108,0.03694741,0.00354595,0.06302180,0.00391482,0.05017849,0.08593810,0.00103974
-5.56778389,0.15590115,0.00000082,0.03583827,0.00329459,0.05656895,0.00382396,0.04776343,0.07683505,0.00093553
-5.56178089,0.14554098,0.00000067,0.03508639,0.00304271,0.05075276,0.00383086,0.04581519,0.06831983,0.00084392
-5.55577789,0.13676325,0.00000060,0.03474278,0.00279419,0.04560142,0.00393288,0.04439521,0.06043206,0.00076450
-5.54977489,0.12969493,0.00000060,0.03485547,0.00255290,0.04113486,0.00412928,0.04355879,0.05319935,0.00069698
-5.54377189,0.12444559,0.00000068,0.03546849,0.00232256,0.03736530,0.00442086,0.04335416,0.04663785,0.00064114
-5.53776888,0.12110619,0.00000085,0.03662073,0.00210682,0.03429827,0.00480961,0.04382169,0.04075332,0.00059684
-5.53176588,0.11974866,0.00000111,0.03834503,0.00190920,0.03193380,0.00529838,0.04499319,0.03554260,0.00056402
-5.52576288,0.12042599,0.00000149,0.04066728,0.00173316,0.03026788,0.00589066,0.04689129,0.03099533,0.00054264
-5.51975988,0.12317286,0.00000202,0.04360567,0.00158214,0.02929404,0.00659038,0.04952903,0.02709596,0.00053275
-5.51375688,0.12800692,0.00000274,0.04717008,0.00145967,0.02900504,0.00740173,0.05290955,0.02382580,0.00053447
-5.50775388,0.13493044,0.00000372,0.05136166,0.00136945,0.02939466,0.00832916,0.05702590,0.02116523,0.00054798
-5.50175088,0.14393261,0.00000503,0.05617262,0.00131545,0.03045943,0.00937738,0.06186118,0.01909579,0.00057361
-5.49574787,0.15499238,0.00000677,0.06158630,0.00130208,0.03220045,0.01055149,0.06738884,0.01760231,0.00061179
-5.48974487,0.16808179,0.00000906,0.06757748,0.00133425,0.03462525,0.01185721,0.07357325,0.01667489,0.00066312
-5.48374187,0.18316994,0.00001205,0.07411307,0.00141753,0.03774944,0.01330122,0.08037072,0.01631075,0.00072840
-5.47773887,0.20022742,0.00001595,0.08115307,0.00155823,0.04159857,0.01489157,0.08773065,0.01651592,0.00080866
-5.47173587,0.21923126,0.00002097,0.08865185,0.00176344,0.04620967,0.01663825,0.09559726,0.01730675,0.00090519
-5.46573287,0.24017014,0.00002741,0.09655982,0.00204115,0.05163284,0.01855378,0.10391146,0.01871121,0.00101955
-5.45972986,0.26304992,0.00003562,0.10482526,0.00240016,0.05793262,0.02065396,0.11261316,0.02076992,0.00115365
-5.45372686,0.28789900,0.00004600,0.11339640,0.00285008,0.06518908,0.02295854,0.12164369,0.02353691,0.00130973
-5.44772386,0.31477344,0.00005905,0.12222364,0.00340123,0.07349863,0.02549206,0.13094853,0.02708011,0.00149037
-5.44172086,0.34376143,0.00007532,0.13126173,0.00406443,0.08297440,0.02828450,0.14047986,0.03148141,0.00169856
-5.43571786,0.37498674,0.00009549,0.14047186,0.00485079,0.09374612,0.03137202,0.15019927,0.03683638,0.00193760
-5.42971486,0.40861079,0.00012031,0.14982358,0.00577141,0.10595931,0.03479740,0.16007999,0.04325350,0.00221116
-5.42371186,0.44483301,0.00015063,0.15929623,0.00683701,0.11977382,0.03861044,0.17010887,0.05085293,0.00252318
-5.41770885,0.48388901,0.00018740,0.16887996,0.00805745,0.13536150,0.04286802,0.18028776,0.05976467,0.00287785
-5.41170585,0.52604651,0.00023167,0.17857617,0.00944132,0.15290302,0.04763390,0.19063423,0.07012623,0.00327952
-5.40570285,0.57159852,0.00028457,0.18839723,0.01099538,0.17258372,0.05297813,0.20118145,0.08207966,0.00373259
-5.39969985,0.62085408,0.00034732,0.19836546,0.01272400,0.19458863,0.05897609,0.21197725,0.09576803,0.00424139
-5.39369685,0.67412622,0.00042117,0.20851147,0.01462861,0.21909648,0.06570707,0.22308221,0.11133126,0.00481003
-5.38769385,0.73171769,0.00050742,0.21887171,0.01670721,0.24627303,0.07325237,0.23456689,0.12890157,0.00544227
-5.38169085,0.79390467,0.00060735,0.22948553,0.01895384,0.27626371,0.08169304,0.24650825,0.14859839,0.00614129
-5.37568784,0.86091898,0.00072221,0.24039172,0.02135823,0.30918587,0.09110709,0.25898529,0.17052303,0.00690954
-5.36968484,0.93292965,0.00085314,0.25162477,0.02390546,0.34512073,0.10156641,0.27207426,0.19475317,0.00774855
-5.36368184,1.01002448,0.00100116,0.26321110,0.02657578,0.38410561,0.11313339,0.28584350,0.22133738,0.00865870
-5.35767884,1.09219262,0.00116708,0.27516547,0.02934468,0.42612649,0.12585734,0.30034828,0.25028987,0.00963909
-5.35167584,1.17930910,0.00135145,0.28748771,0.03218294,0.47111141,0.13977090,0.31562582,0.28158568,0.01068737
-5.34567284,1.27112232,0.00155449,0.30016020,0.03505706,0.51892510,0.15488650,0.33169090,0.31515660,0.01179957
-5.33966983,1.36724527,0.00177607,0.31314612,0.03792977,0.56936505,0.17119321,0.34853227,0.35088803,0.01297007
-5.33366683,1.46715150,0.00201562,0.32638872,0.04076072,0.62215964,0.18865394,0.36611001,0.38861696,0.01419148
-5.32766383,1.57017630,0.00227207,0.33981174,0.04350741,0.67696824,0.20720337,0.38435430,0.42813140,0.01545473
-5.32166083,1.67552356,0.00254390,0.35332092,0.04612623,0.73338390,0.22674666,0.40316545,0.46917135,0.01674905
-5.31565783,1.78227852,0.00282902,0.36680673,0.04857355,0.79093846,0.24715916,0.42241547,0.51143138,0.01806215
-5.30965483,1.88942626,0.00312484,0.38014811,0.05080703,0.84911030,0.26828721,0.44195106,0.55456510,0.01938043
-5.30365183,1.99587560,0.00342829,0.39321701,0.05278678,0.90733468,0.28995012,0.46159799,0.59819123,0.02068916
-5.29764882,2.10048757,0.00373583,0.40588363,0.05447667,0.96501629,0.31194341,0.48116662,0.64190146,0.02197290
-5.29164582,2.20210772,0.00404354,0.41802201,0.05584542,1.02154401,0.33404323,0.50045843,0.68526974,0.02321580
-5.28564282,2.29960085,0.00434720,0.42951558,0.05686765,1.07630720,0.35601194,0.51927309,0.72786291,0.02440205
-5.27963982,2.39188694,0.00464242,0.44026247,0.05752473,1.12871317,0.37760461,0.53741592,0.76925225,0.02551633
-5.27363682,2.47797682,0.00492475,0.45018019,0.05780542,1.17820515,0.39857639,0.55470519,0.80902564,0.02654427
-5.26763382,2.55700591,0.00518982,0.45920941,0.05770626,1.22428012,0.41869035,0.57097898,0.84679989,0.02747290
-5.26163082,2.62826462,0.00543349,0.46731655,0.05723172,1.26650580,0.43772560,0.58610123,0.88223269,0.02829113
-5.25562781,2.69122408,0.00565201,0.47449512,0.05639407,1.30453606,0.45548524,0.59996665,0.91503387,0.02899015
-5.24962481,2.74555585,0.00584215,0.48076559,0.05521296,1.33812413,0.47180394,0.61250428,0.94497524,0.02956376
-5.24362181,2.79114474,0.00600136,0.48617387,0.05371479,1.36713287,0.48655460,0.62367948,0.97189875,0.03000866
-5.23761881,2.82809402,0.00612783,0.49078840,0.05193190,1.39154163,0.49965396,0.63349421,0.99572253,0.03032467
-5.23161581,2.85672265,0.00622064,0.49469609,0.04990143,1.41144936,0.51106671,0.64198578,1.01644428,0.03051479
-5.22561281,2.87755460,0.00627979,0.49799724,0.04766425,1.42707344,0.52080789,0.64922388,1.03414206,0.03058520
-5.21960980,2.89130040,0.00630620,0.50079983,0.04526366,1.43874439,0.52894343,0.65530631,1.04897205,0.03054512
-5.21360680,2.89883180,0.00630174,0.50321337,0.04274408,1.44689629,0.53558869,0.66035347,1.06116338,0.03040660
-5.20760380,2.90115034,0.00626914,0.50534280,0.04014986,1.45205326,0.54090496,0.66450196,1.07101016,0.03018416
-5.20160080,2.89935095,0.00621194,0.50728260,0.03752400,1.45481223,0.54509400,0.66789760,1.07886072,0.02989436
-5.19559780,2.89458218,0.00613431,0.50911157,0.03490713,1.45582271,0.54839083,0.67068824,1.08510463,0.02955526
-5.18959480,2.88800432,0.00604094,0.51088845,0.03233654,1.45576407,0.55105491,0.67301663,1.09015774,0.02918589
-5.18359180,2.88074707,0.00593687,0.51264868,0.02984542,1.45532119,0.55336005,0.67501376,1.09444579,0.02880557
-5.17758879,2.87386832,0.00582723,0.51440231,0.02746231,1.45515931,0.55558352,0.67679288,1.09838735,0.02843329
-5.17158579,2.86831557,0.00571713,0.51613330,0.02521068,1.45589896,0.55799464,0.67844448,1.10237648,0.02808708
-5.16558279,2.86489118,0.00561141,0.51780014,0.02310877,1.45809196,0.56084339,0.68003244,1.10676600,0.02778336
-5.15957979,2.86422295,0.00551442,0.51933762,0.02116958,1.46219930,0.56434948,0.68159139,1.11185192,0.02753639
-5.15357679,2.86674087,0.00542995,0.52065993,0.01940106,1.46857189,0.56869235,0.68312550,1.11785972,0.02735778
-5.14757379,2.87266084,0.00536097,0.52166452,0.01780637,1.47743471,0.57400251,0.68460854,1.12493309,0.02725604
-5.14157079,2.88197603,0.00530961,0.52223689,0.01638435,1.48887536,0.58035470,0.68598527,1.13312561,0.02723631
-5.13556778,2.89445614,0.00527704,0.52225577,0.01513003,1.50283721,0.58776302,0.68717409,1.14239582,0.02730015
-5.12956478,2.90965460,0.00526347,0.52159872,0.01403519,1.51911770,0.59617847,0.68807068,1.15260589,0.02744545
-5.12356178,2.92692350,0.00526813,0.52014760,0.01308900,1.53737196,0.60548905,0.68855266,1.16352424,0.02766653
-5.11755878,2.94543582,0.00528935,0.51779402,0.01227860,1.55712165,0.61552231,0.68848486,1.17483181,0.02795427
-5.11155578,2.96421433,0.00532466,0.51444428,0.01158978,1.57776894,0.62605063,0.68772519,1.18613214,0.02829647
-5.10555278,2.98216606,0.00537089,0.51002374,0.01100746,1.59861522,0.63679877,0.68613075,1.19696479,0.02867818
-5.09954977,2.99812135,0.00542435,0.50448048,0.01051632,1.61888380,0.64745368,0.68356403,1.20682161,0.02908230
-5.09354677,3.01087617,0.00548103,0.49778816,0.01010121,1.63774607,0.65767622,0.67989893,1.21516548,0.02949008
-5.08754377,3.01923618,0.00553674,0.48994787,0.00974759,1.65435002,0.66711411,0.67502645,1.22145053,0.02988185
-5.08154077,3.02206096,0.00558738,0.48098912,0.00944185,1.66785018,0.67541601,0.66885977,1.22514337,0.03023762
-5.07553777,3.01830697,0.00562906,0.47096980,0.00917161,1.67743771,0.68224578,0.66133861,1.22574416,0.03053783
-5.06953477,3.00706735,0.00565835,0.45997531,0.00892591,1.68236969,0.68729661,0.65243265,1.22280693,0.03076398
-5.06353177,2.98760731,0.00567240,0.44811670,0.00869536,1.68199622,0.69030420,0.64214394,1.21595813,0.03089930
-5.05752876,2.95939350,0.00566907,0.43552810,0.00847222,1.67578433,0.69105855,0.63050815,1.20491265,0.03092929
-5.05152576,2.92211624,0.00564707,0.42236342,0.00825042,1.66333773,0.68941378,0.61759463,1.18948665,0.03084220
-5.04552276,2.87570364,0.00560596,0.40879248,0.00802556,1.64441152,0.68529547,0.60350526,1.16960662,0.03062941
-5.03951976,2.82032700,0.00554624,0.39499662,0.00779481,1.61892127,0.67870517,0.58837206,1.14531421,0.03028572
-5.03351676,2.75639713,0.00546925,0.38116407,0.00755682,1.58694613,0.66972184,0.57235376,1.11676662,0.02980939
-5.02751376,2.68455175,0.00537717,0.36748501,0.00731158,1.54872580,0.65850015,0.55563130,1.08423266,0.02920223
-5.02151076,2.60563446,0.00527291,0.35414661,0.00706026,1.50465161,0.64526552,0.53840247,1.04808442,0.02846941
-5.01550775,2.52066600,0.00515994,0.34132814,0.00680500,1.45525213,0.63030624,0.52087590,1.00878507,0.02761923
-5.00950475,2.43080920,0.00504220,0.32919623,0.00654874,1.40117392,0.61396284,0.50326463,0.96687331,0.02666274
-5.00350175,2.33732881,0.00492386,0.31790048,0.00629498,1.34315851,0.59661529,0.48577937,0.92294515,0.02561335
-4.99749875,2.24154816,0.00480918,0.30756939,0.00604756,1.28201648,0.57866844,0.46862192,0.87763377,0.02448623
-4.99149575,2.14480425,0.00470230,0.29830694,0.00581048,1.21859993,0.56053635,0.45197883,0.83158842,0.02329783
-4.98549275,2.04840332,0.00460707,0.29018969,0.00558764,1.15377447,0.54262633,0.43601555,0.78545320,0.02206527
-4.97948974,1.95357852,0.00452686,0.28326459,0.00538271,1.08839208,0.52532315,0.42087141,0.73984664,0.02080578
-4.97348674,1.86145154,0.00446442,0.27754759,0.00519888,1.02326573,0.50897430,0.40665552,0.69534286,0.01953618
-4.96748374,1.77299962,0.00442176,0.27302296,0.00503879,0.95914690,0.49387689,0.39344375,0.65245505,0.01827238
-4.96148074,1.68902910,0.00440007,0.26964356,0.00490433,0.89670672,0.48026666,0.38127694,0.61162200,0.01702896
-4.95547774,1.61015645,0.00439962,0.26733190,0.00479661,0.83652135,0.46830964,0.37016038,0.57319779,0.01581886
-4.94947474,1.53679728,0.00441978,0.26598203,0.00471584,0.77906189,0.45809689,0.36006454,0.53744535,0.01465308
-4.94347174,1.46916347,0.00445903,0.26546234,0.00466139,0.72468896,0.44964223,0.35092706,0.50453363,0.01354062
-4.93746873,1.40726825,0.00451501,0.26561896,0.00463172,0.67365188,0.44288335,0.34265591,0.47453843,0.01248830
-4.93146573,1.35093866,0.00458458,0.26628004,0.00462448,0.62609203,0.43768597,0.33513346,0.44744679,0.01150086
-4.92546273,1.29983451,0.00466399,0.26726043,0.00463656,0.58205000,0.43385090,0.32822149,0.42316434,0.01058103
-4.91945973,1.25347290,0.00474900,0.26836691,0.00466421,0.54147586,0.43112370,0.32176680,0.40152526,0.00972968
-4.91345673,1.21125676,0.00483504,0.26940369,0.00470321,0.50424180,0.42920633,0.31560718,0.38230433,0.00894607
-4.90745373,1.17250638,0.00491736,0.27017808,0.00474894,0.47015647,0.42777037,0.30957764,0.36523028,0.00822802
-4.90145073,1.13649214,0.00499126,0.27050603,0.00479662,0.43898018,0.42647113,0.30351650,0.34999998,0.00757226
-4.89544772,1.10246723,0.00505222,0.27021748,0.00484146,0.41044021,0.42496206,0.29727123,0.33629270,0.00697466
-4.88944472,1.06969906,0.00509609,0.26916134,0.00487879,0.38424570,0.42290885,0.29070377,0.32378390,0.00643050
-4.88344172,1.03749792,0.00511924,0.26720978,0.00490429,0.36010140,0.42000246,0.28369514,0.31215810,0.00593475
-4.87743872,1.00524220,0.00511865,0.26426180,0.00491408,0.33771985,0.41597085,0.27614925,0.30112015,0.00548228
-4.87143572,0.97239910,0.00509205,0.26024596,0.00490487,0.31683180,0.41058867,0.26799566,0.29040487,0.00506806
-4.86543272,0.93854041,0.00503797,0.25512200,0.00487405,0.29719449,0.40368479,0.25919140,0.27978454,0.00468735
-4.85942971,0.90335315,0.00495578,0.24888155,0.00481980,0.27859776,0.39514725,0.24972166,0.26907426,0.00433580
-4.85342671,0.86664478,0.00484568,0.24154773,0.00474108,0.26086810,0.38492578,0.23959945,0.25813512,0.00400956
-4.84742371,0.82834352,0.00470868,0.23317366,0.00463770,0.24387068,0.37303170,0.22886431,0.24687525,0.00370533
-4.84142071,0.78849388,0.00454656,0.22384009,0.00451026,0.22750961,0.35953550,0.21758011,0.23524901,0.00342040
-4.83541771,0.74724826,0.00436178,0.21365222,0.00436014,0.21172671,0.34456229,0.20583213,0.22325437,0.00315264
-4.82941471,0.70485527,0.00415736,0.20273572,0.00418943,0.19649908,0.32828546,0.19372357,0.21092905,0.00290048
-4.82341171,0.66164555,0.00393681,0.19123238,0.00400084,0.18183587,0.31091906,0.18137170,0.19834553,0.00266287
-4.81740870,0.61801623,0.00370396,0.17929541,0.00379761,0.16777448,0.29270918,0.16890374,0.18560546,0.00243924
-4.81140570,0.57441460,0.00346290,0.16708457,0.00358342,0.15437665,0.27392497,0.15645282,0.17283370,0.00222942
-4.80540270,0.53132211,0.00321781,0.15476152,0.00336226,0.14172458,0.25484961,0.14415408,0.16017246,0.00203364
-4.79939970,0.48923936,0.00297289,0.14248538,0.00313835,0.12991742,0.23577171,0.13214107,0.14777567,0.00185239
-4.79339670,0.44867266,0.00273225,0.13040878,0.00291608,0.11906826,0.21697742,0.12054268,0.13580407,0.00168645
-4.78739370,0.41012269,0.00249984,0.11867440,0.00269986,0.10930175,0.19874367,0.10948059,0.12442091,0.00153679
-4.78139070,0.37407558,0.00227939,0.10741231,0.00249413,0.10075240,0.18133251,0.09906731,0.11378862,0.00140457
-4.77538769,0.34099647,0.00207438,0.09673794,0.00230329,0.09356354,0.16498682,0.08940491,0.10406648,0.00129110
-4.76938469,0.31132553,0.00188800,0.08675078,0.00213168,0.08788689,0.14992735,0.08058438,0.09540906,0.00119783
-4.76338169,0.28547624,0.00172318,0.07753385,0.00198356,0.08388250,0.13635100,0.07268552,0.08796568,0.00112631
-4.75737869,0.26383546,0.00158256,0.06915374,0.00186315,0.08171903,0.12443023,0.06577733,0.08188048,0.00107823
-4.75137569,0.24676505,0.00146852,0.06166131,0.00177462,0.08157403,0.11431329,0.05991884,0.07729308,0.00105537
-4.74537269,0.23460415,0.00138325,0.05509274,0.00172213,0.08363405,0.10612529,0.05516014,0.07433958,0.00105962
-4.73936968,0.22767181,0.00132868,0.04947103,0.00170988,0.08809426,0.09996953,0.05154360,0.07315367,0.00109296
-4.73336668,0.22626928,0.00130659,0.04480763,0.00174209,0.09515744,0.09592909,0.04910509,0.07386764,0.00115743
-4.72736368,0.23068130,0.00131858,0.04110422,0.00182305,0.10503199,0.09406830,0.04787504,0.07661304,0.00125514
-4.72136068,0.24117606,0.00136609,0.03835449,0.00195714,0.11792895,0.09443395,0.04787937,0.08152080,0.00138817
-4.71535768,0.25800336,0.00145037,0.03654581,0.00214876,0.13405769,0.09705608,0.04914007,0.08872073,0.00155857
-4.70935468,0.28139069,0.00157246,0.03566072,0.00240235,0.15362046,0.10194815,0.05167535,0.09834006,0.00176828
-4.70335168,0.31153723,0.00173316,0.03567825,0.00272227,0.17680560,0.10910678,0.05549958,0.11050125,0.00201904
-4.69734867,0.34860576,0.00193295,0.03657497,0.00311276,0.20377966,0.11851075,0.06062258,0.12531879,0.00231229
-4.69134567,0.39271275,0.00217194,0.03832576,0.00357777,0.23467850,0.13011971,0.06704878,0.14289519,0.00264908
-4.68534267,0.44391704,0.00244978,0.04090442,0.00412086,0.26959784,0.14387239,0.07477588,0.16331623,0.00302998
-4.67933967,0.50220754,0.00276556,0.04428399,0.00474496,0.30858332,0.15968482,0.08379341,0.18664560,0.00345491
-4.67333667,0.56749072,0.00311775,0.04843694,0.00545229,0.35162083,0.17744843,0.09408101,0.21291921,0.00392310
-4.66733367,0.63957866,0.00350411,0.05333524,0.00624406,0.39862725,0.19702864,0.10560685,0.24213938,0.00443294
-4.66133067,0.71817822,0.00392161,0.05895031,0.00712034,0.44944242,0.21826374,0.11832596,0.27426919,0.00498193
-4.65532766,0.80288239,0.00436642,0.06525294,0.00807983,0.50382259,0.24096470,0.13217891,0.30922729,0.00556661
-4.64932466,0.89316433,0.00483385,0.07221321,0.00911974,0.56143592,0.26491566,0.14709073,0.34688358,0.00618250
-4.64332166,0.98837483,0.00531837,0.07980041,0.01023558,0.62186057,0.28987562,0.16297025,0.38705586,0.00682412
