energy_ev,total_up,Ge_p_up,Ge_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,0.45020316,0.04044495,0.00000000,0.32595783,0.12325056,0.23657928,0.00000000
-5.99399700,0.43203564,0.04539238,0.00000000,0.31332620,0.12030689,0.22131482,0.00000000
-5.98799400,0.41786997,0.05127293,0.00000000,0.30344988,0.11864983,0.20764917,0.00000000
-5.98199100,0.40826361,0.05817161,0.00000000,0.29673657,0.11843291,0.19584662,0.00000000
-5.97598799,0.40370256,0.06616648,0.00000000,0.29353936,0.11978915,0.18613428,0.00000000
-5.96998499,0.40459234,0.07532585,0.00000000,0.29415013,0.12282794,0.17869903,0.00000000
-5.96398199,0.41125053,0.08570543,0.00000000,0.29879428,0.12763235,0.17368523,0.00000000
-5.95797899,0.42390058,0.09734561,0.00000000,0.30762668,0.13425681,0.17119338,0.00000000
-5.95197599,0.44266726,0.11026880,0.00000000,0.32072898,0.14272518,0.17127946,0.00000000
-5.94597299,0.46757350,0.12447714,0.00000000,0.33810841,0.15302933,0.17395502,0.00000000
-5.93996998,0.49853895,0.13995052,0.00000000,0.35969787,0.16512830,0.17918788,0.00000000
-5.93396698,0.53538015,0.15664509,0.00000000,0.38535778,0.17894798,0.18690358,0.00000000
-5.92796398,0.57781273,0.17449239,0.00000000,0.41487933,0.19438150,0.19698736,0.00000000
-5.92196098,0.62545546,0.19339910,0.00000000,0.44798962,0.21129041,0.20928695,0.00000000
-5.91595798,0.67783656,0.21324760,0.00000000,0.48435833,0.22950652,0.22361593,0.00000000
-5.90995498,0.73440221,0.23389723,0.00000000,0.52360615,0.24883463,0.23975791,0.00000000
-5.90395198,0.79452737,0.25518638,0.00000000,0.56531483,0.26905608,0.25747147,0.00000000
-5.89794897,0.85752877,0.27693531,0.00000000,0.60903859,0.28993306,0.27649572,0.00000000
-5.89194597,0.92267993,0.29894965,0.00000000,0.65431669,0.31121363,0.29655664,0.00000000
-5.88594297,0.98922802,0.32102448,0.00000000,0.70068682,0.33263740,0.31737396,0.00000000
-5.87993997,1.05641199,0.34294892,0.00000000,0.74769876,0.35394170,0.33866846,0.00000000
-5.87393697,1.12348156,0.36451096,0.00000000,0.79492792,0.37486799,0.36016947,0.00000000
-5.86793397,1.18971636,0.38550244,0.00000000,0.84198805,0.39516846,0.38162238,0.00000000
-5.86193097,1.25444457,0.40572398,0.00000000,0.88854260,0.41461244,0.40279580,0.00000000
-5.85592796,1.31706029,0.42498966,0.00000000,0.93431404,0.43299249,0.42348809,0.00000000
-5.84992496,1.37703893,0.44313129,0.00000000,0.97909074,0.45012986,0.44353292,0.00000000
-5.84392196,1.43394981,0.46000213,0.00000000,1.02273085,0.46587920,0.46280364,0.00000000
-5.83791896,1.48746552,0.47547978,0.00000000,1.06516286,0.48013222,0.48121609,0.00000000
-5.83191596,1.53736744,0.48946841,0.00000000,1.10638279,0.49282014,0.49872978,0.00000000
-5.82591296,1.58354713,0.50190003,0.00000000,1.14644789,0.50391496,0.51534713,0.00000000
-5.81990995,1.62600352,0.51273477,0.00000000,1.18546715,0.51342926,0.53111098,0.00000000
-5.81390695,1.66483589,0.52196042,0.00000000,1.22358903,0.52141475,0.54610026,0.00000000
-5.80790395,1.70023299,0.52959101,0.00000000,1.26098690,0.52795945,0.56042400,0.00000000
-5.80190095,1.73245876,0.53566462,0.00000000,1.29784302,0.53318363,0.57421397,0.00000000
-5.79589795,1.76183521,0.54024064,0.00000000,1.33433179,0.53723478,0.58761637,0.00000000
-5.78989495,1.78872341,0.54339642,0.00000000,1.37060318,0.54028162,0.60078269,0.00000000
-5.78389195,1.81350323,0.54522364,0.00000000,1.40676722,0.54250754,0.61386046,0.00000000
-5.77788894,1.83655291,0.54582446,0.00000000,1.44288039,0.54410355,0.62698419,0.00000000
-5.77188594,1.85822929,0.54530769,0.00000000,1.47893460,0.54526124,0.64026686,0.00000000
-5.76588294,1.87884953,0.54378505,0.00000000,1.51484932,0.54616571,0.65379247,0.00000000
-5.75987994,1.89867510,0.54136779,0.00000000,1.55046737,0.54698905,0.66760998,0.00000000
-5.75387694,1.91789878,0.53816363,0.00000000,1.58555443,0.54788430,0.68172869,0.00000000
-5.74787394,1.93663488,0.53427430,0.00000000,1.61980232,0.54898041,0.69611555,0.00000000
-5.74187094,1.95491333,0.52979358,0.00000000,1.65283592,0.55037807,0.71069421,0.00000000
-5.73586793,1.97267757,0.52480604,0.00000000,1.68422321,0.55214687,0.72534598,0.00000000
-5.72986493,1.98978630,0.51938634,0.00000000,1.71348801,0.55432363,0.73991250,0.00000000
-5.72386193,2.00601898,0.51359917,0.00000000,1.74012476,0.55691208,0.75420008,0.00000000
-5.71785893,2.02108473,0.50749980,0.00000000,1.76361468,0.55988394,0.76798545,0.00000000
-5.71185593,2.03463425,0.50113504,0.00000000,1.78344252,0.56318122,0.78102270,0.00000000
-5.70585293,2.04627426,0.49454470,0.00000000,1.79911332,0.56671977,0.79305111,0.00000000
-5.69984992,2.05558392,0.48776325,0.00000000,1.81016850,0.57039395,0.80380368,0.00000000
-5.69384692,2.06213266,0.48082174,0.00000000,1.81620067,0.57408202,0.81301592,0.00000000
-5.68784392,2.06549862,0.47374972,0.00000000,1.81686691,0.57765242,0.82043484,0.00000000
-5.68184092,2.06528731,0.46657708,0.00000000,1.81189993,0.58097027,0.82582765,0.00000000
-5.67583792,2.06114954,0.45933575,0.00000000,1.80111704,0.58390408,0.82899012,0.00000000
-5.66983492,2.05279830,0.45206102,0.00000000,1.78442677,0.58633229,0.82975424,0.00000000
-5.66383192,2.04002363,0.44479249,0.00000000,1.76183298,0.58814934,0.82799493,0.00000000
-5.65782891,2.02270526,0.43757454,0.00000000,1.73343659,0.58927097,0.82363578,0.00000000
-5.65182591,2.00082230,0.43045624,0.00000000,1.69943487,0.58963856,0.81665348,0.00000000
