energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92796398,1.45335125,-1.49728916,1.06671222,-0.60327301,0.44259495,-0.29368845,0.21181192,-0.28422397,0.11475484,-0.16676798,0.00347095,-0.00396097,0.41164309,-0.26364399,0.01332483,-0.03710112,0.39747365,-0.66938903
-5.92196098,1.52053339,-1.53465011,1.16482521,-0.62313189,0.46090340,-0.30043564,0.21872659,-0.28774736,0.11877147,-0.17523100,0.00377735,-0.00417701,0.44094402,-0.27143813,0.01332489,-0.03867769,0.40491545,-0.68574006
-5.91595798,1.59493008,-1.58058101,1.27003869,-0.65067455,0.48080418,-0.30828900,0.22682527,-0.29448012,0.12377684,-0.18446909,0.00410336,-0.00438548,0.47208468,-0.28007143,0.01336426,-0.04013644,0.41466536,-0.70705996
-5.90995498,1.67585571,-1.63491976,1.38161146,-0.68589509,0.50217947,-0.31736546,0.23592789,-0.30433929,0.12966971,-0.19441085,0.00444423,-0.00458346,0.50491426,-0.28968154,0.01343919,-0.04145109,0.42650183,-0.73309891
-5.90395198,1.76257711,-1.69737791,1.49874897,-0.72867200,0.52491162,-0.32776753,0.24583774,-0.31718743,0.13633817,-0.20497275,0.00479471,-0.00476814,0.53928316,-0.30039842,0.01354547,-0.04259818,0.44017433,-0.76352700
-5.89794897,1.85432246,-1.76753488,1.62061925,-0.77876073,0.54888527,-0.33957663,0.25634375,-0.33283477,0.14365941,-0.21605953,0.00514916,-0.00493691,0.57504753,-0.31233630,0.01367831,-0.04355762,0.45540356,-0.79793916
-5.89194597,1.95029275,-1.84483233,1.74637013,-0.83578762,0.57398980,-0.35284613,0.26722343,-0.35104181,0.15150013,-0.22756475,0.00550162,-0.00508736,0.61207371,-0.32558526,0.01383238,-0.04431318,0.47188317,-0.83586049
-5.88594297,2.04967528,-1.92856927,1.87514724,-0.89924594,0.60012173,-0.36759463,0.27824667,-0.37152243,0.15971756,-0.23937122,0.00584595,-0.00521736,0.65024229,-0.34020321,0.01400181,-0.04485287,0.48928306,-0.87675218
-5.87993997,2.15165841,-2.01789922,2.00611152,-0.96849479,0.62718682,-0.38379990,0.28918019,-0.39394776,0.16816117,-0.25135171,0.00617592,-0.00532509,0.68945117,-0.35620833,0.01418028,-0.04516920,0.50725444,-0.92001811
-5.87393697,2.25544654,-2.11183039,2.13845541,-1.04276151,0.65510148,-0.40139378,0.29979264,-0.41795079,0.17667499,-0.26336979,0.00648538,-0.00540903,0.72961741,-0.37357288,0.01436110,-0.04525923,0.52543620,-0.96501240
-5.86793397,2.36027421,-2.20923026,2.27141647,-1.12114843,0.68379332,-0.42025877,0.30985994,-0.44313189,0.18510054,-0.27528091,0.00676838,-0.00546802,0.77067746,-0.39221853,0.01453740,-0.04512457,0.54346250,-1.01104815
-5.86193097,2.46541822,-2.30883527,2.40428758,-1.20264421,0.71320050,-0.44022632,0.31917086,-0.46906523,0.19328021,-0.28693392,0.00701936,-0.00550128,0.81258544,-0.41201383,0.01470227,-0.04477121,0.56097129,-1.05740746
-5.85592796,2.57020662,-2.40926666,2.53642263,-1.28614024,0.74326959,-0.46107744,0.32753246,-0.49530629,0.20106091,-0.29817291,0.00723325,-0.00550837,0.85530930,-0.43277400,0.01484894,-0.04420920,0.57761321,-1.10335297
-5.84992496,2.67402378,-2.50905277,2.66723726,-1.37045196,0.77395204,-0.48254565,0.33477508,-0.52140026,0.20829793,-0.30883950,0.00740565,-0.00548924,0.89882489,-0.45426335,0.01497102,-0.04345232,0.59306042,-1.14814086
-5.84392196,2.77631092,-2.60665782,2.79620424,-1.45434487,0.80519913,-0.50432240,0.34075684,-0.54689125,0.21485862,-0.31877561,0.00753294,-0.00544418,0.94310796,-0.47620044,0.01506262,-0.04251757,0.60701506,-1.19103519
-5.83791896,2.87656180,-2.70051679,2.92284347,-1.53656468,0.83695567,-0.52606486,0.34536714,-0.57133222,0.22062598,-0.32782653,0.00761236,-0.00537385,0.98812445,-0.49826576,0.01511855,-0.04142468,0.61921673,-1.23132331
-5.83191596,2.97431374,-2.78907543,3.04670726,-1.61587056,0.86915264,-0.54740593,0.34852924,-0.59429521,0.22550166,-0.33584443,0.00764214,-0.00527926,1.03381949,-0.52011195,0.01513446,-0.04019556,0.62944867,-1.26833200
-5.82591296,3.06913452,-2.87083416,3.16736142,-1.69107062,0.90169931,-0.56796606,0.35020155,-0.61538160,0.22940845,-0.34269193,0.00762149,-0.00516172,1.08010567,-0.54137607,0.01510696,-0.03885373,0.63754234,-1.30144367
-5.81990995,3.16060594,-2.94439403,3.28436374,-1.76105795,0.93447522,-0.58736647,0.35037773,-0.63423207,0.23229205,-0.34824591,0.00755068,-0.00502288,1.12685140,-0.56169347,0.01503365,-0.03742374,0.64338014,-1.33011207
-5.81390695,3.24830558,-3.00850284,3.39724116,-1.82484605,0.96732274,-0.60524315,0.34908556,-0.65053575,0.23412193,-0.35240105,0.00743099,-0.00486464,1.17387007,-0.58071269,0.01491323,-0.03593067,0.64689620,-1.35387680
-5.80790395,3.33178791,-3.06209921,3.50546752,-1.88160190,1.00004076,-0.62126109,0.34638451,-0.66403815,0.23489140,-0.35507323,0.00726465,-0.00468916,1.22091092,-0.59811075,0.01474541,-0.03439956,0.64807521,-1.37237585
-5.80190095,3.41056675,-3.10435233,3.60844383,-1.93067532,1.03238010,-0.63512791,0.34236235,-0.67454761,0.23461680,-0.35620243,0.00705481,-0.00449884,1.26765233,-0.61360812,0.01453094,-0.03285496,0.64694944,-1.38535556
-5.79589795,3.48410053,-3.13469547,3.70548290,-1.97162322,1.06404125,-0.64660644,0.33713076,-0.68193973,0.23333587,-0.35575497,0.00680540,-0.00429626,1.31369841,-0.62698257,0.01427151,-0.03132049,0.64359412,-1.39267732
-5.78989495,3.55178211,-3.15285132,3.79580001,-2.00422758,1.09467484,-0.65552541,0.33082035,-0.68615981,0.23110539,-0.35372511,0.00652102,-0.00408415,1.35857937,-0.63808143,0.01396963,-0.02981842,0.63812155,-1.39432064
-5.78389195,3.61293445,-3.15884763,3.87851131,-2.02850643,1.12388518,-0.66178786,0.32357515,-0.68722286,0.22799824,-0.35013566,0.00620678,-0.00386535,1.40175616,-0.64683143,0.01362856,-0.02836936,0.63067417,-1.39038230
-5.77788894,3.66681318,-3.15302235,3.95264070,-2.04471712,1.15123696,-0.66537681,0.31554706,-0.68521134,0.22410004,-0.34503776,0.00586817,-0.00364276,1.44262941,-0.65324576,0.01325212,-0.02699195,0.62141720,-1.38107147
-5.77188594,3.71261668,-3.13601778,4.01713591,-2.05335185,1.17626510,-0.66635778,0.30689032,-0.68027071,0.21950559,-0.33850966,0.00551088,-0.00341931,1.48055285,-0.65742804,0.01284457,-0.02570257,0.61053106,-1.36670099
-5.76588294,3.74950373,-3.10876368,4.07089360,-2.05512570,1.19848738,-0.66487820,0.29775634,-0.67260283,0.21431516,-0.33065465,0.00514065,-0.00319789,1.51485066,-0.65957280,0.01241046,-0.02451519,0.59820408,-1.34767512
-5.75987994,3.77661832,-3.07245037,4.11279293,-2.05095754,1.21741963,-0.66116359,0.28828917,-0.66245773,0.20863098,-0.32159814,0.00476311,-0.00298132,1.54483813,-0.65996263,0.01195451,-0.02344116,0.58462584,-1.32447445
-5.75387694,3.79312067,-3.02849275,4.14173610,-2.04194489,1.23259252,-0.65551078,0.27862162,-0.65012401,0.20255400,-0.31148407,0.00438365,-0.00277228,1.56984504,-0.65896193,0.01148145,-0.02248914,0.56998144,-1.29763845
-5.74787394,3.79822292,-2.97848692,4.15669429,-2.02933352,1.24356948,-0.64827842,0.26887234,-0.63591825,0.19618108,-0.30047073,0.00400730,-0.00257327,1.58924046,-0.65700771,0.01099592,-0.02166499,0.55444689,-1.26774670
-5.74187094,3.79122790,-2.92416150,4.15675644,-2.01448340,1.24996476,-0.63987524,0.25914386,-0.62017416,0.18960270,-0.28872632,0.00363860,-0.00238659,1.60245790,-0.65459761,0.01050240,-0.02097183,0.53818585,-1.23539959
-5.73586793,3.77156853,-2.86732558,4.14117851,-1.99883195,1.25146065,-0.63074669,0.24952152,-0.60323166,0.18290125,-0.27642436,0.00328159,-0.00221424,1.60901970,-0.65227581,0.01000512,-0.02041000,0.52134764,-1.20119938
-5.72986493,3.73884598,-2.80981565,4.10943032,-1.98385615,1.24782314,-0.62136042,0.24007348,-0.58542652,0.17615007,-0.26373903,0.00293966,-0.00205795,1.60855917,-0.65061735,0.00950799,-0.01997721,0.50406659,-1.16573242
-5.72386193,3.69286397,-2.75344354,4.06123725,-1.97103475,1.23891499,-0.61219130,0.23085145,-0.56708098,0.16941294,-0.25084093,0.00261562,-0.00191909,1.60083957,-0.65021133,0.00901462,-0.01966866,0.48646264,-1.12955337
-5.71785893,3.63365746,-2.69994738,3.99661435,-1.96181153,1.22470565,-0.60370661,0.22189233,-0.54849555,0.16274433,-0.23789311,0.00231162,-0.00179870,1.58576872,-0.65164387,0.00852828,-0.01947723,0.46864289,-1.09317186
-5.71185593,3.56151357,-2.65094713,3.91589056,-1.95756076,1.20527736,-0.59635193,0.21322029,-0.52994233,0.15619003,-0.22504769,0.00202918,-0.00169742,1.56340856,-0.65548114,0.00805189,-0.01939374,0.45070407,-1.05704207
-5.70585293,3.47698360,-2.60790607,3.81972146,-1.95955546,1.18082705,-0.59053828,0.20484942,-0.51166002,0.14978822,-0.21244308,0.00176925,-0.00161552,1.53397904,-0.66225325,0.00758811,-0.01940720,0.43273542,-1.02155548
-5.69984992,3.38088499,-2.57209905,3.70908941,-1.96893906,1.15166401,-0.58663090,0.19678655,-0.49385052,0.14357091,-0.20020193,0.00153224,-0.00155287,1.49785602,-0.67243922,0.00713933,-0.01950511,0.41482206,-0.98703673
-5.69384692,3.27429298,-2.54458809,3.58529075,-1.98670072,1.11820314,-0.58493993,0.18903416,-0.47667731,0.13756547,-0.18842974,0.00131806,-0.00150899,1.45556333,-0.68645374,0.00670771,-0.01967383,0.39704828,-0.95374249
-5.68784392,3.15852199,-2.52620532,3.44991031,-2.01365458,1.08095435,-0.58571337,0.18159328,-0.46026525,0.13179626,-0.17721411,0.00112621,-0.00148299,1.40775918,-0.70463566,0.00629528,-0.01989886,0.37950067,-0.92186303
-5.68184092,3.03509752,-2.51754311,3.30478428,-2.05042283,1.04050832,-0.58913216,0.17446601,-0.44470174,0.12628622,-0.16662476,0.00095586,-0.00147369,1.35521760,-0.72723878,0.00590393,-0.02016526,0.36227095,-0.89152605
-5.67583792,2.90571982,-2.51895087,3.15195301,-2.09742266,0.99751936,-0.59530763,0.16765783,-0.43003907,0.12105826,-0.15671389,0.00080586,-0.00147956,1.29880572,-0.75442477,0.00553555,-0.02045791,0.34545815,-0.86280224
-5.66983492,2.77222067,-2.53053779,2.99360585,-2.15485688,0.95268610,-0.60428094,0.16117941,-0.41629750,0.11613649,-0.14751714,0.00067491,-0.00149881,1.23945785,-0.78625845,0.00519198,-0.02076189,0.32917017,-0.83571214
-5.66383192,2.63651559,-2.55218067,2.83202054,-2.22270808,0.90673095,-0.61602465,0.15504786,-0.40346904,0.11154715,-0.13905486,0.00056152,-0.00152943,1.17814761,-0.82270532,0.00487514,-0.02106273,0.31352468,-0.81023359
-5.65782891,2.50055313,-2.58353602,2.66949980,-2.30073637,0.86037896,-0.63044591,0.14928753,-0.39152154,0.10731912,-0.13133354,0.00046415,-0.00156924,1.11585918,-0.86363131,0.00458704,-0.02134672,0.29864924,-0.78630945
-5.65182591,2.36626387,-2.62405549,2.50830802,-2.38848035,0.81433725,-0.64739115,0.14393025,-0.38040288,0.10348428,-0.12434746,0.00038122,-0.00161593,1.05355902,-0.90880460,0.00432981,-0.02160112,0.28468065,-0.76385504
-5.64582291,2.23551087,-2.67300396,2.35061065,-2.48526161,0.76927557,-0.66665195,0.13901508,-0.37004516,0.10007739,-0.11808036,0.00031118,-0.00166716,0.99216911,-0.95789935,0.00410572,-0.02181436,0.27176380,-0.74276505
-5.63981991,2.11004380,-2.72947949,2.19841878,-2.59019258,0.72580894,-0.68797179,0.13458759,-0.36036867,0.09713577,-0.11250709,0.00025250,-0.00172057,0.93254266,-1.01050123,0.00391719,-0.02197618,0.26004979,-0.72291967
-5.63381691,1.99145842,-2.79243466,2.05354107,-2.70218782,0.68448278,-0.71105336,0.13069886,-0.35128552,0.09469874,-0.10759516,0.00020377,-0.00177390,0.87544343,-1.06611456,0.00376683,-0.02207776,0.24969368,-0.70418982
-5.62781391,1.88116270,-2.86069887,1.91754466,-2.81997899,0.64576116,-0.73556623,0.12740415,-0.34270303,0.09280678,-0.10330626,0.00016367,-0.00182503,0.82152894,-1.12417078,0.00365739,-0.02211183,0.24085193,-0.68644151
-5.62181091,1.78035084,-2.93300136,1.79172629,-2.94213322,0.61001842,-0.76115465,0.12476142,-0.33452663,0.09150074,-0.09959757,0.00013098,-0.00187204,0.77133841,-1.18403823,0.00359177,-0.02207264,0.23367954,-0.66953926
-5.61580790,1.68998558,-3.00799464,1.67709420,-3.06707529,0.57753431,-0.78744518,0.12282976,-0.32666250,0.09082082,-0.09642306,0.00010464,-0.00191329,0.72528537,-1.24503297,0.00357301,-0.02195606,0.22832713,-0.65334891
-5.60980490,1.61078923,-3.08427836,1.57436099,-3.19311312,0.54849271,-0.81405411,0.12166795,-0.31901983,0.09080572,-0.09373460,0.00008370,-0.00194746,0.68365514,-1.30643043,0.00360423,-0.02175952,0.22493806,-0.63773988
-5.60380190,1.54324323,-3.16042335,1.48394701,-3.31846664,0.52298373,-0.84059447,0.12133300,-0.31151284,0.09149175,-0.09148309,0.00006734,-0.00197360,0.64660688,-1.36747776,0.00368864,-0.02148200,0.22364565,-0.62258697
-5.59779890,1.48759559,-3.23499592,1.40599347,-3.44129958,0.50100901,-0.86668257,0.12187902,-0.30406251,0.09291212,-0.08961947,0.00005487,-0.00199116,0.61417995,-1.42740673,0.00382945,-0.02112394,0.22457058,-0.60777212
-5.59179590,1.44387570,-3.30658216,1.34038408,-3.55975370,0.48248967,-0.89194395,0.12335623,-0.29659814,0.09509642,-0.08809571,0.00004572,-0.00200005,0.58630389,-1.48544682,0.00402990,-0.02068721,0.22781863,-0.59318602
-5.58579290,1.41191513,-3.37381203,1.28677361,-3.67198480,0.46727663,-0.91601882,0.12581034,-0.28905874,0.09807025,-0.08686584,0.00003945,-0.00200060,0.56281161,-1.54083858,0.00429316,-0.02017501,0.23347871,-0.57872991
-5.57978989,1.39137352,-3.43538317,1.24462189,-3.77619976,0.45516270,-0.93856687,0.12928223,-0.28139425,0.10185506,-0.08588695,0.00003571,-0.00199362,0.54345476,-1.59284668,0.00462234,-0.01959173,0.24162137,-0.56431738
-5.57378689,1.38176794,-3.49008381,1.21323128,-3.87069370,0.44589574,-0.95927150,0.13380793,-0.27356657,0.10646824,-0.08512013,0.00003426,-0.00198035,0.52792087,-1.64077281,0.00502043,-0.01894287,0.25229765,-0.54987645
-5.56778389,1.38250453,-3.53681465,1.19178592,-3.95388628,0.43919254,-0.97784350,0.13941886,-0.26555048,0.11192336,-0.08453145,0.00003496,-0.00196246,0.51585111,-1.68396789,0.00549028,-0.01823491,0.26553849,-0.53535161
-5.56178089,1.39291085,-3.57460909,1.17939102,-4.02435609,0.43475264,-0.99402420,0.14614234,-0.25733426,0.11823054,-0.08409282,0.00003774,-0.00194199,0.50685817,-1.72184360,0.00603461,-0.01747513,0.28135450,-0.52070586
-5.55577789,1.41226787,-3.60265131,1.17511055,-4.08087213,0.43227164,-1.00758812,0.15400225,-0.24892018,0.12539700,-0.08378280,0.00004263,-0.00192133,0.50054344,-1.75388280,0.00665596,-0.01667149,0.29973634,-0.50592264
-5.54977489,1.43984002,-3.62029185,1.17800203,-4.12242140,0.43145346,-1.01834518,0.16301983,-0.24032462,0.13342757,-0.08358721,0.00004971,-0.00190311,0.49651286,-1.77964883,0.00735671,-0.01583247,0.32065539,-0.49100741
-5.54377189,1.47490261,-3.62706001,1.18714723,-4.14823163,0.43202122,-1.02614250,0.17321440,-0.23157792,0.14232534,-0.08349954,0.00005917,-0.00189019,0.49439093,-1.79879332,0.00813908,-0.01496689,0.34406496,-0.47598872
-5.53776888,1.51676531,-3.62267278,1.20167784,-4.15778854,0.43372626,-1.03086578,0.18460411,-0.22272390,0.15209208,-0.08352116,0.00007122,-0.00188554,0.49383240,-1.81106247,0.00900517,-0.01408373,0.36990178,-0.46091869
-5.53176588,1.56479132,-3.60703992,1.22079564,-4.15084689,0.43635507,-1.03244036,0.19720636,-0.21381899,0.16272863,-0.08366117,0.00008614,-0.00189215,0.49453143,-1.81630152,0.00995690,-0.01319200,0.39808776,-0.44587275
-5.52576288,1.61841142,-3.58026498,1.24378662,-4.12743509,0.43973410,-1.03083190,0.21103807,-0.20493097,0.17423505,-0.08393593,0.00010428,-0.00191296,0.49622792,-1.81445742,0.01099609,-0.01230055,0.42853194,-0.43094845
-5.51975988,1.67713267,-3.54264204,1.27002927,-4.08785306,0.44373217,-1.02604673,0.22611550,-0.19613746,0.18661053,-0.08436833,0.00012599,-0.00195073,0.49871104,-1.80557963,0.01212440,-0.01141791,0.46113251,-0.41626349
-5.51375688,1.74054170,-3.49464833,1.29899692,-4.03266364,0.44826064,-1.01813184,0.24245368,-0.18752393,0.19985295,-0.08498658,0.00015168,-0.00200797,0.50181998,-1.78981890,0.01334332,-0.01055219,0.49577868,-0.40195280
-5.50775388,1.80830245,-3.43693280,1.33025475,-3.96267759,0.45327143,-1.00717442,0.26006528,-0.17918155,0.21395818,-0.08582281,0.00018176,-0.00208686,0.50544210,-1.76742418,0.01465415,-0.00971091,0.53235239,-0.38816482
-5.50175088,1.88014883,-3.37030092,1.36345193,-3.87893294,0.45875304,-0.99330111,0.27895908,-0.17120480,0.22891893,-0.08691129,0.00021666,-0.00218909,0.50950869,-1.73873767,0.01605786,-0.00890092,0.57072954,-0.37505713
-5.49574787,1.95587263,-3.29569620,1.39830972,-3.78266926,0.46472487,-0.97667659,0.29913781,-0.16368882,0.24472332,-0.08828650,0.00025678,-0.00231584,0.51398882,-1.70418809,0.01755503,-0.00812832,0.61078086,-0.36279150
-5.48974487,2.03530725,-3.21417887,1.43460629,-3.67529774,0.47123013,-0.95750178,0.32059566,-0.15672686,0.26135310,-0.08998104,0.00030249,-0.00246769,0.51888150,-1.66428235,0.01914565,-0.00739842,0.65237197,-0.35152866
-5.48374187,2.11830814,-3.12690236,1.47215934,-3.55836811,0.47832776,-0.93601143,0.34331524,-0.15040764,0.27878159,-0.09202353,0.00035413,-0.00264453,0.52420677,-1.61959579,0.02082892,-0.00671566,0.69536289,-0.34142295
-5.47773887,2.20473072,-3.03508826,1.51080738,-3.43353339,0.48608366,-0.91247103,0.36726444,-0.14481288,0.29697151,-0.09443652,0.00041193,-0.00284556,0.52999603,-1.57076111,0.02260305,-0.00608367,0.73960678,-0.33261719
-5.47173587,2.29440698,-2.94000041,1.55039074,-3.30251350,0.49456175,-0.88717314,0.39239309,-0.14001500,0.31587264,-0.09723467,0.00047605,-0.00306919,0.53628233,-1.51845637,0.02446490,-0.00550525,0.78494793,-0.32523790
-5.46573287,2.38712172,-2.84291884,1.59073330,-3.16705891,0.50381517,-0.86043293,0.41862964,-0.13607518,0.33541962,-0.10042314,0.00054655,-0.00331314,0.54309078,-1.46339209,0.02640978,-0.00498243,0.83121925,-0.31939118
-5.45972986,2.48258984,-2.74511435,1.63162593,-3.02891520,0.51387814,-0.83258318,0.44587823,-0.13304172,0.35552992,-0.10399644,0.00062331,-0.00357436,0.55042984,-1.40629797,0.02843105,-0.00451653,0.87823929,-0.31515947
-5.45372686,2.58043567,-2.64782417,1.67281236,-2.88978940,0.52475866,-0.80396858,0.47401617,-0.13094890,0.37610218,-0.10793767,0.00070609,-0.00384911,0.55828371,-1.34790921,0.03051989,-0.00410823,0.92580908,-0.31259930
-5.44772386,2.68017582,-2.55222941,1.71397836,-2.75131905,0.53643259,-0.77493948,0.50289214,-0.12981628,0.39701509,-0.11221838,0.00079446,-0.00413303,0.56660617,-1.28895294,0.03266500,-0.00375770,0.97370905,-0.31174018
-5.44172086,2.78120643,-2.45943490,1.75474478,-2.61504443,0.54883931,-0.74584525,0.53232539,-0.12964852,0.41812697,-0.11679895,0.00088784,-0.00442124,0.57531631,-1.23013494,0.03485240,-0.00346465,1.02169643,-0.31258466
-5.43571786,2.88279603,-2.37045151,1.79466493,-2.48238457,0.56187899,-0.71702729,0.56210598,-0.13043572,0.43927607,-0.12162955,0.00098542,-0.00470844,0.58429613,-1.17212688,0.03706530,-0.00322846,1.06950336,-0.31510961
-5.42971486,2.98408463,-2.28618165,1.83322646,-2.35461729,0.57541200,-0.68881206,0.59199635,-0.13215426,0.46028191,-0.12665166,0.00108625,-0.00498903,0.59339033,-1.11555449,0.03928409,-0.00304829,1.11683611,-0.31926854
-5.42371186,3.08408971,-2.20740783,1.86985801,-2.23286360,0.58926009,-0.66150407,0.62173415,-0.13476807,0.48094746,-0.13180002,0.00118917,-0.00525732,0.60240822,-1.06098679,0.04148639,-0.00292317,1.16337565,-0.32499490
-5.41770885,3.18171929,-2.13478455,1.90394019,-2.11807636,0.60320960,-0.63537933,0.65103653,-0.13823033,0.50106242,-0.13700506,0.00129291,-0.00550762,0.61112763,-1.00892671,0.04364734,-0.00285208,1.20877988,-0.33220617
-5.41170585,3.27579196,-2.06883340,1.93482076,-2.01103323,0.61701652,-0.61067931,0.67960565,-0.14248553,0.52040735,-0.14219552,0.00139602,-0.00573446,0.61930086,-0.95980330,0.04573994,-0.00283404,1.25268752,-0.34080843
-5.40570285,3.36506336,-2.00994137,1.96183334,-1.91233381,0.63041313,-0.58760578,0.70713546,-0.14747163,0.53875865,-0.14730125,0.00149698,-0.00593278,0.62666223,-0.91396577,0.04773557,-0.00286815,1.29472379,-0.35070115
-5.39969985,3.44825828,-1.95836204,1.98431882,-1.82240058,0.64311606,-0.56631654,0.73331931,-0.15312253,0.55589418,-0.15225599,0.00159420,-0.00609802,0.63293697,-0.87167943,0.04960465,-0.00295364,1.33450762,-0.36178191
-5.39369685,3.52410722,-1.91421940,2.00164865,-1.74148344,0.65483531,-0.54692252,0.75785834,-0.15937037,0.57159941,-0.15699998,0.00168608,-0.00622634,0.63785114,-0.83312375,0.05131743,-0.00308986,1.37166040,-0.37395080
-5.38769385,3.59138568,-1.87751408,2.01324892,-1.66966745,0.66528402,-0.52948608,0.78047013,-0.16614788,0.58567365,-0.16148224,0.00177106,-0.00631471,0.64114210,-0.79839251,0.05284482,-0.00327630,1.40581560,-0.38711406
-5.38169085,3.64895472,-1.84813139,2.01862402,-1.60688338,0.67418837,-0.51402084,0.80089732,-0.17339042,0.59793633,-0.16566244,0.00184765,-0.00636103,0.64256898,-0.76749608,0.05415933,-0.00351256,1.43662911,-0.40118686
-5.37568784,3.69580075,-1.82585089,2.01737892,-1.55292059,0.68129731,-0.50049292,0.81891573,-0.18103775,0.60823277,-0.16951218,0.00191451,-0.00636420,0.64192285,-0.74036580,0.05523600,-0.00379823,1.46378957,-0.41609499
-5.36968484,3.73107260,-1.81035710,2.00923876,-1.50744193,0.68639166,-0.48882365,0.83434171,-0.18903539,0.61643939,-0.17301565,0.00197047,-0.00632413,0.63903598,-0.71686017,0.05605330,-0.00413290,1.48702821,-0.43177526
-5.36368184,3.75411424,-1.80125087,1.99406493,-1.47000010,0.68929215,-0.47889359,0.84703824,-0.19733556,0.62246801,-0.17616963,0.00201460,-0.00624179,0.63378982,-0.69677286,0.05659399,-0.00451603,1.50612773,-0.44817469
-5.35767884,3.76449131,-1.79806111,1.97186669,-1.44005504,0.68986606,-0.47054775,0.85691946,-0.20589755,0.62626900,-0.17898283,0.00204624,-0.00611914,0.62612142,-0.67984210,0.05684582,-0.00494681,1.52092960,-0.46524835
-5.35167584,3.76201032,-1.80025650,1.94280771,-1.41699202,0.68803227,-0.46360180,0.86395360,-0.21468770,0.62783317,-0.18147450,0.00206501,-0.00595907,0.61602773,-0.66576120,0.05680213,-0.00542410,1.53133945,-0.48295626
-5.34567284,3.74672950,-1.80725716,1.90720722,-1.40013994,0.68376433,-0.45784903,0.86816393,-0.22367879,0.62719233,-0.18367270,0.00207086,-0.00576530,0.60356797,-0.65418986,0.05646222,-0.00594627,1.53733031,-0.50125929
