energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.74187094,0.84210949,0.46987674,0.26648994,0.01491033,0.04088638,0.41270621,0.00000000,0.18660353,0.07388236
-5.73586793,0.85404804,0.45476195,0.27001530,0.01561173,0.03712238,0.42264993,0.00000000,0.18580798,0.07721418
-5.72986493,0.86826962,0.44002161,0.27537415,0.01625817,0.03365365,0.43308745,0.00000000,0.18532989,0.08056828
-5.72386193,0.88415496,0.42571608,0.28221809,0.01684058,0.03046558,0.44376916,0.00000000,0.18507717,0.08387870
-5.71785893,0.90107835,0.41189145,0.29020068,0.01735077,0.02754540,0.45443747,0.00000000,0.18495883,0.08707979
-5.71185593,0.91841724,0.39857770,0.29898221,0.01778151,0.02488176,0.46483153,0.00000000,0.18488637,0.09010758
-5.70585293,0.93556301,0.38578817,0.30823466,0.01812673,0.02246438,0.47469273,0.00000000,0.18477527,0.09290106
-5.69984992,0.95193284,0.37352034,0.31764685,0.01838167,0.02028371,0.48377097,0.00000000,0.18454663,0.09540360
-5.69384692,0.96698257,0.36175799,0.32692979,0.01854289,0.01833066,0.49183136,0.00000000,0.18412897,0.09756427
-5.68784392,0.98022020,0.35047445,0.33582222,0.01860841,0.01659633,0.49866135,0.00000000,0.18346014,0.09933913
-5.68184092,0.99121959,0.33963686,0.34409615,0.01857767,0.01507201,0.50407781,0.00000000,0.18248924,0.10069246
-5.67583792,0.99963395,0.32921103,0.35156228,0.01845154,0.01374910,0.50793405,0.00000000,0.18117847,0.10159772
-5.66983492,1.00520833,0.31916666,0.35807506,0.01823232,0.01261922,0.51012614,0.00000000,0.17950488,0.10203852
-5.66383192,1.00779073,0.30948257,0.36353719,0.01792357,0.01167439,0.51059853,0.00000000,0.17746176,0.10200917
-5.65782891,1.00734100,0.30015158,0.36790332,0.01753012,0.01090720,0.50934844,0.00000000,0.17505984,0.10151515
-5.65182591,1.00393716,0.29118475,0.37118262,0.01705788,0.01031108,0.50642886,0.00000000,0.17232794,0.10057314
-5.64582291,0.99777845,0.28261476,0.37344013,0.01651372,0.00988055,0.50194999,0.00000000,0.16931317,0.09921086
-5.63981991,0.98918488,0.27449807,0.37479660,0.01590532,0.00961138,0.49607878,0.00000000,0.16608056,0.09746662
-5.63381691,0.97859292,0.26691595,0.37542672,0.01524100,0.00950084,0.48903672,0.00000000,0.16271217,0.09538846
-5.62781391,0.96654735,0.25997408,0.37555562,0.01452955,0.00954773,0.48109561,0.00000000,0.15930549,0.09303315
-5.62181091,0.95368913,0.25380082,0.37545375,0.01378007,0.00975243,0.47257159,0.00000000,0.15597142,0.09046482
-5.61580790,0.94073979,0.24854426,0.37543004,0.01300178,0.01011681,0.46381742,0.00000000,0.15283164,0.08775345
-5.60980490,0.92848248,0.24436799,0.37582359,0.01220385,0.01064408,0.45521330,0.00000000,0.15001558,0.08497314
-5.60380190,0.91774044,0.24144606,0.37699412,0.01139527,0.01133850,0.44715652,0.00000000,0.14765700,0.08220029
-5.59779890,0.90935349,0.23995703,0.37931138,0.01058467,0.01220508,0.44005017,0.00000000,0.14589040,0.07951171
-5.59179590,0.90415340,0.24007770,0.38314403,0.00978024,0.01324910,0.43429152,0.00000000,0.14484724,0.07698271
-5.58579290,0.90293903,0.24197653,0.38884823,0.00898957,0.01447575,0.43026030,0.00000000,0.14465227,0.07468530
-5.57978989,0.90645217,0.24580725,0.39675648,0.00821959,0.01588958,0.42830737,0.00000000,0.14541998,0.07268644
-5.57378689,0.91535513,0.25170285,0.40716715,0.00747649,0.01749404,0.42874433,0.00000000,0.14725139,0.07104652
-5.56778389,0.93021090,0.25977029,0.42033509,0.00676567,0.01929109,0.43183433,0.00000000,0.15023129,0.06981811
-5.56178089,0.95146670,0.27008612,0.43646374,0.00609176,0.02128079,0.43778453,0.00000000,0.15442601,0.06904483
-5.55577789,0.97944173,0.28269325,0.45569912,0.00545857,0.02346101,0.44674055,0.00000000,0.15988189,0.06876071
-5.54977489,1.01431942,0.29759906,0.47812589,0.00486916,0.02582727,0.45878301,0.00000000,0.16662441,0.06898972
-5.54377189,1.05614471,0.31477481,0.50376565,0.00432588,0.02837266,0.47392645,0.00000000,0.17465811,0.06974569
-5.53776888,1.10482613,0.33415644,0.53257751,0.00383042,0.03108794,0.49212049,0.00000000,0.18396724,0.07103251
-5.53176588,1.16014274,0.35564672,0.56446088,0.00338396,0.03396169,0.51325320,0.00000000,0.19451700,0.07284463
-5.52576288,1.22175515,0.37911848,0.59926021,0.00298720,0.03698067,0.53715648,0.00000000,0.20625552,0.07516779
-5.51975988,1.28922016,0.40441882,0.63677128,0.00264052,0.04013020,0.56361312,0.00000000,0.21911616,0.07797994
-5.51375688,1.36200797,0.43137393,0.67674875,0.00234411,0.04339465,0.59236504,0.00000000,0.23302017,0.08125228
-5.50775388,1.43952091,0.45979428,0.71891436,0.00209807,0.04675797,0.62312241,0.00000000,0.24787948,0.08495041
-5.50175088,1.52111249,0.48947973,0.76296520,0.00190258,0.05020419,0.65557295,0.00000000,0.26359938,0.08903539
-5.49574787,1.60610571,0.52022437,0.80858160,0.00175795,0.05371792,0.68939099,0.00000000,0.28008105,0.09346485
-5.48974487,1.69380951,0.55182062,0.85543402,0.00166481,0.05728476,0.72424583,0.00000000,0.29722352,0.09819390
-5.48374187,1.78353236,0.58406243,0.90318858,0.00162416,0.06089158,0.75980887,0.00000000,0.31492528,0.10317592
-5.47773887,1.87459248,0.61674738,0.95151098,0.00163745,0.06452668,0.79575924,0.00000000,0.33308508,0.10836313
-5.47173587,1.96632413,0.64967760,1.00006851,0.00170665,0.06817982,0.83178776,0.00000000,0.35160220,0.11370708
-5.46573287,2.05808008,0.68265947,1.04853039,0.00183426,0.07184202,0.86759914,0.00000000,0.37037598,0.11915881
-5.45972986,2.14923049,0.71550233,1.09656638,0.00202332,0.07550528,0.90291249,0.00000000,0.38930489,0.12466897
-5.45372686,2.23915882,0.74801634,1.14384439,0.00227737,0.07916212,0.93746044,0.00000000,0.40828512,0.13018784
-5.44772386,2.32725584,0.78000988,1.19002720,0.00260038,0.08280508,0.97098715,0.00000000,0.42720900,0.13566528
-5.44172086,2.41291274,0.81128688,1.23476931,0.00299664,0.08642605,1.00324576,0.00000000,0.44596342,0.14105075
-5.43571786,2.49551474,0.84164444,1.27771434,0.00347064,0.09001574,1.03399574,0.00000000,0.46442854,0.14629341
-5.42971486,2.57443651,0.87087118,1.31849374,0.00402686,0.09356304,1.06300071,0.00000000,0.48247694,0.15134246
-5.42371186,2.64904056,0.89874686,1.35672751,0.00466962,0.09705462,1.09002723,0.00000000,0.49997361,0.15614760
-5.41770885,2.71867961,0.92504331,1.39202724,0.00540282,0.10047456,1.11484499,0.00000000,0.51677667,0.16065986
-5.41170585,2.78270364,0.94952710,1.42400198,0.00622973,0.10380425,1.13722876,0.00000000,0.53273930,0.16483265
-5.40570285,2.84047196,0.97196394,1.45226688,0.00715272,0.10702240,1.15696206,0.00000000,0.54771250,0.16862309
-5.39969985,2.89137002,0.99212470,1.47645450,0.00817302,0.11010541,1.17384281,0.00000000,0.56154901,0.17199355
-5.39369685,2.93483046,1.00979292,1.49622835,0.00929050,0.11302783,1.18769053,0.00000000,0.57410796,0.17491328
-5.38769385,2.97035730,1.02477336,1.51129811,0.01050344,0.11576308,1.19835474,0.00000000,0.58526019,0.17736018
-5.38169085,2.99755188,1.03690115,1.52143557,0.01180835,0.11828433,1.20572413,0.00000000,0.59489387,0.17932242
-5.37568784,3.01613883,1.04605097,1.52649035,0.01319987,0.12056547,1.20973567,0.00000000,0.60292012,0.18079987
-5.36968484,3.02599026,1.05214560,1.52640436,0.01467063,0.12258216,1.21038316,0.00000000,0.60927819,0.18180522
-5.36368184,3.02714620,1.05516330,1.52122395,0.01621128,0.12431287,1.20772422,0.00000000,0.61393993,0.18236466
-5.35767884,3.01982962,1.05514329,1.51110863,0.01781048,0.12573980,1.20188525,0.00000000,0.61691311,0.18251792
-5.35167584,3.00445450,1.05218899,1.49633572,0.01945506,0.12684972,1.19306370,0.00000000,0.61824325,0.18231785
-5.34567284,2.98162577,1.04646854,1.47730009,0.02113016,0.12763460,1.18152711,0.00000000,0.61801386,0.18182914
-5.33966983,2.95213049,1.03821239,1.45450886,0.02281944,0.12809201,1.16760879,0.00000000,0.61634491,0.18112648
-5.33366683,2.91692012,1.02770791,1.42857079,0.02450545,0.12822522,1.15170008,0.00000000,0.61338937,0.18029211
-5.32766383,2.87708427,1.01529119,1.40018077,0.02616986,0.12804313,1.13423920,0.00000000,0.60932813,0.17941274
-5.32166083,2.83381695,1.00133624,1.37009986,0.02779391,0.12755983,1.11569735,0.00000000,0.60436328,0.17857610
-5.31565783,2.78837657,0.98624214,1.33913175,0.02935877,0.12679397,1.09656239,0.00000000,0.59871018,0.17786723
-5.30965483,2.74204184,0.97041867,1.30809676,0.03084593,0.12576794,1.07732101,0.00000000,0.59258857,0.17736465
-5.30365183,2.69606524,0.95427116,1.27780434,0.03223757,0.12450687,1.05844020,0.00000000,0.58621337,0.17713668
-5.29764882,2.65162688,0.93818522,1.24902564,0.03351701,0.12303758,1.04034899,0.00000000,0.57978530,0.17723799
-5.29164582,2.60979052,0.92251222,1.22246727,0.03466895,0.12138742,1.02342130,0.00000000,0.57348218,0.17770681
-5.28564282,2.57146439,0.90755615,1.19874753,0.03567985,0.11958328,1.00796096,0.00000000,0.56745113,0.17856257
-5.27963982,2.53736850,0.89356263,1.17837616,0.03653812,0.11765056,0.99418953,0.00000000,0.56180217,0.17980456
-5.27363682,2.50801014,0.88071042,1.16173860,0.03723437,0.11561242,0.98223780,0.00000000,0.55660358,0.18141138
-5.26763382,2.48366880,0.86910613,1.14908531,0.03776154,0.11348912,0.97214112,0.00000000,0.55187933,0.18334133
-5.26163082,2.46439104,0.85878204,1.14052664,0.03811498,0.11129770,0.96383917,0.00000000,0.54760862,0.18553383
-5.25562781,2.44999564,0.84969750,1.13603331,0.03829250,0.10905181,0.95717998,0.00000000,0.54372771,0.18791168
-5.24962481,2.44008860,0.84174339,1.13544231,0.03829437,0.10676185,0.95192813,0.00000000,0.54013393,0.19038414
-5.24362181,2.43408704,0.83474985,1.13846792,0.03812322,0.10443537,0.94777664,0.00000000,0.53669170,0.19285071
-5.23761881,2.43125097,0.82849643,1.14471708,0.03778399,0.10207755,0.94436219,0.00000000,0.53324016,0.19520533
-5.23161581,2.43072099,0.82272450,1.15370833,0.03728376,0.09969205,0.94128263,0.00000000,0.52960230,0.19734097
-5.22561281,2.43156031,0.81715104,1.16489345,0.03663158,0.09728177,0.93811619,0.00000000,0.52559491,0.19915421
-5.21960980,2.43279889,0.81148333,1.17768068,0.03583826,0.09484983,0.93444140,0.00000000,0.52103894,0.20054969
-5.21360680,2.43347775,0.80543363,1.19145853,0.03491616,0.09240050,0.92985671,0.00000000,0.51576987,0.20144429
-5.20760380,2.43269133,0.79873337,1.20561916,0.03387893,0.08994004,0.92399905,0.00000000,0.50964742,0.20177065
-5.20160080,2.42962625,0.79114605,1.21958051,0.03274121,0.08747752,0.91656036,0.00000000,0.50256430,0.20148010
-5.19559780,2.42359482,0.78247837,1.23280613,0.03151839,0.08502541,0.90730149,0.00000000,0.49445349,0.20054473
-5.18959480,2.41406200,0.77258910,1.24482246,0.03022627,0.08260007,0.89606291,0.00000000,0.48529374,0.19895862
-5.18359180,2.40066517,0.76139549,1.25523266,0.02888078,0.08022193,0.88277172,0.00000000,0.47511313,0.19673808
-5.17758879,2.38322600,0.74887679,1.26372704,0.02749770,0.07791555,0.86744488,0.00000000,0.46399037,0.19392107
-5.17158579,2.36175450,0.73507515,1.27008971,0.02609233,0.07570934,0.85018867,0.00000000,0.45205402,0.19056579
-5.16558279,2.33644546,0.72009374,1.27420174,0.02467925,0.07363520,0.83119434,0.00000000,0.43947955,0.18674843
-5.15957979,2.30766797,0.70409249,1.27604075,0.02327206,0.07172786,0.81073052,0.00000000,0.42648445,0.18256043
-5.15357679,2.27594877,0.68728166,1.27567750,0.02188317,0.07002408,0.78913275,0.00000000,0.41332160,0.17810522
-5.14757379,2.24195072,0.66991376,1.27326969,0.02052362,0.06856174,0.76679059,0.00000000,0.40027128,0.17349461
-5.14157079,2.20644733,0.65227413,1.26905355,0.01920298,0.06737883,0.74413319,0.00000000,0.38763214,0.16884513
-5.13556778,2.17029492,0.63467086,1.26333361,0.01792923,0.06651238,0.72161376,0.00000000,0.37571147,0.16427429
-5.12956478,2.13440339,0.61742430,1.25647134,0.01670873,0.06599738,0.69969376,0.00000000,0.36481531,0.15989706
-5.12356178,2.09970703,0.60085686,1.24887286,0.01554630,0.06586576,0.67882738,0.00000000,0.35523859,0.15582262
-5.11755878,2.06713624,0.58528325,1.24097651,0.01444522,0.06614539,0.65944695,0.00000000,0.34725591,0.15215144
-5.11155578,2.03759128,0.57100165,1.23324041,0.01340739,0.06685922,0.64194978,0.00000000,0.34111307,0.14897288
-5.10555278,2.01191861,0.55828601,1.22613050,0.01243345,0.06802450,0.62668674,0.00000000,0.33701973,0.14636326
-5.09954977,1.99089054,0.54737962,1.22010930,0.01152298,0.06965222,0.61395305,0.00000000,0.33514346,0.14438447
-5.09354677,1.97518844,0.53849013,1.21562572,0.01067469,0.07174664,0.60398134,0.00000000,0.33560523,0.14308311
-5.08754377,1.96538987,0.53178589,1.21310589,0.00988663,0.07430501,0.59693717,0.00000000,0.33847648,0.14249009
-5.08154077,1.96195949,0.52739365,1.21294540,0.00915639,0.07731752,0.59291685,0.00000000,0.34377786,0.14262076
-5.07553777,1.96524383,0.52539757,1.21550271,0.00848129,0.08076732,0.59194770,0.00000000,0.35147949,0.14347541
-5.06953477,1.97546954,0.52583925,1.22109412,0.00785857,0.08463084,0.59399038,0.00000000,0.36150274,0.14504014
-5.06353177,1.99274506,0.52871870,1.22998998,0.00728555,0.08887815,0.59894305,0.00000000,0.37372329,0.14728798
-5.05752876,2.01706504,0.53399616,1.24241226,0.00675971,0.09347349,0.60664725,0.00000000,0.38797545,0.15018031
-5.05152576,2.04831733,0.54159436,1.25853345,0.00627883,0.09837595,0.61689500,0.00000000,0.40405729,0.15366831
-5.04552276,2.08629204,0.55140138,1.27847661,0.00584102,0.10354019,0.62943683,0.00000000,0.42173657,0.15769462
-5.03951976,2.13069216,0.56327367,1.30231661,0.00544472,0.10891720,0.64399048,0.00000000,0.44075706,0.16219495
-5.03351676,2.18114535,0.57703935,1.33008231,0.00508876,0.11445514,0.66024974,0.00000000,0.46084501,0.16709967
-5.02751376,2.23721651,0.59250159,1.36175972,0.00477222,0.12010012,0.67789339,0.00000000,0.48171559,0.17233539
-5.02151076,2.29842079,0.60944203,1.39729606,0.00449447,0.12579696,0.69659364,0.00000000,0.50307906,0.17782635
-5.01550775,2.36423663,0.62762432,1.43660439,0.00425503,0.13148990,0.71602409,0.00000000,0.52464642,0.18349578
-5.00950475,2.43411873,0.64679768,1.47956908,0.00405350,0.13712321,0.73586687,0.00000000,0.54613443,0.18926706
-5.00350175,2.50751058,0.66670047,1.52605168,0.00388947,0.14264170,0.75581885,0.00000000,0.56726994,0.19506477
-4.99749875,2.58385658,0.68706399,1.57589733,0.00376243,0.14799124,0.77559686,0.00000000,0.58779342,0.20081557
-4.99149575,2.66261353,0.70761636,1.62894142,0.00367165,0.15311903,0.79494187,0.00000000,0.60746173,0.20644905
-4.98549275,2.74326150,0.72808659,1.68501653,0.00361616,0.15797399,0.81362215,0.00000000,0.62605013,0.21189834
-4.97948974,2.82531384,0.74820881,1.74395925,0.00359463,0.16250697,0.83143541,0.00000000,0.64335377,0.21710080
-4.97348674,2.90832647,0.76772672,1.80561685,0.00360536,0.16667105,0.84821021,0.00000000,0.65918855,0.22199854
-4.96748374,2.99190608,0.78639815,1.86985340,0.00364625,0.17042179,0.86380645,0.00000000,0.67339174,0.22653897
-4.96148074,3.07571716,0.80399964,1.93655497,0.00371479,0.17371761,0.87811535,0.00000000,0.68582233,0.23067536
-4.95547774,3.15948746,0.82033094,2.00563364,0.00380807,0.17652013,0.89105884,0.00000000,0.69636130,0.23436736
-4.94947474,3.24301164,0.83521934,2.07702974,0.00392282,0.17879475,0.90258851,0.00000000,0.70491191,0.23758155
-4.94347174,3.32615263,0.84852351,2.15071196,0.00405549,0.18051114,0.91268428,0.00000000,0.71140015,0.24029200
-4.93746873,3.40884023,0.86013679,2.22667493,0.00420228,0.18164398,0.92135265,0.00000000,0.71577527,0.24248074
-4.93146573,3.49106653,0.86998957,2.30493379,0.00435928,0.18217368,0.92862473,0.00000000,0.71801039,0.24413829
-4.92546273,3.57287792,0.87805074,2.38551567,0.00452251,0.18208709,0.93455395,0.00000000,0.71810324,0.24526398
-4.91945973,3.65436323,0.88432795,2.46844784,0.00468806,0.18137824,0.93921343,0.00000000,0.71607679,0.24586623
-4.91345673,3.73563815,0.88886653,2.55374282,0.00485221,0.18004904,0.94269302,0.00000000,0.71197974,0.24596254
-4.90745373,3.81682618,0.89174706,2.64138063,0.00501146,0.17810973,0.94509598,0.00000000,0.70588669,0.24557940
-4.90145073,3.89803637,0.89308169,2.73128899,0.00516274,0.17557931,0.94653532,0.00000000,0.69789788,0.24475181
-4.89544772,3.97933903,0.89300914,2.82332228,0.00530338,0.17248558,0.94712983,0.00000000,0.68813842,0.24352260
-4.88944472,4.06074014,0.89168870,2.91724034,0.00543126,0.16886504,0.94699986,0.00000000,0.67675680,0.24194149
-4.88344172,4.14215624,0.88929343,3.01268866,0.00554485,0.16476248,0.94626306,0.00000000,0.66392278,0.24006380
-4.87743872,4.22339100,0.88600290,3.10918117,0.00564322,0.16023022,0.94503012,0.00000000,0.64982462,0.23794899
-4.87143572,4.30411550,0.88199582,3.20608733,0.00572611,0.15532717,0.94340075,0.00000000,0.63466564,0.23565898
-4.86543272,4.38385364,0.87744295,3.30262482,0.00579384,0.15011756,0.94146022,0.00000000,0.61866035,0.23325635
-4.85942971,4.46197432,0.87250067,3.39785925,0.00584740,0.14466958,0.93927645,0.00000000,0.60203007,0.23080244
-4.85342671,4.53769173,0.86730553,3.49071164,0.00588828,0.13905376,0.93689800,0.00000000,0.58499847,0.22835552
-4.84742371,4.61007439,0.86197008,3.57997436,0.00591852,0.13334136,0.93435310,0.00000000,0.56778698,0.22596904
-4.84142071,4.67806358,0.85658021,3.66433567,0.00594053,0.12760276,0.93164973,0.00000000,0.55061040,0.22369002
-4.83541771,4.74050069,0.85119396,3.74241226,0.00595708,0.12190583,0.92877679,0.00000000,0.53367278,0.22155775
-4.82941471,4.79616293,0.84584202,3.81278892,0.00597114,0.11631451,0.92570647,0.00000000,0.51716377,0.21960273
-4.82341171,4.84380585,0.84052958,3.87406389,0.00598576,0.11088756,0.92239743,0.00000000,0.50125551,0.21784599
-4.81740870,4.88221079,0.83523948,3.92489784,0.00600402,0.10567743,0.91879879,0.00000000,0.48610015,0.21629877
-4.81140570,4.91023511,0.82993634,3.96406427,0.00602881,0.10072952,0.91485461,0.00000000,0.47182807,0.21496256
-4.80540270,4.92686231,0.82457129,3.99049886,0.00606282,0.09608153,0.91050860,0.00000000,0.45854663,0.21382951
-4.79939970,4.93124967,0.81908699,4.00334514,0.00610834,0.09176322,0.90570866,0.00000000,0.44633967,0.21288318
-4.79339670,4.92277046,0.81342256,4.00199408,0.00616721,0.08779628,0.90041106,0.00000000,0.43526747,0.21209954
-4.78739370,4.90104867,0.80751813,3.98611544,0.00624070,0.08419451,0.89458398,0.00000000,0.42536726,0.21144829
-4.78139070,4.86598392,0.80131867,3.95567905,0.00632947,0.08096413,0.88821015,0.00000000,0.41665411,0.21089422
-4.77538769,4.81776549,0.79477703,3.91096470,0.00643349,0.07810426,0.88128840,0.00000000,0.40912213,0.21039884
-4.76938469,4.75687427,0.78785592,3.85256020,0.00655199,0.07560759,0.87383424,0.00000000,0.40274606,0.20992192
-4.76338169,4.68407287,0.78052897,3.78134735,0.00668349,0.07346104,0.86587933,0.00000000,0.39748294,0.20942314
-4.75737869,4.60038406,0.77278081,3.69847660,0.00682578,0.07164654,0.85746988,0.00000000,0.39327410,0.20886353
-4.75137569,4.50705904,0.76460647,3.60533158,0.00697599,0.07014191,0.84866440,0.00000000,0.39004723,0.20820692
-4.74537269,4.40553689,0.75601006,3.50348527,0.00713060,0.06892160,0.83953068,0.00000000,0.38771859,0.20742111
-4.73936968,4.29739752,0.74700313,3.39464979,0.00728561,0.06795760,0.83014250,0.00000000,0.38619536,0.20647893
-4.73336668,4.18431037,0.73760292,3.28062238,0.00743657,0.06722021,0.82057614,0.00000000,0.38537805,0.20535898
-4.72736368,4.06798127,0.72783059,3.16322987,0.00757877,0.06667883,0.81090700,0.00000000,0.38516293,0.20404618
-4.72136068,3.95009990,0.71770969,3.04427413,0.00770737,0.06630269,0.80120653,0.00000000,0.38544449,0.20253200
-4.71535768,3.83229009,0.70726500,2.92548081,0.00781756,0.06606149,0.79153949,0.00000000,0.38611775,0.20081451
-4.70935468,3.71606479,0.69652171,2.80845322,0.00790473,0.06592607,0.78196188,0.00000000,0.38708051,0.19889809
-4.70335168,3.60278734,0.68550501,2.69463306,0.00796462,0.06586883,0.77251933,0.00000000,0.38823533,0.19679292
-4.69734867,3.49364015,0.67424004,2.58526908,0.00799348,0.06586425,0.76324606,0.00000000,0.38949118,0.19451434
-4.69134567,3.38960149,0.66275201,2.48139440,0.00798823,0.06588916,0.75416439,0.00000000,0.39076480,0.19208190
-4.68534267,3.29143065,0.65106650,2.38381285,0.00794654,0.06592300,0.74528464,0.00000000,0.39198157,0.18951843
-4.67933967,3.19966145,0.63920971,2.29309400,0.00786694,0.06594795,0.73660538,0.00000000,0.39307598,0.18684886
-4.67333667,3.11460358,0.62720851,2.20957659,0.00774890,0.06594900,0.72811390,0.00000000,0.39399165,0.18409917
-4.66733367,3.03635123,0.61509040,2.13337943,0.00759281,0.06591389,0.71978692,0.00000000,0.39468091,0.18129526
-4.66133067,2.96479812,0.60288304,2.06441877,0.00740001,0.06583306,0.71159131,0.00000000,0.39510409,0.17846191
-4.65532766,2.89965793,0.59061362,2.00243110,0.00717271,0.06569950,0.70348500,0.00000000,0.39522853,0.17562190
-4.64932466,2.84048923,0.57830789,1.94699993,0.00691395,0.06550861,0.69541793,0.00000000,0.39502744,0.17279529
-4.64332166,2.78672369,0.56598909,1.89758553,0.00662747,0.06525809,0.68733322,0.00000000,0.39447877,0.16999886
