energy_ev,total_up,Bi_p_up,Bi_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.87993997,2.62769135,0.44281304,0.01324004,0.73583957,1.34226091,1.15350082,0.00000000
-5.87393697,2.64904646,0.43799257,0.01343157,0.74300874,1.35265351,1.16861161,0.00000000
-5.86793397,2.66228017,0.43209773,0.01355945,0.74757575,1.35914461,1.18027583,0.00000000
-5.86193097,2.66648820,0.42504859,0.01361996,0.74932307,1.36126778,1.18800210,0.00000000
-5.85592796,2.66089455,0.41678599,0.01361055,0.74807351,1.35861809,1.19134932,0.00000000
-5.84992496,2.64489120,0.40727737,0.01352989,0.74369977,1.35087286,1.18994673,0.00000000
-5.84392196,2.61807280,0.39652136,0.01337804,0.73613268,1.33781011,1.18351205,0.00000000
-5.83791896,2.58026462,0.38455106,0.01315645,0.72536760,1.31932374,1.17186674,0.00000000
-5.83191596,2.53154215,0.37143580,0.01286796,0.71146865,1.29543445,1.15494749,0.00000000
-5.82591296,2.47224112,0.35728124,0.01251678,0.69457053,1.26629585,1.13281339,0.00000000
-5.81990995,2.40295750,0.34222780,0.01210838,0.67487768,1.23219552,1.10564843,0.00000000
-5.81390695,2.32453731,0.32644768,0.01164933,0.65266083,1.19355060,1.07375898,0.00000000
-5.80790395,2.23805644,0.31014036,0.01114720,0.62825104,1.15089836,1.03756653,0.00000000
-5.80190095,2.14479173,0.29352711,0.01061028,0.60203145,1.10488200,0.99759591,0.00000000
-5.79589795,2.04618422,0.27684452,0.01004738,0.57442707,1.05623224,0.95445959,0.00000000
-5.78989495,1.94379642,0.26033753,0.00946760,0.54589296,1.00574565,0.90883870,0.00000000
-5.78389195,1.83926537,0.24425216,0.00888006,0.51690142,0.95426048,0.86146177,0.00000000
-5.77788894,1.73425341,0.22882826,0.00829369,0.48792854,0.90263113,0.81308194,0.00000000
-5.77188594,1.63039882,0.21429257,0.00771696,0.45944072,0.85170221,0.76445380,0.00000000
-5.76588294,1.52926808,0.20085232,0.00715771,0.43188162,0.80228324,0.71631071,0.00000000
-5.75987994,1.43231164,0.18868949,0.00662296,0.40566008,0.75512491,0.66934353,0.00000000
-5.75387694,1.34082469,0.17795601,0.00611874,0.38113926,0.71089781,0.62418158,0.00000000
-5.74787394,1.25591427,0.16876989,0.00565005,0.35862756,0.67017423,0.58137640,0.00000000
-5.74187094,1.17847354,0.16121246,0.00522073,0.33837138,0.63341374,0.54138894,0.00000000
-5.73586793,1.10916404,0.15532665,0.00483346,0.32055011,0.60095276,0.50458041,0.00000000
-5.72986493,1.04840601,0.15111635,0.00448975,0.30527324,0.57299860,0.47120700,0.00000000
-5.72386193,0.99637703,0.14854692,0.00419004,0.29257981,0.54962775,0.44141849,0.00000000
-5.71785893,0.95301847,0.14754663,0.00393371,0.28244010,0.53078860,0.41526056,0.00000000
-5.71185593,0.91804937,0.14800918,0.00371923,0.27475938,0.51630819,0.39268054,0.00000000
-5.70585293,0.89098689,0.14979703,0.00354431,0.26938361,0.50590274,0.37353623,0.00000000
-5.69984992,0.87117249,0.15274561,0.00340597,0.26610691,0.49919143,0.35760722,0.00000000
-5.69384692,0.85780271,0.15666826,0.00330079,0.26468040,0.49571296,0.34460827,0.00000000
-5.68784392,0.84996342,0.16136170,0.00322502,0.26482224,0.49494415,0.33420411,0.00000000
-5.68184092,0.84666621,0.16661204,0.00317477,0.26622841,0.49632006,0.32602506,0.00000000
-5.67583792,0.84688582,0.17220108,0.00314617,0.26858399,0.49925480,0.31968285,0.00000000
-5.66983492,0.84959712,0.17791272,0.00313551,0.27157446,0.50316232,0.31478610,0.00000000
-5.66383192,0.85381064,0.18353939,0.00313939,0.27489663,0.50747661,0.31095494,0.00000000
-5.65782891,0.85860527,0.18888816,0.00315486,0.27826901,0.51167043,0.30783424,0.00000000
-5.65182591,0.86315728,0.19378647,0.00317947,0.28144101,0.51527205,0.30510506,0.00000000
-5.64582291,0.86676459,0.19808713,0.00321138,0.28420083,0.51787953,0.30249406,0.00000000
-5.63981991,0.86886567,0.20167249,0.00324940,0.28638171,0.51917186,0.29978051,0.00000000
-5.63381691,0.86905237,0.20445762,0.00329301,0.28786629,0.51891689,0.29680090,0.00000000
-5.62781391,0.86707655,0.20639226,0.00334233,0.28858895,0.51697563,0.29345092,0.00000000
-5.62181091,0.86285028,0.20746152,0.00339811,0.28853608,0.51330293,0.28968507,0.00000000
-5.61580790,0.85643979,0.20768528,0.00346161,0.28774419,0.50794458,0.28551389,0.00000000
-5.60980490,0.84805354,0.20711618,0.00353459,0.28629605,0.50103107,0.28099900,0.00000000
-5.60380190,0.83802510,0.20583647,0.00361914,0.28431492,0.49276829,0.27624642,0.00000000
-5.59779890,0.82679154,0.20395361,0.00371753,0.28195723,0.48342564,0.27139836,0.00000000
-5.59179590,0.81486841,0.20159491,0.00383215,0.27940392,0.47332214,0.26662393,0.00000000
-5.58579290,0.80282230,0.19890151,0.00396526,0.27685088,0.46281105,0.26210923,0.00000000
-5.57978989,0.79124226,0.19602174,0.00411893,0.27449885,0.45226380,0.25804722,0.00000000
-5.57378689,0.78071126,0.19310437,0.00429481,0.27254331,0.44205372,0.25462780,0.00000000
-5.56778389,0.77177886,0.19029190,0.00449404,0.27116466,0.43254043,0.25202855,0.00000000
-5.56178089,0.76493617,0.18771430,0.00471713,0.27051926,0.42405534,0.25040642,0.00000000
-5.55577789,0.76059415,0.18548331,0.00496384,0.27073164,0.41688892,0.24989075,0.00000000
-5.54977489,0.75906606,0.18368777,0.00523310,0.27188818,0.41128004,0.25057786,0.00000000
-5.54377189,0.76055463,0.18239000,0.00552298,0.27403267,0.40740795,0.25252728,0.00000000
-5.53776888,0.76514442,0.18162347,0.00583069,0.27716379,0.40538694,0.25575985,0.00000000
-5.53176588,0.77279955,0.18139179,0.00615257,0.28123463,0.40526381,0.26025763,0.00000000
-5.52576288,0.78336665,0.18166916,0.00648416,0.28615433,0.40701830,0.26596550,0.00000000
-5.51975988,0.79658293,0.18240203,0.00682032,0.29179168,0.41056612,0.27279438,0.00000000
-5.51375688,0.81208862,0.18351213,0.00715530,0.29798047,0.41576452,0.28062586,0.00000000
-5.50775388,0.82944335,0.18490048,0.00748294,0.30452637,0.42241998,0.28931788,0.00000000
-5.50175088,0.84814547,0.18645230,0.00779682,0.31121498,0.43029759,0.29871123,0.00000000
-5.49574787,0.86765347,0.18804255,0.00809045,0.31782070,0.43913182,0.30863648,0.00000000
-5.48974487,0.88740842,0.18954185,0.00835749,0.32411592,0.44863795,0.31892105,0.00000000
-5.48374187,0.90685648,0.19082247,0.00859191,0.32988019,0.45852384,0.32939598,0.00000000
-5.47773887,0.92547049,0.19176411,0.00878826,0.33490894,0.46850148,0.33990220,0.00000000
-5.47173587,0.94276973,0.19225938,0.00894178,0.33902128,0.47829779,0.35029585,0.00000000
-5.46573287,0.95833702,0.19221851,0.00904861,0.34206670,0.48766444,0.36045267,0.00000000
-5.45972986,0.97183269,0.19157331,0.00910591,0.34393026,0.49638617,0.37027106,0.00000000
-5.45372686,0.98300482,0.19028024,0.00911197,0.34453622,0.50428746,0.37967390,0.00000000
-5.44772386,0.99169569,0.18832235,0.00906628,0.34384995,0.51123742,0.38860907,0.00000000
-5.44172086,0.99784432,0.18571034,0.00896955,0.34187807,0.51715275,0.39704875,0.00000000
-5.43571786,1.00148532,0.18248247,0.00882372,0.33866703,0.52199889,0.40498770,0.00000000
-5.42971486,1.00274444,0.17870367,0.00863189,0.33430026,0.52578952,0.41244065,0.00000000
-5.42371186,1.00183136,0.17446375,0.00839826,0.32889399,0.52858450,0.41943919,0.00000000
-5.41770885,0.99903024,0.16987499,0.00812799,0.32259221,0.53048664,0.42602829,0.00000000
-5.41170585,0.99468887,0.16506920,0.00782710,0.31556100,0.53163745,0.43226284,0.00000000
-5.40570285,0.98920694,0.16019441,0.00750226,0.30798242,0.53221239,0.43820447,0.00000000
-5.39969985,0.98302426,0.15541138,0.00716067,0.30004848,0.53241566,0.44391878,0.00000000
-5.39369685,0.97660923,0.15089006,0.00680987,0.29195535,0.53247497,0.44947323,0.00000000
-5.38769385,0.97044829,0.14680605,0.00645753,0.28389790,0.53263636,0.45493576,0.00000000
-5.38169085,0.96503634,0.14333726,0.00611132,0.27606506,0.53315936,0.46037405,0.00000000
-5.37568784,0.96086839,0.14066072,0.00577874,0.26863570,0.53431229,0.46585543,0.00000000
-5.36968484,0.95843236,0.13894963,0.00546700,0.26177545,0.53636788,0.47144729,0.00000000
-5.36368184,0.95820275,0.13837060,0.00518285,0.25563413,0.53959911,0.47721761,0.00000000
-5.35767884,0.96063496,0.13908103,0.00493253,0.25034391,0.54427501,0.48323562,0.00000000
-5.35167584,0.96615986,0.14122677,0.00472163,0.24601797,0.55065633,0.48957202,0.00000000
-5.34567284,0.97517822,0.14493970,0.00455509,0.24274967,0.55899095,0.49629874,0.00000000
-5.33966983,0.98805457,0.15033548,0.00443712,0.24061197,0.56950885,0.50348792,0.00000000
-5.33366683,1.00511035,0.15751131,0.00437116,0.23965695,0.58241661,0.51120988,0.00000000
-5.32766383,1.02661617,0.16654364,0.00435988,0.23991554,0.59789128,0.51953028,0.00000000
-5.32166083,1.05278314,0.17748602,0.00440519,0.24139720,0.61607396,0.52850621,0.00000000
-5.31565783,1.08375354,0.19036691,0.00450820,0.24408951,0.63706301,0.53818158,0.00000000
-5.30965483,1.11959115,0.20518766,0.00466925,0.24795796,0.66090731,0.54858193,0.00000000
-5.30365183,1.16027177,0.22192069,0.00488796,0.25294567,0.68759983,0.55970915,0.00000000
-5.29764882,1.20567457,0.24050802,0.00516315,0.25897336,0.71707198,0.57153632,0.00000000
-5.29164582,1.25557491,0.26086010,0.00549297,0.26593959,0.74918906,0.58400325,0.00000000
-5.28564282,1.30963941,0.28285528,0.00587483,0.27372150,0.78374736,0.59701311,0.00000000
-5.27963982,1.36742389,0.30633979,0.00630549,0.28217599,0.82047318,0.61043054,0.00000000
-5.27363682,1.42837464,0.33112849,0.00678104,0.29114168,0.85902408,0.62408155,0.00000000
-5.26763382,1.49183363,0.35700627,0.00729694,0.30044145,0.89899263,0.63775551,0.00000000
-5.26163082,1.55704758,0.38373035,0.00784809,0.30988581,0.93991270,0.65120919,0.00000000
-5.25562781,1.62318116,0.41103318,0.00842882,0.31927698,0.98126816,0.66417295,0.00000000
-5.24962481,1.68933374,0.43862625,0.00903301,0.32841354,1.02250396,0.67635885,0.00000000
-5.24362181,1.75455963,0.46620446,0.00965410,0.33709562,1.06303902,0.68747030,0.00000000
-5.23761881,1.81789080,0.49345116,0.01028518,0.34513044,1.10228081,0.69721301,0.00000000
-5.23161581,1.87836155,0.52004360,0.01091909,0.35233792,1.13964076,0.70530646,0.00000000
-5.22561281,1.93503414,0.54565889,0.01154854,0.35855626,1.17455024,0.71149567,0.00000000
-5.21960980,1.98702455,0.56998009,0.01216619,0.36364715,1.20647633,0.71556233,0.00000000
-5.21360680,2.03352727,0.59270250,0.01276480,0.36750049,1.23493691,0.71733504,0.00000000
-5.20760380,2.07383858,0.61353995,0.01333740,0.37003836,1.25951445,0.71669799,0.00000000
-5.20160080,2.10737730,0.63223093,0.01387739,0.37121812,1.27986824,0.71359777,0.00000000
-5.19559780,2.13370253,0.64854447,0.01437878,0.37103445,1.29574454,0.70804787,0.00000000
-5.18959480,2.15252778,0.66228564,0.01483631,0.36952045,1.30698434,0.70013089,0.00000000
-5.18359180,2.16373132,0.67330051,0.01524562,0.36674745,1.31352886,0.68999823,0.00000000
-5.17758879,2.16736238,0.68148047,0.01560346,0.36282391,1.31542229,0.67786744,0.00000000
-5.17158579,2.16364306,0.68676567,0.01590777,0.35789320,1.31281218,0.66401734,0.00000000
-5.16558279,2.15296624,0.68914763,0.01615789,0.35213048,1.30594720,0.64878123,0.00000000
-5.15957979,2.13588918,0.68867066,0.01635458,0.34573875,1.29517264,0.63253845,0.00000000
-5.15357679,2.11312332,0.68543219,0.01650016,0.33894427,1.28092362,0.61570477,0.00000000
-5.14757379,2.08552021,0.67958166,0.01659844,0.33199139,1.26371625,0.59872185,0.00000000
-5.14157079,2.05405398,0.67131817,0.01665478,0.32513704,1.24413688,0.58204631,0.00000000
-5.13556778,2.01980063,0.66088660,0.01667592,0.31864499,1.22282967,0.56613863,0.00000000
-5.12956478,1.98391442,0.64857244,0.01666990,0.31277998,1.20048269,0.55145227,0.00000000
-5.12356178,1.94760189,0.63469516,0.01664579,0.30780195,1.17781274,0.53842328,0.00000000
-5.11755878,1.91209391,0.61960057,0.01661351,0.30396042,1.15554918,0.52746065,0.00000000
-5.11155578,1.87861651,0.60365205,0.01658346,0.30148918,1.13441711,0.51893745,0.00000000
-5.10555278,1.84836094,0.58722116,0.01656625,0.30060140,1.11512024,0.51318317,0.00000000
-5.09954977,1.82245402,0.57067779,0.01657227,0.30148521,1.09832383,0.51047700,0.00000000
-5.09354677,1.80192929,0.55438032,0.01661139,0.30429993,1.08463811,0.51104252,0.00000000
-5.08754377,1.78770014,0.53866606,0.01669253,0.30917291,1.07460278,0.51504349,0.00000000
-5.08154077,1.78053550,0.52384238,0.01682337,0.31619717,1.06867295,0.52258107,0.00000000
-5.07553777,1.78103916,0.51017896,0.01701000,0.32542968,1.06720696,0.53369220,0.00000000
-5.06953477,1.78963328,0.49790130,0.01725670,0.33689050,1.07045668,0.54834944,0.00000000
-5.06353177,1.80654674,0.48718592,0.01756573,0.35056256,1.07856050,0.56646191,0.00000000
-5.05752876,1.83180883,0.47815720,0.01793720,0.36639219,1.09153935,0.58787754,0.00000000
-5.05152576,1.86524827,0.47088619,0.01836904,0.38429016,1.10929590,0.61238641,0.00000000
-5.04552276,1.90649789,0.46539114,0.01885704,0.40413331,1.13161702,0.63972506,0.00000000
-5.03951976,1.95500429,0.46163980,0.01939495,0.42576646,1.15817935,0.66958177,0.00000000
-5.03351676,2.01004244,0.45955314,0.01997464,0.44900473,1.18855781,0.70160242,0.00000000
-5.02751376,2.07073424,0.45901048,0.02058640,0.47363581,1.22223669,0.73539708,0.00000000
-5.02151076,2.13607052,0.45985544,0.02121916,0.49942249,1.25862293,0.77054681,0.00000000
-5.01550775,2.20493544,0.46190262,0.02186085,0.52610504,1.29706100,0.80661074,0.00000000
-5.00950475,2.27613246,0.46494451,0.02249878,0.55340356,1.33684899,0.84313322,0.00000000
-5.00350175,2.34841104,0.46875843,0.02311989,0.58102040,1.37725524,0.87965086,0.00000000
-4.99749875,2.42049326,0.47311320,0.02371120,0.60864248,1.41753510,0.91569938,0.00000000
-4.99149575,2.49109972,0.47777527,0.02426006,0.63594381,1.45694727,0.95082026,0.00000000
-4.98549275,2.55897422,0.48251426,0.02475449,0.66258821,1.49476946,0.98456717,0.00000000
-4.97948974,2.62290682,0.48710766,0.02518338,0.68823250,1.53031294,1.01651206,0.00000000
-4.97348674,2.68175512,0.49134488,0.02553677,0.71253016,1.56293584,1.04625116,0.00000000
-4.96748374,2.73446370,0.49503045,0.02580596,0.73513566,1.59205510,1.07341073,0.00000000
-4.96148074,2.78008163,0.49798662,0.02598370,0.75570962,1.61715687,1.09765275,0.00000000
-4.95547774,2.81777814,0.50005538,0.02606424,0.77392464,1.63780548,1.11868046,0.00000000
-4.94947474,2.84685661,0.50109997,0.02604339,0.78947197,1.65365086,1.13624380,0.00000000
-4.94347174,2.86676668,0.50100611,0.02591858,0.80206872,1.66443451,1.15014465,0.00000000
-4.93746873,2.87711451,0.49968287,0.02568882,0.81146550,1.66999391,1.16024171,0.00000000
-4.93146573,2.87767108,0.49706343,0.02535471,0.81745420,1.67026542,1.16645496,0.00000000
-4.92546273,2.86837812,0.49310561,0.02491836,0.81987543,1.66528553,1.16876929,0.00000000
-4.91945973,2.84935144,0.48779215,0.02438340,0.81862547,1.65519038,1.16723725,0.00000000
-4.91345673,2.82088117,0.48113090,0.02375483,0.81366200,1.64021337,1.16198040,0.00000000
-4.90745373,2.78342854,0.47315454,0.02303899,0.80500853,1.62068085,1.15318917,0.00000000
-4.90145073,2.73761871,0.46392008,0.02224346,0.79275689,1.59700562,1.14112093,0.00000000
-4.89544772,2.68422955,0.45350778,0.02137688,0.77706774,1.56967829,1.12609601,0.00000000
-4.88944472,2.62417599,0.44201961,0.02044889,0.75816872,1.53925644,1.10849166,0.00000000
-4.88344172,2.55849015,0.42957712,0.01946993,0.73635034,1.50635163,1.08873394,0.00000000
-4.87743872,2.48829749,0.41631871,0.01845107,0.71195956,1.47161462,1.06728759,0.00000000
-4.87143572,2.41478941,0.40239637,0.01740385,0.68539134,1.43571880,1.04464413,0.00000000
-4.86543272,2.33919315,0.38797190,0.01634006,0.65707842,1.39934263,1.02130867,0.00000000
-4.85942971,2.26273989,0.37321278,0.01527153,0.62747979,1.36315127,0.99778568,0.00000000
-4.85342671,2.18663218,0.35828780,0.01420992,0.59706839,1.32777822,0.97456439,0.00000000
-4.84742371,2.11201196,0.34336262,0.01316654,0.56631854,1.29380763,0.95210442,0.00000000
-4.84142071,2.03993044,0.32859549,0.01215208,0.53569358,1.26175781,0.93082219,0.00000000
-4.83541771,1.97132119,0.31413329,0.01117651,0.50563455,1.23206684,0.91107871,0.00000000
-4.82941471,1.90697736,0.30010810,0.01024884,0.47655002,1.20508073,0.89316941,0.00000000
-4.82341171,1.84753434,0.28663440,0.00937702,0.44880783,1.18104482,0.87731628,0.00000000
-4.81740870,1.79345836,0.27380716,0.00856784,0.42272871,1.16009868,0.86366294,0.00000000
-4.81140570,1.74504159,0.26170074,0.00782680,0.39858228,1.14227491,0.85227262,0.00000000
-4.80540270,1.70240393,0.25036879,0.00715816,0.37658526,1.12750193,0.84312932,0.00000000
-4.79939970,1.66550133,0.23984501,0.00656484,0.35690187,1.11561054,0.83614197,0.00000000
-4.79339670,1.63414019,0.23014482,0.00604850,0.33964630,1.10634426,0.83115152,0.00000000
-4.78739370,1.60799709,0.22126769,0.00560962,0.32488698,1.09937277,0.82794049,0.00000000
-4.78139070,1.58664292,0.21320017,0.00524751,0.31265219,1.09430807,0.82624464,0.00000000
-4.77538769,1.56957031,0.20591923,0.00496049,0.30293673,1.09072261,0.82576627,0.00000000
-4.76938469,1.55622299,0.19939590,0.00474599,0.29570920,1.08816866,0.82618843,0.00000000
-4.76338169,1.54602588,0.19359889,0.00460069,0.29091947,1.08619811,0.82718960,0.00000000
-4.75737869,1.53841462,0.18849799,0.00452066,0.28850593,1.08438185,0.82845817,0.00000000
-4.75137569,1.53286317,0.18406718,0.00450153,0.28840221,1.08232799,0.82970615,0.00000000
-4.74537269,1.52890862,0.18028715,0.00453864,0.29054316,1.07969827,0.83068163,0.00000000
-4.73936968,1.52617208,0.17714727,0.00462716,0.29486965,1.07622185,0.83117955,0.00000000
-4.73336668,1.52437510,0.17464672,0.00476228,0.30133237,1.07170617,0.83105035,0.00000000
-4.72736368,1.52335099,0.17279500,0.00493928,0.30989430,1.06604441,0.83020643,0.00000000
-4.72136068,1.52305084,0.17161158,0.00515369,0.32053194,1.05921941,0.82862596,0.00000000
-4.71535768,1.52354422,0.17112493,0.00540138,0.33323542,1.05130382,0.82635426,0.00000000
-4.70935468,1.52501456,0.17137089,0.00567860,0.34800747,1.04245680,0.82350254,0.00000000
-4.70335168,1.52774971,0.17239053,0.00598209,0.36486147,1.03291722,0.82024418,0.00000000
-4.69734867,1.53212798,0.17422762,0.00630907,0.38381862,1.02299382,0.81680868,0.00000000
-4.69134567,1.53860044,0.17692587,0.00665729,0.40490448,1.01305270,0.81347344,0.00000000
-4.68534267,1.54766996,0.18052607,0.00702498,0.42814496,1.00350268,0.81055372,0.00000000
-4.67933967,1.55986778,0.18506319,0.00741083,0.45356190,0.99477894,0.80839094,0.00000000
-4.67333667,1.57572853,0.19056369,0.00781394,0.48116835,0.98732566,0.80733976,0.00000000
-4.66733367,1.59576422,0.19704302,0.00823370,0.51096364,0.98157818,0.80775422,0.00000000
-4.66133067,1.62043822,0.20450347,0.00866971,0.54292834,0.97794529,0.80997343,0.00000000
-4.65532766,1.65013987,0.21293232,0.00912167,0.57701920,0.97679219,0.81430709,0.00000000
-4.64932466,1.68516054,0.22230045,0.00958922,0.61316419,0.97842475,0.82102143,0.00000000
-4.64332166,1.72567186,0.23256135,0.01007182,0.65125761,0.98307550,0.83032591,0.00000000
-4.63731866,1.77170693,0.24365049,0.01056860,0.69115562,0.99089185,0.84236117,0.00000000
-4.63131566,1.82314501,0.25548516,0.01107825,0.73267213,1.00192694,0.85718883,0.00000000
-4.62531266,1.87970057,0.26796464,0.01159889,0.77557545,1.01613344,0.87478335,0.00000000
-4.61930965,1.94091702,0.28097078,0.01212797,0.81958571,1.03336063,0.89502655,0.00000000
-4.61330665,2.00616583,0.29436896,0.01266220,0.86437347,1.05335483,0.91770510,0.00000000
-4.60730365,2.07465120,0.30800940,0.01319755,0.90955968,1.07576327,0.94251120,0.00000000
-4.60130065,2.14542065,0.32172885,0.01372919,0.95471721,1.10014151,0.96904671,0.00000000
-4.59529765,2.21738144,0.33535267,0.01425159,0.99937429,1.12596399,0.99683064,0.00000000
-4.58929465,2.28932268,0.34869731,0.01475858,1.04301986,1.15263775,1.02531007,0.00000000
-4.58329165,2.35994272,0.36157315,0.01524348,1.08511100,1.17951866,1.05387419,0.00000000
-4.57728864,2.42788119,0.37378775,0.01569925,1.12508245,1.20592983,1.08187098,0.00000000
-4.57128564,2.49175468,0.38514939,0.01611870,1.16235795,1.23118159,1.10862618,0.00000000
-4.56528264,2.55019511,0.39547095,0.01649470,1.19636339,1.25459222,1.13346373,0.00000000
-4.55927964,2.60188933,0.40457394,0.01682043,1.22654113,1.27550888,1.15572697,0.00000000
-4.55327664,2.64561865,0.41229266,0.01708959,1.25236518,1.29332788,1.17479986,0.00000000
-4.54727364,2.68029670,0.41847829,0.01729669,1.27335669,1.30751350,1.19012721,0.00000000
-4.54127064,2.70500413,0.42300287,0.01743723,1.28909890,1.31761482,1.20123324,0.00000000
-4.53526763,2.71901876,0.42576282,0.01750794,1.29925114,1.32327968,1.20773757,0.00000000
-4.52926463,2.72183994,0.42668208,0.01750691,1.30356108,1.32426554,1.20936810,0.00000000
-4.52326163,2.71320601,0.42571449,0.01743376,1.30187454,1.32044667,1.20597021,0.00000000
-4.51725863,2.69310418,0.42284547,0.01728966,1.29414264,1.31181755,1.19751182,0.00000000
-4.51125563,2.66177246,0.41809277,0.01707744,1.28042551,1.29849237,1.18408441,0.00000000
-4.50525263,2.61969348,0.41150627,0.01680149,1.26089261,1.28070081,1.16589974,0.00000000
-4.49924962,2.56758062,0.40316688,0.01646771,1.23581953,1.25878035,1.14328267,0.00000000
-4.49324662,2.50635712,0.39318438,0.01608339,1.20558121,1.23316548,1.11666042,0.00000000
-4.48724362,2.43712888,0.38169456,0.01565704,1.17064214,1.20437434,1.08654880,0.00000000
-4.48124062,2.36115237,0.36885548,0.01519815,1.13154365,1.17299330,1.05353595,0.00000000
-4.47523762,2.27979881,0.35484319,0.01471699,1.08888908,1.13966021,1.01826447,0.00000000
-4.46923462,2.19451605,0.33984707,0.01422429,1.04332733,1.10504679,0.98141248,0.00000000
-4.46323162,2.10678950,0.32406485,0.01373104,0.99553547,1.06984075,0.94367439,0.00000000
-4.45722861,2.01810351,0.30769769,0.01324812,0.94620120,1.03472826,0.90574203,0.00000000
-4.45122561,1.92990436,0.29094537,0.01278610,0.89600571,1.00037708,0.86828674,0.00000000
-4.44522261,1.84356589,0.27400175,0.01235491,0.84560759,0.96742080,0.83194280,0.00000000
-4.43921961,1.76035863,0.25705084,0.01196362,0.79562829,0.93644444,0.79729274,0.00000000
-4.43321661,1.68142305,0.24026327,0.01162020,0.74663956,0.90797162,0.76485466,0.00000000
-4.42721361,1.60774744,0.22379355,0.01133133,0.69915313,0.88245351,0.73507186,0.00000000
-4.42121061,1.54015055,0.20777793,0.01110223,0.65361281,0.86025958,0.70830472,0.00000000
-4.41520760,1.47926928,0.19233305,0.01093653,0.61038907,0.84167034,0.68482505,0.00000000
-4.40920460,1.42555131,0.17755521,0.01083617,0.56977609,0.82687207,0.66481277,0.00000000
-4.40320160,1.37925257,0.16352029,0.01080137,0.53199107,0.81595366,0.64835479,0.00000000
-4.39719860,1.34043942,0.15028427,0.01083063,0.49717579,0.80890557,0.63544624,0.00000000
-4.39119560,1.30899537,0.13788423,0.01092073,0.46539997,0.80562113,0.62599370,0.00000000
-4.38519260,1.28463195,0.12633974,0.01106688,0.43666631,0.80590004,0.61982046,0.00000000
-4.37918959,1.26690364,0.11565459,0.01126277,0.41091694,0.80945434,0.61667369,0.00000000
-4.37318659,1.25522632,0.10581879,0.01150083,0.38804093,0.81591667,0.61623334,0.00000000
-4.36718359,1.24889902,0.09681059,0.01177235,0.36788257,0.82485092,0.61812261,0.00000000
-4.36118059,1.24712841,0.08859878,0.01206780,0.35025033,0.83576497,0.62191985,0.00000000
-4.35517759,1.24905559,0.08114477,0.01237708,0.33492596,0.84812558,0.62717166,0.00000000
-4.34917459,1.25378439,0.07440478,0.01268979,0.32167378,0.86137474,0.63340676,0.00000000
-4.34317159,1.26041064,0.06833186,0.01299562,0.31024973,0.87494739,0.64015057,0.00000000
-4.33716858,1.26805153,0.06287774,0.01328458,0.30041008,0.88828983,0.64693984,0.00000000
-4.33116558,1.27587414,0.05799453,0.01354737,0.29191952,0.90087821,0.65333715,0.00000000
-4.32516258,1.28312232,0.05363617,0.01377567,0.28455853,0.91223649,0.65894467,0.00000000
-4.31915958,1.28914096,0.04975969,0.01396240,0.27812978,0.92195320,0.66341677,0.00000000
-4.31315658,1.29339680,0.04632619,0.01410193,0.27246343,0.92969620,0.66647111,0.00000000
-4.30715358,1.29549497,0.04330159,0.01419033,0.26742129,0.93522493,0.66789766,0.00000000
