energy_ev,total_up,Au_p_up,Au_d_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up
-5.47173587,2.73476105,0.10405429,2.53674451,0.08365526,0.00999427,0.03321917,0.10160199
-5.46573287,2.76098475,0.10409715,2.56354333,0.08302001,0.01009151,0.03417843,0.10222576
-5.45972986,2.79305942,0.10422061,2.59594303,0.08237435,0.01023664,0.03524909,0.10291160
-5.45372686,2.83121684,0.10444541,2.63412955,0.08172267,0.01043155,0.03642481,0.10367220
-5.44772386,2.87561411,0.10479282,2.67821369,0.08107062,0.01067714,0.03769693,0.10452400
-5.44172086,2.92632665,0.10528479,2.72822416,0.08042544,0.01097334,0.03905450,0.10548730
-5.43571786,2.98334156,0.10594402,2.78410119,0.07979618,0.01131904,0.04048442,0.10658616
-5.42971486,3.04655140,0.10679399,2.84569066,0.07919385,0.01171208,0.04197154,0.10784809
-5.42371186,3.11574875,0.10785892,2.91273917,0.07863146,0.01214931,0.04349896,0.10930350
-5.41770885,3.19062154,0.10916359,2.98489016,0.07812384,0.01262661,0.04504825,0.11098495
-5.41170585,3.27074974,0.11073307,3.06168152,0.07768740,0.01313899,0.04659986,0.11292617
-5.40570285,3.35560371,0.11259233,3.14254502,0.07733965,0.01368069,0.04813348,0.11516096
-5.39969985,3.44454475,0.11476577,3.22680815,0.07709875,0.01424529,0.04962849,0.11772189
-5.39369685,3.53682819,0.11727661,3.31369851,0.07698278,0.01482588,0.05106442,0.12063905
-5.38769385,3.63160953,0.12014624,3.40235130,0.07700911,0.01541520,0.05242144,0.12393869
-5.38169085,3.72795384,0.12339353,3.49182007,0.07719362,0.01600583,0.05368087,0.12764194
-5.37568784,3.82484861,0.12703402,3.58109076,0.07755003,0.01659031,0.05482565,0.13176367
-5.36968484,3.92121991,0.13107922,3.66909890,0.07808919,0.01716138,0.05584077,0.13631149
-5.36368184,4.01595187,0.13553588,3.75474990,0.07881855,0.01771208,0.05671372,0.14128497
-5.35767884,4.10790879,0.14040530,3.83694162,0.07974165,0.01823595,0.05743481,0.14667515
-5.35167584,4.19595944,0.14568271,3.91458894,0.08085782,0.01872713,0.05799746,0.15246424
-5.34567284,4.27900283,0.15135682,3.98664924,0.08216202,0.01918050,0.05839840,0.15862573
-5.33966983,4.35599432,0.15740941,4.05214808,0.08364485,0.01959173,0.05863777,0.16512471
-5.33366683,4.42597146,0.16381510,4.11020401,0.08529267,0.01995741,0.05871913,0.17191850
-5.32766383,4.48807821,0.17054127,4.16005162,0.08708798,0.02027501,0.05864942,0.17895752
-5.32166083,4.54158683,0.17754816,4.20106180,0.08900984,0.02054298,0.05843874,0.18618641
-5.31565783,4.58591639,0.18478915,4.23275846,0.09103444,0.02076063,0.05810017,0.19354527
-5.30965483,4.62064720,0.19221118,4.25483085,0.09313578,0.02092818,0.05764938,0.20097101
-5.30365183,4.64553044,0.19975544,4.26714109,0.09528637,0.02104668,0.05710433,0.20839884
-5.29764882,4.66049267,0.20735810,4.26972638,0.09745793,0.02111787,0.05648479,0.21576365
-5.29164582,4.66563475,0.21495132,4.26279579,0.09962217,0.02114419,0.05581190,0.22300139
-5.28564282,4.66122540,0.22246428,4.24672170,0.10175139,0.02112859,0.05510770,0.23005027
-5.27963982,4.64768928,0.22982439,4.22202599,0.10381910,0.02107447,0.05439464,0.23685189
-5.27363682,4.62559012,0.23695852,4.18936160,0.10580055,0.02098555,0.05369507,0.24335202
-5.26763382,4.59560934,0.24379422,4.14948990,0.10767304,0.02086574,0.05303077,0.24950127
-5.26163082,4.55852089,0.25026096,4.10325471,0.10941626,0.02071906,0.05242245,0.25525542
-5.25562781,4.51516318,0.25629129,4.05155378,0.11101232,0.02054950,0.05188933,0.26057547
-5.24962481,4.46640901,0.26182190,3.99530884,0.11244581,0.02036090,0.05144866,0.26542757
-5.24362181,4.41313460,0.26679445,3.93543508,0.11370365,0.02015692,0.05111534,0.26978254
-5.23761881,4.35618882,0.27115636,3.87281134,0.11477487,0.01994084,0.05090146,0.27361538
-5.23161581,4.29636381,0.27486133,3.80825194,0.11565029,0.01971559,0.05081599,0.27690454
-5.22561281,4.23436805,0.27786965,3.74248130,0.11632216,0.01948359,0.05086446,0.27963118
-5.21960980,4.17080315,0.28014840,3.67611237,0.11678380,0.01924673,0.05104862,0.28177842
-5.21360680,4.10614517,0.28167146,3.60962963,0.11702926,0.01900633,0.05136627,0.28333068
-5.20760380,4.04073146,0.28241932,3.54337754,0.11705291,0.01876310,0.05181109,0.28427315
-5.20160080,3.97475378,0.28237893,3.47755491,0.11684929,0.01851713,0.05237257,0.28459145
-5.19559780,3.90825791,0.28154343,3.41221563,0.11641287,0.01826791,0.05303607,0.28427162
-5.18959480,3.84115033,0.27991186,3.34727573,0.11573809,0.01801437,0.05378293,0.28330030
-5.18359180,3.77321147,0.27748897,3.28252669,0.11481936,0.01775492,0.05459082,0.28166529
-5.17758879,3.70411547,0.27428509,3.21765460,0.11365135,0.01748755,0.05543408,0.27935638
-5.17158579,3.63345552,0.27031608,3.15226430,0.11222926,0.01720991,0.05628433,0.27636641
-5.16558279,3.56077386,0.26560339,3.08590771,0.11054931,0.01691948,0.05711115,0.27269260
-5.15957979,3.48559511,0.26017426,3.01811499,0.10860919,0.01661365,0.05788286,0.26833800
-5.15357679,3.40746151,0.25406194,2.94842726,0.10640871,0.01628990,0.05856749,0.26331294
-5.14757379,3.32596838,0.24730602,2.87642940,0.10395028,0.01594596,0.05913370,0.25763654
-5.14157079,3.24079813,0.23995274,2.80178134,0.10123953,0.01557994,0.05955187,0.25133795
-5.13556778,3.15175111,0.23205520,2.72424643,0.09828576,0.01519050,0.05979513,0.24445748
-5.12956478,3.05877191,0.22367354,2.64371543,0.09510229,0.01477695,0.05984035,0.23704725
-5.12356178,2.96196949,0.21487494,2.56022510,0.09170672,0.01433938,0.05966906,0.22917155
-5.11755878,2.86163039,0.20573338,2.47397027,0.08812102,0.01387873,0.05926829,0.22090667
-5.11155578,2.75822411,0.19632921,2.38530906,0.08437136,0.01339684,0.05863117,0.21234026
-5.10555278,2.65240041,0.18674843,2.29476064,0.08048788,0.01289646,0.05775747,0.20357017
-5.09954977,2.54497864,0.17708168,2.20299606,0.07650414,0.01238122,0.05665377,0.19470284
-5.09354677,2.43692956,0.16742310,2.11082224,0.07245654,0.01185559,0.05533356,0.18585125
-5.08754377,2.32935051,0.15786880,2.01916015,0.06838353,0.01132477,0.05381702,0.17713249
-5.08154077,2.22343511,0.14851529,1.92901812,0.06432468,0.01079461,0.05213062,0.16866517
-5.07553777,2.12043898,0.13945773,1.84146156,0.06031973,0.01027141,0.05030654,0.16056652
-5.06953477,2.02164286,0.13078816,1.75758060,0.05640765,0.00976181,0.04838183,0.15294962
-5.06353177,1.92831500,0.12259373,1.67845690,0.05262564,0.00927262,0.04639757,0.14592057
-5.05752876,1.84167425,0.11495503,1.60513123,0.04900823,0.00881062,0.04439780,0.13957590
-5.05152576,1.76285543,0.10794462,1.53857310,0.04558652,0.00838243,0.04242846,0.13400029
-5.04552276,1.69287827,0.10162566,1.47965345,0.04238746,0.00799434,0.04053628,0.12926456
-5.03951976,1.63262094,0.09605094,1.42912156,0.03943342,0.00765215,0.03876771,0.12542423
-5.03351676,1.58279894,0.09126210,1.38758659,0.03674184,0.00736110,0.03716787,0.12251838
-5.02751376,1.54394992,0.08728919,1.35550434,0.03432505,0.00712569,0.03577959,0.12056915
-5.02151076,1.51642442,0.08415057,1.33316927,0.03219038,0.00694966,0.03464258,0.11958163
-5.01550775,1.50038254,0.08185304,1.32071171,0.03034035,0.00683592,0.03379268,0.11954430
-5.00950475,1.49579621,0.08039231,1.31809985,0.02877301,0.00678646,0.03326124,0.12042979
-5.00350175,1.50245636,0.07975369,1.32514615,0.02748246,0.00680239,0.03307468,0.12219618
-4.99749875,1.51998449,0.07991294,1.34151738,0.02645941,0.00688390,0.03325412,0.12478844
-4.99149575,1.54784772,0.08083737,1.36674779,0.02569185,0.00703024,0.03381516,0.12814028
-4.98549275,1.58537660,0.08248699,1.40025452,0.02516573,0.00723982,0.03476781,0.13217607
-4.97948974,1.63178482,0.08481572,1.44135466,0.02486563,0.00751016,0.03611650,0.13681289
-4.97348674,1.68619023,0.08777269,1.48928326,0.02477543,0.00783795,0.03786020,0.14196265
-4.96748374,1.74763629,0.09130346,1.54321181,0.02487889,0.00821914,0.03999264,0.14753416
-4.96148074,1.81511365,0.09535131,1.60226661,0.02516019,0.00864894,0.04250263,0.15343510
-4.95547774,1.88758120,0.09985835,1.66554667,0.02560436,0.00912192,0.04537443,0.15957384
-4.94947474,1.96398632,0.10476662,1.73214095,0.02619760,0.00963209,0.04858822,0.16586117
-4.94347174,2.04328407,0.11001911,1.80114462,0.02692756,0.01017296,0.05212062,0.17221167
-4.93746873,2.12445510,0.11556062,1.87167416,0.02778346,0.01073768,0.05594523,0.17854501
-4.93146573,2.20652208,0.12133856,1.94288140,0.02875609,0.01131912,0.06003328,0.18478691
-4.92546273,2.28856463,0.12730361,2.01396614,0.02983785,0.01190999,0.06435423,0.19086985
-4.91945973,2.36973247,0.13341025,2.08418756,0.03102256,0.01250299,0.06887643,0.19673358
-4.91345673,2.44925698,0.13961721,2.15287410,0.03230533,0.01309093,0.07356770,0.20232543
-4.90745373,2.52646062,0.14588780,2.21943199,0.03368232,0.01366686,0.07839600,0.20760029
-4.90145073,2.60076461,0.15219002,2.28335203,0.03515047,0.01422424,0.08332989,0.21252055
-4.89544772,2.67169424,0.15849666,2.34421483,0.03670727,0.01475701,0.08833908,0.21705583
-4.88944472,2.73888207,0.16478521,2.40169411,0.03835040,0.01525980,0.09339475,0.22118252
-4.88344172,2.80206867,0.17103763,2.45555807,0.04007750,0.01572796,0.09846983,0.22488342
-4.87743872,2.86110091,0.17723999,2.50566875,0.04188586,0.01615767,0.10353919,0.22814709
-4.87143572,2.91592765,0.18338201,2.55197912,0.04377211,0.01654602,0.10857959,0.23096740
-4.86543272,2.96659295,0.18945639,2.59452800,0.04573200,0.01689102,0.11356965,0.23334294
-4.85942971,3.01322673,0.19545809,2.63343274,0.04776014,0.01719163,0.11848954,0.23527651
-4.85342671,3.05603296,0.20138344,2.66887970,0.04984972,0.01744770,0.12332071,0.23677463
-4.84742371,3.09527584,0.20722920,2.70111267,0.05199240,0.01765995,0.12804537,0.23784712
-4.84142071,3.13126394,0.21299152,2.73041951,0.05417802,0.01782986,0.13264605,0.23850670
-4.83541771,3.16433293,0.21866487,2.75711716,0.05639455,0.01795956,0.13710505,0.23876865
-4.82941471,3.19482737,0.22424098,2.78153563,0.05862793,0.01805174,0.14140385,0.23865047
-4.82341171,3.22308196,0.22970783,2.80400131,0.06086202,0.01810941,0.14552268,0.23817160
-4.81740870,3.24940312,0.23504871,2.82482022,0.06307865,0.01813584,0.14944001,0.23735314
-4.81140570,3.27405152,0.24024148,2.84426181,0.06525760,0.01813433,0.15313231,0.23621751
-4.80540270,3.29722625,0.24525796,2.86254401,0.06737687,0.01810812,0.15657383,0.23478820
-4.79939970,3.31905144,0.25006368,2.87982021,0.06941279,0.01806017,0.15973663,0.23308943
-4.79339670,3.33956604,0.25461781,2.89616886,0.07134044,0.01799310,0.16259077,0.23114583
-4.78739370,3.35871738,0.25887352,2.91158618,0.07313404,0.01790908,0.16510473,0.22898212
-4.78139070,3.37635895,0.26277868,2.92598273,0.07476742,0.01780971,0.16724601,0.22662282
-4.77538769,3.39225294,0.26627690,2.93918396,0.07621467,0.01769607,0.16898199,0.22409193
-4.76938469,3.40607753,0.26930896,2.95093520,0.07745076,0.01756864,0.17028091,0.22141278
-4.76338169,3.41743896,0.27181453,2.96091087,0.07845225,0.01742740,0.17111301,0.21860783
-4.75737869,3.42588814,0.27373425,2.96872795,0.07919804,0.01727183,0.17145181,0.21569864
-4.75137569,3.43094106,0.27501189,2.97396307,0.07967009,0.01710107,0.17127540,0.21270590
-4.74537269,3.43210247,0.27559677,2.97617274,0.07985412,0.01691398,0.17056775,0.20964954
-4.73936968,3.42889162,0.27544607,2.97491568,0.07974024,0.01670933,0.16931996,0.20654899
-4.73336668,3.42086890,0.27452712,2.96977645,0.07932347,0.01648589,0.16753131,0.20342346
-4.72736368,3.40766223,0.27281945,2.96038905,0.07860417,0.01624263,0.16521022,0.20029226
-4.72136068,3.38899160,0.27031652,2.94645934,0.07758826,0.01597883,0.16237483,0.19717518
-4.71535768,3.36469061,0.26702699,2.92778512,0.07628727,0.01569422,0.15905335,0.19409279
-4.70935468,3.33472369,0.26297558,2.90427270,0.07471830,0.01538904,0.15528407,0.19106671
-4.70335168,3.29919796,0.25820316,2.87594901,0.07290363,0.01506417,0.15111493,0.18811977
-4.69734867,3.25836894,0.25276643,2.84296846,0.07087029,0.01472114,0.14660280,0.18527602
-4.69134567,3.21263964,0.24673685,2.80561413,0.06864938,0.01436215,0.14181233,0.18256062
-4.68534267,3.16255290,0.24019899,2.76429304,0.06627527,0.01398999,0.13681452,0.17999949
-4.67933967,3.10877729,0.23324841,2.71952570,0.06378471,0.01360806,0.13168496,0.17761895
-4.67333667,3.05208710,0.22598898,2.67193043,0.06121581,0.01322016,0.12650191,0.17544504
-4.66733367,2.99333750,0.21852997,2.62220321,0.05860706,0.01283049,0.12134415,0.17350291
-4.66133067,2.93343615,0.21098290,2.57109417,0.05599630,0.01244338,0.11628887,0.17181607
-4.65532766,2.87331267,0.20345830,2.51938190,0.05341981,0.01206326,0.11140954,0.17040567
-4.64932466,2.81388771,0.19606263,2.46784705,0.05091140,0.01169438,0.10677393,0.16928987
-4.64332166,2.75604312,0.18889542,2.41724661,0.04850173,0.01134077,0.10244233,0.16848336
-4.63731866,2.70059505,0.18204672,2.36829022,0.04621771,0.01100604,0.09846612,0.16799703
-4.63131566,2.64827105,0.17559517,2.32161972,0.04408214,0.01069329,0.09488664,0.16783800
-4.62531266,2.59969262,0.16960650,2.27779304,0.04211343,0.01040501,0.09173455,0.16800979
-4.61930965,2.55536376,0.16413278,2.23727295,0.04032566,0.01014304,0.08902956,0.16851294
-4.61330665,2.51566601,0.15921222,2.20042131,0.03872862,0.00990858,0.08678067,0.16934581
-4.60730365,2.48085999,0.15486964,2.16749856,0.03732819,0.00970213,0.08498684,0.17050569
-4.60130065,2.45109285,0.15111753,2.13866832,0.03612669,0.00952363,0.08363803,0.17199016
-4.59529765,2.42641092,0.14795754,2.11400638,0.03512345,0.00937247,0.08271663,0.17379847
-4.58929465,2.40677638,0.14538240,2.09351306,0.03431535,0.00924763,0.08219910,0.17593312
-4.58329165,2.39208650,0.14337805,2.07712797,0.03369743,0.00914774,0.08205784,0.17840117
-4.57728864,2.38219392,0.14192590,2.06474571,0.03326347,0.00907128,0.08226311,0.18121559
-4.57128564,2.37692644,0.14100500,2.05623139,0.03300653,0.00901663,0.08278487,0.18439612
-4.56528264,2.37610480,0.14059407,2.05143465,0.03291940,0.00898220,0.08359461,0.18796987
-4.55927964,2.37955704,0.14067319,2.05020114,0.03299497,0.00896655,0.08466682,0.19197134
-4.55327664,2.38712856,0.14122505,2.05238065,0.03322644,0.00896843,0.08598026,0.19644189
-4.54727364,2.39868704,0.14223577,2.05783128,0.03360750,0.00898682,0.08751876,0.20142867
-4.54127064,2.41412205,0.14369511,2.06641955,0.03413226,0.00902098,0.08927170,0.20698283
-4.53526763,2.43333928,0.14559620,2.07801651,0.03479518,0.00907040,0.09123397,0.21315721
-4.52926463,2.45625018,0.14793468,2.09249025,0.03559080,0.00913479,0.09340553,0.22000344
-4.52326163,2.48275758,0.15070743,2.10969576,0.03651350,0.00921398,0.09579059,0.22756867
-4.51725863,2.51273873,0.15391095,2.12946287,0.03755712,0.00930787,0.09839638,0.23589189
-4.51125563,2.54602707,0.15753946,2.15158364,0.03871458,0.00941629,0.10123169,0.24500015
-4.50525263,2.58239418,0.16158290,2.17580029,0.03997757,0.00953894,0.10430522,0.25490483
-4.49924962,2.62153359,0.16602494,2.20179493,0.04133618,0.00967527,0.10762377,0.26559798
-4.49324662,2.66304783,0.17084122,2.22918222,0.04277871,0.00982436,0.11119056,0.27704925
-4.48724362,2.70643998,0.17599788,2.25750583,0.04429145,0.00998489,0.11500355,0.28920325
-4.48124062,2.75111077,0.18145049,2.28623950,0.04585869,0.01015506,0.11905404,0.30197773
-4.47523762,2.79636189,0.18714354,2.31479301,0.04746279,0.01033258,0.12332558,0.31526278
-4.46923462,2.84140582,0.19301055,2.34252322,0.04908438,0.01051465,0.12779319,0.32892089
-4.46323162,2.88538205,0.19897480,2.36874988,0.05070268,0.01069801,0.13242303,0.34278829
-4.45722861,2.92737930,0.20495065,2.39277581,0.05229602,0.01087899,0.13717254,0.35667736
-4.45122561,2.96646292,0.21084553,2.41391048,0.05384233,0.01105363,0.14199098,0.37038021
-4.44522261,3.00170617,0.21656238,2.43149603,0.05531982,0.01121776,0.14682040,0.38367327
-4.43921961,3.03222427,0.22200259,2.44493456,0.05670771,0.01136717,0.15159703,0.39632290
-4.43321661,3.05720944,0.22706921,2.45371534,0.05798688,0.01149771,0.15625294,0.40809165
-4.42721361,3.07596543,0.23167026,2.45744056,0.05914070,0.01160548,0.16071794,0.41874512
-4.42121061,3.08793972,0.23572219,2.45584841,0.06015566,0.01168695,0.16492173,0.42805911
-4.41520760,3.09275206,0.23915300,2.44883221,0.06102201,0.01173911,0.16879594,0.43582669
-4.40920460,3.09021765,0.24190523,2.43645458,0.06173433,0.01175959,0.17227631,0.44186505
-4.40320160,3.08036381,0.24393839,2.41895576,0.06229196,0.01174673,0.17530461,0.44602173
-4.39719860,3.06343926,0.24523088,2.39675545,0.06269926,0.01169971,0.17783044,0.44817997
-4.39119560,3.03991509,0.24578120,2.37044785,0.06296572,0.01161852,0.17981267,0.44826303
-4.38519260,3.01047736,0.24560853,2.34078981,0.06310598,0.01150401,0.18122060,0.44623709
-4.37918959,2.97601109,0.24475240,2.30868220,0.06313959,0.01135786,0.18203472,0.44211283
-4.37318659,2.93757601,0.24327173,2.27514501,0.06309058,0.01118251,0.18224705,0.43594543
-4.36718359,2.89637493,0.24124305,2.24128691,0.06298698,0.01098106,0.18186110,0.42783300
-4.36118059,2.85371546,0.23875809,2.20827015,0.06286001,0.01075722,0.18089141,0.41791361
-4.35517759,2.81096654,0.23592073,2.17727194,0.06274331,0.01051508,0.17936279,0.40636091
-4.34917459,2.76951123,0.23284357,2.14944370,0.06267189,0.01025905,0.17730917,0.39337861
-4.34317159,2.73069747,0.22964406,2.12586944,0.06268109,0.00999366,0.17477223,0.37919400
-4.33716858,2.69578862,0.22644049,2.10752502,0.06280545,0.00972340,0.17179988,0.36405090
-4.33116558,2.66591566,0.22334797,2.09523949,0.06307753,0.00945260,0.16844453,0.34820209
-4.32516258,2.64203301,0.22047440,2.08966037,0.06352675,0.00918524,0.16476141,0.33190188
-4.31915958,2.62487959,0.21791685,2.09122397,0.06417830,0.00892486,0.16080682,0.31539876
-4.31315658,2.61494683,0.21575817,2.10013220,0.06505211,0.00867445,0.15663652,0.29892870
-4.30715358,2.61245510,0.21406421,2.11633681,0.06616189,0.00843634,0.15230426,0.28270910
