energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.88594297,3.45805970,0.01174438,0.63286868,0.60491865,0.39998151,2.33580778,1.20442766,0.03536444,1.03339868
-5.87993997,3.45763615,0.01101903,0.63276028,0.60671731,0.39540664,2.33502016,1.20654389,0.03526738,1.03539958
-5.87393697,3.45173008,0.01029908,0.63136879,0.60727707,0.39043241,2.33242415,1.20672190,0.03501485,1.03590560
-5.86793397,3.44075257,0.00959191,0.62876064,0.60666117,0.38519199,2.32829600,1.20510818,0.03460954,1.03497593
-5.86193097,3.42521248,0.00890442,0.62501424,0.60496434,0.37982596,2.32290210,1.20187876,0.03405738,1.03270875
-5.85592796,3.40570321,0.00824292,0.62021672,0.60231100,0.37447911,2.31649252,1.19723373,0.03336728,1.02924071
-5.84992496,3.38288787,0.00761307,0.61446083,0.59885287,0.36929694,2.30929696,1.19139128,0.03255070,1.02474535
-5.84392196,3.35748347,0.00701978,0.60784220,0.59476613,0.36442205,2.30152330,1.18458166,0.03162123,1.01943064
-5.83791896,3.33024447,0.00646728,0.60045699,0.59024795,0.35999050,2.29335874,1.17704100,0.03059412,1.01353557
-5.83191596,3.30194630,0.00595903,0.59240009,0.58551270,0.35612818,2.28497309,1.16900549,0.02948571,1.00732583
-5.82591296,3.27336887,0.00549784,0.58376378,0.58078773,0.35294737,2.27652380,1.16070573,0.02831295,1.00108853
-5.81990995,3.24528040,0.00508582,0.57463703,0.57630878,0.35054354,2.26816198,1.15236156,0.02709289,0.99512616
-5.81390695,3.21842163,0.00472448,0.56510512,0.57231504,0.34899247,2.26003864,1.14417729,0.02584222,0.98974958
-5.80790395,3.19349045,0.00441476,0.55524964,0.56904383,0.34834784,2.25231032,1.13633748,0.02457689,0.98527035
-5.80190095,3.17112688,0.00415709,0.54514877,0.56672506,0.34863933,2.24514318,1.12900303,0.02331177,0.98199222
-5.79589795,3.15189843,0.00395141,0.53487758,0.56557529,0.34987129,2.23871486,1.12230781,0.02206036,0.98020218
-5.78989495,3.13628584,0.00379725,0.52450834,0.56579168,0.35202201,2.23321355,1.11635563,0.02083467,0.98016101
-5.78389195,3.12466942,0.00369370,0.51411065,0.56754578,0.35504375,2.22883385,1.11121760,0.01964505,0.98209368
-5.77788894,3.11731602,0.00363948,0.50375133,0.57097740,0.35886338,2.22576934,1.10692992,0.01850019,0.98617983
-5.77188594,3.11436724,0.00363296,0.49349401,0.57618861,0.36338374,2.22420214,1.10349206,0.01740712,0.99254467
-5.76588294,3.11582904,0.00367210,0.48339842,0.58323830,0.36848571,2.22428986,1.10086552,0.01637129,1.00125070
-5.75987994,3.12156373,0.00375453,0.47351933,0.59213736,0.37403087,2.22615079,1.09897320,0.01539667,1.01229062
-5.75387694,3.13128469,0.00387749,0.46390537,0.60284486,0.37986481,2.22984834,1.09769959,0.01448589,1.02558192
-5.74787394,3.14455479,0.00403788,0.45459766,0.61526548,0.38582090,2.23537594,1.09689193,0.01364038,1.04096350
-5.74187094,3.16078907,0.00423221,0.44562840,0.62924854,0.39172452,2.24264355,1.09636240,0.01286056,1.05819475
-5.73586793,3.17926253,0.00445666,0.43701977,0.64458873,0.39739763,2.25146721,1.09589170,0.01214595,1.07695747
-5.72986493,3.19912322,0.00470708,0.42878294,0.66102892,0.40266358,2.26156262,1.09523390,0.01149536,1.09686076
-5.72386193,3.21941124,0.00497903,0.42091756,0.67826493,0.40735198,2.27254376,1.09412279,0.01090703,1.11744911
-5.71785893,3.23908335,0.00526780,0.41341185,0.69595252,0.41130362,2.28392718,1.09227953,0.01037872,1.13821357
-5.71185593,3.25704308,0.00556851,0.40624316,0.71371641,0.41437521,2.29514224,1.08942165,0.00990789,1.15860596
-5.70585293,3.27217561,0.00587616,0.39937920,0.73116103,0.41644386,2.30554725,1.08527312,0.00949174,1.17805566
-5.69984992,3.28338641,0.00618572,0.39277991,0.74788294,0.41741128,2.31445101,1.07957518,0.00912732,1.19598848
-5.69384692,3.28964235,0.00649221,0.38639984,0.76348430,0.41720731,2.32113885,1.07209765,0.00881162,1.21184713
-5.68784392,3.29001383,0.00679080,0.38019097,0.77758704,0.41579307,2.32490208,1.06265009,0.00854166,1.22511233
-5.68184092,3.28371613,0.00707693,0.37410592,0.78984704,0.41316324,2.32506936,1.05109261,0.00831449,1.23532385
-5.67583792,3.27014812,0.00734637,0.36810120,0.79996793,0.40934774,2.32103839,1.03734560,0.00812734,1.24210052
-5.66983492,3.24892670,0.00759535,0.36214056,0.80771369,0.40441246,2.31230632,1.02139797,0.00797759,1.24515835
-5.66383192,3.21991520,0.00782062,0.35619811,0.81291964,0.39845922,2.29849724,1.00331354,0.00786288,1.24432590
-5.65782891,3.18324422,0.00801949,0.35026109,0.81550124,0.39162479,2.27938537,0.98323506,0.00778116,1.23955619
-5.65182591,3.13932391,0.00818995,0.34433215,0.81546035,0.38407910,2.25491261,0.96138569,0.00773067,1.23093447
-5.64582291,3.08884668,0.00833064,0.33843104,0.81288853,0.37602248,2.22519975,0.93806773,0.00771007,1.21868149
-5.63981991,3.03278018,0.00844089,0.33259560,0.80796719,0.36768212,2.19055057,0.91365853,0.00771839,1.20315201
-5.63381691,2.97235028,0.00852071,0.32688197,0.80096472,0.35930784,2.15144883,0.88860362,0.00775511,1.18482838
-5.62781391,2.90901479,0.00857075,0.32136411,0.79223037,0.35116700,2.10854817,0.86340732,0.00782015,1.16430958
-5.62181091,2.84442838,0.00859226,0.31613250,0.78218528,0.34353898,2.06265550,0.83862099,0.00791387,1.14229582
-5.61580790,2.78040019,0.00858705,0.31129215,0.77131093,0.33670910,2.01470866,0.81482939,0.00803708,1.11956942
-5.60980490,2.71884519,0.00855739,0.30696000,0.76013530,0.33096216,1.96574926,0.79263544,0.00819102,1.09697250
-5.60380190,2.66173105,0.00850594,0.30326172,0.74921731,0.32657581,1.91689196,0.77264411,0.00837731,1.07538230
-5.59779890,2.61102222,0.00843564,0.30032804,0.73913005,0.32381380,1.86929121,0.75544556,0.00859793,1.05568500
-5.59179590,2.56862277,0.00834967,0.29829078,0.73044320,0.32291934,1.82410689,0.74159841,0.00885513,1.03874878
-5.58579290,2.53631994,0.00825127,0.29727851,0.72370540,0.32410862,1.78246975,0.73161339,0.00915140,1.02539716
-5.57978989,2.51572982,0.00814376,0.29741217,0.71942689,0.32756475,1.74544797,0.72593787,0.00948935,1.01638330
-5.57378689,2.50824677,0.00803035,0.29880055,0.71806308,0.33343223,1.71401563,0.72494173,0.00987162,1.01236611
-5.56778389,2.51499797,0.00791414,0.30153594,0.71999945,0.34181204,1.68902397,0.72890497,0.01030078,1.01388889
-5.56178089,2.53680424,0.00779802,0.30568986,0.72553821,0.35275757,1.67117609,0.73800724,0.01077922,1.02136097
-5.55577789,2.57414819,0.00768460,0.31130920,0.73488717,0.36627143,1.66100565,0.75231977,0.01130900,1.03504303
-5.54977489,2.62715058,0.00757619,0.31841268,0.74815098,0.38230339,1.65885999,0.77179974,0.01189172,1.05503634
-5.54377189,2.69555546,0.00747477,0.32698794,0.76532521,0.40074925,1.66488796,0.79628737,0.01252841,1.08127628
-5.53776888,2.77872467,0.00738192,0.33698922,0.78629328,0.42145107,1.67903268,0.82550579,0.01321937,1.11353029
-5.53176588,2.87564192,0.00729883,0.34833584,0.81082653,0.44419850,1.70102939,0.85906380,0.01396404,1.15140028
-5.52576288,2.98492648,0.00722631,0.36091155,0.83858733,0.46873132,1.73040837,0.89646151,0.01476090,1.19432946
-5.51975988,3.10485640,0.00716476,0.37456489,0.86913535,0.49474319,1.76650296,0.93709873,0.01560730,1.24161346
-5.51375688,3.23340088,0.00711418,0.38911050,0.90193676,0.52188654,1.80846245,0.98028616,0.01649942,1.29241540
-5.50775388,3.36826113,0.00707418,0.40433159,0.93637624,0.54977843,1.85526974,1.02525898,0.01743217,1.34578456
-5.50175088,3.50691890,0.00704404,0.41998342,0.97177156,0.57800742,1.90576337,1.07119278,0.01839912,1.40067821
-5.49574787,3.64669164,0.00702267,0.43579786,1.00739017,0.60614110,1.95866343,1.11722132,0.01939251,1.45598597
-5.48974487,3.78479294,0.00700868,0.45148892,1.04246764,0.63373434,2.01260092,1.16245586,0.02040325,1.51055616
-5.48374187,3.91839679,0.00700040,0.46675912,1.07622716,0.66033792,2.06614977,1.20600552,0.02142099,1.56322328
-5.47773887,4.04470388,0.00699592,0.48130657,1.10789971,0.68550736,2.11786080,1.24699816,0.02243418,1.61283603
-5.47173587,4.16100836,0.00699312,0.49483252,1.13674421,0.70881183,2.16629674,1.28460121,0.02343027,1.65828505
-5.46573287,4.26476299,0.00698974,0.50704918,1.16206704,0.72984287,2.21006734,1.31804194,0.02439587,1.69852952
-5.45972986,4.35364099,0.00698340,0.51768759,1.18324033,0.74822276,2.24786368,1.34662645,0.02531699,1.73262203
-5.45372686,4.42559257,0.00697165,0.52650519,1.19971845,0.76361229,2.27849057,1.36975689,0.02617935,1.75973090
-5.44772386,4.47889469,0.00695207,0.53329286,1.21105205,0.77571780,2.30089623,1.38694640,0.02696865,1.77915939
-5.44172086,4.51219236,0.00692229,0.53788122,1.21689943,0.78429732,2.31419822,1.39783111,0.02767098,1.79036124
-5.43571786,4.52453027,0.00688005,0.54014584,1.21703462,0.78916562,2.31770495,1.40217901,0.02827315,1.79295217
-5.42971486,4.51537384,0.00682328,0.54001127,1.21135214,0.79019814,2.31093210,1.39989524,0.02876308,1.78671701
-5.42371186,4.48461887,0.00675016,0.53745364,1.19986816,0.78733348,2.29361342,1.39102366,0.02913019,1.77161233
-5.41770885,4.43258975,0.00665917,0.53250174,1.18271818,0.78057466,2.26570562,1.37574454,0.02936572,1.74776452
-5.41170585,4.36002608,0.00654914,0.52523654,1.16015128,0.76998887,2.22738734,1.35436855,0.02946307,1.71546355
-5.40570285,4.26805838,0.00641932,0.51578909,1.13252120,0.75570576,2.17905210,1.32732708,0.02941808,1.67515251
-5.39969985,4.15817355,0.00626938,0.50433704,1.10027466,0.73791435,2.12129573,1.29515940,0.02922918,1.62741355
-5.39369685,4.03217134,0.00609947,0.49109959,1.06393726,0.71685854,2.05489854,1.25849683,0.02889756,1.57295039
-5.38769385,3.89211336,0.00591021,0.47633138,1.02409758,0.69283134,1.98080303,1.21804471,0.02842718,1.51256838
-5.38169085,3.74026612,0.00570270,0.46031538,0.98139005,0.66616796,1.90008782,1.17456259,0.02782472,1.44715243
-5.37568784,3.57904032,0.00547849,0.44335498,0.93647708,0.63723797,1.81393867,1.12884343,0.02709945,1.37764372
-5.36968484,3.41092800,0.00523958,0.42576570,0.89003127,0.60643672,1.72361758,1.08169249,0.02626298,1.30501590
-5.36368184,3.23844002,0.00498830,0.40786679,0.84271802,0.57417624,1.63043090,1.03390658,0.02532896,1.23025138
-5.35767884,3.06404543,0.00472735,0.38997295,0.79517938,0.54087589,1.53569746,0.98625446,0.02431268,1.15431865
-5.35167584,2.89011489,0.00445965,0.37238644,0.74801943,0.50695319,1.44071761,0.93945883,0.02323067,1.07815100
-5.34567284,2.71886969,0.00418828,0.35538999,0.70179168,0.47281479,1.34674415,0.89418071,0.02210019,1.00262752
-5.33966983,2.55233771,0.00391641,0.33924047,0.65698881,0.43884828,1.25495570,0.85100645,0.02093879,0.92855655
-5.33366683,2.39231750,0.00364722,0.32416372,0.61403491,0.40541462,1.16643337,0.81043768,0.01976379,0.85666223
-5.32766383,2.24035108,0.00338375,0.31035050,0.57328043,0.37284182,1.08214100,0.77288456,0.01859185,0.78757419
-5.32166083,2.09770591,0.00312891,0.29795368,0.53499975,0.34141977,1.00290955,0.73866215,0.01743854,0.72182065
-5.31565783,1.96536595,0.00288534,0.28708664,0.49939122,0.31139641,0.92942556,0.70798990,0.01631796,0.65982481
-5.30965483,1.84403136,0.00265536,0.27782284,0.46657965,0.28297535,0.86222393,0.68099401,0.01524248,0.60190447
-5.30365183,1.73412624,0.00244093,0.27019648,0.43662074,0.25631489,0.80168476,0.65771236,0.01422249,0.54827465
-5.29764882,1.63581346,0.00224360,0.26420413,0.40950725,0.23152833,0.74803417,0.63810148,0.01326627,0.49905283
-5.29164582,1.54901523,0.00206448,0.25980715,0.38517648,0.20868561,0.70134868,0.62204517,0.01237992,0.45426651
-5.28564282,1.47343840,0.00190427,0.25693470,0.36351863,0.18781600,0.66156277,0.60936430,0.01156736,0.41386245
-5.27963982,1.40860293,0.00176320,0.25548729,0.34438561,0.16891176,0.62847929,0.59982714,0.01083045,0.37771738
-5.27363682,1.35387240,0.00164109,0.25534060,0.32760006,0.15193241,0.60178210,0.59315995,0.01016909,0.34564946
-5.26763382,1.30848523,0.00153739,0.25634949,0.31296393,0.13680968,0.58105061,0.58905729,0.00958146,0.31743025
-5.26163082,1.27158566,0.00145118,0.25835202,0.30026669,0.12345261,0.56577566,0.58719176,0.00906420,0.29279656
-5.25562781,1.24225357,0.00138127,0.26117347,0.28929267,0.11175284,0.55537641,0.58722306,0.00861273,0.27146207
-5.24962481,1.21953246,0.00132621,0.26463019,0.27982747,0.10158982,0.54921768,0.58880599,0.00822152,0.25312821
-5.24362181,1.20245533,0.00128439,0.26853337,0.27166339,0.09283584,0.54662760,0.59159769,0.00788435,0.23749419
-5.23761881,1.19006792,0.00125408,0.27269255,0.26460382,0.08536065,0.54691493,0.59526381,0.00759461,0.22426613
-5.23161581,1.18144968,0.00123349,0.27691904,0.25846660,0.07903578,0.54938603,0.59948407,0.00734559,0.21316497
-5.22561281,1.17573216,0.00122087,0.28102904,0.25308661,0.07373828,0.55336102,0.60395707,0.00713071,0.20393338
-5.21960980,1.17211535,0.00121453,0.28484673,0.24831746,0.06935405,0.55818890,0.60840477,0.00694379,0.19634159
-5.21360680,1.16988197,0.00121292,0.28820711,0.24403264,0.06578064,0.56326141,0.61257666,0.00677919,0.19019217
-5.20760380,1.16841015,0.00121466,0.29095872,0.24012627,0.06292954,0.56802545,0.61625385,0.00663206,0.18532393
-5.20160080,1.16718455,0.00121861,0.29296620,0.23651340,0.06072805,0.57199372,0.61925317,0.00649842,0.18161501
-5.19559780,1.16580615,0.00122387,0.29411257,0.23313024,0.05912071,0.57475352,0.62143133,0.00637530,0.17898513
-5.18959480,1.16400059,0.00122985,0.29430135,0.22993420,0.05807028,0.57597355,0.62268902,0.00626082,0.17739718
-5.18359180,1.16162512,0.00123623,0.29345835,0.22690393,0.05755841,0.57540844,0.62297498,0.00615418,0.17685815
-5.17758879,1.15867376,0.00124302,0.29153312,0.22403922,0.05758593,0.57290112,0.62228976,0.00605574,0.17741935
-5.17158579,1.15528049,0.00125052,0.28849986,0.22136093,0.05817273,0.56838283,0.62068887,0.00596694,0.17917592
-5.16558279,1.15171988,0.00125932,0.28435804,0.21891067,0.05935734,0.56187092,0.61828520,0.00589025,0.18226553
-5.15957979,1.14840484,0.00127028,0.27913224,0.21675026,0.06119614,0.55346433,0.61525017,0.00582908,0.18686626
-5.15357679,1.14588095,0.00128448,0.27287155,0.21496088,0.06376209,0.54333708,0.61181342,0.00578767,0.19319337
-5.14757379,1.14481683,0.00130319,0.26564831,0.21364168,0.06714311,0.53172983,0.60826072,0.00577092,0.20149508
-5.14157079,1.14599043,0.00132784,0.25755616,0.21290790,0.07143993,0.51893971,0.60492984,0.00578423,0.21204699
-5.13556778,1.15027072,0.00135992,0.24870761,0.21288822,0.07676346,0.50530891,0.60220412,0.00583327,0.22514534
-5.12956478,1.15859494,0.00140095,0.23923095,0.21372150,0.08323165,0.49121214,0.60050380,0.00592381,0.24109875
-5.12356178,1.17194145,0.00145243,0.22926676,0.21555266,0.09096582,0.47704340,0.60027507,0.00606141,0.26021868
-5.11755878,1.19129855,0.00151571,0.21896404,0.21852800,0.10008651,0.46320258,0.60197698,0.00625124,0.28280865
-5.11155578,1.21762998,0.00159201,0.20847607,0.22278970,0.11070881,0.45008200,0.60606651,0.00649780,0.30915217
-5.10555278,1.25183777,0.00168227,0.19795618,0.22846999,0.12293739,0.43805353,0.61298226,0.00680465,0.33949992
-5.09954977,1.29472378,0.00178717,0.18755353,0.23568482,0.13686119,0.42745658,0.62312721,0.00717422,0.37405623
-5.09354677,1.34695104,0.00190701,0.17740909,0.24452759,0.15254801,0.41858717,0.63685124,0.00760759,0.41296547
-5.08754377,1.40900640,0.00204169,0.16765191,0.25506288,0.17003913,0.41168868,0.65443415,0.00810426,0.45629868
-5.08154077,1.48116614,0.00219068,0.15839588,0.26732066,0.18934422,0.40694416,0.67606975,0.00866207,0.50404112
-5.07553777,1.56346610,0.00235298,0.14973695,0.28129126,0.21043669,0.40447083,0.70185211,0.00927709,0.55608131
-5.06953477,1.65567799,0.00252715,0.14175112,0.29692123,0.23324983,0.40431654,0.73176442,0.00994356,0.61220213
-5.06353177,1.75729330,0.00271125,0.13449304,0.31411060,0.25767386,0.40645859,0.76567125,0.01065393,0.67207471
-5.05752876,1.86751620,0.00290292,0.12799545,0.33271154,0.28355430,0.41080470,0.80331491,0.01139897,0.73525555
-5.05152576,1.98526643,0.00309941,0.12226929,0.35252876,0.31069170,0.41719632,0.84431611,0.01216795,0.80118745
-5.04552276,2.10919285,0.00329760,0.11730463,0.37332171,0.33884304,0.42541402,0.88817945,0.01294881,0.86920466
-5.03951976,2.23769791,0.00349410,0.11307227,0.39480860,0.36772485,0.43518483,0.93430359,0.01372853,0.93854233
-5.03351676,2.36897278,0.00368533,0.10952593,0.41667225,0.39701814,0.44619135,0.98199607,0.01449345,1.00835041
-5.02751376,2.50104257,0.00386762,0.10660505,0.43856766,0.42637502,0.45808236,1.03049243,0.01522967,1.07771176
-5.02151076,2.63182010,0.00403730,0.10423795,0.46013100,0.45542707,0.47048453,1.07897890,0.01592349,1.14566417
-5.01550775,2.75916686,0.00419079,0.10234533,0.48098978,0.48379501,0.48301491,1.12661799,0.01656185,1.21122546
-5.00950475,2.88095874,0.00432475,0.10084399,0.50077386,0.51109958,0.49529377,1.17257595,0.01713276,1.27342115
-5.00350175,2.99515408,0.00443615,0.09965049,0.51912680,0.53697306,0.50695747,1.21605096,0.01762576,1.33131333
-4.99749875,3.09986131,0.00452237,0.09868494,0.53571717,0.56107111,0.51767073,1.25630086,0.01803223,1.38402989
-4.99149575,3.19340327,0.00458129,0.09787438,0.55024923,0.58308432,0.52713817,1.29266926,0.01834575,1.43079269
-4.98549275,3.27437537,0.00461134,0.09715610,0.56247265,0.60274904,0.53511447,1.32460873,0.01856235,1.47094342
-4.97948974,3.34169493,0.00461159,0.09648045,0.57219062,0.61985685,0.54141301,1.35170012,0.01868060,1.50396598
-4.97348674,3.39463929,0.00458172,0.09581329,0.57926625,0.63426222,0.54591266,1.37366697,0.01870170,1.52950427
-4.96748374,3.43287098,0.00452207,0.09513796,0.58362665,0.64588804,0.54856246,1.39038443,0.01862941,1.54737435
-4.96148074,3.45644858,0.00443361,0.09445677,0.58526471,0.65472845,0.54938418,1.40188222,0.01846990,1.55757042
-4.95547774,3.46582272,0.00431792,0.09379197,0.58423839,0.66084907,0.54847267,1.40834159,0.01823148,1.56026413
-4.94947474,3.46181748,0.00417711,0.09318624,0.58066757,0.66438424,0.54599406,1.41008633,0.01792425,1.55579721
-4.94347174,3.44559789,0.00401374,0.09270277,0.57472863,0.66553158,0.54218200,1.40756846,0.01755972,1.54466761
-4.93746873,3.41862537,0.00383078,0.09242486,0.56664697,0.66454401,0.53733213,1.40134944,0.01715031,1.52750982
-4.93146573,3.38260315,0.00363149,0.09245515,0.55668790,0.66171952,0.53179509,1.39207764,0.01670887,1.50507025
-4.92546273,3.33941442,0.00341930,0.09291454,0.54514633,0.65738928,0.52596833,1.38046359,0.01624817,1.47817884
-4.91945973,3.29105627,0.00319774,0.09394079,0.53233571,0.65190463,0.52028719,1.36725403,0.01578042,1.44771821
-4.91345673,3.23957247,0.00297031,0.09568678,0.51857685,0.64562355,0.51521547,1.35320625,0.01531680,1.41459185
-4.90745373,3.18698839,0.00274043,0.09831859,0.50418700,0.63889729,0.51123583,1.33906382,0.01486713,1.37969291
-4.90145073,3.13525071,0.00251131,0.10201321,0.48946986,0.63205781,0.50884041,1.32553491,0.01443946,1.34387487
-4.89544772,3.08617459,0.00228592,0.10695603,0.47470671,0.62540664,0.50852166,1.31327399,0.01403996,1.30792553
-4.88944472,3.04140009,0.00206690,0.11333792,0.46014930,0.61920556,0.51076369,1.30286768,0.01367268,1.27254535
-4.88344172,3.00235910,0.00185655,0.12135199,0.44601441,0.61366956,0.51603416,1.29482495,0.01333962,1.23833089
-4.87743872,2.97025340,0.00165680,0.13118996,0.43248046,0.60896223,0.52477662,1.28957172,0.01304075,1.20576386
-4.87143572,2.94604364,0.00146916,0.14303805,0.41968604,0.60519376,0.53740321,1.28744974,0.01277417,1.17520604
-4.86543272,2.93044839,0.00129479,0.15707241,0.40773034,0.60242134,0.55428776,1.28871893,0.01253640,1.14689966
-4.85942971,2.92395192,0.00113445,0.17345412,0.39667519,0.60065181,0.57575886,1.29356271,0.01232261,1.12097300
-4.85342671,2.92681880,0.00098857,0.19232371,0.38654849,0.59984624,0.60209293,1.30209522,0.01212704,1.09745031
-4.84742371,2.93911329,0.00085727,0.21379537,0.37734873,0.59992594,0.63350713,1.31436959,0.01194334,1.07626513
-4.84142071,2.96072129,0.00074041,0.23795092,0.36905012,0.60077952,0.67015202,1.33038615,0.01176495,1.05727610
-4.83541771,2.99137265,0.00063758,0.26483363,0.36160809,0.60227038,0.71210389,1.35009981,0.01158550,1.04028392
-4.82941471,3.03066215,0.00054824,0.29444225,0.35496464,0.60424421,0.75935713,1.37342588,0.01139911,1.02504855
-4.82341171,3.07806751,0.00047166,0.32672538,0.34905345,0.60653607,0.81181650,1.40024369,0.01120071,1.01130567
-4.81740870,3.13296344,0.00040702,0.36157644,0.34380429,0.60897673,0.86928996,1.43039787,0.01098624,0.99878145
-4.81140570,3.19463145,0.00035345,0.39882963,0.33914664,0.61139792,0.93148224,1.46369725,0.01075284,0.98720514
-4.80540270,3.26226536,0.00031003,0.43825708,0.33501243,0.61363646,0.99798980,1.49991157,0.01049892,0.97631906
-4.79939970,3.33497317,0.00027581,0.47956755,0.33133784,0.61553722,1.06829764,1.53876662,0.01022420,0.96588571
-4.79339670,3.41177650,0.00024990,0.52240684,0.32806420,0.61695496,1.14177852,1.57993838,0.00992962,0.95569222
-4.78739370,3.49160876,0.00023139,0.56636018,0.32513814,0.61775523,1.21769513,1.62304704,0.00961728,0.94555226
-4.78139070,3.57331385,0.00021944,0.61095670,0.32251104,0.61781463,1.29520562,1.66765177,0.00929024,0.93530583
-4.77538769,3.65564681,0.00021324,0.65567599,0.32013804,0.61702055,1.37337284,1.71324709,0.00895231,0.92481750
-4.76938469,3.73727802,0.00021204,0.69995675,0.31797687,0.61527079,1.45117738,1.75926166,0.00860786,0.91397354
-4.76338169,3.81680198,0.00021514,0.74320738,0.31598643,0.61247330,1.52753443,1.80506011,0.00826155,0.90267856
-4.75737869,3.89275171,0.00022188,0.78481819,0.31412561,0.60854609,1.60131426,1.84994829,0.00791807,0.89085219
-4.75137569,3.96361892,0.00023166,0.82417497,0.31235225,0.60341767,1.67136574,1.89318227,0.00758196,0.87842610
-4.74537269,4.02787993,0.00024391,0.86067347,0.31062245,0.59702795,1.73654243,1.93398087,0.00725739,0.86534182
-4.73936968,4.08402664,0.00025809,0.89373433,0.30889028,0.58932956,1.79573031,1.97154152,0.00694795,0.85154939
-4.73336668,4.13060150,0.00027373,0.92281788,0.30710786,0.58028955,1.84787620,2.00505884,0.00665657,0.83700701
-4.72736368,4.16623492,0.00029034,0.94743833,0.30522585,0.56989140,1.89201591,2.03374518,0.00638539,0.82168148
-4.72136068,4.18968345,0.00030750,0.96717682,0.30319425,0.55813695,1.92730085,2.05685231,0.00613574,0.80554943
-4.71535768,4.19986678,0.00032479,0.98169277,0.30096348,0.54504819,1.95302221,2.07369309,0.00590812,0.78859890
-4.70935468,4.19590170,0.00034182,0.99073317,0.29848558,0.53066864,1.96863154,2.08366232,0.00570221,0.77083115
-4.70335168,4.17713117,0.00035822,0.99413944,0.29571547,0.51506415,1.97375705,2.08625563,0.00551698,0.75226228
-4.69734867,4.14314699,0.00037368,0.99185154,0.29261226,0.49832288,1.96821464,2.08108555,0.00535074,0.73292448
-4.69134567,4.09380492,0.00038786,0.98390925,0.28914030,0.48055449,1.95201352,2.06789417,0.00520127,0.71286654
-4.68534267,4.02923139,0.00040050,0.97045063,0.28527017,0.46188841,1.92535587,2.04656163,0.00506596,0.69215373
-4.67933967,3.94982145,0.00041135,0.95170759,0.28097937,0.44247123,1.88863079,2.01711025,0.00494192,0.67086668
-4.67333667,3.85622821,0.00042019,0.92799892,0.27625279,0.42246340,1.84240267,1.97970417,0.00482610,0.64909943
-4.66733367,3.74934425,0.00042686,0.89972104,0.27108292,0.40203527,1.78739447,1.93464460,0.00471549,0.62695682
-4.66133067,3.63027593,0.00043123,0.86733676,0.26546977,0.38136280,1.72446677,1.88236088,0.00460713,0.60455121
-4.65532766,3.50031199,0.00043320,0.83136261,0.25942069,0.36062302,1.65459328,1.82339809,0.00449832,0.58199886
-4.64932466,3.36088787,0.00043272,0.79235513,0.25294991,0.33998967,1.57883390,1.75840151,0.00438663,0.55941623
-4.64332166,3.21354730,0.00042980,0.75089671,0.24607806,0.31962910,1.49830647,1.68809889,0.00427001,0.53691642
