energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,3.23332975,0.00965814,0.80835582,1.26034904,0.00000000,2.73144584,1.04215872
-5.99399700,3.37002962,0.00995389,0.84724896,1.30681853,0.00000000,2.86649197,1.08656131
-5.98799400,3.49895032,0.01025341,0.88352853,1.35021407,0.00000000,2.99335263,1.12866171
-5.98199100,3.61813637,0.01055081,0.91671481,1.38982397,0.00000000,3.11021301,1.16781130
-5.97598799,3.72574332,0.01083973,0.94637283,1.42497899,0.00000000,3.21537655,1.20339374
-5.96998499,3.82008496,0.01111360,0.97212198,1.45507180,0.00000000,3.30730546,1.23484037
-5.96398199,3.89967775,0.01136590,0.99364426,1.47957520,0.00000000,3.38465867,1.26164487
-5.95797899,3.96328045,0.01159037,1.01069114,1.49805804,0.00000000,3.44632557,1.28337656
-5.95197599,4.00992713,0.01178128,1.02308848,1.51019813,0.00000000,3.49145423,1.29969185
-5.94597299,4.03895219,0.01193361,1.03073962,1.51579162,0.00000000,3.51947271,1.31034326
-5.93996998,4.05000608,0.01204321,1.03362626,1.51475817,0.00000000,3.53010268,1.31518555
-5.93396698,4.04306126,0.01210697,1.03180727,1.50714192,0.00000000,3.52336456,1.31417890
-5.92796398,4.01840797,0.01212284,1.02541556,1.49310803,0.00000000,3.49957400,1.30738877
-5.92196098,3.97664033,0.01208992,1.01465295,1.47293515,0.00000000,3.45932989,1.29498274
-5.91595798,3.91863340,0.01200837,0.99978352,1.44700413,0.00000000,3.40349427,1.27722433
-5.90995498,3.84551259,0.01187944,0.98112566,1.41578371,0.00000000,3.33316526,1.25446427
-5.90395198,3.75861682,0.01170528,0.95904316,1.37981386,0.00000000,3.24964404,1.22712957
-5.89794897,3.65945750,0.01148887,0.93393582,1.33968764,0.00000000,3.15439744,1.19571113
-5.89194597,3.54967511,0.01123383,0.90622992,1.29603261,0.00000000,3.04901784,1.16075027
-5.88594297,3.43099558,0.01094429,0.87636897,1.24949246,0.00000000,2.93518187,1.12282494
