energy_ev,total_up,Cu_p_up,Cu_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.77788894,2.15229612,0.77186264,1.14935551,0.03854399,0.00262723,0.00737303,0.88303843
-5.77188594,2.19722254,0.79061432,1.18328232,0.04078111,0.00261110,0.00795090,0.89784161
-5.76588294,2.24354952,0.81145825,1.21791511,0.04348829,0.00259365,0.00852763,0.91320122
-5.75987994,2.29053159,0.83395687,1.25284093,0.04667386,0.00257381,0.00909473,0.92878349
-5.75387694,2.33748495,0.85769817,1.28767008,0.05034535,0.00255064,0.00964366,0.94428257
-5.74787394,2.38379735,0.88230141,1.32204391,0.05450819,0.00252337,0.01016599,0.95942529
-5.74187094,2.42893877,0.90742263,1.35564358,0.05916437,0.00249139,0.01065359,0.97397630
-5.73586793,2.47247224,0.93275969,1.38819918,0.06431094,0.00245427,0.01109876,0.98774313
-5.72986493,2.51406421,0.95805661,1.41949889,0.06993853,0.00241176,0.01149445,1.00058110
-5.72386193,2.55349366,0.98310684,1.44939739,0.07602982,0.00236378,0.01183443,1.01239756
-5.71785893,2.59065900,1.00775528,1.47782309,0.08255820,0.00231038,0.01211343,1.02315521
-5.71185593,2.62558213,1.03189865,1.50478324,0.08948656,0.00225182,0.01232725,1.03287405
-5.70585293,2.65840869,1.05548409,1.53036660,0.09676636,0.00218846,0.01247292,1.04163159
-5.69984992,2.68940394,1.07850590,1.55474309,0.10433705,0.00212080,0.01254867,1.04956120
-5.69384692,2.71894393,1.10100027,1.57815992,0.11212592,0.00204945,0.01255404,1.05684812
-5.68784392,2.74750167,1.12303821,1.60093434,0.12004847,0.00197514,0.01248982,1.06372335
-5.68184092,2.77562856,1.14471681,1.62344263,0.12800919,0.00189864,0.01235800,1.07045526
-5.67583792,2.80393138,1.16614917,1.64610598,0.13590306,0.00182080,0.01216170,1.07733917
-5.66983492,2.83304564,1.18745338,1.66937333,0.14361742,0.00174249,0.01190502,1.08468521
-5.66383192,2.86360632,1.20874107,1.69370210,0.15103447,0.00166459,0.01159293,1.09280489
-5.65782891,2.89621715,1.23010602,1.71953739,0.15803409,0.00158800,0.01123109,1.10199695
-5.65182591,2.93141983,1.25161353,1.74729077,0.16449711,0.00151354,0.01082570,1.11253306
-5.64582291,2.96966463,1.27329087,1.77731945,0.17030869,0.00144201,0.01038326,1.12464405
-5.63981991,3.01128395,1.29511957,1.80990705,0.17536183,0.00137413,0.00991049,1.13850738
-5.63381691,3.05646992,1.31702980,1.84524675,0.17956082,0.00131054,0.00941409,1.15423642
-5.62781391,3.10525753,1.33889724,1.88342781,0.18282438,0.00125176,0.00890063,1.17187208
-5.62181091,3.15751392,1.36054267,1.92442605,0.18508848,0.00119823,0.00837641,1.19137734
-5.61580790,3.21293470,1.38173422,1.96809894,0.18630859,0.00115023,0.00784734,1.21263485
-5.60980490,3.27104732,1.40219236,2.01418541,0.18646134,0.00110795,0.00731887,1.23544786
-5.60380190,3.33122157,1.42159727,2.06231057,0.18554538,0.00107144,0.00679595,1.25954440
-5.59779890,3.39268669,1.43959835,2.11199507,0.18358158,0.00104066,0.00628293,1.28458459
-5.59179590,3.45455433,1.45582531,2.16266866,0.18061232,0.00101542,0.00578360,1.31017069
-5.58579290,3.51584624,1.46990049,2.21368744,0.17670015,0.00099546,0.00530116,1.33585947
-5.57978989,3.57552564,1.48145158,2.26435386,0.17192567,0.00098042,0.00483824,1.36117636
-5.57378689,3.63253064,1.49012451,2.31393874,0.16638493,0.00096987,0.00439693,1.38563069
-5.56778389,3.68580843,1.49559557,2.36170428,0.16018625,0.00096333,0.00397881,1.40873142
-5.56178089,3.73434880,1.49758259,2.40692715,0.15344686,0.00096026,0.00358500,1.43000266
-5.55577789,3.77721563,1.49585447,2.44892069,0.14628929,0.00096012,0.00321619,1.44899835
-5.54977489,3.81357517,1.49023896,2.48705548,0.13883783,0.00096235,0.00287271,1.46531559
-5.54377189,3.84272022,1.48062821,2.52077740,0.13121507,0.00096640,0.00255454,1.47860615
-5.53776888,3.86408940,1.46698216,2.54962277,0.12353875,0.00097174,0.00226140,1.48858573
-5.53176588,3.87728097,1.44932961,2.57323003,0.11591901,0.00097789,0.00199273,1.49504080
-5.52576288,3.88206108,1.42776719,2.59134771,0.10845609,0.00098440,0.00174781,1.49783290
-5.51975988,3.87836639,1.40245615,2.60383856,0.10123851,0.00099089,0.00152571,1.49690032
-5.51375688,3.86630107,1.37361752,2.61067994,0.09434184,0.00099703,0.00132538,1.49225729
-5.50775388,3.84612896,1.34152565,2.61196048,0.08782797,0.00100255,0.00114566,1.48399089
-5.50175088,3.81826095,1.30650060,2.60787347,0.08174487,0.00100728,0.00098532,1.47225582
-5.49574787,3.78323856,1.26889965,2.59870721,0.07612687,0.00101108,0.00084307,1.45726746
-5.48974487,3.74171433,1.22910833,2.58483278,0.07099524,0.00101392,0.00071756,1.43929346
-5.48374187,3.69442967,1.18753117,2.56668978,0.06635911,0.00101580,0.00060748,1.41864425
-5.47773887,3.64219118,1.14458254,2.54477054,0.06221672,0.00101681,0.00051149,1.39566279
-5.47173587,3.58584596,1.10067783,2.51960325,0.05855665,0.00101708,0.00042830,1.37071398
-5.46573287,3.52625689,1.05622515,2.49173478,0.05535937,0.00101680,0.00035662,1.34417399
-5.45972986,3.46427844,1.01161777,2.46171346,0.05259862,0.00101619,0.00029526,1.31641986
-5.45372686,3.40073374,0.96722734,2.43007255,0.05024292,0.00101551,0.00024306,1.28781961
-5.44772386,3.33639349,0.92339812,2.39731478,0.04825694,0.00101503,0.00019894,1.25872312
-5.44172086,3.27195732,0.88044217,2.36389840,0.04660284,0.00101502,0.00016190,1.22945407
-5.43571786,3.20803793,0.83863560,2.33022523,0.04524153,0.00101577,0.00013103,1.20030290
-5.42971486,3.14514848,0.79821590,2.29663091,0.04413372,0.00101753,0.00010548,1.17152122
-5.42371186,3.08369358,0.75938026,2.26337772,0.04324104,0.00102054,0.00008450,1.14331749
-5.41770885,3.02396389,0.72228497,2.23065009,0.04252693,0.00102498,0.00006744,1.11585423
-5.41170585,2.96613466,0.68704580,2.19855292,0.04195753,0.00103100,0.00005371,1.08924671
-5.40570285,2.91026799,0.65373934,2.16711281,0.04150249,0.00103868,0.00004280,1.06356309
-5.39969985,2.85631885,0.62240516,2.13628198,0.04113572,0.00104805,0.00003429,1.03882599
-5.39369685,2.80414456,0.59304885,2.10594483,0.04083613,0.00105907,0.00002783,1.01501537
-5.38769385,2.75351747,0.56564580,2.07592696,0.04058839,0.00107163,0.00002313,0.99207269
-5.38169085,2.70414032,0.54014555,2.04600608,0.04038355,0.00108555,0.00001998,0.96990602
-5.37568784,2.65566395,0.51647673,2.01592480,0.04021986,0.00110060,0.00001822,0.94839610
-5.36968484,2.60770658,0.49455245,1.98540450,0.04010339,0.00111649,0.00001775,0.92740301
-5.36368184,2.55987417,0.47427588,1.95416001,0.04004879,0.00113290,0.00001853,0.90677327
-5.35767884,2.51178122,0.45554607,1.92191458,0.04007998,0.00114946,0.00002057,0.88634717
-5.35167584,2.46307113,0.43826377,1.88841449,0.04023081,0.00116579,0.00002394,0.86596597
-5.34567284,2.41343571,0.42233711,1.85344295,0.04054567,0.00118152,0.00002875,0.84547888
-5.33966983,2.36263289,0.40768693,1.81683267,0.04108003,0.00119628,0.00003515,0.82474948
-5.33366683,2.31050225,0.39425170,1.77847675,0.04190087,0.00120976,0.00004337,0.80366137
-5.32766383,2.25697772,0.38199184,1.73833741,0.04308692,0.00122167,0.00005364,0.78212302
-5.32166083,2.20209687,0.37089326,1.69645227,0.04472869,0.00123181,0.00006627,0.76007142
-5.31565783,2.14600661,0.36096996,1.65293795,0.04692827,0.00124005,0.00008159,0.73747464
-5.30965483,2.08896487,0.35226565,1.60799078,0.04979873,0.00124635,0.00009997,0.71433316
-5.30365183,2.03133815,0.34485416,1.56188451,0.05346319,0.00125078,0.00012181,0.69067984
-5.29764882,1.97359486,0.33883868,1.51496514,0.05805340,0.00125351,0.00014752,0.66657875
-5.29164582,1.91629469,0.33434957,1.46764293,0.06370784,0.00125482,0.00017754,0.64212274
-5.28564282,1.86007402,0.33154097,1.42038175,0.07056923,0.00125509,0.00021229,0.61742997
-5.27963982,1.80562790,0.33058596,1.37368615,0.07878151,0.00125480,0.00025219,0.59263949
-5.27363682,1.75368899,0.33167043,1.32808655,0.08848622,0.00125452,0.00029763,0.56790611
-5.26763382,1.70500413,0.33498584,1.28412291,0.09981827,0.00125490,0.00034894,0.54339464
-5.26163082,1.66030915,0.34072076,1.24232754,0.11290126,0.00125663,0.00040642,0.51927391
-5.25562781,1.62030282,0.34905172,1.20320747,0.12784231,0.00126043,0.00047024,0.49571065
-5.24962481,1.58562068,0.36013332,1.16722717,0.14472665,0.00126703,0.00054052,0.47286353
-5.24362181,1.55680978,0.37408812,1.13479207,0.16361197,0.00127714,0.00061721,0.45087762
-5.23761881,1.53430515,0.39099653,1.10623352,0.18452289,0.00129144,0.00070015,0.42987940
-5.23161581,1.51840894,0.41088722,1.08179590,0.20744563,0.00131049,0.00078902,0.40997262
-5.22561281,1.50927307,0.43372836,1.06162619,0.23232330,0.00133478,0.00088335,0.39123506
-5.21960980,1.50688624,0.45942019,1.04576657,0.25905191,0.00136466,0.00098248,0.37371636
-5.21360680,1.51106586,0.48778936,1.03415042,0.28747748,0.00140032,0.00108558,0.35743697
-5.20760380,1.52145554,0.51858541,1.02660193,0.31739448,0.00144180,0.00119167,0.34238827
-5.20160080,1.53752836,0.55147982,1.02283941,0.34854588,0.00148891,0.00129958,0.32853380
-5.19559780,1.55859626,0.58606781,1.02248237,0.38062491,0.00154130,0.00140803,0.31581153
-5.18959480,1.58382535,0.62187320,1.02506224,0.41327884,0.00159842,0.00151561,0.30413708
-5.18359180,1.61225701,0.65835633,1.03003642,0.44611465,0.00165951,0.00162083,0.29340775
-5.17758879,1.64283414,0.69492503,1.03680525,0.47870677,0.00172363,0.00172214,0.28350710
-5.17158579,1.67443204,0.73094842,1.04473153,0.51060665,0.00178970,0.00181799,0.27430997
-5.16558279,1.70589295,0.76577326,1.05316185,0.54135405,0.00185649,0.00190689,0.26568775
-5.15957979,1.73606308,0.79874235,1.06144906,0.57048965,0.00192267,0.00198740,0.25751351
-5.15357679,1.76383112,0.82921431,1.06897526,0.59756878,0.00198685,0.00205825,0.24966703
-5.14757379,1.78816674,0.85658419,1.07517438,0.62217561,0.00204762,0.00211833,0.24203937
-5.14157079,1.80815787,0.88030408,1.07955368,0.64393739,0.00210362,0.00216676,0.23453688
-5.13556778,1.82304529,0.89990274,1.08171334,0.66253820,0.00215356,0.00220296,0.22708446
-5.12956478,1.83225316,0.91500373,1.08136344,0.67773160,0.00219627,0.00222662,0.21962811
-5.12356178,1.83541454,0.92534092,1.07833772,0.68935160,0.00223078,0.00223777,0.21213651
-5.11755878,1.83239045,0.93077098,1.07260355,0.69732150,0.00225633,0.00223677,0.20460174
-5.11155578,1.82328199,0.93128196,1.06426761,0.70166010,0.00227243,0.00222436,0.19703910
-5.10555278,1.80843453,0.92699770,1.05357705,0.70248497,0.00227887,0.00220160,0.18948606
-5.09954977,1.78843392,0.91817766,1.04091598,0.70001242,0.00227576,0.00216989,0.18200042
-5.09354677,1.76409426,0.90521216,1.02679719,0.69455417,0.00226351,0.00213090,0.17465781
-5.08754377,1.73643778,0.88861295,1.01184919,0.68651067,0.00224288,0.00208661,0.16754848
-5.08154077,1.70666697,0.86899957,0.99679909,0.67636114,0.00221492,0.00203917,0.16077377
-5.07553777,1.67612989,0.84708170,0.98245137,0.66465066,0.00218095,0.00199090,0.15444212
-5.06953477,1.64627951,0.82363837,0.96966343,0.65197469,0.00214254,0.00194423,0.14866493
-5.06353177,1.61862832,0.79949440,0.95931834,0.63896144,0.00210147,0.00190160,0.14355230
-5.05752876,1.59469957,0.77549523,0.95229567,0.62625270,0.00205965,0.00186539,0.13920891
-5.05152576,1.57597660,0.75248070,0.94944126,0.61448374,0.00201906,0.00183790,0.13572991
-5.04552276,1.56385191,0.73125887,0.95153680,0.60426300,0.00198171,0.00182121,0.13319725
-5.03951976,1.55957759,0.71258075,0.95927022,0.59615214,0.00194953,0.00181715,0.13167628
-5.03351676,1.56421885,0.69711666,0.97320792,0.59064729,0.00192433,0.00182725,0.13121284
-5.02751376,1.57861215,0.68543523,0.99376975,0.58816205,0.00190774,0.00185264,0.13183091
-5.02151076,1.60332965,0.67798552,1.02120782,0.58901290,0.00190112,0.00189405,0.13353081
-5.01550775,1.63865127,0.67508309,1.05558991,0.59340753,0.00190552,0.00195176,0.13628813
-5.00950475,1.68454571,0.67690031,1.09678851,0.60143666,0.00192164,0.00202556,0.14005327
-5.00350175,1.74066137,0.68346138,1.14447597,0.61306953,0.00194981,0.00211479,0.14475181
-4.99749875,1.80632796,0.69464220,1.19812637,0.62815351,0.00198995,0.00221830,0.15028549
-4.99149575,1.88056917,0.71017518,1.25702449,0.64641780,0.00204157,0.00233452,0.15653408
-4.98549275,1.96212648,0.72965885,1.32028190,0.66748129,0.00210382,0.00246145,0.16335782
-4.97948974,2.04949373,0.75257201,1.38685998,0.69086440,0.00217547,0.00259677,0.17060061
-4.97348674,2.14096169,0.77829190,1.45559944,0.71600450,0.00225498,0.00273787,0.17809386
-4.96748374,2.23467132,0.80611600,1.52525555,0.74227462,0.00234053,0.00288196,0.18566074
-4.96148074,2.32867412,0.83528649,1.59453802,0.76900468,0.00243013,0.00302613,0.19312091
-4.95547774,2.42099763,0.86501661,1.66215417,0.79550464,0.00252162,0.00316747,0.20029556
-4.94947474,2.50971349,0.89451807,1.72685389,0.82108865,0.00261284,0.00330315,0.20701249
-4.94347174,2.59300569,0.92302823,1.78747449,0.84509936,0.00270163,0.00343052,0.21311121
-4.93746873,2.66923609,0.94983630,1.84298382,0.86693142,0.00278596,0.00354722,0.21844770
-4.93146573,2.73700456,0.97430724,1.89251954,0.88605326,0.00286395,0.00365123,0.22289889
-4.92546273,2.79520103,0.99590263,1.93542290,0.90202616,0.00293403,0.00374095,0.22636642
-4.91945973,2.84304710,1.01419751,1.97126539,0.91451994,0.00299488,0.00381525,0.22877971
-4.91345673,2.88012526,1.02889257,1.99986677,0.92332446,0.00304556,0.00387349,0.23009806
-4.90745373,2.90639417,1.03982117,2.02130375,0.92835652,0.00308551,0.00391552,0.23031185
-4.90145073,2.92218921,1.04695097,2.03590838,0.92966169,0.00311455,0.00394169,0.22944251
-4.89544772,2.92820803,1.05038006,2.04425642,0.92741122,0.00313288,0.00395281,0.22754157
-4.88944472,2.92548176,1.05032793,2.04714568,0.92189389,0.00314108,0.00395008,0.22468847
-4.88344172,2.91533297,1.04712181,2.04556559,0.91350332,0.00314006,0.00393503,0.22098753
-4.87743872,2.89932222,1.04117885,2.04065899,0.90272128,0.00313101,0.00390941,0.21656390
-4.87143572,2.87918583,1.03298536,2.03367803,0.89009769,0.00311535,0.00387516,0.21155891
-4.86543272,2.85676736,1.02307385,2.02593616,0.87622822,0.00309468,0.00383425,0.20612482
-4.85942971,2.83394641,1.01199916,2.01875843,0.86173059,0.00307067,0.00378862,0.20041930
-4.85342671,2.81256753,1.00031472,2.01343243,0.84722039,0.00304506,0.00374009,0.19459978
-4.84742371,2.79437292,0.98855011,2.01116209,0.83328765,0.00301954,0.00369027,0.18881800
-4.84142071,2.78094163,0.97719079,2.01302661,0.82047515,0.00299571,0.00364051,0.18321491
-4.83541771,2.77363814,0.96666102,2.01994634,0.80925921,0.00297506,0.00359186,0.17791608
-4.82941471,2.77357247,0.95731048,2.03265710,0.80003388,0.00295886,0.00354503,0.17302790
-4.82341171,2.78157345,0.94940520,2.05169427,0.79309903,0.00294821,0.00350039,0.16863461
-4.81740870,2.79817614,0.94312288,2.07738705,0.78865279,0.00294399,0.00345801,0.16479635
-4.81140570,2.82362368,0.93855272,2.10986326,0.78678851,0.00294683,0.00341765,0.16154809
-4.80540270,2.85788319,0.93569960,2.14906423,0.78749620,0.00295716,0.00337884,0.15889972
-4.79939970,2.90067470,0.93449198,2.19476896,0.79066830,0.00297523,0.00334094,0.15683703
-4.79339670,2.95151138,0.93479330,2.24662633,0.79610935,0.00300109,0.00330317,0.15532359
-4.78739370,3.00974905,0.93641581,2.30419365,0.80354903,0.00303469,0.00326475,0.15430344
-4.78139070,3.07464225,0.93913639,2.36697965,0.81265784,0.00307586,0.00322490,0.15370443
-4.77538769,3.14540420,0.94271333,2.43448967,0.82306470,0.00312440,0.00318295,0.15344203
-4.76938469,3.22126741,0.94690327,2.50627084,0.83437560,0.00318008,0.00313838,0.15342345
-4.76338169,3.30154218,0.95147754,2.58195478,0.84619239,0.00324269,0.00309088,0.15355187
-4.75737869,3.38566980,0.95623710,2.66129576,0.85813100,0.00331212,0.00304037,0.15373069
-4.75137569,3.47326784,0.96102548,2.74420210,0.86983810,0.00338829,0.00298701,0.15386750
-4.74537269,3.56416517,0.96573909,2.83075901,0.88100565,0.00347127,0.00293124,0.15387763
-4.73936968,3.65842477,0.97033457,2.92124151,0.89138259,0.00356121,0.00287370,0.15368730
-4.73336668,3.75635295,0.97483281,3.01611628,0.90078346,0.00365839,0.00281528,0.15323608
-4.72736368,3.85849407,0.97931953,3.11603186,0.90909324,0.00376319,0.00275701,0.15247866
-4.72136068,3.96561087,0.98394250,3.22179728,0.91626877,0.00387605,0.00270007,0.15138588
-4.71535768,4.07865064,0.98890539,3.33434946,0.92233632,0.00399747,0.00264570,0.14994505
-4.70935468,4.19869866,0.99445863,3.45471050,0.92738588,0.00412796,0.00259514,0.14815950
-4.70335168,4.32692059,1.00088771,3.58393635,0.93156235,0.00426798,0.00254959,0.14604748
-4.69734867,4.46449628,1.00849930,3.72305889,0.93505419,0.00441793,0.00251015,0.14364045
-4.69134567,4.61254788,1.01760587,3.87302391,0.93808016,0.00457808,0.00247775,0.14098093
-4.68534267,4.77206544,1.02850952,4.03462759,0.94087488,0.00474850,0.00245314,0.13811996
-4.67933967,4.94383361,1.04148564,4.20845448,0.94367396,0.00492906,0.00243685,0.13511431
-4.67333667,5.12836289,1.05676707,4.39482008,0.94669942,0.00511938,0.00242913,0.13202372
-4.66733367,5.32582905,1.07452971,4.59372073,0.95014632,0.00531877,0.00243000,0.12890804
-4.66133067,5.53602382,1.09487997,4.80479381,0.95417104,0.00552627,0.00243922,0.12582472
-4.65532766,5.75831971,1.11784485,5.02729031,0.95888202,0.00574059,0.00245630,0.12282648
-4.64932466,5.99165125,1.14336508,5.26006195,0.96433325,0.00596015,0.00248056,0.11995946
-4.64332166,6.23451396,1.17129167,5.50156383,0.97052091,0.00618308,0.00251111,0.11726181
-4.63731866,6.48498186,1.20138623,5.74987321,0.97738328,0.00640727,0.00254694,0.11476281
-4.63131566,6.74074321,1.23332485,6.00272430,0.98480381,0.00663039,0.00258695,0.11248247
-4.62531266,6.99915329,1.26670583,6.25755776,0.99261720,0.00684999,0.00262997,0.11043176
-4.61930965,7.25730223,1.30106056,6.51158335,1.00061809,0.00706350,0.00267486,0.10861316
-4.61330665,7.51209493,1.33586739,6.76185290,1.00857182,0.00726835,0.00272051,0.10702177
-4.60730365,7.76033960,1.37056782,7.00534080,1.01622667,0.00746199,0.00276589,0.10564663
-4.60130065,7.99884090,1.40458421,7.23902812,1.02332680,0.00764202,0.00281009,0.10447230
-4.59529765,8.22449319,1.43733837,7.45998680,1.02962530,0.00780620,0.00285234,0.10348062
-4.58929465,8.43436984,1.46827004,7.66545998,1.03489638,0.00795253,0.00289203,0.10265233
-4.58329165,8.62580415,1.49685454,7.85293475,1.03894631,0.00807931,0.00292871,0.10196875
-4.57728864,8.79645847,1.52261867,8.02020422,1.04162231,0.00818513,0.00296208,0.10141315
-4.57128564,8.94437834,1.54515437,8.16541627,1.04281894,0.00826894,0.00299197,0.10097185
-4.56528264,9.06802971,1.56412932,8.28710700,1.04248189,0.00833005,0.00301836,0.10063505
-4.55927964,9.16631792,1.57929428,8.38421805,1.04060872,0.00836810,0.00304128,0.10039723
-4.55327664,9.23858865,1.59048680,8.45609776,1.03724687,0.00838305,0.00306084,0.10025714
-4.54727364,9.28461147,1.59763145,8.50248695,1.03248895,0.00837517,0.00307719,0.10021747
-4.54127064,9.30454830,1.60073645,8.52349118,1.02646573,0.00834497,0.00309042,0.10028411
-4.53526763,9.29890926,1.59988738,8.51954195,1.01933735,0.00829316,0.00310064,0.10046519
-4.52926463,9.26849943,1.59523808,8.49134987,1.01128329,0.00822062,0.00310783,0.10076985
-4.52326163,9.21436024,1.58699970,8.43985303,1.00249165,0.00812835,0.00311194,0.10120691
-4.51725863,9.13770932,1.57542822,8.36616419,0.99314853,0.00801738,0.00311278,0.10178346
-4.51125563,9.03988250,1.56081135,8.27151988,0.98342803,0.00788878,0.00311010,0.10250356
-4.50525263,8.92228130,1.54345544,8.15723436,0.97348333,0.00774363,0.00310353,0.10336704
-4.49924962,8.78632847,1.52367291,8.02466081,0.96343945,0.00758293,0.00309266,0.10436847
-4.49324662,8.63343359,1.50177093,7.87516135,0.95338797,0.00740768,0.00307704,0.10549650
-4.48724362,8.46496968,1.47804155,7.71008672,0.94338376,0.00721883,0.00305620,0.10673342
-4.48124062,8.28226110,1.45275377,7.53076572,0.93344399,0.00701728,0.00302974,0.10805511
-4.47523762,8.08658192,1.42614760,7.33850377,0.92354915,0.00680392,0.00299733,0.10943136
-4.46923462,7.87916357,1.39843025,7.13458918,0.91364611,0.00657968,0.00295877,0.11082643
-4.46323162,7.66120970,1.36977430,6.92030547,0.90365263,0.00634548,0.00291404,0.11220004
-4.45722861,7.43391593,1.34031786,6.69694738,0.89346337,0.00610235,0.00286336,0.11350852
-4.45122561,7.19849218,1.31016633,6.46583863,0.88295672,0.00585139,0.00280717,0.11470622
-4.44522261,6.95618498,1.27939568,6.22834896,0.87200216,0.00559384,0.00274620,0.11574700
-4.43921961,6.70829763,1.24805686,5.98590855,0.86046788,0.00533107,0.00268145,0.11658588
-4.43321661,6.45620640,1.21618118,5.74001838,0.84822818,0.00506457,0.00261424,0.11718067
-4.42721361,6.20137143,1.18378630,5.49225516,0.83517049,0.00479603,0.00254614,0.11749349
-4.42121061,5.94534142,1.15088270,5.24427026,0.82120174,0.00452722,0.00247900,0.11749229
-4.41520760,5.68975198,1.11748028,4.99778267,0.80625394,0.00426006,0.00241488,0.11715214
-4.40920460,5.43631774,1.08359507,4.75456610,0.79028881,0.00399656,0.00235605,0.11645642
-4.40320160,5.18681897,1.04925573,4.51643119,0.77330151,0.00373878,0.00230491,0.11539766
-4.39719860,4.94308362,1.01450973,4.28520374,0.75532335,0.00348879,0.00226395,0.11397828
-4.39119560,4.70696594,0.97942913,4.06270033,0.73642358,0.00324864,0.00223570,0.11221101
-4.38519260,4.48032297,0.94411561,3.85070254,0.71671013,0.00302034,0.00222266,0.11011907
-4.37918959,4.26499012,0.90870478,3.65093110,0.69632955,0.00280576,0.00222727,0.10773609
-4.37318659,4.06275677,0.87336955,3.46502109,0.67546599,0.00260665,0.00225187,0.10510579
-4.36718359,3.87534291,0.83832226,3.29449912,0.65433925,0.00242458,0.00229860,0.10228139
-4.36118059,3.70437741,0.80381561,3.14076313,0.63320207,0.00226093,0.00236944,0.09932483
-4.35517759,3.55137818,0.77014209,3.00506526,0.61233653,0.00211686,0.00246615,0.09630573
-4.34917459,3.41773441,0.73763188,2.88849783,0.59204953,0.00199331,0.00259024,0.09330012
-4.34317159,3.30469076,0.70664902,2.79198247,0.57266760,0.00189099,0.00274299,0.09038903
-4.33716858,3.21333330,0.67758600,2.71626188,0.55453081,0.00181039,0.00292545,0.08765685
-4.33116558,3.14457668,0.65085649,2.66189407,0.53798605,0.00175178,0.00313842,0.08518959
-4.32516258,3.09915237,0.62688667,2.62924839,0.52337959,0.00171522,0.00338249,0.08307290
-4.31915958,3.07759751,0.60610495,2.61850294,0.51104920,0.00170058,0.00365804,0.08139012
-4.31315658,3.08024409,0.58893056,2.62964293,0.50131585,0.00170758,0.00396529,0.08022019
-4.30715358,3.10720853,0.57576115,2.66245976,0.49447525,0.00173576,0.00430425,0.07963550
