energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.51375688,4.09779450,0.01774400,0.70646614,0.13355152,0.05545604,1.68786598,1.28710121,1.19278703
-5.50775388,3.99129908,0.01732167,0.69425851,0.12998008,0.05424237,1.63861897,1.23400382,1.16433666
-5.50175088,3.89107471,0.01701183,0.68248504,0.12695360,0.05314759,1.59258179,1.18427101,1.13718298
-5.49574787,3.79795398,0.01681625,0.67128851,0.12447982,0.05218580,1.55008547,1.13826735,1.11156727
-5.48974487,3.71269550,0.01673457,0.66081158,0.12255942,0.05137014,1.51142145,1.09629440,1.08772194
-5.48374187,3.63597134,0.01676436,0.65119081,0.12118617,0.05071253,1.47684068,1.05858984,1.06586274
-5.47773887,3.56835606,0.01690140,0.64255111,0.12034711,0.05022335,1.44655319,1.02532788,1.04618197
-5.47173587,3.51031796,0.01713985,0.63500080,0.12002308,0.04991117,1.42072799,0.99662104,1.02884273
-5.46573287,3.46221274,0.01747263,0.62862754,0.12018939,0.04978248,1.39949347,0.97252299,1.01397451
-5.45972986,3.42428002,0.01789171,0.62349537,0.12081667,0.04984153,1.38293825,0.95303236,1.00167032
-5.45372686,3.39664261,0.01838852,0.61964265,0.12187196,0.05009013,1.37111253,0.93809738,0.99198522
-5.44772386,3.37930878,0.01895428,0.61708125,0.12331988,0.05052757,1.36402988,0.92762107,0.98493632
-5.44172086,3.37217705,0.01958041,0.61579674,0.12512393,0.05115060,1.36166958,0.92146695,0.98050398
-5.43571786,3.37504335,0.02025882,0.61574952,0.12724782,0.05195344,1.36397915,0.91946495,0.97863412
-5.42971486,3.38761000,0.02098223,0.61687674,0.12965675,0.05292790,1.37087726,0.92141734,0.97924134
-5.42371186,3.40949603,0.02174439,0.61909490,0.13231864,0.05406354,1.38225665,0.92710466,0.98221254
-5.41770885,3.44024804,0.02254026,0.62230287,0.13520516,0.05534788,1.39798697,0.93629126,0.98741077
-5.41170585,3.47935121,0.02336609,0.62638510,0.13829255,0.05676667,1.41791736,0.94873044,0.99467918
-5.40570285,3.52623964,0.02421943,0.63121492,0.14156219,0.05830415,1.44187854,0.96416907,1.00384461
-5.39969985,3.58030566,0.02509906,0.63665780,0.14500079,0.05994339,1.46968435,0.98235141,1.01472084
-5.39369685,3.64090760,0.02600487,0.64257419,0.14860034,0.06166662,1.50113252,1.00302229,1.02711142
-5.38769385,3.70737583,0.02693760,0.64882226,0.15235757,0.06345549,1.53600469,1.02592938,1.04081177
-5.38169085,3.77901709,0.02789859,0.65526003,0.15627322,0.06529145,1.57406573,1.05082468,1.05561098
-5.37568784,3.85511711,0.02888946,0.66174732,0.16035088,0.06715600,1.61506239,1.07746529,1.07129303
-5.36968484,3.93494195,0.02991176,0.66814720,0.16459562,0.06903093,1.65872150,1.10561340,1.08763782
-5.36368184,4.01773856,0.03096665,0.67432729,0.16901242,0.07089860,1.70474799,1.13503585,1.10442205
-5.35767884,4.10273507,0.03205451,0.68016079,0.17360449,0.07274213,1.75282302,1.16550318,1.12142033
-5.35167584,4.18914171,0.03317468,0.68552755,0.17837151,0.07454561,1.80260256,1.19678866,1.13840639
-5.34567284,4.27615275,0.03432516,0.69031507,0.18330805,0.07629425,1.85371678,1.22866725,1.15515495
-5.33966983,4.36295047,0.03550248,0.69441979,0.18840202,0.07797456,1.90577069,1.26091484,1.17144414
-5.33366683,4.44871144,0.03670152,0.69774848,0.19363354,0.07957454,1.95834605,1.29330800,1.18705852
-5.32766383,4.53261547,0.03791551,0.70021999,0.19897399,0.08108381,2.01100510,1.32562437,1.20179291
-5.32166083,4.61385754,0.03913612,0.70176725,0.20438560,0.08249379,2.06329589,1.35764369,1.21545673
-5.31565783,4.69166228,0.04035354,0.70233944,0.20982147,0.08379787,2.11475941,1.38914984,1.22787883
-5.30965483,4.76530079,0.04155678,0.70190439,0.21522599,0.08499160,2.16493817,1.41993351,1.23891254
-5.30365183,4.83410900,0.04273395,0.70045088,0.22053590,0.08607284,2.21338613,1.44979569,1.24844060
-5.29764882,4.89750660,0.04387260,0.69799078,0.22568166,0.08704192,2.25967936,1.47855163,1.25637983
-5.29164582,4.95501557,0.04496013,0.69456087,0.23058930,0.08790174,2.30342703,1.50603516,1.26268495
-5.28564282,5.00627686,0.04598426,0.69022400,0.23518262,0.08865786,2.34428215,1.53210297,1.26735139
-5.27963982,5.05106426,0.04693336,0.68506952,0.23938554,0.08931849,2.38195138,1.55663860,1.27041676
-5.27363682,5.08929406,0.04779694,0.67921273,0.24312466,0.08989441,2.41620338,1.57955575,1.27196074
-5.26763382,5.12102971,0.04856593,0.67279328,0.24633183,0.09039881,2.44687513,1.60080065,1.27210320
-5.26163082,5.14648065,0.04923302,0.66597237,0.24894654,0.09084703,2.47387584,1.62035311,1.27100063
-5.25562781,5.16599500,0.04979288,0.65892880,0.25091814,0.09125614,2.49718803,1.63822613,1.26884077
-5.24962481,5.18004605,0.05024229,0.65185399,0.25220777,0.09164448,2.51686592,1.65446394,1.26583578
-5.24362181,5.18921312,0.05058021,0.64494590,0.25278979,0.09203109,2.53303085,1.66913838,1.26221416
-5.23761881,5.19415732,0.05080775,0.63840237,0.25265280,0.09243503,2.54586420,1.68234383,1.25821180
-5.23161581,5.19559364,0.05092806,0.63241390,0.25180012,0.09287467,2.55559814,1.69419089,1.25406258
-5.22561281,5.19426066,0.05094615,0.62715633,0.25024975,0.09336698,2.56250465,1.70479903,1.24998915
-5.21960980,5.19088949,0.05086865,0.62278373,0.24803375,0.09392680,2.56688364,1.71428875,1.24619412
-5.21360680,5.18617371,0.05070357,0.61942197,0.24519723,0.09456618,2.56905054,1.72277369,1.24285242
-5.20760380,5.18074191,0.05045992,0.61716308,0.24179679,0.09529379,2.56932436,1.73035313,1.24010502
-5.20160080,5.17513438,0.05014749,0.61606106,0.23789867,0.09611453,2.56801665,1.73710542,1.23805442
-5.19559780,5.16978509,0.04977648,0.61612904,0.23357665,0.09702917,2.56542195,1.74308281,1.23676214
-5.18959480,5.16500995,0.04935728,0.61733828,0.22890969,0.09803429,2.56181013,1.74830799,1.23624824
-5.18359180,5.16100160,0.04890015,0.61961886,0.22397952,0.09912234,2.55742086,1.75277264,1.23649283
-5.17758879,5.15783095,0.04841510,0.62286218,0.21886828,0.10028194,2.55246029,1.75643802,1.23743942
-5.17158579,5.15545482,0.04791169,0.62692513,0.21365622,0.10149829,2.54709979,1.75923778,1.23899983
-5.16558279,5.15372888,0.04739888,0.63163568,0.20841953,0.10275383,2.54147652,1.76108255,1.24106016
-5.15957979,5.15242467,0.04688502,0.63679963,0.20322850,0.10402897,2.53569542,1.76186619,1.24348754
-5.15357679,5.15124916,0.04637776,0.64220818,0.19814587,0.10530290,2.52983208,1.76147322,1.24613701
-5.14757379,5.14986532,0.04588403,0.64764586,0.19322557,0.10655449,2.52393608,1.75978685,1.24885815
-5.14157079,5.14791205,0.04541001,0.65289843,0.18851172,0.10776311,2.51803407,1.75669704,1.25150102
-5.13556778,5.14502201,0.04496115,0.65776038,0.18403801,0.10890939,2.51213237,1.75210818,1.25392095
-5.12956478,5.14083603,0.04454211,0.66204157,0.17982741,0.10997597,2.50621850,1.74594547,1.25598204
-5.12356178,5.13501325,0.04415672,0.66557273,0.17589222,0.11094791,2.50026153,1.73815995,1.25755917
-5.11755878,5.12723657,0.04380790,0.66820967,0.17223429,0.11181310,2.49421114,1.72873151,1.25853848
-5.11155578,5.11721320,0.04349763,0.66983591,0.16884572,0.11256232,2.48799551,1.71766975,1.25881651
-5.10555278,5.10467091,0.04322677,0.67036384,0.16570957,0.11318925,2.48151833,1.70501281,1.25829821
-5.09954977,5.08935069,0.04299502,0.66973443,0.16280095,0.11369010,2.47465533,1.69082398,1.25689419
-5.09354677,5.07099708,0.04280076,0.66791556,0.16008820,0.11406330,2.46725084,1.67518663,1.25451756
-5.08754377,5.04934769,0.04264098,0.66489947,0.15753424,0.11430883,2.45911504,1.65819786,1.25108100
-5.08154077,5.02412333,0.04251120,0.66069934,0.15509804,0.11442770,2.45002257,1.63996122,1.24649425
-5.07553777,4.99502047,0.04240548,0.65534557,0.15273614,0.11442120,2.43971285,1.62057940,1.24066275
-5.06953477,4.96170745,0.04231641,0.64888198,0.15040431,0.11429038,2.42789295,1.60014730,1.23348752
-5.06353177,4.92382552,0.04223527,0.64136237,0.14805909,0.11403543,2.41424304,1.57874618,1.22486668
-5.05752876,4.88099567,0.04215215,0.63284763,0.14565949,0.11365536,2.39842476,1.55643946,1.21469863
-5.05152576,4.83283145,0.04205624,0.62340361,0.14316848,0.11314778,2.38009239,1.53327049,1.20288692
-5.04552276,4.77895761,0.04193612,0.61310005,0.14055446,0.11250886,2.35890667,1.50926270,1.18934654
-5.03951976,4.71903408,0.04178018,0.60201032,0.13779263,0.11173357,2.33455054,1.48442202,1.17401143
-5.03351676,4.65278379,0.04157702,0.59021221,0.13486612,0.11081607,2.30674645,1.45874171,1.15684257
-5.02751376,4.58002312,0.04131592,0.57778938,0.13176695,0.10975030,2.27527416,1.43220906,1.13783634
-5.02151076,4.50069281,0.04098729,0.56483338,0.12849676,0.10853075,2.23998821,1.40481378,1.11703236
-5.01550775,4.41488738,0.04058314,0.55144591,0.12506716,0.10715329,2.20083410,1.37655727,1.09452028
-5.00950475,4.32288100,0.04009750,0.53774099,0.12149993,0.10561603,2.15786208,1.34746222,1.07044493
-5.00350175,4.22514752,0.03952673,0.52384675,0.11782677,0.10392023,2.11123778,1.31758182,1.04500936
-4.99749875,4.12237320,0.03886982,0.50990643,0.11408876,0.10207100,2.06124890,1.28700777,1.01847520
-4.99149575,4.01546045,0.03812851,0.49607850,0.11033551,0.10007801,2.00830718,1.25587653,0.99116025
-4.98549275,3.90552162,0.03730739,0.48253550,0.10662397,0.09795585,1.95294551,1.22437319,0.96343310
-4.97948974,3.79386253,0.03641380,0.46946167,0.10301693,0.09572424,1.89580993,1.19273248,0.93570481
-4.97348674,3.68195569,0.03545764,0.45704921,0.09958136,0.09340794,1.83764650,1.16123687,0.90841788
-4.96748374,3.57140397,0.03445111,0.44549331,0.09638640,0.09103639,1.77928366,1.13021139,0.88203298
-4.96148074,3.46389594,0.03340826,0.43498617,0.09350132,0.08864307,1.72161038,1.10001562,0.85701386
-4.95547774,3.36115470,0.03234457,0.42571018,0.09099333,0.08626460,1.66555118,1.07103297,0.83381111
-4.94947474,3.26488205,0.03127637,0.41783068,0.08892540,0.08393963,1.61203869,1.04365786,0.81284564
-4.94347174,3.17670083,0.03022027,0.41148862,0.08735411,0.08170757,1.56198509,1.01828136,0.79449240
-4.93746873,3.09809760,0.02919261,0.40679364,0.08632765,0.07960721,1.51625336,0.99527613,0.77906534
-4.93146573,3.03036863,0.02820886,0.40381782,0.08588401,0.07767533,1.47562977,0.97498150,0.76680432
-4.92546273,2.97457146,0.02728312,0.40259071,0.08604943,0.07594527,1.44079846,0.95768933,0.75786452
-4.91945973,2.93148463,0.02642766,0.40309577,0.08683719,0.07444572,1.41231950,0.94363171,0.75230910
-4.91345673,2.90157731,0.02565253,0.40526865,0.08824681,0.07319961,1.39061106,0.93297105,0.75010534
-4.90745373,2.88499059,0.02496534,0.40899746,0.09026362,0.07222318,1.37593665,0.92579312,0.75112467
-4.90145073,2.88153127,0.02437105,0.41412503,0.09285886,0.07152546,1.36839802,0.92210364,0.75514663
-4.89544772,2.89067885,0.02387196,0.42045326,0.09599020,0.07110792,1.36793379,0.92182844,0.76186663
-4.88944472,2.91160531,0.02346777,0.42774933,0.09960276,0.07096450,1.37432426,0.92481747,0.77090722
-4.88344172,2.94320716,0.02315574,0.43575359,0.10363058,0.07108194,1.38720187,0.93085222,0.78183246
-4.87743872,2.98414828,0.02293099,0.44418873,0.10799848,0.07144041,1.40606709,0.93965643,0.79416470
-4.87143572,3.03291178,0.02278682,0.45276989,0.11262428,0.07201444,1.43030904,0.95090941,0.80740317
-4.86543272,3.08785855,0.02271515,0.46121522,0.11742135,0.07277396,1.45922982,0.96426122,0.82104334
-4.85942971,3.14728990,0.02270690,0.46925630,0.12230125,0.07368566,1.49207165,0.97934912,0.83459640
-4.85342671,3.20951146,0.02275248,0.47664817,0.12717654,0.07471431,1.52804548,0.99581406,0.84760778
-4.84742371,3.27289535,0.02284225,0.48317819,0.13196352,0.07582421,1.56635984,1.01331669,0.85967401
-4.84142071,3.33593793,0.02296687,0.48867355,0.13658486,0.07698052,1.60624868,1.03155169,0.87045708
-4.83541771,3.39731038,0.02311771,0.49300695,0.14097194,0.07815060,1.64699687,1.05025992,0.87969563
-4.82941471,3.45589999,0.02328712,0.49610025,0.14506687,0.07930506,1.68796223,1.06923744,0.88721256
-4.82341171,3.51084020,0.02346864,0.49792594,0.14882405,0.08041874,1.72859320,1.08834125,0.89291871
-4.81740870,3.56152841,0.02365714,0.49850639,0.15221123,0.08147136,1.76844125,1.10749115,0.89681249
-4.81140570,3.60763069,0.02384887,0.49791090,0.15520998,0.08244792,1.80716779,1.12666778,0.89897552
-4.80540270,3.64907379,0.02404146,0.49625086,0.15781559,0.08333890,1.84454511,1.14590706,0.89956468
-4.79939970,3.68602493,0.02423375,0.49367317,0.16003638,0.08414011,1.88045172,1.16529123,0.89880096
-4.79339670,3.71886090,0.02442572,0.49035241,0.16189253,0.08485239,1.91486241,1.18493707,0.89695568
-4.78739370,3.74812831,0.02461821,0.48648202,0.16341434,0.08548101,1.94783379,1.20498208,0.89433494
-4.78139070,3.77449728,0.02481274,0.48226513,0.16464014,0.08603496,1.97948615,1.22556942,0.89126310
-4.77538769,3.79871125,0.02501126,0.47790530,0.16561398,0.08652614,2.00998298,1.24683238,0.88806599
-4.76938469,3.82153561,0.02521589,0.47359777,0.16638310,0.08696838,2.03950917,1.26887943,0.88505492
-4.76338169,3.84370791,0.02542874,0.46952152,0.16699535,0.08737659,2.06824936,1.29178066,0.88251201
-4.75737869,3.86589218,0.02565169,0.46583248,0.16749679,0.08776580,2.09636759,1.31555637,0.88067768
-4.75137569,3.88863958,0.02588623,0.46265825,0.16792944,0.08815034,2.12398939,1.34016844,0.87974076
-4.74537269,3.91235717,0.02613343,0.46009433,0.16832942,0.08854311,2.15118729,1.36551499,0.87983162
-4.73936968,3.93728612,0.02639377,0.45820210,0.16872540,0.08895498,2.17797045,1.39142858,0.88101838
-4.73336668,3.96348992,0.02666722,0.45700840,0.16913761,0.08939432,2.20427882,1.41767792,0.88330643
-4.72736368,3.99085268,0.02695318,0.45650679,0.16957730,0.08986673,2.22998193,1.44397313,0.88664092
-4.72136068,4.01908713,0.02725056,0.45666011,0.17004670,0.09037482,2.25488230,1.46997401,0.89091199
-4.71535768,4.04775116,0.02755785,0.45740429,0.17053940,0.09091822,2.27872280,1.49530088,0.89596230
-4.70935468,4.07627146,0.02787317,0.45865306,0.17104125,0.09149367,2.30119755,1.51954739,0.90159631
-4.70335168,4.10397269,0.02819435,0.46030330,0.17153146,0.09209516,2.32196529,1.54229455,0.90759078
-4.69734867,4.13011008,0.02851898,0.46224071,0.17198411,0.09271425,2.34066451,1.56312523,0.91370582
-4.69134567,4.15390354,0.02884452,0.46434560,0.17236967,0.09334030,2.35692912,1.58163834,0.91969606
-4.68534267,4.17457164,0.02916826,0.46649843,0.17265668,0.09396084,2.37040398,1.59746220,0.92532120
-4.67933967,4.19136347,0.02948742,0.46858504,0.17281342,0.09456193,2.38075917,1.61026627,0.93035578
-4.67333667,4.20358743,0.02979913,0.47050129,0.17280938,0.09512843,2.38770258,1.61977113,0.93459767
-4.66733367,4.21063559,0.03010046,0.47215706,0.17261670,0.09564440,2.39099010,1.62575611,0.93787500
-4.66133067,4.21200335,0.03038845,0.47347953,0.17221128,0.09609338,2.39043325,1.62806474,0.94005169
-4.65532766,4.20730394,0.03066009,0.47441574,0.17157377,0.09645874,2.38590412,1.62660784,0.94103130
-4.64932466,4.19627796,0.03091245,0.47493441,0.17069019,0.09672395,2.37733766,1.62136452,0.94075939
-4.64332166,4.17879832,0.03114270,0.47502712,0.16955246,0.09687293,2.36473176,1.61238129,0.93922462
-4.63731866,4.15487121,0.03134820,0.47470883,0.16815856,0.09689037,2.34814523,1.59976967,0.93645861
-4.63131566,4.12463367,0.03152666,0.47401784,0.16651258,0.09676205,2.32769444,1.58370257,0.93253491
-4.62531266,4.08834858,0.03167629,0.47301533,0.16462461,0.09647523,2.30354874,1.56440981,0.92756724
-4.61930965,4.04639763,0.03179592,0.47178432,0.16251044,0.09601896,2.27592550,1.54217315,0.92170712
-4.61330665,3.99927293,0.03188521,0.47042831,0.16019119,0.09538453,2.24508470,1.51732098,0.91514105
-4.60730365,3.94756751,0.03194482,0.46906944,0.15769284,0.09456575,2.21132378,1.49022288,0.90808740
-4.60130065,3.89196508,0.03197649,0.46784626,0.15504567,0.09355934,2.17497259,1.46128413,0.90079286
-4.59529765,3.83322901,0.03198320,0.46691110,0.15228363,0.09236525,2.13638875,1.43094017,0.89352864
-4.58929465,3.77219072,0.03196918,0.46642698,0.14944372,0.09098685,2.09595324,1.39965096,0.88658623
-4.58329165,3.70973704,0.03193991,0.46656410,0.14656516,0.08943115,2.05406635,1.36789514,0.88027275
-4.57728864,3.64679679,0.03190201,0.46749598,0.14368864,0.08770890,2.01114354,1.33616390,0.87490577
-4.57128564,3.58432631,0.03186309,0.46939517,0.14085544,0.08583454,1.96761148,1.30495446,0.87080771
-4.56528264,3.52329395,0.03183151,0.47242874,0.13810653,0.08382614,1.92390382,1.27476309,0.86829964
-4.55927964,3.46466389,0.03181607,0.47675360,0.13548163,0.08170515,1.88045679,1.24607774,0.86769475
-4.55327664,3.40937932,0.03182566,0.48251179,0.13301828,0.07949614,1.83770468,1.21937034,0.86929149
-4.54727364,3.35834571,0.03186887,0.48982589,0.13075094,0.07722640,1.79607506,1.19508891,0.87336666
-4.54127064,3.31241456,0.03195362,0.49879489,0.12871015,0.07492551,1.75598413,1.17364979,0.88016862
-4.53526763,3.27236844,0.03208674,0.50949049,0.12692189,0.07262482,1.71783215,1.15543025,0.88991094
-4.52926463,3.23890795,0.03227365,0.52195421,0.12540699,0.07035701,1.68199930,1.14076181,0.90276680
-4.52326163,3.21264120,0.03251808,0.53619541,0.12418086,0.06815549,1.64884209,1.12992462,0.91886436
-4.51725863,3.19407651,0.03282189,0.55219032,0.12325340,0.06605398,1.61869064,1.12314329,0.93828344
-4.51125563,3.18361848,0.03318495,0.56988228,0.12262920,0.06408602,1.59184670,1.12058423,0.96105364
-4.50525263,3.18156766,0.03360517,0.58918307,0.12230795,0.06228451,1.56858268,1.12235490,0.98715398
-4.49924962,3.18812374,0.03407861,0.60997535,0.12228518,0.06068139,1.54914158,1.12850485,1.01651419
-4.49324662,3.20339166,0.03459967,0.63211612,0.12255315,0.05930724,1.53373760,1.13902854,1.04901747
