energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.84992496,1.91642156,0.11926381,0.00200290,0.03513839,1.12516842,0.68179246,0.61356069
-5.84392196,1.99203253,0.13030302,0.00224929,0.03430464,1.14306340,0.71654714,0.61632349
-5.83791896,2.07874513,0.14253913,0.00252036,0.03354371,1.16585289,0.75491055,0.62090882
-5.83191596,2.17718588,0.15597884,0.00281674,0.03287253,1.19406472,0.79694853,0.62759407
-5.82591296,2.28778315,0.17060907,0.00313862,0.03230732,1.22813980,0.84263927,0.63662074
-5.81990995,2.41072866,0.18639504,0.00348580,0.03186307,1.26840711,0.89186176,0.64818241
-5.81390695,2.54594279,0.20327874,0.00385754,0.03155314,1.31506035,0.94438668,0.66241357
-5.80790395,2.69304562,0.22117771,0.00425258,0.03138873,1.36813741,0.99987049,0.67937987
-5.80190095,2.85133564,0.23998448,0.00466904,0.03137855,1.42750398,1.05785321,0.69907041
-5.79589795,3.01977794,0.25956652,0.00510448,0.03152847,1.49284251,1.11776050,0.72139267
-5.78989495,3.19700292,0.27976689,0.00555581,0.03184124,1.56364737,1.17891026,0.74617038
-5.78389195,3.38131692,0.30040561,0.00601937,0.03231638,1.63922709,1.24052402,0.77314468
-5.77788894,3.57072489,0.32128178,0.00649089,0.03295013,1.71871376,1.30174276,0.80197876
-5.77188594,3.76296527,0.34217634,0.00696560,0.03373555,1.80108011,1.36164717,0.83226580
-5.76588294,3.95555651,0.36285572,0.00743826,0.03466270,1.88516351,1.41928145,0.86354006
-5.75987994,4.14585408,0.38307593,0.00790325,0.03571893,1.96969662,1.47368026,0.89529081
-5.75387694,4.33111638,0.40258742,0.00835470,0.03688928,2.05334353,1.52389758,0.92697844
-5.74787394,4.50857757,0.42114028,0.00878656,0.03815696,2.13474022,1.56903666,0.95805220
-5.74187094,4.67552483,0.43848985,0.00919278,0.03950384,2.21253777,1.60827977,0.98796880
-5.73586793,4.82937740,0.45440246,0.00956743,0.04091100,2.28544678,1.64091665,1.01621105
-5.72986493,4.96776448,0.46866129,0.00990487,0.04235931,2.35228102,1.66637044,1.04230576
-5.72386193,5.08859913,0.48107197,0.01019984,0.04382994,2.41199882,1.68422003,1.06584009
-5.71785893,5.19014530,0.49146791,0.01044770,0.04530486,2.46374015,1.69421790,1.08647561
-5.71185593,5.27107533,0.49971506,0.01064446,0.04676726,2.50685812,1.69630261,1.10395947
-5.70585293,5.33051558,0.50571600,0.01078700,0.04820195,2.54094329,1.69060537,1.11813215
-5.69984992,5.36807835,0.50941315,0.01087310,0.04959557,2.56583999,1.67745046,1.12893152
-5.69384692,5.38387855,0.51079095,0.01090156,0.05093676,2.58165362,1.65734924,1.13639293
-5.68784392,5.37853439,0.50987696,0.01087225,0.05221623,2.58874880,1.63098815,1.14064549
-5.68184092,5.35315174,0.50674170,0.01078611,0.05342674,2.58773828,1.59921085,1.14190460
-5.67583792,5.30929267,0.50149734,0.01064517,0.05456289,2.57946295,1.56299541,1.14046121
-5.66983492,5.24892899,0.49429510,0.01045249,0.05562097,2.56496377,1.52342715,1.13666828
-5.66383192,5.17438255,0.48532152,0.01021212,0.05659866,2.54544663,1.48166818,1.13092502
-5.65782891,5.08825409,0.47479361,0.00992894,0.05749468,2.52224135,1.43892472,1.12365974
-5.65182591,4.99334335,0.46295315,0.00960860,0.05830847,2.49675659,1.39641323,1.11531200
-5.64582291,4.89256302,0.45006017,0.00925731,0.05903985,2.47043194,1.35532649,1.10631485
-5.63981991,4.78884964,0.43638597,0.00888171,0.05968872,2.44468931,1.31680069,1.09707795
-5.63381691,4.68507442,0.42220581,0.00848869,0.06025473,2.42088492,1.28188456,1.08797220
-5.62781391,4.58395700,0.40779153,0.00808515,0.06073715,2.40026388,1.25151130,1.07931645
-5.62181091,4.48798513,0.39340445,0.00767788,0.06113470,2.38391862,1.22647418,1.07136690
-5.61580790,4.39934275,0.37928866,0.00727336,0.06144553,2.37275266,1.20740637,1.06430931
-5.60980490,4.31984892,0.36566500,0.00687757,0.06166720,2.36745081,1.19476548,1.05825440
-5.60380190,4.25090933,0.35272595,0.00649588,0.06179686,2.36845668,1.18882305,1.05323636
-5.59779890,4.19348201,0.34063150,0.00613291,0.06183137,2.37595821,1.18965931,1.04921444
-5.59179590,4.14805798,0.32950621,0.00579244,0.06176755,2.38988156,1.19716308,1.04607744
-5.58579290,4.11465736,0.31943743,0.00547735,0.06160246,2.40989349,1.21103682,1.04365065
-5.57978989,4.09284077,0.31047485,0.00518959,0.06133362,2.43541213,1.23080660,1.04170505
-5.57378689,4.08173545,0.30263113,0.00493020,0.06095928,2.46562565,1.25583657,1.03996816
-5.56778389,4.08007491,0.29588377,0.00469930,0.06047867,2.49951832,1.28534762,1.03813610
-5.56178089,4.08625065,0.29017795,0.00449620,0.05989215,2.53590301,1.31843961,1.03588643
-5.55577789,4.09837392,0.28543022,0.00431944,0.05920134,2.57345913,1.35411659,1.03289122
-5.54977489,4.11434544,0.28153290,0.00416693,0.05840915,2.61077480,1.39131428,1.02882993
-5.54377189,4.13193048,0.27835899,0.00403608,0.05751978,2.64639181,1.42892909,1.02340171
-5.53776888,4.14883676,0.27576734,0.00392388,0.05653860,2.67885212,1.46584783,1.01633675
-5.53176588,4.16279252,0.27360798,0.00382711,0.05547203,2.70674418,1.50097736,1.00740641
-5.52576288,4.17162217,0.27172730,0.00374242,0.05432729,2.72874776,1.53327319,0.99643187
-5.51975988,4.17331708,0.26997300,0.00366646,0.05311221,2.74367583,1.56176648,0.98329119
-5.51375688,4.16609927,0.26819869,0.00359604,0.05183497,2.75051206,1.58558842,0.96792465
-5.50775388,4.14847613,0.26626788,0.00352822,0.05050382,2.74844299,1.60399150,0.95033830
-5.50175088,4.11928466,0.26405745,0.00346036,0.04912691,2.73688365,1.61636711,0.93060579
-5.49574787,4.07772418,0.26146041,0.00339026,0.04771203,2.71549622,1.62225892,0.90886853
-5.48974487,4.02337680,0.25838799,0.00331612,0.04626655,2.68420095,1.62137193,0.88533413
-5.48374187,3.95621561,0.25477111,0.00323665,0.04479725,2.64317943,1.61357695,0.86027346
-5.47773887,3.87660082,0.25056107,0.00315103,0.04331036,2.59287020,1.59891054,0.83401623
-5.47173587,3.78526448,0.24572979,0.00305891,0.04181152,2.53395700,1.57757075,0.80694537
-5.46573287,3.68328491,0.24026940,0.00296040,0.04030592,2.46735037,1.54990870,0.77949023
-5.45972986,3.57205211,0.23419141,0.00285600,0.03879840,2.39416328,1.51641668,0.75211887
-5.45372686,3.45322564,0.22752547,0.00274659,0.03729357,2.31568177,1.47771315,0.72532934
-5.44772386,3.32868660,0.22031781,0.00263331,0.03579600,2.23333158,1.43452520,0.69964028
-5.44172086,3.20048544,0.21262945,0.00251758,0.03431038,2.14864191,1.38766916,0.67558079
-5.43571786,3.07078716,0.20453419,0.00240096,0.03284164,2.06320728,1.33802985,0.65367971
-5.42971486,2.94181548,0.19611652,0.00228513,0.03139508,1.97864869,1.28653914,0.63445441
-5.42371186,2.81579756,0.18746943,0.00217180,0.02997642,1.89657492,1.23415437,0.61839926
-5.41770885,2.69491032,0.17869219,0.00206269,0.02859179,1.81854502,1.18183705,0.60597384
-5.41170585,2.58122983,0.16988816,0.00195945,0.02724773,1.74603271,1.13053244,0.59759113
-5.40570285,2.47668447,0.16116261,0.00186360,0.02595106,1.68039348,1.08115026,0.59360598
-5.39969985,2.38301299,0.15262067,0.00177654,0.02470873,1.62283508,1.03454701,0.59430394
-5.39369685,2.30172791,0.14436526,0.00169948,0.02352762,1.57439182,0.99151000,0.59989108
-5.38769385,2.23408517,0.13649531,0.00163343,0.02241433,1.53590331,0.95274354,0.61048484
-5.38169085,2.18106029,0.12910392,0.00157921,0.02137494,1.50799800,0.91885730,0.62610665
-5.37568784,2.14333145,0.12227686,0.00153740,0.02041473,1.49108178,0.89035696,0.64667640
-5.36968484,2.12126981,0.11609114,0.00150836,0.01953800,1.48533194,0.86763739,0.67200947
-5.36368184,2.11493720,0.11061379,0.00149225,0.01874782,1.49069654,0.85097818,0.70181641
-5.35767884,2.12409097,0.10590083,0.00148900,0.01804594,1.50689931,0.84054163,0.73570573
-5.35167584,2.14819602,0.10199648,0.00149836,0.01743263,1.53344983,0.83637303,0.77318991
-5.34567284,2.18644344,0.09893251,0.00151991,0.01690668,1.56965883,0.83840319,0.81369463
-5.33966983,2.23777525,0.09672783,0.00155307,0.01646537,1.61465809,0.84645294,0.85657122
-5.33366683,2.30091447,0.09538827,0.00159712,0.01610465,1.66742440,0.86023945,0.90111202
-5.32766383,2.37439949,0.09490646,0.00165125,0.01581918,1.72680692,0.87938409,0.94656815
-5.32166083,2.45662175,0.09526201,0.00171454,0.01560260,1.79155696,0.90342163,0.99216930
-5.31565783,2.54586539,0.09642169,0.00178601,0.01544773,1.86035935,0.93181036,1.03714462
-5.30965483,2.64034773,0.09833989,0.00186465,0.01534680,1.93186434,0.96394308,1.08074419
-5.30365183,2.73825923,0.10095915,0.00194940,0.01529176,2.00471911,0.99915854,1.12225991
-5.29764882,2.83780188,0.10421084,0.00203920,0.01527451,2.07759783,1.03675332,1.16104523
-5.29164582,2.93722492,0.10801601,0.00213300,0.01528714,2.14922961,1.07599380,1.19653284
-5.28564282,3.03485710,0.11228638,0.00222973,0.01532214,2.21842337,1.11612839,1.22824952
-5.27963982,3.12913490,0.11692553,0.00232837,0.01537255,2.28408946,1.15639971,1.25582773
-5.27363682,3.21862639,0.12183021,0.00242790,0.01543211,2.34525741,1.19605693,1.27901354
-5.26763382,3.30205065,0.12689192,0.00252733,0.01549531,2.40108984,1.23436817,1.29767061
-5.26163082,3.37829300,0.13199863,0.00262570,0.01555742,2.45089270,1.27063302,1.31178030
-5.25562781,3.44641632,0.13703667,0.00272206,0.01561445,2.49412196,1.30419517,1.32143827
-5.24962481,3.50566923,0.14189285,0.00281549,0.01566313,2.53038732,1.33445514,1.32684772
-5.24362181,3.55549139,0.14645665,0.00290510,0.01570078,2.55945333,1.36088301,1.32831005
-5.23761881,3.59551701,0.15062254,0.00299002,0.01572524,2.58123849,1.38303099,1.32621351
-5.23161581,3.62557677,0.15429236,0.00306942,0.01573474,2.59581299,1.40054552,1.32102055
-5.22561281,3.64569887,0.15737757,0.00314252,0.01572780,2.60339521,1.41317870,1.31325464
-5.21960980,3.65610936,0.15980155,0.00320858,0.01570314,2.60434770,1.42079850,1.30348720
-5.21360680,3.65723186,0.16150152,0.00326697,0.01565962,2.59917247,1.42339745,1.29232518
-5.20760380,3.64968662,0.16243039,0.00331713,0.01559619,2.58850579,1.42109908,1.28039978
-5.20160080,3.63428840,0.16255815,0.00335865,0.01551189,2.57311223,1.41416193,1.26835646
-5.19559780,3.61204275,0.16187291,0.00339126,0.01540591,2.55387772,1.40298035,1.25684648
-5.18959480,3.58413999,0.16038149,0.00341489,0.01527765,2.53180096,1.38808187,1.24651967
-5.18359180,3.55194606,0.15810956,0.00342967,0.01512681,2.50798294,1.37012075,1.23801836
-5.17758879,3.51698943,0.15510126,0.00343601,0.01495358,2.48361372,1.34986757,1.23197191
-5.17158579,3.48094346,0.15141844,0.00343459,0.01475871,2.45995614,1.32819470,1.22899148
-5.16558279,3.44560345,0.14713937,0.00342639,0.01454375,2.43832594,1.30605792,1.22966443
-5.15957979,3.41285807,0.14235716,0.00341273,0.01431117,2.42006799,1.28447432,1.23454788
-5.15357679,3.38465496,0.13717773,0.00339527,0.01406450,2.40652859,1.26449696,1.24416103
-5.14757379,3.36296070,0.13171769,0.00337603,0.01380852,2.39902406,1.24718697,1.25897579
-5.14157079,3.34971556,0.12610184,0.00335735,0.01354925,2.39880592,1.23358360,1.27940573
-5.13556778,3.34678391,0.12046072,0.00334191,0.01329409,2.40702358,1.22467337,1.30579331
-5.12956478,3.35590142,0.11492797,0.00333267,0.01305174,2.42468546,1.22135892,1.33839560
-5.12356178,3.37862049,0.10963774,0.00333284,0.01283218,2.45261975,1.22442877,1.37736913
-5.11755878,3.41625565,0.10472216,0.00334582,0.01264651,2.49143652,1.23452894,1.42275434
-5.11155578,3.46983092,0.10030878,0.00337510,0.01250672,2.54149261,1.25213735,1.47446061
-5.10555278,3.54003103,0.09651821,0.00342419,0.01242548,2.60286109,1.27754210,1.53225283
-5.09954977,3.62715876,0.09346178,0.00349651,0.01241574,2.67530713,1.31082434,1.59574051
-5.09354677,3.73110036,0.09123929,0.00359531,0.01249040,2.75827163,1.35184671,1.66437042
-5.08754377,3.85130096,0.08993699,0.00372347,0.01266181,2.85086431,1.40024767,1.73742381
-5.08154077,3.98675160,0.08962551,0.00388347,0.01294133,2.95186713,1.45544257,1.81401894
-5.07553777,4.13598928,0.09035809,0.00407720,0.01333882,3.05974898,1.51663135,1.89311955
-5.06953477,4.29711074,0.09216890,0.00430587,0.01386215,3.17269172,1.58281319,1.97354954
-5.06353177,4.46780069,0.09507160,0.00456990,0.01451672,3.28862759,1.65280771,2.05401394
-5.05752876,4.64537402,0.09905818,0.00486882,0.01530501,3.40528709,1.72528253,2.13312582
-5.05152576,4.82683162,0.10409816,0.00520120,0.01622624,3.52025615,1.79878630,2.20943849
-5.04552276,5.00892853,0.11013818,0.00556464,0.01727605,3.63104100,1.87178645,2.28148202
-5.03951976,5.18825250,0.11710211,0.00595571,0.01844630,3.73513831,1.94271057,2.34780290
-5.03351676,5.36131108,0.12489180,0.00637000,0.01972506,3.83010845,2.00999007,2.40700527
-5.02751376,5.52462426,0.13338840,0.00680220,0.02109664,3.91364901,2.07210486,2.45779221
-5.02151076,5.67481998,0.14245443,0.00724616,0.02254180,3.98366577,2.12762741,2.49900543
-5.01550775,5.80872926,0.15193654,0.00769504,0.02403814,4.03833843,2.17526486,2.52966164
-5.00950475,5.92347765,0.16166905,0.00814150,0.02556059,4.07617853,2.21389762,2.54898415
-5.00350175,6.01656991,0.17147805,0.00857787,0.02708206,4.09607719,2.24261313,2.55642825
-4.99749875,6.08596482,0.18118616,0.00899641,0.02857416,4.09734075,2.26073361,2.55169944
-4.99149575,6.13013732,0.19061764,0.00938949,0.03000808,4.07971307,2.26783672,2.53476359
-4.98549275,6.14812577,0.19960380,0.00974988,0.03135544,4.04338353,2.26376860,2.50584870
-4.97948974,6.13956234,0.20798847,0.01007097,0.03258924,3.98898045,2.24864858,2.46543815
-4.97348674,6.10468533,0.21563325,0.01034697,0.03368474,3.91755045,2.22286574,2.41425582
-4.96748374,6.04433290,0.22242239,0.01057312,0.03462029,3.83052457,2.18706722,2.35324367
-4.96148074,5.95991822,0.22826696,0.01074586,0.03537813,3.72967259,2.14213903,2.28353277
-4.95547774,5.85338681,0.23310822,0.01086290,0.03594490,3.61704765,2.08917996,2.20640899
-4.94947474,5.72715762,0.23691981,0.01092331,0.03631220,3.49492310,2.02946976,2.12327479
-4.94347174,5.58404998,0.23970884,0.01092753,0.03647679,3.36572451,1.96443266,2.03560854
-4.93746873,5.42719896,0.24151562,0.01087731,0.03644068,3.23195902,1.89559774,1.94492306
-4.93146573,5.25996238,0.24241203,0.01077564,0.03621100,3.09614512,1.82455754,1.85272487
-4.92546273,5.08582290,0.24249861,0.01062658,0.03579969,2.96074500,1.75292632,1.76047557
-4.91945973,4.90828880,0.24190051,0.01043509,0.03522295,2.82810214,1.68229945,1.66955684
-4.91345673,4.73079709,0.24076228,0.01020683,0.03450063,2.70038600,1.61421521,1.58123998
-4.90745373,4.55662262,0.23924195,0.00994792,0.03365543,2.57954550,1.55012015,1.49666105
-4.90145073,4.38879621,0.23750448,0.00966470,0.03271200,2.46727269,1.49133894,1.41680216
-4.89544772,4.23003486,0.23571505,0.00936349,0.03169608,2.36497717,1.43904949,1.34247932
-4.88944472,4.08268604,0.23403223,0.00905039,0.03063353,2.27377185,1.39426371,1.27433686
-4.88344172,3.94868780,0.23260163,0.00873109,0.02954948,2.19446962,1.35781423,1.21284841
-4.87743872,3.82954544,0.23155011,0.00841067,0.02846752,2.12759059,1.33034693,1.15832369
-4.87143572,3.72632477,0.23098086,0.00809352,0.02740898,2.07337867,1.31231909,1.11092082
-4.86543272,3.63966142,0.23096955,0.00778324,0.02639239,2.03182629,1.30400259,1.07066296
-4.85942971,3.56978464,0.23156168,0.00748259,0.02543302,2.00270555,1.30549166,1.03745850
-4.85342671,3.51655358,0.23277132,0.00719355,0.02454266,1.98560399,1.31671413,1.01112359
-4.84742371,3.47950371,0.23458101,0.00691727,0.02372944,1.97996302,1.33744562,0.99140579
-4.84142071,3.45790030,0.23694313,0.00665423,0.02299794,1.98511713,1.36732559,0.97800786
-4.83541771,3.45079605,0.23978233,0.00640429,0.02234931,2.00033192,1.40587448,0.97061036
-4.82941471,3.45708987,0.24299906,0.00616680,0.02178160,2.02483928,1.45251103,0.96889213
-4.82341171,3.47558370,0.24647395,0.00594078,0.02129013,2.05786827,1.50656927,0.97254785
-4.81740870,3.50503506,0.25007283,0.00572498,0.02086794,2.09867051,1.56731449,0.98130169
-4.81140570,3.54420294,0.25365219,0.00551803,0.02050633,2.14653923,1.63395782,0.99491686
-4.80540270,3.59188553,0.25706479,0.00531858,0.02019537,2.20082156,1.70566921,1.01320052
-4.79939970,3.64694872,0.26016529,0.00512533,0.01992442,2.26092410,1.78158886,1.03600404
-4.79339670,3.70834499,0.26281556,0.00493718,0.01968268,2.32631185,1.86083695,1.06321883
-4.78739370,3.77512274,0.26488961,0.00475321,0.01945961,2.39650147,1.94252217,1.09476808
-4.78139070,3.84642706,0.26627795,0.00457279,0.01924542,2.47104953,2.02574921,1.13059488
-4.77538769,3.92149288,0.26689121,0.00439554,0.01903141,2.54953722,2.10962573,1.17064765
-4.76938469,3.99963221,0.26666299,0.00422135,0.01881026,2.63155272,2.19326913,1.21486372
-4.76338169,4.08021740,0.26555198,0.00405036,0.01857634,2.71667277,2.27581365,1.26315185
-4.75737869,4.16266221,0.26354311,0.00388295,0.01832582,2.80444494,2.35641817,1.31537515
-4.75137569,4.24640284,0.26064800,0.00371968,0.01805687,2.89437196,2.43427490,1.37133500
-4.74537269,4.33088061,0.25690457,0.00356126,0.01776962,2.98589953,2.50861944,1.43075737
-4.73936968,4.41552820,0.25237597,0.00340851,0.01746627,3.07840863,2.57874197,1.49328231
-4.73336668,4.49976051,0.24714886,0.00326232,0.01715095,3.17121326,2.64399982,1.55845742
-4.72736368,4.58297131,0.24133110,0.00312361,0.01682968,3.26356410,2.70383119,1.62573607
-4.72136068,4.66453620,0.23504895,0.00299332,0.01651022,3.35465859,2.75776970,1.69448074
-4.71535768,4.74382205,0.22844388,0.00287232,0.01620183,3.44365708,2.80545953,1.76397168
-4.70935468,4.82020253,0.22166902,0.00276146,0.01591513,3.52970496,2.84667060,1.83342095
-4.70335168,4.89307922,0.21488537,0.00266149,0.01566173,3.61195985,2.88131338,1.90199147
-4.69734867,4.96190706,0.20825775,0.00257308,0.01545404,3.68962304,2.90945271,1.96882050
-4.69134567,5.02622297,0.20195076,0.00249679,0.01530484,3.76197373,2.93132010,2.03304672
-4.68534267,5.08567587,0.19612454,0.00243306,0.01522697,3.82840478,2.94732387,2.09384000
-4.67933967,5.14005657,0.19093071,0.00238221,0.01523295,3.88845818,2.95805672,2.15043233
-4.67333667,5.18932549,0.18650829,0.00234440,0.01533458,3.94185861,2.96429988,2.20214879
-4.66733367,5.23363665,0.18297994,0.00231965,0.01554251,3.98854318,2.96702371,2.24843693
-4.66133067,5.27335608,0.18044844,0.00230784,0.01586591,4.02868577,2.96738390,2.28889313
-4.65532766,5.30907330,0.17899359,0.00230864,0.01631204,4.06271435,2.96671319,2.32328452
-4.64932466,5.34160448,0.17866960,0.00232158,0.01688590,4.09131969,2.96650799,2.35156517
-4.64332166,5.37198659,0.17950310,0.00234601,0.01758999,4.11545466,2.96840981,2.37388545
-4.63731866,5.40146185,0.18149192,0.00238108,0.01842400,4.13632306,2.97418125,2.39059388
-4.63131566,5.43145244,0.18460450,0.00242578,0.01938467,4.15535774,2.98567646,2.40223086
-4.62531266,5.46352578,0.18878030,0.00247895,0.02046568,4.17418798,3.00480623,2.40951430
-4.61930965,5.49935115,0.19393099,0.00253924,0.02165767,4.19459669,3.03349778,2.41331735
-4.61330665,5.54064858,0.19994254,0.00260522,0.02294832,4.21846833,3.07364974,2.41463895
-4.60730365,5.58913183,0.20667821,0.00267534,0.02432256,4.24772889,3.12708290,2.41456820
-4.60130065,5.64644687,0.21398222,0.00274799,0.02576286,4.28427984,3.19548741,2.41424383
-4.59529765,5.71410821,0.22168415,0.00282153,0.02724964,4.32992805,3.28036764,2.41481049
-4.58929465,5.79343508,0.22960389,0.00289437,0.02876175,4.38631410,3.38298578,2.41737343
-4.58329165,5.88548989,0.23755687,0.00296497,0.03027705,4.45484174,3.50430591,2.42295363
-4.57728864,5.99102127,0.24535948,0.00303193,0.03177303,4.53661089,3.64493999,2.43244515
-4.57128564,6.11041394,0.25283453,0.00309402,0.03322747,4.63235728,3.80509806,2.44657652
-4.56528264,6.24364764,0.25981630,0.00315020,0.03461917,4.74240100,3.98454447,2.46587794
-4.55927964,6.39026707,0.26615531,0.00319974,0.03592860,4.86660656,4.18256249,2.49065548
-4.55327664,6.54936440,0.27172237,0.00324214,0.03713859,5.00435652,4.39792944,2.52097374
-4.54727364,6.71957595,0.27641190,0.00327726,0.03823493,5.15454041,4.62890446,2.55664750
-4.54127064,6.89909369,0.28014436,0.00330527,0.03920690,5.31556011,4.87323087,2.59724293
-4.53526763,7.08569229,0.28286774,0.00332667,0.04004769,5.48535251,5.12815458,2.64208833
-4.52926463,7.27677150,0.28455818,0.00334228,0.04075473,5.66142928,5.39045978,2.69029418
-4.52326163,7.46941338,0.28521950,0.00335322,0.04132984,5.84093334,5.65652231,2.74078156
-4.51725863,7.66045317,0.28488203,0.00336087,0.04177925,6.02071063,5.92238068,2.79231810
-4.51125563,7.84656207,0.28360063,0.00336685,0.04211345,6.19739533,6.18382365,2.84355996
-4.50525263,8.02433956,0.28145212,0.00337294,0.04234692,6.36750583,6.43649280,2.89309826
-4.49924962,8.19041253,0.27853220,0.00338104,0.04249764,6.52754858,6.67599733,2.93950817
-4.49324662,8.34153789,0.27495219,0.00339309,0.04258650,6.67412600,6.89803797,2.98139885
-4.48724362,8.47470514,0.27083553,0.00341102,0.04263657,6.80404484,7.09853578,3.01746220
-4.48124062,8.58723514,0.26631437,0.00343667,0.04267228,6.91442081,7.27376153,3.04651869
-4.47523762,8.67687132,0.26152627,0.00347172,0.04271850,7.00277562,7.42046057,3.06755849
-4.46923462,8.74185973,0.25661117,0.00351766,0.04279960,7.06712264,7.53596836,3.07977641
-4.46323162,8.78101464,0.25170866,0.00357568,0.04293846,7.10603768,7.61831179,3.08259946
-4.45722861,8.79376701,0.24695562,0.00364669,0.04315559,7.11871226,7.66629165,3.07570600
-4.45122561,8.78019362,0.24248425,0.00373120,0.04346827,7.10498706,7.67954268,3.05903608
-4.44522261,8.74102561,0.23842042,0.00382938,0.04388977,7.06536427,7.65856789,3.03279267
-4.43921961,8.67763598,0.23488235,0.00394100,0.04442880,7.00099846,7.60474530,2.99743405
-4.43321661,8.59200637,0.23197959,0.00406543,0.04508903,6.91366622,7.52030622,2.95365782
-4.42721361,8.48667440,0.22981213,0.00420167,0.04586890,6.80571604,7.40828524,2.90237749
-4.42121061,8.36466365,0.22846969,0.00434837,0.04676157,6.68000033,7.27244355,2.84469271
-4.41520760,8.22939887,0.22803109,0.00450388,0.04775511,6.53979238,7.11716806,2.78185443
-4.40920460,8.08460974,0.22856361,0.00466629,0.04883291,6.38869152,6.94734985,2.71522656
-4.40320160,7.93422658,0.23012236,0.00483348,0.04997428,6.23051993,6.76824634,2.64624545
-4.39719860,7.78227179,0.23274954,0.00500322,0.05115518,6.06921495,6.58533199,2.57637882
-4.39119560,7.63275067,0.23647374,0.00517321,0.05234914,5.90872058,6.40414285,2.50708545
-4.38519260,7.48954500,0.24130913,0.00534117,0.05352826,5.75288166,6.23012011,2.43977691
-4.37918959,7.35631274,0.24725463,0.00550487,0.05466425,5.60534400,6.06845809,2.37578243
-4.37318659,7.23639630,0.25429322,0.00566226,0.05572946,5.46946322,5.92396113,2.31631769
-4.36718359,7.13274195,0.26239116,0.00581145,0.05669791,5.34822470,5.80091414,2.26245831
-4.36118059,7.04783186,0.27149756,0.00595082,0.05754617,5.24417618,5.70297008,2.21511840
-4.35517759,6.98363016,0.28154400,0.00607900,0.05825415,5.15937458,5.63305757,2.17503431
-4.34917459,6.94154369,0.29244457,0.00619493,0.05880575,5.09534747,5.59331064,2.14275382
-4.34317159,6.92239785,0.30409620,0.00629784,0.05918925,5.05306947,5.58502200,2.11863048
-4.33716858,6.92642735,0.31637946,0.00638726,0.05939761,5.03295352,5.60862042,2.10282284
-4.33116558,6.95328163,0.32915971,0.00646300,0.05942847,5.03485633,5.66367201,2.09529836
-4.32516258,7.00204409,0.34228888,0.00652512,0.05928406,5.05809714,5.74890459,2.09584142
-4.31915958,7.07126432,0.35560757,0.00657391,0.05897089,5.10148879,5.86225378,2.10406498
-4.31315658,7.15900209,0.36894775,0.00660984,0.05849933,5.16337957,6.00092875,2.11942535
-4.30715358,7.26288180,0.38213578,0.00663354,0.05788307,5.24170460,6.16149536,2.14123958
