energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.45372686,0.21506184,0.14156370,0.00000041,0.00002629,0.00670989,0.10222352,0.09901108
-5.44772386,0.22217201,0.14623621,0.00000058,0.00002719,0.00693136,0.10559604,0.10228838
-5.44172086,0.22788718,0.14998680,0.00000082,0.00002795,0.00710925,0.10830246,0.10492511
-5.43571786,0.23209616,0.15274112,0.00000116,0.00002854,0.00724003,0.11028886,0.10687069
-5.42971486,0.23472079,0.15444610,0.00000161,0.00002896,0.00732121,0.11151666,0.10808989
-5.42371186,0.23571957,0.15507234,0.00000224,0.00002923,0.00735142,0.11196432,0.10856461
-5.41770885,0.23509023,0.15461567,0.00000308,0.00002936,0.00733051,0.11162842,0.10829511
-5.41170585,0.23287124,0.15309797,0.00000422,0.00002936,0.00725957,0.11052427,0.10730072
-5.40570285,0.22914204,0.15056717,0.00000573,0.00002926,0.00714096,0.10868584,0.10562011
-5.39969985,0.22402218,0.14709652,0.00000773,0.00002911,0.00697823,0.10616523,0.10331092
-5.39369685,0.21766945,0.14278309,0.00001035,0.00002896,0.00677611,0.10303158,0.10044901
-5.38769385,0.21027702,0.13774575,0.00001375,0.00002887,0.00654038,0.09936950,0.09712729
-5.38169085,0.20206993,0.13212250,0.00001815,0.00002892,0.00627775,0.09527719,0.09345418
-5.37568784,0.19330097,0.12606758,0.00002378,0.00002919,0.00599576,0.09086430,0.08955186
-5.36968484,0.18424626,0.11974831,0.00003093,0.00002979,0.00570258,0.08624956,0.08555433
-5.36368184,0.17520065,0.11334179,0.00003994,0.00003083,0.00540691,0.08155840,0.08160544
-5.35767884,0.16647314,0.10703171,0.00005121,0.00003244,0.00511780,0.07692063,0.07785684
-5.35167584,0.15838239,0.10100521,0.00006518,0.00003478,0.00484452,0.07246814,0.07446600
-5.34567284,0.15125241,0.09545005,0.00008238,0.00003800,0.00459643,0.06833283,0.07159430
-5.33966983,0.14540851,0.09055184,0.00010336,0.00004228,0.00438283,0.06464463,0.06940506
-5.33366683,0.14117329,0.08649169,0.00012876,0.00004780,0.00421284,0.06152980,0.06806172
-5.32766383,0.13886278,0.08344384,0.00015924,0.00005476,0.00409535,0.05910933,0.06772588
-5.32166083,0.13878248,0.08157363,0.00019553,0.00006338,0.00403881,0.05749742,0.06855525
-5.31565783,0.14122318,0.08103534,0.00023836,0.00007385,0.00405120,0.05680015,0.07070140
-5.30965483,0.14645637,0.08197012,0.00028849,0.00008641,0.00413991,0.05711399,0.07430725
-5.30365183,0.15472924,0.08450371,0.00034665,0.00010124,0.00431155,0.05852441,0.07950426
-5.29764882,0.16625895,0.08874402,0.00041355,0.00011854,0.00457189,0.06110423,0.08640914
-5.29164582,0.18122637,0.09477849,0.00048982,0.00013849,0.00492567,0.06491200,0.09512027
-5.28564282,0.19976919,0.10267116,0.00057599,0.00016122,0.00537646,0.06999005,0.10571377
-5.27963982,0.22197453,0.11245967,0.00067245,0.00018685,0.00592646,0.07636260,0.11823926
-5.27363682,0.24787145,0.12415201,0.00077945,0.00021543,0.00657634,0.08403370,0.13271552
-5.26763382,0.27742346,0.13772348,0.00089698,0.00024695,0.00732509,0.09298518,0.14912622
-5.26163082,0.31052163,0.15311379,0.00102484,0.00028135,0.00816980,0.10317491,0.16741600
-5.25562781,0.34697871,0.17022462,0.00116252,0.00031849,0.00910560,0.11453513,0.18748699
-5.24962481,0.38652480,0.18891799,0.00130925,0.00035815,0.01012552,0.12697150,0.20919635
-5.24362181,0.42880505,0.20901548,0.00146394,0.00040002,0.01122050,0.14036254,0.23235484
-5.23761881,0.47338002,0.23029871,0.00162518,0.00044372,0.01237935,0.15456006,0.25672688
-5.23161581,0.51972902,0.25251125,0.00179128,0.00048876,0.01358895,0.16939043,0.28203223
-5.22561281,0.56725675,0.27536205,0.00196023,0.00053461,0.01483437,0.18465690,0.30794956
-5.21960980,0.61530350,0.29853061,0.00212981,0.00058064,0.01609922,0.20014308,0.33412188
-5.21360680,0.66315880,0.32167371,0.00229756,0.00062618,0.01736596,0.21561739,0.36016394
-5.20760380,0.71007837,0.34443377,0.00246088,0.00067052,0.01861643,0.23083871,0.38567136
-5.20160080,0.75530397,0.36644849,0.00261709,0.00071292,0.01983234,0.24556281,0.41023144
-5.19559780,0.79808543,0.38736165,0.00276351,0.00075265,0.02099585,0.25954947,0.43343508
-5.18959480,0.83770415,0.40683442,0.00289752,0.00078899,0.02209021,0.27257016,0.45488962
-5.18359180,0.87349715,0.42455698,0.00301670,0.00082128,0.02310037,0.28441568,0.47423191
-5.17758879,0.90488046,0.44025975,0.00311883,0.00084892,0.02401357,0.29490366,0.49114106
-5.17158579,0.93137097,0.45372378,0.00320206,0.00087141,0.02481989,0.30388553,0.50535037
-5.16558279,0.95260540,0.46478969,0.00326491,0.00088837,0.02551269,0.31125241,0.51665779
-5.15957979,0.96835566,0.47336477,0.00330638,0.00089953,0.02608896,0.31693983,0.52493431
-5.15357679,0.97853950,0.47942771,0.00332596,0.00090478,0.02654950,0.32093087,0.53012997
-5.14757379,0.98322602,0.48303066,0.00332367,0.00090417,0.02689901,0.32325752,0.53227698
-5.14157079,0.98263538,0.48429855,0.00330008,0.00089788,0.02714592,0.32400014,0.53148979
-5.13556778,0.97713281,0.48342533,0.00325630,0.00088628,0.02730215,0.32328499,0.52796211
-5.12956478,0.96721694,0.48066751,0.00319394,0.00086987,0.02738263,0.32127985,0.52196080
-5.12356178,0.95350292,0.47633506,0.00311508,0.00084931,0.02740476,0.31818794,0.51381702
-5.11755878,0.93670107,0.47078009,0.00302217,0.00082535,0.02738766,0.31424036,0.50391493
-5.11155578,0.91759197,0.46438372,0.00291804,0.00079890,0.02735141,0.30968740,0.49267849
-5.10555278,0.89699908,0.45754188,0.00280573,0.00077092,0.02731620,0.30478903,0.48055691
-5.09954977,0.87576022,0.45065050,0.00268845,0.00074245,0.02730150,0.29980514,0.46800942
-5.09354677,0.85469907,0.44409093,0.00256950,0.00071455,0.02732527,0.29498589,0.45549011
-5.08754377,0.83459802,0.43821602,0.00245212,0.00068832,0.02740317,0.29056257,0.44343332
-5.08154077,0.81617346,0.43333779,0.00233949,0.00066483,0.02754804,0.28673950,0.43224048
-5.07553777,0.80005469,0.42971689,0.00223458,0.00064514,0.02776935,0.28368723,0.42226859
-5.06953477,0.78676698,0.42755457,0.00214013,0.00063024,0.02807301,0.28153739,0.41382114
-5.06353177,0.77671966,0.42698730,0.00205857,0.00062105,0.02846119,0.28037932,0.40714141
-5.05752876,0.77019928,0.42808421,0.00199197,0.00061840,0.02893247,0.28025867,0.40240857
-5.05152576,0.76736810,0.43084751,0.00194206,0.00062304,0.02948215,0.28117785,0.39973647
-5.04552276,0.76826746,0.43521561,0.00191013,0.00063558,0.03010265,0.28309844,0.39917505
-5.03951976,0.77282575,0.44106876,0.00189710,0.00065652,0.03078415,0.28594508,0.40071410
-5.03351676,0.78087023,0.44823683,0.00190350,0.00068624,0.03151533,0.28961089,0.40428894
-5.02751376,0.79214180,0.45650876,0.00192944,0.00072499,0.03228407,0.29396387,0.40978779
-5.02151076,0.80631187,0.46564314,0.00197472,0.00077287,0.03307829,0.29885399,0.41706008
-5.01550775,0.82300028,0.47537934,0.00203878,0.00082987,0.03388668,0.30412062,0.42592540
-5.00950475,0.84179330,0.48544868,0.00212075,0.00089584,0.03469937,0.30959976,0.43618238
-5.00350175,0.86226073,0.49558498,0.00221952,0.00097048,0.03550844,0.31513095,0.44761723
-4.99749875,0.88397130,0.50553410,0.00233371,0.00105337,0.03630833,0.32056326,0.46001134
-4.99149575,0.90650578,0.51506205,0.00246176,0.00114398,0.03709601,0.32576030,0.47314772
-4.98549275,0.92946719,0.52396130,0.00260193,0.00124164,0.03787092,0.33060395,0.48681598
-4.97948974,0.95248790,0.53205525,0.00275233,0.00134554,0.03863482,0.33499675,0.50081582
-4.97348674,0.97523367,0.53920056,0.00291096,0.00145478,0.03939131,0.33886292,0.51495888
-4.96748374,0.99740462,0.54528769,0.00307571,0.00156831,0.04014529,0.34214806,0.52906918
-4.96148074,1.01873367,0.55023960,0.00324440,0.00168501,0.04090226,0.34481768,0.54298238
-4.95547774,1.03898287,0.55400901,0.00341480,0.00180362,0.04166752,0.34685478,0.55654399
-4.94947474,1.05793842,0.55657451,0.00358461,0.00192282,0.04244540,0.34825680,0.56960711
-4.94347174,1.07540501,0.55793599,0.00375155,0.00204118,0.04323852,0.34903209,0.58202996
-4.93746873,1.09120032,0.55810982,0.00391333,0.00215722,0.04404708,0.34919643,0.59367361
-4.93146573,1.10515049,0.55712417,0.00406766,0.00226943,0.04486841,0.34876967,0.60440047
-4.92546273,1.11708716,0.55501494,0.00421234,0.00237625,0.04569662,0.34777304,0.61407367
-4.91945973,1.12684673,0.55182265,0.00434523,0.00247614,0.04652253,0.34622712,0.62255778
-4.91345673,1.13427210,0.54759045,0.00446434,0.00256759,0.04733384,0.34415078,0.62972093
-4.90745373,1.13921717,0.54236358,0.00456783,0.00264918,0.04811559,0.34156122,0.63543848
-4.90145073,1.14155408,0.53619024,0.00465408,0.00271956,0.04885078,0.33847499,0.63959817
-4.89544772,1.14118278,0.52912378,0.00472171,0.00277755,0.04952129,0.33491009,0.64210648
-4.88944472,1.13804262,0.52122616,0.00476970,0.00282215,0.05010894,0.33088892,0.64289605
-4.88344172,1.13212520,0.51257229,0.00479734,0.00285255,0.05059665,0.32644190,0.64193364
-4.87743872,1.12348766,0.50325504,0.00480435,0.00286823,0.05096971,0.32161144,0.63922820
-4.87143572,1.11226552,0.49339030,0.00479089,0.00286890,0.05121695,0.31645613,0.63483854
-4.86543272,1.09868403,0.48312188,0.00475760,0.00285459,0.05133189,0.31105454,0.62887995
-4.85942971,1.08306717,0.47262561,0.00470560,0.00282565,0.05131371,0.30550854,0.62152933
-4.85342671,1.06584317,0.46211224,0.00463654,0.00278272,0.05116797,0.29994572,0.61302823
-4.84742371,1.04754608,0.45182882,0.00455250,0.00272676,0.05090707,0.29452062,0.60368345
-4.84142071,1.02881245,0.44205810,0.00445607,0.00265903,0.05055041,0.28941455,0.59386475
-4.83541771,1.01037294,0.43311583,0.00435022,0.00258102,0.05012415,0.28483383,0.58399959
-4.82941471,0.99303857,0.42534575,0.00423827,0.00249449,0.04966068,0.28100639,0.57456473
-4.82341171,0.97768177,0.41911222,0.00412382,0.00240136,0.04919774,0.27817669,0.56607483
-4.81740870,0.96521263,0.41479079,0.00401061,0.00230367,0.04877712,0.27659904,0.55906826
-4.81140570,0.95655083,0.41275661,0.00390246,0.00220355,0.04844325,0.27652947,0.55409047
-4.80540270,0.95259429,0.41337140,0.00380313,0.00210314,0.04824144,0.27821650,0.55167554
-4.79939970,0.95418557,0.41696910,0.00371618,0.00200450,0.04821602,0.28189103,0.55232645
-4.79339670,0.96207726,0.42384100,0.00364490,0.00190962,0.04840840,0.28775570,0.55649481
-4.78739370,0.97689776,0.43422080,0.00359214,0.00182028,0.04885512,0.29597437,0.56456102
-4.78139070,0.99911900,0.44827034,0.00356023,0.00173805,0.04958603,0.30666193,0.57681543
-4.77538769,1.02902752,0.46606672,0.00355087,0.00166424,0.05062262,0.31987515,0.59344168
-4.76938469,1.06670031,0.48759138,0.00356507,0.00159985,0.05197659,0.33560482,0.61450276
-4.76338169,1.11198692,0.51272188,0.00360309,0.00154555,0.05364879,0.35376992,0.63993075
-4.75737869,1.16449875,0.54122688,0.00366438,0.00150168,0.05562849,0.37421389,0.66952075
-4.75137569,1.22360658,0.57276484,0.00374765,0.00146824,0.05789315,0.39670358,0.70292962
-4.74537269,1.28844694,0.60688664,0.00385081,0.00144492,0.06040854,0.42093093,0.73967973
-4.73936968,1.35793745,0.64304241,0.00397108,0.00143108,0.06312943,0.44651768,0.77916799
-4.73336668,1.43080108,0.68059250,0.00410506,0.00142584,0.06600067,0.47302284,0.82067998
-4.72736368,1.50559888,0.71882237,0.00424883,0.00142808,0.06895875,0.49995301,0.86340884
-4.72136068,1.58076996,0.75696095,0.00439806,0.00143651,0.07193364,0.52677517,0.90647843
-4.71535768,1.65467774,0.79420200,0.00454820,0.00144971,0.07485103,0.55293147,0.94896996
-4.70935468,1.72566048,0.82972762,0.00469460,0.00146623,0.07763477,0.57785563,0.98995110
-4.70335168,1.79208441,0.86273302,0.00483270,0.00148459,0.08020939,0.60099021,1.02850641
-4.69734867,1.85239715,0.89245160,0.00495815,0.00150337,0.08250268,0.62180407,1.06376801
-4.69134567,1.90517927,0.91817932,0.00506701,0.00152130,0.08444819,0.63980947,1.09494502
-4.68534267,1.94919186,0.93929728,0.00515586,0.00153722,0.08598754,0.65457776,1.12135065
-4.67933967,1.98341792,0.95529158,0.00522195,0.00155020,0.08707242,0.66575338,1.14242565
-4.67333667,2.00709589,0.96576957,0.00526326,0.00155956,0.08766620,0.67306523,1.15775719
-4.66733367,2.01974390,0.97047191,0.00527859,0.00156485,0.08774522,0.67633523,1.16709232
-4.66133067,2.02117364,0.96927982,0.00526758,0.00156589,0.08729940,0.67548346,1.17034535
-4.65532766,2.01149347,0.96221735,0.00523074,0.00156278,0.08633254,0.67052998,1.16759908
-4.64932466,1.99110071,0.94944867,0.00516939,0.00155587,0.08486196,0.66159310,1.15909968
-4.64332166,1.96066385,0.93127054,0.00508560,0.00154575,0.08291776,0.64888444,1.14524578
-4.63731866,1.92109558,0.90810061,0.00498211,0.00153319,0.08054157,0.63270099,1.12657232
-4.63131566,1.87351828,0.88046192,0.00486224,0.00151916,0.07778503,0.61341480,1.10373004
-4.62531266,1.81922373,0.84896472,0.00472970,0.00150473,0.07470793,0.59146061,1.07746177
-4.61930965,1.75962920,0.81428634,0.00458854,0.00149107,0.07137613,0.56732242,1.04857679
-4.61330665,1.69623206,0.77715010,0.00444293,0.00147937,0.06785955,0.54151935,1.01792443
-4.60730365,1.63056517,0.73830431,0.00429705,0.00147084,0.06423000,0.51459160,0.98636836
-4.60130065,1.56415484,0.69850209,0.00415500,0.00146660,0.06055926,0.48708725,0.95476272
-4.59529765,1.49848341,0.65848293,0.00402063,0.00146774,0.05691730,0.45955007,0.92393106
-4.58929465,1.43495765,0.61895649,0.00389749,0.00147523,0.05337071,0.43250920,0.89464905
-4.58329165,1.37488390,0.58058909,0.00378874,0.00148990,0.04998155,0.40647055,0.86763146
-4.57728864,1.31945069,0.54399327,0.00369714,0.00151247,0.04680643,0.38191040,0.84352361
-4.57128564,1.26971850,0.50972020,0.00362501,0.00154353,0.04389597,0.35927094,0.82289743
-4.56528264,1.22661652,0.47825508,0.00357423,0.00158354,0.04129456,0.33895770,0.80625165
-4.55927964,1.19094529,0.45001506,0.00354629,0.00163285,0.03904040,0.32133867,0.79401562
-4.55327664,1.16338412,0.42534931,0.00354234,0.00169173,0.03716578,0.30674453,0.78655587
-4.54727364,1.14450179,0.40454081,0.00356321,0.00176035,0.03569750,0.29546977,0.78418447
-4.54127064,1.13476880,0.38780921,0.00360950,0.00183884,0.03465744,0.28777412,0.78716813
-4.53526763,1.13456968,0.37531428,0.00368166,0.00192729,0.03406308,0.28388386,0.79573676
-4.52926463,1.14421356,0.36715947,0.00378000,0.00202576,0.03392804,0.28399255,0.81009063
-4.52326163,1.16394176,0.36339511,0.00390473,0.00213431,0.03426248,0.28826084,0.83040493
-4.51725863,1.19393124,0.36402096,0.00405603,0.00225294,0.03507335,0.29681514,0.85683121
-4.51125563,1.23429310,0.36898791,0.00423402,0.00238165,0.03636448,0.30974488,0.88949493
-4.50525263,1.28506598,0.37819881,0.00443875,0.00252037,0.03813644,0.32709857,0.92848910
-4.49924962,1.34620432,0.39150840,0.00467015,0.00266895,0.04038615,0.34887846,0.97386396
-4.49324662,1.41756223,0.40872262,0.00492798,0.00282713,0.04310641,0.37503444,1.02561324
-4.48724362,1.49887406,0.42959769,0.00521174,0.00299450,0.04628520,0.40545728,1.08365764
-4.48124062,1.58973289,0.45383908,0.00552062,0.00317043,0.04990490,0.43997183,1.14782664
-4.47523762,1.68956908,0.48110106,0.00585335,0.00335410,0.05394151,0.47833081,1.21783999
-4.46923462,1.79763040,0.51098718,0.00620813,0.00354437,0.05836393,0.52020973,1.29329007
-4.46323162,1.91296617,0.54305198,0.00658258,0.00373984,0.06313329,0.56520357,1.37362699
-4.45722861,2.03441711,0.57680452,0.00697361,0.00393879,0.06820264,0.61282596,1.45814770
-4.45122561,2.16061283,0.61171374,0.00737745,0.00413918,0.07351677,0.66251120,1.54599054
-4.44522261,2.28997842,0.64721597,0.00778958,0.00433867,0.07901245,0.71361962,1.63613656
-4.43921961,2.42075113,0.68272450,0.00820481,0.00453467,0.08461910,0.76544660,1.72741834
-4.43321661,2.55100769,0.71764109,0.00861731,0.00472436,0.09025977,0.81723513,1.81853692
-4.42721361,2.67870208,0.75136916,0.00902072,0.00490480,0.09585259,0.86819195,1.90808683
-4.42121061,2.80171315,0.78332811,0.00940832,0.00507298,0.10131264,0.91750682,1.99458897
-4.41520760,2.91790066,0.81296846,0.00977319,0.00522591,0.10655406,0.96437435,2.07653030
-4.40920460,3.02516777,0.83978690,0.01010841,0.00536078,0.11149253,1.00801778,2.15240918
-4.40320160,3.12152768,0.86334084,0.01040733,0.00547502,0.11604783,1.04771362,2.22078454
-4.39719860,3.20517159,0.88326155,0.01066375,0.00556644,0.12014647,1.08281629,2.28032701
-4.39119560,3.27453493,0.89926542,0.01087222,0.00563333,0.12372432,1.11278161,2.32986961
-4.38519260,3.32835883,0.91116270,0.01102821,0.00567455,0.12672899,1.13718809,2.36845586
-4.37918959,3.36574400,0.91886322,0.01112836,0.00568961,0.12912190,1.15575499,2.39538294
-4.37318659,3.38619402,0.92237878,0.01117063,0.00567876,0.13088000,1.16835620,2.41023770
-4.36718359,3.38964620,0.92182218,0.01115444,0.00564300,0.13199690,1.17502932,2.41292384
-4.36118059,3.37648789,0.91740265,0.01108075,0.00558410,0.13248351,1.17597919,2.40367866
-4.35517759,3.34755748,0.90941810,0.01095208,0.00550459,0.13236800,1.17157576,2.38307836
-4.34917459,3.30412957,0.89824436,0.01077247,0.00540770,0.13169516,1.16234610,2.35203142
-4.34317159,3.24788459,0.88432196,0.01054740,0.00529732,0.13052513,1.14896083,2.31176001
-4.33716858,3.18086408,0.86814102,0.01028367,0.00517788,0.12893161,1.13221536,2.26377008
-4.33116558,3.10541303,0.85022480,0.00998915,0.00505425,0.12699947,1.11300660,2.20981095
-4.32516258,3.02411151,0.83111273,0.00967262,0.00493159,0.12482204,1.09230601,2.15182605
-4.31915958,2.93969824,0.81134349,0.00934343,0.00481521,0.12249807,1.07112987,2.09189645
-4.31315658,2.85498871,0.79143878,0.00901124,0.00471039,0.12012849,1.05050791,2.03217932
-4.30715358,2.77279097,0.77188834,0.00868574,0.00462226,0.11781314,1.03145132,1.97484338
