energy_ev,total_up,Al_p_up,Al_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-6.00000000,2.16514754,0.25112248,0.00000000,0.68472870,0.71864268,0.09103014,0.69882836
-5.99399700,2.19303401,0.25551545,0.00000000,0.69158043,0.73214115,0.09190976,0.70058208
-5.98799400,2.21920438,0.25957092,0.00000000,0.69919747,0.74472297,0.09260962,0.70175939
-5.98199100,2.24262451,0.26310795,0.00000000,0.70702242,0.75608500,0.09311947,0.70213639
-5.97598799,2.26228299,0.26595558,0.00000000,0.71452300,0.76592584,0.09342643,0.70148972
-5.96998499,2.27721143,0.26795713,0.00000000,0.72120021,0.77395240,0.09351546,0.69960033
-5.96398199,2.28650596,0.26897432,0.00000000,0.72659623,0.77988708,0.09337003,0.69625821
-5.95797899,2.28934930,0.26889104,0.00000000,0.73030163,0.78347532,0.09297298,0.69126785
-5.95197599,2.28503236,0.26761656,0.00000000,0.73196192,0.78449314,0.09230758,0.68445429
-5.94597299,2.27297433,0.26508812,0.00000000,0.73128299,0.78275435,0.09135855,0.67566941
-5.93996998,2.25274023,0.26127271,0.00000000,0.72803537,0.77811690,0.09011320,0.66479790
-5.93396698,2.22405488,0.25616788,0.00000000,0.72205706,0.77048824,0.08856247,0.65176284
-5.92796398,2.18681235,0.24980163,0.00000000,0.71325470,0.75982917,0.08670184,0.63653019
-5.92196098,2.14108056,0.24223129,0.00000000,0.70160318,0.74615608,0.08453212,0.61911213
-5.91595798,2.08710029,0.23354141,0.00000000,0.68714343,0.72954144,0.08205991,0.59956874
-5.90995498,2.02527891,0.22384087,0.00000000,0.66997876,0.71011247,0.07929794,0.57800816
-5.90395198,1.95617879,0.21325912,0.00000000,0.65026964,0.68804806,0.07626505,0.55458484
-5.89794897,1.88050116,0.20194193,0.00000000,0.62822732,0.66357406,0.07298591,0.52949621
-5.89194597,1.79906594,0.19004669,0.00000000,0.60410652,0.63695732,0.06949052,0.50297779
-5.88594297,1.71278878,0.17773756,0.00000000,0.57819754,0.60849860,0.06581345,0.47529694
-5.87993997,1.62265610,0.16518061,0.00000000,0.55081812,0.57852480,0.06199291,0.44674564
-5.87393697,1.52969947,0.15253921,0.00000000,0.52230538,0.54738083,0.05806970,0.41763272
-5.86793397,1.43497043,0.13996976,0.00000000,0.49300821,0.51542159,0.05408602,0.38827574
-5.86193097,1.33951662,0.12761804,0.00000000,0.46328046,0.48300422,0.05008434,0.35899308
-5.85592796,1.24436040,0.11561615,0.00000000,0.43347494,0.45048106,0.04610623,0.33009657
-5.84992496,1.15048052,0.10408024,0.00000000,0.40393876,0.41819355,0.04219129,0.30188494
-5.84392196,1.05879737,0.09310897,0.00000000,0.37500979,0.38646723,0.03837624,0.27463840
-5.83791896,0.97016231,0.08278277,0.00000000,0.34701453,0.35560803,0.03469409,0.24861452
-5.83191596,0.88535107,0.07316380,0.00000000,0.32026725,0.32589975,0.03117354,0.22404558
-5.82591296,0.80506109,0.06429657,0.00000000,0.29507030,0.29760300,0.02783860,0.20113730
-5.81990995,0.72991271,0.05620914,0.00000000,0.27171559,0.27095521,0.02470829,0.18006903
-5.81390695,0.66045355,0.04891475,0.00000000,0.25048688,0.24617185,0.02179666,0.16099523
