energy_ev,total_up,Al_p_up,Al_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.82591296,2.63960424,0.26882358,0.00000000,0.59251101,1.42390865,0.03306427,0.97778479
-5.81990995,2.61241795,0.26863421,0.00000000,0.58749528,1.41680693,0.03174046,0.96132693
-5.81390695,2.58277076,0.26803346,0.00000000,0.58177971,1.40830714,0.03050551,0.94402359
-5.80790395,2.55169087,0.26709298,0.00000000,0.57559193,1.39892516,0.02939045,0.92629295
-5.80190095,2.52016743,0.26588726,0.00000000,0.56916132,1.38915638,0.02842344,0.90852858
-5.79589795,2.48913062,0.26449240,0.00000000,0.56271498,1.37946427,0.02762942,0.89109185
-5.78989495,2.45943562,0.26298501,0.00000000,0.55647410,1.37027107,0.02702984,0.87430608
-5.78389195,2.43185056,0.26144126,0.00000000,0.55065088,1.36195077,0.02664253,0.85845266
-5.77788894,2.40704844,0.25993604,0.00000000,0.54544594,1.35482442,0.02648159,0.84376890
-5.77188594,2.38560308,0.25854225,0.00000000,0.54104628,1.34915787,0.02655746,0.83044770
-5.76588294,2.36798848,0.25733031,0.00000000,0.53762369,1.34516168,0.02687690,0.81863865
-5.75987994,2.35458141,0.25636774,0.00000000,0.53533357,1.34299315,0.02744313,0.80845035
-5.75387694,2.34566649,0.25571890,0.00000000,0.53431404,1.34276010,0.02825595,0.79995379
-5.74787394,2.34144344,0.25544493,0.00000000,0.53468547,1.34452600,0.02931187,0.79318630
-5.74187094,2.34203563,0.25560366,0.00000000,0.53654997,1.34831635,0.03060428,0.78815597
-5.73586793,2.34749959,0.25624967,0.00000000,0.53999123,1.35412560,0.03212360,0.78484619
-5.72986493,2.35783481,0.25743442,0.00000000,0.54507424,1.36192449,0.03385751,0.78322005
-5.72386193,2.37299333,0.25920629,0.00000000,0.55184518,1.37166728,0.03579109,0.78322457
-5.71785893,2.39288889,0.26161063,0.00000000,0.56033120,1.38329861,0.03790714,0.78479436
-5.71185593,2.41740506,0.26468976,0.00000000,0.57054037,1.39675968,0.04018636,0.78785498
-5.70585293,2.44640233,0.26848277,0.00000000,0.58246149,1.41199350,0.04260772,0.79232556
-5.69984992,2.47972390,0.27302530,0.00000000,0.59606418,1.42894892,0.04514873,0.79812105
-5.69384692,2.51720007,0.27834898,0.00000000,0.61129893,1.44758349,0.04778587,0.80515388
-5.68784392,2.55865129,0.28448091,0.00000000,0.62809749,1.46786489,0.05049495,0.81333517
-5.68184092,2.60388982,0.29144276,0.00000000,0.64637339,1.48977096,0.05325156,0.82257559
-5.67583792,2.65272024,0.29924988,0.00000000,0.66602289,1.51328851,0.05603147,0.83278593
-5.66983492,2.70493881,0.30791016,0.00000000,0.68692614,1.53841071,0.05881108,0.84387745
-5.66383192,2.76033187,0.31742295,0.00000000,0.70894882,1.56513360,0.06156780,0.85576201
-5.65782891,2.81867371,0.32777786,0.00000000,0.73194411,1.59345159,0.06428041,0.86835227
-5.65182591,2.87972379,0.33895369,0.00000000,0.75575503,1.62335243,0.06692934,0.88156169
-5.64582291,2.94322396,0.35091743,0.00000000,0.78021707,1.65481183,0.06949690,0.89530462
-5.63981991,3.00889562,0.36362358,0.00000000,0.80516123,1.68778809,0.07196740,0.90949646
-5.63381691,3.07643743,0.37701364,0.00000000,0.83041710,1.72221706,0.07432722,0.92405372
-5.62781391,3.14552364,0.39101609,0.00000000,0.85581625,1.75800777,0.07656477,0.93889430
-5.62181091,3.21580338,0.40554668,0.00000000,0.88119559,1.79503904,0.07867034,0.95393772
-5.61580790,3.28690123,0.42050928,0.00000000,0.90640071,1.83315732,0.08063596,0.96910547
-5.60980490,3.35841922,0.43579711,0.00000000,0.93128915,1.87217609,0.08245516,0.98432138
-5.60380190,3.42994034,0.45129453,0.00000000,0.95573334,1.91187676,0.08412271,0.99951202
-5.59779890,3.50103360,0.46687917,0.00000000,0.97962337,1.95201141,0.08563435,1.01460721
-5.59179590,3.57126069,0.48242456,0.00000000,1.00286925,1.99230711,0.08698657,1.02954046
-5.58579290,3.64018387,0.49780289,0.00000000,1.02540264,2.03247180,0.08817641,1.04424939
-5.57978989,3.70737483,0.51288811,0.00000000,1.04717808,2.07220145,0.08920127,1.05867612
-5.57378689,3.77242418,0.52755893,0.00000000,1.06817341,2.11118819,0.09005887,1.07276749
-5.56778389,3.83495085,0.54170183,0.00000000,1.08838948,2.14912903,0.09074722,1.08647516
-5.56178089,3.89461104,0.55521381,0.00000000,1.10784896,2.18573454,0.09126465,1.09975541
-5.55577789,3.95110585,0.56800473,0.00000000,1.12659426,2.22073721,0.09160993,1.11256866
-5.54977489,4.00418720,0.57999925,0.00000000,1.14468451,2.25389882,0.09178240,1.12487871
-5.54377189,4.05366128,0.59113804,0.00000000,1.16219158,2.28501638,0.09178218,1.13665156
-5.53776888,4.09938929,0.60137844,0.00000000,1.17919522,2.31392627,0.09161028,1.14785383
-5.53176588,4.14128507,0.61069432,0.00000000,1.19577738,2.34050630,0.09126881,1.15845098
-5.52576288,4.17930954,0.61907528,0.00000000,1.21201592,2.36467542,0.09076109,1.16840512
-5.51975988,4.21346217,0.62652519,0.00000000,1.22797785,2.38639111,0.09009171,1.17767278
-5.51375688,4.24376974,0.63306008,0.00000000,1.24371234,2.40564457,0.08926655,1.18620254
-5.50775388,4.27027301,0.63870561,0.00000000,1.25924394,2.42245394,0.08829273,1.19393291
-5.50175088,4.29301207,0.64349421,0.00000000,1.27456617,2.43685599,0.08717845,1.20079043
-5.49574787,4.31201124,0.64746209,0.00000000,1.28963602,2.44889671,0.08593283,1.20668834
-5.48974487,4.32726460,0.65064619,0.00000000,1.30436959,2.45862152,0.08456571,1.21152587
-5.48374187,4.33872301,0.65308140,0.00000000,1.31863930,2.46606559,0.08308731,1.21518840
-5.47773887,4.34628381,0.65479814,0.00000000,1.33227294,2.47124508,0.08150801,1.21754850
-5.47173587,4.34978395,0.65582043,0.00000000,1.34505480,2.47414975,0.07983807,1.21846798
-5.46573287,4.34899712,0.65616460,0.00000000,1.35672901,2.47473753,0.07808739,1.21780095
-5.45972986,4.34363567,0.65583864,0.00000000,1.36700516,2.47293152,0.07626527,1.21539780
-5.45372686,4.33335707,0.65484235,0.00000000,1.37556611,2.46861962,0.07438034,1.21110993
-5.44772386,4.31777529,0.65316815,0.00000000,1.38207775,2.46165694,0.07244040,1.20479520
-5.44172086,4.29647624,0.65080253,0.00000000,1.38620042,2.45187104,0.07045244,1.19632367
-5.43571786,4.26903706,0.64772814,0.00000000,1.38760153,2.43906960,0.06842268,1.18558350
-5.42971486,4.23504807,0.64392619,0.00000000,1.38596898,2.42305044,0.06635669,1.17248675
-5.42371186,4.19413651,0.63937924,0.00000000,1.38102452,2.40361323,0.06425951,1.15697463
-5.41770885,4.14599079,0.63407403,0.00000000,1.37253680,2.38057234,0.06213584,1.13902215
-5.41170585,4.09038410,0.62800440,0.00000000,1.36033315,2.35377030,0.05999027,1.11864177
-5.40570285,4.02719617,0.62117382,0.00000000,1.34430971,2.32309112,0.05782743,1.09588598
-5.39969985,3.95643200,0.61359778,0.00000000,1.32443941,2.28847273,0.05565219,1.07084861
-5.39369685,3.87823671,0.60530559,0.00000000,1.30077721,2.24991809,0.05346982,1.04366485
-5.38769385,3.79290557,0.59634169,0.00000000,1.27346251,2.20750420,0.05128611,1.01450992
-5.38169085,3.70088884,0.58676631,0.00000000,1.24271845,2.16138872,0.04910743,0.98359658
-5.37568784,3.60279094,0.57665554,0.00000000,1.20884815,2.11181364,0.04694076,0.95117142
-5.36968484,3.49936402,0.56610064,0.00000000,1.17222798,2.05910595,0.04479366,0.91751019
-5.36368184,3.39149604,0.55520679,0.00000000,1.13329819,2.00367509,0.04267420,0.88291240
-5.35767884,3.28019388,0.54409124,0.00000000,1.09255123,1.94600722,0.04059084,0.84769523
-5.35167584,3.16656198,0.53288085,0.00000000,1.05051830,1.88665651,0.03855228,0.81218718
-5.34567284,3.05177735,0.52170925,0.00000000,1.00775468,1.82623370,0.03656733,0.77672149
-5.33966983,2.93706192,0.51071352,0.00000000,0.96482433,1.76539236,0.03464469,0.74162965
-5.33366683,2.82365306,0.50003071,0.00000000,0.92228450,1.70481321,0.03279276,0.70723508
-5.32766383,2.71277342,0.48979400,0.00000000,0.88067093,1.64518721,0.03101949,0.67384720
-5.32166083,2.60560108,0.48012898,0.00000000,0.84048398,1.58719794,0.02933221,0.64175600
-5.31565783,2.50324097,0.47114982,0.00000000,0.80217641,1.53150377,0.02773741,0.61122720
-5.30965483,2.40669842,0.46295565,0.00000000,0.76614303,1.47872070,0.02624070,0.58249803
-5.30365183,2.31685586,0.45562723,0.00000000,0.73271260,1.42940624,0.02484665,0.55577377
-5.29764882,2.23445307,0.44922404,0.00000000,0.70214208,1.38404498,0.02355868,0.53122498
-5.29164582,2.16007187,0.44378181,0.00000000,0.67461343,1.34303641,0.02237907,0.50898552
-5.28564282,2.09412537,0.43931082,0.00000000,0.65023285,1.30668525,0.02130888,0.48915131
-5.27963982,2.03685225,0.43579489,0.00000000,0.62903250,1.27519481,0.02034795,0.47177985
-5.27363682,1.98831608,0.43319120,0.00000000,0.61097434,1.24866338,0.01949491,0.45689044
-5.26763382,1.94840956,0.43143108,0.00000000,0.59595602,1.22708396,0.01874727,0.44446519
-5.26163082,1.91686359,0.43042169,0.00000000,0.58381844,1.21034709,0.01810140,0.43445065
-5.25562781,1.89326055,0.43004867,0.00000000,0.57435463,1.19824684,0.01755267,0.42676012
-5.24962481,1.87705157,0.43017973,0.00000000,0.56731964,1.19048949,0.01709553,0.42127655
-5.24362181,1.86757678,0.43066899,0.00000000,0.56244102,1.18670470,0.01672363,0.41785600
-5.23761881,1.86408807,0.43136201,0.00000000,0.55942945,1.18645860,0.01642993,0.41633148
-5.23161581,1.86577337,0.43210139,0.00000000,0.55798933,1.18926833,0.01620687,0.41651730
-5.22561281,1.87178160,0.43273262,0.00000000,0.55782875,1.19461743,0.01604648,0.41821354
-5.21960980,1.88124756,0.43310996,0.00000000,0.55866874,1.20197148,0.01594059,0.42121081
-5.21360680,1.89331562,0.43310224,0.00000000,0.56025135,1.21079347,0.01588094,0.42529498
-5.20760380,1.90716183,0.43259810,0.00000000,0.56234653,1.22055833,0.01585933,0.43025187
-5.20160080,1.92201342,0.43151066,0.00000000,0.56475743,1.23076604,0.01586781,0.43587174
-5.19559780,1.93716547,0.42978120,0.00000000,0.56732427,1.24095320,0.01589877,0.44195348
-5.18959480,1.95199406,0.42738186,0.00000000,0.56992649,1.25070241,0.01594509,0.44830841
-5.18359180,1.96596600,0.42431708,0.00000000,0.57248342,1.25964963,0.01600025,0.45476358
-5.17758879,1.97864479,0.42062381,0.00000000,0.57495340,1.26748914,0.01605838,0.46116451
-5.17158579,1.98969316,0.41637041,0.00000000,0.57733148,1.27397642,0.01611440,0.46737728
-5.16558279,1.99887220,0.41165435,0.00000000,0.57964599,1.27892880,0.01616400,0.47329009
-5.15957979,2.00603766,0.40659877,0.00000000,0.58195406,1.28222444,0.01620373,0.47881401
-5.15357679,2.01113381,0.40134812,0.00000000,0.58433625,1.28379952,0.01623100,0.48388320
-5.14757379,2.01418523,0.39606298,0.00000000,0.58689080,1.28364438,0.01624408,0.48845441
-5.14157079,2.01528735,0.39091442,0.00000000,0.58972737,1.28179858,0.01624213,0.49250604
-5.13556778,2.01459611,0.38607809,0.00000000,0.59296076,1.27834555,0.01622514,0.49603648
-5.12956478,2.01231726,0.38172827,0.00000000,0.59670483,1.27340686,0.01619399,0.49906219
-5.12356178,2.00869587,0.37803218,0.00000000,0.60106657,1.26713660,0.01615036,0.50161529
-5.11755878,2.00400639,0.37514480,0.00000000,0.60614084,1.25971604,0.01609675,0.50374092
-5.11155578,1.99854350,0.37320432,0.00000000,0.61200567,1.25134865,0.01603647,0.50549439
-5.10555278,1.99261415,0.37232842,0.00000000,0.61871836,1.24225579,0.01597360,0.50693828
-5.09954977,1.98653072,0.37261157,0.00000000,0.62631248,1.23267287,0.01591293,0.50813952
-5.09354677,1.98060543,0.37412323,0.00000000,0.63479569,1.22284622,0.01586000,0.50916658
-5.08754377,1.97514606,0.37690713,0.00000000,0.64414867,1.21303038,0.01582098,0.51008690
-5.08154077,1.97045255,0.38098154,0.00000000,0.65432483,1.20348588,0.01580262,0.51096453
-5.07553777,1.96681468,0.38634036,0.00000000,0.66525100,1.19447725,0.01581221,0.51185816
-5.06953477,1.96451022,0.39295506,0.00000000,0.67682899,1.18627116,0.01585743,0.51281952
-5.06353177,1.96380360,0.40077714,0.00000000,0.68893778,1.17913442,0.01594622,0.51389214
-5.05752876,1.96494455,0.40974109,0.00000000,0.70143650,1.17333176,0.01608663,0.51511056
-5.05152576,1.96816655,0.41976746,0.00000000,0.71416776,1.16912319,0.01628666,0.51649996
-5.04552276,1.97368483,0.43076614,0.00000000,0.72696146,1.16676063,0.01655400,0.51807602
-5.03951976,1.98169350,0.44263925,0.00000000,0.73963875,1.16648396,0.01689584,0.51984517
-5.03351676,1.99236194,0.45528394,0.00000000,0.75201612,1.16851622,0.01731858,0.52180503
-5.02751376,2.00583003,0.46859455,0.00000000,0.76390939,1.17305794,0.01782761,0.52394492
-5.02151076,2.02220236,0.48246431,0.00000000,0.77513756,1.18028084,0.01842704,0.52624649
-5.01550775,2.04154160,0.49678640,0.00000000,0.78552639,1.19032081,0.01911944,0.52868432
-5.00950475,2.06386102,0.51145436,0.00000000,0.79491164,1.20327049,0.01990561,0.53122644
-5.00350175,2.08911671,0.52636200,0.00000000,0.80314189,1.21917178,0.02078442,0.53383472
-4.99749875,2.11719980,0.54140271,0.00000000,0.81008095,1.23800849,0.02175265,0.53646519
-4.99149575,2.14792929,0.55646846,0.00000000,0.81560989,1.25969972,0.02280486,0.53906824
-4.98549275,2.18104594,0.57144861,0.00000000,0.81962856,1.28409426,0.02393346,0.54158873
-4.97948974,2.21620811,0.58622859,0.00000000,0.82205682,1.31096665,0.02512866,0.54396622
-4.97348674,2.25298976,0.60068875,0.00000000,0.82283533,1.34001515,0.02637867,0.54613515
-4.96748374,2.29088160,0.61470361,0.00000000,0.82192605,1.37086223,0.02766990,0.54802536
-4.96148074,2.32929538,0.62814139,0.00000000,0.81931241,1.40305775,0.02898722,0.54956278
-4.95547774,2.36757197,0.64086433,0.00000000,0.81499920,1.43608507,0.03031434,0.55067050
-4.94947474,2.40499311,0.65272954,0.00000000,0.80901219,1.46937025,0.03163424,0.55127036
-4.94347174,2.44079667,0.66359064,0.00000000,0.80139739,1.50229405,0.03292960,0.55128478
-4.93746873,2.47419532,0.67330004,0.00000000,0.79222014,1.53420669,0.03418336,0.55063923
-4.93146573,2.50439769,0.68171185,0.00000000,0.78156372,1.56444472,0.03537913,0.54926487
-4.92546273,2.53063154,0.68868534,0.00000000,0.76952781,1.59234954,0.03650180,0.54710165
-4.91945973,2.55216775,0.69408868,0.00000000,0.75622646,1.61728682,0.03753790,0.54410143
-4.91345673,2.56834423,0.69780283,0.00000000,0.74178587,1.63866592,0.03847608,0.54023107
-4.90745373,2.57858860,0.69972545,0.00000000,0.72634180,1.65595860,0.03930744,0.53547546
-4.90145073,2.58243845,0.69977445,0.00000000,0.71003680,1.66871594,0.04002578,0.52984001
-4.89544772,2.57955830,0.69789118,0.00000000,0.69301724,1.67658293,0.04062777,0.52335267
-4.88944472,2.56975239,0.69404289,0.00000000,0.67543031,1.67930981,0.04111302,0.51606519
-4.88344172,2.55297257,0.68822455,0.00000000,0.65742110,1.67675975,0.04148404,0.50805360
-4.87743872,2.52932097,0.68045970,0.00000000,0.63912978,1.66891249,0.04174609,0.49941772
-4.87143572,2.49904747,0.67080047,0.00000000,0.62068914,1.65586377,0.04190698,0.49027975
-4.86543272,2.46254186,0.65932672,0.00000000,0.60222260,1.63782072,0.04197677,0.48078197
-4.85942971,2.42032149,0.64614435,0.00000000,0.58384259,1.61509335,0.04196736,0.47108358
-4.85342671,2.37301471,0.63138280,0.00000000,0.56564970,1.58808285,0.04189216,0.46135688
-4.84742371,2.32134138,0.61519209,0.00000000,0.54773225,1.55726705,0.04176563,0.45178285
-4.84142071,2.26609097,0.59773930,0.00000000,0.53016664,1.52318405,0.04160287,0.44254647
-4.83541771,2.20809970,0.57920474,0.00000000,0.51301815,1.48641460,0.04141923,0.43383185
-4.82941471,2.14822744,0.55977808,0.00000000,0.49634224,1.44756424,0.04122990,0.42581742
-4.82341171,2.08733536,0.53965436,0.00000000,0.48018620,1.40724574,0.04104965,0.41867144
-4.81740870,2.02626527,0.51903020,0.00000000,0.46459097,1.36606267,0.04089250,0.41254782
-4.81140570,1.96582104,0.49810022,0.00000000,0.44959302,1.32459465,0.04077153,0.40758260
-4.80540270,1.90675270,0.47705378,0.00000000,0.43522607,1.28338454,0.04069871,0.40389095
-4.79939970,1.84974337,0.45607202,0.00000000,0.42152252,1.24292802,0.04068477,0.40156489
-4.79339670,1.79539910,0.43532535,0.00000000,0.40851447,1.20366546,0.04073912,0.40067168
-4.78739370,1.74424137,0.41497123,0.00000000,0.39623424,1.16597626,0.04086977,0.40125273
-4.78139070,1.69670220,0.39515241,0.00000000,0.38471424,1.13017529,0.04108334,0.40332322
-4.77538769,1.65312137,0.37599549,0.00000000,0.37398634,1.09651139,0.04138493,0.40687205
-4.76938469,1.61374546,0.35760980,0.00000000,0.36408064,1.06516748,0.04177813,0.41186222
-4.76338169,1.57872833,0.34008664,0.00000000,0.35502380,1.03626215,0.04226491,0.41823151
-4.75737869,1.54813275,0.32349878,0.00000000,0.34683699,1.00985226,0.04284556,0.42589338
-4.75137569,1.52193297,0.30790034,0.00000000,0.33953375,0.98593643,0.04351853,0.43473805
-4.74537269,1.50001808,0.29332687,0.00000000,0.33311777,0.96445917,0.04428038,0.44463375
-4.73936968,1.48219615,0.27979589,0.00000000,0.32758086,0.94531545,0.04512560,0.45542817
-4.73336668,1.46819929,0.26730760,0.00000000,0.32290136,0.92835580,0.04604654,0.46695018
-4.72736368,1.45768963,0.25584607,0.00000000,0.31904305,0.91339171,0.04703334,0.47901182
-4.72136068,1.45026662,0.24538065,0.00000000,0.31595475,0.90020147,0.04807392,0.49141075
-4.71535768,1.44547571,0.23586779,0.00000000,0.31357070,0.88853651,0.04915401,0.50393321
-4.70935468,1.44281865,0.22725317,0.00000000,0.31181191,0.87812822,0.05025735,0.51635753
-4.70335168,1.44176555,0.21947405,0.00000000,0.31058817,0.86869531,0.05136592,0.52845835
-4.69734867,1.44176870,0.21246190,0.00000000,0.30980113,0.85995172,0.05246030,0.54001152
-4.69134567,1.44227800,0.20614520,0.00000000,0.30934789,0.85161499,0.05352024,0.55079960
-4.68534267,1.44275779,0.20045229,0.00000000,0.30912535,0.84341497,0.05452517,0.56061802
-4.67933967,1.44270474,0.19531420,0.00000000,0.30903485,0.83510278,0.05545500,0.56928158
-4.67333667,1.44166599,0.19066740,0.00000000,0.30898703,0.82645961,0.05629088,0.57663132
-4.66733367,1.43925723,0.18645632,0.00000000,0.30890663,0.81730514,0.05701603,0.58254116
-4.66133067,1.43517959,0.18263546,0.00000000,0.30873694,0.80750535,0.05761662,0.58692439
-4.65532766,1.42923472,0.17917118,0.00000000,0.30844364,0.79697907,0.05808257,0.58973935
-4.64932466,1.42133710,0.17604294,0.00000000,0.30801785,0.78570326,0.05840834,0.59099411
-4.64332166,1.41152290,0.17324386,0.00000000,0.30747812,0.77371636,0.05859355,0.59074977
-4.63731866,1.39995452,0.17078080,0.00000000,0.30687112,0.76111962,0.05864344,0.58912206
-4.63131566,1.38692039,0.16867363,0.00000000,0.30627109,0.74807618,0.05856914,0.58628094
-4.62531266,1.37282962,0.16695393,0.00000000,0.30577774,0.73480766,0.05838775,0.58244810
-4.61930965,1.35820133,0.16566305,0.00000000,0.30551290,0.72158834,0.05812204,0.57789220
-4.61330665,1.34364886,0.16484957,0.00000000,0.30561565,0.70873705,0.05780005,0.57292186
-4.60730365,1.32985917,0.16456633,0.00000000,0.30623644,0.69660680,0.05745428,0.56787656
-4.60130065,1.31756807,0.16486704,0.00000000,0.30753016,0.68557277,0.05712072,0.56311577
-4.59529765,1.30753229,0.16580279,0.00000000,0.30964851,0.67601880,0.05683761,0.55900641
-4.58929465,1.30049926,0.16741832,0.00000000,0.31273209,0.66832305,0.05664408,0.55590951
-4.58329165,1.29717605,0.16974856,0.00000000,0.31690246,0.66284339,0.05657862,0.55416611
-4.57728864,1.29819864,0.17281529,0.00000000,0.32225457,0.65990304,0.05667748,0.55408347
-4.57128564,1.30410302,0.17662434,0.00000000,0.32885000,0.65977720,0.05697312,0.55592183
-4.56528264,1.31529940,0.18116325,0.00000000,0.33671131,0.66268113,0.05749269,0.55988256
-4.55927964,1.33205065,0.18639976,0.00000000,0.34581784,0.66876034,0.05825669,0.56609811
-4.55327664,1.35445624,0.19228096,0.00000000,0.35610313,0.67808317,0.05927779,0.57462438
-4.54727364,1.38244225,0.19873341,0.00000000,0.36745437,0.69063629,0.06055994,0.58543591
-4.54127064,1.41575817,0.20566407,0.00000000,0.37971361,0.70632318,0.06209782,0.59842398
-4.53526763,1.45398055,0.21296215,0.00000000,0.39268111,0.72496571,0.06387654,0.61339810
-4.52926463,1.49652355,0.22050173,0.00000000,0.40612045,0.74630875,0.06587182,0.63009050
-4.52326163,1.54265582,0.22814507,0.00000000,0.41976534,0.77002768,0.06805042,0.64816383
-4.51725863,1.59152314,0.23574655,0.00000000,0.43332783,0.79573825,0.07037100,0.66722147
-4.51125563,1.64217565,0.24315694,0.00000000,0.44650759,0.82300857,0.07278527,0.68682022
-4.50525263,1.69359863,0.25022790,0.00000000,0.45900181,0.85137257,0.07523940,0.70648479
-4.49924962,1.74474538,0.25681654,0.00000000,0.47051536,0.88034431,0.07767567,0.72572342
-4.49324662,1.79457085,0.26278974,0.00000000,0.48077078,0.90943263,0.08003429,0.74404403
-4.48724362,1.84206454,0.26802811,0.00000000,0.48951753,0.93815545,0.08225530,0.76097023
-4.48124062,1.88628138,0.27242948,0.00000000,0.49654043,0.96605313,0.08428042,0.77605651
-4.47523762,1.92636939,0.27591163,0.00000000,0.50166655,0.99270045,0.08605495,0.78890209
-4.46923462,1.96159301,0.27841440,0.00000000,0.50477073,1.01771679,0.08752943,0.79916276
-4.46323162,1.99135151,0.27990085,0.00000000,0.50577921,1.04077412,0.08866117,0.80656049
-4.45722861,2.01519191,0.28035772,0.00000000,0.50467152,1.06160274,0.08941547,0.81089041
-4.45122561,2.03281611,0.27979508,0.00000000,0.50148050,1.07999465,0.08976665,0.81202507
-4.44522261,2.04408253,0.27824524,0.00000000,0.49629065,1.09580457,0.08969865,0.80991587
-4.43921961,2.04900239,0.27576120,0.00000000,0.48923494,1.10894889,0.08920537,0.80459192
-4.43321661,2.04773126,0.27241447,0.00000000,0.48049024,1.11940265,0.08829066,0.79615635
-4.42721361,2.04055666,0.26829273,0.00000000,0.47027176,1.12719506,0.08696801,0.78478058
-4.42121061,2.02788246,0.26349722,0.00000000,0.45882671,1.13240378,0.08525994,0.77069679
-4.41520760,2.01021113,0.25814017,0.00000000,0.44642748,1.13514842,0.08319714,0.75418907
-4.40920460,1.98812460,0.25234235,0.00000000,0.43336463,1.13558370,0.08081746,0.73558370
-4.40320160,1.96226480,0.24623073,0.00000000,0.41993997,1.13389255,0.07816463,0.71523899
-4.39719860,1.93331460,0.23993652,0.00000000,0.40645992,1.13027948,0.07528705,0.69353504
-4.39119560,1.90197979,0.23359349,0.00000000,0.39322925,1.12496463,0.07223636,0.67086386
-4.38519260,1.86897281,0.22733660,0.00000000,0.38054547,1.11817848,0.06906614,0.64762012
-4.37918959,1.83499842,0.22130099,0.00000000,0.36869374,1.11015760,0.06583060,0.62419274
-4.37318659,1.80074170,0.21562119,0.00000000,0.35794254,1.10114127,0.06258338,0.60095747
-4.36718359,1.76685844,0.21043053,0.00000000,0.34853983,1.09136912,0.05937643,0.57827068
-4.36118059,1.73396773,0.20586069,0.00000000,0.34070993,1.08107963,0.05625908,0.55646413
-4.35517759,1.70264683,0.20204127,0.00000000,0.33465084,1.07050945,0.05327722,0.53584105
-4.34917459,1.67342782,0.19909927,0.00000000,0.33053209,1.05989326,0.05047267,0.51667311
-4.34317159,1.64679586,0.19715850,0.00000000,0.32849297,1.04946407,0.04788270,0.49919840
-4.33716858,1.62318861,0.19633871,0.00000000,0.32864111,1.03945362,0.04553969,0.48362028
-4.33116558,1.60299648,0.19675455,0.00000000,0.33105142,1.03009285,0.04347096,0.47010684
-4.32516258,1.58656334,0.19851418,0.00000000,0.33576534,1.02161192,0.04169869,0.45879098
-4.31915958,1.57418723,0.20171765,0.00000000,0.34279040,1.01423990,0.04023997,0.44977092
-4.31315658,1.56612096,0.20645496,0.00000000,0.35210008,1.00820365,0.03910693,0.44311104
-4.30715358,1.56257217,0.21280392,0.00000000,0.36363413,1.00372601,0.03830691,0.43884289
