energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.51375688,3.80616563,0.01248331,0.62378648,0.03110357,1.23260249,3.21570173,1.24756850
-5.50775388,3.93932920,0.01302872,0.65347479,0.03143653,1.27397542,3.36850458,1.28469276
-5.50175088,4.06443958,0.01356755,0.68253648,0.03168714,1.31215520,3.51730876,1.31886438
-5.49574787,4.18012026,0.01409370,0.71064050,0.03186599,1.34667458,3.66033980,1.34974800
-5.48974487,4.28506431,0.01460160,0.73745404,0.03198489,1.37710363,3.79579349,1.37703556
-5.48374187,4.37804897,0.01508609,0.76264674,0.03205618,1.40305605,3.92186374,1.40044821
-5.47773887,4.45795095,0.01554243,0.78589567,0.03209206,1.42419500,4.03677499,1.41973841
-5.47173587,4.52376231,0.01596618,0.80689091,0.03210394,1.44023822,4.13881815,1.43469220
-5.46573287,4.57460627,0.01635317,0.82534153,0.03210180,1.45096236,4.22638914,1.44513161
-5.45972986,4.60975299,0.01669942,0.84098174,0.03209364,1.45620651,4.29802840,1.45091722
-5.45372686,4.62863461,0.01700115,0.85357704,0.03208505,1.45587500,4.35246012,1.45195076
-5.44772386,4.63085919,0.01725470,0.86293002,0.03207888,1.44993926,4.38862955,1.44817772
-5.44172086,4.61622326,0.01745661,0.86888565,0.03207512,1.43843899,4.40573678,1.43958985
-5.43571786,4.58472217,0.01760358,0.87133586,0.03207084,1.42148242,4.40326556,1.42622739
-5.42971486,4.53655823,0.01769255,0.87022316,0.03206038,1.39924586,4.38100586,1.40818102
-5.42371186,4.47214572,0.01772081,0.86554317,0.03203567,1.37197237,4.33906904,1.38559332
-5.41770885,4.39211279,0.01768601,0.85734600,0.03198665,1.33996959,4.27789472,1.35865959
-5.41170585,4.29729962,0.01758632,0.84573632,0.03190183,1.30360678,4.19824904,1.32762798
-5.40570285,4.18875271,0.01742052,0.83087215,0.03176892,1.26331091,4.10121388,1.29279872
-5.39969985,4.06771499,0.01718810,0.81296242,0.03157553,1.21956180,3.98816754,1.25452245
-5.39369685,3.93561185,0.01688935,0.79226327,0.03130985,1.17288642,3.86075706,1.21319747
-5.38769385,3.79403295,0.01652547,0.76907326,0.03096130,1.12385220,3.72086338,1.16926596
-5.38169085,3.64471001,0.01609858,0.74372765,0.03052114,1.07305937,3.57056012,1.12320902
-5.37568784,3.48949103,0.01561179,0.71659175,0.02998299,1.02113261,3.41206758,1.07554071
-5.36968484,3.33031110,0.01506915,0.68805371,0.02934321,0.96871180,3.24770331,1.02680103
-5.36368184,3.16916063,0.01447568,0.65851682,0.02860114,0.91644233,3.07983078,0.97754796
-5.35767884,3.00805151,0.01383726,0.62839153,0.02775922,0.86496488,2.91080791,0.92834877
-5.35167584,2.84898209,0.01316053,0.59808745,0.02682297,0.81490514,2.74293686,0.87977067
-5.34567284,2.69390173,0.01245277,0.56800545,0.02580078,0.76686357,2.57841659,0.83237114
-5.33966983,2.54467605,0.01172176,0.53853014,0.02470362,0.72140554,2.41929952,0.78668806
-5.33366683,2.40305358,0.01097559,0.51002281,0.02354462,0.67905209,2.26745335,0.74323003
-5.32766383,2.27063498,0.01022252,0.48281515,0.02233857,0.64027170,2.12452899,0.70246706
-5.32166083,2.14884555,0.00947076,0.45720378,0.02110139,0.60547321,1.99193517,0.66482197
-5.31565783,2.03891200,0.00872834,0.43344570,0.01984953,0.57500017,1.87082022,0.63066279
-5.30965483,1.94184403,0.00800291,0.41175494,0.01859941,0.54912674,1.76206113,0.60029635
-5.30365183,1.85842128,0.00730165,0.39230022,0.01736688,0.52805542,1.66625983,0.57396331
-5.29764882,1.78918611,0.00663110,0.37520391,0.01616670,0.51191635,1.58374635,0.55183488
-5.29164582,1.73444221,0.00599709,0.36054212,0.01501216,0.50076852,1.51458843,0.53401123
-5.28564282,1.69425897,0.00540471,0.34834588,0.01391476,0.49460246,1.45860684,0.52052167
-5.27963982,1.66848143,0.00485819,0.33860343,0.01288392,0.49334444,1.41539570,0.51132670
-5.27363682,1.65674514,0.00436098,0.33126343,0.01192689,0.49686189,1.38434675,0.50632162
-5.26763382,1.65849531,0.00391571,0.32623891,0.01104870,0.50496972,1.36467675,0.50534183
-5.26163082,1.67300929,0.00352421,0.32341184,0.01025220,0.51743727,1.35545690,0.50816927
-5.25562781,1.69942149,0.00318760,0.32263810,0.00953819,0.53399545,1.35564333,0.51453998
-5.24962481,1.73674952,0.00290633,0.32375264,0.00890561,0.55434393,1.36410763,0.52415233
-5.24362181,1.78392059,0.00268021,0.32657459,0.00835178,0.57815779,1.37966666,0.53667557
-5.23761881,1.83979706,0.00250853,0.33091223,0.00787269,0.60509362,1.40111073,0.55175842
-5.23161581,1.90320023,0.00239008,0.33656753,0.00746325,0.63479463,1.42722954,0.56903721
-5.22561281,1.97293161,0.00232323,0.34334018,0.00711763,0.66689483,1.45683537,0.58814345
-5.21960980,2.04779106,0.00230600,0.35103107,0.00682952,0.70102204,1.48878320,0.60871044
-5.21360680,2.12659151,0.00233608,0.35944503,0.00659237,0.73679989,1.52198744,0.63037876
-5.20760380,2.20817019,0.00241088,0.36839300,0.00639964,0.77384890,1.55543535,0.65280062
-5.20160080,2.29139656,0.00252759,0.37769343,0.00624501,0.81178683,1.58819722,0.67564288
-5.19559780,2.37517725,0.00268320,0.38717327,0.00612248,0.85022852,1.61943343,0.69858897
-5.18959480,2.45845875,0.00287457,0.39666841,0.00602652,0.88878563,1.64839882,0.72133983
-5.18359180,2.54022851,0.00309841,0.40602379,0.00595212,0.92706654,1.67444476,0.74361390
-5.17758879,2.61951527,0.00335140,0.41509337,0.00589484,0.96467674,1.69701918,0.76514665
-5.17158579,2.69538936,0.00363018,0.42374000,0.00585081,1.00122002,1.71566518,0.78568982
-5.16558279,2.76696393,0.00393145,0.43183535,0.00581671,1.03630060,1.73001844,0.80501051
-5.15957979,2.83339739,0.00425202,0.43925995,0.00578970,1.06952649,1.73980396,0.82289067
-5.15357679,2.89389774,0.00458887,0.44590355,0.00576741,1.10051396,1.74483221,0.83912689
-5.14757379,2.94772884,0.00493925,0.45166560,0.00574785,1.12889316,1.74499503,0.85353080
-5.14157079,2.99421853,0.00530072,0.45645607,0.00572935,1.15431464,1.74026131,0.86593016
-5.13556778,3.03276848,0.00567127,0.46019643,0.00571051,1.17645653,1.73067265,0.87617051
-5.12956478,3.06286494,0.00604930,0.46282076,0.00569013,1.19503209,1.71633871,0.88411742
-5.12356178,3.08409004,0.00643377,0.46427691,0.00566714,1.20979705,1.69743250,0.88965912
-5.11755878,3.09613263,0.00682413,0.46452767,0.00564062,1.22055649,1.67418528,0.89270937
-5.11155578,3.09879784,0.00722037,0.46355166,0.00560969,1.22717078,1.64688114,0.89321021
-5.10555278,3.09201475,0.00762301,0.46134413,0.00557356,1.22956010,1.61585104,0.89113452
-5.09954977,3.07584117,0.00803300,0.45791725,0.00553147,1.22770741,1.58146647,0.88648800
-5.09354677,3.05046532,0.00845166,0.45330024,0.00548271,1.22165947,1.54413251,0.87931045
-5.08754377,3.01620376,0.00888058,0.44753887,0.00542661,1.21152590,1.50428054,0.86967618
-5.08154077,2.97349571,0.00932144,0.44069469,0.00536254,1.19747628,1.46236048,0.85769337
-5.07553777,2.92289370,0.00977587,0.43284383,0.00528995,1.17973536,1.41883301,0.84350251
-5.06953477,2.86505094,0.01024527,0.42407543,0.00520835,1.15857657,1.37416158,0.82727371
-5.06353177,2.80070586,0.01073058,0.41448983,0.00511735,1.13431425,1.32880464,0.80920322
-5.05752876,2.73066456,0.01123213,0.40419652,0.00501665,1.10729480,1.28320820,0.78950907
-5.05152576,2.65578169,0.01174947,0.39331198,0.00490608,1.07788725,1.23779883,0.76842617
-5.04552276,2.57694075,0.01228115,0.38195743,0.00478559,1.04647362,1.19297731,0.74620090
-5.03951976,2.49503428,0.01282467,0.37025660,0.00465527,1.01343941,1.14911294,0.72308561
-5.03351676,2.41094482,0.01337634,0.35833354,0.00451536,0.97916462,1.10653869,0.69933294
-5.02751376,2.32552701,0.01393128,0.34631056,0.00436625,0.94401552,1.06554710,0.67519046
-5.02151076,2.23959153,0.01448341,0.33430618,0.00420849,0.90833754,1.02638700,0.65089550
-5.01550775,2.15389090,0.01502555,0.32243335,0.00404276,0.87244922,0.98926102,0.62667054
-5.00950475,2.06910774,0.01554957,0.31079768,0.00386991,0.83663746,0.95432377,0.60271905
-5.00350175,1.98584519,0.01604653,0.29949585,0.00369090,0.80115414,0.92168088,0.57922212
-4.99749875,1.90462003,0.01650698,0.28861423,0.00350681,0.76621392,0.89138861,0.55633560
-4.99149575,1.82585796,0.01692123,0.27822748,0.00331883,0.73199334,0.86345424,0.53418820
-4.98549275,1.74989146,0.01727963,0.26839751,0.00312821,0.69863105,0.83783722,0.51288014
-4.97948974,1.67695979,0.01757296,0.25917251,0.00293625,0.66622901,0.81445103,0.49248271
-4.97348674,1.60721126,0.01779274,0.25058622,0.00274430,0.63485466,0.79316596,0.47303851
-4.96748374,1.54070754,0.01793157,0.24265752,0.00255368,0.60454391,0.77381272,0.45456253
-4.96148074,1.47742996,0.01798341,0.23539026,0.00236568,0.57530467,0.75618703,0.43704383
-4.95547774,1.41728756,0.01794387,0.22877357,0.00218155,0.54712101,0.74005515,0.42044800
-4.94947474,1.36012686,0.01781038,0.22278241,0.00200245,0.51995763,0.72516035,0.40472022
-4.94347174,1.30574302,0.01758240,0.21737872,0.00182941,0.49376468,0.71123032,0.38978880
-4.93746873,1.25389217,0.01726146,0.21251293,0.00166339,0.46848258,0.69798523,0.37556929
-4.93146573,1.20430466,0.01685116,0.20812592,0.00150516,0.44404690,0.68514653,0.36196885
-4.92546273,1.15669885,0.01635716,0.20415151,0.00135538,0.42039302,0.67244603,0.34889084
-4.91945973,1.11079505,0.01578704,0.20051924,0.00121455,0.39746048,0.65963517,0.33623951
-4.91345673,1.06632926,0.01515011,0.19715757,0.00108299,0.37519695,0.64649411,0.32392463
-4.90745373,1.02306625,0.01445718,0.19399731,0.00096092,0.35356160,0.63284036,0.31186585
-4.90145073,0.98081167,0.01372034,0.19097520,0.00084839,0.33252779,0.61853669,0.29999676
-4.89544772,0.93942267,0.01295263,0.18803760,0.00074533,0.31208515,0.60349798,0.28826846
-4.88944472,0.89881695,0.01216779,0.18514406,0.00065155,0.29224076,0.58769681,0.27665246
-4.88344172,0.85897974,0.01137993,0.18227072,0.00056676,0.27301969,0.57116764,0.26514307
-4.87743872,0.81996869,0.01060328,0.17941347,0.00049060,0.25446468,0.55400925,0.25375888
-4.87143572,0.78191652,0.00985190,0.17659055,0.00042264,0.23663521,0.53638557,0.24254362
-4.86543272,0.74503139,0.00913951,0.17384471,0.00036239,0.21960585,0.51852471,0.23156622
-4.85942971,0.70959497,0.00847925,0.17124467,0.00030935,0.20346420,0.50071629,0.22092013
-4.85342671,0.67595845,0.00788353,0.16888587,0.00026299,0.18830833,0.48330697,0.21072193
-4.84742371,0.64453643,0.00736390,0.16689033,0.00022279,0.17424401,0.46669450,0.20110944
-4.84142071,0.61579906,0.00693095,0.16540569,0.00018824,0.16138168,0.45132013,0.19223911
-4.83541771,0.59026251,0.00659419,0.16460329,0.00015887,0.14983346,0.43765981,0.18428306
-4.82941471,0.56847798,0.00636204,0.16467535,0.00013421,0.13971016,0.42621400,0.17742571
-4.82341171,0.55101957,0.00624170,0.16583117,0.00011388,0.13111843,0.41749655,0.17186008
-4.81740870,0.53847117,0.00623907,0.16829250,0.00009753,0.12415813,0.41202264,0.16778388
-4.81140570,0.53141267,0.00635875,0.17228802,0.00008487,0.11891996,0.41029607,0.16539549
-4.80540270,0.53040579,0.00660384,0.17804722,0.00007568,0.11548343,0.41279608,0.16488987
-4.79939970,0.53597972,0.00697594,0.18579368,0.00006980,0.11391510,0.41996405,0.16645448
-4.79339670,0.54861717,0.00747498,0.19573793,0.00006716,0.11426727,0.43219028,0.17026540
-4.78739370,0.56874087,0.00809911,0.20807024,0.00006773,0.11657705,0.44980129,0.17648363
-4.78139070,0.59670138,0.00884463,0.22295349,0.00007159,0.12086581,0.47304807,0.18525173
-4.77538769,0.63276620,0.00970589,0.24051645,0.00007888,0.12713916,0.50209560,0.19669094
-4.76938469,0.67711114,0.01067521,0.26084768,0.00008979,0.13538735,0.53701430,0.21089889
-4.76338169,0.72981408,0.01174291,0.28399053,0.00010460,0.14558619,0.57777372,0.22794797
-4.75737869,0.79085179,0.01289733,0.30993931,0.00012364,0.15769856,0.62423912,0.24788451
-4.75137569,0.86010011,0.01412500,0.33863713,0.00014731,0.17167638,0.67617118,0.27072884
-4.74537269,0.93733785,0.01541076,0.36997539,0.00017602,0.18746321,0.73322934,0.29647638
-4.73936968,1.02225453,0.01673815,0.40379533,0.00021026,0.20499727,0.79497900,0.32509955
-4.73336668,1.11446200,0.01808970,0.43989150,0.00025050,0.22421498,0.86090244,0.35655083
-4.72736368,1.21350961,0.01944742,0.47801728,0.00029724,0.24505481,0.93041366,0.39076647
-4.72136068,1.31890260,0.02079336,0.51789226,0.00035095,0.26746134,1.00287661,0.42767112
-4.71535768,1.43012299,0.02211010,0.55921129,0.00041210,0.29138937,1.07762635,0.46718285
-4.70935468,1.54665207,0.02338144,0.60165487,0.00048108,0.31680778,1.15399245,0.50921848
-4.70335168,1.66799335,0.02459296,0.64490041,0.00055827,0.34370303,1.23132361,0.55369889
-4.69734867,1.79369483,0.02573259,0.68863391,0.00064391,0.37208193,1.30901251,0.60055389
-4.69134567,1.92336924,0.02679114,0.73256147,0.00073822,0.40197337,1.38651965,0.64972634
-4.68534267,2.05671072,0.02776269,0.77642002,0.00084128,0.43342893,1.46339492,0.70117518
-4.67933967,2.19350696,0.02864491,0.81998668,0.00095308,0.46652192,1.53929568,0.75487699
-4.67333667,2.33364537,0.02943914,0.86308622,0.00107354,0.50134483,1.61400024,0.81082584
-4.66733367,2.47711253,0.03015043,0.90559614,0.00120246,0.53800493,1.68741568,0.86903111
-4.66133067,2.62398628,0.03078725,0.94744891,0.00133961,0.57661814,1.75957935,0.92951337
-4.65532766,2.77442015,0.03136114,0.98863121,0.00148472,0.61730106,1.83065350,0.99229805
-4.64932466,2.92862036,0.03188613,1.02918011,0.00163749,0.66016146,1.90091296,1.05740725
-4.64332166,3.08681598,0.03237803,1.06917602,0.00179770,0.70528738,1.97072605,1.12484971
-4.63731866,3.24922333,0.03285358,1.10873301,0.00196521,0.75273534,2.04052938,1.19460951
-4.63131566,3.41600593,0.03332954,1.14798654,0.00214006,0.80251799,2.11079741,1.26663380
-4.62531266,3.58723202,0.03382171,1.18707943,0.00232251,0.85459196,2.18200813,1.34082018
-4.61930965,3.76283158,0.03434398,1.22614652,0.00251309,0.90884626,2.25460626,1.41700447
-4.61330665,3.94255516,0.03490745,1.26529899,0.00271271,0.96509219,2.32896592,1.49494937
-4.60730365,4.12593700,0.03551965,1.30460897,0.00292270,1.02305516,2.40535439,1.57433493
-4.60130065,4.31226452,0.03618390,1.34409538,0.00314488,1.08236924,2.48389913,1.65475127
-4.59529765,4.50055662,0.03689886,1.38371182,0.00338156,1.14257486,2.56455956,1.73569445
-4.58929465,4.68955245,0.03765837,1.42333716,0.00363561,1.20312021,2.64710552,1.81656579
-4.58329165,4.87771217,0.03845142,1.46276955,0.00391045,1.26336662,2.73110372,1.89667511
-4.57728864,5.06323069,0.03926246,1.50172425,0.00421002,1.32259805,2.81591316,1.97524825
-4.57128564,5.24406471,0.04007188,1.53983567,0.00453874,1.38003462,2.90069036,2.05143878
-4.56528264,5.41797289,0.04085673,1.57666356,0.00490141,1.43484994,2.98440439,2.12434388
-4.55927964,5.58256814,0.04159166,1.61170352,0.00530313,1.48619185,3.06586170,2.19302403
-4.55327664,5.73538050,0.04224990,1.64440125,0.00574908,1.53320571,3.14373973,2.25652599
-4.54727364,5.87392851,0.04280443,1.67417016,0.00624441,1.57505956,3.21662831,2.31390838
-4.54127064,5.99579631,0.04322912,1.70041164,0.00679395,1.61097018,3.28307706,2.36426892
-4.53526763,6.09871343,0.04349986,1.72253709,0.00740204,1.64022877,3.34164696,2.40677245
-4.52926463,6.18063398,0.04359562,1.73999081,0.00807218,1.66222542,3.39096377,2.44067845
-4.52326163,6.23981171,0.04349933,1.75227258,0.00880686,1.67647099,3.42977093,2.46536713
-4.51725863,6.27486754,0.04319867,1.75895907,0.00960718,1.68261564,3.45697956,2.48036281
-4.51125563,6.28484664,0.04268659,1.75972284,0.01047270,1.68046294,3.47171328,2.48535361
-4.50525263,6.26926202,0.04196159,1.75434818,0.01140112,1.66997896,3.47334556,2.48020652
-4.49924962,6.22812282,0.04102781,1.74274285,0.01238817,1.65129589,3.46152807,2.46497707
-4.49324662,6.16194557,0.03989484,1.72494522,0.01342745,1.62470998,3.43620846,2.43991304
-4.48724362,6.07174790,0.03857736,1.70112635,0.01451037,1.59067387,3.39763684,2.40545206
-4.48124062,5.95902479,0.03709452,1.67158691,0.01562620,1.54978370,3.34636053,2.36221283
-4.47523762,5.82570818,0.03546924,1.63674898,0.01676219,1.50276158,3.28320747,2.31098045
-4.46923462,5.67411182,0.03372734,1.59714317,0.01790379,1.45043414,3.20925890,2.25268626
-4.46323162,5.50686354,0.03189660,1.55339162,0.01903494,1.39370822,3.12581286,2.18838291
-4.45722861,5.32682797,0.03000584,1.50618760,0.02013853,1.33354482,3.03433997,2.11921571
-4.45122561,5.13702288,0.02808395,1.45627274,0.02119684,1.27093215,2.93643372,2.04639123
-4.44522261,4.94053259,0.02615904,1.40441295,0.02219215,1.20685921,2.83375756,1.97114451
-4.43921961,4.74042198,0.02425765,1.35137392,0.02310733,1.14229064,2.72799097,1.89470592
-4.43321661,4.53965449,0.02240406,1.29789758,0.02392648,1.07814385,2.62077710,1.81826907
-4.42721361,4.34101683,0.02061979,1.24468018,0.02463558,1.01526910,2.51367390,1.74296075
-4.42121061,4.14705334,0.01892318,1.19235320,0.02522312,0.95443305,2.40811076,1.66981404
-4.41520760,3.96001166,0.01732917,1.14146744,0.02568063,0.89630619,2.30535223,1.59974534
-4.40920460,3.78180129,0.01584920,1.09248116,0.02600320,0.84145413,2.20646985,1.53353602
-4.40320160,3.61396578,0.01449120,1.04575226,0.02618983,0.79033284,2.11232294,1.47181912
-4.39719860,3.45766858,0.01325980,1.00153483,0.02624370,0.74328754,2.02354837,1.41507136
-4.39119560,3.31369227,0.01215651,0.95997970,0.02617226,0.70055490,1.94055936,1.36361038
-4.38519260,3.18245002,0.01118004,0.92113897,0.02598720,0.66226817,1.86355250,1.31759718
-4.37918959,3.06400812,0.01032668,0.88497378,0.02570424,0.62846468,1.79252223,1.27704318
-4.37318659,2.95811765,0.00959069,0.85136489,0.02534278,0.59909516,1.72728152,1.24182162
-4.36718359,2.86425352,0.00896469,0.82012542,0.02492540,0.57403440,1.66748741,1.21168250
-4.36118059,2.78165887,0.00844007,0.79101493,0.02447719,0.55309269,1.61267001,1.18627032
-4.35517759,2.70939253,0.00800738,0.76375424,0.02402506,0.53602764,1.56226336,1.16514395
-4.34917459,2.64637791,0.00765668,0.73804033,0.02359685,0.52255583,1.51563694,1.14779765
-4.34317159,2.59145109,0.00737786,0.71356060,0.02322044,0.51236410,1.47212637,1.13368259
-4.33716858,2.54340667,0.00716093,0.69000612,0.02292283,0.50512002,1.43106215,1.12222795
-4.33116558,2.50103995,0.00699626,0.66708339,0.02272917,0.50048148,1.39179566,1.11286085
-4.32516258,2.46318412,0.00687475,0.64452431,0.02266191,0.49810507,1.35372150,1.10502473
-4.31915958,2.42874185,0.00678801,0.62209409,0.02273989,0.49765330,1.31629584,1.09819526
-4.31315658,2.39671053,0.00672845,0.59959718,0.02297761,0.49880054,1.27905032,1.09189371
-4.30715358,2.36620107,0.00668937,0.57688105,0.02338461,0.50123761,1.24160160,1.08569735
