energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,8.90323731,0.67913684,0.04606598,2.33084748,6.69486951,1.58916837,0.00000000
-5.99399700,8.72396065,0.66643035,0.04475003,2.32282510,6.54515469,1.56473037,0.00000000
-5.98799400,8.54177139,0.65323931,0.04344054,2.31289116,6.39332754,1.54049072,0.00000000
-5.98199100,8.35893295,0.63971877,0.04215013,2.30119518,6.24133744,1.51675756,0.00000000
-5.97598799,8.17774953,0.62602914,0.04089231,2.28790978,6.09116475,1.49383437,0.00000000
-5.96998499,8.00052847,0.61233385,0.03968119,2.27322996,5.94478723,1.47201562,0.00000000
-5.96398199,7.82954658,0.59879719,0.03853140,2.25737334,5.80414935,1.45158339,0.00000000
-5.95797899,7.66702047,0.58558246,0.03745774,2.24058097,5.67113487,1.43280510,0.00000000
-5.95197599,7.51508075,0.57285033,0.03647506,2.22311851,5.54754240,1.41593202,0.00000000
-5.94597299,7.37574917,0.56075734,0.03559791,2.20527703,5.43506377,1.40119840,0.00000000
-5.93996998,7.25091784,0.54945457,0.03484030,2.18737314,5.33526447,1.38882083,0.00000000
-5.93396698,7.14232952,0.53908620,0.03421544,2.16974776,5.24956555,1.37899753,0.00000000
-5.92796398,7.05155769,0.52978810,0.03373541,2.15276309,5.17922637,1.37190722,0.00000000
-5.92196098,6.97998569,0.52168625,0.03341090,2.13679739,5.12532746,1.36770733,0.00000000
-5.91595798,6.92878419,0.51489490,0.03325093,2.12223744,5.08875322,1.36653124,0.00000000
-5.90995498,6.89888673,0.50951466,0.03326255,2.10946854,5.07017419,1.36848461,0.00000000
-5.90395198,6.89096359,0.50563028,0.03345059,2.09886227,5.07002903,1.37364066,0.00000000
-5.89794897,6.90539453,0.50330832,0.03381742,2.09076249,5.08850659,1.38203464,0.00000000
-5.89194597,6.94224151,0.50259477,0.03436274,2.08547001,5.12552885,1.39365775,0.00000000
-5.88594297,7.00122288,0.50351264,0.03508344,2.08322682,5.18073558,1.40845084,0.00000000
-5.87993997,7.08169083,0.50605974,0.03597344,2.08420063,5.25347185,1.42629839,0.00000000
-5.87393697,7.18261392,0.51020664,0.03702363,2.08847083,5.34277980,1.44702322,0.00000000
-5.86793397,7.30256681,0.51589521,0.03822189,2.09601653,5.44739574,1.47038263,0.00000000
-5.86193097,7.43972898,0.52303756,0.03955312,2.10670792,5.56575392,1.49606619,0.00000000
-5.85592796,7.59189409,0.53151572,0.04099940,2.12030141,5.69599795,1.52369590,0.00000000
-5.84992496,7.75649114,0.54118211,0.04254018,2.13643930,5.83600059,1.55282895,0.00000000
-5.84392196,7.93061823,0.55186086,0.04415261,2.15465427,5.98339235,1.58296320,0.00000000
-5.83791896,8.11108890,0.56334999,0.04581182,2.17437888,6.13559888,1.61354568,0.00000000
-5.83191596,8.29449061,0.57542455,0.04749145,2.19495977,6.28988669,1.64398375,0.00000000
-5.82591296,8.47725409,0.58784055,0.04916405,2.21567629,6.44341631,1.67365884,0.00000000
-5.81990995,8.65573166,0.60033969,0.05080170,2.23576270,6.59330155,1.70194219,0.00000000
