energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up
-5.55577789,0.74291602,0.01208052,0.03145839,0.22497287,0.05371071,0.39817329,0.19193795,0.01812764,0.39833123
-5.54977489,0.69218959,0.01356398,0.02816047,0.20758368,0.05279524,0.38500085,0.17197902,0.01740002,0.36911074
-5.54377189,0.65161983,0.01522528,0.02517627,0.19262337,0.05265300,0.37693580,0.15506574,0.01694546,0.34519578
-5.53776888,0.62146101,0.01706177,0.02251630,0.18015744,0.05330268,0.37415557,0.14125444,0.01676024,0.32676654
-5.53176588,0.60182745,0.01906703,0.02018401,0.17019951,0.05475203,0.37675270,0.13057452,0.01683663,0.31392982
-5.52576288,0.59270587,0.02123065,0.01817651,0.16271537,0.05699812,0.38473691,0.12303397,0.01716310,0.30672551
-5.51975988,0.59396800,0.02353807,0.01648530,0.15762772,0.06002763,0.39803827,0.11862412,0.01772475,0.30513311
-5.51375688,0.60538252,0.02597068,0.01509716,0.15482140,0.06381732,0.41651130,0.11732329,0.01850357,0.30907782
-5.50775388,0.62662596,0.02850597,0.01399498,0.15414902,0.06833452,0.43993968,0.11909925,0.01947882,0.31843596
-5.50175088,0.65729202,0.03111790,0.01315853,0.15543653,0.07353770,0.46804144,0.12391030,0.02062738,0.33303926
-5.49574787,0.69689902,0.03377743,0.01256530,0.15848885,0.07937706,0.50047434,0.13170499,0.02192415,0.35267808
-5.48974487,0.74489562,0.03645316,0.01219114,0.16309519,0.08579524,0.53684147,0.14242059,0.02334242,0.37710341
-5.48374187,0.80066461,0.03911219,0.01201092,0.16903420,0.09272794,0.57669689,0.15598041,0.02485430,0.40602761
-5.47773887,0.86352540,0.04172102,0.01199904,0.17607860,0.10010472,0.61955130,0.17229014,0.02643114,0.43912437
-5.47173587,0.93273521,0.04424656,0.01212990,0.18399954,0.10784971,0.66487772,0.19123368,0.02804394,0.47602781
-5.46573287,1.00748973,0.04665720,0.01237826,0.19257043,0.11588243,0.71211721,0.21266851,0.02966384,0.51633122
-5.45972986,1.08692361,0.04892388,0.01271960,0.20157034,0.12411863,0.76068468,0.23642124,0.03126252,0.55958578
-5.45372686,1.17011152,0.05102106,0.01313032,0.21078695,0.13247118,0.80997489,0.26228350,0.03281263,0.60529969
-5.44772386,1.25607018,0.05292769,0.01358798,0.22001908,0.14085102,0.85936857,0.29000873,0.03428824,0.65293807
-5.44172086,1.34376216,0.05462795,0.01407148,0.22907874,0.14916814,0.90823894,0.31930999,0.03566518,0.70192396
-5.43571786,1.43210170,0.05611194,0.01456116,0.23779284,0.15733263,0.95595854,0.34985937,0.03692141,0.75164103
-5.42971486,1.51996310,0.05737604,0.01503897,0.24600445,0.16525581,1.00190649,0.38128898,0.03803731,0.80143784
-5.42371186,1.60619190,0.05842314,0.01548855,0.25357382,0.17285135,1.04547619,0.41319390,0.03899594,0.85063430
-5.41770885,1.68961889,0.05926262,0.01589530,0.26037895,0.18003656,1.08608352,0.44513698,0.03978320,0.89853005
-5.41170585,1.76907695,0.05991005,0.01624650,0.26631606,0.18673358,1.12317536,0.47665562,0.04038797,0.94441493
-5.40570285,1.84342046,0.06038668,0.01653137,0.27129963,0.19287064,1.15623845,0.50727027,0.04080217,0.98758128
-5.39969985,1.91154666,0.06071878,0.01674107,0.27526242,0.19838334,1.18480839,0.53649455,0.04102077,1.02733777
-5.39369685,1.97241860,0.06093669,0.01686881,0.27815519,0.20321586,1.20847859,0.56384647,0.04104173,1.06302443
-5.38769385,2.02508856,0.06107379,0.01690979,0.27994629,0.20732202,1.22690874,0.58886053,0.04086588,1.09402824
-5.38169085,2.06872132,0.06116533,0.01686124,0.28062119,0.21066628,1.23983284,0.61110008,0.04049681,1.11979873
-5.37568784,2.10261600,0.06124719,0.01672233,0.28018180,0.21322453,1.24706598,0.63016953,0.03994065,1.13986302
-5.36968484,2.12622566,0.06135459,0.01649416,0.27864574,0.21498459,1.24850992,0.64572573,0.03920587,1.15383940
-5.36368184,2.13917354,0.06152082,0.01617960,0.27604545,0.21594652,1.24415684,0.65748820,0.03830307,1.16144913
-5.35767884,2.14126512,0.06177605,0.01578320,0.27242721,0.21612247,1.23409113,0.66524754,0.03724465,1.16252549
-5.35167584,2.13249522,0.06214618,0.01531104,0.26784999,0.21553634,1.21848887,0.66887181,0.03604463,1.15701992
-5.34567284,2.11304961,0.06265182,0.01477052,0.26238422,0.21422295,1.19761485,0.66831035,0.03471831,1.14500469
-5.33966983,2.08330095,0.06330751,0.01417021,0.25611041,0.21222695,1.17181713,0.66359514,0.03328204,1.12667195
-5.33366683,2.04379892,0.06412097,0.01351962,0.24911760,0.20960132,1.14151917,0.65483930,0.03175290,1.10232911
-5.32766383,1.99525500,0.06509274,0.01282901,0.24150180,0.20640571,1.10720976,0.64223307,0.03014845,1.07239070
-5.32166083,1.93852236,0.06621587,0.01210919,0.23336430,0.20270449,1.06943103,0.62603734,0.02848646,1.03736706
-5.31565783,1.87457172,0.06747596,0.01137135,0.22480998,0.19856468,1.02876499,0.60657493,0.02678460,0.99785022
-5.30965483,1.80446427,0.06885140,0.01062686,0.21594564,0.19405393,0.98581923,0.58422029,0.02506026,0.95449771
-5.30365183,1.72932275,0.07031386,0.00988720,0.20687839,0.18923843,0.94121223,0.55938775,0.02333023,0.90801490
-5.29764882,1.65030199,0.07182900,0.00916380,0.19771430,0.18418118,0.89555893,0.53251910,0.02161054,0.85913662
-5.29164582,1.56856019,0.07335740,0.00846804,0.18855713,0.17894030,0.84945736,0.50407091,0.01991621,0.80860896
-5.28564282,1.48523213,0.07485566,0.00781119,0.17950743,0.17356786,0.80347659,0.47450212,0.01826109,0.75717172
-5.27963982,1.40140528,0.07627773,0.00720443,0.17066192,0.16810896,0.75814680,0.44426240,0.01665773,0.70554254
-5.27363682,1.31809985,0.07757628,0.00665895,0.16211322,0.16260136,0.71395164,0.41378167,0.01511722,0.65440291
-5.26763382,1.23625317,0.07870419,0.00618601,0.15394995,0.15707545,0.67132319,0.38346116,0.01364915,0.60438671
-5.26163082,1.15670896,0.07961606,0.00579707,0.14625709,0.15155469,0.63063966,0.35366620,0.01226154,0.55607150
-5.25562781,1.08021136,0.08026971,0.00550389,0.13911671,0.14605642,0.59222569,0.32472089,0.01096085,0.50997268
-5.24962481,1.00740367,0.08062758,0.00531869,0.13260887,0.14059299,0.55635504,0.29690475,0.00975200,0.46654038
-5.24362181,0.93883126,0.08065800,0.00525427,0.12681262,0.13517314,0.52325548,0.27045120,0.00863844,0.42615908
-5.23761881,0.87494805,0.08033632,0.00532404,0.12180705,0.12980350,0.49311512,0.24554781,0.00762227,0.38914946
-5.23161581,0.81612564,0.07964578,0.00554213,0.11767220,0.12449015,0.46608998,0.22233804,0.00670432,0.35577213
-5.22561281,0.76266432,0.07857812,0.00592328,0.11448978,0.11924018,0.44231202,0.20092433,0.00588433,0.32623284
-5.21960980,0.71480493,0.07713396,0.00648281,0.11234342,0.11406302,0.42189706,0.18137215,0.00516114,0.30068848
-5.21360680,0.67274068,0.07532288,0.00723637,0.11131861,0.10897168,0.40495208,0.16371468,0.00453282,0.27925348
-5.20760380,0.63662813,0.07316316,0.00819967,0.11150192,0.10398358,0.39158146,0.14795798,0.00399689,0.26200607
-5.20160080,0.60659656,0.07068136,0.00938805,0.11297974,0.09912119,0.38189160,0.13408625,0.00355047,0.24899394
-5.19559780,0.58275529,0.06791155,0.01081601,0.11583624,0.09441229,0.37599379,0.12206696,0.00319049,0.24023911
-5.18959480,0.56519858,0.06489441,0.01249655,0.12015088,0.08988989,0.37400514,0.11185569,0.00291388,0.23574150
-5.18359180,0.55400800,0.06167615,0.01444055,0.12599519,0.08559185,0.37604749,0.10340053,0.00271764,0.23548134
-5.17758879,0.54925232,0.05830731,0.01665596,0.13342927,0.08156028,0.38224452,0.09664590,0.00259908,0.23942029
-5.17158579,0.55098524,0.05484149,0.01914708,0.14249786,0.07784070,0.39271720,0.09153578,0.00255591,0.24750129
-5.16558279,0.55924135,0.05133413,0.02191374,0.15322642,0.07448099,0.40757810,0.08801633,0.00258633,0.25964755
-5.15957979,0.57403087,0.04784130,0.02495061,0.16561729,0.07153038,0.42692471,0.08603796,0.00268915,0.27576075
-5.15357679,0.59533383,0.04441853,0.02824655,0.17964617,0.06903830,0.45083249,0.08555682,0.00286386,0.29571890
-5.14757379,0.62309425,0.04111983,0.03178411,0.19525929,0.06705333,0.47934805,0.08653587,0.00311071,0.31937415
-5.14157079,0.65721511,0.03799685,0.03553925,0.21237130,0.06562217,0.51248280,0.08894558,0.00343072,0.34655109
-5.13556778,0.69755448,0.03509809,0.03948120,0.23086431,0.06478880,0.55020763,0.09276429,0.00382571,0.37704558
-5.12956478,0.74392336,0.03246840,0.04357265,0.25058803,0.06459369,0.59244885,0.09797842,0.00429834,0.41062474
-5.12356178,0.79608551,0.03014854,0.04777017,0.27136124,0.06507319,0.63908558,0.10458242,0.00485206,0.44702797
-5.11755878,0.85375935,0.02817491,0.05202496,0.29297461,0.06625901,0.68994866,0.11257864,0.00549109,0.48596941
-5.11155578,0.91662188,0.02657934,0.05628383,0.31519478,0.06817781,0.74482111,0.12197707,0.00622031,0.52714160
-5.10555278,0.98431445,0.02538901,0.06049044,0.33776968,0.07085085,0.80343989,0.13279498,0.00704518,0.57022041
-5.09954977,1.05644986,0.02462636,0.06458680,0.36043474,0.07429366,0.86549870,0.14505638,0.00797162,0.61487086
-5.09354677,1.13262038,0.02430911,0.06851491,0.38291990,0.07851568,0.93065158,0.15879137,0.00900574,0.66075377
-5.08754377,1.21240597,0.02445013,0.07221845,0.40495702,0.08351988,0.99851675,0.17403531,0.01015369,0.70753254
-5.08154077,1.29538228,0.02505742,0.07564459,0.42628733,0.08930225,1.06868048,0.19082778,0.01142130,0.75487999
-5.07553777,1.38112754,0.02613393,0.07874563,0.44666857,0.09585122,1.14070056,0.20921126,0.01281381,0.80248465
-5.06953477,1.46922801,0.02767745,0.08148059,0.46588144,0.10314698,1.21410908,0.22922966,0.01433547,0.85005619
-5.06353177,1.55928156,0.02968032,0.08381650,0.48373510,0.11116072,1.28841445,0.25092662,0.01598914,0.89732957
-5.05752876,1.65089902,0.03212922,0.08572946,0.50007133,0.11985382,1.36310256,0.27434355,0.01777587,0.94406789
-5.05152576,1.74370347,0.03500491,0.08720531,0.51476729,0.12917704,1.43763724,0.29951766,0.01969446,0.99006356
-5.04552276,1.83732735,0.03828196,0.08823990,0.52773657,0.13906979,1.51146022,0.32647982,0.02174106,1.03513792
-5.03951976,1.93140799,0.04192857,0.08883904,0.53892878,0.14945955,1.58399104,0.35525246,0.02390877,1.07913940
-5.03351676,2.02558185,0.04590647,0.08901796,0.54832749,0.16026154,1.65462730,0.38584753,0.02618731,1.12194041
-5.02751376,2.11947822,0.05017095,0.08880042,0.55594689,0.17137863,1.72274588,0.41826458,0.02856280,1.16343322
-5.02151076,2.21271301,0.05467098,0.08821756,0.56182731,0.18270177,1.78770538,0.45248909,0.03101758,1.20352536
-5.01550775,2.30488324,0.05934964,0.08730641,0.56603003,0.19411071,1.84885061,0.48849087,0.03353021,1.24213465
-5.00950475,2.39556298,0.06414460,0.08610824,0.56863154,0.20547532,1.90551909,0.52622285,0.03607557,1.27918455
-5.00350175,2.48430116,0.06898897,0.08466685,0.56971784,0.21665733,1.95704997,0.56561986,0.03862515,1.31459991
-4.99749875,2.57062147,0.07381221,0.08302681,0.56937896,0.22751262,2.00279532,0.60659766,0.04114743,1.34830360
-4.99149575,2.65402476,0.07854138,0.08123183,0.56770409,0.23789386,2.04213347,0.64905193,0.04360849,1.38021399
-4.98549275,2.73399351,0.08310244,0.07932320,0.56477758,0.24765360,2.07448413,0.69285726,0.04597269,1.41024355
-4.97948974,2.80999836,0.08742179,0.07733856,0.56067594,0.25664757,2.09932459,0.73786596,0.04820351,1.43829841
-4.97348674,2.88150613,0.09142781,0.07531085,0.55546596,0.26473813,2.11620620,0.78390670,0.05026451,1.46427874
-4.96748374,2.94798877,0.09505256,0.07326764,0.54920400,0.27179776,2.12477034,0.83078289,0.05212024,1.48807981
-4.96148074,3.00893255,0.09823333,0.07123069,0.54193633,0.27771235,2.12476296,0.87827085,0.05373733,1.50959352
-4.95547774,3.06384700,0.10091423,0.06921591,0.53370038,0.28238430,2.11604670,0.92611781,0.05508545,1.52870991
-4.94947474,3.11227279,0.10304756,0.06723353,0.52452676,0.28573515,2.09860996,0.97403998,0.05613826,1.54531873
-4.94347174,3.15378831,0.10459502,0.06528857,0.51444177,0.28770769,2.07257211,1.02172070,0.05687426,1.55931059
-4.93746873,3.18801456,0.10552871,0.06338147,0.50347016,0.28826750,2.03818459,1.06880921,0.05727747,1.57057779
-4.93146573,3.21461831,0.10583183,0.06150890,0.49163792,0.28740376,1.99582750,1.11492012,0.05733798,1.57901467
-4.92546273,3.23331363,0.10549899,0.05966461,0.47897485,0.28512939,1.94600192,1.15963412,0.05705235,1.58451763
-4.91945973,3.24386211,0.10453640,0.05784041,0.46551680,0.28148052,1.88931814,1.20250007,0.05642366,1.58698501
-4.91345673,3.24607226,0.10296149,0.05602698,0.45130730,0.27651517,1.82648036,1.24303894,0.05546151,1.58631702
-4.90745373,3.23979867,0.10080239,0.05421478,0.43639871,0.27031151,1.75826871,1.28074980,0.05418173,1.58241603
-4.90145073,3.22494142,0.09809708,0.05239474,0.42085260,0.26296548,1.68551917,1.31511794,0.05260587,1.57518752
-4.89544772,3.20144648,0.09489221,0.05055889,0.40473964,0.25458801,1.60910268,1.34562509,0.05076059,1.56454199
-4.88944472,3.16930739,0.09124178,0.04870085,0.38813889,0.24530207,1.52990408,1.37176185,0.04867682,1.55039793
-4.88344172,3.12856861,0.08720566,0.04681612,0.37113665,0.23523939,1.44880196,1.39304163,0.04638888,1.53268608
-4.87743872,3.07933061,0.08284795,0.04490234,0.35382496,0.22453735,1.36665018,1.40901606,0.04393351,1.51135487
-4.87143572,3.02175642,0.07823531,0.04295932,0.33629994,0.21333573,1.28426165,1.41929094,0.04134878,1.48637692
-4.86543272,2.95607949,0.07343536,0.04098900,0.31865994,0.20177384,1.20239498,1.42354224,0.03867319,1.45775623
-4.85942971,2.88261207,0.06851503,0.03899533,0.30100385,0.18998778,1.12174410,1.42153129,0.03594461,1.42553583
-4.85342671,2.80175332,0.06353911,0.03698404,0.28342937,0.17810804,1.04293110,1.41311827,0.03319945,1.38980521
-4.84742371,2.71399647,0.05856897,0.03496243,0.26603157,0.16625758,0.96650213,1.39827336,0.03047183,1.35070700
-4.84142071,2.61993398,0.05366136,0.03293901,0.24890156,0.15455016,0.89292607,1.37708473,0.02779300,1.30844246
-4.83541771,2.52025981,0.04886755,0.03092324,0.23212554,0.14308916,0.82259570,1.34976270,0.02519073,1.26327508
-4.82941471,2.41576824,0.04423262,0.02892519,0.21578390,0.13196671,0.75583083,1.31663988,0.02268904,1.21553188
-4.82341171,2.30734852,0.03979505,0.02695527,0.19995068,0.12126330,0.69288294,1.27816677,0.02030791,1.16560215
-4.81740870,2.19597524,0.03558647,0.02502390,0.18469315,0.11104757,0.63394083,1.23490306,0.01806328,1.11393330
-4.81140570,2.08269423,0.03163170,0.02314129,0.17007156,0.10137645,0.57913680,1.18750472,0.01596705,1.06102396
-4.80540270,1.96860453,0.02794897,0.02131719,0.15613897,0.09229559,0.52855298,1.13670738,0.01402734,1.00741433
-4.79939970,1.85483677,0.02455031,0.01956069,0.14294126,0.08383989,0.48222744,1.08330664,0.01224871,0.95367428
-4.79339670,1.74252900,0.02144211,0.01788004,0.13051710,0.07603424,0.44015992,1.02813614,0.01063257,0.90038952
-4.78739370,1.63280091,0.01862580,0.01628256,0.11889811,0.06889437,0.40231698,0.97204431,0.00917760,0.84814669
-4.78139070,1.52672769,0.01609864,0.01477448,0.10810896,0.06242779,0.36863657,0.91587082,0.00788021,0.79751778
-4.77538769,1.42531475,0.01385454,0.01336092,0.09816767,0.05663483,0.33903200,0.86042369,0.00673505,0.74904495
-4.76938469,1.32947452,0.01188493,0.01204584,0.08908584,0.05150965,0.31339547,0.80645814,0.00573549,0.70322625
-4.76338169,1.24000656,0.01017965,0.01083203,0.08086913,0.04704136,0.29160125,0.75465785,0.00487411,0.66050304
-4.75737869,1.15758179,0.00872784,0.00972117,0.07351772,0.04321516,0.27350866,0.70561961,0.00414317,0.62124972
-4.75137569,1.08273172,0.00751870,0.00871387,0.06702701,0.04001342,0.25896502,0.65984167,0.00353498,0.58576622
-4.74537269,1.01584312,0.00654231,0.00780976,0.06138832,0.03741682,0.24780869,0.61771627,0.00304236,0.55427351
-4.73936968,0.95715825,0.00579032,0.00700760,0.05658982,0.03540549,0.23987226,0.57952644,0.00265888,0.52691240
-4.73336668,0.90678046,0.00525654,0.00630542,0.05261740,0.03396010,0.23498598,0.54544699,0.00237922,0.50374547
-4.72736368,0.86468492,0.00493743,0.00570064,0.04945577,0.03306284,0.23298132,0.51554946,0.00219929,0.48476194
-4.72136068,0.83073349,0.00483253,0.00519024,0.04708941,0.03269841,0.23369467,0.48981038,0.00211648,0.46988513
-4.71535768,0.80469295,0.00494468,0.00477088,0.04550358,0.03285485,0.23697090,0.46812257,0.00212968,0.45898199
-4.70935468,0.78625538,0.00528020,0.00443907,0.04468516,0.03352417,0.24266672,0.45030840,0.00223934,0.45187407
-4.70335168,0.77505957,0.00584884,0.00419128,0.04462335,0.03470287,0.25065355,0.43613448,0.00244742,0.44834920
-4.69734867,0.77071195,0.00666359,0.00402402,0.04531012,0.03639216,0.26081960,0.42532689,0.00275731,0.44817327
-4.69134567,0.77280608,0.00774040,0.00393398,0.04674031,0.03859786,0.27307097,0.41758613,0.00317361,0.45110130
-4.68534267,0.78093928,0.00909762,0.00391800,0.04891148,0.04133009,0.28733155,0.41260111,0.00370196,0.45688725
-4.67933967,0.79472574,0.01075535,0.00397313,0.05182326,0.04460251,0.30354157,0.41006156,0.00434867,0.46529192
-4.67333667,0.81380507,0.01273456,0.00409661,0.05547639,0.04843126,0.32165458,0.40966832,0.00512042,0.47608870
-4.66733367,0.83784613,0.01505612,0.00428577,0.05987126,0.05283352,0.34163303,0.41114109,0.00602378,0.48906663
-4.66133067,0.86654577,0.01773958,0.00453799,0.06500623,0.05782578,0.36344237,0.41422366,0.00706481,0.50403104
-4.65532766,0.89962290,0.02080199,0.00485054,0.07087548,0.06342179,0.38704393,0.41868630,0.00824851,0.52080149
-4.64932466,0.93680818,0.02425645,0.00522045,0.07746677,0.06963032,0.41238697,0.42432566,0.00957832,0.53920754
-4.64332166,0.97783031,0.02811077,0.00564436,0.08475905,0.07645278,0.43940011,0.43096239,0.01105560,0.55908263
