energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Y_p_up,Y_d_up
-5.69984992,0.67531520,0.00539619,0.43398105,0.04402400,0.00002459,0.12927844,0.23177873
-5.69384692,0.72835283,0.00597694,0.46951399,0.04764141,0.00002727,0.13042367,0.25066005
-5.68784392,0.78338432,0.00658384,0.50634781,0.05130095,0.00003007,0.13204064,0.27037710
-5.68184092,0.83991132,0.00721370,0.54415880,0.05496037,0.00003298,0.13410341,0.29077613
-5.67583792,0.89737827,0.00786297,0.58258774,0.05857546,0.00003598,0.13656952,0.31168303
-5.66983492,0.95518609,0.00852787,0.62124851,0.06210128,0.00003905,0.13938241,0.33290727
-5.66383192,1.01270713,0.00920444,0.65973751,0.06549353,0.00004216,0.14247419,0.35424639
-5.65782891,1.06930097,0.00988865,0.69764361,0.06870985,0.00004528,0.14576876,0.37549068
-5.65182591,1.12433013,0.01057639,0.73455790,0.07171108,0.00004840,0.14918493,0.39642786
-5.64582291,1.17717501,0.01126362,0.77008297,0.07446240,0.00005148,0.15263957,0.41684750
-5.63981991,1.22724744,0.01194632,0.80384121,0.07693421,0.00005449,0.15605047,0.43654501
-5.63381691,1.27400219,0.01262056,0.83548179,0.07910288,0.00005740,0.15933893,0.45532504
-5.62781391,1.31694605,0.01328244,0.86468619,0.08095114,0.00006019,0.16243177,0.47300417
-5.62181091,1.35564437,0.01392810,0.89117194,0.08246819,0.00006282,0.16526302,0.48941287
-5.61580790,1.38972483,0.01455365,0.91469481,0.08364958,0.00006526,0.16777488,0.50439672
-5.60980490,1.41887876,0.01515513,0.93504935,0.08449674,0.00006750,0.16991826,0.51781697
-5.60380190,1.44286031,0.01572843,0.95206822,0.08501636,0.00006949,0.17165287,0.52955058
-5.59779890,1.46148374,0.01626926,0.96562040,0.08521948,0.00007121,0.17294681,0.53948992
-5.59179590,1.47461970,0.01677311,0.97560882,0.08512055,0.00007265,0.17377596,0.54754225
-5.58579290,1.48219077,0.01723520,0.98196773,0.08473643,0.00007378,0.17412312,0.55362924
-5.57978989,1.48416712,0.01765054,0.98466014,0.08408532,0.00007458,0.17397712,0.55768672
-5.57378689,1.48056260,0.01801396,0.98367581,0.08318588,0.00007504,0.17333193,0.55966475
-5.56778389,1.47143182,0.01832018,0.97902986,0.08205639,0.00007515,0.17218597,0.55952806
-5.56178089,1.45686843,0.01856397,0.97076232,0.08071420,0.00007490,0.17054163,0.55725714
-5.55577789,1.43700479,0.01874028,0.95893861,0.07917527,0.00007429,0.16840502,0.55284970
-5.54977489,1.41201294,0.01884445,0.94365086,0.07745407,0.00007333,0.16578605,0.54632252
-5.54377189,1.38210668,0.01887244,0.92502001,0.07556359,0.00007202,0.16269888,0.53771368
-5.53776888,1.34754445,0.01882102,0.90319839,0.07351562,0.00007038,0.15916250,0.52708482
-5.53176588,1.30863264,0.01868801,0.87837244,0.07132120,0.00006843,0.15520168,0.51452336
-5.52576288,1.26572877,0.01847248,0.85076531,0.06899117,0.00006620,0.15084793,0.50014441
-5.51975988,1.21924411,0.01817496,0.82063902,0.06653679,0.00006371,0.14614065,0.48409224
-5.51375688,1.16964527,0.01779754,0.78829568,0.06397039,0.00006100,0.14112816,0.46654103
-5.50775388,1.11745439,0.01734398,0.75407778,0.06130603,0.00005812,0.13586870,0.44769489
-5.50175088,1.06324767,0.01681977,0.71836717,0.05855996,0.00005510,0.13043121,0.42778695
-5.49574787,1.00765201,0.01623206,0.68158269,0.05575108,0.00005200,0.12489587,0.40707753
-5.48974487,0.95133976,0.01558960,0.64417644,0.05290115,0.00004886,0.11935438,0.38585147
-5.48374187,0.89502175,0.01490260,0.60662874,0.05003485,0.00004573,0.11390982,0.36441449
-5.47773887,0.83943855,0.01418252,0.56944196,0.04717972,0.00004266,0.10867623,0.34308894
-5.47173587,0.78535052,0.01344182,0.53313332,0.04436581,0.00003970,0.10377779,0.32220890
-5.46573287,0.73352667,0.01269370,0.49822702,0.04162526,0.00003691,0.09934761,0.30211476
-5.45972986,0.68473281,0.01195178,0.46524582,0.03899169,0.00003433,0.09552617,0.28314759
-5.45372686,0.63971933,0.01122978,0.43470231,0.03649951,0.00003201,0.09245933,0.26564328
-5.44772386,0.59920874,0.01054121,0.40709024,0.03418310,0.00002999,0.09029610,0.24992668
-5.44172086,0.56388332,0.00989901,0.38287576,0.03207602,0.00002831,0.08918593,0.23630575
-5.43571786,0.53437300,0.00931531,0.36248908,0.03021010,0.00002700,0.08927580,0.22506589
-5.42971486,0.51124364,0.00880111,0.34631630,0.02861463,0.00002610,0.09070686,0.21646440
-5.42371186,0.49498570,0.00836601,0.33469175,0.02731552,0.00002564,0.09361091,0.21072529
-5.41770885,0.48600356,0.00801807,0.32789068,0.02633456,0.00002563,0.09810661,0.20803418
-5.41170585,0.48460533,0.00776352,0.32612256,0.02568873,0.00002609,0.10429545,0.20853366
-5.40570285,0.49099356,0.00760671,0.32952488,0.02538959,0.00002703,0.11225776,0.21231890
-5.39969985,0.50525676,0.00754994,0.33815771,0.02544282,0.00002846,0.12204863,0.21943380
-5.39369685,0.52736223,0.00759341,0.35199906,0.02584780,0.00003038,0.13369410,0.22986763
-5.38769385,0.55715032,0.00773519,0.37094138,0.02659739,0.00003276,0.14718767,0.24355239
-5.38169085,0.59433074,0.00797125,0.39478933,0.02767785,0.00003561,0.16248728,0.26036116
-5.37568784,0.63848128,0.00829549,0.42325926,0.02906883,0.00003888,0.17951317,0.28010741
-5.36968484,0.68904938,0.00869985,0.45598055,0.03074366,0.00004256,0.19814659,0.30254580
-5.36368184,0.74535727,0.00917446,0.49249923,0.03266965,0.00004659,0.21822967,0.32737435
-5.35767884,0.80661074,0.00970783,0.53228414,0.03480877,0.00005094,0.23956669,0.35423849
-5.35167584,0.87191217,0.01028706,0.57473570,0.03711832,0.00005555,0.26192668,0.38273680
-5.34567284,0.94027768,0.01089818,0.61919751,0.03955194,0.00006036,0.28504763,0.41242876
-5.33966983,1.01065853,0.01152639,0.66497057,0.04206069,0.00006531,0.30864214,0.44284419
-5.33366683,1.08196612,0.01215649,0.71132995,0.04459431,0.00007033,0.33240444,0.47349454
-5.32766383,1.15310024,0.01277320,0.75754347,0.04710260,0.00007536,0.35601871,0.50388539
-5.32166083,1.22297948,0.01336158,0.80289184,0.04953688,0.00008033,0.37916820,0.53353006
-5.31565783,1.29057277,0.01390746,0.84668939,0.05185147,0.00008518,0.40154502,0.56196371
-5.30965483,1.35493053,0.01439778,0.88830464,0.05400513,0.00008985,0.42286002,0.58875723
-5.30365183,1.41521414,0.01482097,0.92717968,0.05596240,0.00009429,0.44285228,0.61353057
-5.29764882,1.47072213,0.01516729,0.96284735,0.05769481,0.00009844,0.46129787,0.63596446
-5.29164582,1.52091147,0.01542911,0.99494531,0.05918186,0.00010229,0.47801719,0.65581025
-5.28564282,1.56541291,0.01560107,1.02322604,0.06041169,0.00010580,0.49288059,0.67289705
-5.27963982,1.60403902,0.01568025,1.04756226,0.06138148,0.00010895,0.50581187,0.68713578
-5.27363682,1.63678438,0.01566619,1.06794705,0.06209744,0.00011176,0.51678941,0.69851982
-5.26763382,1.66381754,0.01556088,1.08448872,0.06257452,0.00011421,0.52584471,0.70712210
-5.26163082,1.68546488,0.01536859,1.09740032,0.06283558,0.00011633,0.53305856,0.71308869
-5.25562781,1.70218702,0.01509567,1.10698435,0.06291042,0.00011815,0.53855474,0.71662913
-5.24962481,1.71454885,0.01475030,1.11361328,0.06283430,0.00011969,0.54249183,0.71800390
-5.24362181,1.72318463,0.01434210,1.11770686,0.06264635,0.00012099,0.54505329,0.71750977
-5.23761881,1.72876012,0.01388181,1.11970753,0.06238773,0.00012209,0.54643665,0.71546363
-5.23161581,1.73193361,0.01338082,1.12005505,0.06209966,0.00012301,0.54684219,0.71218582
-5.22561281,1.73331822,0.01285079,1.11916195,0.06182156,0.00012379,0.54646193,0.70798370
-5.21960980,1.73344740,0.01230325,1.11739111,0.06158915,0.00012445,0.54546954,0.70313653
-5.21360680,1.73274582,0.01174923,1.11503665,0.06143280,0.00012502,0.54401174,0.69788228
-5.20760380,1.73150719,0.01119894,1.11230947,0.06137614,0.00012550,0.54220177,0.69240733
-5.20160080,1.72988031,0.01066149,1.10932794,0.06143500,0.00012591,0.54011533,0.68683937
-5.19559780,1.72786425,0.01014470,1.10611453,0.06161677,0.00012622,0.53778916,0.68124404
-5.18959480,1.72531282,0.00965502,1.10259843,0.06192012,0.00012644,0.53522248,0.67562536
-5.18359180,1.72194814,0.00919743,1.09862397,0.06233525,0.00012653,0.53238103,0.66992988
-5.17758879,1.71738238,0.00877551,1.09396432,0.06284450,0.00012649,0.52920366,0.66405426
-5.17158579,1.71114650,0.00839150,1.08833967,0.06342344,0.00012628,0.52561079,0.65785579
-5.16558279,1.70272419,0.00804651,1.08143875,0.06404218,0.00012587,0.52151455,0.65116518
-5.15957979,1.69158900,0.00774066,1.07294241,0.06466712,0.00012526,0.51682958,0.64380083
-5.15357679,1.67724263,0.00747333,1.06254793,0.06526271,0.00012441,0.51148421,0.63558373
-5.14757379,1.65925199,0.00724343,1.04999252,0.06579341,0.00012333,0.50543102,0.62635223
-5.14157079,1.63728314,0.00704958,1.03507489,0.06622562,0.00012202,0.49865625,0.61597560
-5.13556778,1.61113005,0.00689041,1.01767347,0.06652941,0.00012049,0.49118755,0.60436595
-5.12956478,1.58073668,0.00676473,0.99776036,0.06668017,0.00011876,0.48309940,0.59148752
-5.12356178,1.54621133,0.00667166,0.97541040,0.06665986,0.00011689,0.47451599,0.57736327
-5.11755878,1.50783240,0.00661080,0.95080472,0.06645796,0.00011492,0.46561128,0.56207807
-5.11155578,1.46604541,0.00658225,0.92422876,0.06607194,0.00011292,0.45660621,0.54577866
-5.10555278,1.42145167,0.00658663,0.89606504,0.06550741,0.00011096,0.44776316,0.52867035
-5.09954977,1.37478912,0.00662505,0.86678083,0.06477776,0.00010912,0.43937785,0.51101068
-5.09354677,1.32690655,0.00669894,0.83691184,0.06390340,0.00010750,0.43176913,0.49310052
-5.08754377,1.27873264,0.00680997,0.80704246,0.06291070,0.00010617,0.42526707,0.47527303
-5.08154077,1.23124137,0.00695985,0.77778394,0.06183055,0.00010523,0.42020000,0.45788121
-5.07553777,1.18541567,0.00715010,0.74975133,0.06069675,0.00010475,0.41688096,0.44128457
-5.06953477,1.14221099,0.00738185,0.72354064,0.05954431,0.00010481,0.41559438,0.42583573
-5.06353177,1.10252065,0.00765562,0.69970705,0.05840760,0.00010546,0.41658346,0.41186750
-5.05752876,1.06714442,0.00797113,0.67874535,0.05731874,0.00010676,0.42003893,0.39968118
-5.05152576,1.03676175,0.00832711,0.66107349,0.05630595,0.00010872,0.42608968,0.38953638
-5.04552276,1.01191080,0.00872117,0.64701978,0.05539231,0.00011136,0.43479564,0.38164305
-5.03951976,0.99297381,0.00914972,0.63681432,0.05459467,0.00011468,0.44614337,0.37615583
-5.03351676,0.98016952,0.00960797,0.63058493,0.05392303,0.00011864,0.46004446,0.37317092
-5.02751376,0.97355243,0.01008992,0.62835751,0.05338018,0.00012320,0.47633688,0.37272556
-5.02151076,0.97301879,0.01058850,0.63006068,0.05296183,0.00012831,0.49478926,0.37479997
-5.01550775,0.97831879,0.01109570,0.63553433,0.05265700,0.00013388,0.51510783,0.37932150
-5.00950475,0.98907387,0.01160279,0.64454136,0.05244882,0.00013985,0.53694591,0.38617072
-5.00350175,1.00479836,0.01210057,0.65678207,0.05231553,0.00014611,0.55991538,0.39518908
-4.99749875,1.02492400,0.01257967,0.67191014,0.05223178,0.00015257,0.58359973,0.40618741
-4.99149575,1.04882617,0.01303084,0.68954950,0.05217000,0.00015914,0.60756815,0.41895510
-4.98549275,1.07585032,0.01344528,0.70931100,0.05210182,0.00016573,0.63138999,0.43326908
-4.97948974,1.10533738,0.01381492,0.73080812,0.05199955,0.00017225,0.65464902,0.44890240
-4.97348674,1.13664696,0.01413271,0.75367083,0.05183749,0.00017863,0.67695688,0.46563166
-4.96748374,1.16917713,0.01439288,0.77755701,0.05159309,0.00018480,0.69796512,0.48324315
-4.96148074,1.20238013,0.01459107,0.80216072,0.05124789,0.00019072,0.71737532,0.50153724
-4.95547774,1.23577334,0.01472454,0.82721728,0.05078825,0.00019635,0.73494698,0.52033091
-4.94947474,1.26894521,0.01479216,0.85250478,0.05020571,0.00020167,0.75050270,0.53945847
-4.94347174,1.30155623,0.01479448,0.87784221,0.04949715,0.00020668,0.76393072,0.55877030
-4.93746873,1.33333517,0.01473363,0.90308454,0.04866462,0.00021136,0.77518454,0.57813010
-4.93146573,1.36407125,0.01461321,0.92811522,0.04771491,0.00021575,0.78427994,0.59741079
-4.92546273,1.39360292,0.01443812,0.95283672,0.04665895,0.00021986,0.79128948,0.61648956
-4.91945973,1.42180447,0.01421438,0.97715992,0.04551101,0.00022371,0.79633500,0.63524243
-4.91345673,1.44857126,0.01394884,1.00099322,0.04428779,0.00022732,0.79957834,0.65353901
-4.90745373,1.47380503,0.01364897,1.02423212,0.04300750,0.00023073,0.80121103,0.67123780
-4.90145073,1.49740023,0.01332259,1.04675021,0.04168887,0.00023393,0.80144331,0.68818257
-4.89544772,1.51923237,0.01297760,1.06839218,0.04035029,0.00023694,0.80049318,0.70420022
-4.88944472,1.53914940,0.01262175,1.08896950,0.03900904,0.00023977,0.79857593,0.71910036
-4.88344172,1.55696661,0.01226247,1.10825912,0.03768062,0.00024238,0.79589452,0.73267688
-4.87743872,1.57246541,0.01190663,1.12600536,0.03637834,0.00024476,0.79263150,0.74471139
-4.87143572,1.58539619,0.01156042,1.14192497,0.03511299,0.00024688,0.78894242,0.75497861
-4.86543272,1.59548496,0.01122925,1.15571513,0.03389281,0.00024869,0.78495111,0.76325331
-4.85942971,1.60244347,0.01091768,1.16706394,0.03272353,0.00025013,0.78074692,0.76931855
-4.85342671,1.60598190,0.01062933,1.17566271,0.03160870,0.00025114,0.77638373,0.77297466
-4.84742371,1.60582359,0.01036691,1.18121951,0.03055003,0.00025168,0.77188084,0.77404859
-4.84142071,1.60172066,0.01013221,1.18347297,0.02954798,0.00025167,0.76722533,0.77240299
-4.83541771,1.59346954,0.00992613,1.18220571,0.02860230,0.00025105,0.76237573,0.76794446
-4.82941471,1.58092569,0.00974871,1.17725655,0.02771274,0.00024979,0.75726675,0.76063062
-4.82341171,1.56401629,0.00959923,1.16853082,0.02687962,0.00024784,0.75181470,0.75047545
-4.81740870,1.54275053,0.00947623,1.15600830,0.02610457,0.00024516,0.74592331,0.73755264
-4.81140570,1.51722674,0.00937763,1.13974823,0.02539103,0.00024176,0.73948979,0.72199677
-4.80540270,1.48763612,0.00930080,1.11989148,0.02474482,0.00023763,0.73241070,0.70400225
-4.79939970,1.45426288,0.00924268,1.09665944,0.02417452,0.00023278,0.72458765,0.68382001
-4.79339670,1.41748097,0.00919983,1.07035011,0.02369180,0.00022725,0.71593253,0.66175217
-4.78739370,1.37774750,0.00916861,1.04133145,0.02331159,0.00022109,0.70637221,0.63814496
-4.78139070,1.33559340,0.00914528,1.01003242,0.02305212,0.00021435,0.69585265,0.61338009
-4.77538769,1.29161169,0.00912608,0.97693219,0.02293484,0.00020713,0.68434227,0.58786513
-4.76938469,1.24644392,0.00910743,0.94254803,0.02298415,0.00019949,0.67183470,0.56202321
-4.76338169,1.20076541,0.00908599,0.90742237,0.02322698,0.00019154,0.65835071,0.53628237
-4.75737869,1.15526976,0.00905883,0.87210945,0.02369230,0.00018337,0.64393931,0.51106516
-4.75137569,1.11065311,0.00902347,0.83716217,0.02441033,0.00017509,0.62867811,0.48677848
-4.74537269,1.06759857,0.00897804,0.80311932,0.02541169,0.00016681,0.61267271,0.46380427
-4.73936968,1.02676124,0.00892129,0.77049358,0.02672645,0.00015863,0.59605523,0.44249105
-4.73336668,0.98875384,0.00885265,0.73976054,0.02838291,0.00015065,0.57898186,0.42314654
-4.72736368,0.95413343,0.00877224,0.71134877,0.03040641,0.00014298,0.56162947,0.40603148
-4.72136068,0.92338911,0.00868082,0.68563114,0.03281801,0.00013570,0.54419130,0.39135459
-4.71535768,0.89693099,0.00857976,0.66291744,0.03563309,0.00012890,0.52687174,0.37926888
-4.70935468,0.87508045,0.00847092,0.64344826,0.03886003,0.00012266,0.50988041,0.36986903
-4.70335168,0.85806180,0.00835653,0.62739025,0.04249891,0.00011703,0.49342560,0.36319012
-4.69734867,0.84599565,0.00823907,0.61483273,0.04654036,0.00011206,0.47770730,0.35920743
-4.69134567,0.83889397,0.00812111,0.60578578,0.05096455,0.00010780,0.46291023,0.35783740
-4.68534267,0.83665727,0.00800512,0.60017980,0.05574050,0.00010426,0.44919688,0.35893979
-4.67933967,0.83907407,0.00789336,0.59786676,0.06082571,0.00010146,0.43670121,0.36232084
-4.67333667,0.84582292,0.00778769,0.59862306,0.06616610,0.00009939,0.42552312,0.36773768
-4.66733367,0.85647729,0.00768951,0.60215430,0.07169650,0.00009801,0.41572409,0.37490372
-4.66133067,0.87051345,0.00759959,0.60810187,0.07734151,0.00009731,0.40732433,0.38349518
-4.65532766,0.88732151,0.00751810,0.61605151,0.08301685,0.00009723,0.40030157,0.39315864
-4.64932466,0.90621965,0.00744456,0.62554376,0.08863122,0.00009769,0.39459183,0.40351948
-4.64332166,0.92647141,0.00737788,0.63608614,0.09408856,0.00009864,0.39009206,0.41419122
-4.63731866,0.94730572,0.00731645,0.64716704,0.09929064,0.00009997,0.38666486,0.42478548
-4.63131566,0.96793937,0.00725823,0.65827086,0.10414004,0.00010161,0.38414503,0.43492237
-4.62531266,0.98760120,0.00720092,0.66889424,0.10854318,0.00010344,0.38234781,0.44424114
-4.61930965,1.00555744,0.00714215,0.67856270,0.11241353,0.00010537,0.38107862,0.45241074
-4.61330665,1.02113730,0.00707965,0.68684746,0.11567467,0.00010731,0.38014371,0.45913992
-4.60730365,1.03375793,0.00701144,0.69338158,0.11826321,0.00010916,0.37936162,0.46418675
-4.60130065,1.04294776,0.00693609,0.69787520,0.12013129,0.00011084,0.37857472,0.46736695
-4.59529765,1.04836745,0.00685283,0.70012896,0.12124872,0.00011227,0.37766046,0.46856099
-4.58929465,1.04982736,0.00676178,0.70004526,0.12160451,0.00011340,0.37654192,0.46771954
-4.58329165,1.04730097,0.00666404,0.69763694,0.12120777,0.00011418,0.37519707,0.46486701
-4.57728864,1.04093348,0.00656181,0.69303268,0.12008793,0.00011459,0.37366638,0.46010317
-4.57128564,1.03104515,0.00645845,0.68647919,0.11829425,0.00011464,0.37205854,0.45360261
-4.56528264,1.01812915,0.00635850,0.67833966,0.11589470,0.00011434,0.37055376,0.44561197
-4.55927964,1.00284384,0.00626761,0.66908863,0.11297406,0.00011372,0.36940472,0.43644519
-4.55327664,0.98599950,0.00619252,0.65930323,0.10963160,0.00011286,0.36893487,0.42647663
-4.54727364,0.96854000,0.00614092,0.64965088,0.10597819,0.00011183,0.36953413,0.41613238
-4.54127064,0.95151975,0.00612127,0.64087390,0.10213304,0.00011072,0.37165202,0.40587998
-4.53526763,0.93607675,0.00614265,0.63377125,0.09822027,0.00010964,0.37578839,0.39621676
-4.52926463,0.92340236,0.00621454,0.62917792,0.09436530,0.00010872,0.38248194,0.38765715
-4.52326163,0.91470872,0.00634655,0.62794250,0.09069130,0.00010807,0.39229678,0.38071920
-4.51725863,0.91119479,0.00654821,0.63090351,0.08731580,0.00010782,0.40580745,0.37591084
-4.51125563,0.91401198,0.00682867,0.63886505,0.08434748,0.00010810,0.42358270,0.37371596
-4.50525263,0.92423021,0.00719649,0.65257258,0.08188345,0.00010902,0.44616845,0.37458090
-4.49924962,0.94280552,0.00765933,0.67268927,0.08000678,0.00011069,0.47407050,0.37890147
-4.49324662,0.97055005,0.00822373,0.69977378,0.07878469,0.00011320,0.50773722,0.38701099
-4.48724362,1.00810514,0.00889486,0.73425995,0.07826710,0.00011662,0.54754301,0.39916952
-4.48124062,1.05591856,0.00967634,0.77643914,0.07848589,0.00012100,0.59377267,0.41555471
-4.47523762,1.11422620,0.01057005,0.82644569,0.07945451,0.00012638,0.64660748,0.43625433
-4.46923462,1.18303906,0.01157598,0.88424605,0.08116824,0.00013276,0.70611308,0.46126094
-4.46323162,1.26213576,0.01269210,0.94963202,0.08360486,0.00014011,0.77222991,0.49046871
-4.45722861,1.35106096,0.01391434,1.02221839,0.08672579,0.00014839,0.84476630,0.52367266
-4.45122561,1.44912975,0.01523653,1.10144522,0.09047755,0.00015754,0.92339460,0.56057040
-4.44522261,1.55543797,0.01665043,1.18658487,0.09479355,0.00016744,1.00765061,0.60076641
-4.43921961,1.66887831,0.01814582,1.27675362,0.09959614,0.00017800,1.09693640,0.64377884
-4.43321661,1.78816168,0.01971059,1.37092782,0.10479878,0.00018907,1.19052656,0.68904875
-4.42721361,1.91184340,0.02133092,1.46796408,0.11030829,0.00020050,1.28757778,0.73595165
-4.42121061,2.03835346,0.02299149,1.56662300,0.11602710,0.00021214,1.38714175,0.78381097
-4.41520760,2.16602991,0.02467573,1.66559582,0.12185553,0.00022382,1.48818085,0.83191327
-4.40920460,2.29315466,0.02636606,1.76353320,0.12769383,0.00023536,1.58958656,0.87952470
-4.40320160,2.41799028,0.02804426,1.85907526,0.13344411,0.00024659,1.69019991,0.92590823
-4.39719860,2.53881719,0.02969175,1.95088191,0.13901211,0.00025735,1.78883352,0.97034116
-4.39119560,2.65396974,0.03128990,2.03766261,0.14430861,0.00026748,1.88429475,1.01213235
-4.38519260,2.76187050,0.03282043,2.11820460,0.14925073,0.00027683,1.97540920,1.05063863
-4.37918959,2.86106166,0.03426568,2.19139881,0.15376292,0.00028528,2.06104404,1.08527984
-4.37318659,2.95023288,0.03560896,2.25626257,0.15777765,0.00029270,2.14013054,1.11555206
-4.36718359,3.02824480,0.03683479,2.31195864,0.16123602,0.00029900,2.21168518,1.14103852
-4.36118059,3.09414795,0.03792923,2.35781009,0.16408808,0.00030410,2.27482891,1.16141796
-4.35517759,3.14719653,0.03888006,2.39331066,0.16629299,0.00030796,2.32880392,1.17647013
-4.34917459,3.18685723,0.03967695,2.41813053,0.16781918,0.00031053,2.37298776,1.18607835
-4.34317159,3.21281291,0.04031169,2.43211759,0.16864426,0.00031182,2.40690426,1.19022912
-4.33716858,3.22496151,0.04077821,2.43529441,0.16875504,0.00031182,2.43023122,1.18900884
-4.33116558,3.22341045,0.04107271,2.42785116,0.16814738,0.00031057,2.44280472,1.18259791
-4.32516258,3.20846702,0.04119367,2.41013514,0.16682610,0.00030812,2.44461991,1.17126253
-4.31915958,3.18062521,0.04114184,2.38263727,0.16480488,0.00030453,2.43582855,1.15534446
-4.31315658,3.14054964,0.04092020,2.34597623,0.16210609,0.00029988,2.41673328,1.13524940
-4.30715358,3.08905711,0.04053390,2.30088092,0.15876064,0.00029425,2.38777899,1.11143423
