energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,0.29605640,0.00000000,0.04944784,0.00227596,0.09378792,0.00631736,0.05477552
-5.99399700,0.29992786,0.00000000,0.05036031,0.00239010,0.09453418,0.00658503,0.05581437
-5.98799400,0.30417886,0.00000000,0.05133497,0.00250352,0.09541069,0.00684992,0.05691727
-5.98199100,0.30869722,0.00000000,0.05234996,0.00261428,0.09638778,0.00710717,0.05805954
-5.97598799,0.31333549,0.00000000,0.05337758,0.00272027,0.09742427,0.00735153,0.05921017
-5.96998499,0.31791682,0.00000000,0.05438529,0.00281932,0.09846922,0.00757752,0.06033301
-5.96398199,0.32224217,0.00000000,0.05533700,0.00290921,0.09946419,0.00777961,0.06138809
-5.95797899,0.32609877,0.00000000,0.05619451,0.00298780,0.10034581,0.00795244,0.06233329
-5.95197599,0.32926917,0.00000000,0.05691903,0.00305307,0.10104856,0.00809099,0.06312603
-5.94597299,0.33154055,0.00000000,0.05747288,0.00310320,0.10150770,0.00819079,0.06372505
-5.93996998,0.33271385,0.00000000,0.05782095,0.00313666,0.10166211,0.00824809,0.06409213
-5.93396698,0.33261230,0.00000000,0.05793226,0.00315223,0.10145698,0.00825998,0.06419366
-5.92796398,0.33108888,0.00000000,0.05778116,0.00314907,0.10084613,0.00822456,0.06400205
-5.92196098,0.32803246,0.00000000,0.05734845,0.00312677,0.09979402,0.00814095,0.06349688
-5.91595798,0.32337229,0.00000000,0.05662209,0.00308533,0.09827713,0.00800937,0.06266568
-5.90995498,0.31708077,0.00000000,0.05559772,0.00302516,0.09628495,0.00783116,0.06150445
-5.90395198,0.30917432,0.00000000,0.05427875,0.00294710,0.09382025,0.00760865,0.06001777
-5.89794897,0.29971244,0.00000000,0.05267621,0.00285238,0.09089889,0.00734517,0.05821857
-5.89194597,0.28879500,0.00000000,0.05080829,0.00274255,0.08754908,0.00704486,0.05612762
-5.88594297,0.27655811,0.00000000,0.04869954,0.00261946,0.08381008,0.00671258,0.05377261
-5.87993997,0.26316863,0.00000000,0.04637996,0.00248518,0.07973066,0.00635371,0.05118718
-5.87393697,0.24881775,0.00000000,0.04388383,0.00234193,0.07536710,0.00597398,0.04840956
-5.86793397,0.23371396,0.00000000,0.04124852,0.00219202,0.07078112,0.00557931,0.04548124
-5.86193097,0.21807575,0.00000000,0.03851313,0.00203777,0.06603766,0.00517562,0.04244557
-5.85592796,0.20212438,0.00000000,0.03571725,0.00188147,0.06120265,0.00476866,0.03934631
-5.84992496,0.18607698,0.00000000,0.03289976,0.00172528,0.05634099,0.00436387,0.03622632
-5.84392196,0.17014042,0.00000000,0.03009771,0.00157121,0.05151458,0.00396625,0.03312636
-5.83791896,0.15450589,0.00000000,0.02734537,0.00142107,0.04678075,0.00358027,0.03008405
-5.83191596,0.13934460,0.00000000,0.02467347,0.00127643,0.04219090,0.00320978,0.02713305
-5.82591296,0.12480457,0.00000000,0.02210861,0.00113861,0.03778952,0.00285798,0.02430243
-5.81990995,0.11100853,0.00000000,0.01967294,0.00100867,0.03361353,0.00252739,0.02161628
-5.81390695,0.09805297,0.00000000,0.01738390,0.00088739,0.02969198,0.00221989,0.01909354
-5.80790395,0.08600822,0.00000001,0.01525429,0.00077533,0.02604606,0.00193671,0.01674801
-5.80190095,0.07491942,0.00000001,0.01329244,0.00067277,0.02268940,0.00167852,0.01458855
-5.79589795,0.06480831,0.00000001,0.01150249,0.00057980,0.01962856,0.00144547,0.01261945
-5.78989495,0.05567563,0.00000002,0.00988483,0.00049632,0.01686378,0.00123731,0.01084087
-5.78389195,0.04750394,0.00000003,0.00843659,0.00042207,0.01438982,0.00105344,0.00924943
-5.77788894,0.04026076,0.00000005,0.00715223,0.00035667,0.01219689,0.00089305,0.00783882
-5.77188594,0.03390185,0.00000007,0.00602406,0.00029964,0.01027167,0.00075521,0.00660040
-5.76588294,0.02837450,0.00000010,0.00504287,0.00025047,0.00859827,0.00063897,0.00552391
-5.75987994,0.02362069,0.00000015,0.00419846,0.00020859,0.00715920,0.00054351,0.00459801
-5.75387694,0.01958012,0.00000023,0.00348020,0.00017345,0.00593631,0.00046822,0.00381094
-5.74787394,0.01619300,0.00000033,0.00287753,0.00014456,0.00491161,0.00041286,0.00315102
-5.74187094,0.01340257,0.00000048,0.00238037,0.00012144,0.00406805,0.00037767,0.00260715
-5.73586793,0.01115741,0.00000069,0.00197957,0.00010373,0.00339023,0.00036350,0.00216927
-5.72986493,0.00941341,0.00000098,0.00166723,0.00009117,0.00286500,0.00037202,0.00182871
-5.72386193,0.00813562,0.00000139,0.00143707,0.00008363,0.00248202,0.00040581,0.00157858
-5.71785893,0.00729991,0.00000196,0.00128465,0.00008116,0.00223429,0.00046860,0.00141407
-5.71185593,0.00689440,0.00000274,0.00120772,0.00008395,0.00211860,0.00056544,0.00133272
-5.70585293,0.00692087,0.00000381,0.00120638,0.00009242,0.00213593,0.00070295,0.00133473
-5.69984992,0.00739611,0.00000524,0.00128338,0.00010722,0.00229192,0.00088950,0.00142313
-5.69384692,0.00835311,0.00000718,0.00144432,0.00012923,0.00259724,0.00113553,0.00160410
-5.68784392,0.00984234,0.00000975,0.00169787,0.00015965,0.00306796,0.00145373,0.00188715
-5.68184092,0.01193282,0.00001315,0.00205598,0.00019996,0.00372591,0.00185935,0.00228532
-5.67583792,0.01471320,0.00001760,0.00253407,0.00025198,0.00459904,0.00237043,0.00281543
-5.66983492,0.01829264,0.00002341,0.00315120,0.00031791,0.00572166,0.00300803,0.00349818
-5.66383192,0.02280142,0.00003090,0.00393023,0.00040031,0.00713467,0.00379637,0.00435830
-5.65782891,0.02839130,0.00004050,0.00489786,0.00050215,0.00888563,0.00476302,0.00542460
-5.65182591,0.03523534,0.00005271,0.00608463,0.00062681,0.01102876,0.00593890,0.00672992
-5.64582291,0.04352724,0.00006811,0.00752489,0.00077808,0.01362470,0.00735827,0.00831102
-5.63981991,0.05347996,0.00008739,0.00925651,0.00096013,0.01674005,0.00905849,0.01020828
-5.63381691,0.06532345,0.00011132,0.01132060,0.00117751,0.02044674,0.01107978,0.01246526
-5.62781391,0.07930158,0.00014080,0.01376094,0.00143508,0.02482095,0.01346465,0.01512816
-5.62181091,0.09566790,0.00017681,0.01662332,0.00173797,0.02994187,0.01625732,0.01824494
-5.61580790,0.11468041,0.00022047,0.01995465,0.00209146,0.03589002,0.01950279,0.02186436
-5.60980490,0.13659521,0.00027294,0.02380185,0.00250088,0.04274521,0.02324583,0.02603477
-5.60380190,0.16165904,0.00033551,0.02821060,0.00297149,0.05058426,0.02752976,0.03080270
-5.59779890,0.19010085,0.00040950,0.03322386,0.00350830,0.05947828,0.03239498,0.03621124
-5.59179590,0.22212264,0.00049627,0.03888026,0.00411594,0.06948981,0.03787747,0.04229832
-5.58579290,0.25788961,0.00059717,0.04521237,0.00479841,0.08066970,0.04400711,0.04909491
-5.57978989,0.29752013,0.00071350,0.05224493,0.00555891,0.09305391,0.05080598,0.05662307
-5.57378689,0.34107581,0.00084650,0.05999303,0.00639964,0.10666041,0.05828667,0.06489413
-5.56778389,0.38855208,0.00099722,0.06846046,0.00732159,0.12148614,0.06645067,0.07390697
-5.56178089,0.43986982,0.00116653,0.07763811,0.00832437,0.13750436,0.07528692,0.08364643
-5.55577789,0.49486851,0.00135504,0.08750274,0.00940599,0.15466243,0.08477065,0.09408213
-5.54977489,0.55330133,0.00156304,0.09801600,0.01056282,0.17288021,0.09486255,0.10516756
-5.54377189,0.61483283,0.00179045,0.10912395,0.01178944,0.19204928,0.10550832,0.11683973
-5.53776888,0.67903942,0.00203677,0.12075704,0.01307863,0.21203301,0.11663877,0.12901934
-5.53176588,0.74541302,0.00230103,0.13283069,0.01442139,0.23266762,0.12817041,0.14161152
-5.52576288,0.81336813,0.00258181,0.14524642,0.01580707,0.25376436,0.14000668,0.15450727
-5.51975988,0.88225237,0.00287719,0.15789369,0.01722350,0.27511272,0.15203972,0.16758550
-5.51375688,0.95136014,0.00318476,0.17065220,0.01865726,0.29648468,0.16415271,0.18071568
-5.50775388,1.01994947,0.00350169,0.18339488,0.02009396,0.31764000,0.17622272,0.19376105
-5.50175088,1.08726119,0.00382473,0.19599122,0.02151861,0.33833217,0.18812401,0.20658224
-5.49574787,1.15253999,0.00415033,0.20831098,0.02291606,0.35831514,0.19973157,0.21904129
-5.48974487,1.21505649,0.00447468,0.22022808,0.02427137,0.37735027,0.21092492,0.23100572
-5.48374187,1.27412932,0.00479385,0.23162452,0.02557032,0.39521343,0.22159180,0.24235266
-5.47773887,1.32914623,0.00510387,0.24239409,0.02679983,0.41170183,0.23163172,0.25297272
-5.47173587,1.37958327,0.00540088,0.25244571,0.02794834,0.42664030,0.24095918,0.26277341
-5.46573287,1.42502084,0.00568126,0.26170625,0.02900621,0.43988669,0.24950633,0.27168205
-5.45972986,1.46515594,0.00594169,0.27012258,0.02996598,0.45133611,0.25722484,0.27964777
-5.45372686,1.49980968,0.00617932,0.27766279,0.03082256,0.46092380,0.26408715,0.28664274
-5.44772386,1.52892966,0.00639183,0.28431644,0.03157331,0.46862637,0.27008659,0.29266229
-5.44172086,1.55258698,0.00657748,0.29009380,0.03221803,0.47446149,0.27523671,0.29772403
-5.43571786,1.57096774,0.00673522,0.29502409,0.03275880,0.47848580,0.27956963,0.30186597
-5.42971486,1.58435965,0.00686463,0.29915285,0.03319978,0.48079130,0.28313354,0.30514371
-5.42371186,1.59313421,0.00696597,0.30253848,0.03354681,0.48150035,0.28598945,0.30762676
-5.41770885,1.59772551,0.00704013,0.30524820,0.03380705,0.48075949,0.28820741,0.30939434
-5.41170585,1.59860672,0.00708857,0.30735361,0.03398845,0.47873253,0.28986243,0.31053077
-5.40570285,1.59626575,0.00711328,0.30892621,0.03409931,0.47559310,0.29103026,0.31112077
-5.39969985,1.59118127,0.00711663,0.31003301,0.03414776,0.47151732,0.29178334,0.31124490
-5.39369685,1.58380076,0.00710137,0.31073263,0.03414128,0.46667681,0.29218721,0.31097553
-5.38769385,1.57452159,0.00707045,0.31107207,0.03408636,0.46123249,0.29229751,0.31037342
-5.38169085,1.56367652,0.00702700,0.31108440,0.03398815,0.45532950,0.29215792,0.30948524
-5.37568784,1.55152419,0.00697421,0.31078748,0.03385028,0.44909356,0.29179892,0.30834222
-5.36968484,1.53824538,0.00691528,0.31018386,0.03367476,0.44262879,0.29123774,0.30695979
-5.36368184,1.52394484,0.00685339,0.30926180,0.03346208,0.43601726,0.29047927,0.30533860
-5.35767884,1.50865873,0.00679163,0.30799743,0.03321131,0.42931997,0.28951799,0.30346641
-5.35167584,1.49236688,0.00673303,0.30635783,0.03292042,0.42257933,0.28834071,0.30132109
-5.34567284,1.47500896,0.00668053,0.30430487,0.03258662,0.41582280,0.28692993,0.29887431
-5.33966983,1.45650325,0.00663699,0.30179952,0.03220682,0.40906726,0.28526757,0.29609568
-5.33366683,1.43676681,0.00660523,0.29880637,0.03177805,0.40232398,0.28333888,0.29295715
-5.32766383,1.41573536,0.00658799,0.29529801,0.03129795,0.39560350,0.28113600,0.28943722
-5.32166083,1.39338149,0.00658800,0.29125902,0.03076522,0.38892024,0.27866119,0.28552484
-5.31565783,1.36972997,0.00660792,0.28668920,0.03017992,0.38229636,0.27592926,0.28122252
-5.30965483,1.34486891,0.00665034,0.28160594,0.02954385,0.37576464,0.27296911,0.27654856
-5.30365183,1.31895607,0.00671774,0.27604546,0.02886065,0.36937007,0.26982419,0.27153830
-5.29764882,1.29221989,0.00681246,0.27006284,0.02813593,0.36317012,0.26655190,0.26624409
-5.29164582,1.26495509,0.00693655,0.26373096,0.02737715,0.35723368,0.26322181,0.26073420
-5.28564282,1.23751329,0.00709178,0.25713818,0.02659351,0.35163862,0.25991300,0.25509059
-5.27963982,1.21028921,0.00727946,0.25038518,0.02579566,0.34646839,0.25671046,0.24940582
-5.27363682,1.18370349,0.00750039,0.24358094,0.02499531,0.34180768,0.25370104,0.24377913
-5.26763382,1.15818337,0.00775476,0.23683824,0.02420486,0.33773770,0.25096893,0.23831214
-5.26163082,1.13414238,0.00804206,0.23026897,0.02343695,0.33433123,0.24859123,0.23310433
-5.25562781,1.11196060,0.00836101,0.22397943,0.02270398,0.33164799,0.24663375,0.22824862
-5.24962481,1.09196663,0.00870958,0.21806610,0.02201769,0.32973052,0.24514735,0.22382733
-5.24362181,1.07442251,0.00908493,0.21261185,0.02138880,0.32860096,0.24416506,0.21990875
-5.23761881,1.05951239,0.00948347,0.20768311,0.02082666,0.32825893,0.24370021,0.21654452
-5.23161581,1.04733554,0.00990097,0.20332787,0.02033904,0.32868057,0.24374554,0.21376797
-5.22561281,1.03790411,0.01033260,0.19957476,0.01993196,0.32981895,0.24427354,0.21159345
-5.21960980,1.03114544,0.01077315,0.19643309,0.01960964,0.33160559,0.24523776,0.21001665
-5.21360680,1.02690859,0.01121710,0.19389393,0.01937451,0.33395312,0.24657514,0.20901585
-5.20760380,1.02497449,0.01165890,0.19193189,0.01922728,0.33675884,0.24820910,0.20855395
-5.20160080,1.02506877,0.01209305,0.19050772,0.01916713,0.33990879,0.25005329,0.20858113
-5.19559780,1.02687637,0.01251436,0.18957121,0.01919182,0.34328222,0.25201550,0.20903792
-5.18959480,1.03005682,0.01291805,0.18906440,0.01929792,0.34675606,0.25400187,0.20985838
-5.18359180,1.03425916,0.01329992,0.18892482,0.01948103,0.35020911,0.25592070,0.21097333
-5.17758879,1.03913568,0.01365644,0.18908846,0.01973587,0.35352570,0.25768604,0.21231329
-5.17158579,1.04435362,0.01398480,0.18949245,0.02005651,0.35659873,0.25922061,0.21381108
-5.16558279,1.04960442,0.01428296,0.19007719,0.02043643,0.35933187,0.26045803,0.21540378
-5.15957979,1.05461018,0.01454961,0.19078798,0.02086860,0.36164087,0.26134434,0.21703433
-5.15357679,1.05912735,0.01478412,0.19157604,0.02134553,0.36345420,0.26183868,0.21865235
-5.14757379,1.06294796,0.01498648,0.19239892,0.02185926,0.36471287,0.26191333,0.22021453
-5.14157079,1.06589862,0.01515716,0.19322049,0.02240138,0.36536973,0.26155306,0.22168459
-5.13556778,1.06783812,0.01529704,0.19401059,0.02296298,0.36538851,0.26075412,0.22303285
-5.12956478,1.06865410,0.01540725,0.19474433,0.02353475,0.36474257,0.25952284,0.22423568
-5.12356178,1.06825964,0.01548913,0.19540146,0.02410695,0.36341384,0.25787414,0.22527493
-5.11755878,1.06659028,0.01554408,0.19596564,0.02466956,0.36139191,0.25583012,0.22613739
-5.11155578,1.06360207,0.01557353,0.19642403,0.02521240,0.35867354,0.25341872,0.22681457
-5.10555278,1.05927100,0.01557893,0.19676703,0.02572540,0.35526253,0.25067276,0.22730269
-5.09954977,1.05359390,0.01556172,0.19698841,0.02619880,0.35117015,0.24762924,0.22760303
-5.09354677,1.04659088,0.01552338,0.19708571,0.02662354,0.34641591,0.24432902,0.22772260
-5.08754377,1.03830889,0.01546547,0.19706101,0.02699160,0.34102865,0.24081674,0.22767499
-5.08154077,1.02882611,0.01538971,0.19692177,0.02729638,0.33504779,0.23714105,0.22748140
-5.07553777,1.01825641,0.01529804,0.19668186,0.02753308,0.32852455,0.23335482,0.22717161
-5.06953477,1.00675331,0.01519270,0.19636248,0.02769904,0.32152290,0.22951543,0.22678483
-5.06353177,0.99451277,0.01507628,0.19599287,0.02779403,0.31412016,0.22568479,0.22637013
-5.05752876,0.98177397,0.01495174,0.19561067,0.02782047,0.30640692,0.22192908,0.22598641
-5.05152576,0.96881773,0.01482239,0.19526175,0.02778347,0.29848625,0.21831811,0.22570169
-5.04552276,0.95596212,0.01469186,0.19499944,0.02769084,0.29047220,0.21492413,0.22559174
-5.03951976,0.94355497,0.01456399,0.19488316,0.02755293,0.28248736,0.21182016,0.22573787
-5.03351676,0.93196361,0.01444272,0.19497634,0.02738230,0.27465980,0.20907781,0.22622401
-5.02751376,0.92156187,0.01433190,0.19534369,0.02719327,0.26711926,0.20676467,0.22713316
-5.02151076,0.91271512,0.01423509,0.19604802,0.02700144,0.25999307,0.20494146,0.22854327
-5.01550775,0.90576400,0.01415541,0.19714670,0.02682298,0.25340173,0.20365902,0.23052288
-5.00950475,0.90100778,0.01409527,0.19868788,0.02667393,0.24745466,0.20295537,0.23312663
-5.00350175,0.89868847,0.01405623,0.20070684,0.02656949,0.24224633,0.20285307,0.23639104
-4.99749875,0.89897661,0.01403882,0.20322265,0.02652328,0.23785294,0.20335715,0.24033077
-4.99149575,0.90195990,0.01404241,0.20623529,0.02654664,0.23433012,0.20445365,0.24493560
-4.98549275,0.90763553,0.01406521,0.20972361,0.02664808,0.23171169,0.20610915,0.25016854
-4.97948974,0.91590701,0.01410421,0.21364420,0.02683274,0.23000973,0.20827120,0.25596507
-4.97348674,0.92658585,0.01415533,0.21793133,0.02710216,0.22921605,0.21086996,0.26223378
-4.96748374,0.93939864,0.01421349,0.22249810,0.02745407,0.22930492,0.21382080,0.26885849
-4.96148074,0.95399912,0.01427288,0.22723870,0.02788246,0.23023728,0.21702803,0.27570171
-4.95547774,0.96998512,0.01432720,0.23203184,0.02837780,0.23196596,0.22038944,0.28260949
-4.94947474,0.98691959,0.01436998,0.23674515,0.02892749,0.23444186,0.22380164,0.28941744
-4.94347174,1.00435478,0.01439490,0.24124041,0.02951643,0.23762077,0.22716582,0.29595756
-4.93746873,1.02185849,0.01439618,0.24537930,0.03012772,0.24147043,0.23039371,0.30206580
-4.93146573,1.03904099,0.01436886,0.24902951,0.03074355,0.24597751,0.23341344,0.30758969
-4.92546273,1.05558127,0.01430917,0.25207080,0.03134604,0.25115401,0.23617501,0.31239601
-4.91945973,1.07125115,0.01421475,0.25440072,0.03191821,0.25704286,0.23865509,0.31637778
-4.91345673,1.08593598,0.01408489,0.25593982,0.03244484,0.26372211,0.24086073,0.31946043
-4.90745373,1.09965064,0.01392063,0.25663591,0.03291330,0.27130766,0.24283205,0.32160678
-4.90145073,1.11254989,0.01372489,0.25646725,0.03331422,0.27995402,0.24464348,0.32282048
-4.89544772,1.12493239,0.01350233,0.25544456,0.03364209,0.28985308,0.24640353,0.32314779
-4.88944472,1.13723784,0.01325935,0.25361162,0.03389558,0.30123076,0.24825321,0.32267762
-4.88344172,1.15003732,0.01300386,0.25104454,0.03407770,0.31434151,0.25036288,0.32153968
-4.87743872,1.16401697,0.01274504,0.24784974,0.03419577,0.32946077,0.25292787,0.31990094
-4.87143572,1.17995565,0.01249303,0.24416070,0.03426111,0.34687568,0.25616296,0.31796048
-4.86543272,1.19869744,0.01225861,0.24013371,0.03428861,0.36687422,0.26029593,0.31594298
-4.85942971,1.22112013,0.01205282,0.23594274,0.03429605,0.38973324,0.26556047,0.31409110
-4.85342671,1.24810101,0.01188661,0.23177384,0.03430331,0.41570580,0.27218879,0.31265722
-4.84742371,1.28048145,0.01177049,0.22781915,0.03433147,0.44500830,0.28040413,0.31189463
-4.84142071,1.31903172,0.01171417,0.22427095,0.03440185,0.47780796,0.29041352,0.31204892
-4.83541771,1.36441749,0.01172634,0.22131587,0.03453500,0.51421113,0.30240114,0.31334951
-4.82941471,1.41716954,0.01181437,0.21912955,0.03474975,0.55425296,0.31652233,0.31600198
-4.82341171,1.47765769,0.01198419,0.21787194,0.03506236,0.59788887,0.33289862,0.32018130
-4.81740870,1.54607007,0.01224014,0.21768338,0.03548568,0.64498826,0.35161383,0.32602620
-4.81140570,1.62239845,0.01258493,0.21868147,0.03602856,0.69533068,0.37271137,0.33363494
-4.80540270,1.70643005,0.01301965,0.22095887,0.03669540,0.74860479,0.39619269,0.34306238
-4.79939970,1.79774612,0.01354383,0.22458199,0.03748589,0.80441020,0.42201704,0.35431857
-4.79339670,1.89572699,0.01415554,0.22959043,0.03839489,0.86226212,0.45010229,0.36736870
-4.78739370,1.99956349,0.01485149,0.23599725,0.03941263,0.92159881,0.48032685,0.38213437
-4.78139070,2.10827399,0.01562725,0.24378974,0.04052496,0.98179164,0.51253245,0.39849596
-4.77538769,2.22072639,0.01647734,0.25293083,0.04171387,1.04215741,0.54652787,0.41629610
-4.76938469,2.33566415,0.01739541,0.26336070,0.04295809,1.10197257,0.58209315,0.43534381
-4.76338169,2.45173548,0.01837441,0.27499882,0.04423383,1.16048899,0.61898450,0.45541941
-4.75737869,2.56752465,0.01940664,0.28774600,0.04551560,1.21695075,0.65693949,0.47627968
-4.75137569,2.68158441,0.02048394,0.30148657,0.04677709,1.27061145,0.69568259,0.49766342
-4.74537269,2.79246877,0.02159767,0.31609058,0.04799201,1.32075159,0.73493088,0.51929699
-4.73936968,2.89876502,0.02273878,0.33141595,0.04913493,1.36669549,0.77439981,0.54089987
-4.73336668,2.99912449,0.02389782,0.34731059,0.05018212,1.40782729,0.81380902,0.56218999
-4.72736368,3.09229113,0.02506493,0.36361451,0.05111222,1.44360559,0.85288803,0.58288889
-4.72136068,3.17712752,0.02622980,0.38016192,0.05190684,1.47357636,0.89138171,0.60272655
-4.71535768,3.25263771,0.02738171,0.39678336,0.05255106,1.49738376,0.92905553,0.62144580
-4.70935468,3.31798645,0.02850943,0.41330781,0.05303375,1.51477857,0.96570033,0.63880644
