energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,2.20738459,0.05516851,0.00992020,0.82715096,1.27808532,0.03007070,0.96513391,0.34585045,0.07067573
-5.99399700,2.21197411,0.05520426,0.00998437,0.84229483,1.26781553,0.03108148,0.97302333,0.35060717,0.07110670
-5.98799400,2.21510613,0.05536641,0.01002812,0.85675638,1.25640437,0.03213261,0.98018365,0.35555209,0.07142911
-5.98199100,2.21661832,0.05565028,0.01005291,0.87052049,1.24372305,0.03322333,0.98655304,0.36066818,0.07165257
-5.97598799,2.21644911,0.05604789,0.01006053,0.88359313,1.22972367,0.03435187,0.99211099,0.36593225,0.07179108
-5.96998499,2.21463571,0.05654772,0.01005308,0.89600016,1.21443955,0.03551518,0.99687702,0.37131319,0.07186257
-5.96398199,2.21130957,0.05713464,0.01003286,0.90778647,1.19798255,0.03670881,1.00090870,0.37677087,0.07188831
-5.95797899,2.20668982,0.05779000,0.01000232,0.91901557,1.18053780,0.03792686,1.00429907,0.38225575,0.07189228
-5.95197599,2.20107533,0.05849181,0.00996407,0.92976985,1.16235639,0.03916208,1.00717384,0.38770936,0.07190058
-5.94597299,2.19483593,0.05921516,0.00992080,0.94015128,1.14374627,0.04040604,1.00968833,0.39306560,0.07194078
-5.93996998,2.18840316,0.05993276,0.00987529,0.95028254,1.12506212,0.04164946,1.01202453,0.39825285,0.07204139
-5.93396698,2.18226071,0.06061565,0.00983038,0.96030825,1.10669441,0.04288257,1.01438796,0.40319689,0.07223126
-5.92796398,2.17693481,0.06123407,0.00978900,0.97039608,1.08905813,0.04409560,1.01700458,0.40782424,0.07253908
-5.92196098,2.17298410,0.06175843,0.00975415,0.98073717,1.07258134,0.04527918,1.02011736,0.41206597,0.07299290
-5.91595798,2.17098911,0.06216024,0.00972887,0.99154566,1.05769393,0.04642490,1.02398240,0.41586156,0.07361965
-5.90995498,2.17154062,0.06241324,0.00971629,1.00305669,1.04481640,0.04752565,1.02886447,0.41916253,0.07444465
-5.90395198,2.17522691,0.06249434,0.00971951,1.01552278,1.03434899,0.04857608,1.03503154,0.42193571,0.07549112
-5.89794897,2.18261923,0.06238451,0.00974165,1.02920806,1.02666108,0.04957277,1.04274833,0.42416572,0.07677960
-5.89194597,2.19425558,0.06206960,0.00978571,1.04438047,1.02208074,0.05051439,1.05226864,0.42585657,0.07832743
-5.88594297,2.21062261,0.06154089,0.00985449,1.06130179,1.02088475,0.05140169,1.06382658,0.42703221,0.08014805
-5.87993997,2.23213595,0.06079553,0.00995053,1.08021582,1.02328890,0.05223733,1.07762671,0.42773582,0.08225038
-5.87393697,2.25911934,0.05983665,0.01007592,1.10133510,1.02943889,0.05302558,1.09383346,0.42802803,0.08463803
-5.86793397,2.29178346,0.05867331,0.01023222,1.12482662,1.03940205,0.05377188,1.11256017,0.42798400,0.08730868
-5.86193097,2.33020520,0.05732016,0.01042027,1.15079747,1.05316014,0.05448231,1.13385824,0.42768951,0.09025335
-5.85592796,2.37430873,0.05579690,0.01064011,1.17928096,1.07060359,0.05516295,1.15770714,0.42723636,0.09345581
-5.84992496,2.42384951,0.05412757,0.01089080,1.21022435,1.09152764,0.05581929,1.18400576,0.42671723,0.09689216
-5.84392196,2.47840256,0.05233963,0.01117036,1.24347895,1.11563084,0.05645557,1.21256592,0.42622050,0.10053055
-5.83791896,2.53735629,0.05046294,0.01147567,1.27879340,1.14251611,0.05707418,1.24310861,0.42582508,0.10433110
-5.83191596,2.59991283,0.04852872,0.01180249,1.31581092,1.17169491,0.05767524,1.27526349,0.42559581,0.10824623
-5.82591296,2.66509578,0.04656841,0.01214542,1.35407100,1.20259461,0.05825621,1.30857216,0.42557956,0.11222113
-5.81990995,2.73176574,0.04461267,0.01249801,1.39301586,1.23456918,0.05881168,1.34249536,0.42580243,0.11619470
-5.81390695,2.79864378,0.04269034,0.01285285,1.43200182,1.26691315,0.05933342,1.37642409,0.42626801,0.12010077
-5.80790395,2.86434233,0.04082767,0.01320179,1.47031518,1.29887852,0.05981050,1.40969460,0.42695704,0.12386958
-5.80190095,2.92740282,0.03904757,0.01353607,1.50719241,1.32969429,0.06022968,1.44160671,0.42782839,0.12742964
-5.79589795,2.98633876,0.03736910,0.01384666,1.54184371,1.35858801,0.06057589,1.47144488,0.42882127,0.13070971
-5.78989495,3.03968264,0.03580718,0.01412448,1.57347910,1.38480851,0.06083294,1.49850132,0.42985866,0.13364098
-5.78389195,3.08603492,0.03437250,0.01436075,1.60133590,1.40764923,0.06098427,1.52210004,0.43085171,0.13615930
-5.77788894,3.12411300,0.03307153,0.01454724,1.62470653,1.42647096,0.06101378,1.54162104,0.43170490,0.13820738
-5.77188594,3.15279808,0.03190686,0.01467662,1.64296516,1.44072335,0.06090668,1.55652332,0.43232167,0.13973683
-5.76588294,3.17117800,0.03087759,0.01474272,1.65559228,1.44996420,0.06065035,1.56636605,0.43261018,0.14071001
-5.75987994,3.17858406,0.02997993,0.01474076,1.66219588,1.45387575,0.06023505,1.57082665,0.43248908,0.14110160
-5.75387694,3.17462046,0.02920782,0.01466754,1.66252847,1.45227741,0.05965461,1.56971521,0.43189280,0.14089971
-5.74787394,3.15918495,0.02855369,0.01452161,1.65649914,1.44513435,0.05890694,1.56298454,0.43077623,0.14010663
-5.74187094,3.13248001,0.02800923,0.01430334,1.64418015,1.43256162,0.05799435,1.55073554,0.42911862,0.13873912
-5.73586793,3.09501414,0.02756611,0.01401493,1.62580801,1.41482384,0.05692369,1.53321761,0.42692638,0.13682815
-5.72986493,3.04759336,0.02721670,0.01366037,1.60177887,1.39233026,0.05570639,1.51082425,0.42423486,0.13441824
-5.72386193,2.99130323,0.02695470,0.01324535,1.57263868,1.36562565,0.05435819,1.48408396,0.42110891,0.13156637
-5.71785893,2.92748237,0.02677567,0.01277708,1.53906854,1.33537726,0.05289878,1.45364704,0.41764222,0.12834044
-5.71185593,2.85768846,0.02667738,0.01226408,1.50186595,1.30235837,0.05135126,1.42026860,0.41395561,0.12481750
-5.70585293,2.78365791,0.02666007,0.01171596,1.46192270,1.26742898,0.04974152,1.38478864,0.41019412,0.12108160
-5.69984992,2.70726073,0.02672650,0.01114311,1.42020032,1.23151425,0.04809746,1.34810986,0.40652316,0.11722160
-5.69384692,2.63045194,0.02688187,0.01055642,1.37770393,1.19558134,0.04644819,1.31117384,0.40312381,0.11332881
-5.68784392,2.55522098,0.02713355,0.00996698,1.33545537,1.16061523,0.04482320,1.27493638,0.40018732,0.10949461
-5.68184092,2.48354030,0.02749061,0.00938579,1.29446637,1.12759399,0.04325154,1.24034271,0.39790913,0.10580816
-5.67583792,2.41731461,0.02796332,0.00882347,1.25571253,1.09746428,0.04176099,1.20830302,0.39648235,0.10235414
-5.66983492,2.35833167,0.02856240,0.00829000,1.22010866,1.07111734,0.04037730,1.17966904,0.39609112,0.09921077
-5.66383192,2.30821571,0.02929829,0.00779450,1.18848606,1.04936594,0.03912354,1.15521202,0.39690385,0.09644788
-5.65782891,2.26838440,0.03018033,0.00734499,1.16157207,1.03292285,0.03801948,1.13560255,0.39906656,0.09412535
-5.65182591,2.24001013,0.03121588,0.00694826,1.13997235,1.02238113,0.03708108,1.12139258,0.40269660,0.09229165
-5.64582291,2.22398642,0.03240957,0.00660974,1.12415605,1.01819659,0.03632018,1.11300004,0.40787692,0.09098280
-5.63981991,2.22090018,0.03376256,0.00633337,1.11444420,1.02067295,0.03574413,1.11069626,0.41465099,0.09022145
-5.63381691,2.23101051,0.03527191,0.00612162,1.11100142,1.02995004,0.03535572,1.11459662,0.42301879,0.09001638
-5.62781391,2.25423488,0.03693016,0.00597536,1.11383126,1.04599548,0.03515310,1.12465455,0.43293386,0.09036217
-5.62181091,2.29014322,0.03872501,0.00589400,1.12277521,1.06860028,0.03512990,1.14065941,0.44430174,0.09123924
-5.61580790,2.33796060,0.04063932,0.00587542,1.13751566,1.09737870,0.03527539,1.16223823,0.45697990,0.09261421
-5.60980490,2.39657906,0.04265123,0.00591614,1.15758277,1.13177287,0.03557482,1.18886175,0.47077924,0.09444049
-5.60380190,2.46457879,0.04473456,0.00601138,1.18236551,1.17106222,0.03600983,1.21985470,0.48546730,0.09665930
-5.59779890,2.54025887,0.04685943,0.00615518,1.21112660,1.21437801,0.03655898,1.25441052,0.50077311,0.09920088
