energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.59179590,2.62167731,0.04899304,0.00634061,1.24302144,1.26072293,0.03719830,1.29161024,0.51639362,0.10198614
-5.58579290,2.70669982,0.05110069,0.00655987,1.27712064,1.30899547,0.03790201,1.33044545,0.53200160,0.10492850
-5.57978989,2.79305641,0.05314680,0.00680457,1.31243577,1.35801872,0.03864321,1.36984472,0.54725473,0.10793607
-5.57378689,2.87840440,0.05509616,0.00706585,1.34794774,1.40657294,0.03939466,1.40870299,0.56180557,0.11091399
-5.56778389,2.96039617,0.05691506,0.00733469,1.38263710,1.45343098,0.04012952,1.44591311,0.57531208,0.11376697
-5.56178089,3.03674944,0.05857248,0.00760209,1.41551522,1.49739547,0.04082210,1.48039845,0.58744832,0.11640197
-5.55577789,3.10531779,0.06004108,0.00785929,1.44565558,1.53733660,0.04144857,1.51114561,0.59791474,0.11873080
-5.54977489,3.16415877,0.06129818,0.00809803,1.47222375,1.57222903,0.04198764,1.53723595,0.60644774,0.12067275
-5.54377189,3.21159696,0.06232641,0.00831074,1.49450509,1.60118647,0.04242104,1.55787483,0.61282808,0.12215697
-5.53776888,3.24627940,0.06311420,0.00849075,1.51192904,1.62349258,0.04273399,1.57241717,0.61688763,0.12312469
-5.53176588,3.26722091,0.06365603,0.00863245,1.52408874,1.63862674,0.04291552,1.58038851,0.61851430,0.12353099
-5.52576288,3.27383745,0.06395234,0.00873143,1.53075530,1.64628349,0.04295858,1.58150037,0.61765479,0.12334624
-5.51975988,3.26596559,0.06400926,0.00878462,1.53188580,1.64638474,0.04286011,1.57565935,0.61431520,0.12255696
-5.51375688,3.24386735,0.06383808,0.00879028,1.52762456,1.63908397,0.04262086,1.56296944,0.60855925,0.12116626
-5.50775388,3.20821977,0.06345449,0.00874812,1.51829760,1.62476200,0.04224515,1.54372735,0.60050446,0.11919360
-5.50175088,3.16008955,0.06287768,0.00865916,1.50440012,1.60401449,0.04174043,1.51841111,0.59031639,0.11667408
-5.49574787,3.10089365,0.06212934,0.00852579,1.48657769,1.57763135,0.04111685,1.48766211,0.57820119,0.11365721
-5.48974487,3.03234731,0.06123258,0.00835154,1.46560153,1.54656887,0.04038661,1.45226167,0.56439699,0.11020510
-5.48374187,2.95640166,0.06021086,0.00814101,1.44233902,1.51191554,0.03956340,1.41310272,0.54916447,0.10639041
-5.47773887,2.87517341,0.05908705,0.00789967,1.41772055,1.47485297,0.03866176,1.37115807,0.53277702,0.10229381
-5.47173587,2.79086938,0.05788247,0.00763364,1.39270397,1.43661337,0.03769644,1.32744640,0.51551119,0.09800130
-5.46573287,2.70570907,0.05661624,0.00734949,1.36823813,1.39843526,0.03668186,1.28299736,0.49763755,0.09360146
-5.45972986,2.62184826,0.05530468,0.00705399,1.34522693,1.36151930,0.03563160,1.23881725,0.47941260,0.08918260
-5.45372686,2.54130658,0.05396103,0.00675391,1.32449535,1.32698581,0.03455797,1.19585651,0.46107189,0.08483009
-5.44772386,2.46590180,0.05259528,0.00645577,1.30675870,1.29583579,0.03347176,1.15498026,0.44282470,0.08062382
-5.44172086,2.39719338,0.05121430,0.00616567,1.29259645,1.26891686,0.03238199,1.11694291,0.42485019,0.07663605
-5.43571786,2.33643688,0.04982203,0.00588908,1.28243134,1.24689542,0.03129585,1.08236771,0.40729536,0.07292953
-5.42971486,2.28455105,0.04841997,0.00563076,1.27651487,1.23023598,0.03021873,1.05173171,0.39027447,0.06955603
-5.42371186,2.24209816,0.04700764,0.00539455,1.27491929,1.21918854,0.02915430,1.02535662,0.37386996,0.06655537
-5.41770885,2.20927801,0.04558317,0.00518340,1.27753656,1.21378410,0.02810473,1.00340553,0.35813453,0.06395485
-5.41170585,2.18593538,0.04414397,0.00499928,1.28408405,1.21383855,0.02707090,0.98588541,0.34309430,0.06176919
-5.40570285,2.17158007,0.04268727,0.00484318,1.29411676,1.21896449,0.02605270,0.97265497,0.32875258,0.06000077
-5.39969985,2.16541837,0.04121067,0.00471518,1.30704537,1.22859042,0.02504929,0.96343744,0.31509408,0.05864043
-5.39369685,2.16639429,0.03971262,0.00461449,1.32215937,1.24198630,0.02405944,0.95783739,0.30208926,0.05766847
-5.38769385,2.17323864,0.03819272,0.00453955,1.33865434,1.25829446,0.02308172,0.95536093,0.28969859,0.05705599
-5.38169085,2.18452382,0.03665199,0.00448818,1.35566214,1.27656440,0.02211480,0.95543832,0.27787648,0.05676644
-5.37568784,2.19872198,0.03509291,0.00445764,1.37228295,1.29579000,0.02115756,0.95744806,0.26657474,0.05675732
-5.36968484,2.21426439,0.03351941,0.00444485,1.38761789,1.31494783,0.02020928,0.96074157,0.25574555,0.05698194
-5.36368184,2.22959963,0.03193673,0.00444646,1.40080087,1.33303476,0.01926971,0.96466744,0.24534369,0.05739126
-5.35767884,2.24324854,0.03035119,0.00445904,1.41102872,1.34910359,0.01833907,0.96859464,0.23532832,0.05793557
-5.35167584,2.25385414,0.02876993,0.00447919,1.41758827,1.36229542,0.01741808,0.97193370,0.22566402,0.05856621
-5.34567284,2.26022475,0.02720051,0.00450367,1.41987972,1.37186742,0.01650790,0.97415535,0.21632145,0.05923702
-5.33966983,2.26136918,0.02565065,0.00452949,1.41743527,1.37721527,0.01561005,0.97480613,0.20727747,0.05990572
-5.33366683,2.25652297,0.02412785,0.00455400,1.40993270,1.37788953,0.01472633,0.97352045,0.19851502,0.06053493
-5.32766383,2.24516515,0.02263915,0.00457497,1.39720338,1.37360554,0.01385874,0.97002897,0.19002270,0.06109311
-5.32166083,2.22702537,0.02119084,0.00459063,1.37923461,1.36424675,0.01300935,0.96416318,0.18179419,0.06155510
-5.31565783,2.20208162,0.01978833,0.00459968,1.35616651,1.34986164,0.01218027,0.95585612,0.17382763,0.06190250
-5.30965483,2.17054904,0.01843601,0.00460132,1.32828356,1.33065471,0.01137351,0.94513947,0.16612490,0.06212376
-5.30365183,2.13286068,0.01713724,0.00459522,1.29600147,1.30697204,0.01059096,0.93213724,0.15869098,0.06221396
-5.29764882,2.08964131,0.01589433,0.00458148,1.25984994,1.27928248,0.00983433,0.91705646,0.15153324,0.06217451
-5.29164582,2.04167568,0.01470865,0.00456061,1.22045201,1.24815515,0.00910513,0.90017529,0.14466089,0.06201247
-5.28564282,1.98987253,0.01358073,0.00453347,1.17850111,1.21423461,0.00840466,0.88182907,0.13808434,0.06173981
-5.27963982,1.93522595,0.01251035,0.00450115,1.13473646,1.17821458,0.00773397,0.86239492,0.13181461,0.06137248
-5.27363682,1.87877570,0.01149678,0.00446496,1.08991798,1.14081137,0.00709392,0.84227543,0.12586282,0.06092935
-5.26763382,1.82156782,0.01053884,0.00442631,1.04480144,1.10273813,0.00648514,0.82188214,0.12023955,0.06043120
-5.26163082,1.76461714,0.00963512,0.00438664,1.00011492,1.06468067,0.00590807,0.80161924,0.11495429,0.05989948
-5.25562781,1.70887279,0.00878404,0.00434733,0.95653715,1.02727592,0.00536297,0.78186820,0.11001485,0.05935529
-5.24962481,1.65518791,0.00798399,0.00430962,0.91467854,0.99109343,0.00484993,0.76297382,0.10542676,0.05881830
-5.24362181,1.60429434,0.00723338,0.00427458,0.87506532,0.95662054,0.00436888,0.74523204,0.10119270,0.05830580
-5.23761881,1.55678309,0.00653070,0.00424298,0.83812732,0.92425162,0.00391960,0.72887997,0.09731197,0.05783187
-5.23161581,1.51309083,0.00587451,0.00421532,0.80418951,0.89428135,0.00350170,0.71408844,0.09378001,0.05740671
-5.22561281,1.47349288,0.00526349,0.00419175,0.77346749,0.86690222,0.00311468,0.70095716,0.09058802,0.05703621
-5.21960980,1.43810228,0.00469636,0.00417206,0.74606686,0.84220595,0.00275788,0.68951269,0.08772275,0.05672158
-5.21360680,1.40687514,0.00417189,0.00415570,0.72198634,0.82018877,0.00243050,0.67970910,0.08516633,0.05645937
-5.20760380,1.37962145,0.00368885,0.00414177,0.70112431,0.80075992,0.00213161,0.67143135,0.08289636,0.05624155
-5.20160080,1.35602106,0.00324598,0.00412910,0.68328846,0.78375318,0.00186015,0.66450105,0.08088616,0.05605587
-5.19559780,1.33564384,0.00284193,0.00411622,0.66820802,0.76894060,0.00161494,0.65868440,0.07910508,0.05588637
-5.18959480,1.31797336,0.00247527,0.00410152,0.65554807,0.75604820,0.00139470,0.65370202,0.07751920,0.05571408
-5.18359180,1.30243305,0.00214444,0.00408322,0.64492540,0.74477274,0.00119804,0.64924012,0.07609195,0.05551780
-5.17758879,1.28841381,0.00184776,0.00405952,0.63592523,0.73479911,0.00102352,0.64496264,0.07478502,0.05527503
-5.17158579,1.27530221,0.00158344,0.00402866,0.62811825,0.72581768,0.00086961,0.64052402,0.07355932,0.05496291
-5.16558279,1.26250809,0.00134955,0.00398897,0.62107738,0.71754106,0.00073478,0.63558179,0.07237596,0.05455922
-5.15957979,1.24949071,0.00114410,0.00393898,0.61439368,0.70971972,0.00061748,0.62980893,0.07119736,0.05404326
-5.15357679,1.23578253,0.00096501,0.00387748,0.60769087,0.70215581,0.00051615,0.62290516,0.06998822,0.05339678
-5.14757379,1.22100970,0.00081020,0.00380357,0.60063798,0.69471501,0.00042930,0.61460714,0.06871651,0.05260470
-5.14157079,1.20490872,0.00067756,0.00371669,0.59295992,0.68733568,0.00035546,0.60469691,0.06735437,0.05165578
-5.13556778,1.18733862,0.00056501,0.00361666,0.58444538,0.68003528,0.00029323,0.59300852,0.06587882,0.05054306
-5.12956478,1.16828815,0.00047056,0.00350370,0.57495214,0.67291351,0.00024132,0.57943265,0.06427233,0.04926416
-5.12356178,1.14787796,0.00039226,0.00337840,0.56440952,0.66615231,0.00019851,0.56391902,0.06252324,0.04782143
-5.11755878,1.12635746,0.00032830,0.00324171,0.55281801,0.66001241,0.00016369,0.54647661,0.06062597,0.04622184
-5.11155578,1.10409666,0.00027698,0.00309493,0.54024626,0.65482659,0.00013585,0.52717194,0.05858094,0.04447676
-5.10555278,1.08157312,0.00023674,0.00293959,0.52682549,0.65098976,0.00011409,0.50612523,0.05639443,0.04260153
-5.09954977,1.05935457,0.00020614,0.00277750,0.51274170,0.64894609,0.00009763,0.48350499,0.05407813,0.04061500
-5.09354677,1.03807787,0.00018389,0.00261058,0.49822615,0.64917362,0.00008577,0.45952119,0.05164856,0.03853877
-5.08754377,1.01842487,0.00016883,0.00244086,0.48354422,0.65216673,0.00007792,0.43441725,0.04912635,0.03639658
-5.08154077,1.00109636,0.00015992,0.00227041,0.46898358,0.65841712,0.00007357,0.40846143,0.04653539,0.03421345
-5.07553777,0.98678482,0.00015624,0.00210124,0.45484171,0.66839390,0.00007229,0.38193775,0.04390190,0.03201495
-5.06953477,0.97614716,0.00015698,0.00193529,0.44141372,0.68252359,0.00007373,0.35513702,0.04125342,0.02982638
-5.06353177,0.96977857,0.00016139,0.00177435,0.42898057,0.70117076,0.00007760,0.32834810,0.03861791,0.02767211
-5.05752876,0.96818829,0.00016883,0.00162002,0.41779850,0.72462008,0.00008363,0.30184996,0.03602272,0.02557487
-5.05152576,0.97177859,0.00017869,0.00147371,0.40808983,0.75306068,0.00009163,0.27590451,0.03349377,0.02355523
-5.04552276,0.98082763,0.00019045,0.00133657,0.40003557,0.78657342,0.00010142,0.25075064,0.03105476,0.02163115
-5.03951976,0.99547699,0.00020361,0.00120955,0.39377014,0.82512189,0.00011287,0.22659947,0.02872655,0.01981763
-5.03351676,1.01572452,0.00021770,0.00109334,0.38937821,0.86854748,0.00012584,0.20363098,0.02652660,0.01812652
-5.02751376,1.04142278,0.00023230,0.00098841,0.38689387,0.91656909,0.00014025,0.18199189,0.02446870,0.01656643
-5.02151076,1.07228317,0.00024703,0.00089506,0.38630198,0.96878756,0.00015602,0.16179496,0.02256279,0.01514278
-5.01550775,1.10788574,0.00026151,0.00081337,0.38754157,1.02469483,0.00017308,0.14311942,0.02081492,0.01385796
-5.00950475,1.14769423,0.00027542,0.00074332,0.39051108,1.08368769,0.00019140,0.12601253,0.01922743,0.01271155
-5.00350175,1.19107577,0.00028847,0.00068478,0.39507510,1.14508553,0.00021099,0.11049201,0.01779924,0.01170066
-4.99749875,1.23732438,0.00030043,0.00063754,0.40107223,1.20815157,0.00023188,0.09654926,0.01652630,0.01082034
-4.99149575,1.28568746,0.00031110,0.00060139,0.40832371,1.27211668,0.00025415,0.08415305,0.01540208,0.01006401
-4.98549275,1.33539394,0.00032036,0.00057613,0.41664229,1.33620493,0.00027797,0.07325365,0.01441820,0.00942391
-4.97948974,1.38568303,0.00032817,0.00056159,0.42584108,1.39965962,0.00030353,0.06378708,0.01356510,0.00889165
-4.97348674,1.43583250,0.00033456,0.00055771,0.43574184,1.46176896,0.00033115,0.05567933,0.01283272,0.00845860
-4.96748374,1.48518515,0.00033967,0.00056452,0.44618256,1.52189019,0.00036122,0.04885060,0.01221124,0.00811640
-4.96148074,1.53317262,0.00034374,0.00058218,0.45702391,1.57947124,0.00039425,0.04321913,0.01169169,0.00785738
-4.95547774,1.57933572,0.00034713,0.00061100,0.46815458,1.63406910,0.00043085,0.03870480,0.01126670,0.00767489
-4.94947474,1.62334048,0.00035032,0.00065143,0.47949531,1.68536436,0.00047177,0.03523233,0.01093098,0.00756367
-4.94347174,1.66498985,0.00035395,0.00070407,0.49100166,1.73317147,0.00051789,0.03273399,0.01068195,0.00752005
-4.93746873,1.70423051,0.00035878,0.00076966,0.50266568,1.77744450,0.00057021,0.03115194,0.01052009,0.00754216
-4.93146573,1.74115531,0.00036576,0.00084905,0.51451658,1.81827869,0.00062987,0.03044003,0.01044935,0.00763003
-4.92546273,1.77600129,0.00037597,0.00094321,0.52662064,1.85590789,0.00069813,0.03056517,0.01047734,0.00778562
-4.91945973,1.80914395,0.00039068,0.00105315,0.53908066,1.89069842,0.00077638,0.03150822,0.01061551,0.00801278
-4.91345673,1.84108829,0.00041131,0.00117993,0.55203500,1.92313994,0.00086610,0.03326450,0.01087914,0.00831715
-4.90745373,1.87245722,0.00043946,0.00132456,0.56565662,1.95383397,0.00096883,0.03584374,0.01128729,0.00870596
-4.90145073,1.90397794,0.00047690,0.00148804,0.58015207,1.98348055,0.00108621,0.03926974,0.01186254,0.00918781
-4.89544772,1.93646679,0.00052553,0.00167123,0.59576057,2.01286376,0.00121988,0.04357941,0.01263065,0.00977235
-4.88944472,1.97081302,0.00058743,0.00187484,0.61275304,2.04283633,0.00137148,0.04882154,0.01362017,0.01046995
-4.88344172,2.00796152,0.00066474,0.00209937,0.63143099,2.07430372,0.00154261,0.05505501,0.01486179,0.01129129
-4.87743872,2.04889488,0.00075974,0.00234507,0.65212492,2.10820761,0.00173479,0.06234657,0.01638768,0.01224696
-4.87143572,2.09461430,0.00087474,0.00261190,0.67519195,2.14550881,0.00194940,0.07076821,0.01823066,0.01334697
-4.86543272,2.14611950,0.00101204,0.00289948,0.70101220,2.18716930,0.00218767,0.08039404,0.02042332,0.01460033
-4.85942971,2.20438704,0.00117394,0.00320708,0.72998352,2.23413314,0.00245057,0.09129685,0.02299700,0.01601453
-4.85342671,2.27034707,0.00136258,0.00353359,0.76251422,2.28730582,0.00273883,0.10354431,0.02598074,0.01759517
-4.84742371,2.34485805,0.00157996,0.00387748,0.79901331,2.34753199,0.00305283,0.11719482,0.02940018,0.01934546
-4.84142071,2.42867968,0.00182785,0.00423686,0.83987821,2.41557125,0.00339258,0.13229341,0.03327646,0.02126585
-4.83541771,2.52244406,0.00210766,0.00460943,0.88547979,2.49207228,0.00375768,0.14886740,0.03762511,0.02335371
-4.82941471,2.62662570,0.00242045,0.00499254,0.93614488,2.57754558,0.00414723,0.16692238,0.04245508,0.02560309
-4.82341171,2.74151122,0.00276682,0.00538322,0.99213675,2.67233560,0.00455985,0.18643835,0.04776782,0.02800449
-4.81740870,2.86716969,0.00314684,0.00577820,1.05363404,2.77659320,0.00499362,0.20736649,0.05355654,0.03054480
-4.81140570,3.00342527,0.00356004,0.00617399,1.12070918,2.89024969,0.00544604,0.22962651,0.05980569,0.03320737
-4.80540270,3.14983361,0.00400532,0.00656693,1.19330715,3.01299407,0.00591407,0.25310492,0.06649060,0.03597208
-4.79939970,3.30566371,0.00448099,0.00695330,1.27122609,3.14425492,0.00639408,0.27765426,0.07357752,0.03881569
-4.79339670,3.46988712,0.00498475,0.00732933,1.35410078,3.28318875,0.00688192,0.30309357,0.08102379,0.04171215
-4.78739370,3.64117589,0.00551369,0.00769139,1.44139054,3.42867618,0.00737292,0.32921003,0.08877842,0.04463318
-4.78139070,3.81791077,0.00606439,0.00803599,1.53237270,3.57932741,0.00786196,0.35576183,0.09678294,0.04754883
-4.77538769,3.99820034,0.00663295,0.00835994,1.62614282,3.73349779,0.00834355,0.38248242,0.10497245,0.05042817
-4.76938469,4.17991172,0.00721507,0.00866040,1.72162228,3.88931391,0.00881192,0.40908576,0.11327698,0.05324014
-4.76338169,4.36071241,0.00780619,0.00893500,1.81757405,4.04471030,0.00926113,0.43527271,0.12162301,0.05595425
-4.75737869,4.53812266,0.00840158,0.00918194,1.91262634,4.19747582,0.00968518,0.46073813,0.12993509,0.05854148
-4.75137569,4.70957670,0.00899644,0.00940002,2.00530407,4.34530862,0.01007817,0.48517862,0.13813755,0.06097507
-4.74537269,4.87249085,0.00958608,0.00958873,2.09406725,4.48587767,0.01043446,0.50830042,0.14615615,0.06323126
-4.73936968,5.02433600,0.01016595,0.00974831,2.17735479,4.61688870,0.01074874,0.52982731,0.15391969,0.06528995
-4.73336668,5.16271134,0.01073180,0.00987979,2.25363248,4.73615169,0.01101630,0.54950809,0.16136140,0.06713528
-4.72736368,5.28541640,0.01127974,0.00998495,2.32144280,4.84164710,0.01123305,0.56712334,0.16842019,0.06875605
-4.72136068,5.39051805,0.01180629,0.01006639,2.37945450,4.93158793,0.01139574,0.58249117,0.17504153,0.07014593
-4.71535768,5.47640953,0.01230843,0.01012743,2.42650978,5.00447470,0.01150202,0.59547174,0.18117812,0.07130360
-4.70935468,5.54185874,0.01278359,0.01017210,2.46166660,5.05914094,0.01155053,0.60597032,0.18679026,0.07223264
-4.70335168,5.58604365,0.01322964,0.01020504,2.48423418,5.09478705,0.01154100,0.61393878,0.19184583,0.07294128
-4.69734867,5.60857321,0.01364484,0.01023140,2.49379996,5.11100110,0.01147423,0.61937550,0.19632012,0.07344196
-4.69134567,5.60949303,0.01402780,0.01025672,2.49024641,5.10776579,0.01135211,0.62232370,0.20019535,0.07375077
-4.68534267,5.58927555,0.01437738,0.01028681,2.47375714,5.08545133,0.01117760,0.62286827,0.20346006,0.07388678
-4.67933967,5.54879560,0.01469260,0.01032753,2.44481165,5.04479497,0.01095461,0.62113140,0.20610839,0.07387124
-4.67333667,5.48929260,0.01497262,0.01038467,2.40416914,4.98686825,0.01068798,0.61726707,0.20813932,0.07372678
-4.66733367,5.41232149,0.01521660,0.01046377,2.35284211,4.91303403,0.01038327,0.61145479,0.20955595,0.07347652
-4.66133067,5.31969482,0.01542365,0.01056989,2.29206092,4.82489519,0.01004668,0.60389292,0.21036489,0.07314323
-4.65532766,5.21341890,0.01559284,0.01070747,2.22323119,4.72423790,0.00968483,0.59479178,0.21057571,0.07274858
-4.64932466,5.09562693,0.01572311,0.01088014,2.14788586,4.61297193,0.00930463,0.58436688,0.21020072,0.07231235
-4.64332166,4.96851210,0.01581334,0.01109056,2.06763420,4.49307078,0.00891305,0.57283261,0.20925476,0.07185187
