energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.20644281,0.21752329,0.00346164,0.33719728,0.00000000,1.06817047,0.08083629
-5.99399700,1.19407778,0.21402722,0.00332019,0.32586796,0.00000000,1.04969798,0.08084462
-5.98799400,1.17911743,0.21045731,0.00318402,0.31461682,0.00000000,1.02954908,0.08056360
-5.98199100,1.16142195,0.20682748,0.00305338,0.30342965,0.00000000,1.00760186,0.07997701
-5.97598799,1.14092669,0.20316277,0.00292844,0.29229100,0.00000000,0.98377823,0.07907584
-5.96998499,1.11765819,0.19950221,0.00280937,0.28118963,0.00000000,0.95805889,0.07785922
-5.96398199,1.09174518,0.19590083,0.00269640,0.27012309,0.00000000,0.93049451,0.07633506
-5.95797899,1.06342413,0.19243052,0.00258985,0.25910108,0.00000000,0.90121256,0.07452023
-5.95197599,1.03303869,0.18917976,0.00249016,0.24814761,0.00000000,0.87041913,0.07244037
-5.94597299,1.00103316,0.18625209,0.00239791,0.23730170,0.00000000,0.83839603,0.07012920
-5.93996998,0.96794020,0.18376336,0.00231378,0.22661671,0.00000000,0.80549300,0.06762759
-5.93396698,0.93436340,0.18183788,0.00223859,0.21615841,0.00000000,0.77211586,0.06498216
-5.92796398,0.90095569,0.18060361,0.00217321,0.20600197,0.00000000,0.73871116,0.06224371
-5.92196098,0.86839456,0.18018668,0.00211855,0.19622811,0.00000000,0.70574827,0.05946543
-5.91595798,0.83735537,0.18070534,0.00207548,0.18691869,0.00000000,0.67369993,0.05670100
-5.90995498,0.80848419,0.18226375,0.00204479,0.17815206,0.00000000,0.64302241,0.05400267
-5.90395198,0.78237125,0.18494593,0.00202712,0.16999847,0.00000000,0.61413621,0.05141949
-5.89794897,0.75952640,0.18881001,0.00202293,0.16251585,0.00000000,0.58740840,0.04899558
-5.89194597,0.74035770,0.19388329,0.00203240,0.15574621,0.00000000,0.56313746,0.04676869
-5.88594297,0.72515394,0.20015813,0.00205540,0.14971277,0.00000000,0.54154121,0.04476905
-5.87993997,0.71407199,0.20758916,0.00209149,0.14441819,0.00000000,0.52274848,0.04301843
-5.87393697,0.70712935,0.21609173,0.00213986,0.13984374,0.00000000,0.50679472,0.04152972
-5.86793397,0.70420223,0.22554189,0.00219935,0.13594964,0.00000000,0.49362174,0.04030664
-5.86193097,0.70502910,0.23577795,0.00226843,0.13267638,0.00000000,0.48308137,0.03934399
-5.85592796,0.70921959,0.24660348,0.00234526,0.12994695,0.00000000,0.47494273,0.03862813
-5.84992496,0.71626819,0.25779185,0.00242769,0.12767004,0.00000000,0.46890290,0.03813772
-5.84392196,0.72557218,0.26909208,0.00251337,0.12574363,0.00000000,0.46460001,0.03784479
-5.83791896,0.73645305,0.28023581,0.00259974,0.12405922,0.00000000,0.46162846,0.03771595
-5.83191596,0.74818043,0.29094513,0.00268417,0.12250613,0.00000000,0.45955530,0.03771377
-5.82591296,0.75999766,0.30094101,0.00276399,0.12097586,0.00000000,0.45793716,0.03779827
-5.81990995,0.77114787,0.30995201,0.00283660,0.11936620,0.00000000,0.45633692,0.03792836
-5.81390695,0.78089967,0.31772287,0.00289954,0.11758495,0.00000000,0.45433947,0.03806336
-5.80790395,0.78857146,0.32402270,0.00295056,0.11555317,0.00000000,0.45156606,0.03816435
-5.80190095,0.79355339,0.32865240,0.00298771,0.11320761,0.00000000,0.44768648,0.03819548
-5.79589795,0.79532639,0.33145107,0.00300938,0.11050257,0.00000000,0.44242907,0.03812503
-5.78989495,0.79347748,0.33230108,0.00301438,0.10741089,0.00000000,0.43558796,0.03792633
-5.78389195,0.78771100,0.33113168,0.00300192,0.10392420,0.00000000,0.42702758,0.03757847
-5.77788894,0.77785553,0.32792102,0.00297168,0.10005251,0.00000000,0.41668452,0.03706671
-5.77188594,0.76386636,0.32269648,0.00292381,0.09582308,0.00000000,0.40456669,0.03638277
-5.76588294,0.74582373,0.31553339,0.00285890,0.09127885,0.00000000,0.39075021,0.03552475
-5.75987994,0.72392705,0.30655222,0.00277797,0.08647648,0.00000000,0.37537424,0.03449697
-5.75387694,0.69848566,0.29591444,0.00268242,0.08148409,0.00000000,0.35863422,0.03330955
-5.74787394,0.66990669,0.28381721,0.00257401,0.07637891,0.00000000,0.34077393,0.03197784
-5.74187094,0.63868066,0.27048724,0.00245477,0.07124502,0.00000000,0.32207686,0.03052176
