energy_ev,total_up,Rh_p_up,Rh_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,3.45199457,2.83074421,2.29183257,0.95520701,0.02338990,0.46353842,0.00000000
-5.99399700,3.50174425,2.84838204,2.32594148,0.97907468,0.02417678,0.46924881,0.00000000
-5.98799400,3.55910369,2.86874998,2.36651226,1.00424602,0.02505428,0.47469620,0.00000000
-5.98199100,3.62279567,2.89115654,2.41265901,1.03027850,0.02600855,0.47973770,0.00000000
-5.97598799,3.69138594,2.91475194,2.46338391,1.05669384,0.02702489,0.48422470,0.00000000
-5.96998499,3.76331934,2.93855691,2.51760261,1.08298776,0.02808807,0.48800593,0.00000000
-5.96398199,3.83696131,2.96149730,2.57417312,1.10864143,0.02918266,0.49093089,0.00000000
-5.95797899,3.91064314,2.98244306,2.63192699,1.13313423,0.03029331,0.49285379,0.00000000
-5.95197599,3.98270913,3.00025001,2.68970151,1.15595763,0.03140516,0.49363769,0.00000000
-5.94597299,4.05156364,3.01380269,2.74637145,1.17662937,0.03250410,0.49315876,0.00000000
-5.93996998,4.11571618,3.02205660,2.80087899,1.19470769,0.03357710,0.49131050,0.00000000
-5.93396698,4.17382240,3.02407784,2.85226061,1.20980483,0.03461242,0.48800771,0.00000000
-5.92796398,4.22471956,3.01907863,2.89966976,1.22159920,0.03559984,0.48318997,0.00000000
-5.92196098,4.26745474,3.00644706,2.94239449,1.22984578,0.03653078,0.47682456,0.00000000
-5.91595798,4.30130492,2.98576992,2.97986943,1.23438404,0.03739839,0.46890854,0.00000000
-5.90995498,4.32578811,2.95684743,3.01168177,1.23514321,0.03819754,0.45946994,0.00000000
-5.90395198,4.34066534,2.91969955,3.03757127,1.23214432,0.03892478,0.44856793,0.00000000
-5.89794897,4.34593370,2.87456352,3.05742464,1.22549910,0.03957824,0.43629193,0.00000000
-5.89194597,4.34181104,2.82188289,3.07126477,1.21540561,0.04015746,0.42275965,0.00000000
-5.88594297,4.32871340,2.76228876,3.07923566,1.20214086,0.04066321,0.40811416,0.00000000
-5.87993997,4.30722635,2.69657425,3.08158408,1.18605048,0.04109723,0.39252004,0.00000000
-5.87393697,4.27807208,2.62566346,3.07863893,1.16753627,0.04146205,0.37615887,0.00000000
-5.86793397,4.24207354,2.55057661,3.07078945,1.14704177,0.04176071,0.35922413,0.00000000
-5.86193097,4.20011769,2.47239292,3.05846336,1.12503673,0.04199652,0.34191583,0.00000000
-5.85592796,4.15311930,2.39221320,3.04210597,1.10200094,0.04217286,0.32443513,0.00000000
-5.84992496,4.10198683,2.31112354,3.02216094,1.07840833,0.04229301,0.30697907,0.00000000
-5.84392196,4.04759166,2.23016194,2.99905348,1.05471162,0.04235992,0.28973574,0.00000000
-5.83791896,3.99074166,2.15028892,2.97317643,1.03132842,0.04237616,0.27288005,0.00000000
-5.83191596,3.93215970,2.07236325,2.94487940,1.00862903,0.04234380,0.25657022,0.00000000
-5.82591296,3.87246757,1.99712350,2.91446111,0.98692649,0.04226430,0.24094513,0.00000000
-5.81990995,3.81217533,1.92517558,2.88216476,0.96646901,0.04213858,0.22612260,0.00000000
-5.81390695,3.75167589,1.85698644,2.84817629,0.94743509,0.04196695,0.21219853,0.00000000
-5.80790395,3.69124454,1.79288350,2.81262516,0.92993121,0.04174917,0.19924687,0.00000000
-5.80190095,3.63104285,1.73305929,2.77558729,0.91399221,0.04148447,0.18732041,0.00000000
-5.79589795,3.57112627,1.67758050,2.73708978,0.89958411,0.04117168,0.17645212,0.00000000
-5.78989495,3.51145494,1.62640060,2.69711712,0.88660915,0.04080925,0.16665702,0.00000000
-5.78389195,3.45190683,1.57937491,2.65561844,0.87491289,0.04039538,0.15793428,0.00000000
-5.77788894,3.39229271,1.53627734,2.61251561,0.86429277,0.03992813,0.15026954,0.00000000
-5.77188594,3.33237232,1.49681768,2.56771196,0.85450816,0.03940551,0.14363714,0.00000000
-5.76588294,3.27187111,1.46065877,2.52110121,0.84529111,0.03882562,0.13800224,0.00000000
-5.75987994,3.21049719,1.42743261,2.47257677,0.83635765,0.03818676,0.13332269,0.00000000
-5.75387694,3.14795785,1.39675518,2.42204080,0.82741926,0.03748756,0.12955050,0.00000000
-5.74787394,3.08397532,1.36823921,2.36941319,0.81819389,0.03672711,0.12663300,0.00000000
