energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.87020392,0.10466339,0.00000000,0.91029817,0.00000000,0.18750616,0.49414851
-5.99399700,1.96508895,0.10524536,0.00000000,0.95174612,0.00000000,0.20279609,0.51993454
-5.98799400,2.06028555,0.10565260,0.00000000,0.99312771,0.00000000,0.22013157,0.54475933
-5.98199100,2.15479805,0.10589348,0.00000000,1.03407034,0.00000000,0.23947193,0.56830534
-5.97598799,2.24764760,0.10597770,0.00000000,1.07421675,0.00000000,0.26076238,0.59026968
-5.96998499,2.33788934,0.10591543,0.00000000,1.11323095,0.00000000,0.28393041,0.61037283
-5.96398199,2.42463088,0.10571666,0.00000000,1.15080478,0.00000000,0.30888233,0.62836743
-5.95797899,2.50705205,0.10539092,0.00000000,1.18666494,0.00000000,0.33550058,0.64404691
-5.95197599,2.58442518,0.10494724,0.00000000,1.22058042,0.00000000,0.36364188,0.65725345
-5.94597299,2.65613542,0.10439443,0.00000000,1.25236998,0.00000000,0.39313656,0.66788513
-5.93996998,2.72170031,0.10374163,0.00000000,1.28190945,0.00000000,0.42378923,0.67590174
-5.93396698,2.78078795,0.10299907,0.00000000,1.30913862,0.00000000,0.45538096,0.68132915
-5.92796398,2.83323306,0.10217898,0.00000000,1.33406736,0.00000000,0.48767301,0.68426189
-5.92196098,2.87905016,0.10129662,0.00000000,1.35678071,0.00000000,0.52041221,0.68486385
-5.91595798,2.91844325,0.10037122,0.00000000,1.37744274,0.00000000,0.55333769,0.68336694
-5.90995498,2.95181138,0.09942696,0.00000000,1.39629867,0.00000000,0.58618899,0.68006771
-5.90395198,2.97974965,0.09849368,0.00000000,1.41367534,0.00000000,0.61871507,0.67532196
-5.89794897,3.00304501,0.09760742,0.00000000,1.42997954,0.00000000,0.65068394,0.66953748
-5.89194597,3.02266676,0.09681062,0.00000000,1.44569400,0.00000000,0.68189244,0.66316495
-5.88594297,3.03975125,0.09615205,0.00000000,1.46137109,0.00000000,0.71217568,0.65668738
-5.87993997,3.05558090,0.09568632,0.00000000,1.47762380,0.00000000,0.74141547,0.65060818
-5.87393697,3.07155741,0.09547307,0.00000000,1.49511420,0.00000000,0.76954740,0.64543825
-5.86793397,3.08916950,0.09557579,0.00000000,1.51453911,0.00000000,0.79656592,0.64168239
-5.86193097,3.10995551,0.09606036,0.00000000,1.53661334,0.00000000,0.82252701,0.63982525
-5.85592796,3.13546155,0.09699328,0.00000000,1.56205049,0.00000000,0.84754820,0.64031736
-5.84992496,3.16719606,0.09843974,0.00000000,1.59154175,0.00000000,0.87180550,0.64356145
-5.84392196,3.20658192,0.10046155,0.00000000,1.62573317,0.00000000,0.89552750,0.64989957
-5.83791896,3.25490755,0.10311502,0.00000000,1.66520196,0.00000000,0.91898640,0.65960126
-5.83191596,3.31327842,0.10644890,0.00000000,1.71043254,0.00000000,0.94248653,0.67285327
-5.82591296,3.38257082,0.11050243,0.00000000,1.76179333,0.00000000,0.96635050,0.68975118
-5.81990995,3.46338977,0.11530360,0.00000000,1.81951506,0.00000000,0.99090381,0.71029318
-5.81390695,3.55603273,0.12086767,0.00000000,1.88367167,0.00000000,1.01645834,0.73437643
-5.80790395,3.66046104,0.12719597,0.00000000,1.95416473,0.00000000,1.04329558,0.76179616
-5.80190095,3.77628047,0.13427514,0.00000000,2.03071231,0.00000000,1.07165042,0.79224773
-5.79589795,3.90273228,0.14207667,0.00000000,2.11284298,0.00000000,1.10169605,0.82533162
-5.78989495,4.03869552,0.15055683,0.00000000,2.19989561,0.00000000,1.13353091,0.86056150
-5.78389195,4.18270095,0.15965701,0.00000000,2.29102529,0.00000000,1.16716818,0.89737498
-5.77788894,4.33295661,0.16930432,0.00000000,2.38521538,0.00000000,1.20252823,0.93514699
-5.77188594,4.48738417,0.17941255,0.00000000,2.48129561,0.00000000,1.23943460,0.97320527
-5.76588294,4.64366511,0.18988338,0.00000000,2.57796556,0.00000000,1.27761343,1.01084744
-5.75987994,4.79929497,0.20060774,0.00000000,2.67382300,0.00000000,1.31669653,1.04735925
-5.75387694,4.95164384,0.21146739,0.00000000,2.76739595,0.00000000,1.35622796,1.08203315
-5.74787394,5.09802094,0.22233660,0.00000000,2.85717737,0.00000000,1.39567373,1.11418664
-5.74187094,5.23574078,0.23308387,0.00000000,2.94166131,0.00000000,1.43443440,1.14317980
-5.73586793,5.36218887,0.24357382,0.00000000,3.01937927,0.00000000,1.47186003,1.16843124
-5.72986493,5.47488479,0.25366899,0.00000000,3.08893546,0.00000000,1.50726701,1.18943208
-5.72386193,5.57154058,0.26323183,0.00000000,3.14904008,0.00000000,1.53995612,1.20575750
-5.71785893,5.65011317,0.27212666,0.00000000,3.19853949,0.00000000,1.56923143,1.21707557
-5.71185593,5.70884957,0.28022173,0.00000000,3.23644269,0.00000000,1.59441942,1.22315320
-5.70585293,5.74632411,0.28739132,0.00000000,3.26194352,0.00000000,1.61488773,1.22385925
-5.69984992,5.76146732,0.29351801,0.00000000,3.27443836,0.00000000,1.63006329,1.21916487
-5.69384692,5.75358668,0.29849488,0.00000000,3.27353911,0.00000000,1.63944913,1.20914132
-5.68784392,5.72237917,0.30222785,0.00000000,3.25908169,0.00000000,1.64263972,1.19395564
-5.68184092,5.66793638,0.30463801,0.00000000,3.23113005,0.00000000,1.63933434,1.17386446
-5.67583792,5.59074253,0.30566379,0.00000000,3.18997605,0.00000000,1.62934821,1.14920647
-5.66983492,5.49166611,0.30526313,0.00000000,3.13613551,0.00000000,1.61262116,1.12039381
-5.66383192,5.37194563,0.30341534,0.00000000,3.07034063,0.00000000,1.58922342,1.08790286
-5.65782891,5.23316986,0.30012257,0.00000000,2.99352908,0.00000000,1.55935865,1.05226470
-5.65182591,5.07725303,0.29541101,0.00000000,2.90682997,0.00000000,1.52336364,1.01405541
-5.64582291,4.90640513,0.28933138,0.00000000,2.81154673,0.00000000,1.48170499,0.97388648
-5.63981991,4.72309745,0.28195898,0.00000000,2.70913722,0.00000000,1.43497247,0.93239530
-5.63381691,4.53002361,0.27339294,0.00000000,2.60119094,0.00000000,1.38386925,0.89023581
-5.62781391,4.33005614,0.26375489,0.00000000,2.48940365,0.00000000,1.32919910,0.84806923
-5.62181091,4.12619883,0.25318688,0.00000000,2.37554940,0.00000000,1.27185082,0.80655481
-5.61580790,3.92153538,0.24184868,0.00000000,2.26145027,0.00000000,1.21278021,0.76634060
-5.60980490,3.71917474,0.22991452,0.00000000,2.14894424,0.00000000,1.15299005,0.72805398
-5.60380190,3.52219414,0.21756930,0.00000000,2.03985149,0.00000000,1.09350850,0.69229217
-5.59779890,3.33358055,0.20500454,0.00000000,1.93593983,0.00000000,1.03536664,0.65961249
-5.59179590,3.15617210,0.19241406,0.00000000,1.83888991,0.00000000,0.97957557,0.63052263
-5.58579290,2.99260057,0.17998964,0.00000000,1.75026101,0.00000000,0.92710384,0.60547100
-5.57978989,2.84523660,0.16791683,0.00000000,1.67145840,0.00000000,0.87885579,0.58483737
-5.57378689,2.71613925,0.15637093,0.00000000,1.60370294,0.00000000,0.83565140,0.56892401
-5.56778389,2.60701129,0.14551344,0.00000000,1.54800419,0.00000000,0.79820818,0.55794781
-5.56178089,2.51916178,0.13548896,0.00000000,1.50513758,0.00000000,0.76712557,0.55203352
-5.55577789,2.45347737,0.12642267,0.00000000,1.47562663,0.00000000,0.74287235,0.55120857
-5.54977489,2.41040313,0.11841843,0.00000000,1.45973083,0.00000000,0.72577719,0.55539981
-5.54377189,2.38993389,0.11155753,0.00000000,1.45743966,0.00000000,0.71602273,0.56443243
-5.53776888,2.39161657,0.10589804,0.00000000,1.46847309,0.00000000,0.71364312,0.57803128
-5.53176588,2.41456344,0.10147478,0.00000000,1.49228860,0.00000000,0.71852516,0.59582484
-5.52576288,2.45747621,0.09829985,0.00000000,1.52809469,0.00000000,0.73041287,0.61735185
-5.51975988,2.51868026,0.09636355,0.00000000,1.57487042,0.00000000,0.74891535,0.64207054
-5.51375688,2.59616793,0.09563575,0.00000000,1.63139045,0.00000000,0.77351759,0.66937039
-5.50775388,2.68764988,0.09606755,0.00000000,1.69625488,0.00000000,0.80359406,0.69858608
-5.50175088,2.79061259,0.09759312,0.00000000,1.76792288,0.00000000,0.83842452,0.72901336
-5.49574787,2.90238060,0.10013174,0.00000000,1.84474913,0.00000000,0.87721173,0.75992627
-5.48974487,3.02018148,0.10358989,0.00000000,1.92502184,0.00000000,0.91910054,0.79059525
-5.48374187,3.14121164,0.10786335,0.00000000,2.00700142,0.00000000,0.96319797,0.82030565
-5.47773887,3.26270115,0.11283931,0.00000000,2.08895837,0.00000000,1.00859364,0.84837575
-5.47173587,3.38197583,0.11839850,0.00000000,2.16920958,0.00000000,1.05438029,0.87417407
-5.46573287,3.49651505,0.12441718,0.00000000,2.24615197,0.00000000,1.09967379,0.89713510
-5.45972986,3.60400389,0.13076921,0.00000000,2.31829281,0.00000000,1.14363227,0.91677312
-5.45372686,3.70237876,0.13732799,0.00000000,2.38427604,0.00000000,1.18547406,0.93269364
-5.44772386,3.78986563,0.14396849,0.00000000,2.44290425,0.00000000,1.22449418,0.94460217
-5.44172086,3.86501069,0.15056918,0.00000000,2.49315623,0.00000000,1.26007893,0.95231016
-5.43571786,3.92670308,0.15701413,0.00000000,2.53420009,0.00000000,1.29171867,0.95573799
-5.42971486,3.97419024,0.16319495,0.00000000,2.56540210,0.00000000,1.31901848,0.95491508
-5.42371186,4.00708587,0.16901291,0.00000000,2.58633176,0.00000000,1.34170656,0.94997738
-5.41770885,4.02537132,0.17438095,0.00000000,2.59676334,0.00000000,1.35964052,0.94116227
-5.41170585,4.02939082,0.17922567,0.00000000,2.59667455,0.00000000,1.37281122,0.92880144
-5.40570285,4.01984115,0.18348922,0.00000000,2.58624271,0.00000000,1.38134433,0.91331189
-5.39969985,3.99775621,0.18713105,0.00000000,2.56583881,0.00000000,1.38549946,0.89518554
-5.39369685,3.96448688,0.19012933,0.00000000,2.53601987,0.00000000,1.38566679,0.87497774
-5.38769385,3.92167632,0.19248211,0.00000000,2.49751970,0.00000000,1.38236112,0.85329502
-5.38169085,3.87123090,0.19420797,0.00000000,2.45123822,0.00000000,1.37621332,0.83078237
-5.37568784,3.81528653,0.19534621,0.00000000,2.39822920,0.00000000,1.36795904,0.80811024
-5.36968484,3.75617049,0.19595633,0.00000000,2.33968642,0.00000000,1.35842471,0.78596147
-5.36368184,3.69635850,0.19611696,0.00000000,2.27692790,0.00000000,1.34851079,0.76501821
-5.35767884,3.63842708,0.19592401,0.00000000,2.21137810,0.00000000,1.33917247,0.74594898
-5.35167584,3.58500142,0.19548809,0.00000000,2.14454782,0.00000000,1.33139784,0.72939588
-5.34567284,3.53869905,0.19493136,0.00000000,2.07801172,0.00000000,1.32618413,0.71596213
-5.33966983,3.50207015,0.19438359,0.00000000,2.01338340,0.00000000,1.32451225,0.70619978
-5.33366683,3.47753546,0.19397787,0.00000000,1.95228822,0.00000000,1.32732024,0.70059805
-5.32766383,3.46732332,0.19384589,0.00000000,1.89633411,0.00000000,1.33547656,0.69957221
