energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,3.12665212,0.05886981,0.00000000,0.02588668,1.98974570,1.28431915,1.29089785
-5.99399700,3.32460715,0.06160095,0.00000000,0.02646220,2.12612782,1.38260845,1.37118766
-5.98799400,3.53351801,0.06439003,0.00000000,0.02702630,2.27178925,1.48864124,1.45662004
-5.98199100,3.75140705,0.06719223,0.00000000,0.02756554,2.42564580,1.60177554,1.54646433
-5.97598799,3.97596186,0.06996178,0.00000000,0.02806582,2.58632268,1.72114216,1.63982640
-5.96998499,4.20456870,0.07265319,0.00000000,0.02851293,2.75216785,1.84564974,1.73565982
-5.96398199,4.43435727,0.07522261,0.00000000,0.02889306,2.92127545,1.97399792,1.83278269
-5.95797899,4.66225688,0.07762917,0.00000000,0.02919334,3.09151943,2.10469907,1.92989974
-5.95197599,4.88506307,0.07983629,0.00000000,0.02940238,3.26059724,2.23610864,2.02562985
-5.94597299,5.09951392,0.08181303,0.00000000,0.02951068,3.42608313,2.36646402,2.11853827
-5.93996998,5.30237442,0.08353524,0.00000000,0.02951107,3.58549005,2.49393109,2.20717315
-5.93396698,5.49052690,0.08498672,0.00000000,0.02939895,3.73633869,2.61665755,2.29010540
-5.92796398,5.66106519,0.08616011,0.00000000,0.02917260,3.87623183,2.73283139,2.36597081
-5.92196098,5.81138943,0.08705768,0.00000000,0.02883322,4.00293164,2.84074264,2.43351325
-5.91595798,5.93929836,0.08769185,0.00000000,0.02838503,4.11443717,2.93884608,2.49162723
-5.90995498,6.04307536,0.08808548,0.00000000,0.02783518,4.20905896,3.02582232,2.53939848
-5.90395198,6.12156449,0.08827188,0.00000000,0.02719361,4.28548766,3.10063443,2.57614054
-5.89794897,6.17423284,0.08829451,0.00000000,0.02647282,4.34285323,3.16257737,2.60142584
-5.89194597,6.20121540,0.08820636,0.00000000,0.02568761,4.38077180,3.21131747,2.61510957
-5.88594297,6.20333954,0.08806896,0.00000000,0.02485470,4.39937714,3.24691948,2.61734483
-5.87993997,6.18212631,0.08795110,0.00000000,0.02399235,4.39933463,3.26985917,2.60858797
-5.87393697,6.13976699,0.08792715,0.00000000,0.02311993,4.38183597,3.28101998,2.58959316
-5.86793397,6.07907404,0.08807509,0.00000000,0.02225742,4.34857378,3.28167300,2.56139591
-5.86193097,6.00340683,0.08847419,0.00000000,0.02142497,4.30169607,3.27344009,2.52528555
-5.85592796,5.91657376,0.08920251,0.00000000,0.02064241,4.24374171,3.25824125,2.48276731
-5.84992496,5.82271341,0.09033415,0.00000000,0.01992871,4.17755861,3.23822742,2.43551501
-5.84392196,5.72615870,0.09193638,0.00000000,0.01930154,4.10620771,3.21570161,2.38531618
-5.83791896,5.63128878,0.09406680,0.00000000,0.01877680,4.03285610,3.19303106,2.33401136
-5.83191596,5.54237452,0.09677050,0.00000000,0.01836816,3.96066379,3.17255423,2.28343018
-5.82591296,5.46342371,0.10007752,0.00000000,0.01808670,3.89266870,3.15648673,2.23532662
-5.81990995,5.39803248,0.10400051,0.00000000,0.01794052,3.83167468,3.14683013,2.19131638
-5.81390695,5.34924946,0.10853295,0.00000000,0.01793447,3.78014770,3.14528815,2.15281884
-5.80790395,5.31945884,0.11364781,0.00000000,0.01806998,3.74012455,3.15319391,2.12100627
-5.80190095,5.31028755,0.11929694,0.00000000,0.01834485,3.71313822,3.17145183,2.09676248
-5.79589795,5.32254123,0.12541114,0.00000000,0.01875330,3.70016349,3.20049705,2.08065279
-5.78989495,5.35617206,0.13190106,0.00000000,0.01928597,3.70158495,3.24027437,2.07290671
-5.78389195,5.41028047,0.13865884,0.00000000,0.01993015,3.71718915,3.29023792,2.07341394
-5.77788894,5.48315083,0.14556063,0.00000000,0.02067004,3.74618113,3.34937172,2.08173418
-5.77188594,5.57232007,0.15246977,0.00000000,0.02148713,3.78722457,3.41623034,2.09712003
-5.76588294,5.67467647,0.15924063,0.00000000,0.02236070,3.83850383,3.48899786,2.11855202
-5.75987994,5.78658436,0.16572299,0.00000000,0.02326840,3.89780494,3.56556256,2.14478438
-5.75387694,5.90402944,0.17176682,0.00000000,0.02418688,3.96261180,3.64360378,2.17439911
-5.74787394,6.02277840,0.17722712,0.00000000,0.02509250,4.03021339,3.72068719,2.20586630
-5.74187094,6.13854584,0.18196888,0.00000000,0.02596203,4.09781692,3.79436387,2.23760776
-5.73586793,6.24716116,0.18587170,0.00000000,0.02677337,4.16266198,3.86226886,2.26806120
-5.72986493,6.34472824,0.18883406,0.00000000,0.02750626,4.22213062,3.92221453,2.29574229
-5.72386193,6.42777109,0.19077698,0.00000000,0.02814287,4.27384858,3.97227485,2.31930176
-5.71785893,6.49335931,0.19164684,0.00000000,0.02866839,4.31577344,4.01085658,2.33757537
-5.71185593,6.53920855,0.19141744,0.00000000,0.02907144,4.34626614,4.03675482,2.34962468
-5.70585293,6.56375222,0.19009096,0.00000000,0.02934442,4.36414336,4.04919043,2.35476722
-5.69984992,6.56618224,0.18769806,0.00000000,0.02948365,4.36870903,4.04782855,2.35259516
-5.69384692,6.54645835,0.18429687,0.00000000,0.02948947,4.35976463,4.03277778,2.34298217
-5.68784392,6.50528689,0.17997114,0.00000000,0.02936608,4.33759874,4.00457112,2.32607875
-5.68184092,6.44407160,0.17482759,0.00000000,0.02912137,4.30295755,3.96413024,2.30229687
-5.67583792,6.36484010,0.16899248,0.00000000,0.02876650,4.25699886,3.91271582,2.27228536
-5.66983492,6.27015097,0.16260779,0.00000000,0.02831552,4.20123268,3.85186707,2.23689764
-5.66383192,6.16298681,0.15582696,0.00000000,0.02778475,4.13745235,3.78333406,2.19715388
-5.65782891,6.04663918,0.14881054,0.00000000,0.02719225,4.06766007,3.70900664,2.15419978
-5.65182591,5.92459120,0.14172182,0.00000000,0.02655719,3.99399084,3.63084375,2.10926404
-5.64582291,5.80040324,0.13472263,0.00000000,0.02589920,3.91863855,3.55080642,2.06361664
-5.63981991,5.67760630,0.12796947,0.00000000,0.02523777,3.84378744,3.47079754,2.01852958
-5.63381691,5.55960693,0.12161004,0.00000000,0.02459172,3.77155145,3.39261063,1.97524163
-5.62781391,5.44960606,0.11578020,0.00000000,0.02397864,3.70392326,3.31788905,1.93492796
-5.62181091,5.35053319,0.11060149,0.00000000,0.02341451,3.64273376,3.24809630,1.89867524
-5.61580790,5.26499597,0.10617909,0.00000000,0.02291326,3.58962210,3.18449737,1.86746231
-5.60980490,5.19524417,0.10260036,0.00000000,0.02248656,3.54601533,3.12814996,1.84214596
-5.60380190,5.14314610,0.09993366,0.00000000,0.02214356,3.51311627,3.07990425,1.82345134
-5.59779890,5.11017495,0.09822774,0.00000000,0.02189080,3.49189766,3.04040900,1.81196578
-5.59179590,5.09740222,0.09751127,0.00000000,0.02173208,3.48310040,3.01012180,1.80813527
-5.58579290,5.10549541,0.09779278,0.00000000,0.02166851,3.48723363,2.98932109,1.81226229
-5.57978989,5.13471735,0.09906075,0.00000000,0.02169854,3.50457482,2.97811792,1.82450419
-5.57378689,5.18492556,0.10128389,0.00000000,0.02181805,3.53516835,2.97646552,1.84487134
-5.56778389,5.25557038,0.10441170,0.00000000,0.02202048,3.57882162,2.98416570,1.87322465
