energy_ev,total_up,Li_s_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-3.13056528,1.63536936,0.04399647,0.79199853,0.70890510,0.00118359,0.26547524,0.02811176,0.81887746
-3.12456228,1.72564812,0.04035942,0.84322500,0.78027894,0.00124208,0.26872500,0.02871112,0.85154780
-3.11855928,1.81890599,0.03695840,0.89533660,0.85613279,0.00131157,0.27149528,0.02942947,0.88351833
-3.11255628,1.91513081,0.03382476,0.94821829,0.93633842,0.00139257,0.27382763,0.03027139,0.91481737
-3.10655328,2.01430357,0.03098191,1.00176123,1.02069262,0.00148554,0.27578073,0.03123887,0.94552482
-3.10055028,2.11639309,0.02844558,1.05586178,1.10891189,0.00159097,0.27742972,0.03233149,0.97577098
-3.09454727,2.22134940,0.02622428,1.11041974,1.20062902,0.00170936,0.27886474,0.03354647,1.00573305
-3.08854427,2.32909642,0.02432000,1.16533611,1.29539190,0.00184131,0.28018854,0.03487886,1.03562941
-3.08254127,2.43952438,0.02272890,1.22051067,1.39266489,0.00198758,0.28151329,0.03632183,1.06571188
-3.07653827,2.55248247,0.02144215,1.27583939,1.49183313,0.00214910,0.28295684,0.03786690,1.09625633
-3.07053527,2.66777235,0.02044679,1.33121212,1.59220970,0.00232700,0.28463842,0.03950430,1.12755207
-3.06453227,2.78514295,0.01972657,1.38651052,1.69304577,0.00252270,0.28667409,0.04122326,1.15989037
-3.05852926,2.90428692,0.01926277,1.44160646,1.79354338,0.00273786,0.28917213,0.04301239,1.19355265
-3.05252626,3.02483897,0.01903493,1.49636095,1.89287057,0.00297440,0.29222864,0.04485999,1.22879870
-3.04652326,3.14637609,0.01902159,1.55062346,1.99017824,0.00323448,0.29592345,0.04675440,1.26585535
-3.04052026,3.26841958,0.01920087,1.60423166,2.08461817,0.00352043,0.30031657,0.04868421,1.30490595
-3.03451726,3.39043859,0.01955098,1.65701142,2.17536129,0.00383473,0.30544545,0.05063856,1.34608082
-3.02851426,3.51185478,0.02005070,1.70877690,2.26161555,0.00417985,0.31132289,0.05260725,1.38944899
-3.02251126,3.63204762,0.02067966,1.75933051,2.34264247,0.00455819,0.31793589,0.05458087,1.43501128
-3.01650825,3.75036001,0.02141867,1.80846278,2.41777168,0.00497191,0.32524543,0.05655081,1.48269492
-3.01050525,3.86610372,0.02224989,1.85595190,2.48641280,0.00542284,0.33318699,0.05850922,1.53234980
-3.00450225,3.97856445,0.02315694,1.90156306,2.54806425,0.00591228,0.34167198,0.06044890,1.58374636
-2.99849925,4.08700651,0.02412501,1.94504761,2.60231870,0.00644087,0.35058988,0.06236313,1.63657536
-2.99249625,4.19067724,0.02514093,1.98614232,2.64886516,0.00700851,0.35981105,0.06424550,1.69044964
-2.98649325,4.28881155,0.02619311,2.02456898,2.68748791,0.00761418,0.36918999,0.06608965,1.74490806
-2.98049025,4.38063707,0.02727163,2.06003476,2.71806270,0.00825591,0.37856921,0.06788914,1.79942167
-2.97448724,4.46538067,0.02836820,2.09223365,2.74055082,0.00893073,0.38778332,0.06963722,1.85340252
-2.96848424,4.54227704,0.02947621,2.12084938,2.75499175,0.00963465,0.39666342,0.07132679,1.90621503
-2.96248124,4.61058005,0.03059073,2.14556019,2.76149523,0.01036278,0.40504167,0.07295036,1.95719004
-2.95647824,4.66957728,0.03170864,2.16604565,2.76023352,0.01110934,0.41275593,0.07450016,2.00564148
-2.95047524,4.71860826,0.03282869,2.18199552,2.75143451,0.01186792,0.41965436,0.07596831,2.05088542
-2.94447224,4.75708614,0.03395162,2.19312071,2.73537635,0.01263160,0.42559996,0.07734717,2.09226104
-2.93846923,4.78452243,0.03508036,2.19916579,2.71238389,0.01339322,0.43047483,0.07862970,2.12915297
-2.93246623,4.80055397,0.03622015,2.19992281,2.68282705,0.01414562,0.43418415,0.07980997,2.16101423
-2.92646323,4.80497072,0.03737871,2.19524538,2.64712102,0.01488196,0.43665965,0.08088370,2.18738861
-2.92046023,4.79774280,0.03856642,2.18506254,2.60572787,0.01559592,0.43786250,0.08184874,2.20793168
-2.91445723,4.77904489,0.03979639,2.16939109,2.55915904,0.01628201,0.43778546,0.08270560,2.22242893
-2.90845423,4.74927575,0.04108455,2.14834565,2.50797781,0.01693573,0.43645411,0.08345781,2.23081021
-2.90245123,4.70907110,0.04244957,2.12214543,2.45280101,0.01755378,0.43392712,0.08411224,2.23315904
-2.89644822,4.65930773,0.04391283,2.09111684,2.39429901,0.01813412,0.43029545,0.08467908,2.22971618
-2.89044522,4.60109769,0.04549812,2.05569143,2.33319320,0.01867599,0.42568032,0.08517182,2.22087664
-2.88444222,4.53577130,0.04723137,2.01639873,2.27025036,0.01917988,0.42023010,0.08560680,2.20717992
-2.87843922,4.46484890,0.04914018,1.97385404,2.20627333,0.01964740,0.41411609,0.08600264,2.18929337
-2.87243622,4.39000176,0.05125335,1.92874136,2.14208806,0.02008102,0.40752725,0.08637945,2.16798935
-2.86643322,4.31300308,0.05360024,1.88179222,2.07852705,0.02048387,0.40066417,0.08675776,2.14411688
-2.86043022,4.23567131,0.05621013,1.83376125,2.01640968,0.02085938,0.39373235,0.08715743,2.11856911
-2.85442721,4.15980798,0.05911152,1.78539974,1.95652031,0.02121098,0.38693518,0.08759637,2.09224803
-2.84842421,4.08713320,0.06233152,1.73742851,1.89958508,0.02154170,0.38046690,0.08808930,2.06602833
-2.84242121,4.01922204,0.06589518,1.69051162,1.84624874,0.02185387,0.37450573,0.08864659,2.04072213
-2.83641821,3.95744521,0.06982494,1.64523233,1.79705272,0.02214881,0.36920768,0.08927323,2.01704649
-2.83041521,3.90291714,0.07414019,1.60207268,1.75241585,0.02242660,0.36470118,0.08996800,1.99559548
-2.82441221,3.85645454,0.07885693,1.56139778,1.71261893,0.02268595,0.36108279,0.09072300,1.97681820
-2.81840920,3.81854752,0.08398754,1.52344582,1.67779416,0.02292408,0.35841433,0.09152343,1.96100395
-2.81240620,3.78934509,0.08954068,1.48832414,1.64792030,0.02313678,0.35672139,0.09234783,1.94827537
-2.80640320,3.76865575,0.09552130,1.45601169,1.62282390,0.02331855,0.35599332,0.09316858,1.93858959
-2.80040020,3.75596302,0.10193073,1.42636755,1.60218688,0.02346281,0.35618476,0.09395289,1.93174744
-2.79439720,3.75045520,0.10876679,1.39914496,1.58556008,0.02356217,0.35721849,0.09466402,1.92740988
-2.78839420,3.75106746,0.11602398,1.37400993,1.57238218,0.02360887,0.35898955,0.09526277,1.92512062
-2.78239120,3.75653392,0.12369355,1.35056331,1.56200324,0.02359512,0.36137026,0.09570923,1.92433356
-2.77638819,3.76544700,0.13176361,1.32836497,1.55371157,0.02351358,0.36421599,0.09596453,1.92444331
-2.77038519,3.77632060,0.14021907,1.30695863,1.54676268,0.02335776,0.36737133,0.09599264,1.92481711
-2.76438219,3.78765412,0.14904153,1.28589607,1.54040889,0.02312243,0.37067634,0.09576212,1.92482633
-2.75837919,3.79799385,0.15820904,1.26475933,1.53392831,0.02280395,0.37397263,0.09524756,1.92387589
-2.75237619,3.80598903,0.16769570,1.24317982,1.52665165,0.02240055,0.37710895,0.09443090,1.92143014
-2.74637319,3.81044014,0.17747132,1.22085349,1.51798595,0.02191248,0.37994610,0.09330230,1.91703403
-2.74037019,3.81033736,0.18750089,1.19755157,1.50743411,0.02134213,0.38236098,0.09186073,1.91032872
-2.73436718,3.80488817,0.19774412,1.17312642,1.49460960,0.02069397,0.38424964,0.09011407,1.90106124
-2.72836418,3.79353340,0.20815508,1.14751282,1.47924586,0.01997445,0.38552932,0.08807889,1.88908805
-2.72236118,3.77595185,0.21868189,1.12072473,1.46120036,0.01919182,0.38613943,0.08577979,1.87437285
-2.71635818,3.75205415,0.22926663,1.09284833,1.44045339,0.01835579,0.38604153,0.08324849,1.85697918
-2.71035518,3.72196701,0.23984547,1.06403189,1.41710188,0.01747719,0.38521847,0.08052250,1.83705871
-2.70435218,3.68600955,0.25034901,1.03447353,1.39134909,0.01656765,0.38367273,0.07764373,1.81483622
-2.69834917,3.64466330,0.26070294,1.00440759,1.36349056,0.01563911,0.38142421,0.07465686,1.79059229
-2.69234617,3.59853808,0.27082892,0.97409069,1.33389756,0.01470350,0.37850756,0.07160771,1.76464497
-2.68634317,3.54833560,0.28064571,0.94378816,1.30299866,0.01377228,0.37496926,0.06854160,1.73733140
-2.68034017,3.49481264,0.29007051,0.91376173,1.27126056,0.01285618,0.37086457,0.06550184,1.70899029
-2.67433717,3.43874561,0.29902034,0.88425889,1.23916895,0.01196483,0.36625455,0.06252835,1.67994622
-2.66833417,3.38089787,0.30741361,0.85550433,1.20721029,0.01110661,0.36120320,0.05965647,1.65049612
-2.66233117,3.32199093,0.31517152,0.82769381,1.17585530,0.01028844,0.35577486,0.05691607,1.62089862
-2.65632816,3.26268050,0.32221947,0.80099032,1.14554460,0.00951571,0.35003191,0.05433087,1.59136622
-2.65032516,3.20353789,0.32848825,0.77552254,1.11667707,0.00879225,0.34403284,0.05191807,1.56206051
-2.64432216,3.14503707,0.33391504,0.75138528,1.08960117,0.00812036,0.33783073,0.04968819,1.53309026
-2.63831916,3.08754732,0.33844413,0.72864169,1.06460941,0.00750093,0.33147204,0.04764526,1.50451214
-2.63231616,3.03133139,0.34202742,0.70732666,1.04193579,0.00693357,0.32499591,0.04578716,1.47633384
-2.62631316,2.97654872,0.34462467,0.68745121,1.02175627,0.00641673,0.31843372,0.04410616,1.44851906
-2.62031016,2.92326315,0.34620353,0.66900733,1.00419167,0.00594798,0.31180909,0.04258968,1.42099421
-2.61430715,2.87145452,0.34673943,0.65197291,0.98931285,0.00552412,0.30513814,0.04122111,1.39365625
-2.60830415,2.82103332,0.34621542,0.63631646,0.97714745,0.00514144,0.29843012,0.03998072,1.36638130
-2.60230115,2.77185774,0.34462192,0.62200138,0.96768775,0.00479590,0.29168823,0.03884666,1.33903384
-2.59629815,2.72375206,0.34195659,0.60898951,0.96089901,0.00448333,0.28491077,0.03779590,1.31147587
-2.59029515,2.67652579,0.33822430,0.59724394,0.95672766,0.00419954,0.27809239,0.03680522,1.28357607
-2.58429215,2.62999249,0.33343721,0.58673096,0.95510901,0.00394050,0.27122553,0.03585205,1.25521844
-2.57828914,2.58398781,0.32761504,0.57742122,0.95597374,0.00370246,0.26430197,0.03491529,1.22631028
-2.57228614,2.53838573,0.32078552,0.56929016,0.95925312,0.00348199,0.25731439,0.03397607,1.19678933
-2.56628314,2.49311282,0.31298486,0.56231776,0.96488269,0.00327609,0.25025794,0.03301824,1.16662983
-2.56028014,2.44815977,0.30425847,0.55648792,0.97280426,0.00308220,0.24313174,0.03202893,1.13584744
-2.55427714,2.40359021,0.29466144,0.55178751,0.98296655,0.00289823,0.23594020,0.03099879,1.10450283
-2.54827414,2.35954658,0.28425911,0.54820540,0.99532464,0.00272253,0.22869424,0.02992223,1.07270397
-2.54227114,2.31625326,0.27312743,0.54573160,1.00983868,0.00255392,0.22141218,0.02879743,1.04060707
-2.53626813,2.27401705,0.26135294,0.54435681,1.02647239,0.00239163,0.21412044,0.02762628,1.00841613
-2.53026513,2.23322574,0.24903261,0.54407238,1.04519185,0.00223525,0.20685390,0.02641418,0.97638142
-2.52426213,2.19434482,0.23627317,0.54487116,1.06596528,0.00208472,0.19965597,0.02516972,0.94479672
-2.51825913,2.15791328,0.22319012,0.54674899,1.08876415,0.00194026,0.19257840,0.02390426,0.91399573
-2.51225613,2.12453876,0.20990629,0.54970717,1.11356616,0.00180233,0.18568075,0.02263151,0.88434766
-2.50625313,2.09489264,0.19655015,0.55375578,1.14036021,0.00167157,0.17902967,0.02136697,0.85625233
-2.50025013,2.06970533,0.18325370,0.55891779,1.16915348,0.00154875,0.17269791,0.02012737,0.83013480
-2.49424712,2.04976189,0.17015026,0.56523386,1.19998037,0.00143474,0.16676321,0.01893007,0.80643982
-2.48824412,2.03589808,0.15737205,0.57276753,1.23291284,0.00133047,0.16130701,0.01779253,0.78562613
-2.48224112,2.02899626,0.14504780,0.58161055,1.26807154,0.00123686,0.15641308,0.01673175,0.76816058
-2.47623812,2.02998099,0.13330040,0.59188804,1.30563678,0.00115483,0.15216607,0.01576369,0.75451228
-2.47023512,2.03981340,0.12224479,0.60376293,1.34585851,0.00108523,0.14865002,0.01490287,0.74514648
-2.46423212,2.05948370,0.11198595,0.61743943,1.38906403,0.00102886,0.14594683,0.01416194,0.74051818
-2.45822911,2.09000100,0.10261737,0.63316506,1.43566256,0.00098642,0.14413467,0.01355129,0.74106542
-2.45222611,2.13237969,0.09421970,0.65123084,1.48614557,0.00095848,0.14328640,0.01307883,0.74720194
-2.44622311,2.18762172,0.08685985,0.67196939,1.54108223,0.00094551,0.14346790,0.01274976,0.75930923
-2.44022011,2.25669445,0.08059038,0.69575075,1.60110931,0.00094786,0.14473640,0.01256647,0.77772784
-2.43421711,2.34050410,0.07544921,0.72297584,1.66691552,0.00096573,0.14713875,0.01252846,0.80274796
-2.42821411,2.43986501,0.07145964,0.75406757,1.73922027,0.00099922,0.15070967,0.01263243,0.83459937
-2.42221111,2.55546545,0.06863052,0.78945990,1.81874760,0.00104827,0.15546999,0.01287234,0.87344096
-2.41620810,2.68783127,0.06695667,0.82958523,1.90619606,0.00111276,0.16142497,0.01323957,0.91935012
-2.41020510,2.83728875,0.06641938,0.87486041,2.00220590,0.00119244,0.16856266,0.01372322,0.97231233
-2.40420210,3.00392851,0.06698696,0.92567225,2.10732507,0.00128700,0.17685245,0.01431035,1.03221165
-2.39819910,3.18757264,0.06861544,0.98236299,2.22197581,0.00139608,0.18624389,0.01498632,1.09882244
-2.39219610,3.38774692,0.07124916,1.04521646,2.34642359,0.00151931,0.19666583,0.01573523,1.17180309
-2.38619310,3.60366048,0.07482150,1.11444573,2.48075016,0.00165633,0.20802599,0.01654028,1.25069221
-2.38019010,3.83419447,0.07925560,1.19018276,2.62483252,0.00180683,0.22021099,0.01738422,1.33490802
-2.37418709,4.07790159,0.08446514,1.27247062,2.77832890,0.00197059,0.23308711,0.01824981,1.42375113
-2.36818409,4.33301720,0.09035520,1.36125863,2.94067310,0.00214749,0.24650155,0.01912027,1.51641133
-2.36218109,4.59748279,0.09682329,1.45640068,3.11107751,0.00233760,0.26028449,0.01997964,1.61197836
-2.35617809,4.86898154,0.10376044,1.55765673,3.28854513,0.00254113,0.27425176,0.02081327,1.70945671
-2.35017509,5.14498515,0.11105259,1.66469717,3.47189013,0.00275848,0.28820826,0.02160806,1.80778419
-2.34417209,5.42281062,0.11858208,1.77710997,3.65976612,0.00299026,0.30195191,0.02235284,1.90585397
-2.33816908,5.69968470,0.12622937,1.89440976,3.85070079,0.00323726,0.31527819,0.02303852,2.00253916
-2.33216608,5.97281378,0.13387499,2.01604841,4.04313536,0.00350043,0.32798503,0.02365832,2.09671952
-2.32616308,6.23945599,0.14140156,2.14142628,4.23546680,0.00378083,0.33987792,0.02420776,2.18730895
-2.32016008,6.49699265,0.14869593,2.26990347,4.42609090,0.00407958,0.35077514,0.02468469,2.27328306
-2.31415708,6.74299574,0.15565141,2.40081031,4.61344389,0.00439781,0.36051280,0.02508921,2.35370544
-2.30815408,6.97528859,0.16216985,2.53345659,4.79604098,0.00473652,0.36894962,0.02542346,2.42775176
-2.30215108,7.19199698,0.16816360,2.66713902,4.97250971,0.00509654,0.37597116,0.02569143,2.49473067
-2.29614807,7.39158872,0.17355730,2.80114678,5.14161709,0.00547839,0.38149337,0.02589863,2.55410056
-2.29014507,7.57290008,0.17828925,2.93476514,5.30228942,0.00588218,0.38546536,0.02605180,2.60548164
-2.28414207,7.73514844,0.18231242,3.06727741,5.45362435,0.00630752,0.38787115,0.02615850,2.64866281
-2.27813907,7.87793113,0.18559501,3.19796577,5.59489539,0.00675342,0.38873046,0.02622678,2.68360322
-2.27213607,8.00121133,0.18812045,3.32611153,5.72554934,0.00721822,0.38809845,0.02626478,2.71042855
-2.26613307,8.10529254,0.18988699,3.45099578,5.84519772,0.00769956,0.38606436,0.02628045,2.72942246
-2.26013007,8.19078371,0.19090665,3.57190118,5.95360354,0.00819434,0.38274931,0.02628118,2.74101370
-2.25412706,8.25855771,0.19120391,3.68811591,6.05066507,0.00869872,0.37830304,0.02627359,2.74575973
-2.24812406,8.30970572,0.19081381,3.79894033,6.13639832,0.00920821,0.37290011,0.02626334,2.74432779
-2.24212106,8.34549069,0.18977995,3.90369703,6.21091984,0.00971772,0.36673537,0.02625501,2.73747444
-2.23611806,8.36730227,0.18815224,4.00174449,6.27443134,0.01022167,0.36001911,0.02625206,2.72602438
-2.23011506,8.37661554,0.18598456,4.09249424,6.32720736,0.01071420,0.35297200,0.02625681,2.71084981
-2.22411206,8.37495543,0.18333259,4.17543104,6.36958661,0.01118925,0.34581992,0.02627059,2.69285080
-2.21810905,8.36386756,0.18025174,4.25013521,6.40196718,0.01164084,0.33878900,0.02629383,2.67293738
-2.21210605,8.34489609,0.17679537,4.31630586,6.42480554,0.01206320,0.33210076,0.02632625,2.65201372
-2.20610305,8.31956787,0.17301342,4.37378352,6.43861828,0.01245104,0.32596774,0.02636708,2.63096452
-2.20010005,8.28938190,0.16895139,4.42257024,6.44398560,0.01279968,0.32058944,0.02641529,2.61064329
-2.19409705,8.25580228,0.16464980,4.46284550,6.44155492,0.01310523,0.31614867,0.02646977,2.59186251
-2.18809405,8.22025263,0.16014398,4.49497598,6.43204293,0.01336478,0.31280842,0.02652954,2.57538475
-2.18209105,8.18410980,0.15546436,4.51951760,6.41623442,0.01357642,0.31070907,0.02659389,2.56191455
-2.17608804,8.14869454,0.15063702,4.53720858,6.39497643,0.01373938,0.30996595,0.02666251,2.55209013
-2.17008504,8.11525769,0.14568442,4.54895271,6.36916648,0.01385396,0.31066734,0.02673547,2.54647462
-2.16408204,8.08496032,0.14062642,4.55579264,6.33973429,0.01392157,0.31287260,0.02681328,2.54554631
-2.15807904,8.05884757,0.13548123,4.55887368,6.30761687,0.01394460,0.31661078,0.02689674,2.54968782
-2.15207604,8.03781657,0.13026639,4.55939920,6.27372778,0.01392628,0.32187934,0.02698684,2.55917417
-2.14607304,8.02257957,0.12499957,4.55857951,6.23892158,0.01387056,0.32864329,0.02708452,2.57416042
-2.14007004,8.01362449,0.11969927,4.55757667,6.20395560,0.01378191,0.33683476,0.02719051,2.59466919
-2.13406703,8.01117572,0.11438521,4.55744795,6.16945127,0.01366510,0.34635291,0.02730503,2.62057925
-2.12806403,8.01515840,0.10907848,4.55909130,6.13585774,0.01352498,0.35706460,0.02742757,2.65161627
-2.12206103,8.02516981,0.10380150,4.56319595,6.10342072,0.01336633,0.36880563,0.02755670,2.68734670
-2.11605803,8.04046132,0.09857766,4.57020139,6.07215911,0.01319359,0.38138289,0.02768985,2.72717624
-2.11005503,8.05993398,0.09343081,4.58026748,6.04185181,0.01301078,0.39457734,0.02782320,2.77035379
-2.10405203,8.08215022,0.08838466,4.59325797,6.01203669,0.01282131,0.40814803,0.02795164,2.81598175
-2.09804902,8.10536305,0.08346197,4.60873898,5.98202258,0.01262794,0.42183699,0.02806883,2.86303321
-2.09204602,8.12756313,0.07868389,4.62599312,5.95091470,0.01243270,0.43537519,0.02816727,2.91037596
-2.08604302,8.14654287,0.07406924,4.64404906,5.91765270,0.01223690,0.44848915,0.02823853,2.95680318
-2.08004002,8.15997526,0.06963390,4.66172529,5.88105989,0.01204120,0.46090830,0.02827353,3.00106973
-2.07403702,8.16550418,0.06539039,4.67768605,5.83990101,0.01184562,0.47237271,0.02826288,3.04193288
-2.06803402,8.16084194,0.06134760,4.69050664,5.79294569,0.01164969,0.48264094,0.02819726,3.07819580
-2.06203102,8.14386891,0.05751071,4.69874454,5.73903382,0.01145259,0.49149771,0.02806782,3.10875175
-2.05602801,8.11272997,0.05388124,4.70101266,5.67713914,0.01125323,0.49876104,0.02786661,3.13262697
-2.05002501,8.06592242,0.05045737,4.69605061,5.60642736,0.01105044,0.50428850,0.02758695,3.14901993
-2.04402201,8.00237017,0.04723431,4.68279023,5.52630509,0.01084307,0.50798235,0.02722376,3.15733503
-2.03801901,7.92148016,0.04420482,4.66041174,5.43645701,0.01063011,0.50979323,0.02677387,3.15720881
-2.03201601,7.82317749,0.04135975,4.62838770,5.33686890,0.01041080,0.50972217,0.02623617,3.14852732
-2.02601301,7.70791748,0.03868868,4.58651242,5.22783530,0.01018467,0.50782092,0.02561171,3.13143356
-2.02001001,7.57667380,0.03618047,4.53491563,5.10995160,0.00995162,0.50419039,0.02490373,3.10632460
-2.01400700,7.43090350,0.03382379,4.47405987,4.98409120,0.00971185,0.49897743,0.02411754,3.07383848
-2.00800400,7.27249115,0.03160761,4.40472222,4.85136940,0.00946595,0.49236988,0.02326034,3.03483138
-2.00200100,7.10367505,0.02952149,4.32796166,4.71309637,0.00921475,0.48459027,0.02234095,2.99034643
-1.99599800,6.92695996,0.02755593,4.24507422,4.57072218,0.00895933,0.47588825,0.02136948,2.94157538
-1.98999500,6.74502093,0.02570243,4.15753859,4.42577733,0.00870093,0.46653227,0.02035699,2.88981523
-1.98399200,6.56060338,0.02395364,4.06695520,4.27981219,0.00844085,0.45680066,0.01931503,2.83642159
-1.97798899,6.37642428,0.02230327,3.97498210,4.13433866,0.00818040,0.44697259,0.01825531,2.78276106
-1.97198599,6.19507926,0.02074601,3.88327063,3.99077720,0.00792083,0.43731920,0.01718931,2.73016440
-1.96598299,6.01895932,0.01927739,3.79340414,3.85041151,0.00766326,0.42809513,0.01612791,2.67988248
-1.95997999,5.85018058,0.01789364,3.70684200,3.71435293,0.00740863,0.41953096,0.01508112,2.63304656
-1.95397699,5.69052892,0.01659147,3.62487138,3.58351535,0.00715770,0.41182656,0.01405787,2.59063412
-1.94797399,5.54142102,0.01536789,3.54856805,3.45860122,0.00691105,0.40514560,0.01306581,2.55344121
-1.94197099,5.40388155,0.01422012,3.47876737,3.34009807,0.00666905,0.39961148,0.01211125,2.52206196
-1.93596798,5.27853635,0.01314540,3.41604582,3.22828468,0.00643194,0.39530451,0.01119911,2.49687534
-1.92996498,5.16561972,0.01214094,3.36071301,3.12324526,0.00619980,0.39226063,0.01033294,2.47803935
-1.92396198,5.06499430,0.01120385,3.31281362,3.02489008,0.00597267,0.39047147,0.00951506,2.46549231
-1.91795898,4.97618119,0.01033110,3.27213851,2.93298024,0.00575054,0.38988575,0.00874659,2.45896064
-1.91195598,4.89839789,0.00951958,3.23824384,2.84715503,0.00553342,0.39041194,0.00802770,2.45797276
-1.90595298,4.83060206,0.00876605,3.21047697,2.76695975,0.00532137,0.39192214,0.00735770,2.46187831
-1.89994997,4.77153869,0.00806726,3.18800792,2.69187272,0.00511454,0.39425683,0.00673525,2.46987192
-1.89394697,4.71978920,0.00741994,3.16986492,2.62133018,0.00491317,0.39723060,0.00615853,2.48102079
-1.88794397,4.67382075,0.00682087,3.15497289,2.55474835,0.00471764,0.40063851,0.00562537,2.49429521
-1.88194097,4.63203474,0.00626692,3.14219355,2.49154222,0.00452842,0.40426289,0.00513342,2.50860127
-1.87593797,4.59281357,0.00575511,3.13036584,2.43114113,0.00434609,0.40788045,0.00468025,2.52281471
-1.86993497,4.55456497,0.00528259,3.11834571,2.37300111,0.00417131,0.41126944,0.00426341,2.53581519
-1.86393197,4.51576335,0.00484670,3.10504398,2.31661467,0.00400481,0.41421663,0.00388056,2.54651987
-1.85792896,4.47498774,0.00444493,3.08946124,2.26151830,0.00384731,0.41652385,0.00352947,2.55391538
-1.85192596,4.43095575,0.00407495,3.07071881,2.20729839,0.00369956,0.41801394,0.00320803,2.55708726
-1.84592296,4.38255307,0.00373458,3.04808474,2.15359581,0.00356225,0.41853581,0.00291429,2.55524570
-1.83991996,4.32885782,0.00342176,3.02099394,2.10010964,0.00343602,0.41796848,0.00264647,2.54774691
-1.83391696,4.26915921,0.00313455,2.98906178,2.04660003,0.00332142,0.41622398,0.00240288,2.53410908
-1.82791396,4.20296979,0.00287112,2.95209059,1.99289035,0.00321888,0.41324889,0.00218197,2.51402252
-1.82191096,4.13003073,0.00262970,2.91006859,1.93886833,0.00312871,0.40902456,0.00198226,2.48735327
-1.81590795,4.05030972,0.00240861,2.86316149,1.88448603,0.00305111,0.40356606,0.00180237,2.45414033
-1.80990495,3.96399135,0.00220622,2.81169669,1.82975825,0.00298611,0.39691975,0.00164094,2.41458631
-1.80390195,3.87145992,0.00202098,2.75614107,1.77475913,0.00293362,0.38915981,0.00149670,2.36904216
-1.79789895,3.77327539,0.00185137,2.69707306,1.71961665,0.00289337,0.38038381,0.00136836,2.31798663
-1.79189595,3.67014312,0.00169599,2.63515035,1.66450499,0.00286498,0.37070751,0.00125470,2.26200146
-1.78589295,3.56287867,0.00155350,2.57107487,1.60963473,0.00284789,0.36025928,0.00115451,2.20174349
-1.77988994,3.45236932,0.00142263,2.50555671,1.55524124,0.00284140,0.34917436,0.00106660,2.13791529
-1.77388694,3.33953390,0.00130225,2.43927871,1.50157150,0.00284462,0.33758921,0.00098982,2.07123546
-1.76788394,3.22528308,0.00119131,2.37286376,1.44887020,0.00285652,0.32563633,0.00092305,2.00241050
-1.76188094,3.11048192,0.00108887,2.30684630,1.39736564,0.00287593,0.31343966,0.00086520,1.93210918
-1.75587794,2.99591672,0.00099412,2.24164964,1.34725630,0.00290148,0.30111089,0.00081524,1.86094095
-1.74987494,2.88226760,0.00090634,2.17757012,1.29869896,0.00293168,0.28874673,0.00077216,1.78943918
-1.74387194,2.77008836,0.00082492,2.11476895,1.25179904,0.00296489,0.27642724,0.00073502,1.71804984
-1.73786893,2.65979419,0.00074935,2.05327199,1.20660384,0.00299935,0.26421525,0.00070293,1.64712591
-1.73186593,2.55165788,0.00067921,1.99297726,1.16309923,0.00303323,0.25215674,0.00067504,1.57692747
-1.72586293,2.44581421,0.00061413,1.93366964,1.12120984,0.00306462,0.24028222,0.00065058,1.50762705
-1.71985993,2.34227194,0.00055383,1.87504161,1.08080307,0.00309162,0.22860875,0.00062883,1.43931949
-1.71385693,2.24093236,0.00049805,1.81671880,1.04169638,0.00311237,0.21714254,0.00060912,1.37203538
-1.70785393,2.14161287,0.00044657,1.75828855,1.00366771,0.00312508,0.20588194,0.00059085,1.30575696
-1.70185093,2.04407397,0.00039920,1.69932991,0.96646811,0.00312810,0.19482045,0.00057349,1.24043528
-1.69584792,1.94804784,0.00035576,1.63944316,0.92983601,0.00312000,0.18394969,0.00055659,1.17600746
-1.68984492,1.85326654,0.00031607,1.57827719,0.89351211,0.00309958,0.17326207,0.00053973,1.11241287
-1.68384192,1.75948829,0.00027995,1.51555337,0.85725398,0.00306593,0.16275305,0.00052259,1.04960731
-1.67783892,1.66652022,0.00024721,1.45108447,0.82084965,0.00301844,0.15242283,0.00050492,0.98757442
-1.67183592,1.57423641,0.00021766,1.38478804,0.78412912,0.00295689,0.14227750,0.00048652,0.92633381
-1.66583292,1.48259044,0.00019111,1.31669342,0.74697352,0.00288138,0.13232945,0.00046728,0.86594561
-1.65982991,1.39162201,0.00016735,1.24694270,0.70932117,0.00279238,0.12259734,0.00044714,0.80651151
-1.65382691,1.30145758,0.00014617,1.17578546,0.67117042,0.00269069,0.11310544,0.00042610,0.74817242
-1.64782391,1.21230553,0.00012737,1.10356825,0.63257926,0.00257742,0.10388256,0.00040422,0.69110322
-1.64182091,1.12444627,0.00011074,1.03071950,0.59366183,0.00245397,0.09496063,0.00038160,0.63550523
-1.63581791,1.03821848,0.00009608,0.95773103,0.55458218,0.00232193,0.08637315,0.00035841,0.58159694
-1.62981491,0.95400248,0.00008319,0.88513726,0.51554574,0.00218310,0.07815347,0.00033481,0.52960386
-1.62381191,0.87220184,0.00007190,0.81349351,0.47678921,0.00203934,0.07033318,0.00031101,0.47974812
-1.61780890,0.79322456,0.00006203,0.74335437,0.43856933,0.00189260,0.06294058,0.00028722,0.43223851
