energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-6.00000000,2.99986769,0.13260380,0.00000000,0.00570138,1.09453566,1.88219714,0.81835689
-5.99399700,3.02504088,0.13514578,0.00000000,0.00573339,1.10551828,1.90250877,0.82435598
-5.98799400,3.03182246,0.13682028,0.00000000,0.00573597,1.10938958,1.91143161,0.82529984
-5.98199100,3.02035612,0.13759594,0.00000000,0.00571094,1.10607843,1.90900043,0.82123590
-5.97598799,2.99119075,0.13746061,0.00000000,0.00566091,1.09565924,1.89550690,0.81232136
-5.96998499,2.94526534,0.13642187,0.00000000,0.00558915,1.07834974,1.87149232,0.79881864
-5.96398199,2.88388130,0.13450694,0.00000000,0.00549947,1.05450419,1.83773207,0.78108739
-5.95797899,2.80866316,0.13176190,0.00000000,0.00539614,1.02460231,1.79521248,0.75957360
-5.95197599,2.72150940,0.12825030,0.00000000,0.00528365,0.98923452,1.74510069,0.73479590
-5.94597299,2.62453497,0.12405126,0.00000000,0.00516661,0.94908389,1.68870896,0.70732997
-5.93996998,2.52000806,0.11925701,0.00000000,0.00504954,0.90490568,1.62745458,0.67779135
-5.93396698,2.41028328,0.11397016,0.00000000,0.00493673,0.85750536,1.56281713,0.64681746
-5.92796398,2.29773382,0.10830056,0.00000000,0.00483204,0.80771578,1.49629450,0.61504950
-5.92196098,2.18468517,0.10236220,0.00000000,0.00473880,0.75637456,1.42935947,0.58311476
-5.91595798,2.07335236,0.09626988,0.00000000,0.00465965,0.70430241,1.36341833,0.55161012
-5.90995498,1.96578311,0.09013620,0.00000000,0.00459650,0.65228310,1.29977299,0.52108711
-5.90395198,1.86380838,0.08406853,0.00000000,0.00455039,0.60104577,1.23958776,0.49203904
-5.89794897,1.76900171,0.07816646,0.00000000,0.00452154,0.55125003,1.18386183,0.46489049
-5.89194597,1.68264834,0.07251947,0.00000000,0.00450929,0.50347414,1.13340811,0.43998950
-5.88594297,1.60572455,0.06720515,0.00000000,0.00451221,0.45820649,1.08883894,0.41760235
-5.87993997,1.53888729,0.06228777,0.00000000,0.00452807,0.41584046,1.05055877,0.39791120
-5.87393697,1.48247404,0.05781737,0.00000000,0.00455405,0.37667241,1.01876369,0.38101422
-5.86793397,1.43651199,0.05382932,0.00000000,0.00458680,0.34090277,0.99344752,0.36692835
-5.86193097,1.40073604,0.05034432,0.00000000,0.00462258,0.30863972,0.97441388,0.35559407
-5.85592796,1.37461424,0.04736882,0.00000000,0.00465745,0.27990530,0.96129349,0.34688225
-5.84992496,1.35737964,0.04489579,0.00000000,0.00468742,0.25464327,0.95356594,0.34060249
-5.84392196,1.34806718,0.04290586,0.00000000,0.00470859,0.23272856,0.95058492,0.33651273
-5.83791896,1.34555419,0.04136874,0.00000000,0.00471733,0.21397760,0.95160607,0.33432968
-5.83191596,1.34860323,0.04024479,0.00000000,0.00471042,0.19815937,0.95581627,0.33373984
-5.82591296,1.35590599,0.03948684,0.00000000,0.00468513,0.18500656,0.96236367,0.33441067
-5.81990995,1.36612679,0.03904209,0.00000000,0.00463938,0.17422668,0.97038734,0.33600157
-5.81390695,1.37794479,0.03885406,0.00000000,0.00457174,0.16551273,0.97904590,0.33817452
-5.80790395,1.39009369,0.03886454,0.00000000,0.00448153,0.15855322,0.98754418,0.34060399
-5.80190095,1.40139801,0.03901556,0.00000000,0.00436877,0.15304137,0.99515739,0.34298601
-5.79589795,1.41080528,0.03925119,0.00000000,0.00423422,0.14868334,1.00125229,0.34504608
-5.78989495,1.41741329,0.03951933,0.00000000,0.00407929,0.14520530,1.00530476,0.34654593
