energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.16441286,-3.16441286,0.05030130,-0.05030130,0.37090547,-0.37090547,1.64682197,-1.64682196,0.74545353,-0.74545353,1.49199744,-1.49199744,0.00000000,-0.00000000
-5.99399700,3.19109409,-3.19109409,0.04980834,-0.04980834,0.38181599,-0.38181599,1.67253632,-1.67253631,0.75263023,-0.75263023,1.49544202,-1.49544202,0.00000000,-0.00000000
-5.98799400,3.22184943,-3.22184943,0.04920890,-0.04920890,0.39372825,-0.39372824,1.69913139,-1.69913138,0.76116631,-0.76116631,1.49962044,-1.49962044,0.00000000,-0.00000000
-5.98199100,3.25543017,-3.25543017,0.04850264,-0.04850264,0.40632292,-0.40632292,1.72591911,-1.72591910,0.77073376,-0.77073376,1.50423005,-1.50423005,0.00000000,-0.00000000
-5.97598799,3.29050699,-3.29050698,0.04769196,-0.04769196,0.41926959,-0.41926959,1.75216012,-1.75216011,0.78099096,-0.78099096,1.50893054,-1.50893054,0.00000000,-0.00000000
-5.96998499,3.32567971,-3.32567970,0.04678170,-0.04678170,0.43223032,-0.43223032,1.77707236,-1.77707236,0.79158415,-0.79158415,1.51334489,-1.51334489,0.00000000,-0.00000000
-5.96398199,3.35949273,-3.35949273,0.04577880,-0.04577880,0.44486398,-0.44486398,1.79984334,-1.79984333,0.80215012,-0.80215012,1.51706302,-1.51706303,0.00000000,-0.00000000
-5.95797899,3.39045689,-3.39045688,0.04469205,-0.04469205,0.45683140,-0.45683140,1.81964597,-1.81964597,0.81232028,-0.81232028,1.51964847,-1.51964848,0.00000000,-0.00000000
-5.95197599,3.41707797,-3.41707797,0.04353174,-0.04353174,0.46780135,-0.46780135,1.83565797,-1.83565796,0.82172650,-0.82172650,1.52064815,-1.52064815,0.00000000,-0.00000000
-5.94597299,3.43789162,-3.43789162,0.04230956,-0.04230956,0.47745732,-0.47745732,1.84708406,-1.84708406,0.83000861,-0.83000861,1.51960514,-1.51960514,0.00000000,-0.00000000
-5.93996998,3.45150359,-3.45150359,0.04103838,-0.04103838,0.48550476,-0.48550477,1.85318043,-1.85318043,0.83682349,-0.83682349,1.51607416,-1.51607416,0.00000000,-0.00000000
-5.93396698,3.45663397,-3.45663397,0.03973221,-0.03973221,0.49167865,-0.49167865,1.85328013,-1.85328013,0.84185547,-0.84185547,1.50963903,-1.50963904,0.00000000,-0.00000000
-5.92796398,3.45216330,-3.45216331,0.03840619,-0.03840619,0.49575103,-0.49575103,1.84681847,-1.84681847,0.84482765,-0.84482765,1.49993141,-1.49993141,0.00000000,-0.00000000
-5.92196098,3.43717850,-3.43717850,0.03707664,-0.03707664,0.49753816,-0.49753816,1.83335688,-1.83335689,0.84551352,-0.84551352,1.48664971,-1.48664972,0.00000000,-0.00000000
-5.91595798,3.41101584,-3.41101585,0.03576111,-0.03576111,0.49690691,-0.49690691,1.81260409,-1.81260409,0.84374831,-0.84374831,1.46957735,-1.46957735,0.00000000,-0.00000000
-5.90995498,3.37329875,-3.37329876,0.03447850,-0.03447850,0.49378005,-0.49378005,1.78443322,-1.78443323,0.83943944,-0.83943944,1.44859894,-1.44859895,0.00000000,-0.00000000
-5.90395198,3.32396786,-3.32396787,0.03324914,-0.03324914,0.48814016,-0.48814016,1.74889393,-1.74889393,0.83257531,-0.83257531,1.42371367,-1.42371368,0.00000000,-0.00000000
-5.89794897,3.26330139,-3.26330140,0.03209485,-0.03209485,0.48003179,-0.48003180,1.70621852,-1.70621853,0.82323194,-0.82323194,1.39504477,-1.39504478,0.00000000,-0.00000000
-5.89194597,3.19192416,-3.19192417,0.03103893,-0.03103893,0.46956191,-0.46956192,1.65682182,-1.65682183,0.81157685,-0.81157685,1.36284429,-1.36284430,0.00000000,-0.00000000
-5.88594297,3.11080441,-3.11080442,0.03010616,-0.03010616,0.45689834,-0.45689835,1.60129431,-1.60129432,0.79786983,-0.79786983,1.32749289,-1.32749290,0.00000000,-0.00000000
-5.87993997,3.02123777,-3.02123778,0.02932258,-0.02932258,0.44226636,-0.44226636,1.54038900,-1.54038901,0.78246038,-0.78246038,1.28949416,-1.28949417,0.00000000,-0.00000000
-5.87393697,2.92481893,-2.92481894,0.02871534,-0.02871534,0.42594349,-0.42594350,1.47500229,-1.47500231,0.76578168,-0.76578168,1.24946369,-1.24946370,0.00000000,-0.00000000
-5.86793397,2.82340176,-2.82340177,0.02831229,-0.02831229,0.40825281,-0.40825281,1.40614991,-1.40614992,0.74834128,-0.74834128,1.20811314,-1.20811314,0.00000000,-0.00000000
-5.86193097,2.71904946,-2.71904946,0.02814163,-0.02814163,0.38955480,-0.38955480,1.33493874,-1.33493875,0.73070873,-0.73070873,1.16622999,-1.16623000,0.00000000,-0.00000000
-5.85592796,2.61397669,-2.61397670,0.02823134,-0.02823134,0.37023833,-0.37023833,1.26253602,-1.26253603,0.71350051,-0.71350050,1.12465377,-1.12465378,0.00000000,-0.00000000
-5.84992496,2.51048608,-2.51048608,0.02860858,-0.02860858,0.35071093,-0.35071093,1.19013708,-1.19013709,0.69736292,-0.69736292,1.08424980,-1.08424980,0.00000000,-0.00000000
-5.84392196,2.41090149,-2.41090149,0.02929906,-0.02929906,0.33138879,-0.33138879,1.11893306,-1.11893307,0.68295344,-0.68295343,1.04588147,-1.04588147,0.00000000,-0.00000000
-5.83791896,2.31750083,-2.31750083,0.03032627,-0.03032627,0.31268677,-0.31268677,1.05007985,-1.05007987,0.67092118,-0.67092118,1.01038249,-1.01038249,0.00000000,-0.00000000
-5.83191596,2.23245074,-2.23245073,0.03171076,-0.03171076,0.29500874,-0.29500874,0.98466940,-0.98466941,0.66188732,-0.66188731,0.97852993,-0.97852993,0.00000000,-0.00000000
