energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,5.74934151,0.00486832,0.91849851,1.00703204,0.87986657,0.11151281,2.72156886,1.78469235,0.50240788
-5.99399700,5.76057151,0.00482735,0.93182510,1.01796439,0.89204691,0.10958072,2.71550322,1.81386814,0.48851344
-5.98799400,5.77661618,0.00479811,0.94515937,1.02921125,0.90379568,0.10778560,2.71205097,1.84387256,0.47521676
-5.98199100,5.79674020,0.00478088,0.95829992,1.04056398,0.91490386,0.10612793,2.71092386,1.87418349,0.46263243
-5.97598799,5.82000198,0.00477555,0.97102785,1.05179171,0.92515377,0.10460266,2.71172871,1.90422273,0.45084932
-5.96998499,5.84529714,0.00478163,0.98311519,1.06265009,0.93432762,0.10319979,2.71398592,1.93337071,0.43993131
-5.96398199,5.87140495,0.00479825,0.99433338,1.07289017,0.94221583,0.10190506,2.71714992,1.96098263,0.42991864
-5.95797899,5.89703561,0.00482426,1.00446139,1.08226686,0.94862491,0.10070069,2.72063040,1.98640541,0.42082970
-5.95197599,5.92087660,0.00485824,1.01329320,1.09054678,0.95338446,0.09956620,2.72381388,2.00899512,0.41266319
-5.94597299,5.94163656,0.00489853,1.02064431,1.09751532,0.95635311,0.09847924,2.72608468,2.02813419,0.40540037
-5.93996998,5.95808535,0.00494332,1.02635730,1.10298268,0.95742328,0.09741640,2.72684464,2.04324799,0.39900758
-5.93396698,5.96908918,0.00499068,1.03030615,1.10678874,0.95652461,0.09635409,2.72553109,2.05382021,0.39343857
-5.92796398,5.97364012,0.00503861,1.03239935,1.10880699,0.95362604,0.09526925,2.72163249,2.05940653,0.38863691
-5.92196098,5.97087957,0.00508511,1.03258198,1.10894716,0.94873671,0.09414012,2.71470136,2.05964613,0.38453821
-5.91595798,5.96011549,0.00512821,1.03083665,1.10715700,0.94190560,0.09294687,2.70436432,2.05427069,0.38107211
-5.90995498,5.94083363,0.00516602,1.02718353,1.10342305,0.93322022,0.09167212,2.69032900,2.04311062,0.37816423
-5.90395198,5.91270302,0.00519680,1.02167967,1.09777061,0.92280449,0.09030147,2.67238793,2.02609819,0.37573780
-5.89794897,5.87557621,0.00521894,1.01441761,1.09026305,0.91081585,0.08882382,2.65041942,2.00326773,0.37371524
-5.89194597,5.82948511,0.00523107,1.00552361,1.08100051,0.89744201,0.08723162,2.62438584,1.97475271,0.37201954
-5.88594297,5.77463291,0.00523205,0.99515539,1.07011815,0.88289724,0.08552104,2.59432941,1.94078009,0.37057552
-5.87993997,5.71138296,0.00522098,0.98349970,1.05778392,0.86741854,0.08369204,2.56036606,1.90166211,0.36931104
-5.87393697,5.64024533,0.00519726,0.97076952,1.04419599,0.85126161,0.08174833,2.52267783,1.85778589,0.36815811
-5.86793397,5.56186158,0.00516056,0.95720116,1.02957978,0.83469675,0.07969723,2.48150412,1.80960148,0.36705397
-5.86193097,5.47698851,0.00511086,0.94305098,1.01418464,0.81800477,0.07754952,2.43713251,1.75760865,0.36594201
-5.85592796,5.38648114,0.00504843,0.92859190,0.99828014,0.80147277,0.07531918,2.38988935,1.70234315,0.36477272
-5.84992496,5.29127546,0.00497382,0.91410962,0.98215194,0.78538994,0.07302308,2.34013068,1.64436284,0.36350447
-5.84392196,5.19237112,0.00488784,0.89989840,0.96609731,0.77004326,0.07068068,2.28823376,1.58423429,0.36210409
-5.83791896,5.09081440,0.00479154,0.88625656,0.95042022,0.75571319,0.06831362,2.23458938,1.52252029,0.36054738
-5.83191596,4.98768136,0.00468617,0.87348162,0.93542610,0.74266923,0.06594536,2.17959520,1.45976853,0.35881928
-5.82591296,4.88406161,0.00457317,0.86186521,0.92141640,0.73116561,0.06360075,2.12365016,1.39650189,0.35691385
-5.81990995,4.78104247,0.00445408,0.85168776,0.90868292,0.72143703,0.06130566,2.06714993,1.33321040,0.35483392
-5.81390695,4.67969393,0.00433054,0.84321319,0.89750229,0.71369452,0.05908654,2.01048333,1.27034501,0.35259047
-5.80790395,4.58105433,0.00420421,0.83668378,0.88813048,0.70812177,0.05696998,1.95402963,1.20831320,0.35020170
-5.80190095,4.48611700,0.00407673,0.83231538,0.88079785,0.70487177,0.05498230,1.89815657,1.14747626,0.34769185
-5.79589795,4.39581810,0.00394970,0.83029311,0.87570466,0.70406425,0.05314915,1.84321883,1.08814825,0.34508975
-5.78989495,4.31102581,0.00382458,0.83076791,0.87301743,0.70578369,0.05149502,1.78955700,1.03059627,0.34242729
-5.78389195,4.23253107,0.00370273,0.83385399,0.87286621,0.71007838,0.05004285,1.73749663,0.97504201,0.33973772
-5.77788894,4.16104014,0.00358531,0.83962723,0.87534292,0.71696036,0.04881358,1.68734744,0.92166418,0.33705395
-5.77188594,4.09716909,0.00347331,0.84812492,0.88050081,0.72640633,0.04782574,1.63940254,0.87060179,0.33440701
-5.76588294,4.04144033,0.00336749,0.85934644,0.88835507,0.73835969,0.04709497,1.59393749,0.82195784,0.33182457
-5.75987994,3.99428124,0.00326842,0.87325528,0.89888459,0.75273334,0.04663367,1.55120943,0.77580350,0.32932977
-5.75387694,3.95602485,0.00317647,0.88978189,0.91203471,0.76941344,0.04645062,1.51145593,0.73218233,0.32694040
-5.74787394,3.92691240,0.00309180,0.90882754,0.92772082,0.78826371,0.04655057,1.47489393,0.69111463,0.32466833
-5.74187094,3.90709764,0.00301441,0.93026878,0.94583265,0.80913018,0.04693403,1.44171857,0.65260175,0.32251948
-5.73586793,3.89665244,0.00294417,0.95396235,0.96623894,0.83184626,0.04759702,1.41210205,0.61663013,0.32049410
-5.72986493,3.89557355,0.00288082,0.97975024,0.98879240,0.85623763,0.04853090,1.38619258,0.58317523,0.31858743
-5.72386193,3.90378995,0.00282404,1.00746477,1.01333451,0.88212703,0.04972243,1.36411331,0.55220513,0.31679076
-5.71785893,3.92117045,0.00277346,1.03693331,1.03970008,0.90933845,0.05115378,1.34596151,0.52368374,0.31509278
-5.71185593,3.94753119,0.00272872,1.06798251,1.06772140,0.93770085,0.05280280,1.33180774,0.49757370,0.31348100
-5.70585293,3.98264261,0.00268948,1.10044192,1.09723161,0.96705092,0.05464338,1.32169521,0.47383883,0.31194345
-5.69984992,4.02623553,0.00265545,1.13414679,1.12806746,0.99723513,0.05664592,1.31563918,0.45244602,0.31047028
-5.69384692,4.07800618,0.00262642,1.16894000,1.16007114,1.02811082,0.05877801,1.31362649,0.43336674,0.30905527
-5.68784392,4.13761986,0.00260229,1.20467316,1.19309130,1.05954637,0.06100516,1.31561506,0.41657786,0.30769713
-5.68184092,4.20471319,0.00258303,1.24120682,1.22698323,1.09142057,0.06329168,1.32153350,0.40206198,0.30640055
-5.67583792,4.27889477,0.00256873,1.27840981,1.26160828,1.12362118,0.06560158,1.33128065,0.38980710,0.30517683
-5.66983492,4.35974436,0.00255957,1.31615785,1.29683258,1.15604288,0.06789962,1.34472516,0.37980571,0.30404404
-5.66383192,4.44681050,0.00255582,1.35433161,1.33252514,1.18858467,0.07015223,1.36170505,0.37205329,0.30302680
-5.65782891,4.53960692,0.00255776,1.39281404,1.36855553,1.22114689,0.07232844,1.38202723,0.36654623,0.30215546
-5.65182591,4.63760770,0.00256576,1.43148749,1.40479130,1.25362808,0.07440082,1.40546717,0.36327929,0.30146488
-5.64582291,4.74024168,0.00258012,1.47023048,1.44109506,1.28592165,0.07634609,1.43176855,0.36224259,0.30099277
-5.63981991,4.84688632,0.00260115,1.50891442,1.47732179,1.31791283,0.07814582,1.46064318,0.36341841,0.30077763
-5.63381691,4.95686156,0.00262907,1.54740039,1.51331610,1.34947572,0.07978668,1.49177109,0.36677772,0.30085647
-5.62781391,5.06942425,0.00266399,1.58553624,1.54890999,1.38047085,0.08126070,1.52480110,0.37227677,0.30126236
-5.62181091,5.18376363,0.00270587,1.62315420,1.58392103,1.41074339,0.08256516,1.55935183,0.37985385,0.30202199
-5.61580790,5.29899868,0.00275455,1.66006914,1.61815137,1.44012201,0.08370231,1.59501342,0.38942636,0.30315331
-5.60980490,5.41417804,0.00280963,1.69607780,1.65138760,1.46841875,0.08467888,1.63134999,0.40088848,0.30466349
-5.60380190,5.52828309,0.00287055,1.73095913,1.68340171,1.49542993,0.08550541,1.66790318,0.41410954,0.30654725
-5.59779890,5.64023501,0.00293655,1.76447596,1.71395332,1.52093824,0.08619542,1.70419665,0.42893326,0.30878580
-5.59179590,5.74890631,0.00300666,1.79637808,1.74279329,1.54471602,0.08676448,1.73974193,0.44517804,0.31134632
-5.58579290,5.85313706,0.00307975,1.82640684,1.76966865,1.56652990,0.08722926,1.77404541,0.46263837,0.31418226
-5.57978989,5.95175616,0.00315453,1.85430121,1.79432901,1.58614656,0.08760655,1.80661680,0.48108741,0.31723431
