energy_ev,total_up,As_p_up,As_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.83791896,2.38809830,0.57656842,0.00000000,1.70851426,1.18688351,0.02217765,0.73845267
-5.83191596,2.38199367,0.56812760,0.00000000,1.69956943,1.17712473,0.02262679,0.74630613
-5.82591296,2.37429550,0.56063439,0.00000000,1.68835194,1.16763531,0.02301322,0.75277260
-5.81990995,2.36453467,0.55390414,0.00000000,1.67463229,1.15813305,0.02332945,0.75773398
-5.81390695,2.35230422,0.54775569,0.00000000,1.65823778,1.14835728,0.02356949,0.76109872
-5.80790395,2.33727529,0.54201804,0.00000000,1.63905987,1.13808008,0.02372903,0.76280419
-5.80190095,2.31920854,0.53653536,0.00000000,1.61705794,1.12711516,0.02380547,0.76281792
-5.79589795,2.29796095,0.53117032,0.00000000,1.59225977,1.11532385,0.02379797,0.76113799
-5.78989495,2.27348773,0.52580570,0.00000000,1.56475860,1.10261830,0.02370739,0.75779247
-5.78389195,2.24583981,0.52034448,0.00000000,1.53470729,1.08896191,0.02353622,0.75283788
-5.77788894,2.21515744,0.51470854,0.00000000,1.50231019,1.07436721,0.02328839,0.74635710
-5.77188594,2.18166048,0.50883643,0.00000000,1.46781314,1.05889156,0.02296918,0.73845661
-5.76588294,2.14563637,0.50268042,0.00000000,1.43149269,1.04263121,0.02258496,0.72926330
-5.75987994,2.10742678,0.49620340,0.00000000,1.39364494,1.02571414,0.02214306,0.71892124
-5.75387694,2.06741365,0.48937579,0.00000000,1.35457505,1.00829236,0.02165150,0.70758823
-5.74787394,2.02600576,0.48217294,0.00000000,1.31458781,0.99053417,0.02111886,0.69543257
-5.74187094,1.98362638,0.47457324,0.00000000,1.27397997,0.97261672,0.02055409,0.68263005
-5.73586793,1.94070268,0.46655711,0.00000000,1.23303455,0.95471952,0.01996632,0.66936125
-5.72986493,1.89765721,0.45810693,0.00000000,1.19201747,0.93701898,0.01936477,0.65580914
-5.72386193,1.85490166,0.44920792,0.00000000,1.15117633,0.91968423,0.01875861,0.64215714
-5.71785893,1.81283287,0.43984987,0.00000000,1.11074130,0.90287427,0.01815687,0.62858732
-5.71185593,1.77183078,0.43002950,0.00000000,1.07092776,0.88673644,0.01756837,0.61527910
-5.70585293,1.73225808,0.41975318,0.00000000,1.03194016,0.87140591,0.01700165,0.60240788
-5.69984992,1.69446104,0.40903979,0.00000000,0.99397679,0.85700622,0.01646491,0.59014399
-5.69384692,1.65877100,0.39792329,0.00000000,0.95723464,0.84365032,0.01596599,0.57865157
-5.68784392,1.62550600,0.38645486,0.00000000,0.92191401,0.83144202,0.01551225,0.56808745
-5.68184092,1.59497208,0.37470423,0.00000000,0.88822228,0.82047756,0.01511059,0.55859998
-5.67583792,1.56746393,0.36276004,0.00000000,0.85637640,0.81084686,0.01476734,0.55032779
-5.66983492,1.54326442,0.35072915,0.00000000,0.82660386,0.80263453,0.01448817,0.54339847
-5.66383192,1.52264302,0.33873475,0.00000000,0.79914189,0.79592021,0.01427808,0.53792719
-5.65782891,1.50585293,0.32691345,0.00000000,0.77423488,0.79077838,0.01414125,0.53401536
-5.65182591,1.49312711,0.31541130,0.00000000,0.75213009,0.78727743,0.01408099,0.53174928
-5.64582291,1.48467330,0.30437911,0.00000000,0.73307179,0.78547821,0.01409965,0.53119894
-5.63981991,1.48066824,0.29396715,0.00000000,0.71729426,0.78543203,0.01419856,0.53241693
-5.63381691,1.48125158,0.28431964,0.00000000,0.70501382,0.78717830,0.01437793,0.53543757
-5.62781391,1.48651968,0.27556920,0.00000000,0.69642054,0.79074191,0.01463687,0.54027621
-5.62181091,1.49651964,0.26783175,0.00000000,0.69166986,0.79613061,0.01497332,0.54692881
-5.61580790,1.51124400,0.26120189,0.00000000,0.69087469,0.80333255,0.01538407,0.55537170
-5.60980490,1.53062637,0.25574923,0.00000000,0.69409834,0.81231403,0.01586482,0.56556155
-5.60380190,1.55453810,0.25151567,0.00000000,0.70134868,0.82301776,0.01641021,0.57743558
-5.59779890,1.58278637,0.24851392,0.00000000,0.71257375,0.83536163,0.01701395,0.59091183
-5.59179590,1.61511374,0.24672718,0.00000000,0.72765918,0.84923811,0.01766889,0.60588970
-5.58579290,1.65119913,0.24611006,0.00000000,0.74642734,0.86451435,0.01836723,0.62225043
-5.57978989,1.69066034,0.24659062,0.00000000,0.76863850,0.88103291,0.01910061,0.63985786
-5.57378689,1.73305801,0.24807345,0.00000000,0.79399381,0.89861318,0.01986032,0.65855919
-5.56778389,1.77790088,0.25044355,0.00000000,0.82214008,0.91705343,0.02063746,0.67818590
-5.56178089,1.82465225,0.25357084,0.00000000,0.85267609,0.93613334,0.02142309,0.69855479
-5.55577789,1.87273738,0.25731508,0.00000000,0.88516035,0.95561703,0.02220838,0.71946924
-5.54977489,1.92155178,0.26153088,0.00000000,0.91911982,0.97525640,0.02298475,0.74072067
-5.54377189,1.97047006,0.26607270,0.00000000,0.95405950,0.99479477,0.02374398,0.76209025
-5.53776888,2.01885516,0.27079943,0.00000000,0.98947235,1.01397064,0.02447828,0.78335093
-5.53176588,2.06606786,0.27557856,0.00000000,1.02484939,1.03252154,0.02518032,0.80426974
-5.52576288,2.11147630,0.28028961,0.00000000,1.05968955,1.05018785,0.02584328,0.82461046
-5.51975988,2.15446538,0.28482688,0.00000000,1.09350903,1.06671661,0.02646086,0.84413660
-5.51375688,2.19444594,0.28910127,0.00000000,1.12584987,1.08186522,0.02702722,0.86261463
-5.50775388,2.23086365,0.29304133,0.00000000,1.15628761,1.09540504,0.02753696,0.87981758
-5.50175088,2.26320743,0.29659350,0.00000000,1.18443774,1.10712485,0.02798512,0.89552868
-5.49574787,2.29101741,0.29972151,0.00000000,1.20996099,1.11683424,0.02836715,0.90954530
-5.48974487,2.31389246,0.30240528,0.00000000,1.23256734,1.12436685,0.02867885,0.92168282
-5.48374187,2.33149708,0.30463925,0.00000000,1.25201874,1.12958358,0.02891645,0.93177849
-5.47773887,2.34356776,0.30643034,0.00000000,1.26813070,1.13237564,0.02907662,0.93969521
-5.47173587,2.34991869,0.30779581,0.00000000,1.28077263,1.13266748,0.02915656,0.94532496
-5.46573287,2.35044679,0.30876094,0.00000000,1.28986736,1.13041965,0.02915409,0.94859205
-5.45972986,2.34513589,0.30935695,0.00000000,1.29538967,1.12563126,0.02906780,0.94945580
-5.45372686,2.33406005,0.30961908,0.00000000,1.29736420,1.11834232,0.02889718,0.94791282
-5.44772386,2.31738578,0.30958492,0.00000000,1.29586276,1.10863547,0.02864286,0.94399865
-5.44172086,2.29537304,0.30929324,0.00000000,1.29100123,1.09663729,0.02830672,0.93778870
-5.43571786,2.26837481,0.30878312,0.00000000,1.28293611,1.08251884,0.02789208,0.92939859
-5.42971486,2.23683509,0.30809353,0.00000000,1.27186093,1.06649538,0.02740388,0.91898355
-5.42371186,2.20128514,0.30726321,0.00000000,1.25800236,1.04882510,0.02684876,0.90673708
-5.41770885,2.16233778,0.30633092,0.00000000,1.24161638,1.02980682,0.02623512,0.89288882
-5.41170585,2.12067974,0.30533587,0.00000000,1.22298419,1.00977650,0.02557319,0.87770145
-5.40570285,2.07706191,0.30431824,0.00000000,1.20240820,0.98910251,0.02487490,0.86146685
-5.39969985,2.03228769,0.30331977,0.00000000,1.18020783,0.96817977,0.02415385,0.84450139
-5.39369685,1.98719930,0.30238418,0.00000000,1.15671533,0.94742272,0.02342503,0.82714050
-5.38769385,1.94266247,0.30155746,0.00000000,1.13227140,0.92725724,0.02270464,0.80973256
-5.38169085,1.89954966,0.30088790,0.00000000,1.10722087,0.90811170,0.02200971,0.79263219
-5.37568784,1.85872221,0.30042569,0.00000000,1.08190823,0.89040739,0.02135780,0.77619311
-5.36968484,1.82101171,0.30022223,0.00000000,1.05667313,0.87454852,0.02076649,0.76076070
-5.36368184,1.78720127,0.30032901,0.00000000,1.03184589,0.86091201,0.02025303,0.74666437
-5.35767884,1.75800696,0.30079616,0.00000000,1.00774308,0.84983756,0.01983378,0.73421008
-5.35167584,1.73406013,0.30167057,0.00000000,0.98466310,0.84161810,0.01952381,0.72367294
-5.34567284,1.71589092,0.30299389,0.00000000,0.96288199,0.83649110,0.01933640,0.71529038
-5.33966983,1.70391373,0.30480020,0.00000000,0.94264942,0.83463090,0.01928260,0.70925587
-5.33366683,1.69841478,0.30711378,0.00000000,0.92418497,0.83614236,0.01937085,0.70571348
-5.32766383,1.69954254,0.30994679,0.00000000,0.90767470,0.84105616,0.01960663,0.70475343
-5.32166083,1.70730093,0.31329728,0.00000000,0.89326816,0.84932576,0.01999216,0.70640879
-5.31565783,1.72154602,0.31714738,0.00000000,0.88107587,0.86082632,0.02052619,0.71065348
-5.30965483,1.74198600,0.32146208,0.00000000,0.87116725,0.87535550,0.02120389,0.71740162
-5.30365183,1.76818474,0.32618841,0.00000000,0.86356916,0.89263640,0.02201679,0.72650833
-5.29764882,1.79956881,0.33125533,0.00000000,0.85826503,0.91232224,0.02295284,0.73777197
-5.29164582,1.83543799,0.33657433,0.00000000,0.85519467,0.93400310,0.02399656,0.75093789
-5.28564282,1.87497887,0.34204066,0.00000000,0.85425481,0.95721425,0.02512931,0.76570344
-5.27963982,1.91728142,0.34753536,0.00000000,0.85530034,0.98144598,0.02632962,0.78172439
-5.27363682,1.96135815,0.35292791,0.00000000,0.85814643,1.00615479,0.02757364,0.79862241
-5.26763382,2.00616537,0.35807953,0.00000000,0.86257148,1.03077549,0.02883568,0.81599346
-5.26163082,2.05062607,0.36284694,0.00000000,0.86832088,1.05473399,0.03008875,0.83341708
-5.25562781,2.09365398,0.36708650,0.00000000,0.87511174,1.07746048,0.03130530,0.85046601
-5.24962481,2.13417806,0.37065861,0.00000000,0.88263840,1.09840252,0.03245786,0.86671622
-5.24362181,2.17116696,0.37343206,0.00000000,0.89057878,1.11703794,0.03351974,0.88175687
-5.23761881,2.20365277,0.37528841,0.00000000,0.89860142,1.13288689,0.03446579,0.89519997
-5.23161581,2.23075343,0.37612589,0.00000000,0.90637310,1.14552303,0.03527304,0.90668958
-5.22561281,2.25169318,0.37586296,0.00000000,0.91356692,1.15458334,0.03592136,0.91591011
-5.21960980,2.26582056,0.37444120,0.00000000,0.91987048,1.15977638,0.03639398,0.92259370
-5.21360680,2.27262336,0.37182744,0.00000000,0.92499406,1.16088875,0.03667799,0.92652623
-5.20760380,2.27174008,0.36801506,0.00000000,0.92867841,1.15778958,0.03676463,0.92755200
-5.20160080,2.26296758,0.36302434,0.00000000,0.93070190,1.15043291,0.03664958,0.92557684
-5.19559780,2.24626462,0.35690198,0.00000000,0.93088669,1.13885793,0.03633299,0.92056948
-5.18959480,2.22175118,0.34971954,0.00000000,0.92910370,1.12318702,0.03581942,0.91256137
-5.18359180,2.18970353,0.34157117,0.00000000,0.92527601,1.10362175,0.03511766,0.90164472
-5.17758879,2.15054522,0.33257052,0.00000000,0.91938066,1.08043682,0.03424043,0.88796902
-5.17158579,2.10483424,0.32284697,0.00000000,0.91144855,1.05397234,0.03320387,0.87173600
-5.16558279,2.05324679,0.31254149,0.00000000,0.90156254,1.02462450,0.03202709,0.85319338
-5.15957979,1.99655821,0.30180211,0.00000000,0.88985375,0.99283509,0.03073147,0.83262755
-5.15357679,1.93562165,0.29077937,0.00000000,0.87649617,0.95908009,0.02934010,0.81035541
-5.14757379,1.87134535,0.27962182,0.00000000,0.86169989,0.92385776,0.02787703,0.78671569
-5.14157079,1.80466920,0.26847182,0.00000000,0.84570323,0.88767663,0.02636662,0.76206017
-5.13556778,1.73654141,0.25746179,0.00000000,0.82876413,0.85104370,0.02483291,0.73674487
-5.12956478,1.66789610,0.24671112,0.00000000,0.81115123,0.81445320,0.02329906,0.71112173
-5.12356178,1.59963253,0.23632368,0.00000000,0.79313512,0.77837633,0.02178677,0.68553093
-5.11755878,1.53259652,0.22638627,0.00000000,0.77498005,0.74325211,0.02031593,0.66029406
-5.11155578,1.46756468,0.21696781,0.00000000,0.75693663,0.70947965,0.01890428,0.63570837
-5.10555278,1.40523176,0.20811933,0.00000000,0.73923566,0.67741192,0.01756716,0.61204228
-5.09954977,1.34620121,0.19987479,0.00000000,0.72208340,0.64735115,0.01631743,0.58953193
-5.09354677,1.29097921,0.19225253,0.00000000,0.70565843,0.61954583,0.01516545,0.56837915
-5.08754377,1.23997185,0.18525726,0.00000000,0.69010996,0.59418925,0.01411911,0.54875047
-5.08154077,1.19348534,0.17888246,0.00000000,0.67555767,0.57141948,0.01318401,0.53077715
-5.07553777,1.15172871,0.17311299,0.00000000,0.66209273,0.55132065,0.01236363,0.51455615
-5.06953477,1.11481880,0.16792777,0.00000000,0.64977992,0.53392538,0.01165955,0.50015174
-5.06353177,1.08278680,0.16330238,0.00000000,0.63866028,0.51921799,0.01107174,0.48759756
-5.05752876,1.05558591,0.15921133,0.00000000,0.62875425,0.50713854,0.01059878,0.47689903
-5.05152576,1.03309968,0.15563003,0.00000000,0.62006475,0.49758728,0.01023811,0.46803585
-5.04552276,1.01515055,0.15253624,0.00000000,0.61257991,0.49042950,0.00998626,0.46096436
-5.03951976,1.00150822,0.14991098,0.00000000,0.60627539,0.48550053,0.00983901,0.45561986
-5.03351676,0.99189755,0.14773894,0.00000000,0.60111586,0.48261078,0.00979154,0.45191868
-5.02751376,0.98600604,0.14600828,0.00000000,0.59705582,0.48155080,0.00983853,0.44975991
-5.02151076,0.98349052,0.14471006,0.00000000,0.59403959,0.48209625,0.00997424,0.44902703
-5.01550775,0.98398340,0.14383713,0.00000000,0.59200067,0.48401278,0.01019247,0.44958939
-5.00950475,0.98709844,0.14338291,0.00000000,0.59086069,0.48706075,0.01048662,0.45130354
-5.00350175,0.99243623,0.14333987,0.00000000,0.59052815,0.49099991,0.01084962,0.45401482
-4.99749875,0.99958967,0.14369804,0.00000000,0.59089727,0.49559391,0.01127394,0.45755903
-4.99149575,1.00814959,0.14444364,0.00000000,0.59184725,0.50061474,0.01175152,0.46176452
-4.98549275,1.01771075,0.14555784,0.00000000,0.59324225,0.50584708,0.01227381,0.46645473
-4.97948974,1.02787821,0.14701596,0.00000000,0.59493231,0.51109242,0.01283176,0.47145115
-4.97348674,1.03827437,0.14878690,0.00000000,0.59675542,0.51617311,0.01341589,0.47657696
-4.96748374,1.04854633,0.15083309,0.00000000,0.59854073,0.52093604,0.01401638,0.48166101
-4.96148074,1.05837375,0.15311087,0.00000000,0.60011296,0.52525600,0.01462321,0.48654232
-4.95547774,1.06747664,0.15557125,0.00000000,0.60129792,0.52903859,0.01522633,0.49107476
-4.94947474,1.07562302,0.15816103,0.00000000,0.60192874,0.53222249,0.01581585,0.49513178
-4.94347174,1.08263599,0.16082425,0.00000000,0.60185271,0.53478100,0.01638229,0.49861099
-4.93746873,1.08839961,0.16350386,0.00000000,0.60093822,0.53672269,0.01691683,0.50143826
-4.93146573,1.09286338,0.16614347,0.00000000,0.59908133,0.53809112,0.01741151,0.50357107
-4.92546273,1.09604473,0.16868908,0.00000000,0.59621177,0.53896338,0.01785951,0.50500086
-4.91945973,1.09802920,0.17109078,0.00000000,0.59229762,0.53944749,0.01825528,0.50575423
-4.91345673,1.09896799,0.17330423,0.00000000,0.58734863,0.53967870,0.01859475,0.50589262
-4.90745373,1.09907277,0.17529185,0.00000000,0.58141774,0.53981451,0.01887539,0.50551054
-4.90145073,1.09860774,0.17702373,0.00000000,0.57460060,0.54002872,0.01909625,0.50473223
-4.89544772,1.09787897,0.17847815,0.00000000,0.56703314,0.54050454,0.01925798,0.50370681
-4.88944472,1.09722154,0.17964174,0.00000000,0.55888722,0.54142696,0.01936265,0.50260208
-4.88344172,1.09698474,0.18050929,0.00000000,0.55036446,0.54297476,0.01941368,0.50159724
-4.87743872,1.09751611,0.18108321,0.00000000,0.54168868,0.54531235,0.01941555,0.50087481
-4.87143572,1.09914495,0.18137274,0.00000000,0.53309723,0.54858184,0.01937359,0.50061211
-4.86543272,1.10216622,0.18139293,0.00000000,0.52483174,0.55289583,0.01929368,0.50097284
-4.85942971,1.10682553,0.18116351,0.00000000,0.51712872,0.55833101,0.01918192,0.50209907
-4.85342671,1.11330618,0.18070768,0.00000000,0.51021053,0.56492332,0.01904437,0.50410418
-4.84742371,1.12171892,0.18005092,0.00000000,0.50427713,0.57266456,0.01888671,0.50706705
-4.84142071,1.13209504,0.17921988,0.00000000,0.49949913,0.58150104,0.01871405,0.51102795
-4.83541771,1.14438332,0.17824147,0.00000000,0.49601230,0.59133420,0.01853064,0.51598628
-4.82941471,1.15845091,0.17714202,0.00000000,0.49391384,0.60202335,0.01833980,0.52190038
-4.82341171,1.17408840,0.17594678,0.00000000,0.49326048,0.61339045,0.01814380,0.52868927
-4.81740870,1.19101856,0.17467952,0.00000000,0.49406844,0.62522675,0.01794380,0.53623645
-4.81140570,1.20890848,0.17336235,0.00000000,0.49631496,0.63730092,0.01773997,0.54439538
-4.80540270,1.22738439,0.17201575,0.00000000,0.49994142,0.64936845,0.01753153,0.55299629
-4.79939970,1.24604821,0.17065868,0.00000000,0.50485746,0.66118160,0.01731690,0.56185403
-4.79339670,1.26449497,0.16930874,0.00000000,0.51094599,0.67249962,0.01709394,0.57077640
-4.78739370,1.28233009,0.16798235,0.00000000,0.51806853,0.68309845,0.01686013,0.57957245
-4.78139070,1.29918536,0.16669488,0.00000000,0.52607069,0.69277951,0.01661280,0.58806036
-4.77538769,1.31473288,0.16546072,0.00000000,0.53478723,0.70137705,0.01634936,0.59607435
-4.76938469,1.32869606,0.16429312,0.00000000,0.54404670,0.70876357,0.01606752,0.60347020
-4.76338169,1.34085718,0.16320395,0.00000000,0.55367530,0.71485317,0.01576544,0.61012933
-4.75737869,1.35106112,0.16220333,0.00000000,0.56349983,0.71960247,0.01544191,0.61596101
-4.75137569,1.35921525,0.16129897,0.00000000,0.57334994,0.72300925,0.01509644,0.62090278
-4.74537269,1.36528568,0.16049560,0.00000000,0.58305952,0.72510890,0.01472929,0.62491927
-4.73936968,1.36929029,0.15979423,0.00000000,0.59246757,0.72596891,0.01434153,0.62799941
-4.73336668,1.37128929,0.15919145,0.00000000,0.60141865,0.72568190,0.01393495,0.63015261
-4.72736368,1.37137415,0.15867881,0.00000000,0.60976322,0.72435760,0.01351204,0.63140404
-4.72136068,1.36965571,0.15824244,0.00000000,0.61735811,0.72211451,0.01307587,0.63178967
-4.71535768,1.36625266,0.15786284,0.00000000,0.62406731,0.71907159,0.01262996,0.63135129
-4.70935468,1.36128111,0.15751496,0.00000000,0.62976330,0.71534079,0.01217819,0.63013213
-4.70335168,1.35484612,0.15716865,0.00000000,0.63432899,0.71102071,0.01172463,0.62817329
-4.69734867,1.34703585,0.15678944,0.00000000,0.63766032,0.70619199,0.01127347,0.62551129
-4.69134567,1.33791855,0.15633966,0.00000000,0.63966948,0.70091451,0.01082885,0.62217689
-4.68534267,1.32754275,0.15577987,0.00000000,0.64028855,0.69522666,0.01039483,0.61819525
-4.67933967,1.31594024,0.15507051,0.00000000,0.63947334,0.68914658,0.00997528,0.61358731
-4.67333667,1.30313172,0.15417371,0.00000000,0.63720726,0.68267514,0.00957386,0.60837218
-4.66733367,1.28913431,0.15305516,0.00000000,0.63350467,0.67580054,0.00919397,0.60257033
-4.66133067,1.27397030,0.15168590,0.00000000,0.62841359,0.66850383,0.00883877,0.59620718
-4.65532766,1.25767619,0.15004396,0.00000000,0.62201740,0.66076504,0.00851114,0.58931669
-4.64932466,1.24031125,0.14811572,0.00000000,0.61443512,0.65256937,0.00821374,0.58194457
-4.64332166,1.22196459,0.14589686,0.00000000,0.60582027,0.64391286,0.00794897,0.57415077
-4.63731866,1.20276022,0.14339291,0.00000000,0.59635803,0.63480708,0.00771903,0.56601090
-4.63131566,1.18285937,0.14061929,0.00000000,0.58626079,0.62528256,0.00752585,0.55761644
-4.62531266,1.16245987,0.13760082,0.00000000,0.57576210,0.61539053,0.00737117,0.54907345
-4.61930965,1.14179232,0.13437078,0.00000000,0.56510925,0.60520293,0.00725646,0.54050006
-4.61330665,1.12111342,0.13096951,0.00000000,0.55455478,0.59481072,0.00718289,0.53202253
-4.60730365,1.10069659,0.12744265,0.00000000,0.54434730,0.58432047,0.00715132,0.52377034
-4.60130065,1.08082068,0.12383906,0.00000000,0.53472194,0.57384971,0.00716224,0.51587047
-4.59529765,1.06175729,0.12020867,0.00000000,0.52589110,0.56352122,0.00721569,0.50844135
-4.58929465,1.04375775,0.11660025,0.00000000,0.51803569,0.55345671,0.00731124,0.50158672
-4.58329165,1.02704041,0.11305922,0.00000000,0.51129757,0.54377045,0.00744794,0.49538998
-4.57728864,1.01177925,0.10962578,0.00000000,0.50577334,0.53456317,0.00762428,0.48990928
-4.57128564,0.99809442,0.10633324,0.00000000,0.50151001,0.52591677,0.00783816,0.48517381
-4.56528264,0.98604545,0.10320676,0.00000000,0.49850258,0.51789006,0.00808685,0.48118137
-4.55927964,0.97562740,0.10026262,0.00000000,0.49669382,0.51051591,0.00836709,0.47789760
-4.55327664,0.96677028,0.09750781,0.00000000,0.49597616,0.50379985,0.00867500,0.47525666
-4.54727364,0.95934172,0.09494023,0.00000000,0.49619565,0.49772032,0.00900624,0.47316364
-4.54127064,0.95315264,0.09254926,0.00000000,0.49715778,0.49223022,0.00935597,0.47149823
-4.53526763,0.94796557,0.09031673,0.00000000,0.49863493,0.48725992,0.00971902,0.47011971
-4.52926463,0.94350505,0.08821828,0.00000000,0.50037506,0.48272124,0.01008992,0.46887270
-4.52326163,0.93946956,0.08622482,0.00000000,0.50211121,0.47851214,0.01046301,0.46759359
-4.51725863,0.93554409,0.08430433,0.00000000,0.50357152,0.47452189,0.01083255,0.46611709
-4.51125563,0.93141293,0.08242354,0.00000000,0.50448921,0.47063626,0.01119285,0.46428267
-4.50525263,0.92677176,0.08054969,0.00000000,0.50461215,0.46674246,0.01153829,0.46194052
-4.49924962,0.92133859,0.07865205,0.00000000,0.50371166,0.46273362,0.01186352,0.45895678
-4.49324662,0.91486319,0.07670339,0.00000000,0.50159021,0.45851256,0.01216346,0.45521781
-4.48724362,0.90713446,0.07468109,0.00000000,0.49808768,0.45399470,0.01243343,0.45063343
-4.48124062,0.89798582,0.07256799,0.00000000,0.49308616,0.44911012,0.01266919,0.44513897
-4.47523762,0.88729849,0.07035294,0.00000000,0.48651295,0.44380486,0.01286702,0.43869623
-4.46923462,0.87500269,0.06803106,0.00000000,0.47834189,0.43804132,0.01302375,0.43129341
-4.46323162,0.86107713,0.06560367,0.00000000,0.46859307,0.43179813,0.01313680,0.42294409
-4.45722861,0.84554694,0.06307796,0.00000000,0.45733078,0.42506962,0.01320424,0.41368553
-4.45122561,0.82848047,0.06046647,0.00000000,0.44466025,0.41786483,0.01322476,0.40357634
-4.44522261,0.80998525,0.05778631,0.00000000,0.43072300,0.41020658,0.01319772,0.39269390
-4.43921961,0.79020341,0.05505833,0.00000000,0.41569129,0.40213045,0.01312314,0.38113149
-4.43321661,0.76930692,0.05230615,0.00000000,0.39976182,0.39368393,0.01300170,0.36899548
-4.42721361,0.74749288,0.04955517,0.00000000,0.38314900,0.38492568,0.01283474,0.35640262
-4.42121061,0.72497891,0.04683159,0.00000000,0.36607800,0.37592506,0.01262419,0.34347751
-4.41520760,0.70199889,0.04416147,0.00000000,0.34877788,0.36676175,0.01237261,0.33035038
-4.40920460,0.67879897,0.04156993,0.00000000,0.33147501,0.35752550,0.01208309,0.31715509
-4.40320160,0.65563391,0.03908036,0.00000000,0.31438696,0.34831578,0.01175920,0.30402744
-4.39719860,0.63276359,0.03671380,0.00000000,0.29771710,0.33924147,0.01140497,0.29110365
-4.39119560,0.61044981,0.03448850,0.00000000,0.28164997,0.33042014,0.01102475,0.27851911
-4.38519260,0.58895302,0.03241955,0.00000000,0.26634758,0.32197718,0.01062317,0.26640715
-4.37918959,0.56852922,0.03051865,0.00000000,0.25194665,0.31404442,0.01020504,0.25489796
-4.37318659,0.54942676,0.02879406,0.00000000,0.23855686,0.30675839,0.00977526,0.24411743
-4.36718359,0.53188316,0.02725062,0.00000000,0.22626011,0.30025815,0.00933873,0.23418606
-4.36118059,0.51612194,0.02588992,0.00000000,0.21511073,0.29468272,0.00890026,0.22521783
-4.35517759,0.50234947,0.02471048,0.00000000,0.20513655,0.29016825,0.00846449,0.21731900
-4.34917459,0.49075207,0.02370809,0.00000000,0.19634084,0.28684488,0.00803587,0.21058697
-4.34317159,0.48149334,0.02287619,0.00000000,0.18870492,0.28483370,0.00761859,0.20510907
-4.33716858,0.47471191,0.02220624,0.00000000,0.18219130,0.28424364,0.00721655,0.20096160
-4.33116558,0.47051968,0.02168817,0.00000000,0.17674736,0.28516869,0.00683339,0.19820883
-4.32516258,0.46900081,0.02131081,0.00000000,0.17230920,0.28768545,0.00647254,0.19690226
-4.31915958,0.47021134,0.02106234,0.00000000,0.16880575,0.29185123,0.00613722,0.19708019
-4.31315658,0.47417966,0.02093067,0.00000000,0.16616272,0.29770276,0.00583057,0.19876742
-4.30715358,0.48090782,0.02090389,0.00000000,0.16430659,0.30525567,0.00555575,0.20197537
