energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,4.41877649,0.02284613,0.57155167,0.83710202,0.59373940,2.09935557,0.00000000,1.02982710,0.89848056
-5.99399700,4.48786377,0.02260938,0.59521202,0.85541203,0.58965812,2.11424449,0.00000000,1.07876087,0.92695089
-5.98799400,4.56146939,0.02236115,0.61893597,0.87588267,0.58546889,2.13242189,0.00000000,1.12982624,0.95525169
-5.98199100,4.63897147,0.02210858,0.64257644,0.89835669,0.58121044,2.15361517,0.00000000,1.18270307,0.98321190
-5.97598799,4.71976173,0.02185948,0.66599709,0.92264092,0.57693593,2.17753847,0.00000000,1.23704472,1.01068058
-5.96998499,4.80323789,0.02162200,0.68907414,0.94850179,0.57270953,2.20388643,0.00000000,1.29247915,1.03752830
-5.96398199,4.88879412,0.02140433,0.71169764,0.97566227,0.56860261,2.23232785,0.00000000,1.34861060,1.06364770
-5.95797899,4.97581076,0.02121439,0.73377206,1.00380055,0.56468959,2.26249980,0.00000000,1.40502202,1.08895293
-5.95197599,5.06364473,0.02105954,0.75521646,1.03255079,0.56104384,2.29400315,0.00000000,1.46127838,1.11337837
-5.94597299,5.15162172,0.02094626,0.77596404,1.06150627,0.55773376,2.32640017,0.00000000,1.51693104,1.13687669
-5.93996998,5.23903138,0.02087999,0.79596139,1.09022488,0.55481924,2.35921457,0.00000000,1.57152315,1.15941639
-5.93396698,5.32512615,0.02086485,0.81516736,1.11823700,0.55234877,2.39193439,0.00000000,1.62459600,1.18097909
-5.92796398,5.40912423,0.02090354,0.83355180,1.14505540,0.55035713,2.42401792,0.00000000,1.67569636,1.20155673
-5.92196098,5.49021704,0.02099721,0.85109409,1.17018700,0.54886390,2.45490232,0.00000000,1.72438449,1.22114883
-5.91595798,5.56758092,0.02114549,0.86778181,1.19314588,0.54787280,2.48401498,0.00000000,1.77024262,1.23976011
-5.90995498,5.64039264,0.02134641,0.88360941,1.21346695,0.54737173,2.51078680,0.00000000,1.81288365,1.25739840
-5.90395198,5.70784820,0.02159656,0.89857702,1.23071989,0.54733365,2.53466712,0.00000000,1.85195968,1.27407314
-5.89794897,5.76918387,0.02189115,0.91268955,1.24452242,0.54771808,2.55513938,0.00000000,1.88717009,1.28979443
-5.89194597,5.82369857,0.02222418,0.92595600,1.25455256,0.54847320,2.57173684,0.00000000,1.91826879,1.30457258
-5.88594297,5.87077646,0.02258863,0.93838899,1.26055921,0.54953835,2.58405768,0.00000000,1.94507039,1.31841836
-5.87993997,5.90990851,0.02297667,0.95000461,1.26237054,0.55084688,2.59177868,0.00000000,1.96745494,1.33134364
-5.87393697,5.94071220,0.02337987,0.96082239,1.25989999,0.55232919,2.59466685,0.00000000,1.98537118,1.34336250
-5.86793397,5.96294815,0.02378947,0.97086554,1.25314943,0.55391570,2.59258863,0.00000000,1.99883794,1.35449262
-5.86193097,5.97653296,0.02419657,0.98016123,1.24220966,0.55553986,2.58551605,0.00000000,2.00794389,1.36475691
-5.85592796,5.98154763,0.02459238,0.98874094,1.22725802,0.55714071,2.57352969,0.00000000,2.01284538,1.37418516
-5.84992496,5.97824103,0.02496842,0.99664087,1.20855344,0.55866530,2.55681843,0.00000000,2.01376262,1.38281566
-5.84392196,5.96702823,0.02531669,1.00390217,1.18642918,0.56007044,2.53567571,0.00000000,2.01097422,1.39069662
-5.83791896,5.94848362,0.02562988,1.01057116,1.16128350,0.56132402,2.51049277,0.00000000,2.00481036,1.39788742
-5.83191596,5.92332890,0.02590142,1.01669930,1.13356884,0.56240562,2.48174878,0.00000000,1.99564469,1.40445941
-5.82591296,5.89241641,0.02612568,1.02234301,1.10377980,0.56330657,2.44999844,0.00000000,1.98388532,1.41049641
-5.81990995,5.85670812,0.02629795,1.02756326,1.07244042,0.56402923,2.41585730,0.00000000,1.96996505,1.41609482
-5.81390695,5.81725087,0.02641455,1.03242488,1.04009124,0.56458566,2.37998521,0.00000000,1.95433119,1.42136317
-5.80790395,5.77514871,0.02647277,1.03699572,1.00727646,0.56499572,2.34306851,0.00000000,1.93743516,1.42642140
-5.80190095,5.73153299,0.02647094,1.04134550,0.97453149,0.56528458,2.30580134,0.00000000,1.91972214,1.43139956
-5.79589795,5.68753102,0.02640829,1.04554459,0.94237139,0.56547984,2.26886654,0.00000000,1.90162107,1.43643619
-5.78989495,5.64423438,0.02628499,1.04966249,0.91128015,0.56560842,2.23291681,0.00000000,1.88353514,1.44167632
-5.78389195,5.60266752,0.02610197,1.05376629,0.88170111,0.56569318,2.19855640,0.00000000,1.86583298,1.44726899
-5.77788894,5.56375775,0.02586090,1.05791907,0.85402870,0.56574973,2.16632405,0.00000000,1.84884084,1.45336453
-5.77188594,5.52830740,0.02556406,1.06217819,0.82860134,0.56578337,2.13667740,0.00000000,1.83283582,1.46011145
-5.76588294,5.49696909,0.02521423,1.06659369,0.80569577,0.56578641,2.10997947,0.00000000,1.81804035,1.46765306
-5.75987994,5.47022469,0.02481459,1.07120678,0.78552268,0.56573611,2.08648757,0.00000000,1.80461812,1.47612373
-5.75387694,5.44836887,0.02436861,1.07604837,0.76822360,0.56559325,2.06634491,0.00000000,1.79267138,1.48564507
-5.74787394,5.43149762,0.02387994,1.08113781,0.75386923,0.56530149,2.04957527,0.00000000,1.78223983,1.49632174
-5.74187094,5.41950224,0.02335234,1.08648189,0.74245896,0.56478769,2.03608093,0.00000000,1.77330114,1.50823728
-5.73586793,5.41206898,0.02278958,1.09207389,0.73392178,0.56396306,2.02564395,0.00000000,1.76577288,1.52144988
-5.72986493,5.40868456,0.02219537,1.09789302,0.72811843,0.56272518,2.01793085,0.00000000,1.75951608,1.53598811
-5.72386193,5.40864725,0.02157332,1.10390392,0.72484494,0.56096094,2.01250073,0.00000000,1.75434005,1.55184696
-5.71785893,5.41108342,0.02092689,1.11005653,0.72383734,0.55855000,2.00881651,0.00000000,1.75000849,1.56898409
-5.71185593,5.41496894,0.02025936,1.11628603,0.72477782,0.55536904,2.00625919,0.00000000,1.74624655,1.58731656
-5.70585293,5.41915496,0.01957382,1.12251297,0.72730196,0.55129614,2.00414469,0.00000000,1.74274878,1.60671821
-5.69984992,5.42239719,0.01887319,1.12864363,0.73100730,0.54621553,2.00174281,0.00000000,1.73918747,1.62701768
-5.69384692,5.42338786,0.01816018,1.13457046,0.73546281,0.54002215,1.99829793,0.00000000,1.73522140,1.64799744
-5.68784392,5.42078948,0.01743738,1.14017263,0.74021945,0.53262604,1.99305075,0.00000000,1.73050450,1.66939385
-5.68184092,5.41326938,0.01670725,1.14531679,0.74482124,0.52395627,1.98526040,0.00000000,1.72469432,1.69089831
-5.67583792,5.39953401,0.01597213,1.14985792,0.74881699,0.51396425,1.97422648,0.00000000,1.71746001,1.71215983
-5.66983492,5.37836220,0.01523430,1.15364046,0.75177211,0.50262625,1.95931014,0.00000000,1.70848966,1.73278877
