energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.78989495,2.42715127,0.02999207,0.04102026,0.54716464,0.51993979,0.02355512,0.87574926,0.24808234,0.69621129
-5.78389195,2.44854101,0.02987917,0.04209685,0.56415638,0.52790980,0.02365167,0.89359976,0.25450042,0.68795176
-5.77788894,2.46495853,0.02981216,0.04309809,0.57947469,0.53395257,0.02365215,0.90894255,0.26077528,0.67938693
-5.77188594,2.47520922,0.02977258,0.04398907,0.59276636,0.53789949,0.02354992,0.92133029,0.26670618,0.67018575
-5.76588294,2.47821838,0.02974111,0.04473772,0.60370535,0.53961104,0.02334102,0.93035689,0.27209328,0.66005182
-5.75987994,2.47306085,0.02969804,0.04531570,0.61200212,0.53898099,0.02302408,0.93566942,0.27674336,0.64873080
-5.75387694,2.45898688,0.02962396,0.04569914,0.61741250,0.53593993,0.02260034,0.93697887,0.28047568,0.63601643
-5.74787394,2.43544343,0.02950033,0.04586927,0.61974538,0.53045794,0.02207342,0.93406952,0.28312770,0.62175491
-5.74187094,2.40209037,0.02931010,0.04581287,0.61886924,0.52254643,0.02144916,0.92680667,0.28456037,0.60584756
-5.73586793,2.35881096,0.02903827,0.04552262,0.61471705,0.51225892,0.02073528,0.91514214,0.28466291,0.58825197
-5.72986493,2.30571640,0.02867240,0.04499731,0.60728942,0.49969079,0.01994119,0.89911762,0.28335674,0.56898144
-5.72386193,2.24314421,0.02820307,0.04424182,0.59665591,0.48497796,0.01907755,0.87886549,0.28059853,0.54810300
-5.71785893,2.17165065,0.02762414,0.04326700,0.58295428,0.46829455,0.01815605,0.85460723,0.27638205,0.52573399
-5.71185593,2.09199717,0.02693299,0.04208942,0.56638790,0.44984951,0.01718900,0.82664919,0.27073894,0.50203742
-5.70585293,2.00513172,0.02613058,0.04073094,0.54722120,0.42988240,0.01618906,0.79537616,0.26373818,0.47721628
-5.69984992,1.91216522,0.02522135,0.03921821,0.52577357,0.40865834,0.01516896,0.76124278,0.25548442,0.45150707
-5.69384692,1.81434442,0.02421307,0.03758206,0.50241170,0.38646245,0.01414120,0.72476311,0.24611512,0.42517267
-5.68784392,1.71302178,0.02311653,0.03585677,0.47754088,0.36359383,0.01311786,0.68649888,0.23579678,0.39849490
-5.68184092,1.60962375,0.02194508,0.03407938,0.45159550,0.34035937,0.01211039,0.64704671,0.22472032,0.37176700
-5.67583792,1.50561833,0.02071420,0.03228889,0.42502905,0.31706753,0.01112944,0.60702493,0.21309579,0.34528620
-5.66983492,1.40248316,0.01944092,0.03052546,0.39830411,0.29402243,0.01018481,0.56706034,0.20114677,0.31934672
-5.66383192,1.30167508,0.01814328,0.02882969,0.37188264,0.27151829,0.00928530,0.52777547,0.18910453,0.29423325
-5.65782891,1.20460205,0.01683975,0.02724184,0.34621676,0.24983445,0.00843873,0.48977661,0.17720230,0.27021523
-5.65182591,1.11259824,0.01554871,0.02580113,0.32174044,0.22923115,0.00765190,0.45364317,0.16566971,0.24754188
-5.64582291,1.02690269,0.01428793,0.02454511,0.29886224,0.20994611,0.00693065,0.41991839,0.15472775,0.22643824
-5.63981991,0.94864206,0.01307417,0.02350904,0.27795914,0.19219197,0.00627987,0.38910174,0.14458416,0.20710205
-5.63381691,0.87881738,0.01192283,0.02272534,0.25937173,0.17615456,0.00570361,0.36164299,0.13542959,0.18970166
-5.62781391,0.81829484,0.01084766,0.02222313,0.24340051,0.16199211,0.00520514,0.33793798,0.12743440,0.17437474
-5.62181091,0.76780040,0.00986065,0.02202774,0.23030344,0.14983508,0.00478708,0.31832598,0.12074617,0.16122790
-5.61580790,0.72791765,0.00897186,0.02216041,0.22029451,0.13978682,0.00445148,0.30308851,0.11548793,0.15033689
-5.60980490,0.69908863,0.00818951,0.02263787,0.21354330,0.13192459,0.00419993,0.29244930,0.11175707,0.14174755
-5.60380190,0.68161685,0.00751996,0.02347209,0.21017520,0.12630113,0.00403367,0.28657530,0.10962479,0.13547707
-5.59779890,0.67567208,0.00696789,0.02467001,0.21027231,0.12294635,0.00395367,0.28557834,0.10913612,0.13151570
-5.59179590,0.68129624,0.00653644,0.02623337,0.21387465,0.12186923,0.00396073,0.28951725,0.11031032,0.12982866
-5.58579290,0.69840993,0.00622739,0.02815852,0.22098173,0.12305956,0.00405552,0.29840021,0.11314166,0.13035817
-5.57978989,0.72681909,0.00604138,0.03043637,0.23155411,0.12648971,0.00423860,0.31218703,0.11760048,0.13302552
-5.57378689,0.76622153,0.00597809,0.03305230,0.24551510,0.13211598,0.00451048,0.33079133,0.12363443,0.13773314
-5.56778389,0.81621299,0.00603641,0.03598627,0.26275227,0.13987975,0.00487155,0.35408238,0.13116991,0.14436659
-5.56178089,0.87629258,0.00621459,0.03921290,0.28311894,0.14970827,0.00532207,0.38188657,0.14011355,0.15279638
-5.55577789,0.94586761,0.00651034,0.04270171,0.30643542,0.16151509,0.00586208,0.41398851,0.15035388,0.16287976
-5.54977489,1.02425776,0.00692090,0.04641741,0.33249028,0.17520011,0.00649128,0.45013172,0.16176296,0.17446228
-5.54377189,1.11069877,0.00744305,0.05032030,0.36104140,0.19064944,0.00720893,0.49001914,0.17419814,0.18737929
-5.53776888,1.20434577,0.00807307,0.05436678,0.39181706,0.20773496,0.00801369,0.53331331,0.18750382,0.20145726
-5.53176588,1.30427663,0.00880667,0.05850994,0.42451715,0.22631389,0.00890340,0.57963672,0.20151329,0.21651499
-5.52576288,1.40949546,0.00963886,0.06270018,0.45881445,0.24622823,0.00987499,0.62857218,0.21605058,0.23236480
-5.51975988,1.51893682,0.01056381,0.06688600,0.49435622,0.26730447,0.01092421,0.67966373,0.23093238,0.24881358
-5.51375688,1.63147080,0.01157471,0.07101477,0.53076624,0.28935358,0.01204551,0.73241810,0.24597001,0.26566386
-5.50775388,1.74590958,0.01266355,0.07503355,0.56764731,0.31217139,0.01323189,0.78630711,0.26097146,0.28271488
-5.50175088,1.86101579,0.01382100,0.07888991,0.60458443,0.33553961,0.01447475,0.84077112,0.27574347,0.29976370
-5.49574787,1.97551296,0.01503629,0.08253286,0.64114870,0.35922752,0.01576385,0.89522392,0.29009367,0.31660644
-5.48974487,2.08809858,0.01629708,0.08591361,0.67690212,0.38299455,0.01708728,0.94905902,0.30383285,0.33303970
-5.48374187,2.19745983,0.01758944,0.08898641,0.71140324,0.40659361,0.01843151,1.00165768,0.31677727,0.34886211
-5.47773887,2.30229221,0.01889790,0.09170931,0.74421380,0.42977543,0.01978151,1.05239855,0.32875102,0.36387624
-5.47173587,2.40132095,0.02020555,0.09404490,0.77490621,0.45229370,0.02112095,1.10066897,0.33958851,0.37789072
-5.46573287,2.49332513,0.02149420,0.09596091,0.80307192,0.47391096,0.02243250,1.14587775,0.34913700,0.39072273
-5.45972986,2.57716385,0.02274476,0.09743079,0.82833039,0.49440516,0.02369814,1.18746914,0.35725911,0.40220077
-5.45372686,2.65180408,0.02393748,0.09843420,0.85033853,0.51357654,0.02489963,1.22493762,0.36383533,0.41216774
-5.44772386,2.71634906,0.02505252,0.09895739,0.86880034,0.53125468,0.02601895,1.25784307,0.36876651,0.42048424
-5.44172086,2.77006635,0.02607036,0.09899346,0.88347630,0.54730531,0.02703883,1.28582554,0.37197611,0.42703198
-5.43571786,2.81241439,0.02697239,0.09854255,0.89419222,0.56163664,0.02794326,1.30861920,0.37341227,0.43171724
-5.42971486,2.84306596,0.02774153,0.09761183,0.90084709,0.57420472,0.02871805,1.32606459,0.37304954,0.43447416
-5.42371186,2.86192758,0.02836275,0.09621546,0.90341952,0.58501760,0.02935130,1.33811851,0.37089019,0.43526776
-5.41770885,2.86915331,0.02882364,0.09437434,0.90197238,0.59413795,0.02983385,1.34486098,0.36696494,0.43409640
-5.41170585,2.86515191,0.02911497,0.09211569,0.89665517,0.60168384,0.03015967,1.34649856,0.36133320,0.43099371
-5.40570285,2.85058652,0.02923105,0.08947264,0.88770405,0.60782759,0.03032607,1.34336370,0.35408250,0.42602950
-5.39969985,2.82636615,0.02917012,0.08648345,0.87543910,0.61279252,0.03033394,1.33590993,0.34532727,0.41930988
-5.39369685,2.79362888,0.02893456,0.08319085,0.86025889,0.61684769,0.03018775,1.32470260,0.33520691,0.41097620
-5.38769385,2.75371692,0.02853100,0.07964108,0.84263236,0.62030072,0.02989545,1.31040560,0.32388312,0.40120291
-5.38169085,2.70814403,0.02797025,0.07588292,0.82308814,0.62348902,0.02946829,1.29376418,0.31153653,0.39019424
-5.37568784,2.65855652,0.02726717,0.07196670,0.80220171,0.62676954,0.02892046,1.27558460,0.29836287,0.37817990
-5.36968484,2.60668897,0.02644036,0.06794315,0.78058062,0.63050775,0.02826871,1.25671132,0.28456863,0.36540977
-5.36368184,2.55431640,0.02551175,0.06386240,0.75884855,0.63506602,0.02753178,1.23800243,0.27036649,0.35214781
-5.35767884,2.50320469,0.02450608,0.05977294,0.73762846,0.64079210,0.02672988,1.22030459,0.25597054,0.33866536
-5.35167584,2.45506119,0.02345030,0.05572062,0.71752567,0.64800797,0.02588402,1.20442807,0.24159168,0.32523423
-5.34567284,2.41148733,0.02237290,0.05174787,0.69911136,0.65699969,0.02501548,1.19112321,0.22743310,0.31211952
-5.33966983,2.37393504,0.02130326,0.04789296,0.68290710,0.66800843,0.02414512,1.18105891,0.21368630,0.29957281
-5.33366683,2.34366841,0.02027085,0.04418945,0.66937092,0.68122318,0.02329286,1.17480405,0.20052742,0.28782569
-5.32766383,2.32173201,0.01930460,0.04066582,0.65888540,0.69677506,0.02247717,1.17281235,0.18811439,0.27708398
-5.32166083,2.30892647,0.01843219,0.03734527,0.65174814,0.71473363,0.02171462,1.17541116,0.17658461,0.26752282
-5.31565783,2.30579212,0.01767939,0.03424574,0.64816483,0.73510491,0.02101955,1.18279430,0.16605346,0.25928282
-5.30965483,2.31260063,0.01706951,0.03138001,0.64824505,0.75783119,0.02040378,1.19501912,0.15661341,0.25246727
-5.30365183,2.32935453,0.01662287,0.02875604,0.65200099,0.78279243,0.01987646,1.21200753,0.14833394,0.24714059
-5.29764882,2.35579416,0.01635641,0.02637737,0.65934886,0.80980894,0.01944400,1.23355077,0.14126197,0.24332799
-5.29164582,2.39141130,0.01628332,0.02424367,0.67011290,0.83864531,0.01911001,1.25931755,0.13542288,0.24101623
-5.28564282,2.43546869,0.01641279,0.02235132,0.68403193,0.86901509,0.01887545,1.28886515,0.13082189,0.24015556
-5.27963982,2.48702443,0.01674993,0.02069406,0.70076790,0.90058630,0.01873870,1.32165283,0.12744587,0.24066254
-5.27363682,2.54496047,0.01729570,0.01926356,0.71991648,0.93298737,0.01869581,1.35705725,0.12526527,0.24242384
-5.26763382,2.60801410,0.01804701,0.01805006,0.74101905,0.96581358,0.01874068,1.39438935,0.12423619,0.24530066
-5.26163082,2.67481185,0.01899690,0.01704292,0.76357597,0.99863386,0.01886536,1.43291223,0.12430253,0.24913378
-5.25562781,2.74390489,0.02013489,0.01623109,0.78706073,1.03099804,0.01906034,1.47185969,0.12539806,0.25374896
-5.24962481,2.81380547,0.02144738,0.01560346,0.81093453,1.06244451,0.01931485,1.51045521,0.12744843,0.25896262
-5.24362181,2.88302379,0.02291821,0.01514920,0.83466118,1.09250844,0.01961722,1.54793086,0.13037303,0.26458766
-5.23761881,2.95010478,0.02452927,0.01485797,0.85772177,1.12073059,0.01995517,1.58354614,0.13408678,0.27043911
-5.23161581,3.01366446,0.02626123,0.01471997,0.87962888,1.14666681,0.02031622,1.61660638,0.13850174,0.27633972
-5.22561281,3.07242524,0.02809434,0.01472601,0.89994004,1.16989810,0.02068798,1.64648045,0.14352857,0.28212512
-5.21960980,3.12524968,0.03000924,0.01486746,0.91827012,1.19004127,0.02105852,1.67261756,0.14907791,0.28764856
-5.21360680,3.17117205,0.03198777,0.01513612,0.93430224,1.20675996,0.02141672,1.69456284,0.15506160,0.29278507
-5.20760380,3.20942693,0.03401380,0.01552412,0.94779708,1.21977574,0.02175256,1.71197129,0.16139385,0.29743488
-5.20160080,3.23947405,0.03607396,0.01602371,0.95860021,1.22887893,0.02205743,1.72461974,0.16799229,0.30152612
-5.19559780,3.26101843,0.03815819,0.01662713,0.96664722,1.23393867,0.02232443,1.73241646,0.17477885,0.30501651
-5.18959480,3.27402488,0.04026027,0.01732646,0.97196650,1.23491182,0.02254857,1.73540781,0.18168070,0.30789418
-5.18359180,3.27872600,0.04237805,0.01811342,0.97467942,1.23184997,0.02272692,1.73378164,0.18863087,0.31017741
-5.17758879,3.27562284,0.04451349,0.01897937,0.97499794,1.22490421,0.02285879,1.72786709,0.19556887,0.31191339
-5.17158579,3.26547758,0.04667247,0.01991517,0.97321949,1.21432712,0.02294572,1.71813031,0.20244114,0.31317584
-5.16558279,3.24929785,0.04886430,0.02091121,0.96971931,1.20047145,0.02299149,1.70516605,0.20920125,0.31406176
-5.15957979,3.22831255,0.05110105,0.02195741,0.96494030,1.18378550,0.02300199,1.68968504,0.21581000,0.31468720
-5.15357679,3.20393948,0.05339659,0.02304332,0.95938066,1.16480474,0.02298503,1.67249721,0.22223524,0.31518227
-5.14757379,3.17774535,0.05576548,0.02415820,0.95357960,1.14414000,0.02295008,1.65449106,0.22845154,0.31568552
-5.14157079,3.15139920,0.05822166,0.02529114,0.94810157,1.12246229,0.02290793,1.63660973,0.23443965,0.31633794
-5.13556778,3.12662057,0.06077712,0.02643124,0.94351944,1.10048469,0.02287030,1.61982416,0.24018572,0.31727674
-5.12956478,3.10512428,0.06344053,0.02756770,0.94039711,1.07894202,0.02284938,1.60510450,0.24568049,0.31862921
-5.12356178,3.08856344,0.06621595,0.02869001,0.93927223,1.05856873,0.02285740,1.59339033,0.25091818,0.32050688
-5.11755878,3.07847322,0.06910168,0.02978806,0.94063945,1.04007616,0.02290609,1.58556097,0.25589549,0.32300032
-5.11155578,3.07621720,0.07208937,0.03085224,0.94493486,1.02412977,0.02300626,1.58240679,0.26061042,0.32617470
-5.10555278,3.08293871,0.07516342,0.03187350,0.95252211,1.01132749,0.02316734,1.58460268,0.26506118,0.33006644
-5.09954977,3.09951895,0.07830068,0.03284347,0.96368063,1.00217985,0.02339701,1.59268452,0.26924522,0.33468105
-5.09354677,3.12654381,0.08147062,0.03375437,0.97859640,0.99709291,0.02370087,1.60702983,0.27315830,0.33999232
-5.08754377,3.16428055,0.08463588,0.03459911,0.99735553,0.99635448,0.02408223,1.62784302,0.27679379,0.34594285
-5.08154077,3.21266557,0.08775321,0.03537122,1.01994073,1.00012441,0.02454194,1.65514612,0.28014218,0.35244607
-5.07553777,3.27130347,0.09077477,0.03606478,1.04623095,1.00842907,0.02507838,1.68877516,0.28319082,0.35938940
-5.06953477,3.33947761,0.09364977,0.03667446,1.07600384,1.02116044,0.02568753,1.72838236,0.28592389,0.36663870
-5.06353177,3.41617152,0.09632641,0.03719540,1.10894112,1.03807964,0.02636314,1.77344413,0.28832266,0.37404362
-5.05752876,3.50010032,0.09875382,0.03762324,1.14463640,1.05882486,0.02709697,1.82327451,0.29036596,0.38144362
-5.05152576,3.58975062,0.10088424,0.03795409,1.18260531,1.08292317,0.02787913,1.87704344,0.29203085,0.38867445
-5.04552276,3.68342736,0.10267505,0.03818455,1.22229726,1.10980580,0.02869853,1.93379936,0.29329345,0.39557467
-5.03951976,3.77930548,0.10409062,0.03831172,1.26310871,1.13882627,0.02954327,1.99249509,0.29412992,0.40199198
-5.03351676,3.87548461,0.10510398,0.03833332,1.30439722,1.16928057,0.03040112,2.05201628,0.29451750,0.40778899
-5.02751376,3.97004439,0.10569812,0.03824768,1.34549608,1.20042874,0.03126005,2.11121122,0.29443551,0.41284828
-5.02151076,4.06109866,0.10586687,0.03805394,1.38572897,1.23151687,0.03210859,2.16892126,0.29386636,0.41707634
-5.01550775,4.14684656,0.10561532,0.03775207,1.42442440,1.26179904,0.03293633,2.22401073,0.29279648,0.42040639
-5.00950475,4.22561900,0.10495980,0.03734301,1.46092954,1.29055823,0.03373420,2.27539554,0.29121707,0.42279998
-5.00350175,4.29591919,0.10392733,0.03682877,1.49462343,1.31712567,0.03449480,2.32206975,0.28912471,0.42424712
-4.99749875,4.35645633,0.10255474,0.03621246,1.52492908,1.34089809,0.03521257,2.36312934,0.28652187,0.42476535
-4.99149575,4.40617185,0.10088722,0.03549843,1.55132471,1.36135247,0.03588390,2.39779283,0.28341715,0.42439748
-4.98549275,4.44425801,0.09897676,0.03469221,1.57335379,1.37805785,0.03650715,2.42541824,0.27982542,0.42320847
-4.97948974,4.47016878,0.09688018,0.03380055,1.59063396,1.39068416,0.03708255,2.44551623,0.27576779,0.42128144
-4.97348674,4.48362358,0.09465712,0.03283139,1.60286475,1.39900784,0.03761207,2.45775932,0.27127150,0.41871316
-4.96748374,4.48460422,0.09236799,0.03179376,1.60983406,1.40291438,0.03809916,2.46198707,0.26636967,0.41560931
-4.96148074,4.47334587,0.09007195,0.03069770,1.61142332,1.40239786,0.03854847,2.45820743,0.26110100,0.41207962
-4.95547774,4.45032283,0.08782504,0.02955411,1.60761128,1.39755765,0.03896553,2.44659438,0.25550946,0.40823328
-4.94947474,4.41622986,0.08567857,0.02837462,1.59847619,1.38859254,0.03935639,2.42748193,0.24964394,0.40417479
-4.94347174,4.37196002,0.08367776,0.02717143,1.58419636,1.37579264,0.03972728,2.40135494,0.24355785,0.40000036
-4.93746873,4.31857964,0.08186080,0.02595708,1.56504882,1.35952931,0.04008426,2.36883673,0.23730878,0.39579509
-4.93146573,4.25730120,0.08025812,0.02474433,1.54140608,1.34024352,0.04043290,2.33067407,0.23095806,0.39163095
-4.92546273,4.18945463,0.07889220,0.02354591,1.51373059,1.31843300,0.04077805,2.28771967,0.22457031,0.38756557
-4.91945973,4.11645758,0.07777754,0.02237436,1.48256709,1.29463847,0.04112356,2.24091243,0.21821289,0.38364192
-4.91345673,4.03978506,0.07692110,0.02124181,1.44853271,1.26942939,0.04147222,2.19125605,0.21195529,0.37988861
-4.90745373,3.96093877,0.07632287,0.02015983,1.41230472,1.24338950,0.04182558,2.13979612,0.20586830,0.37632096
-4.90145073,3.88141657,0.07597674,0.01913923,1.37460640,1.21710246,0.04218393,2.08759630,0.20002308,0.37294249
-4.89544772,3.80268220,0.07587140,0.01818986,1.33619093,1.19113793,0.04254637,2.03571390,0.19449004,0.36974679
-4.88944472,3.72613580,0.07599140,0.01732047,1.29782391,1.16603833,0.04291081,1.98517552,0.18933750,0.36671957
-4.88344172,3.65308544,0.07631816,0.01653855,1.26026481,1.14230662,0.04327408,1.93695318,0.18463020,0.36384074
-4.87743872,3.58472030,0.07683086,0.01585017,1.22424792,1.12039518,0.04363209,1.89194154,0.18042761,0.36108639
-4.87143572,3.52208572,0.07750735,0.01525983,1.19046341,1.10069624,0.04397993,1.85093683,0.17678221,0.35843054
-4.86543272,3.46606098,0.07832480,0.01477040,1.15953907,1.08353387,0.04431202,1.81461808,0.17373761,0.35584657
-4.85942971,3.41734027,0.07926021,0.01438296,1.13202350,1.06915782,0.04462229,1.78353123,0.17132682,0.35330828
-4.85342671,3.37641752,0.08029079,0.01409680,1.10837124,1.05773930,0.04490428,1.75807663,0.16957048,0.35079054
-4.84742371,3.34357582,0.08139406,0.01390933,1.08893051,1.04936890,0.04515127,1.73850052,0.16847545,0.34826962
-4.84142071,3.31888188,0.08254798,0.01381617,1.07393408,1.04405661,0.04535644,1.72489070,0.16803363,0.34572313
-4.83541771,3.30218629,0.08373080,0.01381114,1.06349364,1.04173412,0.04551295,1.71717682,0.16822113,0.34312976
-4.82941471,3.29312974,0.08492095,0.01388638,1.05759797,1.04225918,0.04561405,1.71513537,0.16899809,0.34046884
-4.82341171,3.29115551,0.08609688,0.01403256,1.05611509,1.04542213,0.04565323,1.71839929,0.17030883,0.33771989
-4.81740870,3.29552822,0.08723696,0.01423900,1.05879841,1.05095433,0.04562432,1.72647213,0.17208280,0.33486216
-4.81140570,3.30535850,0.08831939,0.01449399,1.06529659,1.05853824,0.04552160,1.73874622,0.17423601,0.33187443
-4.80540270,3.31963302,0.08932227,0.01478507,1.07516690,1.06781893,0.04534002,1.75452440,0.17667310,0.32873494
-4.79939970,3.33724902,0.09022380,0.01509934,1.08789165,1.07841661,0.04507530,1.77304460,0.17928998,0.32542170
-4.79339670,3.35705221,0.09100261,0.01542384,1.10289685,1.08993966,0.04472412,1.79350630,0.18197689,0.32191302
-4.78739370,3.37787651,0.09163824,0.01574591,1.11957267,1.10199780,0.04428433,1.81509791,0.18462186,0.31818841
-4.78139070,3.39858425,0.09211166,0.01605353,1.13729463,1.11421486,0.04375506,1.83702406,0.18711434,0.31422969
-4.77538769,3.41810489,0.09240602,0.01633573,1.15544480,1.12624052,0.04313695,1.85853156,0.18934896,0.31002225
-4.76938469,3.43547059,0.09250727,0.01658285,1.17343207,1.13776063,0.04243221,1.87893307,0.19122907,0.30555640
-4.76338169,3.44984702,0.09240485,0.01678684,1.19071070,1.14850560,0.04164473,1.89762732,0.19267013,0.30082863
-4.75737869,3.46055770,0.09209232,0.01694150,1.20679631,1.15825648,0.04078014,1.91411521,0.19360254,0.29584274
-4.75137569,3.46710082,0.09156778,0.01704259,1.22127877,1.16684847,0.03984570,1.92801087,0.19397393,0.29061056
-4.74537269,3.46915751,0.09083413,0.01708791,1.23383135,1.17417170,0.03885026,1.93904738,0.19375074,0.28515232
-4.73936968,3.46659128,0.08989920,0.01707733,1.24421594,1.18016921,0.03780401,1.94707696,0.19291900,0.27949656
-4.73336668,3.45943852,0.08877549,0.01701267,1.25228425,1.18483240,0.03671826,1.95206568,0.19148427,0.27367936
-4.72736368,3.44789080,0.08747974,0.01689756,1.25797493,1.18819412,0.03560509,1.95408314,0.18947077,0.26774317
-4.72136068,3.43226993,0.08603228,0.01673720,1.26130716,1.19031990,0.03447696,1.95328778,0.18691971,0.26173507
-4.71535768,3.41299727,0.08445612,0.01653807,1.26237101,1.19129787,0.03334628,1.94990871,0.18388692,0.25570458
-4.70935468,3.39055922,0.08277589,0.01630762,1.26131532,1.19122796,0.03222498,1.94422522,0.18043994,0.24970121
-4.70335168,3.36547090,0.08101670,0.01605389,1.25833388,1.19021110,0.03112405,1.93654517,0.17665469,0.24377188
-4.69734867,3.33824027,0.07920291,0.01578515,1.25365072,1.18833907,0.03005314,1.92718345,0.17261188,0.23795825
-4.69134567,3.30933477,0.07735704,0.01550955,1.24750535,1.18568571,0.02902019,1.91644185,0.16839342,0.23229434
-4.68534267,3.27915255,0.07549865,0.01523473,1.24013880,1.18229990,0.02803113,1.90459140,0.16407891,0.22680449
-4.67933967,3.24799974,0.07364353,0.01496758,1.23178115,1.17820089,0.02708972,1.89185807,0.15974249,0.22150180
-4.67333667,3.21607528,0.07180306,0.01471393,1.22264114,1.17337615,0.02619742,1.87841257,0.15545005,0.21638718
-4.66733367,3.18346364,0.06998378,0.01447838,1.21289830,1.16778184,0.02535340,1.86436463,0.15125710,0.21144919
-4.66133067,3.15013599,0.06818742,0.01426417,1.20269775,1.16134582,0.02455468,1.84976181,0.14720721,0.20666450
-4.65532766,3.11595905,0.06641102,0.01407309,1.19214782,1.15397301,0.02379636,1.83459269,0.14333113,0.20199919
-4.64932466,3.08071101,0.06464747,0.01390551,1.18132030,1.14555247,0.02307192,1.81879394,0.13964663,0.19741058
-4.64332166,3.04410308,0.06288626,0.01376044,1.17025298,1.13596599,0.02237363,1.80226053,0.13615891,0.19284971
