energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-3.52076038,0.45655848,0.12825078,0.14285687,0.00000883,0.01582012,0.03175273,0.20619348,0.10310740,0.00000000
-3.51475738,0.43691401,0.12005631,0.14372631,0.00000863,0.01537416,0.03022012,0.19361663,0.09384518,0.00000000
-3.50875438,0.42415609,0.11402549,0.14746131,0.00000881,0.01511388,0.02929644,0.18349976,0.08575106,0.00000000
-3.50275138,0.41866854,0.11022132,0.15424623,0.00000933,0.01506188,0.02899514,0.17600248,0.07885254,0.00000000
-3.49674837,0.42078933,0.10869681,0.16425282,0.00001017,0.01523801,0.02932803,0.17126180,0.07316737,0.00000000
-3.49074537,0.43080100,0.10949330,0.17763371,0.00001130,0.01565891,0.03030469,0.16938962,0.06870405,0.00000000
-3.48474237,0.44892043,0.11263843,0.19451525,0.00001269,0.01633766,0.03193194,0.17047027,0.06546213,0.00000000
-3.47873937,0.47528804,0.11814361,0.21498989,0.00001433,0.01728338,0.03421306,0.17455824,0.06343259,0.00000000
-3.47273637,0.50995674,0.12600112,0.23910833,0.00001619,0.01850094,0.03714700,0.18167599,0.06259807,0.00000000
-3.46673337,0.55288090,0.13618086,0.26687181,0.00001827,0.01999061,0.04072748,0.19181192,0.06293300,0.00000000
-3.46073037,0.60390593,0.14862704,0.29822477,0.00002055,0.02174783,0.04494214,0.20491852,0.06440374,0.00000000
-3.45472736,0.66275899,0.16325484,0.33304838,0.00002299,0.02376296,0.04977163,0.22091083,0.06696861,0.00000000
-3.44872436,0.72904146,0.17994738,0.37115531,0.00002558,0.02602120,0.05518880,0.23966525,0.07057795,0.00000000
-3.44272136,0.80222392,0.19855323,0.41228623,0.00002828,0.02850247,0.06115812,0.26101891,0.07517421,0.00000000
-3.43671836,0.88164429,0.21888460,0.45610838,0.00003107,0.03118154,0.06763514,0.28476963,0.08069209,0.00000000
-3.43071536,0.96650966,0.24071668,0.50221662,0.00003391,0.03402816,0.07456633,0.31067676,0.08705882,0.00000000
-3.42471236,1.05590249,0.26378804,0.55013719,0.00003676,0.03700740,0.08188914,0.33846289,0.09419453,0.00000000
-3.41870935,1.14879131,0.28780260,0.59933440,0.00003957,0.04008013,0.08953244,0.36781661,0.10201291,0.00000000
-3.41270635,1.24404628,0.31243296,0.64922012,0.00004231,0.04320362,0.09741729,0.39839631,0.11042201,0.00000000
-3.40670335,1.34045925,0.33732538,0.69916620,0.00004493,0.04633232,0.10545804,0.42983512,0.11932531,0.00000000
-3.40070035,1.43676824,0.36210616,0.74851923,0.00004738,0.04941878,0.11356392,0.46174690,0.12862304,0.00000000
-3.39469735,1.53168554,0.38638948,0.79661746,0.00004963,0.05241464,0.12164077,0.49373318,0.13821370,0.00000000
-3.38869435,1.62392870,0.40978628,0.84280922,0.00005163,0.05527179,0.12959324,0.52539095,0.14799582,0.00000000
-3.38269135,1.71225336,0.43191399,0.88647199,0.00005336,0.05794349,0.13732712,0.55632105,0.15786991,0.00000000
-3.37668834,1.79548667,0.45240679,0.92703170,0.00005477,0.06038560,0.14475180,0.58613698,0.16774048,0.00000000
-3.37068534,1.87256010,0.47092584,0.96398107,0.00005584,0.06255773,0.15178292,0.61447378,0.17751822,0.00000000
-3.36468234,1.94254029,0.48716920,0.99689645,0.00005657,0.06442433,0.15834483,0.64099679,0.18712206,0.00000000
-3.35867934,2.00465668,0.50088086,1.02545230,0.00005694,0.06595570,0.16437308,0.66540998,0.19648125,0.00000000
-3.35267634,2.05832480,0.51185859,1.04943270,0.00005697,0.06712881,0.16981659,0.68746348,0.20553727,0.00000000
-3.34667334,2.10316425,0.51996019,1.06873931,0.00005665,0.06792796,0.17463953,0.70696015,0.21424549,0.00000000
-3.34067034,2.13901066,0.52510790,1.08339553,0.00005602,0.06834523,0.17882280,0.72376103,0.22257653,0.00000000
-3.33466733,2.16592122,0.52729068,1.09354659,0.00005511,0.06838070,0.18236508,0.73778927,0.23051734,0.00000000
-3.32866433,2.18417346,0.52656440,1.09945575,0.00005396,0.06804246,0.18528326,0.74903264,0.23807174,0.00000000
-3.32266133,2.19425764,0.52304983,1.10149662,0.00005263,0.06734631,0.18761245,0.75754441,0.24526062,0.00000000
-3.31665833,2.19686296,0.51692864,1.10014224,0.00005116,0.06631534,0.18940522,0.76344263,0.25212160,0.00000000
-3.31065533,2.19285824,0.50843760,1.09595123,0.00004964,0.06497922,0.19073048,0.76690776,0.25870814,0.00000000
-3.30465233,2.18326807,0.49786115,1.08955183,0.00004813,0.06337336,0.19167160,0.76817883,0.26508821,0.00000000
-3.29864932,2.16924508,0.48552290,1.08162436,0.00004672,0.06153794,0.19232419,0.76754811,0.27134244,0.00000000
-3.29264632,2.15203970,0.47177628,1.07288296,0.00004550,0.05951675,0.19279333,0.76535448,0.27756177,0.00000000
-3.28664332,2.13296819,0.45699478,1.06405723,0.00004456,0.05735607,0.19319052,0.76197575,0.28384468,0.00000000
-3.28064032,2.11338010,0.44156217,1.05587437,0.00004400,0.05510344,0.19363030,0.75781992,0.29029408,0.00000000
-3.27463732,2.09462606,0.42586309,1.04904246,0.00004391,0.05280652,0.19422677,0.75331575,0.29701387,0.00000000
-3.26863432,2.07802678,0.41027424,1.04423514,0.00004440,0.05051186,0.19509005,0.74890284,0.30410532,0.00000000
-3.26263132,2.06484377,0.39515642,1.04207813,0.00004559,0.04826394,0.19632279,0.74502126,0.31166331,0.00000000
-3.25662831,2.05625257,0.38084766,1.04313772,0.00004759,0.04610412,0.19801696,0.74210117,0.31977260,0.00000000
-3.25062531,2.05331869,0.36765746,1.04791117,0.00005050,0.04406984,0.20025086,0.74055254,0.32850423,0.00000000
-3.24462231,2.05697657,0.35586223,1.05681921,0.00005445,0.04219394,0.20308654,0.74075507,0.33791206,0.00000000
-3.23861931,2.06801180,0.34570184,1.07020026,0.00005955,0.04050406,0.20656776,0.74304880,0.34802980,0.00000000
-3.23261631,2.08704652,0.33737724,1.08830640,0.00006594,0.03902225,0.21071846,0.74772521,0.35886833,0.00000000
-3.22661331,2.11452809,0.33104909,1.11130084,0.00007373,0.03776474,0.21554183,0.75501937,0.37041374,0.00000000
-3.22061031,2.15072096,0.32683720,1.13925667,0.00008304,0.03674179,0.22102001,0.76510305,0.38262582,0.00000000
-3.21460730,2.19570169,0.32482063,1.17215677,0.00009401,0.03595778,0.22711437,0.77807900,0.39543742,0.00000000
-3.20860430,2.24935708,0.32503851,1.20989481,0.00010675,0.03541128,0.23376641,0.79397666,0.40875441,0.00000000
-3.20260130,2.31138534,0.32749116,1.25227714,0.00012139,0.03509541,0.24089919,0.81274921,0.42245648,0.00000000
-3.19659830,2.38130031,0.33214177,1.29902576,0.00013802,0.03499816,0.24841925,0.83427227,0.43639866,0.00000000
-3.19059530,2.45843880,0.33891834,1.34978220,0.00015676,0.03510285,0.25621891,0.85834417,0.45041362,0.00000000
-3.18459230,2.54197092,0.34771592,1.40411253,0.00017769,0.03538873,0.26417890,0.88468799,0.46431461,0.00000000
-3.17858929,2.63091366,0.35839922,1.46151349,0.00020089,0.03583151,0.27217123,0.91295527,0.47789903,0.00000000
-3.17258629,2.72414745,0.37080548,1.52142000,0.00022641,0.03640408,0.28006218,0.94273156,0.49095267,0.00000000
-3.16658329,2.82043590,0.38474771,1.58321391,0.00025428,0.03707719,0.28771539,0.97354365,0.50325424,0.00000000
-3.16058029,2.91844855,0.40001826,1.64623427,0.00028449,0.03782018,0.29499485,1.00486851,0.51458037,0.00000000
-3.15457729,3.01678633,0.41639279,1.70978890,0.00031702,0.03860169,0.30176791,1.03614381,0.52471086,0.00000000
-3.14857429,3.11400972,0.43363454,1.77316742,0.00035179,0.03939048,0.30790809,1.06677987,0.53343397,0.00000000
-3.14257129,3.20866890,0.45149905,1.83565537,0.00038869,0.04015606,0.31329773,1.09617282,0.54055182,0.00000000
-3.13656828,3.29933551,0.46973901,1.89654926,0.00042754,0.04086949,0.31783040,1.12371872,0.54588552,0.00000000
-3.13056528,3.38463540,0.48810948,1.95517232,0.00046813,0.04150397,0.32141314,1.14882837,0.54928016,0.00000000
-3.12456228,3.46328139,0.50637305,2.01089032,0.00051021,0.04203548,0.32396836,1.17094229,0.55060923,0.00000000
-3.11855928,3.53410527,0.52430511,2.06312721,0.00055344,0.04244332,0.32543551,1.18954560,0.54977863,0.00000000
-3.11255628,3.59608791,0.54169878,2.11137985,0.00059747,0.04271052,0.32577242,1.20418221,0.54672987,0.00000000
-3.10655328,3.64838662,0.55836953,2.15523144,0.00064189,0.04282421,0.32495632,1.21446799,0.54144250,0.00000000
-3.10055028,3.69035847,0.57415932,2.19436288,0.00068622,0.04277586,0.32298450,1.22010220,0.53393558,0.00000000
-3.09454727,3.72157867,0.58893984,2.22856171,0.00072999,0.04256137,0.31987463,1.22087702,0.52426819,0.00000000
-3.08854427,3.74185319,0.60261505,2.25772795,0.00077268,0.04218108,0.31566463,1.21668448,0.51253878,0.00000000
-3.08254127,3.75122472,0.61512253,2.28187660,0.00081375,0.04163963,0.31041210,1.20752069,0.49888346,0.00000000
-3.07653827,3.74997147,0.62643376,2.30113632,0.00085267,0.04094567,0.30419338,1.19348693,0.48347317,0.00000000
-3.07053527,3.73859863,0.63655317,2.31574427,0.00088893,0.04011155,0.29710204,1.17478772,0.46650986,0.00000000
-3.06453227,3.71782233,0.64551595,2.32603698,0.00092203,0.03915278,0.28924700,1.15172551,0.44822169,0.00000000
-3.05852926,3.68854656,0.65338464,2.33243750,0.00095152,0.03808747,0.28075022,1.12469254,0.42885745,0.00000000
-3.05252626,3.65183360,0.66024460,2.33543908,0.00097700,0.03693575,0.27174393,1.09415975,0.40868035,0.00000000
-3.04652326,3.60886886,0.66619855,2.33558598,0.00099814,0.03571901,0.26236761,1.06066341,0.38796146,0.00000000
-3.04052026,3.56092149,0.67136023,2.33345189,0.00101469,0.03445926,0.25276465,1.02478973,0.36697295,0.00000000
-3.03451726,3.50930192,0.67584769,2.32961700,0.00102648,0.03317841,0.24307890,0.98715816,0.34598141,0.00000000
-3.02851426,3.45531826,0.67977618,2.32464443,0.00103343,0.03189760,0.23345117,0.94840397,0.32524147,0.00000000
-3.02251126,3.40023290,0.68325126,2.31905705,0.00103556,0.03063657,0.22401573,0.90916064,0.30499004,0.00000000
-3.01650825,3.34522135,0.68636226,2.31331579,0.00103298,0.02941313,0.21489707,0.87004285,0.28544122,0.00000000
-3.01050525,3.29133472,0.68917652,2.30780023,0.00102588,0.02824270,0.20620691,0.83163050,0.26678218,0.00000000
-3.00450225,3.23946742,0.69173469,2.30279258,0.00101453,0.02713794,0.19804162,0.79445439,0.24917002,0.00000000
-2.99849925,3.19033148,0.69404733,2.29846574,0.00099927,0.02610852,0.19048015,0.75898399,0.23272976,0.00000000
-2.99249625,3.14443827,0.69609319,2.29487599,0.00098049,0.02516097,0.18358246,0.72561754,0.21755345,0.00000000
-2.98649325,3.10208858,0.69781908,2.29196099,0.00095862,0.02429871,0.17738866,0.69467480,0.20370036,0.00000000
-2.98049025,3.06337110,0.69914160,2.28954301,0.00093412,0.02352210,0.17191865,0.66639259,0.19119813,0.00000000
-2.97448724,3.02816956,0.69995060,2.28733754,0.00090746,0.02282866,0.16717249,0.64092295,0.18004482,0.00000000
-2.96848424,2.99617783,0.70011437,2.28496696,0.00087908,0.02221337,0.16313128,0.61833401,0.17021174,0.00000000
-2.96248124,2.96692245,0.69948617,2.28197866,0.00084944,0.02166899,0.15975869,0.59861335,0.16164677,0.00000000
-2.95647824,2.93979139,0.69791202,2.27786703,0.00081893,0.02118651,0.15700284,0.58167343,0.15427806,0.00000000
-2.95047524,2.91406791,0.69523932,2.27209825,0.00078792,0.02075558,0.15479862,0.56735900,0.14801800,0.00000000
-2.94447224,2.88896773,0.69132579,2.26413687,0.00075673,0.02036502,0.15307037,0.55545603,0.14276714,0.00000000
-2.93846923,2.86367830,0.68604847,2.25347308,0.00072563,0.02000325,0.15173463,0.54570174,0.13841807,0.00000000
-2.93246623,2.83739819,0.67931224,2.23964944,0.00069484,0.01965875,0.15070304,0.53779546,0.13485901,0.00000000
-2.92646323,2.80937515,0.67105740,2.22228586,0.00066453,0.01932055,0.14988524,0.53140990,0.13197709,0.00000000
-2.92046023,2.77894129,0.66126604,2.20110183,0.00063483,0.01897853,0.14919165,0.52620247,0.12966123,0.00000000
-2.91445723,2.74554413,0.64996672,2.17593489,0.00060582,0.01862380,0.14853606,0.52182633,0.12780453,0.00000000
-2.90845423,2.70877217,0.63723734,2.14675447,0.00057756,0.01824900,0.14783798,0.51794092,0.12630632,0.00000000
-2.90245123,2.66837437,0.62320600,2.11367073,0.00055008,0.01784845,0.14702465,0.51422168,0.12507361,0.00000000
-2.89644822,2.62427280,0.60804975,2.07693771,0.00052340,0.01741836,0.14603277,0.51036876,0.12402226,0.00000000
-2.89044522,2.57656819,0.59199132,2.03695097,0.00049752,0.01695684,0.14480977,0.50611456,0.12307770,0.00000000
-2.88444222,2.52553846,0.57529398,1.99423965,0.00047245,0.01646403,0.14331473,0.50122999,0.12217531,0.00000000
-2.87843922,2.47163048,0.55825474,1.94945335,0.00044818,0.01594199,0.14151893,0.49552933,0.12126060,0.00000000
-2.87243622,2.41544563,0.54119616,1.90334442,0.00042474,0.01539464,0.13940601,0.48887370,0.12028904,0.00000000
-2.86643322,2.35772000,0.52445721,1.85674642,0.00040214,0.01482772,0.13697173,0.48117311,0.11922581,0.00000000
-2.86043022,2.29930020,0.50838352,1.81054953,0.00038042,0.01424855,0.13422351,0.47238714,0.11804537,0.00000000
-2.85442721,2.24111588,0.49331750,1.76567410,0.00035963,0.01366597,0.13117958,0.46252430,0.11673091,0.00000000
-2.84842421,2.18415026,0.47958865,1.72304331,0.00033980,0.01309012,0.12786797,0.45164027,0.11527375,0.00000000
-2.84242121,2.12940977,0.46750456,1.68355593,0.00032101,0.01253231,0.12432530,0.43983493,0.11367266,0.00000000
-2.83641821,2.07789416,0.45734288,1.64806045,0.00030333,0.01200482,0.12059534,0.42724863,0.11193315,0.00000000
-2.83041521,2.03056814,0.44934453,1.61733131,0.00028683,0.01152076,0.11672764,0.41405756,0.11006678,0.00000000
-2.82441221,1.98833545,0.44370847,1.59204824,0.00027158,0.01109393,0.11277596,0.40046858,0.10809035,0.00000000
-2.81840920,1.95201643,0.44058797,1.57277920,0.00025768,0.01073867,0.10879678,0.38671357,0.10602523,0.00000000
-2.81240620,1.92232931,0.44008864,1.55996762,0.00024521,0.01046971,0.10484785,0.37304351,0.10389658,0.00000000
-2.80640320,1.89987599,0.44226804,1.55392400,0.00023426,0.01030205,0.10098679,0.35972239,0.10173264,0.00000000
-2.80040020,1.88513207,0.44713675,1.55482204,0.00022496,0.01025081,0.09726980,0.34702102,0.09956404,0.00000000
-2.79439720,1.87844131,0.45466083,1.56269911,0.00021742,0.01033110,0.09375048,0.33521097,0.09742313,0.00000000
-2.78839420,1.88001391,0.46476529,1.57746068,0.00021180,0.01055777,0.09047882,0.32455860,0.09534335,0.00000000
-2.78239120,1.88992839,0.47733834,1.59888821,0.00020831,0.01094527,0.08750029,0.31531925,0.09335862,0.00000000
-2.77638819,1.90813614,0.49223616,1.62664985,0.00020718,0.01150734,0.08485510,0.30773173,0.09150284,0.00000000
-2.77038519,1.93446808,0.50928781,1.66031310,0.00020872,0.01225675,0.08257757,0.30201293,0.08980933,0.00000000
-2.76438219,1.96864266,0.52829998,1.69935888,0.00021331,0.01320493,0.08069566,0.29835291,0.08831042,0.00000000
-2.75837919,2.01027439,0.54906149,1.74319594,0.00022142,0.01436157,0.07923061,0.29691016,0.08703703,0.00000000
-2.75237619,2.05888245,0.57134712,1.79117529,0.00023364,0.01573419,0.07819666,0.29780729,0.08601831,0.00000000
-2.74637319,2.11389882,0.59492084,1.84260372,0.00025066,0.01732769,0.07760098,0.30112724,0.08528133,0.00000000
-2.74037019,2.17467572,0.61953826,1.89675628,0.00027329,0.01914384,0.07744354,0.30690990,0.08485084,0.00000000
-2.73436718,2.24049228,0.64494850,1.95288731,0.00030251,0.02118084,0.07771727,0.31514952,0.08474907,0.00000000
-2.72836418,2.31056073,0.67089534,2.01024003,0.00033941,0.02343285,0.07840820,0.32579287,0.08499561,0.00000000
-2.72236118,2.38403235,0.69711808,2.06805484,0.00038524,0.02588963,0.07949580,0.33873828,0.08560732,0.00000000
-2.71635818,2.46000375,0.72335219,2.12557655,0.00044139,0.02853628,0.08095339,0.35383599,0.08659844,0.00000000
-2.71035518,2.53752427,0.74933009,2.18206101,0.00050935,0.03135303,0.08274883,0.37088953,0.08798065,0.00000000
-2.70435218,2.61560492,0.77478218,2.23678151,0.00059072,0.03431527,0.08484522,0.38965868,0.08976338,0.00000000
-2.69834917,2.69322975,0.79943861,2.28903564,0.00068717,0.03739375,0.08720190,0.40986386,0.09195408,0.00000000
-2.69234617,2.76936997,0.82303181,2.33815283,0.00080040,0.04055485,0.08977554,0.43119200,0.09455873,0.00000000
-2.68634317,2.84300128,0.84529989,2.38350309,0.00093208,0.04376125,0.09252147,0.45330394,0.09758235,0.00000000
-2.68034017,2.91312432,0.86599120,2.42450706,0.00108378,0.04697264,0.09539509,0.47584324,0.10102955,0.00000000
-2.67433717,2.97878809,0.88486976,2.46064744,0.00125694,0.05014669,0.09835340,0.49844606,0.10490515,0.00000000
-2.66833417,3.03911573,0.90172149,2.49148159,0.00145277,0.05324014,0.10135664,0.52075199,0.10921475,0.00000000
-2.66233117,3.09333171,0.91636115,2.51665486,0.00167215,0.05621009,0.10436982,0.54241533,0.11396515,0.00000000
-2.65632816,3.14078927,0.92863938,2.53591406,0.00191560,0.05901526,0.10736423,0.56311647,0.11916465,0.00000000
-2.65032516,3.18099675,0.93844966,2.54912031,0.00218315,0.06161735,0.11031883,0.58257280,0.12482310,0.00000000
-2.64432216,3.21364108,0.94573470,2.55626037,0.00247428,0.06398234,0.11322125,0.60054867,0.13095161,0.00000000
-2.63831916,3.23860713,0.95049169,2.55745548,0.00278789,0.06608164,0.11606860,0.61686392,0.13756198,0.00000000
-2.63231616,3.25599109,0.95277613,2.55296687,0.00312219,0.06789313,0.11886781,0.63140038,0.14466561,0.00000000
-2.62631316,3.26610687,0.95270372,2.54319707,0.00347471,0.06940195,0.12163551,0.64410617,0.15227212,0.00000000
-2.62031016,3.26948435,0.95045011,2.52868642,0.00384229,0.07060099,0.12439740,0.65499722,0.16038749,0.00000000
-2.61430715,3.26685894,0.94624832,2.51010437,0.00422108,0.07149115,0.12718719,0.66415603,0.16901195,0.00000000
-2.60830415,3.25915232,0.94038363,2.48823548,0.00460660,0.07208117,0.13004495,0.67172755,0.17813752,0.00000000
-2.60230115,3.24744477,0.93318628,2.46396032,0.00499379,0.07238719,0.13301507,0.67791226,0.18774548,0.00000000
-2.59629815,3.23293992,0.92502198,2.43823172,0.00537715,0.07243202,0.13614383,0.68295678,0.19780387,0.00000000
-2.59029515,3.21692329,0.91628069,2.41204729,0.00575082,0.07224407,0.13947675,0.68714234,0.20826515,0.00000000
-2.58429215,3.20071646,0.90736413,2.38641927,0.00610879,0.07185608,0.14305570,0.69077170,0.21906423,0.00000000
-2.57828914,3.18562875,0.89867263,2.36234282,0.00644500,0.07130368,0.14691617,0.69415502,0.23011708,0.00000000
-2.57228614,3.17290891,0.89059173,2.34076442,0.00675360,0.07062386,0.15108448,0.69759558,0.24132009,0.00000000
-2.56628314,3.16369885,0.88347937,2.32255153,0.00702906,0.06985341,0.15557551,0.70137579,0.25255026,0.00000000
-2.56028014,3.15899188,0.87765414,2.30846506,0.00726641,0.06902743,0.16039067,0.70574433,0.26366636,0.00000000
-2.55427714,3.15959720,0.87338515,2.29913585,0.00746136,0.06817794,0.16551657,0.71090512,0.27451120,0.00000000
-2.54827414,3.16611256,0.87088385,2.29504616,0.00761052,0.06733277,0.17092430,0.71700844,0.28491482,0.00000000
-2.54227114,3.17890609,0.87029834,2.29651700,0.00771144,0.06651460,0.17656936,0.72414486,0.29469869,0.00000000
-2.53626813,3.19810807,0.87171010,2.30370169,0.00776276,0.06574040,0.18239248,0.73234210,0.30368072,0.00000000
-2.53026513,3.22361297,0.87513337,2.31658584,0.00776427,0.06502111,0.18832100,0.74156504,0.31168094,0.00000000
-2.52426213,3.25509118,0.88051698,2.33499355,0.00771687,0.06436168,0.19427110,0.75171871,0.31852751,0.00000000
-2.51825913,3.29200984,0.88774853,2.35859933,0.00762259,0.06376138,0.20015049,0.76265420,0.32406290,0.00000000
-2.51225613,3.33366132,0.89666044,2.38694500,0.00748450,0.06321449,0.20586164,0.77417709,0.32814989,0.00000000
-2.50625313,3.37919783,0.90703770,2.41946063,0.00730664,0.06271106,0.21130531,0.78605786,0.33067709,0.00000000
-2.50025013,3.42767027,0.91862668,2.45548845,0.00709382,0.06223801,0.21638423,0.79804382,0.33156374,0.00000000
-2.49424712,3.47806945,0.93114467,2.49430848,0.00685153,0.06178025,0.22100680,0.80987193,0.33076347,0.00000000
-2.48824412,3.52936751,0.94428969,2.53516487,0.00658570,0.06132188,0.22509055,0.82128173,0.32826692,0.00000000
-2.48224112,3.58055788,0.95775014,2.57729171,0.00630256,0.06084737,0.22856531,0.83202793,0.32410299,0.00000000
-2.47623812,3.63069180,0.97121399,2.61993730,0.00600840,0.06034265,0.23137586,0.84189189,0.31833867,0.00000000
-2.47023512,3.67891025,0.98437709,2.66238620,0.00570943,0.05979607,0.23348394,0.85069157,0.31107756,0.00000000
-2.46423212,3.72446987,0.99695066,2.70397810,0.00541157,0.05919918,0.23486966,0.85828945,0.30245700,0.00000000
-2.45822911,3.76676228,1.00866757,2.74412322,0.00512030,0.05854728,0.23553209,0.86459805,0.29264397,0.00000000
-2.45222611,3.80532627,1.01928750,2.78231386,0.00484054,0.05783971,0.23548915,0.86958304,0.28183013,0.00000000
-2.44622311,3.83985271,1.02860089,2.81813186,0.00457653,0.05707999,0.23477673,0.87326355,0.27022600,0.00000000
-2.44022011,3.87018252,1.03643186,2.85125215,0.00433177,0.05627554,0.23344722,0.87570999,0.25805468,0.00000000
-2.43421711,3.89629808,1.04264002,2.88144235,0.00410893,0.05543736,0.23156736,0.87703947,0.24554532,0.00000000
-2.42821411,3.91830887,1.04712131,2.90855888,0.00390990,0.05457941,0.22921569,0.87740901,0.23292671,0.00000000
-2.42221111,3.93643227,1.04980809,2.93253981,0.00373573,0.05371785,0.22647965,0.87700703,0.22042104,0.00000000
-2.41620810,3.95097048,1.05066830,2.95339487,0.00358669,0.05287018,0.22345239,0.87604344,0.20823829,0.00000000
-2.41020510,3.96228490,1.04970406,2.97119328,0.00346234,0.05205434,0.22022964,0.87473895,0.19657120,0.00000000
-2.40420210,3.97076900,1.04694952,2.98604977,0.00336157,0.05128776,0.21690650,0.87331404,0.18559115,0.00000000
-2.39819910,3.97682099,1.04246823,2.99810954,0.00328270,0.05058646,0.21357450,0.87197809,0.17544488,0.00000000
-2.39219610,3.98081750,1.03634991,3.00753264,0.00322356,0.04996432,0.21031895,0.87091931,0.16625214,0.00000000
-2.38619310,3.98308943,1.02870672,3.01447863,0.00318162,0.04943233,0.20721660,0.87029587,0.15810441,0.00000000
-2.38019010,3.98390093,1.01966914,3.01909191,0.00315405,0.04899816,0.20433387,0.87022860,0.15106437,0.00000000
-2.37418709,3.98343265,1.00938156,3.02148865,0.00313785,0.04866581,0.20172550,0.87079580,0.14516632,0.00000000
-2.36818409,3.98176984,0.99799752,3.02174583,0.00312996,0.04843554,0.19943378,0.87203018,0.14041732,0.00000000
-2.36218109,3.97889608,0.98567493,3.01989288,0.00312733,0.04830398,0.19748826,0.87391834,0.13679900,0.00000000
-2.35617809,3.97469291,0.97257134,3.01590664,0.00312700,0.04826442,0.19590608,0.87640256,0.13426990,0.00000000
-2.35017509,3.96894549,0.95883942,3.00970974,0.00312621,0.04830731,0.19469268,0.87938506,0.13276827,0.00000000
-2.34417209,3.96135426,0.94462278,3.00117291,0.00312246,0.04842093,0.19384299,0.88273436,0.13221510,0.00000000
-2.33816908,3.95155194,0.93005247,2.99012090,0.00311355,0.04859213,0.19334293,0.88629351,0.13251751,0.00000000
-2.33216608,3.93912531,0.91524413,2.97634219,0.00309765,0.04880718,0.19317120,0.88988971,0.13357210,0.00000000
-2.32616308,3.92364067,0.90029599,2.95960187,0.00307333,0.04905262,0.19330123,0.89334479,0.13526837,0.00000000
-2.32016008,3.90467172,0.88528787,2.93965718,0.00303956,0.04931608,0.19370316,0.89648612,0.13749210,0.00000000
-2.31415708,3.88182837,0.87028104,2.91627489,0.00299577,0.04958706,0.19434582,0.89915707,0.14012845,0.00000000
-2.30815408,3.85478498,0.85531909,2.88924963,0.00294178,0.04985752,0.19519853,0.90122674,0.14306496,0.00000000
-2.30215108,3.82330634,0.84042963,2.85842203,0.00287787,0.05012235,0.19623268,0.90259808,0.14619419,0.00000000
-2.29614807,3.78726981,0.82562669,2.82369572,0.00280467,0.05037969,0.19742296,0.90321417,0.14941595,0.00000000
-2.29014507,3.74668236,0.81091363,2.78505196,0.00272320,0.05063094,0.19874829,0.90306205,0.15263926,0.00000000
-2.28414207,3.70169126,0.79628647,2.74256104,0.00263477,0.05088062,0.20019220,0.90217400,0.15578373,0.00000000
-2.27813907,3.65258761,0.78173720,2.69638963,0.00254100,0.05113606,0.20174295,0.90062609,0.15878062,0.00000000
-2.27213607,3.59980247,0.76725713,2.64680349,0.00244369,0.05140677,0.20339305,0.89853408,0.16157339,0.00000000
-2.26613307,3.54389550,0.75283981,2.59416521,0.00234484,0.05170385,0.20513857,0.89604687,0.16411780,0.00000000
-2.26013007,3.48553667,0.73848360,2.53892707,0.00224655,0.05203910,0.20697800,0.89333800,0.16638163,0.00000000
-2.25412706,3.42548204,0.72419358,2.48161918,0.00215099,0.05242420,0.20891094,0.89059549,0.16834409,0.00000000
-2.24812406,3.36454492,0.70998290,2.42283367,0.00206036,0.05286982,0.21093672,0.88801091,0.16999480,0.00000000
-2.24212106,3.30356396,0.69587346,2.36320559,0.00197683,0.05338484,0.21305294,0.88576818,0.17133274,0.00000000
-2.23611806,3.24337019,0.68189600,2.30339174,0.00190252,0.05397559,0.21525414,0.88403276,0.17236488,0.00000000
-2.23011506,3.18475463,0.66808969,2.24404850,0.00183950,0.05464532,0.21753075,0.88294213,0.17310493,0.00000000
-2.22411206,3.12843862,0.65450139,2.18580990,0.00178973,0.05539381,0.21986832,0.88259782,0.17357193,0.00000000
-2.21810905,3.07504828,0.64118457,2.12926721,0.00175508,0.05621725,0.22224721,0.88305981,0.17378918,0.00000000
-2.21210605,3.02509462,0.62819825,2.07495097,0.00173735,0.05710823,0.22464271,0.88434326,0.17378312,0.00000000
-2.20610305,2.97896027,0.61560588,2.02331658,0.00173822,0.05805610,0.22702570,0.88641806,0.17358266,0.00000000
-2.20010005,2.93689341,0.60347450,1.97473391,0.00175931,0.05904742,0.22936374,0.88921094,0.17321856,0.00000000
-2.19409705,2.89900885,0.59187395,1.92948144,0.00180220,0.06006665,0.23162261,0.89261002,0.17272326,0.00000000
-2.18809405,2.86529614,0.58087651,1.88774504,0.00186839,0.06109689,0.23376825,0.89647144,0.17213086,0.00000000
-2.18209105,2.83563357,0.57055665,1.84962107,0.00195933,0.06212084,0.23576884,0.90062762,0.17147736,0.00000000
-2.17608804,2.80980722,0.56099101,1.81512351,0.00207645,0.06312163,0.23759705,0.90489642,0.17080107,0.00000000
-2.17008504,2.78753330,0.55225850,1.78419428,0.00222112,0.06408372,0.23923226,0.90909080,0.17014308,0.00000000
-2.16408204,2.76848238,0.54444030,1.75671604,0.00239462,0.06499371,0.24066252,0.91302810,0.16954778,0.00000000
-2.15807904,2.75230375,0.53761975,1.73252633,0.00259814,0.06584098,0.24188618,0.91653862,0.16906325,0.00000000
