energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.32766383,1.87370447,0.00417869,0.23853717,0.03404595,0.62761523,1.00662431,0.49122998,0.19790409,0.09077606
-5.32166083,1.84704661,0.00425427,0.21852336,0.03458496,0.62695618,0.95385556,0.49290962,0.19451965,0.09168297
-5.31565783,1.83482199,0.00438621,0.20159945,0.03516337,0.63021675,0.91160635,0.49863816,0.19268016,0.09285070
-5.30965483,1.83647652,0.00457240,0.18781957,0.03576264,0.63717052,0.87979824,0.50821491,0.19237834,0.09423847
-5.30365183,1.85128579,0.00480995,0.17719260,0.03636219,0.64756343,0.85818870,0.52138897,0.19359270,0.09579937
-5.29764882,1.87838777,0.00509523,0.16968599,0.03694030,0.66112479,0.84638976,0.53786698,0.19628974,0.09748230
-5.29164582,1.91681688,0.00542397,0.16522972,0.03747499,0.67757823,0.84388805,0.55732155,0.20042625,0.09923406
-5.28564282,1.96553798,0.00579133,0.16372031,0.03794496,0.69665202,0.85006527,0.57940007,0.20595152,0.10100145
-5.27963982,2.02347874,0.00619202,0.16502465,0.03833049,0.71808823,0.86421878,0.60373352,0.21280930,0.10273333
-5.27363682,2.08955945,0.00662033,0.16898372,0.03861427,0.74165028,0.88558153,0.62994514,0.22093945,0.10438257
-5.26763382,2.16271905,0.00707034,0.17541616,0.03878209,0.76712848,0.91334128,0.65765861,0.23027926,0.10590774
-5.26163082,2.24193690,0.00753593,0.18412178,0.03882338,0.79434323,0.94665874,0.68650569,0.24076431,0.10727444
-5.25562781,2.32624968,0.00801093,0.19488505,0.03873163,0.82314593,0.98468452,0.71613301,0.25232899,0.10845632
-5.24962481,2.41476357,0.00848923,0.20747862,0.03850456,0.85341752,1.02657491,0.74620804,0.26490660,0.10943571
-5.24362181,2.50666164,0.00896484,0.22166708,0.03814416,0.88506484,1.07150645,0.77642402,0.27842927,0.11020379
-5.23761881,2.60120698,0.00943205,0.23721087,0.03765644,0.91801524,1.11868931,0.80650397,0.29282761,0.11076041
-5.23161581,2.69774222,0.00988542,0.25387050,0.03705116,0.95220970,1.16737946,0.83620360,0.30803038,0.11111352
-5.22561281,2.79568602,0.01031993,0.27141098,0.03634126,0.98759522,1.21688967,0.86531334,0.32396413,0.11127825
-5.21960980,2.89452757,0.01073098,0.28960647,0.03554228,1.02411677,1.26659927,0.89365937,0.34055304,0.11127585
-5.21360680,2.99381969,0.01111447,0.30824506,0.03467167,1.06170965,1.31596249,0.92110380,0.35771901,0.11113227
-5.20760380,3.09317149,0.01146681,0.32713341,0.03374800,1.10029261,1.36451528,0.94754405,0.37538198,0.11087684
-5.20160080,3.19224106,0.01178493,0.34610133,0.03279024,1.13976227,1.41188050,0.97291156,0.39346061,0.11054071
-5.19559780,3.29072883,0.01206631,0.36500582,0.03181706,1.17998918,1.45777105,0.99716974,0.41187326,0.11015553
-5.18959480,3.38837178,0.01230894,0.38373448,0.03084611,1.22081578,1.50199095,1.02031144,0.43053917,0.10975204
-5.18359180,3.48493860,0.01251133,0.40220823,0.02989349,1.26205629,1.54443408,1.04235585,0.44937976,0.10935897
-5.17758879,3.58022588,0.01267251,0.42038283,0.02897330,1.30349842,1.58508038,1.06334497,0.46832000,0.10900201
-5.17158579,3.67405482,0.01279194,0.43824939,0.02809724,1.34490684,1.62398962,1.08333962,0.48728958,0.10870301
-5.16558279,3.76626837,0.01286960,0.45583352,0.02727447,1.38602786,1.66129260,1.10241522,0.50622382,0.10847946
-5.15957979,3.85672815,0.01290585,0.47319331,0.02651145,1.42659504,1.69718004,1.12065717,0.52506413,0.10834405
-5.15357679,3.94531096,0.01290149,0.49041594,0.02581203,1.46633524,1.73188946,1.13815613,0.54375790,0.10830449
-5.14757379,4.03190430,0.01285772,0.50761325,0.02517758,1.50497444,1.76569043,1.15500319,0.56225780,0.10836350
-5.14157079,4.11640090,0.01277610,0.52491627,0.02460720,1.54224323,1.79886863,1.17128503,0.58052032,0.10851893
-5.13556778,4.19869201,0.01265855,0.54246902,0.02409806,1.57788119,1.83170963,1.18707933,0.59850371,0.10876391
-5.12956478,4.27865969,0.01250730,0.56042188,0.02364574,1.61164018,1.86448275,1.20245043,0.61616531,0.10908719
-5.12356178,4.35616835,0.01232490,0.57892468,0.02324462,1.64328631,1.89742602,1.21744551,0.63345845,0.10947351
-5.11755878,4.43105617,0.01211415,0.59812001,0.02288832,1.67260055,1.93073281,1.23209147,0.65032915,0.10990394
-5.11155578,4.50312688,0.01187808,0.61813689,0.02257009,1.69937826,1.96454084,1.24639257,0.66671273,0.11035635
-5.10555278,4.57214292,0.01161988,0.63908510,0.02228316,1.72342781,1.99892409,1.26032909,0.68253084,0.11080585
-5.09954977,4.63782042,0.01134289,0.66105043,0.02202120,1.74456874,2.03388809,1.27385710,0.69768893,0.11122529
-5.09354677,4.69982706,0.01105049,0.68409091,0.02177853,1.76262992,2.06936870,1.28690928,0.71207460,0.11158579
-5.08754377,4.75778313,0.01074610,0.70823415,0.02155047,1.77744810,2.10523445,1.29939701,0.72555707,0.11185728
-5.08154077,4.81126635,0.01043308,0.73347582,0.02133354,1.78886739,2.14129215,1.31121347,0.73798782,0.11200914
-5.07553777,4.85982042,0.01011470,0.75977908,0.02112560,1.79673996,2.17729540,1.32223772,0.74920264,0.11201087
-5.06953477,4.90296723,0.00979407,0.78707499,0.02092602,1.80092816,2.21295532,1.33233955,0.75902509,0.11183280
-5.06353177,4.94022213,0.00947413,0.81526360,0.02073567,1.80130829,2.24795277,1.34138486,0.76727127,0.11144683
-5.05752876,4.97111160,0.00915758,0.84421553,0.02055693,1.79777581,2.28195109,1.34924129,0.77375573,0.11082725
-5.05152576,4.99519222,0.00884691,0.87377392,0.02039362,1.79025181,2.31460862,1.35578371,0.77829833,0.10995148
-5.04552276,5.01206977,0.00854435,0.90375644,0.02025086,1.77869039,2.34559002,1.36089937,0.78073169,0.10880089
-5.03951976,5.02141728,0.00825189,0.93395728,0.02013490,1.76308639,2.37457572,1.36449233,0.78090883,0.10736146
-5.03351676,5.02299090,0.00797132,0.96414896,0.02005283,1.74348287,2.40126897,1.36648698,0.77871065,0.10562445
-5.02751376,5.01664235,0.00770421,0.99408395,0.02001234,1.71997784,2.42540013,1.36683046,0.77405276,0.10358687
-5.02151076,5.00232739,0.00745197,1.02349620,0.02002136,1.69272952,2.44672818,1.36549393,0.76689135,0.10125188
-5.01550775,4.98010980,0.00721587,1.05210249,0.02008765,1.66195969,2.46503968,1.36247262,0.75722769,0.09862894
-5.00950475,4.95016071,0.00699708,1.07960409,0.02021849,1.62795475,2.48014572,1.35778494,0.74511106,0.09573385
-5.00350175,4.91275370,0.00679671,1.10568856,0.02042024,1.59106426,2.49187744,1.35147065,0.73063989,0.09258857
-4.99749875,4.86825641,0.00661584,1.13003229,0.02069795,1.55169694,2.50008117,1.34358862,0.71396109,0.08922080
-4.99149575,4.81711967,0.00645555,1.15230376,0.02105504,1.51031429,2.50461410,1.33421430,0.69526755,0.08566354
-4.98549275,4.75986539,0.00631694,1.17216790,0.02149302,1.46742223,2.50534141,1.32343752,0.67479404,0.08195430
-4.97948974,4.69707478,0.00620119,1.18929160,0.02201121,1.42356122,2.50213582,1.31136077,0.65281174,0.07813442
-4.97348674,4.62937819,0.00610957,1.20335047,0.02260670,1.37929555,2.49488014,1.29809846,0.62962159,0.07424811
-4.96748374,4.55744789,0.00604345,1.21403682,0.02327427,1.33520249,2.48347345,1.28377739,0.60554707,0.07034163
-4.96148074,4.48199487,0.00600436,1.22106880,0.02400651,1.29186199,2.46784080,1.26853851,0.58092657,0.06646234
-4.95547774,4.40377020,0.00599404,1.22420022,0.02479407,1.24984764,2.44794633,1.25254012,0.55610594,0.06265793
-4.94947474,4.32357115,0.00601443,1.22323094,0.02562606,1.20971935,2.42380922,1.23596233,0.53143135,0.05897562
-4.94347174,4.24225177,0.00606775,1.21801725,0.02649048,1.17201826,2.39552144,1.21901248,0.50724306,0.05546153
-4.93746873,4.16073693,0.00615655,1.20848165,0.02737489,1.13726384,2.36326622,1.20193124,0.48387005,0.05216016
-4.93146573,4.08003858,0.00628370,1.19462164,0.02826709,1.10595344,2.32733575,1.18499869,0.46162580,0.04911398
-4.92546273,4.00127234,0.00645248,1.17651678,0.02915590,1.07856365,2.28814657,1.16853996,0.44080519,0.04636320
-4.91945973,3.92567240,0.00666655,1.15433366,0.03003199,1.05555335,2.24625124,1.15292949,0.42168257,0.04394556
-4.91345673,3.85460244,0.00693000,1.12832826,0.03088865,1.03736749,2.20234477,1.13859356,0.40451068,0.04189628
-4.90745373,3.78956052,0.00724726,1.09884532,0.03172258,1.02444105,2.15726478,1.12601005,0.38952037,0.04024808
-4.90145073,3.73217576,0.00762312,1.06631463,0.03253457,1.01720222,2.11198430,1.11570527,0.37692080,0.03903113
-4.89544772,3.68419526,0.00806257,1.03124415,0.03333004,1.01607394,2.06759707,1.10824709,0.36689979,0.03827310
-4.88944472,3.64746026,0.00857072,0.99421004,0.03411949,1.02147331,2.02529502,1.10423446,0.35962416,0.03799913
-4.88344172,3.62387095,0.00915262,0.95584391,0.03491864,1.03380793,1.98633854,1.10428310,0.35523963,0.03823169
-4.87743872,3.61534032,0.00981307,0.91681769,0.03574850,1.05346914,1.95202044,1.10900766,0.35387026,0.03899044
-4.87143572,3.62373814,0.01055641,0.87782667,0.03663510,1.08082187,1.92362479,1.11900091,0.35561718,0.04029192
-4.86543272,3.65082687,0.01138625,0.83957133,0.03760904,1.11619135,1.90238250,1.13481063,0.36055665,0.04214914
-4.85942971,3.69819213,0.01230523,0.80273866,0.03870481,1.15984718,1.88942545,1.15691509,0.36873740,0.04457114
-4.85342671,3.76717078,0.01331482,0.76798366,0.03995983,1.21198549,1.88574126,1.18569841,0.38017749,0.04756244
-4.84742371,3.85878025,0.01441502,0.73591176,0.04141342,1.27271019,1.89213096,1.22142684,0.39486082,0.05112236
-4.84142071,3.97365276,0.01560426,0.70706277,0.04310547,1.34201448,1.90917152,1.26422739,0.41273367,0.05524449
-4.83541771,4.11197844,0.01687923,0.68189695,0.04507506,1.41976391,1.93718516,1.31407013,0.43370146,0.05991602
-4.82941471,4.27346062,0.01823485,0.66078372,0.04735900,1.50568224,1.97621705,1.37075509,0.45762625,0.06511724
-4.82341171,4.45728657,0.01966423,0.64399321,0.04999030,1.59934134,2.02602263,1.43390510,0.48432513,0.07082109
-4.81740870,4.66211613,0.02115885,0.63169108,0.05299669,1.70015614,2.08606524,1.50296502,0.51356991,0.07699288
-4.81140570,4.88608964,0.02270869,0.62393654,0.05639918,1.80738543,2.15552444,1.57720812,0.54508837,0.08359015
-4.80540270,5.12685611,0.02430257,0.62068360,0.06021074,1.92013905,2.23331474,1.65574942,0.57856711,0.09056276
-4.79939970,5.38162106,0.02592842,0.62178536,0.06443518,2.03739156,2.31811405,1.73756602,0.61365613,0.09785319
-4.79339670,5.64721271,0.02757374,0.62700113,0.06906620,2.15800212,2.40840065,1.82152369,0.64997513,0.10539704
-4.78739370,5.92016425,0.02922607,0.63600605,0.07408672,2.28074006,2.50249721,1.90640878,0.68712124,0.11312375
-4.78139070,6.19680891,0.03087338,0.64840266,0.07946849,2.40431518,2.59861998,1.99096427,0.72467805,0.12095760
-4.77538769,6.47338403,0.03250462,0.66373418,0.08517200,2.52741143,2.69493101,2.07392843,0.76222555,0.12881877
-4.76938469,6.74613980,0.03411006,0.68149889,0.09114673,2.64872269,2.78959142,2.15407456,0.79935053,0.13662467
-4.76338169,7.01144802,0.03568168,0.70116516,0.09733175,2.76698897,2.88081349,2.23024997,0.83565706,0.14429138
-4.75737869,7.26590652,0.03721345,0.72218663,0.10365670,2.88103137,2.96690955,2.30141268,0.87077649,0.15173510
-4.75137569,7.50643480,0.03870144,0.74401714,0.11004301,2.98978435,3.04633598,2.36666420,0.90437669,0.15887380
-4.74537269,7.73035708,0.04014388,0.76612495,0.11640551,3.09232380,3.11773067,2.42527709,0.93616986,0.16562870
-4.73936968,7.93546981,0.04154106,0.78800590,0.12265433,3.18788979,3.17994304,2.47671615,0.96591880,0.17192591
-4.73336668,8.12009106,0.04289507,0.80919513,0.12869691,3.27590298,3.23205562,2.52065253,0.99344128,0.17769783
-4.72736368,8.28309058,0.04420947,0.82927716,0.13444039,3.35597420,3.27339715,2.55697034,1.01861230,0.18288457
-4.72136068,8.42389991,0.04548878,0.84789402,0.13979386,3.42790703,3.30354697,2.58576563,1.04136429,0.18743515
-4.71535768,8.54250305,0.04673799,0.86475134,0.14467089,3.49169324,3.32233141,2.60733824,1.06168516,0.19130851
-4.70935468,8.63940884,0.04796189,0.87962232,0.14899179,3.54750187,3.32981275,2.62217685,1.07961447,0.19447441
-4.70335168,8.71560724,0.04916451,0.89234939,0.15268590,3.59566242,3.32627183,2.63093843,1.09523786,0.19691395
-4.69734867,8.77251184,0.05034843,0.90284382,0.15569360,3.63664326,3.31218549,2.63442287,1.10868007,0.19861996
-4.69134567,8.81189183,0.05151433,0.91108317,0.15796801,3.67102628,3.28820007,2.63354434,1.12009697,0.19959698
-4.68534267,8.83579647,0.05266042,0.91710684,0.15947635,3.69947916,3.25510240,2.62930039,1.12966684,0.19986109
-4.67933967,8.84647555,0.05378216,0.92100992,0.16020087,3.72272645,3.21378941,2.62274026,1.13758150,0.19943934
-4.67333667,8.84629887,0.05487207,0.92293551,0.16013935,3.74152066,3.16523771,2.61493349,1.14403749,0.19836896
-4.66733367,8.83767785,0.05591962,0.92306598,0.15930506,3.75661464,3.11047406,2.60694002,1.14922786,0.19669625
-4.66133067,8.82299187,0.05691144,0.92161337,0.15772625,3.76873615,3.05054771,2.59978252,1.15333467,0.19447527
-4.65532766,8.80452143,0.05783158,0.91880938,0.15544519,3.77856557,2.98650524,2.59442182,1.15652275,0.19176631
-4.64932466,8.78438998,0.05866198,0.91489531,0.15251677,3.78671724,2.91936842,2.59173576,1.15893456,0.18863423
-4.64332166,8.76451550,0.05938308,0.91011236,0.14900668,3.79372505,2.85011547,2.59250185,1.16068665,0.18514663
