energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-6.00000000,5.00625641,0.01702834,1.18317368,0.25101188,1.20748171,2.36241085,1.35431054,0.40589152,0.12007562
-5.99399700,4.99291998,0.01717793,1.16491164,0.24839990,1.22022801,2.35187240,1.34463334,0.41484838,0.12070317
-5.98799400,4.96996044,0.01732864,1.14366246,0.24487798,1.23188528,2.33863600,1.33232284,0.42347217,0.12115373
-5.98199100,4.93874445,0.01748216,1.11969515,0.24053611,1.24287083,2.32331491,1.31773227,0.43191532,0.12143885
-5.97598799,4.90084837,0.01763916,1.09335174,0.23547178,1.25362770,2.30666743,1.30127089,0.44034718,0.12157428
-5.96998499,4.85799246,0.01779928,1.06503445,0.22978652,1.26460432,2.28957529,1.28338518,0.44894671,0.12157911
-5.96398199,4.81197697,0.01796103,1.03519263,0.22358257,1.27623527,2.27302175,1.26454086,0.45789541,0.12147494
-5.95797899,4.76462283,0.01812185,1.00431006,0.21695972,1.28892422,2.25806970,1.24520630,0.46737073,0.12128529
-5.95197599,4.71771931,0.01827817,0.97289270,0.21001264,1.30302988,2.24584020,1.22583823,0.47754034,0.12103498
-5.94597299,4.67297985,0.01842556,0.94145736,0.20282859,1.31885548,2.23749139,1.20686996,0.48855746,0.12074972
-5.93996998,4.63200741,0.01855892,0.91052136,0.19548572,1.33664210,2.23419767,1.18870249,0.50055763,0.12045577
-5.93396698,4.59626911,0.01867266,0.88059313,0.18805199,1.35656611,2.23712876,1.17169851,0.51365666,0.12017966
-5.92796398,4.56708004,0.01876097,0.85216384,0.18058455,1.37874033,2.24742850,1.15617916,0.52795011,0.11994798
-5.92196098,4.54559492,0.01881803,0.82569993,0.17312984,1.40321867,2.26619278,1.14242310,0.54351384,0.11978715
-5.91595798,4.53280626,0.01883831,0.80163635,0.16572404,1.43000337,2.29444643,1.13066758,0.56040558,0.11972319
-5.90995498,4.52954713,0.01881673,0.78037047,0.15839407,1.45905422,2.33311893,1.12111082,0.57866717,0.11978144
-5.90395198,4.53649643,0.01874895,0.76225638,0.15115886,1.49029864,2.38301888,1.11391507,0.59832708,0.11998617
-5.89794897,4.55418486,0.01863147,0.74759971,0.14403081,1.52364177,2.44480748,1.10920988,0.61940278,0.12036011
-5.89194597,4.58299971,0.01846181,0.73665265,0.13701746,1.55897544,2.51897172,1.10709484,0.64190269,0.12092392
-5.88594297,4.62318693,0.01823859,0.72960943,0.13012309,1.59618540,2.60579770,1.10764146,0.66582730,0.12169547
-5.87993997,4.67484979,0.01796156,0.72660209,0.12335028,1.63515596,2.70534539,1.11089381,0.69116915,0.12268912
-5.87393697,4.73794336,0.01763160,0.72769680,0.11670123,1.67577175,2.81742584,1.11686779,0.71791161,0.12391494
-5.86793397,4.81226534,0.01725070,0.73289094,0.11017896,1.71791637,2.94158214,1.12554901,0.74602631,0.12537784
-5.86193097,4.89744365,0.01682181,0.74211093,0.10378808,1.76146802,3.07707554,1.13688945,0.77546939,0.12707685
-5.85592796,4.99292247,0.01634878,0.75521127,0.09753538,1.80629260,3.22287799,1.15080330,0.80617666,0.12900437
-5.84992496,5.09794809,0.01583617,0.77197488,0.09143008,1.85223496,3.37767232,1.16716233,0.83805810,0.13114568
-5.84392196,5.21155688,0.01528911,0.79211494,0.08548373,1.89910896,3.53986096,1.18579155,0.87099207,0.13347856
-5.83791896,5.33256740,0.01471311,0.81527851,0.07970996,1.94668756,3.70758396,1.20646549,0.90481969,0.13597321
-5.83191596,5.45957878,0.01411388,0.84105188,0.07412394,1.99469397,3.87874646,1.22890597,0.93933998,0.13859242
-5.82591296,5.59097742,0.01349718,0.86896784,0.06874174,2.04279474,4.05105567,1.25278184,0.97430626,0.14129208
-5.81990995,5.72495324,0.01286868,0.89851473,0.06357960,2.09059596,4.22206664,1.27771105,1.00942426,0.14402207
-5.81390695,5.85952661,0.01223379,0.92914717,0.05865312,2.13764319,4.38923582,1.30326555,1.04435250,0.14672737
-5.80790395,5.99258627,0.01159761,0.96029827,0.05397656,2.18342575,4.54998109,1.32897901,1.07870497,0.14934955
-5.80190095,6.12193757,0.01096479,0.99139295,0.04956215,2.22738555,4.70174616,1.35435746,1.11205658,0.15182855
-5.79589795,6.24536001,0.01033954,1.02186205,0.04541952,2.26893041,4.84206752,1.37889246,1.14395120,0.15410456
-5.78989495,6.36067196,0.00972555,1.05115665,0.04155530,2.30745145,4.96864115,1.40207642,1.17391214,0.15612012
-5.78389195,6.46580011,0.00912603,1.07876223,0.03797286,2.34234382,5.07938686,1.42341948,1.20145484,0.15782222
-5.77788894,6.55885025,0.00854372,1.10421202,0.03467221,2.37302984,5.17250748,1.44246702,1.22610122,0.15916437
-5.77188594,6.63817618,0.00798089,1.12709906,0.03165004,2.39898320,5.24654050,1.45881706,1.24739513,0.16010845
-5.76588294,6.70244289,0.00743945,1.14708637,0.02889996,2.41975305,5.30040015,1.47213656,1.26491811,0.16062639
-5.75987994,6.75068052,0.00692094,1.16391489,0.02641275,2.43498636,5.33340787,1.48217560,1.27830488,0.16070146
-5.75387694,6.78232592,0.00642665,1.17740869,0.02417680,2.44444728,5.34530991,1.48877874,1.28725758,0.16032912
-5.74787394,6.79724897,0.00595761,1.18747724,0.02217858,2.44803233,5.33628111,1.49189273,1.29155818,0.15951745
-5.74187094,6.79576168,0.00551469,1.19411462,0.02040310,2.44578011,5.30691465,1.49156998,1.29107832,0.15828700
-5.73586793,6.77860911,0.00509863,1.19739553,0.01883447,2.43787508,5.25819811,1.48796754,1.28578604,0.15667020
-5.72986493,6.74694165,0.00471007,1.19746842,0.01745630,2.42464479,5.19147669,1.48134148,1.27574902,0.15471016
-5.72386193,6.70226993,0.00434960,1.19454595,0.01625224,2.40655055,5.10840518,1.47203679,1.26113412,0.15245912
-5.71785893,6.64640395,0.00401774,1.18889317,0.01520627,2.38417193,5.01089087,1.46047329,1.24220313,0.14997640
-5.71185593,6.58137943,0.00371500,1.18081412,0.01430308,2.35818582,4.90102953,1.44712825,1.21930505,0.14732617
-5.70585293,6.50937491,0.00344185,1.17063739,0.01352830,2.32934094,4.78103764,1.43251648,1.19286501,0.14457492
-5.69984992,6.43262379,0.00319873,1.15870141,0.01286871,2.29842932,4.65318352,1.41716902,1.16337064,0.14178893
-5.69384692,6.35332581,0.00298606,1.14534030,0.01231227,2.26625603,4.51972042,1.40161147,1.13135624,0.13903181
-5.68784392,6.27356245,0.00280422,1.13087079,0.01184827,2.23360887,4.38282447,1.38634309,1.09738577,0.13636211
-5.68184092,6.19522075,0.00265353,1.11558122,0.01146728,2.20122952,4.24453988,1.37181779,1.06203527,0.13383139
-5.67583792,6.11992914,0.00253429,1.09972280,0.01116110,2.16978768,4.10673364,1.35842788,1.02587557,0.13148254
-5.66983492,6.04900854,0.00244673,1.08350391,0.01092274,2.13985934,3.97106125,1.34649142,0.98945606,0.12934863
-5.66383192,5.98344083,0.00239101,1.06708739,0.01074627,2.11191028,3.83894435,1.33624367,0.95329015,0.12745223
-5.65782891,5.92385582,0.00236726,1.05059114,0.01062680,2.08628534,3.71156077,1.32783298,0.91784307,0.12580529
-5.65182591,5.87053661,0.00237552,1.03409169,0.01056032,2.06320384,3.58984637,1.32132111,0.88352221,0.12440954
-5.64582291,5.82344228,0.00241577,1.01763052,0.01054362,2.04276094,3.47450781,1.31668775,0.85067048,0.12325729
-5.63981991,5.78224574,0.00248792,1.00122265,0.01057424,2.02493464,3.36604459,1.31383870,0.81956258,0.12233272
-5.63381691,5.74638369,0.00259181,0.98486676,0.01065037,2.00959745,3.26477825,1.31261704,0.79040412,0.12161346
-5.62781391,5.71511504,0.00272718,0.96855620,0.01077079,1.99653197,3.17088641,1.31281653,0.76333349,0.12107236
-5.62181091,5.68758370,0.00289365,0.95228993,0.01093483,1.98544898,3.08443897,1.31419608,0.73842585,0.12067939
-5.61580790,5.66288164,0.00309073,0.93608280,0.01114228,1.97600693,3.00543386,1.31649456,0.71569909,0.12040353
-5.60980490,5.64010814,0.00331777,0.91997419,0.01139341,1.96783159,2.93382993,1.31944479,0.69512100,0.12021453
-5.60380190,5.61842170,0.00357393,0.90403447,0.01168883,1.96053460,2.86957465,1.32278610,0.67661730,0.12008449
-5.59779890,5.59708169,0.00385812,0.88836870,0.01202950,1.95373005,2.81262498,1.32627459,0.66007998,0.11998912
-5.59179590,5.57547766,0.00416902,0.87311724,0.01241662,1.94704842,2.76296016,1.32969077,0.64537538,0.11990869
-5.58579290,5.55314509,0.00450494,0.85845314,0.01285154,1.94014709,2.72058564,1.33284421,0.63235187,0.11982855
-5.57978989,5.52976756,0.00486388,0.84457629,0.01333564,1.93271763,2.68552832,1.33557515,0.62084653,0.11973938
-5.57378689,5.50516593,0.00524340,0.83170475,0.01387026,1.92448952,2.65782355,1.33775336,0.61069087,0.11963689
-5.56778389,5.47927623,0.00564065,0.82006357,0.01445646,1.91523087,2.63749516,1.33927453,0.60171539,0.11952139
-5.56178089,5.45211860,0.00605230,0.80987181,0.01509495,1.90474654,2.62453001,1.34005468,0.59375296,0.11939690
-5.55577789,5.42376011,0.00647457,0.80132858,0.01578587,1.89287415,2.61884936,1.34002329,0.58664109,0.11927020
-5.54977489,5.39427450,0.00690318,0.79459877,0.01652865,1.87947897,2.62027900,1.33911586,0.58022332,0.11914960
-5.54377189,5.36370216,0.00733341,0.78979949,0.01732181,1.86444807,2.62852076,1.33726652,0.57434977,0.11904377
-5.53776888,5.33201332,0.00776015,0.78698807,0.01816286,1.84768468,2.64312755,1.33440135,0.56887717,0.11896049
-5.53176588,5.29907721,0.00817790,0.78615230,0.01904812,1.82910316,2.66348416,1.33043308,0.56366854,0.11890559
-5.52576288,5.26463936,0.00858093,0.78720360,0.01997265,1.80862515,2.68879548,1.32525752,0.55859273,0.11888194
-5.51975988,5.22830871,0.00896333,0.78997367,0.02093016,1.78617714,2.71808359,1.31875204,0.55352399,0.11888873
-5.51375688,5.18955544,0.00931914,0.79421495,0.02191306,1.76168968,2.75019451,1.31077631,0.54834177,0.11892097
-5.50775388,5.14771969,0.00964252,0.79960483,0.02291244,1.73509822,2.78381489,1.30117522,0.54293079,0.11896924
-5.50175088,5.10203074,0.00992784,0.80575371,0.02391824,1.70634542,2.81749836,1.28978388,0.53718149,0.11901980
-5.49574787,5.05163567,0.01016987,0.81221650,0.02491939,1.67538480,2.84970059,1.27643440,0.53099085,0.11905486
-5.48974487,4.99563573,0.01036395,0.81850707,0.02590405,1.64218528,2.87882180,1.26096402,0.52426360,0.11905327
-5.48374187,4.93312853,0.01050607,0.82411497,0.02685993,1.60673642,2.90325478,1.24322423,0.51691377,0.11899131
-5.47773887,4.86325381,0.01059310,0.82852374,0.02777465,1.56905382,2.92143636,1.22309021,0.50886643,0.11884378
-5.47173587,4.78524022,0.01062283,0.83122983,0.02863611,1.52918449,2.93189993,1.20047023,0.50005964,0.11858523
-5.46573287,4.69845093,0.01059413,0.83176134,0.02943297,1.48721161,2.93332660,1.17531442,0.49044639,0.11819120
-5.45972986,4.60242548,0.01050695,0.82969566,0.03015507,1.44325861,2.92459261,1.14762237,0.47999651,0.11763965
-5.45372686,4.49691613,0.01036245,0.82467531,0.03079390,1.39749217,2.90481077,1.11744934,0.46869833,0.11691225
-5.44772386,4.38191660,0.01016291,0.81642110,0.03134299,1.35012396,2.87336406,1.08491058,0.45656012,0.11599563
-5.44172086,4.25768214,0.00991179,0.80474225,0.03179832,1.30141099,2.82992983,1.05018360,0.44361103,0.11488248
-5.43571786,4.12473971,0.00961360,0.78954300,0.03215858,1.25165450,2.77449366,1.01350830,0.42990160,0.11357243
-5.42971486,3.98388805,0.00927384,0.77082552,0.03242541,1.20119727,2.70735218,0.97518479,0.41550377,0.11207271
-5.42371186,3.83618731,0.00889890,0.74868908,0.03260351,1.15041947,2.62910505,0.93556907,0.40051015,0.11039840
-5.41770885,3.68293890,0.00849586,0.72332571,0.03270054,1.09973299,2.54063642,0.89506672,0.38503282,0.10857250
-5.41170585,3.52565622,0.00807238,0.69501266,0.03272707,1.04957450,2.44308696,0.85412470,0.36920142,0.10662551
-5.40570285,3.36602756,0.00763651,0.66410206,0.03269619,1.00039719,2.33781789,0.81322171,0.35316076,0.10459475
-5.39969985,3.20587261,0.00719650,0.63100847,0.03262314,0.95266167,2.22636849,0.77285733,0.33706779,0.10252326
-5.39369685,3.04709427,0.00676062,0.59619488,0.03252473,0.90682605,2.11040924,0.73354036,0.32108828,0.10045845
-5.38769385,2.89162776,0.00633701,0.56015786,0.03241870,0.86333564,1.99169249,0.69577683,0.30539309,0.09845048
-5.38169085,2.74138891,0.00593347,0.52341253,0.03232302,0.82261253,1.87200267,0.66005794,0.29015428,0.09655040
-5.37568784,2.59822361,0.00555735,0.48647801,0.03225508,0.78504552,1.75310792,0.62684847,0.27554123,0.09480825
-5.36968484,2.46386026,0.00521541,0.44986372,0.03223091,0.75098071,1.63671500,0.59657597,0.26171676,0.09327103
-5.36368184,2.33986697,0.00491370,0.41405729,0.03226446,0.72071317,1.52442870,0.56962102,0.24883362,0.09198084
-5.35767884,2.22761498,0.00465745,0.37951409,0.03236690,0.69448005,1.41771712,0.54630900,0.23703129,0.09097305
-5.35167584,2.12824940,0.00445105,0.34664883,0.03254600,0.67245551,1.31788342,0.52690337,0.22643333,0.09027483
-5.34567284,2.04266816,0.00429794,0.31582917,0.03280571,0.65474769,1.22604459,0.51160087,0.21714535,0.08990388
-5.33966983,1.97150973,0.00420064,0.28737138,0.03314588,0.64139790,1.14311725,0.50052854,0.20925362,0.08986768
-5.33366683,1.91514944,0.00416070,0.26153801,0.03356214,0.63238220,1.06981038,0.49374274,0.20282443,0.09016300
