energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.78389195,0.65925454,0.18555731,0.00000000,0.00008711,0.21739889,0.23125107,0.09181872
-5.77788894,0.67448686,0.18920773,0.00000000,0.00009127,0.22315964,0.23420430,0.09367363
-5.77188594,0.68529137,0.19158218,0.00000000,0.00009493,0.22749457,0.23549378,0.09489960
-5.76588294,0.69145129,0.19263249,0.00000000,0.00009804,0.23031730,0.23509200,0.09547189
-5.75987994,0.69284534,0.19233813,0.00000000,0.00010052,0.23157208,0.23300787,0.09537939
-5.75387694,0.68945223,0.19070692,0.00000000,0.00010233,0.23123580,0.22928643,0.09462505
-5.74787394,0.68135174,0.18777487,0.00000000,0.00010342,0.22931905,0.22400722,0.09322583
-5.74187094,0.66872249,0.18360497,0.00000000,0.00010379,0.22586593,0.21728158,0.09121212
-5.73586793,0.65183640,0.17828511,0.00000000,0.00010342,0.22095285,0.20924873,0.08862682
-5.72986493,0.63105023,0.17192524,0.00000000,0.00010232,0.21468634,0.20007105,0.08552395
-5.72386193,0.60679465,0.16465384,0.00000000,0.00010054,0.20719983,0.18992879,0.08196692
-5.71785893,0.57956121,0.15661396,0.00000000,0.00009810,0.19864985,0.17901421,0.07802669
-5.71185593,0.54988803,0.14795887,0.00000000,0.00009508,0.18921152,0.16752576,0.07377960
-5.70585293,0.51834476,0.13884776,0.00000000,0.00009156,0.17907379,0.15566230,0.06930526
-5.69984992,0.48551743,0.12944136,0.00000000,0.00008762,0.16843447,0.14361764,0.06468444
-5.69384692,0.45199389,0.11989792,0.00000000,0.00008338,0.15749539,0.13157574,0.05999712
-5.68784392,0.41835033,0.11036955,0.00000000,0.00007894,0.14645780,0.11970657,0.05532062
-5.68184092,0.38513934,0.10099912,0.00000000,0.00007444,0.13551812,0.10816281,0.05072812
-5.67583792,0.35287989,0.09191766,0.00000000,0.00007002,0.12486429,0.09707749,0.04628736
-5.66983492,0.32204929,0.08324254,0.00000000,0.00006583,0.11467274,0.08656253,0.04205969
-5.66383192,0.29307738,0.07507619,0.00000000,0.00006202,0.10510600,0.07670815,0.03809947
-5.65782891,0.26634275,0.06750549,0.00000000,0.00005878,0.09631088,0.06758317,0.03445367
-5.65182591,0.24217092,0.06060174,0.00000000,0.00005631,0.08841738,0.05923597,0.03116185
-5.64582291,0.22083407,0.05442108,0.00000000,0.00005481,0.08153806,0.05169606,0.02825627
-5.63981991,0.20255219,0.04900531,0.00000000,0.00005454,0.07576777,0.04497612,0.02576227
-5.63381691,0.18749513,0.04438302,0.00000000,0.00005575,0.07118378,0.03907432,0.02369865
-5.62781391,0.17578522,0.04057082,0.00000000,0.00005877,0.06784608,0.03397685,0.02207827
-5.62181091,0.16750012,0.03757475,0.00000000,0.00006393,0.06579764,0.02966044,0.02090854
-5.61580790,0.16267554,0.03539151,0.00000000,0.00007164,0.06506478,0.02609479,0.02019193
-5.60980490,0.16130761,0.03400977,0.00000000,0.00008233,0.06565731,0.02324489,0.01992645
-5.60380190,0.16335479,0.03341115,0.00000000,0.00009651,0.06756864,0.02107299,0.02010598
-5.59779890,0.16873903,0.03357112,0.00000000,0.00011473,0.07077555,0.01954029,0.02072051
-5.59179590,0.17734650,0.03445962,0.00000000,0.00013759,0.07523800,0.01860835,0.02175634
-5.58579290,0.18902767,0.03604153,0.00000000,0.00016577,0.08089871,0.01824004,0.02319608
-5.57978989,0.20359716,0.03827686,0.00000000,0.00019995,0.08768282,0.01840020,0.02501866
-5.57378689,0.22083345,0.04112095,0.00000000,0.00024089,0.09549757,0.01905596,0.02719924
-5.56778389,0.24047873,0.04452438,0.00000000,0.00028932,0.10423225,0.02017674,0.02970916
-5.56178089,0.26223928,0.04843302,0.00000000,0.00034601,0.11375849,0.02173401,0.03251585
-5.55577789,0.28578653,0.05278797,0.00000000,0.00041168,0.12393097,0.02370087,0.03558279
-5.54977489,0.31075915,0.05752567,0.00000000,0.00048700,0.13458865,0.02605134,0.03886969
-5.54377189,0.33676629,0.06257804,0.00000000,0.00057256,0.14555675,0.02875974,0.04233260
-5.53776888,0.36339221,0.06787289,0.00000000,0.00066882,0.15664920,0.03179984,0.04592431
-5.53176588,0.39020213,0.07333442,0.00000000,0.00077610,0.16767188,0.03514410,0.04959483
-5.52576288,0.41674957,0.07888404,0.00000000,0.00089453,0.17842642,0.03876293,0.05329207
-5.51975988,0.44258469,0.08444132,0.00000000,0.00102401,0.18871445,0.04262409,0.05696262
-5.51375688,0.46726369,0.08992518,0.00000000,0.00116418,0.19834234,0.04669222,0.06055275
-5.50775388,0.49035877,0.09525526,0.00000000,0.00131442,0.20712604,0.05092849,0.06400944
-5.50175088,0.51146850,0.10035340,0.00000000,0.00147383,0.21489600,0.05529066,0.06728153
-5.49574787,0.53022794,0.10514531,0.00000000,0.00164120,0.22150190,0.05973317,0.07032096
-5.48974487,0.54631843,0.10956219,0.00000000,0.00181505,0.22681702,0.06420776,0.07308398
-5.48374187,0.55947640,0.11354244,0.00000000,0.00199363,0.23074201,0.06866418,0.07553233
-5.47773887,0.56950102,0.11703331,0.00000000,0.00217499,0.23320789,0.07305134,0.07763442
-5.47173587,0.57626032,0.11999244,0.00000000,0.00235698,0.23417828,0.07731873,0.07936637
-5.46573287,0.57969564,0.12238936,0.00000000,0.00253738,0.23365058,0.08141805,0.08071298
-5.45972986,0.57982424,0.12420673,0.00000000,0.00271393,0.23165615,0.08530519,0.08166853
-5.45372686,0.57673994,0.12544145,0.00000000,0.00288446,0.22825956,0.08894226,0.08223746
-5.44772386,0.57061205,0.12610558,0.00000000,0.00304696,0.22355681,0.09229987,0.08243483
-5.44172086,0.56168248,0.12622697,0.00000000,0.00319971,0.21767278,0.09535933,0.08228670
-5.43571786,0.55026131,0.12584969,0.00000000,0.00334136,0.21075786,0.09811486,0.08183029
-5.42971486,0.53672105,0.12503418,0.00000000,0.00347105,0.20298416,0.10057558,0.08111387
-5.42371186,0.52148973,0.12385709,0.00000000,0.00358849,0.19454120,0.10276730,0.08019668
-5.41770885,0.50504320,0.12241089,0.00000000,0.00369405,0.18563144,0.10473383,0.07914840
-5.41170585,0.48789673,0.12080309,0.00000000,0.00378879,0.17646576,0.10653787,0.07804865
-5.40570285,0.47059617,0.11915519,0.00000000,0.00387453,0.16725901,0.10826122,0.07698615
-5.39969985,0.45370889,0.11760120,0.00000000,0.00395379,0.15822579,0.11000441,0.07605768
-5.39369685,0.43781444,0.11628591,0.00000000,0.00402984,0.14957654,0.11188550,0.07536686
-5.38769385,0.42349518,0.11536261,0.00000000,0.00410658,0.14151402,0.11403806,0.07502264
-5.38169085,0.41132688,0.11499058,0.00000000,0.00418848,0.13423016,0.11660846,0.07513754
-5.37568784,0.40186918,0.11533208,0.00000000,0.00428045,0.12790331,0.11975220,0.07582565
-5.36968484,0.39565610,0.11654901,0.00000000,0.00438767,0.12269596,0.12362966,0.07720036
-5.36368184,0.39318648,0.11879923,0.00000000,0.00451546,0.11875273,0.12840110,0.07937187
-5.35767884,0.39491453,0.12223264,0.00000000,0.00466904,0.11619875,0.13422120,0.08244450
-5.35167584,0.40124039,0.12698696,0.00000000,0.00485336,0.11513829,0.14123323,0.08651380
-5.34567284,0.41250105,0.13318353,0.00000000,0.00507288,0.11565372,0.14956310,0.09166362
-5.33966983,0.42896174,0.14092307,0.00000000,0.00533136,0.11780466,0.15931352,0.09796313
-5.33366683,0.45080800,0.15028165,0.00000000,0.00563168,0.12162747,0.17055848,0.10546395
-5.32766383,0.47813891,0.16130698,0.00000000,0.00597571,0.12713499,0.18333834,0.11419748
-5.32166083,0.51096176,0.17401524,0.00000000,0.00636414,0.13431665,0.19765584,0.12417251
-5.31565783,0.54918850,0.18838856,0.00000000,0.00679642,0.14313896,0.21347322,0.13537336
-5.30965483,0.59263451,0.20437342,0.00000000,0.00727073,0.15354647,0.23071068,0.14775848
-5.30365183,0.64101988,0.22187998,0.00000000,0.00778397,0.16546330,0.24924634,0.16125982
-5.29764882,0.69397363,0.24078259,0.00000000,0.00833188,0.17879512,0.26891799,0.17578298
-5.29164582,0.75104084,0.26092149,0.00000000,0.00890918,0.19343185,0.28952636,0.19120810
-5.28564282,0.81169301,0.28210574,0.00000000,0.00950972,0.20925089,0.31084020,0.20739183
-5.27963982,0.87534123,0.30411737,0.00000000,0.01012674,0.22612085,0.33260292,0.22416999
-5.27363682,0.94135217,0.32671667,0.00000000,0.01075320,0.24390583,0.35454048,0.24136120
-5.26763382,1.00906619,0.34964849,0.00000000,0.01138202,0.26246992,0.37637054,0.25877129
-5.26163082,1.07781707,0.37264931,0.00000000,0.01200647,0.28168191,0.39781221,0.27619823
-5.25562781,1.14695265,0.39545487,0.00000000,0.01262046,0.30141992,0.41859613,0.29343773
-5.24962481,1.21585533,0.41780808,0.00000000,0.01321886,0.32157570,0.43847445,0.31028894
-5.24362181,1.28396169,0.43946684,0.00000000,0.01379781,0.34205850,0.45723014,0.32656037
-5.23761881,1.35078021,0.46021155,0.00000000,0.01435487,0.36279799,0.47468527,0.34207561
-5.23161581,1.41590618,0.47985183,0.00000000,0.01488922,0.38374637,0.49070779,0.35667864
-5.22561281,1.47903309,0.49823234,0.00000000,0.01540176,0.40487921,0.50521645,0.37023861
-5.21960980,1.53995981,0.51523733,0.00000000,0.01589504,0.42619499,0.51818358,0.38265380
-5.21360680,1.59859322,0.53079376,0.00000000,0.01637319,0.44771345,0.52963571,0.39385468
-5.20760380,1.65494608,0.54487283,0.00000000,0.01684173,0.46947245,0.53965177,0.40380583
-5.20160080,1.70913031,0.55748997,0.00000000,0.01730730,0.49152385,0.54835920,0.41250684
-5.19559780,1.76134597,0.56870315,0.00000000,0.01777730,0.51392832,0.55592795,0.41999196
-5.18959480,1.81186655,0.57860976,0.00000000,0.01825949,0.53674947,0.56256289,0.42632872
-5.18359180,1.86102151,0.58734214,0.00000000,0.01876159,0.56004763,0.56849492,0.43161547
-5.17758879,1.90917685,0.59506200,0.00000000,0.01929080,0.58387374,0.57397130,0.43597795
-5.17158579,1.95671501,0.60195395,0.00000000,0.01985338,0.60826353,0.57924561,0.43956516
-5.16558279,2.00401503,0.60821857,0.00000000,0.02045427,0.63323263,0.58456802,0.44254456
-5.15957979,2.05143410,0.61406511,0.00000000,0.02109676,0.65877276,0.59017615,0.44509686
-5.15357679,2.09929145,0.61970423,0.00000000,0.02178220,0.68484946,0.59628699,0.44741055
-5.14757379,2.14785524,0.62534105,0.00000000,0.02250988,0.71140139,0.60309028,0.44967637
-5.14157079,2.19733319,0.63116870,0.00000000,0.02327698,0.73834137,0.61074334,0.45208184
-5.13556778,2.24786692,0.63736246,0.00000000,0.02407862,0.76555920,0.61936778,0.45480605
-5.12956478,2.29953032,0.64407486,0.00000000,0.02490800,0.79292605,0.62904770,0.45801475
-5.12356178,2.35233150,0.65143155,0.00000000,0.02575674,0.82030016,0.63982957,0.46185593
-5.11755878,2.40621788,0.65952816,0.00000000,0.02661517,0.84753355,0.65172341,0.46645588
-5.11155578,2.46108380,0.66842812,0.00000000,0.02747282,0.87447936,0.66470511,0.47191585
-5.10555278,2.51677993,0.67816133,0.00000000,0.02831886,0.90099928,0.67871945,0.47830927
-5.09954977,2.57312340,0.68872375,0.00000000,0.02914261,0.92697059,0.69368370,0.48567973
-5.09354677,2.62990813,0.70007774,0.00000000,0.02993405,0.95229248,0.70949133,0.49403948
-5.08754377,2.68691439,0.71215319,0.00000000,0.03068430,0.97689100,0.72601565,0.50336882
-5.08154077,2.74391700,0.72484929,0.00000000,0.03138601,1.00072258,0.74311320,0.51361600
-5.07553777,2.80069173,0.73803697,0.00000000,0.03203372,1.02377559,0.76062679,0.52469807
-5.06953477,2.85701956,0.75156186,0.00000000,0.03262413,1.04606999,0.77838800,0.53650233
-5.06353177,2.91268877,0.76524791,0.00000000,0.03315621,1.06765506,0.79621942,0.54888863
-5.05752876,2.96749486,0.77890129,0.00000000,0.03363127,1.08860509,0.81393639,0.56169236
-5.05152576,3.02123855,0.79231498,0.00000000,0.03405286,1.10901352,0.83134865,0.57472820
-5.04552276,3.07372228,0.80527349,0.00000000,0.03442658,1.12898557,0.84826189,0.58779450
-5.03951976,3.12474559,0.81755804,0.00000000,0.03475974,1.14862988,0.86447942,0.60067824
-5.03351676,3.17409985,0.82895177,0.00000000,0.03506104,1.16804955,0.87980397,0.61316043
-5.02751376,3.22156280,0.83924507,0.00000000,0.03534001,1.18733286,0.89403993,0.62502178
-5.02151076,3.26689339,0.84824073,0.00000000,0.03560654,1.20654441,0.90699585,0.63604854
-5.01550775,3.30982724,0.85575884,0.00000000,0.03587026,1.22571676,0.91848738,0.64603825
-5.00950475,3.35007313,0.86164114,0.00000000,0.03614002,1.24484325,0.92834044,0.65480509
-5.00350175,3.38731053,0.86575485,0.00000000,0.03642327,1.26387215,0.93639457,0.66218491
-4.99749875,3.42118871,0.86799554,0.00000000,0.03672559,1.28270252,0.94250640,0.66803934
-4.99149575,3.45132712,0.86828925,0.00000000,0.03705020,1.30118199,0.94655282,0.67225924
-4.98549275,3.47731752,0.86659346,0.00000000,0.03739763,1.31910655,0.94843398,0.67476693
-4.97948974,3.49872757,0.86289706,0.00000000,0.03776547,1.33622255,0.94807566,0.67551743
-4.97348674,3.51510606,0.85721933,0.00000000,0.03814824,1.35223078,0.94543101,0.67449850
-4.96748374,3.52598972,0.84960792,0.00000000,0.03853741,1.36679270,0.94048158,0.67172957
-4.96148074,3.53091161,0.84013592,0.00000000,0.03892158,1.37953853,0.93323746,0.66725955
-4.95547774,3.52941084,0.82889839,0.00000000,0.03928675,1.39007722,0.92373657,0.66116375
-4.94947474,3.52104374,0.81600825,0.00000000,0.03961682,1.39800767,0.91204319,0.65353997
-4.94347174,3.50539594,0.80159197,0.00000000,0.03989408,1.40293120,0.89824577,0.64450403
-4.93746873,3.48209545,0.78578514,0.00000000,0.04009992,1.40446465,0.88245408,0.63418491
-4.93146573,3.45082594,0.76872823,0.00000000,0.04021553,1.40225363,0.86479602,0.62271980
-4.92546273,3.41134011,0.75056262,0.00000000,0.04022269,1.39598552,0.84541409,0.61024914
-4.91945973,3.36347243,0.73142711,0.00000000,0.04010450,1.38540171,0.82446178,0.59691209
-4.91345673,3.30715070,0.71145500,0.00000000,0.03984616,1.37030837,0.80209999,0.58284232
-4.90745373,3.24240584,0.69077191,0.00000000,0.03943560,1.35058555,0.77849368,0.56816453
-4.90145073,3.16937941,0.66949416,0.00000000,0.03886410,1.32619398,0.75380878,0.55299169
-4.89544772,3.08832816,0.64772793,0.00000000,0.03812667,1.29717934,0.72820957,0.53742303
-4.88944472,2.99962549,0.62556901,0.00000000,0.03722240,1.26367369,0.70185643,0.52154292
-4.88344172,2.90375932,0.60310314,0.00000000,0.03615460,1.22589411,0.67490414,0.50542057
-4.87743872,2.80132646,0.58040684,0.00000000,0.03493070,1.18413839,0.64750063,0.48911044
-4.87143572,2.69302353,0.55754857,0.00000000,0.03356215,1.13877810,0.61978622,0.47265345
-4.86543272,2.57963475,0.53459031,0.00000000,0.03206404,1.09024926,0.59189327,0.45607873
-4.85942971,2.46201709,0.51158916,0.00000000,0.03045462,1.03904100,0.56394626,0.43940589
-4.85342671,2.34108337,0.48859918,0.00000000,0.02875475,0.98568287,0.53606219,0.42264759
-4.84742371,2.21778409,0.46567315,0.00000000,0.02698727,0.93073114,0.50835120,0.40581240
-4.84142071,2.09308874,0.44286435,0.00000000,0.02517630,0.87475483,0.48091750,0.38890768
-4.83541771,1.96796740,0.42022815,0.00000000,0.02334656,0.81832207,0.45386035,0.37194238
-4.82941471,1.84337331,0.39782343,0.00000000,0.02152273,0.76198725,0.42727523,0.35492970
-4.82341171,1.72022720,0.37571387,0.00000000,0.01972885,0.70627944,0.40125496,0.33788943
-4.81740870,1.59940371,0.35396883,0.00000000,0.01798779,0.65169256,0.37589081,0.32084984
-4.81140570,1.48172042,0.33266408,0.00000000,0.01632082,0.59867747,0.35127353,0.30384910
-4.80540270,1.36792959,0.31188212,0.00000000,0.01474731,0.54763623,0.32749424,0.28693625
-4.79939970,1.25871268,0.29171222,0.00000000,0.01328455,0.49891839,0.30464517,0.27017142
-4.79339670,1.15467752,0.27225008,0.00000000,0.01194759,0.45281956,0.28282008,0.25362566
-4.78739370,1.05635786,0.25359718,0.00000000,0.01074929,0.40958171,0.26211455,0.23738009
-4.78139070,0.96421492,0.23585969,0.00000000,0.00970036,0.36939528,0.24262591,0.22152459
-4.77538769,0.87864055,0.21914718,0.00000000,0.00880953,0.33240266,0.22445291,0.20615604
-4.76938469,0.79996160,0.20357090,0.00000000,0.00808373,0.29870265,0.20769512,0.19137623
-4.76338169,0.72844481,0.18924182,0.00000000,0.00752826,0.26835574,0.19245201,0.17728939
-4.75737869,0.66430215,0.17626844,0.00000000,0.00714701,0.24138977,0.17882189,0.16399974
-4.75137569,0.60769590,0.16475439,0.00000000,0.00694262,0.21780562,0.16690052,0.15160883
-4.74537269,0.55874345,0.15479588,0.00000000,0.00691662,0.19758285,0.15677963,0.14021298
-4.73936968,0.51752139,0.14647915,0.00000000,0.00706950,0.18068493,0.14854538,0.12990093
-4.73336668,0.48406900,0.13987785,0.00000000,0.00740074,0.16706394,0.14227667,0.12075163
-4.72736368,0.45839093,0.13505060,0.00000000,0.00790877,0.15666465,0.13804364,0.11283243
-4.72136068,0.44045917,0.13203866,0.00000000,0.00859086,0.14942802,0.13590622,0.10619760
-4.71535768,0.43021459,0.13086393,0.00000000,0.00944300,0.14529389,0.13591286,0.10088725
-4.70935468,0.42756789,0.13152733,0.00000000,0.01045972,0.14420310,0.13809962,0.09692680
-4.70335168,0.43240052,0.13400758,0.00000000,0.01163386,0.14609899,0.14248957,0.09432677
-4.69734867,0.44456554,0.13826067,0.00000000,0.01295645,0.15092830,0.14909264,0.09308313
-4.69134567,0.46388861,0.14421980,0.00000000,0.01441646,0.15864160,0.15790592,0.09317807
-4.68534267,0.49016949,0.15179620,0.00000000,0.01600075,0.16919331,0.16891445,0.09458114
-4.67933967,0.52318385,0.16088052,0.00000000,0.01769396,0.18254129,0.18209252,0.09725082
-4.67333667,0.56268566,0.17134513,0.00000000,0.01947855,0.19864602,0.19740540,0.10113635
-4.66733367,0.60841002,0.18304709,0.00000000,0.02133490,0.21746946,0.21481151,0.10617982
-4.66133067,0.66007627,0.19583177,0.00000000,0.02324150,0.23897354,0.23426477,0.11231841
-4.65532766,0.71739131,0.20953709,0.00000000,0.02517528,0.26311816,0.25571716,0.11948675
-4.64932466,0.78005270,0.22399824,0.00000000,0.02711196,0.28985885,0.27912122,0.12761919
-4.64332166,0.84775140,0.23905255,0.00000000,0.02902652,0.31914390,0.30443225,0.13665200
-4.63731866,0.92017364,0.25454451,0.00000000,0.03089375,0.35091107,0.33161016,0.14652529
-4.63131566,0.99700176,0.27033052,0.00000000,0.03268880,0.38508382,0.36062048,0.15718467
-4.62531266,1.07791360,0.28628322,0.00000000,0.03438773,0.42156716,0.39143462,0.16858238
-4.61930965,1.16258038,0.30229513,0.00000000,0.03596811,0.46024319,0.42402900,0.18067798
-4.61330665,1.25066277,0.31828128,0.00000000,0.03740950,0.50096652,0.45838307,0.19343846
-4.60730365,1.34180550,0.33418080,0.00000000,0.03869398,0.54355975,0.49447603,0.20683767
-4.60130065,1.43563036,0.34995715,0.00000000,0.03980643,0.58780923,0.53228238,0.22085515
-4.59529765,1.53172819,0.36559702,0.00000000,0.04073491,0.63346145,0.57176644,0.23547437
-4.58929465,1.62965028,0.38110781,0.00000000,0.04147074,0.68022035,0.61287590,0.25068039
-4.58329165,1.72889973,0.39651379,0.00000000,0.04200861,0.72774580,0.65553486,0.26645699
-4.57728864,1.82892363,0.41185116,0.00000000,0.04234651,0.77565368,0.69963656,0.28278358
-4.57128564,1.92910663,0.42716207,0.00000000,0.04248557,0.82351765,0.74503639,0.29963179
-4.56528264,2.02876684,0.44248809,0.00000000,0.04242984,0.87087293,0.79154552,0.31696209
-4.55927964,2.12715454,0.45786329,0.00000000,0.04218593,0.91722210,0.83892566,0.33472057
-4.55327664,2.22345448,0.47330750,0.00000000,0.04176271,0.96204294,0.88688541,0.35283601
-4.54727364,2.31679187,0.48881995,0.00000000,0.04117091,1.00479816,0.93507853,0.37121756
-4.54127064,2.40624256,0.50437379,0.00000000,0.04042267,1.04494680,0.98310453,0.38975308
-4.53526763,2.49084699,0.51991185,0.00000000,0.03953126,1.08195688,1.03051173,0.40830828
-4.52926463,2.56962799,0.53534377,0.00000000,0.03851062,1.11531898,1.07680287,0.42672683
-4.52326163,2.64161151,0.55054493,0.00000000,0.03737512,1.14455994,1.12144326,0.44483155
-4.51725863,2.70584982,0.56535714,0.00000000,0.03613927,1.16925645,1.16387124,0.46242651
-4.51125563,2.76144611,0.57959114,0.00000000,0.03481745,1.18904765,1.20351068,0.47930025
-4.50525263,2.80757954,0.59303097,0.00000000,0.03342380,1.20364627,1.23978508,0.49522987
-4.49924962,2.84352962,0.60543987,0.00000000,0.03197204,1.21284793,1.27213270,0.50998603
-4.49324662,2.86869888,0.61656761,0.00000000,0.03047542,1.21653786,1.30002223,0.52333850
-4.48724362,2.88263285,0.62615881,0.00000000,0.02894659,1.21469513,1.32296831,0.53506230
-4.48124062,2.88503641,0.63396202,0.00000000,0.02739760,1.20739383,1.34054631,0.54494407
-4.47523762,2.87578593,0.63973897,0.00000000,0.02583986,1.19480149,1.35240575,0.55278843
-4.46923462,2.85493662,0.64327375,0.00000000,0.02428410,1.17717459,1.35828191,0.55842417
-4.46323162,2.82272481,0.64438143,0.00000000,0.02274036,1.15485154,1.35800504,0.56170997
-4.45722861,2.77956522,0.64291569,0.00000000,0.02121796,1.12824340,1.35150697,0.56253941
-4.45122561,2.72604324,0.63877523,0.00000000,0.01972546,1.09782279,1.33882482,0.56084513
-4.44522261,2.66290270,0.63190863,0.00000000,0.01827065,1.06411152,1.32010166,0.55660192
-4.43921961,2.59102958,0.62231746,0.00000000,0.01686052,1.02766736,1.29558431,0.54982854
-4.43321661,2.51143248,0.61005757,0.00000000,0.01550120,0.98907059,1.26561817,0.54058834
-4.42721361,2.42522039,0.59523854,0.00000000,0.01419800,0.94891074,1.23063961,0.52898849
-4.42121061,2.33357884,0.57802122,0.00000000,0.01295532,0.90777409,1.19116600,0.51517796
-4.41520760,2.23774512,0.55861378,0.00000000,0.01177674,0.86623219,1.14778406,0.49934420
-4.40920460,2.13898353,0.53726611,0.00000000,0.01066496,0.82483188,1.10113679,0.48170879
-4.40320160,2.03856144,0.51426321,0.00000000,0.00962187,0.78408695,1.05190964,0.46252211
-4.39719860,1.93772684,0.48991757,0.00000000,0.00864860,0.74447161,1.00081643,0.44205728
-4.39119560,1.83768823,0.46456109,0.00000000,0.00774554,0.70641592,0.94858543,0.42060374
-4.38519260,1.73959712,0.43853682,0.00000000,0.00691248,0.67030310,0.89594623,0.39846045
-4.37918959,1.64453376,0.41219075,0.00000000,0.00614863,0.63646863,0.84361774,0.37592928
-4.37318659,1.55349626,0.38586419,0.00000000,0.00545276,0.60520112,0.79229763,0.35330863
-4.36718359,1.46739316,0.35988676,0.00000000,0.00482324,0.57674455,0.74265357,0.33088759
-4.36118059,1.38703949,0.33457037,0.00000000,0.00425822,0.55130177,0.69531626,0.30894085
-4.35517759,1.31315590,0.31020432,0.00000000,0.00375566,0.52903893,0.65087448,0.28772443
-4.34917459,1.24637073,0.28705151,0.00000000,0.00331344,0.51009042,0.60987190,0.26747236
-4.34317159,1.18722418,0.26534588,0.00000000,0.00292944,0.49456410,0.57280561,0.24839443
-4.33716858,1.13617427,0.24529105,0.00000000,0.00260162,0.48254638,0.54012589,0.23067478
-4.33116558,1.09360359,0.22705991,0.00000000,0.00232809,0.47410683,0.51223715,0.21447150
-4.32516258,1.05982627,0.21079516,0.00000000,0.00210713,0.46930195,0.48949929,0.19991688
-4.31915958,1.03509431,0.19661051,0.00000000,0.00193724,0.46817793,0.47222927,0.18711839
-4.31315658,1.01960265,0.18459245,0.00000000,0.00181717,0.47077201,0.46070225,0.17616000
-4.30715358,1.01349228,0.17480212,0.00000000,0.00174590,0.47711238,0.45515206,0.16710379
