energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.72386193,1.62466619,0.11732724,0.01415750,1.02895356,0.00000000,1.32156724,0.33178445
-5.71785893,1.62492388,0.11114472,0.01408677,1.03408397,0.00000000,1.28805165,0.33542873
-5.71185593,1.62403014,0.10569377,0.01399541,1.03767958,0.00000000,1.25359778,0.33892210
-5.70585293,1.62177532,0.10111211,0.01387959,1.03947882,0.00000000,1.21837295,0.34220436
-5.69984992,1.61798739,0.09754427,0.01373612,1.03924065,0.00000000,1.18257091,0.34522516
-5.69384692,1.61254420,0.09514006,0.01356254,1.03675383,0.00000000,1.14641070,0.34794752
-5.68784392,1.60538454,0.09405284,0.01335721,1.03184574,0.00000000,1.11013521,0.35035082
-5.68184092,1.59651729,0.09443754,0.01311938,1.02439001,0.00000000,1.07400921,0.35243327
-5.67583792,1.58602792,0.09644838,0.01284923,1.01431273,0.00000000,1.03831690,0.35421355
-5.66983492,1.57408162,0.10023617,0.01254786,1.00159678,0.00000000,1.00335872,0.35573147
-5.66383192,1.56092251,0.10594518,0.01221728,0.98628393,0.00000000,0.96944737,0.35704742
-5.65782891,1.54686849,0.11370944,0.01186033,0.96847453,0.00000000,0.93690274,0.35824073
-5.65182591,1.53230161,0.12364863,0.01148060,0.94832472,0.00000000,0.90604588,0.35940662
-5.64582291,1.51765405,0.13586333,0.01108233,0.92604111,0.00000000,0.87719171,0.36065204
-5.63981991,1.50339010,0.15042990,0.01067020,0.90187332,0.00000000,0.85064070,0.36209045
-5.63381691,1.48998479,0.16739504,0.01024927,0.87610449,0.00000000,0.82666967,0.36383570
-5.62781391,1.47790018,0.18677015,0.00982471,0.84904049,0.00000000,0.80552191,0.36599535
-5.62181091,1.46756032,0.20852575,0.00940168,0.82099819,0.00000000,0.78739700,0.36866371
-5.61580790,1.45932637,0.23258630,0.00898514,0.79229347,0.00000000,0.77244083,0.37191504
-5.60980490,1.45347309,0.25882560,0.00857967,0.76322972,0.00000000,0.76073629,0.37579723
-5.60380190,1.45016810,0.28706312,0.00818933,0.73408729,0.00000000,0.75229523,0.38032632
-5.59779890,1.44945532,0.31706172,0.00781755,0.70511457,0.00000000,0.74705208,0.38548229
-5.59179590,1.45124346,0.34852688,0.00746698,0.67652100,0.00000000,0.74485982,0.39120635
-5.58579290,1.45530054,0.38110785,0.00713950,0.64847251,0.00000000,0.74548857,0.39739996
-5.57978989,1.46125500,0.41440084,0.00683614,0.62108935,0.00000000,0.74862714,0.40392573
-5.57378689,1.46860343,0.44795447,0.00655707,0.59444646,0.00000000,0.75388777,0.41061021
-5.56778389,1.47672487,0.48127737,0.00630169,0.56857618,0.00000000,0.76081394,0.41724858
-5.56178089,1.48490114,0.51384797,0.00606866,0.54347296,0.00000000,0.76889123,0.42361090
-5.55577789,1.49234220,0.54512617,0.00585600,0.51909978,0.00000000,0.77756092,0.42944991
-5.54977489,1.49821554,0.57456668,0.00566123,0.49539574,0.00000000,0.78623571,0.43450978
-5.54377189,1.50167816,0.60163342,0.00548148,0.47228428,0.00000000,0.79431727,0.43853565
-5.53776888,1.50190968,0.62581466,0.00531365,0.44968159,0.00000000,0.80121465,0.44128330
-5.53176588,1.49814492,0.64663819,0.00515452,0.42750467,0.00000000,0.80636298,0.44252871
-5.52576288,1.48970472,0.66368589,0.00500095,0.40567854,0.00000000,0.80924171,0.44207690
-5.51975988,1.47602322,0.67660711,0.00484996,0.38414242,0.00000000,0.80939156,0.43976979
-5.51375688,1.45667080,0.68513028,0.00469887,0.36285450,0.00000000,0.80642949,0.43549261
-5.50775388,1.43137151,0.68907215,0.00454541,0.34179525,0.00000000,0.80006127,0.42917867
-5.50175088,1.40001441,0.68834437,0.00438777,0.32096913,0.00000000,0.79009091,0.42081235
-5.49574787,1.36265867,0.68295687,0.00422467,0.30040496,0.00000000,0.77642693,0.41043010
-5.48974487,1.31953223,0.67301821,0.00405540,0.28015500,0.00000000,0.75908513,0.39811960
-5.48374187,1.27102465,0.65873264,0.00387984,0.26029298,0.00000000,0.73818794,0.38401711
-5.47773887,1.21767454,0.64039411,0.00369841,0.24091141,0.00000000,0.71396065,0.36830326
-5.47173587,1.16015273,0.61837768,0.00351209,0.22211851,0.00000000,0.68672464,0.35119754
-5.46573287,1.09924198,0.59312847,0.00332238,0.20403487,0.00000000,0.65688842,0.33295175
-5.45972986,1.03581462,0.56514908,0.00313123,0.18679050,0.00000000,0.62493675,0.31384290
-5.45372686,0.97080921,0.53498572,0.00294102,0.17052203,0.00000000,0.59141864,0.29416580
-5.44772386,0.90520746,0.50321394,0.00275446,0.15537073,0.00000000,0.55693495,0.27422578
-5.44172086,0.84001242,0.47042455,0.00257462,0.14148111,0.00000000,0.52212601,0.25433175
-5.43571786,0.77622890,0.43721019,0.00240479,0.12900028,0.00000000,0.48766013,0.23479010
-5.42971486,0.71484672,0.40415327,0.00224854,0.11807815,0.00000000,0.45422315,0.21589935
-5.42371186,0.65682735,0.37181555,0.00210961,0.10886815,0.00000000,0.42250972,0.19794593
-5.41770885,0.60309399,0.34072970,0.00199194,0.10152854,0.00000000,0.39321618,0.18120105
-5.41170585,0.55452512,0.31139292,0.00189962,0.09622388,0.00000000,0.36703525,0.16591867
-5.40570285,0.51195097,0.28426272,0.00183691,0.09312660,0.00000000,0.34465242,0.15233434
-5.39969985,0.47615260,0.25975470,0.00180822,0.09241826,0.00000000,0.32674350,0.14066505
-5.39369685,0.44786262,0.23824199,0.00181807,0.09429021,0.00000000,0.31397317,0.13110946
-5.38769385,0.42776675,0.22005612,0.00187112,0.09894341,0.00000000,0.30699374,0.12384871
-5.38169085,0.41650528,0.20548882,0.00197211,0.10658712,0.00000000,0.30644361,0.11904710
-5.37568784,0.41467346,0.19479427,0.00212580,0.11743617,0.00000000,0.31294475,0.11685270
-5.36968484,0.42281993,0.18819143,0.00233694,0.13170684,0.00000000,0.32709851,0.11739746
-5.36368184,0.44144254,0.18586583,0.00261017,0.14961093,0.00000000,0.34947925,0.12079668
-5.35767884,0.47098089,0.18797057,0.00294989,0.17134846,0.00000000,0.38062532,0.12714764
-5.35167584,0.51180546,0.19462614,0.00336016,0.19709869,0.00000000,0.42102716,0.13652730
-5.34567284,0.56420323,0.20591893,0.00384451,0.22701000,0.00000000,0.47111242,0.14898911
-5.33966983,0.62836018,0.22189824,0.00440578,0.26118883,0.00000000,0.53122839,0.16455899
-5.33366683,0.70434135,0.24257197,0.00504593,0.29968817,0.00000000,0.60162208,0.18323063
-5.32766383,0.79206937,0.26790110,0.00576584,0.34249608,0.00000000,0.68241875,0.20496033
-5.32166083,0.89130269,0.29779341,0.00656515,0.38952502,0.00000000,0.77359982,0.22966185
-5.31565783,1.00161512,0.33209666,0.00744204,0.44060249,0.00000000,0.87498135,0.25720145
-5.30965483,1.12237796,0.37059207,0.00839311,0.49546375,0.00000000,0.98619438,0.28739369
-5.30365183,1.25274674,0.41298841,0.00941325,0.55374727,0.00000000,1.10666862,0.31999839
-5.29764882,1.39165378,0.45891760,0.01049563,0.61499348,0.00000000,1.23562075,0.35471912
-5.29164582,1.53780823,0.50793216,0.01163160,0.67864728,0.00000000,1.37204893,0.39120362
-5.28564282,1.68970459,0.55950533,0.01281086,0.74406459,0.00000000,1.51473430,0.42904641
-5.27963982,1.84564045,0.61303415,0.01402149,0.81052307,0.00000000,1.66225075,0.46779385
-5.27363682,2.00374377,0.66784593,0.01525025,0.87723693,0.00000000,1.81298318,0.50695167
-5.26763382,2.16200943,0.72320822,0.01648277,0.94337537,0.00000000,1.96515453,0.54599483
-5.26163082,2.31834426,0.77834227,0.01770396,1.00808415,0.00000000,2.11686116,0.58437966
-5.25562781,2.47061920,0.83243985,0.01889833,1.07050949,0.00000000,2.26611579,0.62155779
-5.24962481,2.61672674,0.88468278,0.02005049,1.12982321,0.00000000,2.41089670,0.65699135
-5.24362181,2.75464141,0.93426481,0.02114556,1.18524817,0.00000000,2.54920148,0.69016900
-5.23761881,2.88248071,0.98041491,0.02216962,1.23608253,0.00000000,2.67910328,0.72062198
-5.23161581,2.99856379,1.02242099,0.02311019,1.28172202,0.00000000,2.79880732,0.74793940
-5.22561281,3.10146508,1.05965323,0.02395661,1.32167872,0.00000000,2.90670517,0.77178229
-5.21960980,3.19006024,1.09158580,0.02470035,1.35559562,0.00000000,3.00142443,0.79189536
-5.21360680,3.26356232,1.11781597,0.02533534,1.38325614,0.00000000,3.08187162,0.80811620
-5.20760380,3.32154598,1.13807978,0.02585815,1.40458805,0.00000000,3.14726623,0.82038123
-5.20160080,3.36395889,1.15226323,0.02626803,1.41966175,0.00000000,3.19716439,0.82872809
-5.19559780,3.39111938,1.16040859,0.02656694,1.42868284,0.00000000,3.23147115,0.83329437
-5.18959480,3.40370064,1.16271520,0.02675946,1.43197971,0.00000000,3.25044070,0.83431265
-5.18359180,3.40270216,1.15953469,0.02685253,1.42998661,0.00000000,3.25466476,0.83210199
-5.17758879,3.38940990,1.15136068,0.02685525,1.42322339,0.00000000,3.24504962,0.82705641
-5.17158579,3.36534703,1.13881323,0.02677844,1.41227308,0.00000000,3.22278315,0.81963067
-5.16558279,3.33221792,1.12261864,0.02663432,1.39775835,0.00000000,3.18929325,0.81032414
-5.15957979,3.29184773,1.10358536,0.02643605,1.38031852,0.00000000,3.14619978,0.79966343
-5.15357679,3.24612068,1.08257699,0.02619727,1.36058791,0.00000000,3.09526223,0.78818453
-5.14757379,3.19691958,1.06048335,0.02593172,1.33917701,0.00000000,3.03832535,0.77641528
-5.14157079,3.14606931,1.03819086,0.02565283,1.31665702,0.00000000,2.97726506,0.76485877
-5.13556778,3.09528637,1.01655338,0.02537334,1.29354846,0.00000000,2.91393680,0.75397848
-5.12956478,3.04613636,0.99636461,0.02510504,1.27031430,0.00000000,2.85012813,0.74418557
-5.12356178,3.00000057,0.97833314,0.02485852,1.24735726,0.00000000,2.78751715,0.73582883
-5.11755878,2.95805253,0.96306112,0.02464300,1.22502139,0.00000000,2.72763793,0.72918748
-5.11155578,2.92124451,0.95102727,0.02446626,1.20359701,0.00000000,2.67185349,0.72446703
-5.10555278,2.89030374,0.94257484,0.02433456,1.18332849,0.00000000,2.62133671,0.72179815
-5.09954977,2.86573745,0.93790493,0.02425272,1.16442379,0.00000000,2.57705894,0.72123845
-5.09354677,2.84784551,0.93707522,0.02422413,1.14706485,0.00000000,2.53978586,0.72277675
-5.08754377,2.83673929,0.94000412,0.02425088,1.13141778,0.00000000,2.51007957,0.72633980
-5.08154077,2.83236483,0.94648003,0.02433388,1.11764192,0.00000000,2.48830612,0.73180063
-5.07553777,2.83452889,0.95617506,0.02447296,1.10589693,0.00000000,2.47464700,0.73898833
-5.06953477,2.84292590,0.96866276,0.02466703,1.09634735,0.00000000,2.46911353,0.74769865
-5.06353177,2.85716447,0.98343875,0.02491416,1.08916404,0.00000000,2.47156287,0.75770484
-5.05752876,2.87679189,0.99994357,0.02521166,1.08452262,0.00000000,2.48171458,0.76876834
-5.05152576,2.90131575,1.01758645,0.02555619,1.08259867,0.00000000,2.49916675,0.78064881
-5.04552276,2.93022165,1.03576919,0.02594373,1.08356023,0.00000000,2.52341113,0.79311307
-5.03951976,2.96298679,1.05390901,0.02636964,1.08755807,0.00000000,2.55384673,0.80594271
-5.03351676,2.99908920,1.07145951,0.02682862,1.09471438,0.00000000,2.58979178,0.81894007
-5.02751376,3.03801276,1.08792878,0.02731470,1.10511081,0.00000000,2.63049423,0.83193244
-5.02151076,3.07924870,1.10289424,0.02782118,1.11877667,0.00000000,2.67514092,0.84477447
-5.01550775,3.12229402,1.11601345,0.02834065,1.13567821,0.00000000,2.72286612,0.85734878
-5.00950475,3.16664788,1.12703085,0.02886495,1.15570993,0.00000000,2.77276001,0.86956499
-5.00350175,3.21180689,1.13578017,0.02938517,1.17868849,0.00000000,2.82387763,0.88135718
-4.99749875,3.25726024,1.14218280,0.02989175,1.20434997,0.00000000,2.87524912,0.89268036
-4.99149575,3.30248557,1.14624237,0.03037452,1.23235066,0.00000000,2.92589158,0.90350588
-4.98549275,3.34694642,1.14803608,0.03082288,1.26227179,0.00000000,2.97482296,0.91381649
-4.97948974,3.39009191,1.14770335,0.03122596,1.29362783,0.00000000,3.02107803,0.92360112
-4.97348674,3.43135881,1.14543260,0.03157288,1.32587830,0.00000000,3.06372630,0.93284979
-4.96748374,3.47017641,1.14144687,0.03185297,1.35844232,0.00000000,3.10189135,0.94154909
-4.96148074,3.50597388,1.13598906,0.03205612,1.39071535,0.00000000,3.13477097,0.94967821
-4.95547774,3.53818977,1.12930766,0.03217306,1.42208719,0.00000000,3.16165712,0.95720600
-4.94947474,3.56628321,1.12164340,0.03219568,1.45196030,0.00000000,3.18195466,0.96408896
-4.94347174,3.58974596,1.11321769,0.03211734,1.47976755,0.00000000,3.19519775,0.97027040
-4.93746873,3.60811470,1.10422315,0.03193313,1.50498843,0.00000000,3.20106279,0.97568070
-4.93146573,3.62098264,1.09481651,0.03164012,1.52716293,0.00000000,3.19937697,0.98023865
-4.92546273,3.62800986,1.08511424,0.03123751,1.54590252,0.00000000,3.19012166,0.98385376
-4.91945973,3.62893181,1.07519083,0.03072675,1.56089773,0.00000000,3.17343023,0.98642944
-4.91345673,3.62356544,1.06507969,0.03011157,1.57192215,0.00000000,3.14958014,0.98786686
-4.90745373,3.61181301,1.05477650,0.02939792,1.57883281,0.00000000,3.11897968,0.98806946
-4.90145073,3.59366336,1.04424472,0.02859389,1.58156736,0.00000000,3.08214990,0.98694765
-4.89544772,3.56919104,1.03342284,0.02770951,1.58013831,0.00000000,3.03970278,0.98442392
-4.88944472,3.53855363,1.02223303,0.02675648,1.57462506,0.00000000,2.99231682,0.98043779
-4.88344172,3.50198771,1.01059075,0.02574793,1.56516446,0.00000000,2.94071159,0.97495071
-4.87743872,3.45980412,0.99841469,0.02469803,1.55194062,0.00000000,2.88562251,0.96795064
-4.87143572,3.41238288,0.98563666,0.02362168,1.53517476,0.00000000,2.82777746,0.95945614
-4.86543272,3.36016838,0.97221099,0.02253412,1.51511580,0.00000000,2.76787642,0.94951976
-4.85942971,3.30366503,0.95812287,0.02145060,1.49203229,0.00000000,2.70657518,0.93823071
-4.85342671,3.24343344,0.94339533,0.02038604,1.46620597,0.00000000,2.64447372,0.92571649
-4.84742371,3.18008721,0.92809440,0.01935469,1.43792733,0.00000000,2.58210969,0.91214343
-4.84142071,3.11428991,0.91233230,0.01836988,1.40749311,0.00000000,2.51995686,0.89771596
-4.83541771,3.04675196,0.89626839,0.01744376,1.37520546,0.00000000,2.45842797,0.88267456
-4.82941471,2.97822675,0.88010770,0.01658714,1.34137269,0.00000000,2.39788144,0.86729220
-4.82341171,2.90950547,0.86409722,0.01580928,1.30631080,0.00000000,2.33863068,0.85186942
-4.81740870,2.84141008,0.84851981,0.01511783,1.27034553,0.00000000,2.28095495,0.83672792
-4.81140570,2.77478392,0.83368614,0.01451874,1.23381412,0.00000000,2.22511042,0.82220284
-4.80540270,2.71047961,0.81992481,0.01401619,1.19706635,0.00000000,2.17134042,0.80863396
-4.79939970,2.64934412,0.80757101,0.01361262,1.16046433,0.00000000,2.11988360,0.79635588
-4.79339670,2.59220117,0.79695430,0.01330877,1.12438065,0.00000000,2.07097931,0.78568765
-4.78739370,2.53983119,0.78838584,0.01310365,1.08919469,0.00000000,2.02486962,0.77692218
-4.78139070,2.49294967,0.78214576,0.01299471,1.05528698,0.00000000,1.98179773,0.77031573
-4.77538769,2.45218454,0.77847101,0.01297784,1.02303182,0.00000000,1.94200292,0.76607808
-4.76938469,2.41805371,0.77754438,0.01304754,0.99278827,0.00000000,1.90571223,0.76436360
-4.76338169,2.39094383,0.77948510,0.01319700,0.96489015,0.00000000,1.87312979,0.76526381
-4.75737869,2.37109144,0.78434137,0.01341829,0.93963532,0.00000000,1.84442436,0.76880171
-4.75137569,2.35856765,0.79208525,0.01370246,0.91727499,0.00000000,1.81971627,0.77492817
-4.74537269,2.35326721,0.80261005,0.01403975,0.89800369,0.00000000,1.79906465,0.78352064
-4.73936968,2.35490300,0.81573047,0.01441974,0.88195033,0.00000000,1.78245596,0.79438424
-4.73336668,2.36300629,0.83118537,0.01483157,0.86917108,0.00000000,1.76979479,0.80725543
-4.72736368,2.37693321,0.84864322,0.01526412,0.85964445,0.00000000,1.76089770,0.82180790
-4.72136068,2.39587743,0.86771003,0.01570622,0.85326884,0.00000000,1.75549059,0.83766073
-4.71535768,2.41888874,0.88793943,0.01614688,0.84986292,0.00000000,1.75321009,0.85438854
-4.70935468,2.44489705,0.90884465,0.01657546,0.84916870,0.00000000,1.75360907,0.87153311
-4.70335168,2.47274097,0.92991205,0.01698193,0.85085740,0.00000000,1.75616615,0.88861627
-4.69734867,2.50120007,0.95061567,0.01735708,0.85453781,0.00000000,1.76029906,0.90515348
-4.69134567,2.52902973,0.97043236,0.01769266,0.85976686,0.00000000,1.76538121,0.92066776
-4.68534267,2.55499724,0.98885717,0.01798162,0.86606201,0.00000000,1.77076102,0.93470335
-4.67933967,2.57791811,1.00541832,0.01821829,0.87291494,0.00000000,1.77578323,0.94683881
-4.67333667,2.59669124,1.01969153,0.01839849,0.87980606,0.00000000,1.77981120,0.95669910
-4.66733367,2.61033179,1.03131309,0.01851967,0.88621938,0.00000000,1.78224964,0.96396625
-4.66133067,2.61800083,1.03999142,0.01858105,0.89165710,0.00000000,1.78256654,0.96838833
-4.65532766,2.61903055,1.04551661,0.01858362,0.89565350,0.00000000,1.78031371,0.96978656
-4.64932466,2.61294459,1.04776785,0.01853021,0.89778774,0.00000000,1.77514478,0.96806026
-4.64332166,2.59947251,1.04671831,0.01842544,0.89769506,0.00000000,1.76683020,0.96318957
-4.63731866,2.57855826,1.04243726,0.01827570,0.89507612,0.00000000,1.75526825,0.95523605
-4.63131566,2.55036215,1.03508953,0.01808897,0.88970434,0.00000000,1.74049177,0.94434085
-4.62531266,2.51525643,1.02493194,0.01787472,0.88143081,0.00000000,1.72266998,0.93072094
-4.61930965,2.47381451,1.01230705,0.01764362,0.87018695,0.00000000,1.70210526,0.91466311
-4.61330665,2.42679418,0.99763412,0.01740733,0.85598475,0.00000000,1.67922480,0.89651631
-4.60730365,2.37511534,0.98139764,0.01717815,0.83891466,0.00000000,1.65456727,0.87668231
-4.60130065,2.31983299,0.96413369,0.01696867,0.81914134,0.00000000,1.62876490,0.85560500
-4.59529765,2.26210631,0.94641466,0.01679139,0.79689736,0.00000000,1.60252154,0.83375885
-4.58929465,2.20316496,0.92883265,0.01665830,0.77247522,0.00000000,1.57658748,0.81163659
-4.58329165,2.14427359,0.91198236,0.01658049,0.74621793,0.00000000,1.55173203,0.78973669
-4.57728864,2.08669611,0.89644396,0.01656775,0.71850848,0.00000000,1.52871502,0.76855109
-4.57128564,2.03166070,0.88276668,0.01662818,0.68975871,0.00000000,1.50825837,0.74855336
-4.56528264,1.98032716,0.87145378,0.01676790,0.66039776,0.00000000,1.49101918,0.73018795
-4.55927964,1.93375755,0.86294952,0.01699076,0.63086072,0.00000000,1.47756540,0.71386070
-4.55327664,1.89289151,0.85762871,0.01729817,0.60157772,0.00000000,1.46835551,0.69993106
-4.54727364,1.85852689,0.85578932,0.01768901,0.57296377,0.00000000,1.46372301,0.68870620
-4.54127064,1.83130660,0.85764841,0.01815963,0.54540981,0.00000000,1.46386675,0.68043720
-4.53526763,1.81171185,0.86334160,0.01870396,0.51927501,0.00000000,1.46884740,0.67531747
-4.52926463,1.80006201,0.87292594,0.01931371,0.49488059,0.00000000,1.47859054,0.67348318
-4.52326163,1.79652060,0.88638613,0.01997870,0.47250527,0.00000000,1.49289588,0.67501583
-4.51725863,1.80110701,0.90364347,0.02068720,0.45238224,0.00000000,1.51145247,0.67994643
-4.51125563,1.81371281,0.92456710,0.02142648,0.43469770,0.00000000,1.53385881,0.68826116
-4.50525263,1.83412164,0.94898677,0.02218322,0.41959081,0.00000000,1.55964677,0.69990796
-4.49924962,1.86203123,0.97670630,0.02294415,0.40715484,0.00000000,1.58830802,0.71480361
-4.49324662,1.89707607,1.00751688,0.02369648,0.39743926,0.00000000,1.61932149,0.73284086
-4.48724362,1.93884938,1.04120926,0.02442851,0.39045272,0.00000000,1.65218002,0.75389494
-4.48124062,1.98692289,1.07758421,0.02513003,0.38616637,0.00000000,1.68641502,0.77782928
-4.47523762,2.04086329,1.11646034,0.02579271,0.38451762,0.00000000,1.72161745,0.80449974
-4.46923462,2.10024453,1.15767890,0.02641041,0.38541392,0.00000000,1.75745406,0.83375742
-4.46323162,2.16465526,1.20110523,0.02697930,0.38873645,0.00000000,1.79367804,0.86544967
-4.45722861,2.23370130,1.24662670,0.02749800,0.39434384,0.00000000,1.83013354,0.89941941
-4.45122561,2.30700338,1.29414745,0.02796744,0.40207548,0.00000000,1.86675393,0.93550288
-4.44522261,2.38419071,1.34358015,0.02839070,0.41175487,0.00000000,1.90355422,0.97352621
-4.43921961,2.46489122,1.39483555,0.02877274,0.42319280,0.00000000,1.94061819,1.01330101
-4.43321661,2.54871989,1.44781060,0.02911998,0.43619052,0.00000000,1.97808134,1.05461969
-4.42721361,2.63526628,1.50237593,0.02943989,0.45054304,0.00000000,2.01611091,1.09725097
-4.42121061,2.72408300,1.55836390,0.02974051,0.46604276,0.00000000,2.05488446,1.14093611
-4.41520760,2.81467630,1.61555800,0.03002990,0.48248331,0.00000000,2.09456853,1.18538651
-4.40920460,2.90650027,1.67368469,0.03031571,0.49966395,0.00000000,2.13529886,1.23028304
-4.40320160,2.99895557,1.73240842,0.03060473,0.51739429,0.00000000,2.17716356,1.27527757
-4.39719860,3.09139344,1.79133040,0.03090247,0.53549950,0.00000000,2.22019039,1.31999683
-4.39119560,3.18312534,1.84999154,0.03121295,0.55382571,0.00000000,2.26433889,1.36404880
-4.38519260,3.27343805,1.90787973,0.03153845,0.57224564,0.00000000,2.30949798,1.40703133
-4.37918959,3.36161378,1.96444120,0.03187943,0.59066398,0.00000000,2.35548887,1.44854291
-4.37318659,3.44695415,2.01909561,0.03223463,0.60902245,0.00000000,2.40207327,1.48819505
-4.36718359,3.52880695,2.07125409,0.03260111,0.62730397,0.00000000,2.44896589,1.52562558
-4.36118059,3.60659386,2.12033946,0.03297454,0.64553585,0.00000000,2.49585043,1.56051240
-4.35517759,3.67983736,2.16580744,0.03334947,0.66379143,0.00000000,2.54239772,1.59258668
-4.34917459,3.74818500,2.20716774,0.03371969,0.68218992,0.00000000,2.58828450,1.62164480
-4.34317159,3.81142918,2.24400373,0.03407863,0.70089424,0.00000000,2.63321144,1.64755827
-4.33716858,3.86952055,2.27598957,0.03441968,0.72010654,0.00000000,2.67691888,1.67028079
-4.33116558,3.92257398,2.30290381,0.03473662,0.74006145,0.00000000,2.71919894,1.68985194
-4.32516258,3.97086572,2.32463826,0.03502388,0.76101694,0.00000000,2.75990297,1.70639710
-4.31915958,4.01482148,2.34120183,0.03527682,0.78324308,0.00000000,2.79894346,1.72012315
-4.31315658,4.05499526,2.35271866,0.03549186,0.80700890,0.00000000,2.83629020,1.73131008
-4.30715358,4.09203955,2.35942065,0.03566659,0.83256785,0.00000000,2.87196054,1.74029869
