energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.61580790,5.45254326,0.48481956,3.42375143,0.07765494,0.18245202,0.78221980,0.62735312,0.09972673,0.60932331
-5.60980490,5.50161495,0.49375492,3.45428056,0.08391889,0.18246222,0.80018568,0.63272408,0.09622030,0.61303389
-5.60380190,5.53215974,0.50196494,3.46691874,0.09058899,0.18243197,0.81912005,0.63805847,0.09243930,0.61584458
-5.59779890,5.54470060,0.50945132,3.46181406,0.09762321,0.18241501,0.83904757,0.64349008,0.08845573,0.61786350
-5.59179590,5.53990390,0.51619718,3.43942460,0.10496205,0.18244818,0.85989143,0.64909663,0.08433969,0.61917111
-5.58579290,5.51853405,0.52216421,3.40049330,0.11252848,0.18254935,0.88146789,0.65489286,0.08015740,0.61981449
-5.57978989,5.48141127,0.52729133,3.34601549,0.12022873,0.18271646,0.90348624,0.66082704,0.07596953,0.61980383
-5.57378689,5.42937484,0.53149511,3.27720081,0.12795379,0.18292768,0.92555431,0.66678115,0.07182994,0.61911127
-5.56778389,5.36325406,0.53467186,3.19543148,0.13558168,0.18314261,0.94718951,0.67257477,0.06778487,0.61767243
-5.56178089,5.28384844,0.53670145,3.10221908,0.14298055,0.18330455,0.96783496,0.67797252,0.06387247,0.61539018
-5.55577789,5.19191808,0.53745267,2.99916184,0.15001225,0.18334369,0.98687996,0.68269470,0.06012283,0.61214085
-5.54977489,5.08818436,0.53678988,2.88790435,0.15653653,0.18318104,1.00368401,0.68643069,0.05655834,0.60778216
-5.54377189,4.97334050,0.53458051,2.77010120,0.16241550,0.18273282,1.01760289,0.68885417,0.05319439,0.60216262
-5.53776888,4.84807055,0.53070311,2.64738584,0.16751824,0.18191521,1.02801597,0.68963975,0.05004032,0.59513185
-5.53176588,4.71307502,0.52505545,2.52134541,0.17172539,0.18064906,1.03435290,0.68847975,0.04710062,0.58655110
-5.52576288,4.56910073,0.51756221,2.39350169,0.17493338,0.17886442,1.03611871,0.68510054,0.04437614,0.57630346
-5.51975988,4.41697212,0.50818168,2.26529833,0.17705828,0.17650454,1.03291584,0.67927739,0.04186541,0.56430318
-5.51375688,4.25762120,0.49691137,2.13809347,0.17803887,0.17352929,1.02446221,0.67084730,0.03956588,0.55050353
-5.50775388,4.09211341,0.48379179,2.01315716,0.17783903,0.16991764,1.01060425,0.65971881,0.03747508,0.53490273
-5.50175088,3.92166690,0.46890852,1.89167231,0.17644910,0.16566933,0.99132454,0.64587878,0.03559155,0.51754781
-5.49574787,3.74766302,0.45239221,1.77473801,0.17388630,0.16080538,0.96674357,0.62939537,0.03391565,0.49853599
-5.48974487,3.57164688,0.43441655,1.66337394,0.17019414,0.15536774,0.93711590,0.61041750,0.03244999,0.47801367
-5.48374187,3.39531685,0.41519431,1.55852467,0.16544084,0.14941786,0.90282077,0.58917064,0.03119973,0.45617312
-5.47773887,3.22050312,0.39497168,1.46106284,0.15971691,0.14303447,0.86434802,0.56594932,0.03017248,0.43324703
-5.47173587,3.04913589,0.37402105,1.37179044,0.15313196,0.13631063,0.82227996,0.54110677,0.02937805,0.40950130
-5.46573287,2.88320449,0.35263277,1.29143759,0.14581085,0.12935014,0.77727032,0.51504224,0.02882790,0.38522644
-5.45972986,2.72470925,0.33110617,1.22065877,0.13788954,0.12226373,0.73002129,0.48818672,0.02853436,0.36072808
-5.45372686,2.57560841,0.30974029,1.16002642,0.12951061,0.11516488,0.68125981,0.46098766,0.02850974,0.33631706
-5.44772386,2.43776271,0.28882476,1.11002230,0.12081889,0.10816584,0.63171425,0.43389350,0.02876530,0.31229957
-5.44172086,2.31288022,0.26863123,1.07102736,0.11195712,0.10137374,0.58209243,0.40733874,0.02931017,0.28896788
-5.43571786,2.20246419,0.24940567,1.04331073,0.10306210,0.09488705,0.53306193,0.38172999,0.03015021,0.26659189
-5.42971486,2.10776644,0.23136188,1.02701886,0.09426122,0.08879261,0.48523331,0.35743387,0.03128702,0.24541208
-5.42371186,2.02974845,0.21467642,1.02216571,0.08566960,0.08316320,0.43914683,0.33476683,0.03271698,0.22563376
-5.41770885,1.96905194,0.19948501,1.02862502,0.07738799,0.07805573,0.39526282,0.31398749,0.03443050,0.20742320
-5.41170585,1.92598040,0.18588070,1.04612549,0.06950122,0.07351025,0.35395598,0.29529159,0.03641149,0.19090525
-5.40570285,1.90049219,0.17391350,1.07424956,0.06207751,0.06954955,0.31551329,0.27880948,0.03863705,0.17616282
-5.39969985,1.89220576,0.16359168,1.11243640,0.05516829,0.06617950,0.28013542,0.26460642,0.04107746,0.16323787
-5.39369685,1.90041639,0.15488442,1.15998935,0.04880878,0.06338997,0.24794120,0.25268511,0.04369653,0.15213383
-5.38769385,1.92412409,0.14772568,1.21608789,0.04301895,0.06115639,0.21897455,0.24299061,0.04645222,0.14281931
-5.38169085,1.96207103,0.14201915,1.27980393,0.03780503,0.05944168,0.19321349,0.23541704,0.04929756,0.13523275
-5.37568784,2.01278729,0.13764396,1.35012198,0.03316123,0.05819862,0.17058052,0.22981585,0.05218188,0.12928786
-5.36968484,2.07464280,0.13446093,1.42596242,0.02907176,0.05737248,0.15095380,0.22600520,0.05505237,0.12487945
-5.36368184,2.14590352,0.13231912,1.50620717,0.02551291,0.05690380,0.13417871,0.22378007,0.05785571,0.12188963
-5.35767884,2.22478959,0.13106245,1.58972663,0.02245516,0.05673119,0.12007913,0.22292268,0.06054000,0.12019385
-5.35167584,2.30953329,0.13053613,1.67540691,0.01986521,0.05679418,0.10846826,0.22321284,0.06305673,0.11966683
-5.34567284,2.39843479,0.13059276,1.76217618,0.01770792,0.05703580,0.09915837,0.22443791,0.06536268,0.12018806
-5.33966983,2.48991359,0.13109781,1.84902933,0.01594795,0.05740504,0.09196947,0.22640186,0.06742194,0.12164671
-5.33366683,2.58255417,0.13193449,1.93504990,0.01455133,0.05785895,0.08673656,0.22893349,0.06920760,0.12394589
-5.32766383,2.67514447,0.13300772,2.01942862,0.01348659,0.05836439,0.08331537,0.23189323,0.07070339,0.12700617
-5.32166083,2.76670608,0.13424718,2.10147817,0.01272579,0.05889934,0.08158669,0.23517857,0.07190488,0.13076819
-5.31565783,2.85651577,0.13560944,2.18064375,0.01224516,0.05945379,0.08145899,0.23872790,0.07282047,0.13519446
-5.30965483,2.94411791,0.13707898,2.25650960,0.01202554,0.06003019,0.08286968,0.24252267,0.07347192,0.14027023
-5.30365183,3.02932800,0.13866830,2.32880140,0.01205253,0.06064329,0.08578489,0.24658797,0.07389444,0.14600351
-5.29764882,3.11222764,0.14041688,2.39738516,0.01231643,0.06131970,0.09019796,0.25099136,0.07413637,0.15242415
-5.29164582,3.19315158,0.14238931,2.46226275,0.01281199,0.06209682,0.09612667,0.25584019,0.07425838,0.15958219
-5.28564282,3.27266756,0.14467245,2.52356478,0.01353793,0.06302146,0.10360942,0.26127739,0.07433220,0.16754532
-5.27963982,3.35154988,0.14737178,2.58154101,0.01449630,0.06414806,0.11270054,0.26747591,0.07443902,0.17639569
-5.27363682,3.43074736,0.15060707,2.63654902,0.01569181,0.06553660,0.12346471,0.27463204,0.07466734,0.18622603
-5.26763382,3.51134670,0.15450740,2.68904100,0.01713088,0.06725017,0.13597082,0.28295761,0.07511063,0.19713522
-5.26163082,3.59453178,0.15920577,2.73954917,0.01882075,0.06935249,0.15028540,0.29267149,0.07586459,0.20922337
-5.25562781,3.68153968,0.16483330,2.78866950,0.02076853,0.07190518,0.16646576,0.30399043,0.07702422,0.22258654
-5.24962481,3.77361391,0.17151334,2.83704381,0.02298010,0.07496502,0.18455306,0.31711959,0.07868076,0.23731126
-5.24362181,3.87195549,0.17935545,2.88533997,0.02545919,0.07858131,0.20456556,0.33224294,0.08091847,0.25346891
-5.23761881,3.97767241,0.18844958,2.93423007,0.02820638,0.08279323,0.22649220,0.34951377,0.08381152,0.27111015
-5.23161581,4.09172825,0.19886058,2.98436639,0.03121818,0.08762748,0.25028674,0.36904569,0.08742087,0.29025961
-5.22561281,4.21489095,0.21062308,3.03635540,0.03448627,0.09309613,0.27586277,0.39090422,0.09179141,0.31091093
-5.21960980,4.34768271,0.22373716,3.09072986,0.03799680,0.09919484,0.30308966,0.41509932,0.09694933,0.33302243
-5.21360680,4.49033268,0.23816477,3.14791983,0.04172988,0.10590150,0.33178982,0.44157922,0.10289993,0.35651356
-5.20760380,4.64273405,0.25382716,3.20822339,0.04565926,0.11317530,0.36173736,0.47022564,0.10962585,0.38126226
-5.20160080,4.80440764,0.27060348,3.27177839,0.04975221,0.12095640,0.39265829,0.50085082,0.11708593,0.40710353
-5.19559780,4.97447416,0.28833063,3.33853660,0.05396965,0.12916608,0.42423248,0.53319644,0.12521470,0.43382926
-5.18959480,5.15163732,0.30680452,3.40824215,0.05826648,0.13770762,0.45609737,0.56693478,0.13392257,0.46118954
-5.18359180,5.33418007,0.32578277,3.48041583,0.06259225,0.14646771,0.48785343,0.60167210,0.14309693,0.48889546
-5.17758879,5.51997585,0.34498886,3.55434715,0.06689195,0.15531845,0.51907135,0.63695442,0.15260386,0.51662344
-5.17158579,5.70651614,0.36411769,3.62909559,0.07110714,0.16412006,0.54930085,0.67227564,0.16229088,0.54402122
-5.16558279,5.89095534,0.38284254,3.70350217,0.07517725,0.17272401,0.57808080,0.70708794,0.17199031,0.57071517
-5.15957979,6.07017275,0.40082309,3.77621215,0.07904100,0.18097668,0.60495055,0.74081428,0.18152338,0.59631906
-5.15357679,6.24085087,0.41771450,3.84570865,0.08263802,0.18872334,0.62946191,0.77286263,0.19070502,0.62044378
-5.14757379,6.39956807,0.43317714,3.91035689,0.08591051,0.19581244,0.65119162,0.80264164,0.19934897,0.64270797
-5.14157079,6.54290270,0.44688658,3.96845745,0.08880487,0.20209994,0.66975367,0.82957722,0.20727330,0.66274907
-5.13556778,6.66754507,0.45854373,4.01830671,0.09127334,0.20745365,0.68481118,0.85312945,0.21430590,0.68023446
-5.12956478,6.77041261,0.46788446,4.05826183,0.09327547,0.21175734,0.69608723,0.87280928,0.22028994,0.69487218
-5.12356178,6.84876334,0.47468851,4.08680727,0.09477939,0.21491453,0.70337432,0.88819430,0.22508886,0.70642095
-5.11755878,6.90030244,0.47878724,4.10261962,0.09576287,0.21685173,0.70654199,0.89894299,0.22859089,0.71469896
-5.11155578,6.92327668,0.48006986,4.10462718,0.09621409,0.21752105,0.70554231,0.90480689,0.23071275,0.71959098
-5.10555278,6.91655203,0.47848799,4.09206136,0.09613203,0.21690206,0.70041294,0.90563999,0.23140238,0.72105364
-5.09954977,6.87967036,0.47405819,4.06449691,0.09552654,0.21500280,0.69127764,0.90140516,0.23064066,0.71911844
-5.09354677,6.81288206,0.46686237,4.02187869,0.09441806,0.21185990,0.67834416,0.89217702,0.22844200,0.71389240
-5.08754377,6.71715275,0.45704617,3.96453351,0.09283695,0.20753779,0.66189957,0.87814132,0.22485364,0.70555627
-5.08154077,6.59414338,0.44481522,3.89316634,0.09082255,0.20212701,0.64230322,0.85959063,0.21995398,0.69436031
-5.07553777,6.44616437,0.43042947,3.80884086,0.08842193,0.19574176,0.61997756,0.83691661,0.21384971,0.68061783
-5.06953477,6.27610601,0.41419587,3.71294552,0.08568842,0.18851669,0.59539722,0.81059911,0.20667214,0.66469671
-5.06353177,6.08734816,0.39645969,3.60714684,0.08267999,0.18060309,0.56907669,0.78119244,0.19857266,0.64700919
-5.05752876,5.88365356,0.37759480,3.49333234,0.07945755,0.17216468,0.54155724,0.74930952,0.18971783,0.62800041
-5.05152576,5.66904963,0.35799331,3.37354611,0.07608319,0.16337307,0.51339331,0.71560439,0.18028399,0.60813615
-5.04552276,5.44770409,0.33805501,3.24992017,0.07261857,0.15440321,0.48513907,0.68075380,0.17045192,0.58789014
-5.03951976,5.22379986,0.31817691,3.12460503,0.06912331,0.14542876,0.45733557,0.64543867,0.16040163,0.56773156
-5.03351676,5.00141449,0.29874344,2.99970249,0.06565365,0.13661784,0.43049875,0.61032586,0.15030743,0.54811308
-5.02751376,4.78440873,0.28011736,2.87720377,0.06226132,0.12812899,0.40510885,0.57605113,0.14033362,0.52945992
-5.02151076,4.57632840,0.26263189,2.75893524,0.05899260,0.12010775,0.38160142,0.54320370,0.13063086,0.51216021
-5.01550775,4.38032258,0.24658418,2.64651361,0.05588776,0.11268367,0.36036002,0.51231288,0.12133324,0.49655698
-5.00950475,4.19908027,0.23223020,2.54131195,0.05298065,0.10596809,0.34171095,0.48383711,0.11255622,0.48294200
-5.00350175,4.03478670,0.21978128,2.44443695,0.05029869,0.10005248,0.32591983,0.45815571,0.10439547,0.47155145
-4.99749875,3.88909930,0.20940214,2.35671744,0.04786300,0.09500752,0.31319016,0.43556338,0.09692639,0.46256367
-4.99149575,3.76314284,0.20121053,2.27870360,0.04568883,0.09088284,0.30366369,0.41626747,0.09020452,0.45609879
-4.98549275,3.65752199,0.19527830,2.21067576,0.04378614,0.08770733,0.29742242,0.40038798,0.08426655,0.45222017
-4.97948974,3.57234964,0.19163373,2.15266146,0.04216038,0.08549013,0.29449222,0.38796012,0.07913187,0.45093762
-4.97348674,3.50728829,0.19026513,2.10445920,0.04081330,0.08422202,0.29484766,0.37893914,0.07480461,0.45221206
-4.96748374,3.46160216,0.19112533,2.06566715,0.03974394,0.08387732,0.29841795,0.37320719,0.07127592,0.45596152
-4.96148074,3.43421726,0.19413700,2.03571538,0.03894956,0.08441611,0.30509378,0.37058192,0.06852657,0.46206821
-4.95547774,3.42378689,0.19919855,2.01389993,0.03842665,0.08578672,0.31473471,0.37082645,0.06652945,0.47038638
-4.94947474,3.42876024,0.20619031,1.99941758,0.03817185,0.08792843,0.32717699,0.37366027,0.06525220,0.48075077
-4.94347174,3.44745183,0.21498099,1.99140012,0.03818285,0.09077421,0.34224147,0.37877090,0.06465965,0.49298533
-4.93746873,3.47811006,0.22543393,1.98894741,0.03845912,0.09425360,0.35974143,0.38582573,0.06471610,0.50691199
-4.93146573,3.51898290,0.23741320,1.99115849,0.03900265,0.09829536,0.37949009,0.39448391,0.06538730,0.52235915
-4.92546273,3.56837966,0.25078909,1.99716041,0.03981844,0.10283009,0.40130748,0.40440766,0.06664218,0.53916964
-4.91945973,3.62472718,0.26544299,2.00613442,0.04091485,0.10779262,0.42502655,0.41527302,0.06845423,0.55720792
-4.91345673,3.68661965,0.28127142,2.01733933,0.04230381,0.11312409,0.45049828,0.42677944,0.07080248,0.57636617
-4.90745373,3.75286079,0.29818897,2.03013189,0.04400081,0.11877365,0.47759548,0.43865807,0.07367215,0.59656914
-4.90145073,3.82249768,0.31613016,2.04398410,0.04602464,0.12469981,0.50621532,0.45067847,0.07705488,0.61777738
-4.89544772,3.89484536,0.33504999,2.05849712,0.04839703,0.13087130,0.53628021,0.46265359,0.08094853,0.63998881
-4.88944472,3.96950159,0.35492324,2.07341177,0.05114192,0.13726745,0.56773716,0.47444281,0.08535668,0.66323847
-4.88344172,4.04635113,0.37574237,2.08861517,0.05428468,0.14387804,0.60055550,0.48595300,0.09028764,0.68759627
-4.87743872,4.12555953,0.39751426,2.10414345,0.05785099,0.15070271,0.63472290,0.49713752,0.09575325,0.71316288
-4.87143572,4.20755603,0.42025574,2.12018008,0.06186570,0.15774980,0.67024007,0.50799338,0.10176724,0.74006380
-4.86543272,4.29300622,0.44398805,2.13704984,0.06635141,0.16503476,0.70711403,0.51855654,0.10834345,0.76844162
-4.85942971,4.38277489,0.46873064,2.15520803,0.07132710,0.17257825,0.74535046,0.52889559,0.11549376,0.79844706
-4.85342671,4.47788012,0.49449441,2.17522523,0.07680657,0.18040380,0.78494530,0.53910423,0.12322604,0.83022870
-4.84742371,4.57944015,0.52127472,2.19776751,0.08279705,0.18853539,0.82587615,0.54929273,0.13154194,0.86392220
-4.84142071,4.68861470,0.54904462,2.22357264,0.08929775,0.19699483,0.86809381,0.55957892,0.14043490,0.89963913
-4.83541771,4.80654289,0.57774853,2.25342261,0.09629865,0.20579922,0.91151443,0.57007901,0.14988825,0.93745617
-4.82941471,4.93428022,0.60729687,2.28811350,0.10377939,0.21495859,0.95601288,0.58089882,0.15987375,0.97740505
-4.82341171,5.07273696,0.63756178,2.32842330,0.11170853,0.22447378,1.00141754,0.59212570,0.17035039,1.01946370
-4.81740870,5.22262072,0.66837446,2.37507894,0.12004301,0.23433479,1.04750715,0.60382164,0.18126381,1.06354922
-4.81140570,5.38438549,0.69952421,2.42872361,0.12872799,0.24451959,1.09400993,0.61601798,0.19254629,1.10951293
-4.80540270,5.55818967,0.73075937,2.48988556,0.13769707,0.25499363,1.14060505,0.62871174,0.20411735,1.15713787
-4.79939970,5.74386476,0.76179030,2.55894966,0.14687284,0.26570993,1.18692685,0.64186407,0.21588500,1.20613898
-4.79339670,5.94089655,0.79229433,2.63613277,0.15616787,0.27660996,1.23257144,0.65540063,0.22774769,1.25616607
-4.78739370,6.14841946,0.82192254,2.72146402,0.16548595,0.28762520,1.27710571,0.66921406,0.23959684,1.30680947
-4.78139070,6.36522468,0.85030835,2.81477075,0.17472380,0.29867926,1.32007836,0.68316832,0.25131988,1.35760831
-4.77538769,6.58978168,0.87707728,2.91567075,0.18377291,0.30969076,1.36103259,0.69710469,0.26280370,1.40806110
-4.76938469,6.82027231,0.90185790,3.02357121,0.19252169,0.32057646,1.39951976,0.71084908,0.27393839,1.45763818
-4.76338169,7.05463592,0.92429319,3.13767433,0.20085781,0.33125485,1.43511361,0.72422034,0.28462099,1.50579566
-4.75737869,7.29062360,0.94405205,3.25698948,0.20867054,0.34164978,1.46742423,0.73703900,0.29475927,1.55199022
-4.75137569,7.52585888,0.96084038,3.38035144,0.21585319,0.35169401,1.49611123,0.74913609,0.30427509,1.59569416
-4.74537269,7.75790237,0.97441123,3.50644385,0.22230550,0.36133258,1.52089537,0.76036149,0.31310736,1.63641009
-4.73936968,7.98431723,0.98457358,3.63382712,0.22793586,0.37052559,1.54156816,0.77059134,0.32121439,1.67368469
-4.73336668,8.20273255,0.99119939,3.76096962,0.23266345,0.37925040,1.55799901,0.77973414,0.32857542,1.70712092
-4.72736368,8.41090194,0.99422849,3.88628087,0.23642002,0.38750298,1.57013938,0.78773520,0.33519124,1.73638821
-4.72136068,8.60675470,0.99367125,4.00814578,0.23915150,0.39529832,1.57802401,0.79457916,0.34108391,1.76123020
-4.71535768,8.78843756,0.98960874,4.12495837,0.24081916,0.40266979,1.58176887,0.80029041,0.34629554,1.78146978
-4.70935468,8.95434552,0.98219048,4.23515426,0.24140050,0.40966749,1.58156625,0.80493140,0.35088603,1.79701125
-4.70335168,9.10314082,0.97162983,4.33724062,0.24088968,0.41635556,1.57767696,0.80859893,0.35493008,1.80783954
-4.69734867,9.23375988,0.95819734,4.42982307,0.23929759,0.42280852,1.57042022,0.81141850,0.35851341,1.81401670
-4.69134567,9.34540872,0.94221222,4.51162883,0.23665144,0.42910691,1.56016170,0.81353712,0.36172844,1.81567582
-4.68534267,9.43754798,0.92403243,4.58152584,0.23299408,0.43533221,1.54730022,0.81511487,0.36466966,1.81301277
-4.67933967,9.50986924,0.90404385,4.63853771,0.22838280,0.44156158,1.53225384,0.81631562,0.36742881,1.80627617
-4.67333667,9.56226487,0.88264897,4.68185472,0.22288788,0.44786238,1.51544593,0.81729754,0.37009025,1.79575628
-4.66733367,9.59479388,0.86025558,4.71084092,0.21659086,0.45428703,1.49729193,0.81820371,0.37272662,1.78177312
-4.66133067,9.60764650,0.83726603,4.72503806,0.20958247,0.46086837,1.47818729,0.81915345,0.37539507,1.76466468
-4.65532766,9.60110998,0.81406739,4.72416657,0.20196046,0.46761581,1.45849714,0.82023483,0.37813428,1.74477554
-4.64932466,9.57553830,0.79102298,4.70812431,0.19382732,0.47451262,1.43854812,0.82149870,0.38096233,1.72244657
-4.64332166,9.53132762,0.76846547,4.67698345,0.18528793,0.48151438,1.41862257,0.82295463,0.38387569,1.69800602
