energy_ev,total_up,Bi_p_up,Bi_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,4.26508354,1.05622955,0.03039151,3.31820122,3.24459853,0.01183243,0.23655786
-5.99399700,4.33637598,1.07699781,0.03078010,3.37200728,3.29646925,0.01249998,0.24348492
-5.98799400,4.40833721,1.09747090,0.03116576,3.42933082,3.34919327,0.01318650,0.25051059
-5.98199100,4.47943582,1.11749852,0.03153803,3.48896430,3.40152859,0.01388290,0.25753270
-5.97598799,4.54812181,1.13690869,0.03188621,3.54963363,3.45222075,0.01457974,0.26444791
-5.96998499,4.61286708,1.15550947,0.03219975,3.61002148,3.50003830,0.01526739,0.27115293
-5.96398199,4.67220306,1.17309142,0.03246856,3.66878901,3.54380574,0.01593631,0.27754566
-5.95797899,4.72475440,1.18943069,0.03268336,3.72459627,3.58243282,0.01657721,0.28352610
-5.95197599,4.76926811,1.20429272,0.03283599,3.77612155,3.61493970,0.01718135,0.28899714
-5.94597299,4.80463758,1.21743672,0.03291959,3.82207997,3.64047712,0.01774065,0.29386542
-5.93996998,4.82992148,1.22862073,0.03292889,3.86124206,3.65834167,0.01824795,0.29804208
-5.93396698,4.84435755,1.23760730,0.03286027,3.89245235,3.66798588,0.01869709,0.30144376
-5.92796398,4.84737156,1.24416971,0.03271183,3.91464854,3.66902351,0.01908312,0.30399366
-5.92196098,4.83858183,1.24809850,0.03248344,3.92688116,3.66123033,0.01940233,0.30562282
-5.91595798,4.81779978,1.24920824,0.03217662,3.92833349,3.64454096,0.01965235,0.30627155
-5.90995498,4.78502710,1.24734425,0.03179448,3.91834141,3.61904223,0.01983220,0.30589104
-5.90395198,4.74044978,1.24238898,0.03134150,3.89641236,3.58496377,0.01994219,0.30444497
-5.89794897,4.68442963,1.23426788,0.03082338,3.86224258,3.54266638,0.01998398,0.30191115
-5.89194597,4.61749361,1.22295430,0.03024680,3.81573161,3.49262877,0.01996041,0.29828310
-5.88594297,4.54032105,1.20847334,0.02961917,3.75699296,3.43543312,0.01987539,0.29357129
-5.87993997,4.45372933,1.19090418,0.02894839,3.68635994,3.37175004,0.01973376,0.28780410
-5.87393697,4.35865789,1.17038095,0.02824263,3.60438590,3.30232313,0.01954107,0.28102838
-5.86793397,4.25615106,1.14709179,0.02751008,3.51183805,3.22795369,0.01930339,0.27330944
-5.86193097,4.14733961,1.12127623,0.02675879,3.40968487,3.14948569,0.01902707,0.26473042
-5.85592796,4.03342165,1.09322087,0.02599647,3.29907690,3.06779131,0.01871849,0.25539120
-5.84992496,3.91564286,1.06325349,0.02523036,3.18132145,2.98375730,0.01838386,0.24540657
-5.84392196,3.79527655,1.03173585,0.02446718,3.05785214,2.89827229,0.01802897,0.23490397
-5.83791896,3.67360397,0.99905547,0.02371297,2.93019403,2.81221523,0.01765906,0.22402065
-5.83191596,3.55189523,0.96561666,0.02297314,2.79992608,2.72644504,0.01727859,0.21290062
-5.82591296,3.43139115,0.93183125,0.02225244,2.66864203,2.64179160,0.01689117,0.20169115
-5.81990995,3.31328657,0.89810926,0.02155496,2.53791154,2.55904801,0.01649952,0.19053931
-5.81390695,3.19871523,0.86484997,0.02088422,2.40924290,2.47896415,0.01610538,0.17958849
-5.80790395,3.08873637,0.83243361,0.02024316,2.28404863,2.40224134,0.01570964,0.16897497
-5.80190095,2.98432327,0.80121384,0.01963427,2.16361523,2.32952790,0.01531236,0.15882485
-5.79589795,2.88635344,0.77151136,0.01905962,2.04907790,2.26141549,0.01491291,0.14925129
-5.78989495,2.79560050,0.74360854,0.01852090,1.94140067,2.19843570,0.01451017,0.14035220
-5.78389195,2.71272733,0.71774525,0.01801952,1.84136241,2.14105686,0.01410268,0.13220837
-5.77788894,2.63828027,0.69411579,0.01755662,1.74954857,2.08968056,0.01368888,0.12488217
-5.77188594,2.57268419,0.67286690,0.01713310,1.66634846,2.04463780,0.01326725,0.11841675
-5.76588294,2.51623802,0.65409667,0.01674964,1.59195760,2.00618456,0.01283657,0.11283574
-5.75987994,2.46911079,0.63785441,0.01640664,1.52638455,1.97449679,0.01239604,0.10814351
-5.75387694,2.43133813,0.62414122,0.01610427,1.46946170,1.94966498,0.01194542,0.10432581
-5.74787394,2.40281933,0.61291126,0.01584238,1.42085921,1.93168854,0.01148513,0.10135088
-5.74187094,2.38331544,0.60407379,0.01562046,1.38010150,1.92047030,0.01101628,0.09917094
-5.73586793,2.37244864,0.59749565,0.01543764,1.34658588,1.91581191,0.01054066,0.09772398
-5.72986493,2.36970355,0.59300457,0.01529259,1.31960263,1.91741039,0.01006071,0.09693581
-5.72386193,2.37443100,0.59039298,0.01518349,1.29835613,1.92485671,0.00957940,0.09672238
-5.71785893,2.38585483,0.58942254,0.01510805,1.28198688,1.93763690,0.00910014,0.09699221
-5.71185593,2.40308211,0.58982936,0.01506348,1.26959374,1.95513615,0.00862658,0.09764898
-5.70585293,2.42511712,0.59132979,0.01504648,1.26025637,1.97664632,0.00816250,0.09859413
-5.69984992,2.45087916,0.59362676,0.01505332,1.25305741,2.00137707,0.00771156,0.09972949
-5.69384692,2.47922400,0.59641671,0.01507990,1.24710407,2.02847039,0.00727723,0.10095984
-5.68784392,2.50896857,0.59939662,0.01512180,1.24154866,2.05701854,0.00686257,0.10219528
-5.68184092,2.53891814,0.60227131,0.01517442,1.23560782,2.08608456,0.00647012,0.10335352
-5.67583792,2.56789519,0.60476047,0.01523306,1.22857976,2.11472492,0.00610186,0.10436179
-5.66983492,2.59476876,0.60660538,0.01529310,1.21985918,2.14201328,0.00575910,0.10515851
-5.66383192,2.61848322,0.60757486,0.01535005,1.20894936,2.16706438,0.00544247,0.10569461
-5.65782891,2.63808517,0.60747041,0.01539975,1.19547117,2.18905719,0.00515201,0.10593439
-5.65182591,2.65274744,0.60613020,0.01543845,1.17916846,2.20725617,0.00488713,0.10585603
-5.64582291,2.66178913,0.60343171,0.01546289,1.15990987,2.22102990,0.00464680,0.10545164
-5.63981991,2.66469096,0.59929312,0.01547043,1.13768706,2.22986626,0.00442958,0.10472691
-5.63381691,2.66110548,0.59367327,0.01545906,1.11260920,2.23338372,0.00423381,0.10370038
-5.62781391,2.65086185,0.58657027,0.01542747,1.08489444,2.23133849,0.00405774,0.10240235
-5.62181091,2.63396527,0.57801903,0.01537506,1.05485842,2.22362732,0.00389965,0.10087356
-5.61580790,2.61059149,0.56808771,0.01530192,1.02290055,2.21028631,0.00375800,0.09916357
-5.60980490,2.58107692,0.55687352,0.01520882,0.98948867,2.19148596,0.00363158,0.09732904
-5.60380190,2.54590492,0.54449801,0.01509715,0.95514268,2.16752299,0.00351955,0.09543196
-5.59779890,2.50568941,0.53110212,0.01496890,0.92041792,2.13880956,0.00342155,0.09353779
-5.59179590,2.46115626,0.51684140,0.01482657,0.88588869,2.10586042,0.00333774,0.09171369
-5.58579290,2.41312348,0.50188134,0.01467313,0.85213269,2.06927867,0.00326881,0.09002685
-5.57978989,2.36248085,0.48639325,0.01451194,0.81971650,2.02974063,0.00321595,0.08854287
-5.57378689,2.31016941,0.47055064,0.01434668,0.78918257,1.98798021,0.00318082,0.08732434
-5.56778389,2.25716134,0.45452612,0.01418128,0.76103777,1.94477318,0.00316543,0.08642952
-5.56178089,2.20444036,0.43848898,0.01401985,0.73574348,1.90092151,0.00317208,0.08591118
-5.55577789,2.15298268,0.42260312,0.01386658,0.71370719,1.85723780,0.00320319,0.08581548
-5.54977489,2.10373870,0.40702547,0.01372571,0.69527537,1.81452997,0.00326115,0.08618107
-5.54377189,2.05761514,0.39190468,0.01360140,0.68072756,1.77358618,0.00334823,0.08703813
-5.53776888,2.01545776,0.37737980,0.01349766,0.67027133,1.73515981,0.00346632,0.08840760
