energy_ev,total_up,Au_p_up,Au_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.40670335,4.36888276,0.37372374,0.71962114,0.83154550,3.09477940,0.02012423,0.12925466,0.42941593,0.00000000
-3.40070035,4.38098371,0.36986135,0.71986920,0.83514544,3.11289459,0.02134221,0.12752435,0.42572146,0.00000000
-3.39469735,4.38310224,0.36534766,0.71872792,0.83678542,3.12301024,0.02270642,0.12553699,0.42071022,0.00000000
-3.38869435,4.37513500,0.36026041,0.71621809,0.83627744,3.12489948,0.02422304,0.12333317,0.41436564,0.00000000
-3.38269135,4.35723196,0.35468902,0.71238809,0.83349481,3.11855623,0.02589651,0.12095422,0.40669963,0.00000000
-3.37668834,4.32979102,0.34873144,0.70731194,0.82837558,3.10419565,0.02772890,0.11844091,0.39775301,0.00000000
-3.37068534,4.29344453,0.34249072,0.70108654,0.82092409,3.08224702,0.02971930,0.11583224,0.38759487,0.00000000
-3.36468234,4.24903824,0.33607151,0.69382818,0.81121044,3.05333972,0.03186330,0.11316427,0.37632132,0.00000000
-3.35867934,4.19760371,0.32957665,0.68566836,0.79936807,3.01828277,0.03415246,0.11046929,0.36405323,0.00000000
-3.35267634,4.14032532,0.32310404,0.67674925,0.78558958,2.97803885,0.03657394,0.10777502,0.35093343,0.00000000
-3.34667334,4.07850335,0.31674388,0.66721884,0.77012094,2.93369388,0.03911029,0.10510422,0.33712331,0.00000000
-3.34067034,4.01351469,0.31057653,0.65722607,0.75325430,2.88642352,0.04173929,0.10247441,0.32279890,0.00000000
-3.33466733,3.94677288,0.30467098,0.64691620,0.73531982,2.83745777,0.04443407,0.09989797,0.30814683,0.00000000
-3.32866433,3.87968905,0.29908410,0.63642659,0.71667666,2.78804529,0.04716332,0.09738241,0.29335999,0.00000000
-3.32266133,3.81363542,0.29386056,0.62588317,0.69770353,2.73941861,0.04989183,0.09493086,0.27863337,0.00000000
-3.31665833,3.74991247,0.28903364,0.61539765,0.67878908,2.69276162,0.05258105,0.09254283,0.26415990,0.00000000
-3.31065533,3.68972110,0.28462654,0.60506579,0.66032252,2.64918020,0.05519000,0.09021505,0.25012676,0.00000000
-3.30465233,3.63414017,0.28065435,0.59496653,0.64268451,2.60967715,0.05767624,0.08794245,0.23671185,0.00000000
-3.29864932,3.58410998,0.27712646,0.58516226,0.62623882,2.57513154,0.05999702,0.08571919,0.22408091,0.00000000
-3.29264632,3.54042156,0.27404913,0.57569984,0.61132467,2.54628322,0.06211047,0.08353966,0.21238492,0.00000000
-3.28664332,3.50371120,0.27142808,0.56661251,0.59825005,2.52372209,0.06397691,0.08139946,0.20175815,0.00000000
-3.28064032,3.47445978,0.26927101,0.55792227,0.58728596,2.50788214,0.06556004,0.07929620,0.19231655,0.00000000
-3.27463732,3.45299557,0.26758964,0.54964259,0.57866161,2.49903967,0.06682820,0.07723022,0.18415663,0.00000000
-3.26863432,3.43949977,0.26640117,0.54178122,0.57256066,2.49731504,0.06775533,0.07520505,0.17735470,0.00000000
-3.26263132,3.43401335,0.26572916,0.53434273,0.56911822,2.50267732,0.06832193,0.07322765,0.17196644,0.00000000
-3.25662831,3.43644436,0.26560345,0.52733063,0.56841879,2.51495107,0.06851566,0.07130843,0.16802665,0.00000000
-3.25062531,3.44657468,0.26605927,0.52074886,0.57049495,2.53382450,0.06833179,0.06946102,0.16554933,0.00000000
-3.24462231,3.46406575,0.26713555,0.51460248,0.57532675,2.55885855,0.06777329,0.06770180,0.16452779,0.00000000
-3.23861931,3.48846283,0.26887241,0.50889757,0.58284184,2.58949641,0.06685069,0.06604925,0.16493504,0.00000000
-3.23261631,3.51919801,0.27130797,0.50364027,0.59291634,2.62507327,0.06558169,0.06452315,0.16672417,0.00000000
-3.22661331,3.55559216,0.27447482,0.49883518,0.60537646,2.66482620,0.06399043,0.06314361,0.16982902,0.00000000
-3.22061031,3.59685672,0.27839619,0.49448309,0.62000098,2.70790442,0.06210668,0.06193008,0.17416499,0.00000000
-3.21460730,3.64209602,0.28308215,0.49057852,0.63652468,2.75338011,0.05996473,0.06090039,0.17963010,0.00000000
-3.20860430,3.69031140,0.28852618,0.48710707,0.65464278,2.80026021,0.05760226,0.06006979,0.18610631,0.00000000
-3.20260130,3.74040798,0.29470224,0.48404311,0.67401653,2.84749967,0.05505911,0.05945009,0.19346123,0.00000000
-3.19659830,3.79120524,0.30156271,0.48134778,0.69427994,2.89401640,0.05237605,0.05904907,0.20155021,0.00000000
-3.19059530,3.84145203,0.30903728,0.47896789,0.71504777,2.93870833,0.04959366,0.05886992,0.21021875,0.00000000
-3.18459230,3.88984665,0.31703301,0.47683559,0.73592450,2.98047272,0.04675124,0.05891107,0.21930548,0.00000000
-3.17858929,3.93506201,0.32543562,0.47486915,0.75651435,3.01822763,0.04388589,0.05916614,0.22864533,0.00000000
-3.17258629,3.97577551,0.33411200,0.47297478,0.77643210,3.05093522,0.04103180,0.05962422,0.23807316,0.00000000
-3.16658329,4.01070313,0.34291387,0.47104951,0.79531421,3.07762651,0.03821970,0.06027036,0.24742755,0.00000000
-3.16058029,4.03863631,0.35168244,0.46898501,0.81283010,3.09742671,0.03547647,0.06108621,0.25655468,0.00000000
-3.15457729,4.05848035,0.36025392,0.46667219,0.82869300,3.10958030,0.03282499,0.06205097,0.26531228,0.00000000
-3.14857429,4.06929247,0.36846558,0.46400623,0.84266990,3.11347474,0.03028415,0.06314235,0.27357323,0.00000000
-3.14257129,4.07031772,0.37616196,0.46089190,0.85459011,3.10866166,0.02786900,0.06433770,0.28122892,0.00000000
-3.13656828,4.06102064,0.38320116,0.45724879,0.86435200,3.09487445,0.02559099,0.06561512,0.28819203,0.00000000
-3.13056528,4.04111104,0.38946061,0.45301613,0.87192737,3.07204109,0.02345836,0.06695459,0.29439864,0.00000000
-3.12456228,4.01056210,0.39484226,0.44815689,0.87736314,3.04029138,0.02147654,0.06833899,0.29980952,0.00000000
-3.11855928,3.96961958,0.39927667,0.44266100,0.88078021,2.99995794,0.01964853,0.06975500,0.30441059,0.00000000
-3.11255628,3.91880121,0.40272603,0.43654737,0.88236917,2.95157035,0.01797538,0.07119381,0.30821228,0.00000000
-3.10655328,3.85888592,0.40518578,0.42986462,0.88238304,2.89584267,0.01645653,0.07265168,0.31124812,0.00000000
-3.10055028,3.79089293,0.40668475,0.42269052,0.88112726,2.83365428,0.01509017,0.07413013,0.31357223,0.00000000
-3.09454727,3.71605153,0.40728398,0.41512994,0.87894705,2.76602481,0.01387348,0.07563600,0.31525615,0.00000000
-3.08854427,3.63576241,0.40707397,0.40731165,0.87621294,2.69408402,0.01280287,0.07718120,0.31638483,0.00000000
-3.08254127,3.55155235,0.40617086,0.39938391,0.87330474,2.61903776,0.01187408,0.07878214,0.31705224,0.00000000
-3.07653827,3.46502416,0.40471147,0.39150915,0.87059499,2.54213141,0.01108228,0.08045904,0.31735662,0.00000000
-3.07053527,3.37780381,0.40284756,0.38385789,0.86843241,2.46461233,0.01042208,0.08223493,0.31739564,0.00000000
-3.06453227,3.29148744,0.40073962,0.37660235,0.86712624,2.38769291,0.00988752,0.08413453,0.31726181,0.00000000
-3.05852926,3.20759019,0.39855042,0.36990987,0.86693229,2.31251569,0.00947198,0.08618302,0.31703819,0.00000000
-3.05252626,3.12749928,0.39643876,0.36393642,0.86804128,2.24012212,0.00916820,0.08840469,0.31679478,0.00000000
-3.04652326,3.05243327,0.39455362,0.35882073,0.87057018,2.17142611,0.00896814,0.09082164,0.31658573,0.00000000
-3.04052026,2.98340897,0.39302892,0.35467892,0.87455693,2.10719337,0.00886300,0.09345249,0.31644737,0.00000000
-3.03451726,2.92121751,0.39197935,0.35160020,0.87995883,2.04802733,0.00884318,0.09631125,0.31639740,0.00000000
-3.02851426,2.86640998,0.39149709,0.34964347,0.88665471,1.99436190,0.00889833,0.09940623,0.31643504,0.00000000
-3.02251126,2.81929316,0.39164981,0.34883530,0.89445075,1.94646101,0.00901739,0.10273928,0.31654224,0.00000000
-3.01650825,2.77993484,0.39247978,0.34916892,0.90308961,1.90442478,0.00918871,0.10630516,0.31668587,0.00000000
-3.01050525,2.74817818,0.39400412,0.35060463,0.91226236,1.86820138,0.00940021,0.11009125,0.31682060,0.00000000
-3.00450225,2.72366372,0.39621605,0.35307129,0.92162264,1.83760383,0.00963957,0.11407743,0.31689255,0.00000000
-2.99849925,2.70585769,0.39908700,0.35646882,0.93080222,1.81233041,0.00989446,0.11823632,0.31684325,0.00000000
-2.99249625,2.69408478,0.40256928,0.36067178,0.93942701,1.79198751,0.01015277,0.12253373,0.31661377,0.00000000
-2.98649325,2.68756341,0.40659927,0.36553350,0.94713291,1.77611334,0.01040293,0.12692936,0.31614883,0.00000000
-2.98049025,2.68544171,0.41110065,0.37089088,0.95358047,1.76420145,0.01063410,0.13137776,0.31540058,0.00000000
-2.97448724,2.68683224,0.41598772,0.37656950,0.95846763,1.75572253,0.01083651,0.13582938,0.31433187,0.00000000
-2.96848424,2.69084403,0.42116831,0.38238880,0.96154002,1.75014367,0.01100160,0.14023188,0.31291885,0.00000000
-2.96248124,2.69661041,0.42654644,0.38816728,0.96259835,1.74694416,0.01112232,0.14453149,0.31115269,0.00000000
-2.95647824,2.70331186,0.43202445,0.39372744,0.96150255,1.74562738,0.01119322,0.14867444,0.30904056,0.00000000
-2.95047524,2.71019332,0.43750456,0.39890032,0.95817275,1.74572863,0.01121060,0.15260846,0.30660554,0.00000000
-2.94447224,2.71657577,0.44288997,0.40352965,0.95258707,1.74681890,0.01117254,0.15628423,0.30388577,0.00000000
-2.93846923,2.72186240,0.44808556,0.40747533,0.94477684,1.74850514,0.01107894,0.15965685,0.30093275,0.00000000
-2.93246623,2.72554004,0.45299822,0.41061642,0.93481944,1.75042759,0.01093140,0.16268713,0.29780905,0.00000000
-2.92646323,2.72717672,0.45753706,0.41285348,0.92282962,1.75225504,0.01073322,0.16534291,0.29458544,0.00000000
-2.92046023,2.72641648,0.46161364,0.41411029,0.90894982,1.75367895,0.01048914,0.16760014,0.29133774,0.00000000
-2.91445723,2.72297259,0.46514232,0.41433506,0.89334039,1.75440751,0.01020524,0.16944384,0.28814364,0.00000000
-2.90845423,2.71662046,0.46804103,0.41350110,0.87617015,1.75416044,0.00988868,0.17086886,0.28507946,0.00000000
-2.90245123,2.70719122,0.47023235,0.41160701,0.85760813,1.75266544,0.00954751,0.17188042,0.28221730,0.00000000
-2.89644822,2.69456699,0.47164519,0.40867646,0.83781681,1.74965697,0.00919042,0.17249448,0.27962254,0.00000000
-2.89044522,2.67867840,0.47221694,0.40475766,0.81694730,1.74487765,0.00882650,0.17273776,0.27735195,0.00000000
-2.88444222,2.65950478,0.47189608,0.39992244,0.79513659,1.73808257,0.00846508,0.17264760,0.27545245,0.00000000
-2.87843922,2.63707708,0.47064521,0.39426505,0.77250688,1.72904630,0.00811555,0.17227152,0.27396053,0.00000000
-2.87243622,2.61148329,0.46844420,0.38790077,0.74916697,1.71757239,0.00778717,0.17166651,0.27290255,0.00000000
-2.86643322,2.58287581,0.46529347,0.38096418,0.72521518,1.70350457,0.00748903,0.17089812,0.27229555,0.00000000
-2.86043022,2.55148008,0.46121702,0.37360726,0.70074375,1.68673917,0.00722996,0.17003926,0.27214892,0.00000000
-2.85442721,2.51760355,0.45626504,0.36599720,0.67584391,1.66723766,0.00701852,0.16916881,0.27246649,0.00000000
-2.84842421,2.48164399,0.45051592,0.35831402,0.65061142,1.64503853,0.00686301,0.16837010,0.27324912,0.00000000
-2.84242121,2.44409618,0.44407733,0.35074791,0.62515188,1.62026751,0.00677154,0.16772915,0.27449757,0.00000000
-2.83641821,2.40555593,0.43708641,0.34349641,0.59958546,1.59314535,0.00675209,0.16733286,0.27621553,0.00000000
-2.83041521,2.36672067,0.42970867,0.33676132,0.57405059,1.56399231,0.00681260,0.16726717,0.27841251,0.00000000
-2.82441221,2.32838590,0.42213584,0.33074540,0.54870641,1.53322895,0.00696107,0.16761516,0.28110662,0.00000000
-2.81840920,2.29143697,0.41458239,0.32564897,0.52373365,1.50137265,0.00720562,0.16845512,0.28432682,0.00000000
-2.81240620,2.25683607,0.40728102,0.32166629,0.49933391,1.46902985,0.00755458,0.16985883,0.28811472,0.00000000
-2.80640320,2.22560436,0.40047696,0.31898191,0.47572741,1.43688399,0.00801649,0.17188978,0.29252552,0.00000000
-2.80040020,2.19879955,0.39442156,0.31776690,0.45314925,1.40567939,0.00860010,0.17460166,0.29762823,0.00000000
-2.79439720,2.17748942,0.38936508,0.31817520,0.43184436,1.37620163,0.00931428,0.17803688,0.30350492,0.00000000
-2.78839420,2.16272208,0.38554913,0.32033992,0.41206147,1.34925499,0.01016791,0.18222541,0.31024894,0.00000000
-2.78239120,2.15549374,0.38319890,0.32436987,0.39404643,1.32563779,0.01116968,0.18718373,0.31796230,0.00000000
-2.77638819,2.15671533,0.38251559,0.33034633,0.37803501,1.30611648,0.01232782,0.19291400,0.32675203,0.00000000
-2.77038519,2.16717890,0.38366909,0.33832003,0.36424583,1.29139949,0.01364982,0.19940351,0.33672580,0.00000000
-2.76438219,2.18752524,0.38679145,0.34830862,0.35287337,1.28211188,0.01514204,0.20662427,0.34798690,0.00000000
-2.75837919,2.21821390,0.39197114,0.36029456,0.34408164,1.27877161,0.01680930,0.21453296,0.36062874,0.00000000
-2.75237619,2.25949694,0.39924845,0.37422355,0.33799860,1.28176858,0.01865447,0.22307104,0.37472917,0.00000000
-2.74637319,2.31139755,0.40861219,0.39000362,0.33471157,1.29134720,0.02067798,0.23216511,0.39034487,0.00000000
-2.74037019,2.37369448,0.41999775,0.40750491,0.33426374,1.30759317,0.02287739,0.24172757,0.40750605,0.00000000
-2.73436718,2.44591333,0.43328670,0.42656023,0.33665193,1.33042518,0.02524697,0.25165751,0.42621178,0.00000000
-2.72836418,2.52732514,0.44830792,0.44696640,0.34182560,1.35959182,0.02777736,0.26184188,0.44642619,0.00000000
-2.72236118,2.61695278,0.46484027,0.46848646,0.34968712,1.39467398,0.03045521,0.27215691,0.46807577,0.00000000
-2.71635818,2.71358516,0.48261673,0.49085271,0.36009330,1.43509276,0.03326299,0.28246979,0.49104794,0.00000000
-2.71035518,2.81579920,0.50132994,0.51377059,0.37285796,1.48012265,0.03617891,0.29264066,0.51519105,0.00000000
-2.70435218,2.92198887,0.52063897,0.53692333,0.38775573,1.52890958,0.03917692,0.30252471,0.54031581,0.00000000
-2.69834917,3.03040067,0.54017713,0.55997741,0.40452655,1.58049326,0.04222688,0.31197467,0.56619819,0.00000000
-2.69234617,3.13917452,0.55956063,0.58258851,0.42288114,1.63383308,0.04529486,0.32084332,0.59258368,0.00000000
-2.68634317,3.24638861,0.57839782,0.60440812,0.44250699,1.68783655,0.04834362,0.32898625,0.61919285,0.00000000
-2.68034017,3.35010703,0.59629871,0.62509036,0.46307482,1.74138944,0.05133321,0.33626471,0.64572775,0.00000000
-2.67433717,3.44842840,0.61288463,0.64429918,0.48424536,1.79338638,0.05422175,0.34254841,0.67187929,0.00000000
-2.66833417,3.53953392,0.62779752,0.66171537,0.50567627,1.84276102,0.05696628,0.34771837,0.69733491,0.00000000
-2.66233117,3.62173339,0.64070879,0.67704358,0.52702901,1.88851444,0.05952377,0.35166963,0.72178646,0.00000000
-2.65632816,3.69350737,0.65132731,0.69001886,0.54797553,1.92974123,0.06185219,0.35431376,0.74493799,0.00000000
-2.65032516,3.75354443,0.65940649,0.70041267,0.56820460,1.96565191,0.06391160,0.35558109,0.76651295,0.00000000
-2.64432216,3.80077203,0.66474997,0.70803817,0.58742772,1.99559141,0.06566529,0.35542265,0.78626076,0.00000000
-2.63831916,3.83438021,0.66721606,0.71275457,0.60538439,2.01905279,0.06708086,0.35381157,0.80396236,0.00000000
-2.63231616,3.85383743,0.66672060,0.71447044,0.62184660,2.03568597,0.06813123,0.35074413,0.81943462,0.00000000
-2.62631316,3.85889823,0.66323817,0.71314590,0.63662267,2.04530148,0.06879556,0.34624019,0.83253345,0.00000000
-2.62031016,3.84960259,0.65680185,0.70879352,0.64955998,2.04786899,0.06905997,0.34034308,0.84315562,0.00000000
-2.61430715,3.82626736,0.64750129,0.70147801,0.66054699,2.04351126,0.06891814,0.33311894,0.85123926,0.00000000
-2.60830415,3.78947027,0.63547941,0.69131462,0.66951403,2.03249368,0.06837161,0.32465544,0.85676299,0.00000000
-2.60230115,3.74002742,0.62092777,0.67846629,0.67643334,2.01521017,0.06742997,0.31505998,0.85974404,0.00000000
-2.59629815,3.67896517,0.60408078,0.66313979,0.68131796,1.99216610,0.06611066,0.30445752,0.86023529,0.00000000
-2.59029515,3.60748777,0.58520911,0.64558073,0.68421977,1.96395900,0.06443866,0.29298778,0.85832160,0.00000000
-2.58429215,3.52694195,0.56461236,0.62606784,0.68522669,1.93125789,0.06244585,0.28080236,0.85411551,0.00000000
-2.57828914,3.43877984,0.54261142,0.60490649,0.68445903,1.89478218,0.06017024,0.26806150,0.84775266,0.00000000
-2.57228614,3.34452157,0.51954074,0.58242191,0.68206524,1.85528071,0.05765495,0.25493073,0.83938710,0.00000000
-2.56628314,3.24571875,0.49574065,0.55895202,0.67821716,1.81351188,0.05494709,0.24157761,0.82918667,0.00000000
-2.56028014,3.14391992,0.47155016,0.53484033,0.67310478,1.77022527,0.05209650,0.22816851,0.81732874,0.00000000
-2.55427714,3.04063900,0.44730028,0.51042902,0.66693083,1.72614539,0.04915445,0.21486560,0.80399627,0.00000000
-2.54827414,2.93732728,0.42330811,0.48605230,0.65990526,1.68195773,0.04617236,0.20182411,0.78937446,0.00000000
-2.54227114,2.83534949,0.39987172,0.46203038,0.65223972,1.63829749,0.04320047,0.18918993,0.77364796,0.00000000
-2.53626813,2.73596422,0.37726593,0.43866401,0.64414227,1.59574079,0.04028670,0.17709764,0.75699863,0.00000000
-2.53026513,2.64030854,0.35573904,0.41622976,0.63581233,1.55479848,0.03747553,0.16566881,0.73960381,0.00000000
-2.52426213,2.54938671,0.33551037,0.39497610,0.62743609,1.51591213,0.03480705,0.15501078,0.72163508,0.00000000
-2.51825913,2.46406258,0.31676858,0.37512017,0.61918234,1.47945211,0.03231620,0.14521577,0.70325732,0.00000000
-2.51225613,2.38505503,0.29967067,0.35684548,0.61119890,1.44571718,0.03003220,0.13636024,0.68462798,0.00000000
-2.50625313,2.31293616,0.28434155,0.34030016,0.60360963,1.41493538,0.02797808,0.12850460,0.66589644,0.00000000
-2.50025013,2.24813131,0.27087397,0.32559596,0.59651211,1.38726579,0.02617054,0.12169306,0.64720337,0.00000000
-2.49424712,2.19092070,0.25932882,0.31280792,0.58997597,1.36280077,0.02461981,0.11595362,0.62867994,0.00000000
-2.48824412,2.14144206,0.24973555,0.30197442,0.58404191,1.34156865,0.02332988,0.11129822,0.61044681,0.00000000
-2.48224112,2.09969408,0.24209279,0.29309785,0.57872138,1.32353639,0.02229870,0.10772289,0.59261301,0.00000000
-2.47623812,2.06554054,0.23636899,0.28614560,0.57399705,1.30861248,0.02151859,0.10520802,0.57527452,0.00000000
-2.47023512,2.03871510,0.23250327,0.28105158,0.56982388,1.29664991,0.02097678,0.10371859,0.55851281,0.00000000
-2.46423212,2.01882711,0.23040629,0.27771800,0.56613091,1.28744935,0.02065602,0.10320459,0.54239332,0.00000000
-2.45822911,2.00536856,0.22996144,0.27601767,0.56282370,1.28076295,0.02053520,0.10360149,0.52696404,0.00000000
-2.45222611,1.99772278,0.23102630,0.27579665,0.55978748,1.27629863,0.02059014,0.10483084,0.51225432,0.00000000
-2.44622311,1.99517516,0.23343455,0.27687742,0.55689083,1.27372550,0.02079430,0.10680121,0.49827414,0.00000000
-2.44022011,1.99692640,0.23699842,0.27906249,0.55398992,1.27268032,0.02111960,0.10940924,0.48501385,0.00000000
-2.43421711,2.00210848,0.24151179,0.28213852,0.55093329,1.27277531,0.02153721,0.11254121,0.47244461,0.00000000
-2.42821411,2.00980358,0.24675396,0.28588098,0.54756691,1.27360732,0.02201830,0.11607481,0.46051958,0.00000000
-2.42221111,2.01906586,0.25249418,0.29005919,0.54373953,1.27476835,0.02253490,0.11988146,0.44917585,0.00000000
-2.41620810,2.02894573,0.25849687,0.29444191,0.53930817,1.27585715,0.02306055,0.12382884,0.43833715,0.00000000
-2.41020510,2.03851622,0.26452739,0.29880307,0.53414347,1.27649168,0.02357108,0.12778393,0.42791729,0.00000000
-2.40420210,2.04690053,0.27035839,0.30292782,0.52813482,1.27632197,0.02404524,0.13161622,0.41782413,0.00000000
-2.39819910,2.05329987,0.27577634,0.30661852,0.52119511,1.27504281,0.02446533,0.13520118,0.40796394,0.00000000
-2.39219610,2.05702053,0.28058811,0.30970053,0.51326475,1.27240576,0.02481768,0.13842378,0.39824603,0.00000000
-2.38619310,2.05749876,0.28462741,0.31202767,0.50431496,1.26822977,0.02509311,0.14118195,0.38858724,0.00000000
-2.38019010,2.05432258,0.28776057,0.31348697,0.49435006,1.26240990,0.02528724,0.14338983,0.37891629,0.00000000
-2.37418709,2.04724897,0.28989159,0.31400264,0.48340870,1.25492346,0.02540070,0.14498070,0.36917754,0.00000000
-2.36818409,2.03621578,0.29096616,0.31353906,0.47156388,1.24583328,0.02543923,0.14590936,0.35933405,0.00000000
-2.36218109,2.02134739,0.29097425,0.31210246,0.45892178,1.23528762,0.02541361,0.14615396,0.34936983,0.00000000
-2.35617809,2.00295360,0.28995131,0.30974140,0.44561934,1.22351673,0.02533942,0.14571701,0.33929105,0.00000000
-2.35017509,1.98152165,0.28797781,0.30654584,0.43182076,1.21082590,0.02523673,0.14462568,0.32912615,0.00000000
-2.34417209,1.95770134,0.28517711,0.30264478,0.41771292,1.19758534,0.02512957,0.14293119,0.31892492,0.00000000
-2.33816908,1.93228382,0.28171169,0.29820264,0.40349992,1.18421709,0.02504530,0.14070740,0.30875651,0.00000000
-2.33216608,1.90617470,0.27777785,0.29341428,0.38939695,1.17117963,0.02501378,0.13804859,0.29870659,0.00000000
-2.32616308,1.88036249,0.27359899,0.28849906,0.37562373,1.15895066,0.02506649,0.13506647,0.28887357,0.00000000
-2.32016008,1.85588359,0.26941780,0.28369385,0.36239767,1.14800874,0.02523552,0.13188661,0.27936437,0.00000000
-2.31415708,1.83378515,0.26548750,0.27924552,0.34992711,1.13881470,0.02555243,0.12864437,0.27028977,0.00000000
-2.30815408,1.81508719,0.26206262,0.27540290,0.33840481,1.13179336,0.02604715,0.12548043,0.26175951,0.00000000
-2.30215108,1.80074532,0.25938948,0.27240866,0.32800196,1.12731634,0.02674679,0.12253620,0.25387755,0.00000000
-2.29614807,1.79161556,0.25769689,0.27049126,0.31886285,1.12568667,0.02767446,0.11994915,0.24673754,0.00000000
-2.29014507,1.78842222,0.25718727,0.26985731,0.31110045,1.12712565,0.02884819,0.11784833,0.24041877,0.00000000
-2.28414207,1.79173016,0.25802865,0.27068450,0.30479295,1.13176242,0.03027994,0.11635017,0.23498270,0.00000000
-2.27813907,1.80192211,0.26034773,0.27311538,0.29998140,1.13962670,0.03197467,0.11555470,0.23047021,0.00000000
-2.27213607,1.81918175,0.26422433,0.27725211,0.29666854,1.15064460,0.03392969,0.11554230,0.22689975,0.00000000
-2.26613307,1.84348306,0.26968740,0.28315241,0.29481871,1.16463797,0.03613417,0.11637113,0.22426623,0.00000000
-2.26013007,1.87458616,0.27671276,0.29082670,0.29435894,1.18132692,0.03856887,0.11807529,0.22254084,0.00000000
-2.25412706,1.91203960,0.28522264,0.30023662,0.29518111,1.20033559,0.04120620,0.12066364,0.22167170,0.00000000
-2.24812406,1.95518908,0.29508712,0.31129494,0.29714508,1.22120086,0.04401054,0.12411953,0.22158527,0.00000000
-2.24212106,2.00319225,0.30612730,0.32386679,0.30008272,1.24338376,0.04693889,0.12840118,0.22218845,0.00000000
-2.23611806,2.05503908,0.31812025,0.33777229,0.30380268,1.26628316,0.04994177,0.13344296,0.22337132,0.00000000
-2.23011506,2.10957740,0.33080551,0.35279044,0.30809571,1.28925142,0.05296445,0.13915723,0.22501030,0.00000000
-2.22411206,2.16554265,0.34389296,0.36866429,0.31274055,1.31161150,0.05594845,0.14543698,0.22697175,0.00000000
-2.21810905,2.22159134,0.35707180,0.38510704,0.31750993,1.33267504,0.05883318,0.15215898,0.22911572,0.00000000
-2.21210605,2.27633714,0.37002034,0.40180927,0.32217681,1.35176099,0.06155783,0.15918746,0.23129990,0.00000000
-2.20610305,2.32838874,0.38241629,0.41844680,0.32652051,1.36821418,0.06406331,0.16637819,0.23338354,0.00000000
-2.20010005,2.37638856,0.39394726,0.43468922,0.33033262,1.38142346,0.06629425,0.17358289,0.23523127,0.00000000
-2.19409705,2.41905114,0.40432101,0.45020877,0.33342248,1.39083872,0.06820088,0.18065385,0.23671671,0.00000000
-2.18809405,2.45520034,0.41327521,0.46468936,0.33562227,1.39598658,0.06974093,0.18744860,0.23772581,0.00000000
-2.18209105,2.48380424,0.42058637,0.47783551,0.33679129,1.39648400,0.07088115,0.19383454,0.23815978,0.00000000
-2.17608804,2.50400682,0.42607765,0.48938104,0.33681956,1.39204973,0.07159875,0.19969346,0.23793764,0.00000000
-2.17008504,2.51515548,0.42962523,0.49909702,0.33563058,1.38251303,0.07188232,0.20492577,0.23699823,0.00000000
-2.16408204,2.51682356,0.43116316,0.50679910,0.33318314,1.36781961,0.07173257,0.20945425,0.23530173,0.00000000
-2.15807904,2.50882725,0.43068647,0.51235366,0.32947220,1.34803444,0.07116255,0.21322739,0.23283064,0.00000000
-2.15207604,2.49123614,0.42825244,0.51568273,0.32452880,1.32334147,0.07019748,0.21622195,0.22959016,0.00000000
-2.14607304,2.46437718,0.42398002,0.51676755,0.31841906,1.29404029,0.06887418,0.21844495,0.22560803,0.00000000
-2.14007004,2.42883158,0.41804746,0.51565040,0.31124223,1.26053965,0.06724015,0.21993463,0.22093380,0.00000000
-2.13406703,2.38542480,0.41068819,0.51243482,0.30312796,1.22334828,0.06535223,0.22076062,0.21563761,0.00000000
-2.12806403,2.33520942,0.40218501,0.50728397,0.29423273,1.18306301,0.06327499,0.22102308,0.20980834,0.00000000
-2.12206103,2.27944149,0.39286290,0.50041724,0.28473570,1.14035469,0.06107889,0.22085080,0.20355144,0.00000000
-2.11605803,2.21955047,0.38308053,0.49210499,0.27483398,1.09595219,0.05883822,0.22039832,0.19698622,0.00000000
-2.11005503,2.15710370,0.37322071,0.48266163,0.26473741,1.05062495,0.05662899,0.21984198,0.19024281,0.00000000
-2.10405203,2.09376594,0.36368002,0.47243715,0.25466314,1.00516446,0.05452672,0.21937504,0.18345876,0.00000000
-2.09804902,2.03125502,0.35485792,0.46180722,0.24482995,0.96036515,0.05260428,0.21920194,0.17677550,0.00000000
-2.09204602,1.97129474,0.34714544,0.45116221,0.23545253,0.91700524,0.05092984,0.21953178,0.17033450,0.00000000
-2.08604302,1.91556615,0.34091397,0.44089539,0.22673583,0.87582784,0.04956492,0.22057122,0.16427345,0.00000000
-2.08004002,1.86565859,0.33650411,0.43139064,0.21886968,0.83752296,0.04856270,0.22251706,0.15872239,0.00000000
-2.07403702,1.82302182,0.33421515,0.42301006,0.21202367,0.80271075,0.04796649,0.22554860,0.15379997,0.00000000
-2.06803402,1.78892089,0.33429526,0.41608191,0.20634250,0.77192634,0.04780854,0.22982016,0.14960993,0.00000000
-2.06203102,1.76439494,0.33693265,0.41088925,0.20194192,0.74560693,0.04810909,0.23545396,0.14623787,0.00000000
-2.05602801,1.75022159,0.34224821,0.40765979,0.19890537,0.72408109,0.04887579,0.24253377,0.14374843,0.00000000
-2.05002501,1.74688820,0.35028956,0.40655716,0.19728138,0.70756103,0.05010341,0.25109945,0.14218306,0.00000000
-2.04402201,1.75457117,0.36102704,0.40767421,0.19708182,0.69613768,0.05177387,0.26114280,0.14155831,0.00000000
