energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,1.50380791,0.41846589,0.38744626,0.00383806,0.11254192,0.02671908,0.84255114,0.42062427,0.17176131
-5.99399700,1.50457157,0.41344075,0.39352936,0.00397099,0.10825164,0.02777062,0.84495235,0.41180019,0.17037194
-5.98799400,1.50485277,0.40883760,0.39850052,0.00409226,0.10483082,0.02868722,0.84671504,0.40345631,0.16923241
-5.98199100,1.50419848,0.40457536,0.40222082,0.00419808,0.10227002,0.02945020,0.84760800,0.39567093,0.16826720
-5.97598799,1.50232511,0.40062443,0.40459250,0.00428509,0.10057143,0.03004375,0.84749387,0.38856205,0.16742187
-5.96998499,1.49911833,0.39700336,0.40556136,0.00435039,0.09974675,0.03045547,0.84632946,0.38228071,0.16666307
-5.96398199,1.49462646,0.39377359,0.40511754,0.00439162,0.09981448,0.03067685,0.84416261,0.37700295,0.16597770
-5.95797899,1.48904789,0.39103281,0.40329466,0.00440706,0.10079682,0.03070349,0.84112564,0.37292072,0.16537124
-5.95197599,1.48271273,0.38890687,0.40016740,0.00439566,0.10271630,0.03053535,0.83742566,0.37023209,0.16486550
-5.94597299,1.47605991,0.38754091,0.39584751,0.00435704,0.10559231,0.03017671,0.83333218,0.36913124,0.16449561
-5.93996998,1.46961037,0.38708980,0.39047856,0.00429151,0.10943771,0.02963603,0.82916258,0.36979852,0.16430668
-5.93396698,1.46393762,0.38770853,0.38422952,0.00420005,0.11425557,0.02892568,0.82526586,0.37239093,0.16435014
-5.92796398,1.45963700,0.38954270,0.37728753,0.00408422,0.12003626,0.02806153,0.82200567,0.37703349,0.16467991
-5.92196098,1.45729473,0.39271973,0.36985027,0.00394614,0.12675507,0.02706245,0.81974302,0.38381170,0.16534870
-5.91595798,1.45745832,0.39734083,0.36211812,0.00378834,0.13437033,0.02594968,0.81881963,0.39276539,0.16640446
-5.90995498,1.46060939,0.40347435,0.35428657,0.00361376,0.14282213,0.02474620,0.81954248,0.40388417,0.16788721
-5.90395198,1.46714002,0.41115047,0.34653923,0.00342554,0.15203187,0.02347603,0.82217023,0.41710457,0.16982637
-5.89794897,1.47733368,0.42035763,0.33904168,0.00322700,0.16190241,0.02216359,0.82690200,0.43230907,0.17223876
-5.89194597,1.49135125,0.43104062,0.33193639,0.00302146,0.17231903,0.02083303,0.83386902,0.44932681,0.17512714
-5.88594297,1.50922269,0.44310046,0.32533903,0.00281222,0.18315101,0.01950767,0.84312921,0.46793624,0.17847962
-5.87993997,1.53084443,0.45639604,0.31933603,0.00260241,0.19425389,0.01820945,0.85466498,0.48786923,0.18226962
-5.87393697,1.55598238,0.47074729,0.31398369,0.00239494,0.20547223,0.01695855,0.86838410,0.50881675,0.18645666
-5.86793397,1.58428014,0.48593981,0.30930863,0.00219245,0.21664285,0.01577300,0.88412349,0.53043580,0.19098764
-5.86193097,1.61527186,0.50173065,0.30530945,0.00199726,0.22759833,0.01466850,0.90165559,0.55235727,0.19579867
-5.85592796,1.64839885,0.51785502,0.30195953,0.00181131,0.23817074,0.01365822,0.92069688,0.57419459,0.20081725
-5.84992496,1.68302912,0.53403361,0.29921071,0.00163624,0.24819538,0.01275277,0.94091813,0.59555275,0.20596481
-5.84392196,1.71847871,0.54998021,0.29699754,0.00147328,0.25751441,0.01196018,0.96195573,0.61603757,0.21115923
-5.83791896,1.75403396,0.56540937,0.29524191,0.00132336,0.26598034,0.01128599,0.98342363,0.63526472,0.21631747
-5.83191596,1.78897364,0.58004379,0.29385779,0.00118710,0.27345914,0.01073331,1.00492539,0.65286849,0.22135801
-5.82591296,1.82259001,0.59362124,0.29275579,0.00106483,0.27983295,0.01030299,1.02606570,0.66850982,0.22620305
-5.81990995,1.85420822,0.60590073,0.29184745,0.00095667,0.28500234,0.00999374,1.04646118,0.68188367,0.23078047
-5.81390695,1.88320330,0.61666791,0.29104887,0.00086253,0.28888800,0.00980232,1.06574994,0.69272538,0.23502533
-5.80790395,1.90901439,0.62573942,0.29028382,0.00078218,0.29143192,0.00972366,1.08359977,0.70081589,0.23888102
-5.80190095,1.93115586,0.63296626,0.28948605,0.00071528,0.29259804,0.00975102,1.09971470,0.70598588,0.24230002
-5.79589795,1.94922538,0.63823605,0.28860085,0.00066141,0.29237230,0.00987614,1.11383997,0.70811865,0.24524425
-5.78989495,1.96290886,0.64147432,0.28758589,0.00062010,0.29076228,0.01008938,1.12576538,0.70715170,0.24768506
-5.78389195,1.97198246,0.64264469,0.28641137,0.00059086,0.28779630,0.01037985,1.13532713,0.70307712,0.24960300
-5.77788894,1.97631206,0.64174823,0.28505956,0.00057318,0.28352222,0.01073557,1.14240817,0.69594063,0.25098727
-5.77188594,1.97585037,0.63882192,0.28352386,0.00056656,0.27800585,0.01114364,1.14693748,0.68583955,0.25183510
-5.76588294,1.97063231,0.63393637,0.28180750,0.00057051,0.27132902,0.01159043,1.14888823,0.67291956,0.25215098
-5.75987994,1.96076879,0.62719297,0.27992201,0.00058454,0.26358759,0.01206174,1.14827525,0.65737041,0.25194592
-5.75387694,1.94643964,0.61872053,0.27788558,0.00060816,0.25488912,0.01254308,1.14515187,0.63942080,0.25123669
-5.74787394,1.92788580,0.60867157,0.27572145,0.00064089,0.24535057,0.01301992,1.13960645,0.61933237,0.25004517
-5.74187094,1.90540134,0.59721833,0.27345638,0.00068223,0.23509586,0.01347795,1.13175876,0.59739320,0.24839785
-5.73586793,1.87932544,0.58454876,0.27111937,0.00073169,0.22425349,0.01390338,1.12175638,0.57391073,0.24632534
-5.72986493,1.85003476,0.57086241,0.26874063,0.00078873,0.21295411,0.01428325,1.10977116,0.54920458,0.24386215
-5.72386193,1.81793627,0.55636649,0.26635082,0.00085282,0.20132828,0.01460574,1.09599600,0.52359928,0.24104646
-5.71785893,1.78346062,0.54127210,0.26398057,0.00092340,0.18950426,0.01486043,1.08064191,0.49741717,0.23792007
-5.71185593,1.74705624,0.52579071,0.26166040,0.00099989,0.17760599,0.01503857,1.06393523,0.47097175,0.23452833
-5.70585293,1.70918398,0.51013101,0.25942071,0.00108170,0.16575123,0.01513329,1.04611530,0.44456159,0.23092012
-5.69984992,1.67031225,0.49449601,0.25729210,0.00116824,0.15405001,0.01513979,1.02743212,0.41846497,0.22714777
-5.69384692,1.63091262,0.47908053,0.25530571,0.00125892,0.14260318,0.01505539,1.00814419,0.39293541,0.22326689
-5.68784392,1.59145544,0.46406907,0.25349359,0.00135318,0.13150130,0.01487964,0.98851627,0.36819824,0.21933600
-5.68184092,1.55240556,0.44963383,0.25188903,0.00145047,0.12082383,0.01461422,0.96881691,0.34444813,0.21541608
-5.67583792,1.51421768,0.43593313,0.25052669,0.00155027,0.11063848,0.01426287,0.94931570,0.32184766,0.21156972
-5.66983492,1.47733133,0.42310986,0.24944247,0.00165211,0.10100096,0.01383126,0.93028002,0.30052691,0.20786024
-5.66383192,1.44216526,0.41129017,0.24867318,0.00175554,0.09195488,0.01332669,0.91197124,0.28058392,0.20435034
-5.65782891,1.40911108,0.40058215,0.24825579,0.00186014,0.08353195,0.01275789,0.89464039,0.26208602,0.20110071
-5.65182591,1.37852636,0.39107462,0.24822635,0.00196554,0.07575237,0.01213466,0.87852326,0.24507171,0.19816829
-5.64582291,1.35072719,0.38283590,0.24861864,0.00207135,0.06862547,0.01146758,0.86383503,0.22955315,0.19560451
-5.63981991,1.32598044,0.37591269,0.24946254,0.00217717,0.06215040,0.01076768,0.85076467,0.21551894,0.19345339
-5.63381691,1.30449611,0.37032898,0.25078227,0.00228258,0.05631707,0.01004607,0.83946922,0.20293717,0.19174974
-5.62781391,1.28642022,0.36608526,0.25259451,0.00238712,0.05110711,0.00931367,0.83006850,0.19175848,0.19051747
-5.62181091,1.27182873,0.36315793,0.25490670,0.00249024,0.04649495,0.00858093,0.82264027,0.18191920,0.18976816
-5.61580790,1.26072304,0.36149917,0.25771555,0.00259128,0.04244889,0.00785757,0.81721656,0.17334427,0.18950003
-5.60980490,1.25302765,0.36103735,0.26100592,0.00268949,0.03893228,0.00715245,0.81378129,0.16595018,0.18969735
-5.60380190,1.24859042,0.36167812,0.26475024,0.00278400,0.03590459,0.00647336,0.81226963,0.15964752,0.19033048
-5.59779890,1.24718594,0.36330625,0.26890861,0.00287380,0.03332259,0.00582701,0.81256938,0.15434357,0.19135644
-5.59179590,1.24852212,0.36578831,0.27342958,0.00295776,0.03114136,0.00521894,0.81452451,0.14994456,0.19272026
-5.58579290,1.25225014,0.36897620,0.27825167,0.00303465,0.02931541,0.00465359,0.81794090,0.14635789,0.19435691
-5.57978989,1.25797766,0.37271149,0.28330572,0.00310316,0.02779961,0.00413435,0.82259425,0.14349414,0.19619387
-5.57378689,1.26528487,0.37683050,0.28851780,0.00316195,0.02655016,0.00366362,0.82823992,0.14126905,0.19815425
-5.56778389,1.27374275,0.38116991,0.29381274,0.00320965,0.02552543,0.00324300,0.83462423,0.13960535,0.20016028
-5.56178089,1.28293298,0.38557270,0.29911804,0.00324496,0.02468673,0.00287338,0.84149697,0.13843448,0.20213707
-5.55577789,1.29246819,0.38989424,0.30436788,0.00326668,0.02399902,0.00255513,0.84862413,0.13769816,0.20401646
-5.54977489,1.30201189,0.39400811,0.30950714,0.00327374,0.02343145,0.00228824,0.85580058,0.13734978,0.20574073
-5.54377189,1.31129667,0.39781139,0.31449507,0.00326529,0.02295782,0.00207248,0.86286168,0.13735556,0.20726590
-5.53776888,1.32013969,0.40122920,0.31930834,0.00324074,0.02255693,0.00190753,0.86969325,0.13769531,0.20856462
-5.53176588,1.32845452,0.40421804,0.32394338,0.00319978,0.02221273,0.00179309,0.87623920,0.13836289,0.20962825
-5.52576288,1.33625828,0.40676784,0.32841764,0.00314240,0.02191438,0.00172900,0.88250636,0.13936613,0.21046806
-5.51975988,1.34367366,0.40890253,0.33276980,0.00306895,0.02165614,0.00171526,0.88856593,0.14072628,0.21111556
-5.51375688,1.35092527,0.41067885,0.33705869,0.00298009,0.02143707,0.00175208,0.89455146,0.14247676,0.21162164
-5.50775388,1.35833030,0.41218369,0.34136107,0.00287682,0.02126063,0.00183986,0.90065318,0.14466147,0.21205478
-5.50175088,1.36628366,0.41352971,0.34576809,0.00276043,0.02113407,0.00197917,0.90710893,0.14733238,0.21249819
-5.49574787,1.37523819,0.41484964,0.35038089,0.00263250,0.02106781,0.00217065,0.91419188,0.15054658,0.21304611
-5.48974487,1.38568068,0.41628934,0.35530515,0.00249478,0.02107454,0.00241492,0.92219567,0.15436286,0.21379924
-5.48374187,1.39810472,0.41799994,0.36064519,0.00234924,0.02116838,0.00271243,0.93141750,0.15883789,0.21485976
-5.47773887,1.41298171,0.42012955,0.36649763,0.00219791,0.02136392,0.00306334,0.94214017,0.16402209,0.21632591
-5.47173587,1.43073133,0.42281471,0.37294505,0.00204288,0.02167523,0.00346733,0.95461363,0.16995547,0.21828654
-5.46573287,1.45169296,0.42617218,0.38005001,0.00188625,0.02211487,0.00392344,0.96903729,0.17666348,0.22081582
-5.45972986,1.47609941,0.43029130,0.38784963,0.00173000,0.02269303,0.00442991,0.98554366,0.18415319,0.22396841
-5.45372686,1.50405445,0.43522746,0.39635114,0.00157602,0.02341663,0.00498402,1.00418449,0.19240984,0.22777528
-5.44772386,1.53551518,0.44099690,0.40552857,0.00142602,0.02428864,0.00558195,1.02491994,0.20139422,0.23224045
-5.44172086,1.57028050,0.44757314,0.41532092,0.00128150,0.02530749,0.00621870,1.04761150,0.21104067,0.23733881
-5.43571786,1.60798615,0.45488525,0.42563176,0.00114374,0.02646671,0.00688804,1.07201919,0.22125626,0.24301513
-5.42971486,1.64810707,0.46281814,0.43633056,0.00101376,0.02775473,0.00758247,1.09780323,0.23192098,0.24918437
-5.42371186,1.68996707,0.47121474,0.44725562,0.00089236,0.02915490,0.00829331,1.12453038,0.24288910,0.25573333
-5.41770885,1.73275568,0.47988027,0.45821859,0.00078007,0.03064577,0.00901078,1.15168471,0.25399180,0.26252350
-5.41170585,1.77555169,0.48858821,0.46901042,0.00067719,0.03220157,0.00972415,1.17868259,0.26504095,0.26939520
-5.40570285,1.81735257,0.49708791,0.47940853,0.00058381,0.03379284,0.01042198,1.20489135,0.27583389,0.27617265
-5.39969985,1.85710863,0.50511350,0.48918499,0.00049984,0.03538735,0.01109238,1.22965088,0.28615931,0.28266993
-5.39369685,1.89376056,0.51239370,0.49811527,0.00042500,0.03695110,0.01172330,1.25229729,0.29580367,0.28869756
-5.38769385,1.92627892,0.51866219,0.50598728,0.00035889,0.03844944,0.01230289,1.27218781,0.30455828,0.29406937
-5.38169085,1.95370376,0.52366806,0.51261038,0.00030102,0.03984828,0.01281983,1.28872562,0.31222645,0.29860943
-5.37568784,1.97518276,0.52718589,0.51782374,0.00025079,0.04111533,0.01326369,1.30138383,0.31863062,0.30215876
-5.36968484,1.99000617,0.52902506,0.52150387,0.00020757,0.04222125,0.01362529,1.30972727,0.32361900,0.30458148
-5.36368184,1.99763698,0.52903781,0.52357096,0.00017071,0.04314074,0.01389695,1.31343127,0.32707156,0.30577022
-5.35767884,1.99773486,0.52712571,0.52399350,0.00013955,0.04385353,0.01407283,1.31229640,0.32890491,0.30565048
-5.35167584,1.99017278,0.52324431,0.52279115,0.00011343,0.04434514,0.01414906,1.30625862,0.32907599,0.30418378
-5.34567284,1.97504543,0.51740559,0.52003561,0.00009175,0.04460739,0.01412391,1.29539402,0.32758429,0.30136958
-5.33966983,1.95266895,0.50967821,0.51584928,0.00007393,0.04463876,0.01399785,1.27991819,0.32447243,0.29724566
-5.33366683,1.92357199,0.50018553,0.51040193,0.00005944,0.04444439,0.01377354,1.26017988,0.31982520,0.29188725
-5.32766383,1.88847823,0.48910134,0.50390526,0.00004780,0.04403586,0.01345568,1.23664926,0.31376690,0.28540471
-5.32166083,1.84828122,0.47664362,0.49660569,0.00003860,0.04343068,0.01305092,1.20990132,0.30645727,0.27794003
-5.31565783,1.80401260,0.46306654,0.48877555,0.00003147,0.04265162,0.01256758,1.18059496,0.29808594,0.26966226
-5.30965483,1.75680502,0.44865103,0.48070321,0.00002610,0.04172572,0.01201536,1.14944870,0.28886594,0.26076212
-5.30365183,1.70785146,0.43369432,0.47268240,0.00002223,0.04068322,0.01140503,1.11721423,0.27902628,0.25144594
-5.29764882,1.65836268,0.41849901,0.46500122,0.00001966,0.03955639,0.01074808,1.08464868,0.26880407,0.24192930
-5.29164582,1.60952479,0.40336203,0.45793153,0.00001821,0.03837826,0.01005637,1.05248718,0.25843652,0.23243057
-5.28564282,1.56245862,0.38856401,0.45171887,0.00001778,0.03718135,0.00934175,1.02141663,0.24815310,0.22316460
-5.27963982,1.51818280,0.37435960,0.44657369,0.00001826,0.03599653,0.00861577,0.99205201,0.23816820,0.21433681
-5.27363682,1.47758186,0.36096899,0.44266409,0.00001959,0.03485189,0.00788935,0.96491621,0.22867467,0.20613788
-5.26763382,1.44138087,0.34857115,0.44011042,0.00002174,0.03377185,0.00717254,0.94042414,0.21983828,0.19873912
-5.26163082,1.41012712,0.33729887,0.43898206,0.00002470,0.03277642,0.00647432,0.91887189,0.21179358,0.19228876
-5.25562781,1.38417980,0.32723596,0.43929633,0.00002845,0.03188067,0.00580244,0.90043103,0.20464099,0.18690909
-5.24962481,1.36370734,0.31841651,0.44101966,0.00003301,0.03109448,0.00516334,0.88514852,0.19844538,0.18269448
-5.24362181,1.34869249,0.31082622,0.44407081,0.00003839,0.03042247,0.00456212,0.87295159,0.19323599,0.17971036
-5.23761881,1.33894421,0.30440574,0.44832596,0.00004461,0.02986419,0.00400253,0.86365755,0.18900776,0.17799292
-5.23161581,1.33411556,0.29905564,0.45362525,0.00005166,0.02941449,0.00348701,0.85698761,0.18572375,0.17754957
-5.22561281,1.33372628,0.29464292,0.45978051,0.00005957,0.02906409,0.00301683,0.85258396,0.18331866,0.17835998
-5.21960980,1.33718871,0.29100846,0.46658355,0.00006830,0.02880028,0.00259217,0.85002909,0.18170310,0.18037759
-5.21360680,1.34383562,0.28797519,0.47381473,0.00007785,0.02860774,0.00221230,0.84886635,0.18076843,0.18353152
-5.20760380,1.35294832,0.28535654,0.48125120,0.00008815,0.02846934,0.00187566,0.84862061,0.18039193,0.18772873
-5.20160080,1.36378398,0.28296470,0.48867442,0.00009916,0.02836706,0.00158009,0.84881808,0.18044209,0.19285636
-5.19559780,1.37560072,0.28061842,0.49587672,0.00011078,0.02828280,0.00132296,0.84900437,0.18078371,0.19878424
-5.18959480,1.38767967,0.27814991,0.50266651,0.00012290,0.02819917,0.00110128,0.84875999,0.18128271,0.20536746
-5.18359180,1.39934334,0.27541077,0.50887204,0.00013540,0.02810012,0.00091189,0.84771285,0.18181048,0.21244904
-5.17758879,1.40996990,0.27227650,0.51434366,0.00014811,0.02797153,0.00075152,0.84554738,0.18224762,0.21986276
-5.17158579,1.41900335,0.26864972,0.51895469,0.00016086,0.02780160,0.00061694,0.84201010,0.18248697,0.22743599
-5.16558279,1.42595983,0.26446202,0.52260094,0.00017347,0.02758117,0.00050499,0.83691194,0.18243606,0.23499280
-5.15957979,1.43043049,0.25967440,0.52519933,0.00018573,0.02730378,0.00041269,0.83012735,0.18201873,0.24235718
-5.15357679,1.43208162,0.25427656,0.52668569,0.00019744,0.02696578,0.00033725,0.82159101,0.18117619,0.24935641
-5.14757379,1.43065283,0.24828510,0.52701225,0.00020839,0.02656616,0.00027612,0.81129244,0.17986751,0.25582469
-5.14157079,1.42595396,0.24174098,0.52614512,0.00021837,0.02610640,0.00022701,0.79926930,0.17806952,0.26160681
-5.13556778,1.41786159,0.23470636,0.52406205,0.00022720,0.02559023,0.00018787,0.78560013,0.17577643,0.26656193
-5.12956478,1.40631584,0.22726114,0.52075070,0.00023469,0.02502333,0.00015692,0.77039698,0.17299906,0.27056739
-5.12356178,1.39131783,0.21949944,0.51620778,0.00024070,0.02441307,0.00013262,0.75379865,0.16976389,0.27352227
-5.11755878,1.37292826,0.21152619,0.51043894,0.00024509,0.02376818,0.00011367,0.73596495,0.16611203,0.27535076
-5.11155578,1.35126709,0.20345397,0.50345956,0.00024779,0.02309853,0.00009896,0.71707214,0.16209798,0.27600503
-5.10555278,1.32651434,0.19540038,0.49529640,0.00024874,0.02241492,0.00008758,0.69730989,0.15778856,0.27546757
-5.09954977,1.29891153,0.18748571,0.48598973,0.00024791,0.02172887,0.00007879,0.67687952,0.15326163,0.27375268
-5.09354677,1.26876345,0.17983127,0.47559593,0.00024534,0.02105251,0.00007201,0.65599354,0.14860492,0.27090722
-5.08754377,1.23643957,0.17255803,0.46419017,0.00024108,0.02039851,0.00006676,0.63487608,0.14391481,0.26701025
-5.08154077,1.20237448,0.16578568,0.45186881,0.00023523,0.01978001,0.00006269,0.61376376,0.13929498,0.26217166
-5.07553777,1.16706672,0.15963195,0.43875136,0.00022791,0.01921057,0.00005954,0.59290681,0.13485504,0.25652975
-5.06953477,1.13107550,0.15421197,0.42498150,0.00021929,0.01870417,0.00005711,0.57256966,0.13070896,0.25024773
-5.06353177,1.09501469,0.14963770,0.41072719,0.00020955,0.01827511,0.00005526,0.55303085,0.12697328,0.24350923
-5.05752876,1.05954398,0.14601712,0.39617942,0.00019888,0.01793796,0.00005392,0.53458179,0.12376520,0.23651298
-5.05152576,1.02535699,0.14345318,0.38154985,0.00018749,0.01770740,0.00005303,0.51752405,0.12120031,0.22946680
-5.04552276,0.99316658,0.14204241,0.36706695,0.00017559,0.01759806,0.00005257,0.50216515,0.11939020,0.22258108
-5.03951976,0.96368743,0.14187310,0.35297115,0.00016340,0.01762427,0.00005254,0.48881274,0.11843978,0.21606210
-5.03351676,0.93761680,0.14302315,0.33950878,0.00015110,0.01779972,0.00005293,0.47776733,0.11844449,0.21010530
-5.02751376,0.91561385,0.14555746,0.32692535,0.00013891,0.01813709,0.00005377,0.46931374,0.11948743,0.20488884
-5.02151076,0.89827846,0.14952520,0.31545823,0.00012697,0.01864767,0.00005506,0.46371167,0.12163644,0.20056777
-5.01550775,0.88613056,0.15495683,0.30532923,0.00011546,0.01934088,0.00005680,0.46118578,0.12494137,0.19726892
-5.00950475,0.87959072,0.16186121,0.29673728,0.00010449,0.02022378,0.00005902,0.46191575,0.12943151,0.19508692
-5.00350175,0.87896320,0.17022288,0.28985161,0.00009417,0.02130066,0.00006169,0.46602684,0.13511341,0.19408136
-4.99749875,0.88442204,0.17999975,0.28480570,0.00008458,0.02257255,0.00006482,0.47358148,0.14196920,0.19427535
-4.99149575,0.89600114,0.19112137,0.28169230,0.00007578,0.02403690,0.00006838,0.48457228,0.14995546,0.19565556
-4.98549275,0.91358877,0.20348786,0.28055964,0.00006780,0.02568722,0.00007234,0.49891694,0.15900284,0.19817375
-4.97948974,0.93692708,0.21696983,0.28140916,0.00006066,0.02751297,0.00007669,0.51645542,0.16901642,0.20174979
-4.97348674,0.96561649,0.23140920,0.28419460,0.00005436,0.02949938,0.00008139,0.53694944,0.17987693,0.20627613
-4.96748374,0.99912532,0.24662105,0.28882267,0.00004886,0.03162759,0.00008641,0.56008463,0.19144276,0.21162344
-4.96148074,1.03680393,0.26239655,0.29515514,0.00004416,0.03387480,0.00009173,0.58547516,0.20355284,0.21764738
-4.95547774,1.07790335,0.27850684,0.30301234,0.00004020,0.03621460,0.00009735,0.61267087,0.21603029,0.22419620
-4.94947474,1.12159730,0.29470778,0.31217785,0.00003694,0.03861745,0.00010325,0.64116654,0.22868666,0.23111874
-4.94347174,1.16700716,0.31074552,0.32240417,0.00003435,0.04105128,0.00010946,0.67041323,0.24132682,0.23827265
-4.93746873,1.21322859,0.32636251,0.33341931,0.00003238,0.04348220,0.00011603,0.69983097,0.25375408,0.24553244
-4.93146573,1.25935902,0.34130393,0.34493390,0.00003099,0.04587526,0.00012302,0.72882273,0.26577559,0.25279686
-4.92546273,1.30452479,0.35532415,0.35664867,0.00003015,0.04819531,0.00013052,0.75678887,0.27720772,0.25999541
-4.91945973,1.34790700,0.36819308,0.36826207,0.00002983,0.05040788,0.00013866,0.78314185,0.28788113,0.26709353
-4.91345673,1.38876490,0.37970208,0.37947773,0.00003002,0.05248009,0.00014760,0.80732056,0.29764546,0.27409611
-4.90745373,1.42645612,0.38966929,0.39001170,0.00003069,0.05438140,0.00015751,0.82880387,0.30637338,0.28104928
-4.90145073,1.46045281,0.39794409,0.39959911,0.00003186,0.05608448,0.00016861,0.84712302,0.31396384,0.28804000
-4.89544772,1.49035325,0.40441064,0.40800019,0.00003353,0.05756584,0.00018112,0.86187249,0.32034440,0.29519358
-4.88944472,1.51588838,0.40899027,0.41500548,0.00003570,0.05880637,0.00019528,0.87271909,0.32547243,0.30266900
-4.88344172,1.53692319,0.41164273,0.42044016,0.00003839,0.05979182,0.00021133,0.87940897,0.32933540,0.31065216
-4.87743872,1.55345298,0.41236631,0.42416731,0.00004162,0.06051300,0.00022952,0.88177259,0.33194989,0.31934722
-4.87143572,1.56559473,0.41119672,0.42609024,0.00004541,0.06096589,0.00025007,0.87972739,0.33335967,0.32896635
-4.86543272,1.57357398,0.40820498,0.42615359,0.00004978,0.06115159,0.00027317,0.87327833,0.33363277,0.33971823
-4.85942971,1.57770803,0.40349437,0.42434351,0.00005472,0.06107608,0.00029897,0.86251629,0.33285773,0.35179583
-4.85342671,1.57838609,0.39719648,0.42068669,0.00006025,0.06074981,0.00032758,0.84761447,0.33113917,0.36536395
-4.84742371,1.57604745,0.38946677,0.41524849,0.00006635,0.06018724,0.00035901,0.82882300,0.32859294,0.38054710
-4.84142071,1.57115856,0.38047964,0.40813013,0.00007300,0.05940617,0.00039322,0.80646186,0.32534098,0.39741833
-4.83541771,1.56419022,0.37042320,0.39946508,0.00008016,0.05842706,0.00043007,0.78091257,0.32150619,0.41598955
-4.82941471,1.55559575,0.35949414,0.38941482,0.00008778,0.05727229,0.00046932,0.75260863,0.31720751,0.43620401
-4.82341171,1.54579133,0.34789261,0.37816403,0.00009578,0.05596534,0.00051065,0.72202529,0.31255541,0.45793129
-4.81740870,1.53513917,0.33581747,0.36591547,0.00010408,0.05453009,0.00055362,0.68966863,0.30764805,0.48096518
-4.81140570,1.52393444,0.32346197,0.35288460,0.00011257,0.05299008,0.00059770,0.65606452,0.30256815,0.50502489
-4.80540270,1.51239634,0.31100997,0.33929415,0.00012114,0.05136788,0.00064229,0.62174745,0.29738086,0.52975947
-4.79939970,1.50066374,0.29863281,0.32536884,0.00012964,0.04968451,0.00068671,0.58724969,0.29213253,0.55475561
-4.79339670,1.48879541,0.28648679,0.31133029,0.00013793,0.04795907,0.00073020,0.55309090,0.28685057,0.57954845
-4.78739370,1.47677464,0.27471144,0.29739233,0.00014588,0.04620841,0.00077199,0.51976844,0.28154419,0.60363518
-4.78139070,1.46451796,0.26342832,0.28375680,0.00015331,0.04444695,0.00081128,0.48774846,0.27620620,0.62649085
-4.77538769,1.45188719,0.25274049,0.27060987,0.00016010,0.04268664,0.00084728,0.45745805,0.27081546,0.64758570
-4.76938469,1.43870414,0.24273254,0.25811899,0.00016608,0.04093705,0.00087924,0.42927838,0.26534008,0.66640338
-4.76338169,1.42476697,0.23347097,0.24643046,0.00017115,0.03920556,0.00090644,0.40353912,0.25974094,0.68245918
-4.75737869,1.40986718,0.22500503,0.23566765,0.00017518,0.03749763,0.00092828,0.38051395,0.25397560,0.69531745
-4.75137569,1.39380629,0.21736772,0.22592984,0.00017807,0.03581711,0.00094424,0.36041737,0.24800208,0.70460742
-4.74537269,1.37641112,0.21057700,0.21729162,0.00017977,0.03416668,0.00095391,0.34340275,0.24178256,0.71003678
-4.73936968,1.35754700,0.20463706,0.20980285,0.00018022,0.03254817,0.00095706,0.32956155,0.23528667,0.71140215
-4.73336668,1.33712807,0.19953958,0.20348914,0.00017940,0.03096298,0.00095354,0.31892386,0.22849417,0.70859635
-4.72736368,1.31512425,0.19526499,0.19835277,0.00017734,0.02941244,0.00094341,0.31146003,0.22139712,0.70161175
-4.72136068,1.29156476,0.19178369,0.19437398,0.00017406,0.02789807,0.00092683,0.30708353,0.21400112,0.69053998
-4.71535768,1.26653801,0.18905717,0.19151267,0.00016964,0.02642186,0.00090412,0.30565487,0.20632588,0.67556778
-4.70935468,1.24018829,0.18703915,0.18971043,0.00016415,0.02498638,0.00087573,0.30698665,0.19840502,0.65696944
-4.70335168,1.21270955,0.18567668,0.18889283,0.00015771,0.02359492,0.00084222,0.31084951,0.19028506,0.63509623
-4.69734867,1.18433701,0.18491126,0.18897203,0.00015045,0.02225146,0.00080423,0.31697908,0.18202389,0.61036334
-4.69134567,1.15533715,0.18468007,0.18984956,0.00014249,0.02096064,0.00076248,0.32508360,0.17368866,0.58323506
-4.68534267,1.12599705,0.18491727,0.19141936,0.00013400,0.01972764,0.00071775,0.33485222,0.16535335,0.55420892
-4.67933967,1.09661352,0.18555537,0.19357088,0.00012510,0.01855801,0.00067082,0.34596365,0.15709611,0.52379945
-4.67333667,1.06748293,0.18652677,0.19619231,0.00011597,0.01745750,0.00062248,0.35809499,0.14899650,0.49252244
-4.66733367,1.03889206,0.18776527,0.19917368,0.00010673,0.01643179,0.00057349,0.37093043,0.14113288,0.46088016
-4.66133067,1.01111050,0.18920770,0.20240993,0.00009752,0.01548634,0.00052457,0.38416957,0.13357985,0.42934816
-4.65532766,0.98438465,0.19079536,0.20580369,0.00008847,0.01462611,0.00047639,0.39753489,0.12640612,0.39836407
-4.64932466,0.95893339,0.19247550,0.20926765,0.00007968,0.01385538,0.00042954,0.41077830,0.11967260,0.36831866
-4.64332166,0.93494536,0.19420233,0.21272650,0.00007125,0.01317753,0.00038452,0.42368615,0.11343095,0.33954932
-4.63731866,0.91257740,0.19593790,0.21611824,0.00006326,0.01259493,0.00034175,0.43608281,0.10772245,0.31233591
