energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-3.10655328,1.14812048,0.14061984,0.86425936,0.00086109,0.00816257,0.00092252,0.02288949,0.03612745,0.24306529
-3.10055028,1.20827960,0.14449560,0.91766676,0.00089926,0.00899465,0.00102217,0.02400881,0.03656428,0.25022769
-3.09454727,1.27628001,0.15022531,0.97517216,0.00093908,0.00991095,0.00113292,0.02542679,0.03752685,0.26020664
-3.08854427,1.35111580,0.15756664,1.03593702,0.00097944,0.01090712,0.00125427,0.02712699,0.03897366,0.27293624
-3.08254127,1.43171967,0.16628551,1.09909866,0.00101923,0.01197756,0.00138567,0.02909047,0.04086372,0.28830573
-3.07653827,1.51698025,0.17615563,1.16378751,0.00105746,0.01311535,0.00152646,0.03129575,0.04315655,0.30616068
-3.07053527,1.60576082,0.18695811,1.22914518,0.00109319,0.01431211,0.00167587,0.03371886,0.04581233,0.32630487
-3.06453227,1.69691890,0.19848113,1.29434274,0.00112563,0.01555802,0.00183302,0.03633335,0.04879189,0.34850285
-3.05852926,1.78932626,0.21051973,1.35859868,0.00115416,0.01684181,0.00199690,0.03911051,0.05205687,0.37248336
-3.05252626,1.88188880,0.22287589,1.42119569,0.00117831,0.01815083,0.00216639,0.04201950,0.05556977,0.39794333
-3.04652326,1.97356549,0.23535893,1.48149575,0.00119780,0.01947115,0.00234024,0.04502771,0.05929412,0.42455273
-3.04052026,2.06338617,0.24778604,1.53895295,0.00121254,0.02078774,0.00251709,0.04810109,0.06319463,0.45196013
-3.03451726,2.15046732,0.25998327,1.59312341,0.00122264,0.02208472,0.00269548,0.05120466,0.06723736,0.47979887
-3.02851426,2.23402565,0.27178662,1.64367204,0.00122841,0.02334565,0.00287389,0.05430300,0.07138993,0.50769390
-3.02251126,2.31338888,0.28304340,1.69037573,0.00123030,0.02455384,0.00305073,0.05736093,0.07562169,0.53526907
-3.01650825,2.38800362,0.29361374,1.73312291,0.00122894,0.02569276,0.00322441,0.06034409,0.07990393,0.56215475
-3.01050525,2.45743989,0.30337208,1.77190945,0.00122506,0.02674646,0.00339333,0.06321973,0.08421004,0.58799567
-3.00450225,2.52139245,0.31220875,1.80683107,0.00121950,0.02769996,0.00355596,0.06595735,0.08851561,0.61245864
-2.99849925,2.57967871,0.32003130,1.83807249,0.00121314,0.02853969,0.00371083,0.06852943,0.09279855,0.63524000
-2.99249625,2.63223338,0.32676574,1.86589384,0.00120689,0.02925390,0.00385659,0.07091209,0.09703910,0.65607259
-2.98649325,2.67910008,0.33235743,1.89061468,0.00120164,0.02983297,0.00399204,0.07308567,0.10121979,0.67473185
-2.98049025,2.72042019,0.33677162,1.91259645,0.00119821,0.03026977,0.00411612,0.07503526,0.10532532,0.69104093
-2.97448724,2.75641926,0.33999361,1.93222384,0.00119735,0.03055985,0.00422797,0.07675108,0.10934244,0.70487459
-2.96848424,2.78739159,0.34202836,1.94988594,0.00119968,0.03070159,0.00432694,0.07822873,0.11325969,0.71616162
-2.96248124,2.81368345,0.34289978,1.96595782,0.00120567,0.03069624,0.00441257,0.07946931,0.11706718,0.72488582
-2.95647824,2.83567559,0.34264940,1.98078336,0.00121563,0.03054787,0.00448461,0.08047941,0.12075628,0.73108531
-2.95047524,2.85376575,0.34133476,1.99465995,0.00122970,0.03026322,0.00454302,0.08127085,0.12431936,0.73485032
-2.94447224,2.86835191,0.33902736,2.00782576,0.00124784,0.02985145,0.00458797,0.08186041,0.12774954,0.73631950
-2.93846923,2.87981690,0.33581035,2.02045009,0.00126983,0.02932384,0.00461978,0.08226931,0.13104046,0.73567486
-2.93246623,2.88851510,0.33177610,2.03262722,0.00129528,0.02869341,0.00463896,0.08252263,0.13418620,0.73313559
-2.92646323,2.89476197,0.32702358,2.04437412,0.00132367,0.02797444,0.00464619,0.08264861,0.13718123,0.72895112
-2.92046023,2.89882659,0.32165591,2.05563208,0.00135433,0.02718209,0.00464224,0.08267792,0.14002045,0.72339353
-2.91445723,2.90092798,0.31577797,2.06627227,0.00138650,0.02633189,0.00462804,0.08264281,0.14269948,0.71674983
-2.90845423,2.90123502,0.30949428,2.07610506,0.00141935,0.02543932,0.00460461,0.08257636,0.14521491,0.70931431
-2.90245123,2.89987034,0.30290721,2.08489261,0.00145199,0.02451941,0.00457307,0.08251168,0.14756478,0.70138137
-2.89644822,2.89691763,0.29611554,2.09236444,0.00148355,0.02358641,0.00453462,0.08248114,0.14974913,0.69323898
-2.89044522,2.89243232,0.28921348,2.09823499,0.00151318,0.02265348,0.00449055,0.08251572,0.15177056,0.68516319
-2.88444222,2.88645482,0.28229005,2.10222269,0.00154005,0.02173256,0.00444219,0.08264438,0.15363491,0.67741360
-2.87843922,2.87902573,0.27542894,2.10406947,0.00156346,0.02083417,0.00439098,0.08289358,0.15535189,0.67023012
-2.87243622,2.87020211,0.26870862,2.10356002,0.00158277,0.01996745,0.00433838,0.08328685,0.15693569,0.66383085
-2.86643322,2.86007391,0.26220292,2.10053974,0.00159749,0.01914019,0.00428592,0.08384450,0.15840545,0.65841115
-2.86043022,2.84877962,0.25598172,2.09493071,0.00160725,0.01835892,0.00423518,0.08458334,0.15978564,0.65414368
-2.85442721,2.83652028,0.25011185,2.08674490,0.00161184,0.01762914,0.00418778,0.08551660,0.16110629,0.65117930
-2.84842421,2.82357097,0.24465812,2.07609409,0.00161118,0.01695550,0.00414534,0.08665388,0.16240294,0.64964858
-2.84242121,2.81028922,0.23968434,2.06319611,0.00160533,0.01634208,0.00410952,0.08800113,0.16371652,0.64966367
-2.83641821,2.79711977,0.23525433,2.04837714,0.00159449,0.01579263,0.00408198,0.08956077,0.16509286,0.65132032
-2.83041521,2.78459547,0.23143278,2.03207010,0.00157899,0.01531091,0.00406433,0.09133187,0.16658210,0.65469982
-2.82441221,2.77333426,0.22828611,2.01480932,0.00155925,0.01490085,0.00405817,0.09331027,0.16823786,0.65987061
-2.81840920,2.76403239,0.22588303,1.99722178,0.00153579,0.01456687,0.00406505,0.09548893,0.17011628,0.66688947
-2.81240620,2.75745415,0.22429502,1.98001549,0.00150918,0.01431401,0.00408645,0.09785821,0.17227486,0.67580215
-2.80640320,2.75441878,0.22359664,1.96396545,0.00148004,0.01414809,0.00412377,0.10040621,0.17477132,0.68664341
-2.80040020,2.75578491,0.22386557,1.94989802,0.00144901,0.01407579,0.00417831,0.10311918,0.17766228,0.69943641
-2.79439720,2.76243339,0.22518250,1.93867411,0.00141672,0.01410471,0.00425126,0.10598199,0.18100209,0.71419164
-2.78839420,2.77524904,0.22763077,1.93117192,0.00138380,0.01424325,0.00434373,0.10897855,0.18484151,0.73090532
-2.78239120,2.79510181,0.23129579,1.92826963,0.00135080,0.01450057,0.00445664,0.11209233,0.18922661,0.74955750
-2.77638819,2.82282796,0.23626418,1.93082848,0.00131826,0.01488638,0.00459082,0.11530677,0.19419760,0.77010999
-2.77038519,2.85921146,0.24262250,1.93967633,0.00128662,0.01541066,0.00474692,0.11860578,0.19978783,0.79250428
-2.76438219,2.90496588,0.25045574,1.95559199,0.00125626,0.01608341,0.00492539,0.12197405,0.20602285,0.81665949
-2.75837919,2.96071668,0.25984536,1.97928995,0.00122748,0.01691424,0.00512649,0.12539738,0.21291950,0.84247069
-2.75237619,3.02698407,0.27086681,2.01140566,0.00120050,0.01791195,0.00535025,0.12886284,0.22048513,0.86980750
-2.74637319,3.10416599,0.28358673,2.05248098,0.00117547,0.01908407,0.00559639,0.13235880,0.22871683,0.89851320
-2.74037019,3.19252147,0.29805960,2.10294952,0.00115245,0.02043638,0.00586435,0.13587483,0.23760072,0.92840434
-2.73436718,3.29215397,0.31432403,2.16312192,0.00113146,0.02197242,0.00615319,0.13940141,0.24711131,0.95927095
-2.72836418,3.40299499,0.33239868,2.23317074,0.00111244,0.02369298,0.00646158,0.14292951,0.25721089,0.99087743
-2.72236118,3.52478812,0.35227804,2.31311539,0.00109531,0.02559564,0.00678777,0.14645000,0.26784906,1.02296395
-2.71635818,3.65707393,0.37392806,2.40280705,0.00107993,0.02767436,0.00712952,0.14995303,0.27896237,1.05524871
-2.71035518,3.79917659,0.39728205,2.50191457,0.00106614,0.02991915,0.00748414,0.15342723,0.29047414,1.08743066
-2.70435218,3.95019295,0.42223689,2.60991164,0.00105379,0.03231581,0.00784845,0.15685899,0.30229456,1.11919308
-2.69834917,4.10898532,0.44864992,2.72606665,0.00104269,0.03484581,0.00821882,0.16023178,0.31432106,1.15020777
-2.69234617,4.27417919,0.47633677,2.84943605,0.00103266,0.03748630,0.00859122,0.16352552,0.32643913,1.18013984
-2.68634317,4.44416710,0.50507031,2.97886244,0.00102353,0.04021029,0.00896129,0.16671622,0.33852348,1.20865326
-2.68034017,4.61711989,0.53458109,3.11297871,0.00101515,0.04298693,0.00932442,0.16977576,0.35043979,1.23541692
-2.67433717,4.79100622,0.56455931,3.25021901,0.00100735,0.04578202,0.00967587,0.17267200,0.36204690,1.26011115
-2.66833417,4.96362112,0.59465856,3.38883749,0.00100002,0.04855865,0.01001093,0.17536920,0.37319945,1.28243464
-2.66233117,5.13262368,0.62450127,3.52693515,0.00099302,0.05127798,0.01032505,0.17782871,0.38375102,1.30211158
-2.65632816,5.29558349,0.65368591,3.66249486,0.00098627,0.05390011,0.01061403,0.18000998,0.39355765,1.31889862
-2.65032516,5.45003503,0.68179576,3.79342403,0.00097968,0.05638513,0.01087413,0.18187191,0.40248153,1.33259171
-2.64432216,5.59353849,0.70840900,3.91760391,0.00097317,0.05869413,0.01110227,0.18337425,0.41039490,1.34303220
-2.63831916,5.72374482,0.73310978,4.03294400,0.00096670,0.06079028,0.01129615,0.18447934,0.41718383,1.35011213
-2.63231616,5.83846262,0.75549989,4.13743971,0.00096023,0.06263989,0.01145433,0.18515373,0.42275186,1.35377820
-2.62631316,5.93572393,0.77521056,4.22923075,0.00095376,0.06421335,0.01157634,0.18536989,0.42702312,1.35403433
-2.62031016,6.01384582,0.79191383,4.30665782,0.00094727,0.06548603,0.01166270,0.18510771,0.42994496,1.35094233
-2.61430715,6.07148469,0.80533302,4.36831490,0.00094079,0.06643895,0.01171489,0.18435579,0.43148986,1.34462072
-2.60830415,6.10768055,0.81525187,4.41309451,0.00093435,0.06705935,0.01173532,0.18311241,0.43165642,1.33524141
-2.60230115,6.12188862,0.82152174,4.44022367,0.00092803,0.06734095,0.01172721,0.18138614,0.43046946,1.32302433
-2.59629815,6.11399649,0.82406672,4.44928855,0.00092189,0.06728413,0.01169445,0.17919601,0.42797912,1.30823014
-2.59029515,6.08432566,0.82288622,4.44024646,0.00091605,0.06689574,0.01164142,0.17657118,0.42425906,1.29115125
-2.58429215,6.03361717,0.81805501,4.41342448,0.00091064,0.06618877,0.01157278,0.17355028,0.41940367,1.27210136
-2.57828914,5.96300179,0.80972067,4.36950463,0.00090582,0.06518185,0.01149325,0.17018025,0.41352458,1.25140425
-2.57228614,5.87395626,0.79809855,4.30949638,0.00090179,0.06389848,0.01140740,0.16651486,0.40674653,1.22938202
-2.56628314,5.76824781,0.78346457,4.23469778,0.00089875,0.06236621,0.01131941,0.16261290,0.39920278,1.20634362
-2.56028014,5.64786970,0.76614611,4.14664747,0.00089699,0.06061567,0.01123287,0.15853634,0.39103034,1.18257408
-2.55427714,5.51497134,0.74651158,4.04706974,0.00089680,0.05867959,0.01115064,0.15434820,0.38236522,1.15832514
-2.54827414,5.37178636,0.72495906,3.93781576,0.00089853,0.05659175,0.01107469,0.15011066,0.37333787,1.13380769
-2.54227114,5.22056251,0.70190467,3.82080386,0.00090261,0.05438603,0.01100602,0.14588318,0.36406918,1.10918655
-2.53626813,5.06349669,0.67777116,3.69796167,0.00090952,0.05209548,0.01094468,0.14172091,0.35466701,1.08457778
-2.53026513,4.90267825,0.65297720,3.57117305,0.00091983,0.04975155,0.01088970,0.13767340,0.34522356,1.06004881
-2.52426213,4.74004296,0.62792790,3.44223194,0.00093419,0.04738338,0.01083927,0.13378376,0.33581367,1.03562119
-2.51825913,4.57733932,0.60300692,3.31280492,0.00095336,0.04501731,0.01079078,0.13008809,0.32649403,1.01127606
-2.51225613,4.41610810,0.57857022,3.18440372,0.00097822,0.04267655,0.01074104,0.12661551,0.31730335,0.98696180
-2.50625313,4.25767513,0.55494188,3.05836811,0.00100975,0.04038091,0.01068643,0.12338843,0.30826342,0.96260348
-2.50025013,4.10315631,0.53241171,2.93585893,0.00104908,0.03814686,0.01062314,0.12042330,0.29938101,0.93811357
-2.49424712,3.95347339,0.51123462,2.81786045,0.00109743,0.03598752,0.01054740,0.11773161,0.29065040,0.91340324
-2.48824412,3.80937828,0.49163158,2.70519076,0.00115616,0.03391294,0.01045569,0.11532106,0.28205645,0.88839354
-2.48224112,3.67148301,0.47379172,2.59851830,0.00122671,0.03193040,0.01034495,0.11319686,0.27357788,0.86302587
-2.47623812,3.54029271,0.45787522,2.49838248,0.00131058,0.03004472,0.01021274,0.11136309,0.26519076,0.83727101
-2.47023512,3.41623844,0.44401663,2.40521630,0.00140930,0.02825870,0.01005743,0.10982385,0.25687185,0.81113617
-2.46423212,3.29970716,0.43232806,2.31936871,0.00152440,0.02657353,0.00987827,0.10858430,0.24860159,0.78466982
-2.45822911,3.19106652,0.42290208,2.24112488,0.00165730,0.02498915,0.00967544,0.10765136,0.24036675,0.75796370
-2.45222611,3.09068246,0.41581366,2.17072268,0.00180930,0.02350461,0.00945011,0.10703413,0.23216244,0.73115223
-2.44622311,2.99892843,0.41112133,2.10836424,0.00198146,0.02211838,0.00920436,0.10674388,0.22399343,0.70440904
-2.44022011,2.91618576,0.40886697,2.05422192,0.00217454,0.02082856,0.00894111,0.10679365,0.21587480,0.67794116
-2.43421711,2.84283513,0.40907461,2.00843836,0.00238893,0.01963310,0.00866402,0.10719753,0.20783181,0.65198084
-2.42821411,2.77924024,0.41174806,1.97112110,0.00262456,0.01852984,0.00837731,0.10796953,0.19989916,0.62677584
-2.42221111,2.72572492,0.41686760,1.94233251,0.00288080,0.01751660,0.00808564,0.10912228,0.19211954,0.60257847
-2.41620810,2.68254567,0.42438620,1.92207599,0.00315646,0.01659111,0.00779387,0.11066543,0.18454175,0.57963407
-2.41020510,2.64986187,0.43422537,1.91028022,0.00344968,0.01575105,0.00750692,0.11260410,0.17721844,0.55816968
-2.40420210,2.62770599,0.44627124,1.90678264,0.00375797,0.01499387,0.00722955,0.11493728,0.17020356,0.53838333
-2.39819910,2.61595621,0.46037118,1.91131410,0.00407816,0.01431674,0.00696621,0.11765637,0.16354978,0.52043458
-2.39219610,2.61431366,0.47633142,1.92348601,0.00440644,0.01371649,0.00672090,0.12074401,0.15730601,0.50443689
-2.38619310,2.62228607,0.49391600,1.94278129,0.00473842,0.01318945,0.00649701,0.12417319,0.15151498,0.49045193
-2.38019010,2.63917932,0.51284730,1.96855040,0.00506922,0.01273145,0.00629726,0.12790679,0.14621131,0.47848644
-2.37418709,2.66409785,0.53280836,2.00001277,0.00539357,0.01233777,0.00612360,0.13189756,0.14141980,0.46849139
-2.36818409,2.69595408,0.55344710,2.03626421,0.00570596,0.01200317,0.00597722,0.13608857,0.13715435,0.46036370
-2.36218109,2.73348687,0.57438225,2.07629016,0.00600078,0.01172188,0.00585851,0.14041410,0.13341724,0.45395026
-2.35617809,2.77528811,0.59521103,2.11898414,0.00627252,0.01148772,0.00576708,0.14480103,0.13019899,0.44905401
-2.35017509,2.81983630,0.61551812,2.16317091,0.00651593,0.01129422,0.00570184,0.14917053,0.12747868,0.44544180
-2.34417209,2.86553559,0.63488565,2.20763307,0.00672622,0.01113474,0.00566106,0.15344012,0.12522471,0.44285361
-2.33816908,2.91075851,0.65290380,2.25114006,0.00689926,0.01100262,0.00564243,0.15752592,0.12339598,0.44101264
-2.33216608,2.95389041,0.66918151,2.29247819,0.00703171,0.01089139,0.00564319,0.16134502,0.12194333,0.43963592
-2.32616308,2.99337391,0.68335685,2.33048059,0.00712118,0.01079493,0.00566022,0.16481789,0.12081131,0.43844487
-2.32016008,3.02775135,0.69510660,2.36405575,0.00716639,0.01070765,0.00569017,0.16787073,0.11994006,0.43717553
-2.31415708,3.05570397,0.70415467,2.39221376,0.00716719,0.01062466,0.00572954,0.17043760,0.11926733,0.43558797
-2.30815408,3.07608628,0.71027893,2.41408932,0.00712467,0.01054194,0.00577483,0.17246242,0.11873046,0.43347464
-2.30215108,3.08795486,0.71331640,2.42896105,0.00704115,0.01045646,0.00582261,0.17390054,0.11826843,0.43066744
-2.29614807,3.09059087,0.71316641,2.43626657,0.00692014,0.01036630,0.00586967,0.17472014,0.11782374,0.42704323
-2.29014507,3.08351599,0.70979192,2.43561339,0.00676633,0.01027072,0.00591306,0.17490308,0.11734418,0.42252791
-2.28414207,3.06650166,0.70321888,2.42678533,0.00658539,0.01017024,0.00595021,0.17444552,0.11678438,0.41709875
-2.27813907,3.03957198,0.69353381,2.40974490,0.00638394,0.01006667,0.00597900,0.17335808,0.11610722,0.41078525
-2.27213607,3.00300039,0.68087977,2.38463175,0.00616934,0.00996306,0.00599778,0.17166568,0.11528485,0.40366847
-2.26613307,2.95730080,0.66545107,2.35175740,0.00594948,0.00986371,0.00600550,0.16940696,0.11429960,0.39587890
-2.26013007,2.90321352,0.64748681,2.31159674,0.00573264,0.00977411,0.00600166,0.16663348,0.11314442,0.38759317
-2.25412706,2.84168653,0.62726370,2.26477643,0.00552723,0.00970080,0.00598635,0.16340855,0.11182311,0.37902951
-2.24812406,2.77385267,0.60508833,2.21206054,0.00534161,0.00965124,0.00596028,0.15980581,0.11035012,0.37044226
-2.24212106,2.70100312,0.58128930,2.15433361,0.00518383,0.00963372,0.00592470,0.15590758,0.10875009,0.36211556
-2.23611806,2.62455769,0.55620920,2.09258141,0.00506148,0.00965706,0.00588141,0.15180302,0.10705699,0.35435625
-2.23011506,2.54603229,0.53019691,2.02786958,0.00498142,0.00973048,0.00583266,0.14758610,0.10531294,0.34748622
-2.22411206,2.46700417,0.50360026,1.96132034,0.00494966,0.00986329,0.00578107,0.14335343,0.10356675,0.34183433
-2.21810905,2.38907536,0.47675917,1.89408777,0.00497113,0.01006466,0.00572959,0.13920202,0.10187216,0.33772796
-2.21210605,2.31383499,0.44999945,1.82733184,0.00504957,0.01034327,0.00568129,0.13522693,0.10028590,0.33548446
-2.20610305,2.24282125,0.42362725,1.76219182,0.00518739,0.01070708,0.00563932,0.13151902,0.09886557,0.33540246
-2.20010005,2.17748376,0.39792435,1.69975971,0.00538554,0.01116295,0.00560678,0.12816265,0.09766748,0.33775349
-2.19409705,2.11914743,0.37314424,1.64105430,0.00564349,0.01171637,0.00558653,0.12523353,0.09674448,0.34277379
-2.18809405,2.06897879,0.34950901,1.58699675,0.00595915,0.01237118,0.00558114,0.12279679,0.09614388,0.35065675
-2.18209105,2.02795590,0.32720718,1.53838846,0.00632890,0.01312929,0.00559276,0.12090530,0.09590562,0.36154606
-2.17608804,1.99684303,0.30639240,1.49589211,0.00674757,0.01399047,0.00562300,0.11959820,0.09606059,0.37552982
-2.17008504,1.97617104,0.28718298,1.46001673,0.00720856,0.01495223,0.00567290,0.11889996,0.09662945,0.39263583
-2.16408204,1.96622435,0.26966236,1.43110731,0.00770395,0.01600966,0.00574287,0.11881979,0.09762173,0.41282833
-2.15807904,1.96703533,0.25388038,1.40933962,0.00822464,0.01715545,0.00583268,0.11935147,0.09903543,0.43600616
-2.15207604,1.97838630,0.23985530,1.39472053,0.00876056,0.01837997,0.00594147,0.12047377,0.10085709,0.46200273
-2.14607304,1.99981952,0.22757653,1.38709385,0.00930087,0.01967139,0.00606781,0.12215127,0.10306235,0.49058768
-2.14007004,2.03065467,0.21700786,1.38615154,0.00983430,0.02101595,0.00620976,0.12433567,0.10561687,0.52147037
-2.13406703,2.07001343,0.20809126,1.39144997,0.01034937,0.02239830,0.00636498,0.12696751,0.10847769,0.55430513
-2.12806403,2.11685024,0.20075080,1.40243024,0.01083470,0.02380188,0.00653087,0.12997830,0.11159495,0.58869811
-2.12206103,2.16998790,0.19489680,1.41844210,0.01127938,0.02520942,0.00670468,0.13329284,0.11491380,0.62421566
-2.11605803,2.22815677,0.19042988,1.43877002,0.01167324,0.02660348,0.00688365,0.13683178,0.11837642,0.66039393
-2.11005503,2.29003589,0.18724478,1.46266047,0.01200712,0.02796699,0.00706522,0.14051429,0.12192416,0.69674936
-2.10405203,2.35429425,0.18523384,1.48934918,0.01227318,0.02928385,0.00724707,0.14426060,0.12549959,0.73278990
-2.09804902,2.41963087,0.18428995,1.51808716,0.01246512,0.03053952,0.00742733,0.14799456,0.12904835,0.76802640
-2.09204602,2.48481177,0.18430889,1.54816444,0.01257833,0.03172153,0.00760466,0.15164585,0.13252084,0.80198396
-2.08604302,2.54870277,0.18519108,1.57893055,0.01261000,0.03281998,0.00777831,0.15515192,0.13587358,0.83421282
-2.08004002,2.61029686,0.18684256,1.60981112,0.01255924,0.03382799,0.00794819,0.15845961,0.13907017,0.86429848
-2.07403702,2.66873528,0.18917541,1.64031993,0.01242703,0.03474199,0.00811487,0.16152627,0.14208195,0.89187071
-2.06803402,2.72332200,0.19210759,1.67006628,0.01221614,0.03556197,0.00827961,0.16432042,0.14488824,0.91661131
-2.06203102,2.77353117,0.19556219,1.69875757,0.01193104,0.03629161,0.00844422,0.16682208,0.14747618,0.93826025
-2.05602801,2.81900790,0.19946652,1.72619733,0.01157770,0.03693819,0.00861109,0.16902249,0.14984031,0.95662023
-2.05002501,2.85956265,0.20375082,1.75227911,0.01116337,0.03751254,0.00878297,0.17092353,0.15198178,0.97155942
-2.04402201,2.89515994,0.20834707,1.77697675,0.01069633,0.03802871,0.00896294,0.17253676,0.15390734,0.98301249
-2.03801901,2.92590214,0.21318775,1.80033181,0.01018558,0.03850360,0.00915417,0.17388210,0.15562826,0.99097979
-2.03201601,2.95200946,0.21820497,1.82243874,0.00964061,0.03895646,0.00935981,0.17498635,0.15715894,0.99552491
-2.02601301,2.97379686,0.22332978,1.84342879,0.00907106,0.03940831,0.00958280,0.17588147,0.15851573,0.99677056
-2.02001001,2.99164920,0.22849197,1.86345327,0.00848649,0.03988119,0.00982573,0.17660283,0.15971554,0.99489308
-2.01400700,3.00599545,0.23362020,1.88266691,0.00789610,0.04039747,0.01009064,0.17718732,0.16077472,0.99011559
-2.00800400,3.01728283,0.23864263,1.90121204,0.00730856,0.04097902,0.01037890,0.17767159,0.16170787,0.98270004
-2.00200100,3.02595191,0.24348777,1.91920408,0.00673182,0.04164637,0.01069109,0.17809033,0.16252701,0.97293843
-1.99599800,3.03241324,0.24808571,1.93671884,0.00617295,0.04241788,0.01102689,0.17847461,0.16324072,0.96114337
-1.98999500,3.03702627,0.25236947,1.95378198,0.00563810,0.04330895,0.01138502,0.17885051,0.16385367,0.94763824
-1.98399200,3.04008103,0.25627638,1.97036097,0.00513240,0.04433125,0.01176318,0.17923781,0.16436624,0.93274729
-1.97798899,3.04178314,0.25974946,1.98635972,0.00466001,0.04549201,0.01215808,0.17964906,0.16477437,0.91678595
-1.97198599,3.04224255,0.26273859,2.00161601,0.00422409,0.04679352,0.01256549,0.18008873,0.16506970,0.90005167
-1.96598299,3.04146627,0.26520135,2.01590179,0.00382688,0.04823259,0.01298028,0.18055281,0.16523982,0.88281553
-1.95997999,3.03935547,0.26710366,2.02892641,0.00346975,0.04980032,0.01339654,0.18102855,0.16526884,0.86531506
-1.95397699,3.03570694,0.26841992,2.04034262,0.00315331,0.05148198,0.01380776,0.18149462,0.16513798,0.84774836
-1.94797399,3.03021920,0.26913291,2.04975535,0.00287749,0.05325708,0.01420702,0.18192148,0.16482652,0.83026994
-1.94197099,3.02250299,0.26923322,2.05673292,0.00264163,0.05509964,0.01458714,0.18227212,0.16431275,0.81298828
-1.93596798,3.01209605,0.26871851,2.06082055,0.00244458,0.05697873,0.01494098,0.18250311,0.16357505,0.79596533
-1.92996498,2.99848169,0.26759253,2.06155563,0.00228477,0.05885909,0.01526163,0.18256588,0.16259312,0.77921800
-1.92396198,2.98111075,0.26586402,2.05848447,0.00216031,0.06070210,0.01554269,0.18240826,0.16134914,0.76272146
-1.91795898,2.95942598,0.26354564,2.05117978,0.00206901,0.06246675,0.01577850,0.18197631,0.15982894,0.74641423
-1.91195598,2.93288816,0.26065296,2.03925837,0.00200848,0.06411087,0.01596435,0.18121622,0.15802307,0.73020472
-1.90595298,2.90100268,0.25720366,2.02239833,0.00197613,0.06559241,0.01609666,0.18007629,0.15592780,0.71397899
-1.89994997,2.86334562,0.25321692,2.00035494,0.00196923,0.06687073,0.01617319,0.17850908,0.15354582,0.69760932
-1.89394697,2.81958800,0.24871308,1.97297462,0.00198491,0.06790796,0.01619309,0.17647327,0.15088675,0.68096313
-1.88794397,2.76951710,0.24371360,1.94020613,0.00202018,0.06867023,0.01615699,0.17393560,0.14796740,0.66391186
-1.88194097,2.71305374,0.23824127,1.90210863,0.00207199,0.06912884,0.01606700,0.17087244,0.14481162,0.64633940
-1.87593797,2.65026461,0.23232062,1.85885582,0.00213720,0.06926123,0.01592665,0.16727111,0.14144991,0.62814954
-1.86993497,2.58136902,0.22597847,1.81073612,0.00221260,0.06905180,0.01574078,0.16313085,0.13791865,0.60927227
-1.86393197,2.50673951,0.21924459,1.75814864,0.00229499,0.06849241,0.01551538,0.15846336,0.13425905,0.58966848
-1.85792896,2.42689637,0.21215234,1.70159500,0.00238116,0.06758266,0.01525738,0.15329289,0.13051580,0.56933298
-1.85192596,2.34249620,0.20473923,1.64166732,0.00246795,0.06632993,0.01497440,0.14765591,0.12673560,0.54829579
-1.84592296,2.25431501,0.19704733,1.57903295,0.00255230,0.06474907,0.01467448,0.14160028,0.12296544,0.52662150
-1.83991996,2.16322679,0.18912343,1.51441640,0.00263131,0.06286188,0.01436579,0.13518408,0.11925094,0.50440714
-1.83391696,2.07017839,0.18101910,1.44857952,0.00270223,0.06069636,0.01405636,0.12847403,0.11563465,0.48177848
-1.82791396,1.97616215,0.17279030,1.38230054,0.00276262,0.05828572,0.01375381,0.12154363,0.11215452,0.45888510
-1.82191096,1.88218741,0.16449691,1.31635318,0.00281030,0.05566732,0.01346508,0.11447111,0.10884259,0.43589469
-1.81590795,1.78925234,0.15620197,1.25148647,0.00284345,0.05288144,0.01319624,0.10733725,0.10572389,0.41298671
-1.80990495,1.69831725,0.14797074,1.18840640,0.00286066,0.04997005,0.01295229,0.10022314,0.10281579,0.39034596
-1.80390195,1.61028073,0.13986971,1.12775983,0.00286092,0.04697561,0.01273710,0.09320809,0.10012760,0.36815621
-1.79789895,1.52595929,0.13196548,1.07012158,0.00284367,0.04393989,0.01255327,0.08636758,0.09766065,0.34659438
-1.79189595,1.44607150,0.12432379,1.01598488,0.00280879,0.04090294,0.01240216,0.07977150,0.09540872,0.32582542
-1.78589295,1.37122695,0.11700852,0.96575552,0.00275662,0.03790219,0.01228388,0.07348267,0.09335881,0.30599812
-1.77988994,1.30192032,0.11008092,0.91974976,0.00268790,0.03497175,0.01219742,0.06755568,0.09149221,0.28724195
-1.77388694,1.23853050,0.10359902,0.87819593,0.00260376,0.03214184,0.01214072,0.06203603,0.08978589,0.26966509
-1.76788394,1.18132446,0.09761727,0.84123924,0.00250568,0.02943854,0.01211083,0.05695977,0.08821393,0.25335352
-1.76188094,1.13046545,0.09218645,0.80894972,0.00239540,0.02688356,0.01210406,0.05235333,0.08674916,0.23837122
-1.75587794,1.08602487,0.08735375,0.78133248,0.00227491,0.02449436,0.01211621,0.04823385,0.08536477,0.22476136
-1.74987494,1.04799699,0.08316317,0.75833989,0.00214635,0.02228431,0.01214268,0.04460972,0.08403583,0.21254827
-1.74387194,1.01631578,0.07965596,0.73988495,0.00201192,0.02026307,0.01217875,0.04148137,0.08274071,0.20174006
