energy_ev,total_up,Co_p_up,Co_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.47773887,4.63889486,1.18028430,0.91960423,2.41991214,0.67921587,0.00211103,1.16263461,0.02430016,1.98150692
-5.47173587,4.62608019,1.18184217,0.93629134,2.38460294,0.67154225,0.00208487,1.14671786,0.02327353,1.98967505
-5.46573287,4.60812614,1.18188968,0.95110254,2.34874460,0.66330606,0.00205029,1.13056727,0.02222276,1.99438164
-5.45972986,4.58399704,1.18008843,0.96364178,2.31200145,0.65440676,0.00200786,1.11401734,0.02115617,1.99512652
-5.45372686,4.55276403,1.17611615,0.97353195,2.27411551,0.64476542,0.00195835,1.09694131,0.02008169,1.99144077
-5.44772386,4.51365103,1.16968004,0.98042793,2.23492799,0.63433001,0.00190268,1.07926170,0.01900681,1.98290669
-5.44172086,4.46607778,1.16052986,0.98402975,2.19439656,0.62307998,0.00184191,1.06095907,0.01793854,1.96917784
-5.43571786,4.40969822,1.14847030,0.98409514,2.15260793,0.61102988,0.00177722,1.04207854,0.01688340,1.94999832
-5.42971486,4.34443245,1.13337204,0.98045102,2.10978544,0.59823181,0.00170987,1.02273395,0.01584744,1.92522047
-5.42371186,4.27049067,1.11518101,0.97300332,2.06629127,0.58477658,0.00164119,1.00310932,0.01483622,1.89481988
-5.41770885,4.18838770,1.09392539,0.96174454,2.02262337,0.57079355,0.00157257,0.98345762,0.01385486,1.85890698
-5.41170585,4.09894692,1.06971996,0.94675862,1.97940698,0.55644903,0.00150541,0.96409672,0.01290802,1.81773437
-5.40570285,4.00329287,1.04276732,0.92822279,1.93738092,0.54194317,0.00144112,0.94540262,0.01200000,1.77169921
-5.39969985,3.90283213,1.01335604,0.90640616,1.89737903,0.52750554,0.00138105,0.92780002,0.01113464,1.72134037
-5.39369685,3.79922253,0.98185540,0.88166494,1.86030701,0.51338924,0.00132655,0.91175051,0.01031542,1.66732999
-5.38769385,3.69433136,0.94870692,0.85443441,1.82711533,0.49986394,0.00127886,0.89773861,0.00954543,1.61045965
-5.38169085,3.59018366,0.91441292,0.82521784,1.79876882,0.48720780,0.00123915,0.88625603,0.00882734,1.55162132
-5.37568784,3.48890198,0.87952236,0.79457278,1.77621379,0.47569868,0.00120844,0.87778468,0.00816340,1.49178381
-5.36968484,3.39263989,0.84461446,0.76309511,1.76034362,0.46560486,0.00118764,0.87277887,0.00755541,1.43196533
-5.36368184,3.30351122,0.81028082,0.73140162,1.75196389,0.45717547,0.00117746,0.87164726,0.00700469,1.37320336
-5.35767884,3.22351791,0.77710654,0.70011164,1.75175814,0.45063119,0.00117845,0.87473531,0.00651208,1.31652286
-5.35167584,3.15447904,0.74565118,0.66982854,1.76025563,0.44615536,0.00119092,0.88230865,0.00607785,1.26290404
-5.34567284,3.09796389,0.71643030,0.64112172,1.77780210,0.44388593,0.00121496,0.89453823,0.00570173,1.21325109
-5.33966983,3.05523173,0.68989834,0.61450992,1.80453498,0.44390859,0.00125041,0.91148770,0.00538289,1.16836305
-5.33366683,3.02718073,0.66643351,0.59044627,1.84036402,0.44625133,0.00129685,0.93310360,0.00511992,1.12890804
-5.32766383,3.01430838,0.64632531,0.56930585,1.88495835,0.45088072,0.00135359,0.95920897,0.00491086,1.09540192
-5.32166083,3.01668490,0.62976521,0.55137596,1.93774094,0.45770015,0.00141965,0.98950061,0.00475322,1.06819220
-5.31565783,3.03394113,0.61684095,0.53684959,1.99789076,0.46655000,0.00149380,1.02355032,0.00464405,1.04744797
-5.30965483,3.06527154,0.60753451,0.52582218,2.06435329,0.47721007,0.00157458,1.06081032,0.00457997,1.03315609
-5.30365183,3.10945241,0.60172406,0.51829163,2.13585904,0.48940398,0.00166027,1.10062272,0.00455729,1.02512398
-5.29764882,3.16487477,0.59918967,0.51416164,2.21095005,0.50280562,0.00174899,1.14223291,0.00457211,1.02298876
-5.29164582,3.22959105,0.59962252,0.51324806,2.28801357,0.51704744,0.00183868,1.18480665,0.00462039,1.02623237
-5.28564282,3.30137373,0.60263740,0.51528787,2.36532191,0.53173025,0.00192720,1.22745016,0.00469815,1.03420215
-5.27963982,3.37778396,0.60778780,0.51995055,2.44107746,0.54643429,0.00201235,1.26923280,0.00480154,1.04613590
-5.27363682,3.45624769,0.61458308,0.52685124,2.51346104,0.56073122,0.00209197,1.30921152,0.00492702,1.06119059
-5.26763382,3.53413632,0.62250700,0.53556512,2.58068225,0.57419648,0.00216394,1.34645626,0.00507148,1.07847334
-5.26163082,3.60884911,0.63103684,0.54564266,2.64102980,0.58642168,0.00222631,1.38007544,0.00523235,1.09707368
-5.25562781,3.67789409,0.63966234,0.55662491,2.69292008,0.59702661,0.00227730,1.40924060,0.00540771,1.11609567
-5.24962481,3.73896455,0.64790374,0.56805847,2.73494218,0.60567028,0.00231542,1.43320942,0.00559641,1.13468856
-5.24362181,3.79000834,0.65532819,0.57950956,2.76589770,0.61206070,0.00233943,1.45134614,0.00579806,1.15207508
-5.23761881,3.82928723,0.66156383,0.59057673,2.78483382,0.61596306,0.00234847,1.46313871,0.00601314,1.16757592
-5.23161581,3.85542447,0.66631107,0.60090171,2.79106847,0.61720588,0.00234201,1.46821210,0.00624289,1.18062974
-5.22561281,3.86743867,0.66935070,0.61017826,2.78420672,0.61568504,0.00231992,1.46633720,0.00648934,1.19080787
-5.21960980,3.86476307,0.67054843,0.61815854,2.76414780,0.61136549,0.00228242,1.45743511,0.00675516,1.19782325
-5.21360680,3.84724955,0.66985582,0.62465708,2.73108259,0.60428069,0.00223011,1.44157668,0.00704352,1.20153333
-5.20760380,3.81515769,0.66730760,0.62955208,2.68548190,0.59452970,0.00216390,1.41897735,0.00735794,1.20193689
-5.20160080,3.76912943,0.66301566,0.63278421,2.62807604,0.58227214,0.00208502,1.38998762,0.00770202,1.19916510
-5.19559780,3.71015076,0.65715983,0.63435305,2.55982662,0.56772137,0.00199493,1.35507951,0.00807927,1.19346730
-5.18959480,3.63950219,0.64997617,0.63431133,2.48189192,0.55113595,0.00189531,1.31482974,0.00849277,1.18519221
-5.18359180,3.55870031,0.64174307,0.63275735,2.39558715,0.53280996,0.00178795,1.26990014,0.00894495,1.17476543
-5.17758879,3.46943299,0.63276608,0.62982594,2.30234130,0.51306248,0.00167474,1.22101630,0.00943727,1.16266441
-5.17158579,3.37349097,0.62336190,0.62567840,2.20365233,0.49222671,0.00155758,1.16894513,0.00997001,1.14939193
-5.16558279,3.27269888,0.61384243,0.62049194,2.10104232,0.47063909,0.00143834,1.11447233,0.01054205,1.13544944
-5.15957979,3.16884836,0.60449955,0.61444906,1.99601429,0.44862892,0.00131881,1.05838049,0.01115063,1.12131130
-5.15357679,3.06363609,0.59559124,0.60772744,1.89001222,0.42650881,0.00120063,1.00142869,0.01179133,1.10740129
-5.14757379,2.95860907,0.58732974,0.60049068,1.78438553,0.40456627,0.00108529,0.94433415,0.01245790,1.09407228
-5.14157079,2.85511919,0.57987211,0.59288046,1.68035918,0.38305679,0.00097407,0.88775664,0.01314239,1.08158999
-5.13556778,2.75428862,0.57331374,0.58501036,1.57900999,0.36219850,0.00086807,0.83228588,0.01383519,1.07012159
-5.12956478,2.65698700,0.56768488,0.57696161,1.48124992,0.34216858,0.00076814,0.77843230,0.01452520,1.05972943
-5.12356178,2.56382092,0.56295040,0.56878090,1.38781620,0.32310149,0.00067493,0.72662126,0.01520016,1.05037031
-5.11755878,2.47513542,0.55901268,0.56048037,1.29926839,0.30508892,0.00058887,0.67719061,0.01584691,1.04189998
-5.11155578,2.39102693,0.55571739,0.55203962,1.21599174,0.28818129,0.00051020,0.63039141,0.01645182,1.03408272
-5.10555278,2.31136635,0.55286191,0.54340955,1.13820640,0.27239085,0.00043896,0.58639151,0.01700119,1.02660525
-5.09954977,2.23583059,0.55020582,0.53451781,1.06598139,0.25769582,0.00037507,0.54528163,0.01748176,1.01909438
-5.09354677,2.16394061,0.54748302,0.52527547,0.99925250,0.24404557,0.00031828,0.50708328,0.01788109,1.01113715
-5.08754377,2.09510371,0.54441469,0.51558443,0.93784287,0.23136641,0.00026826,0.47175815,0.01818809,1.00230265
-5.08154077,2.02865777,0.54072267,0.50534522,0.88148521,0.21956776,0.00022459,0.43921837,0.01839338,0.99216424
-5.07553777,1.96391511,0.53614237,0.49446459,0.82984447,0.20854826,0.00018680,0.40933700,0.01848966,0.98032103
-5.06953477,1.90020375,0.53043477,0.48286261,0.78253997,0.19820177,0.00015436,0.38195843,0.01847196,0.96641759
-5.06353177,1.83690434,0.52339691,0.47047869,0.73916610,0.18842279,0.00012674,0.35690816,0.01833788,0.95016100
-5.05752876,1.77348107,0.51487032,0.45727647,0.69931079,0.17911125,0.00010344,0.33400159,0.01808765,0.93133435
-5.05152576,1.70950541,0.50474727,0.44324705,0.66257126,0.17017644,0.00008391,0.31305156,0.01772413,0.90980629
-5.04552276,1.64467220,0.49297439,0.42841067,0.62856660,0.16154002,0.00006769,0.29387462,0.01725272,0.88553624
-5.03951976,1.57880776,0.47955384,0.41281672,0.59694718,0.15313806,0.00005431,0.27629571,0.01668117,0.85857517
-5.03351676,1.51187024,0.46454194,0.39654216,0.56740076,0.14492211,0.00004336,0.26015152,0.01601929,0.82906227
-5.02751376,1.44394311,0.44804553,0.37968856,0.53965562,0.13685933,0.00003445,0.24529244,0.01527859,0.79721775
-5.02151076,1.37522257,0.43021637,0.36237803,0.51348106,0.12893190,0.00002726,0.23158341,0.01447192,0.76333252
-5.01550775,1.30600040,0.41124404,0.34474827,0.48868569,0.12113570,0.00002150,0.21890375,0.01361303,0.72775536
-5.00950475,1.23664349,0.39134768,0.32694714,0.46511405,0.11347844,0.00001690,0.20714637,0.01271612,0.69087852
-5.00350175,1.16757166,0.37076718,0.30912719,0.44264210,0.10597752,0.00001325,0.19621636,0.01179541,0.65312242
-4.99749875,1.09923528,0.34975421,0.29144022,0.42117220,0.09865763,0.00001038,0.18602948,0.01086475,0.61492058
-4.99149575,1.03209388,0.32856366,0.27403251,0.40062793,0.09154833,0.00000812,0.17651054,0.00993724,0.57670526
-4.98549275,0.96659699,0.30744572,0.25704065,0.38094927,0.08468176,0.00000635,0.16759193,0.00902493,0.53889459
-4.97948974,0.90316796,0.28663906,0.24058833,0.36208841,0.07809050,0.00000497,0.15921240,0.00813856,0.50188173
-4.97348674,0.84219147,0.26636523,0.22478417,0.34400647,0.07180581,0.00000389,0.15131624,0.00728738,0.46602631
-4.96748374,0.78400484,0.24682456,0.20972047,0.32667111,0.06585615,0.00000305,0.14385273,0.00647905,0.43164836
-4.96148074,0.72889321,0.22819331,0.19547301,0.31005511,0.06026613,0.00000240,0.13677603,0.00571958,0.39902471
-4.95547774,0.67708822,0.21062235,0.18210171,0.29413586,0.05505580,0.00000189,0.13004535,0.00501331,0.36838771
-4.94947474,0.62876980,0.19423693,0.16965191,0.27889548,0.05024033,0.00000150,0.12362526,0.00436307,0.33992599
-4.94347174,0.58407024,0.17913754,0.15815621,0.26432146,0.04582998,0.00000119,0.11748622,0.00377019,0.31378680
-4.93746873,0.54308000,0.16540156,0.14763658,0.25040752,0.04183030,0.00000094,0.11160506,0.00323472,0.29007965
-4.93146573,0.50585425,0.15308536,0.13810651,0.23715450,0.03824254,0.00000075,0.10596533,0.00275557,0.26888052
-4.92546273,0.47241957,0.14222674,0.12957313,0.22457094,0.03506413,0.00000060,0.10055757,0.00233069,0.25023647
-4.91945973,0.44278014,0.13284731,0.12203891,0.21267336,0.03228929,0.00000048,0.09537917,0.00195730,0.23417004
-4.91345673,0.41692277,0.12495479,0.11550308,0.20148590,0.02990953,0.00000038,0.09043406,0.00163202,0.22068313
-4.90745373,0.39482052,0.11854486,0.10996246,0.19103940,0.02791417,0.00000030,0.08573201,0.00135111,0.20976014
-4.90145073,0.37643470,0.11360261,0.10541182,0.18136982,0.02629072,0.00000024,0.08128764,0.00111059,0.20137030
-4.89544772,0.36171518,0.11010357,0.10184374,0.17251614,0.02502517,0.00000019,0.07711912,0.00090638,0.19546891
-4.88944472,0.35059925,0.10801413,0.09924804,0.16451778,0.02410220,0.00000015,0.07324675,0.00073445,0.19199777
-4.88344172,0.34300920,0.10729169,0.09761084,0.15741168,0.02350523,0.00000012,0.06969134,0.00059089,0.19088492
-4.87743872,0.33884926,0.10788444,0.09691348,0.15122934,0.02321641,0.00000009,0.06647254,0.00047201,0.19204374
-4.87143572,0.33800207,0.10973103,0.09713136,0.14599391,0.02321657,0.00000007,0.06360731,0.00037436,0.19537195
-4.86543272,0.34032552,0.11276024,0.09823292,0.14171755,0.02348512,0.00000006,0.06110846,0.00029479,0.20075058
-4.85942971,0.34565032,0.11689088,0.10017888,0.13839936,0.02399997,0.00000004,0.05898345,0.00023049,0.20804342
-4.85342671,0.35377874,0.12203199,0.10292185,0.13602388,0.02473753,0.00000003,0.05723355,0.00017892,0.21709708
-4.84742371,0.36448514,0.12808357,0.10640652,0.13456040,0.02567276,0.00000003,0.05585326,0.00013791,0.22774204
-4.84142071,0.37751822,0.13493789,0.11057042,0.13396319,0.02677931,0.00000002,0.05483024,0.00010553,0.23979475
-4.83541771,0.39260549,0.14248146,0.11534525,0.13417258,0.02802983,0.00000001,0.05414555,0.00008019,0.25306101
-4.82941471,0.40945970,0.15059763,0.12065886,0.13511688,0.02939640,0.00000001,0.05377434,0.00006049,0.26734049
-4.82341171,0.42778711,0.15916977,0.12643778,0.13671519,0.03085099,0.00000001,0.05368685,0.00004531,0.28243233
-4.81740870,0.44729733,0.16808502,0.13261011,0.13888078,0.03236619,0.00000001,0.05384979,0.00003370,0.29814172
-4.81140570,0.46771417,0.17723822,0.13910876,0.14152502,0.03391584,0.00000000,0.05422782,0.00002488,0.31428694
-4.80540270,0.48878691,0.18653603,0.14587468,0.14456158,0.03547581,0.00000000,0.05478533,0.00001824,0.33070664
-4.79939970,0.51030131,0.19590086,0.15286003,0.14791065,0.03702475,0.00000000,0.05548812,0.00001328,0.34726687
-4.79339670,0.53208967,0.20527442,0.16003095,0.15150300,0.03854474,0.00000000,0.05630512,0.00000960,0.36386735
-4.78739370,0.55403903,0.21462052,0.16736976,0.15528359,0.04002191,0.00000000,0.05720994,0.00000689,0.38044652
-4.78139070,0.57609708,0.22392696,0.17487629,0.15921450,0.04144683,0.00000000,0.05818218,0.00000491,0.39698485
-4.77538769,0.59827489,0.23320625,0.18256836,0.16327699,0.04281477,0.00000000,0.05920842,0.00000347,0.41350616
-4.76938469,0.62064624,0.24249502,0.19048103,0.16747254,0.04412570,0.00000000,0.06028283,0.00000244,0.43007652
-4.76338169,0.64334313,0.25185190,0.19866475,0.17182276,0.04538404,0.00000000,0.06140736,0.00000170,0.44680057
-4.75737869,0.66654744,0.26135407,0.20718231,0.17636807,0.04659823,0.00000000,0.06259151,0.00000118,0.46381524
-4.75137569,0.69047898,0.27109236,0.21610461,0.18116526,0.04777996,0.00000000,0.06385159,0.00000081,0.48128114
-4.74537269,0.71538012,0.28116511,0.22550559,0.18628387,0.04894322,0.00000000,0.06520962,0.00000055,0.49937158
-4.73936968,0.74149796,0.29167109,0.23545624,0.19180169,0.05010326,0.00000000,0.06669182,0.00000037,0.51826000
-4.73336668,0.76906449,0.30270177,0.24601828,0.19779946,0.05127529,0.00000000,0.06832680,0.00000025,0.53810624
-4.72736368,0.79827606,0.31433330,0.25723758,0.20435501,0.05247322,0.00000000,0.07014353,0.00000017,0.55904225
-4.72136068,0.82927300,0.32661867,0.26913786,0.21153724,0.05370839,0.00000000,0.07216919,0.00000011,0.58115827
-4.71535768,0.86212084,0.33958050,0.28171494,0.21940011,0.05498839,0.00000000,0.07442701,0.00000007,0.60448997
-4.70935468,0.89679388,0.35320491,0.29493194,0.22797708,0.05631601,0.00000000,0.07693415,0.00000005,0.62900763
-4.70335168,0.93316261,0.36743679,0.30871583,0.23727614,0.05768848,0.00000000,0.07969985,0.00000003,0.65460782
-4.69734867,0.97098547,0.38217696,0.32295547,0.24727589,0.05909694,0.00000000,0.08272386,0.00000002,0.68110845
-4.69134567,1.00990598,0.39728137,0.33750151,0.25792280,0.06052623,0.00000000,0.08599528,0.00000001,0.70824740
-4.68534267,1.04945543,0.41256254,0.35216813,0.26912978,0.06195507,0.00000000,0.08949175,0.00000001,0.73568520
-4.67933967,1.08906144,0.42779328,0.36673678,0.28077639,0.06335654,0.00000000,0.09317933,0.00000001,0.76301173
-4.67333667,1.12806206,0.44271255,0.38096169,0.29271043,0.06469895,0.00000000,0.09701276,0.00000000,0.78975686
-4.66733367,1.16572507,0.45703341,0.39457709,0.30475112,0.06594692,0.00000000,0.10093632,0.00000000,0.81540451
-4.66133067,1.20127165,0.47045253,0.40730580,0.31669370,0.06706282,0.00000000,0.10488516,0.00000000,0.83940977
-4.65532766,1.23390336,0.48266098,0.41886877,0.32831518,0.06800829,0.00000000,0.10878711,0.00000000,0.86121819
-4.64932466,1.26283134,0.49335586,0.42899533,0.33938114,0.06874591,0.00000000,0.11256489,0.00000000,0.88028637
-4.64332166,1.28730622,0.50225203,0.43743344,0.34965323,0.06924089,0.00000000,0.11613853,0.00000000,0.89610300
