energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.68784392,3.45090709,1.02026272,0.00824849,1.52448256,0.00000000,1.70100866,0.79796575
-5.68184092,3.55851249,1.06380745,0.00842773,1.56176639,0.00000000,1.77383896,0.81873863
-5.67583792,3.66955770,1.10951052,0.00863659,1.59950802,0.00000000,1.84880111,0.83935755
-5.66983492,3.78318585,1.15700748,0.00887407,1.63743286,0.00000000,1.92536986,0.85964699
-5.66383192,3.89842452,1.20587214,0.00913852,1.67524268,0.00000000,2.00295567,0.87942504
-5.65782891,4.01421535,1.25562604,0.00942773,1.71262780,0.00000000,2.08091996,0.89850978
-5.65182591,4.12944641,1.30574942,0.00973904,1.74927996,0.00000000,2.15859233,0.91672598
-5.64582291,4.24298623,1.35569326,0.01006944,1.78490504,0.00000000,2.23528892,0.93391163
-5.63981991,4.35371802,1.40489223,0.01041566,1.81923516,0.00000000,2.31033131,0.94992430
-5.63381691,4.46057283,1.45277804,0.01077428,1.85203943,0.00000000,2.38306517,0.96464676
-5.62781391,4.56256026,1.49879291,0.01114182,1.88313288,0.00000000,2.45287791,0.97799178
-5.62181091,4.65879573,1.54240282,0.01151481,1.91238305,0.00000000,2.51921479,0.98990581
-5.61580790,4.74852304,1.58310999,0.01188991,1.93971398,0.00000000,2.58159274,1.00037136
-5.60980490,4.83113158,1.62046443,0.01226392,1.96510733,0.00000000,2.63961150,1.00940799
-5.60380190,4.90616758,1.65407406,0.01263386,1.98860065,0.00000000,2.69296163,1.01707171
-5.59779890,4.97333893,1.68361312,0.01299698,2.01028280,0.00000000,2.74142918,1.02345293
-5.59179590,5.03251374,1.70882862,0.01335079,2.03028687,0.00000000,2.78489690,1.02867294
-5.58579290,5.08371257,1.72954453,0.01369304,2.04878091,0.00000000,2.82334206,1.03287901
-5.57978989,5.12709517,1.74566378,0.01402173,2.06595695,0.00000000,2.85683110,1.03623840
-5.57378689,5.16294226,1.75716778,0.01433509,2.08201892,0.00000000,2.88551134,1.03893141
-5.56778389,5.19163347,1.76411371,0.01463154,2.09717012,0.00000000,2.90960040,1.04114387
-5.56178089,5.21362263,1.76662974,0.01490966,2.11160084,0.00000000,2.92937366,1.04305932
-5.55577789,5.22941157,1.76490831,0.01516818,2.12547675,0.00000000,2.94515064,1.04485125
-5.54977489,5.23952403,1.75919798,0.01540593,2.13892877,0.00000000,2.95728068,1.04667573
-5.54377189,5.24448072,1.74979412,0.01562183,2.15204476,0.00000000,2.96612879,1.04866479
-5.53776888,5.24477699,1.73702908,0.01581489,2.16486351,0.00000000,2.97206218,1.05092083
-5.53176588,5.24086401,1.72126199,0.01598419,2.17737134,0.00000000,2.97543801,1.05351229
-5.52576288,5.23313438,1.70286908,0.01612891,2.18950131,0.00000000,2.97659288,1.05647078
-5.51975988,5.22191259,1.68223444,0.01624834,2.20113509,0.00000000,2.97583424,1.05978983
-5.51375688,5.20745078,1.65974195,0.01634192,2.21210743,0.00000000,2.97343412,1.06342523
-5.50775388,5.18992949,1.63576834,0.01640925,2.22221274,0.00000000,2.96962501,1.06729697
-5.50175088,5.16946323,1.61067768,0.01645020,2.23121362,0.00000000,2.96459794,1.07129274
-5.49574787,5.14611012,1.58481722,0.01646488,2.23885075,0.00000000,2.95850259,1.07527267
-5.48974487,5.11988474,1.55851459,0.01645372,2.24485372,0.00000000,2.95144906,1.07907522
-5.48374187,5.09077324,1.53207608,0.01641750,2.24895221,0.00000000,2.94351088,1.08252388
-5.47773887,5.05874947,1.50578584,0.01635736,2.25088712,0.00000000,2.93472913,1.08543440
-5.47173587,5.02379117,1.47990577,0.01627483,2.25042103,0.00000000,2.92511688,1.08762223
-5.46573287,4.98589499,1.45467561,0.01617182,2.24734770,0.00000000,2.91466385,1.08890984
-5.45972986,4.94508944,1.43031323,0.01605060,2.24150018,0.00000000,2.90334088,1.08913359
-5.45372686,4.90144509,1.40701464,0.01591374,2.23275727,0.00000000,2.89110382,1.08814996
-5.44772386,4.85508132,1.38495367,0.01576411,2.22104816,0.00000000,2.87789682,1.08584078
-5.44172086,4.80616942,1.36428125,0.01560477,2.20635512,0.00000000,2.86365485,1.08211743
-5.43571786,4.75493189,1.34512420,0.01543893,2.18871421,0.00000000,2.84830541,1.07692362
-5.42971486,4.70163820,1.32758366,0.01526983,2.16821410,0.00000000,2.83176960,1.07023698
-5.42371186,4.64659735,1.31173334,0.01510071,2.14499302,0.00000000,2.81396268,1.06206919
-5.41770885,4.59014784,1.29761773,0.01493469,2.11923415,0.00000000,2.79479424,1.05246482
-5.41170585,4.53264560,1.28525058,0.01477471,2.09115949,0.00000000,2.77416837,1.04149893
-5.40570285,4.47445087,1.27461380,0.01462346,2.06102269,0.00000000,2.75198394,1.02927352
-5.39969985,4.41591464,1.26565713,0.01448330,2.02910084,0.00000000,2.72813529,1.01591317
-5.39369685,4.35736551,1.25829866,0.01435627,1.99568580,0.00000000,2.70251349,1.00155989
-5.38769385,4.29909755,1.25242641,0.01424398,1.96107522,0.00000000,2.67500829,0.98636750
-5.38169085,4.24135994,1.24790080,0.01414765,1.92556353,0.00000000,2.64551089,0.97049583
-5.37568784,4.18434854,1.24455831,0.01406806,1.88943342,0.00000000,2.61391744,0.95410492
-5.36968484,4.12820002,1.24221582,0.01400555,1.85294783,0.00000000,2.58013322,0.93734948
-5.36368184,4.07298835,1.24067567,0.01396006,1.81634299,0.00000000,2.54407741,0.92037379
-5.35767884,4.01872401,1.23973112,0.01393108,1.77982249,0.00000000,2.50568813,0.90330731
-5.35167584,3.96535547,1.23917182,0.01391772,1.74355288,0.00000000,2.46492765,0.88626108
-5.34567284,3.91277297,1.23878914,0.01391869,1.70766066,0.00000000,2.42178731,0.86932506
-5.33966983,3.86081425,1.23838093,0.01393233,1.67223101,0.00000000,2.37629212,0.85256649
-5.33366683,3.80927183,1.23775567,0.01395664,1.63730816,0.00000000,2.32850459,0.83602928
-5.32766383,3.75790165,1.23673556,0.01398926,1.60289750,0.00000000,2.27852763,0.81973445
-5.32166083,3.70643277,1.23515881,0.01402757,1.56896927,0.00000000,2.22650646,0.80368157
-5.31565783,3.65457771,1.23288084,0.01406864,1.53546379,0.00000000,2.17262926,0.78785110
-5.30965483,3.60204340,1.22977471,0.01410931,1.50229799,0.00000000,2.11712666,0.77220759
-5.30365183,3.54854245,1.22573080,0.01414624,1.46937299,0.00000000,2.06026997,0.75670350
-5.29764882,3.49380460,1.22065611,0.01417595,1.43658257,0.00000000,2.00236838,0.74128358
-5.29164582,3.43758826,1.21447332,0.01419487,1.40382202,0.00000000,1.94376511,0.72588962
-5.28564282,3.37969197,1.20712002,0.01419946,1.37099721,0.00000000,1.88483274,0.71046539
-5.27963982,3.31996565,1.19854826,0.01418629,1.33803341,0.00000000,1.82596790,0.69496157
-5.27363682,3.25832132,1.18872471,0.01415212,1.30488349,0.00000000,1.76758546,0.67934057
-5.26763382,3.19474323,1.17763148,0.01409403,1.27153525,0.00000000,1.71011239,0.66358089
-5.26163082,3.12929679,1.16526765,0.01400953,1.23801745,0.00000000,1.65398135,0.64768108
-5.25562781,3.06213610,1.15165157,0.01389664,1.20440418,0.00000000,1.59962427,0.63166291
-5.24962481,2.99350945,1.13682349,0.01375406,1.17081752,0.00000000,1.54746575,0.61557380
-5.24362181,2.92376243,1.12084853,0.01358119,1.13742812,0.00000000,1.49791647,0.59948813
-5.23761881,2.85333802,1.10381954,0.01337824,1.10445358,0.00000000,1.45136652,0.58350761
-5.23161581,2.78277318,1.08585937,0.01314625,1.07215479,0.00000000,1.40817870,0.56776045
-5.22561281,2.71269180,1.06712239,0.01288713,1.04082995,0.00000000,1.36868175,0.55239923
-5.21960980,2.64379340,1.04779468,0.01260364,1.01080670,0.00000000,1.33316349,0.53759773
-5.21360680,2.57683789,1.02809269,0.01229933,0.98243241,0.00000000,1.30186400,0.52354642
-5.20760380,2.51262629,1.00826011,0.01197845,0.95606297,0.00000000,1.27496892,0.51044707
-5.20160080,2.45197787,0.98856288,0.01164587,0.93205054,0.00000000,1.25260295,0.49850625
-5.19559780,2.39570437,0.96928233,0.01130687,0.91073058,0.00000000,1.23482390,0.48792825
-5.18959480,2.34458209,0.95070665,0.01096702,0.89240877,0.00000000,1.22161739,0.47890744
-5.18359180,2.29932290,0.93312094,0.01063201,0.87734825,0.00000000,1.21289271,0.47162048
-5.17758879,2.26054546,0.91679634,0.01030738,0.86575787,0.00000000,1.20847988,0.46621852
-5.17158579,2.22874779,0.90197867,0.00999841,0.85778173,0.00000000,1.20812858,0.46282000
-5.16558279,2.20428268,0.88887727,0.00970989,0.85349078,0.00000000,1.21150885,0.46150411
-5.15957979,2.18733722,0.87765456,0.00944596,0.85287667,0.00000000,1.21821423,0.46230534
-5.15357679,2.17791742,0.86841700,0.00920999,0.85584829,0.00000000,1.22776705,0.46520948
-5.14757379,2.17583928,0.86120795,0.00900444,0.86223128,0.00000000,1.23962637,0.47015119
-5.14157079,2.18072663,0.85600297,0.00883083,0.87177052,0.00000000,1.25319821,0.47701344
-5.13556778,2.19201651,0.85270790,0.00868969,0.88413573,0.00000000,1.26784805,0.48562889
-5.12956478,2.20897200,0.85115988,0.00858054,0.89892994,0.00000000,1.28291533,0.49578324
-5.12356178,2.23070223,0.85113151,0.00850203,0.91570070,0.00000000,1.29772945,0.50722057
-5.11755878,2.25618916,0.85233790,0.00845194,0.93395354,0.00000000,1.31162697,0.51965045
-5.11155578,2.28431997,0.85444647,0.00842735,0.95316733,0.00000000,1.32396918,0.53275671
-5.10555278,2.31392401,0.85708910,0.00842479,0.97281091,0.00000000,1.33415971,0.54620748
-5.09954977,2.34381285,0.85987608,0.00844038,0.99236042,0.00000000,1.34166136,0.55966622
-5.09354677,2.37282183,0.86241124,0.00847005,1.01131669,0.00000000,1.34601163,0.57280329
-5.08754377,2.39985152,0.86430767,0.00850966,1.02922213,0.00000000,1.34683634,0.58530769
-5.08154077,2.42390741,0.86520328,0.00855523,1.04567629,0.00000000,1.34386090,0.59689840
-5.07553777,2.44413631,0.86477556,0.00860309,1.06034983,0.00000000,1.33691872,0.60733507
-5.06953477,2.45985805,0.86275483,0.00864996,1.07299617,0.00000000,1.32595669,0.61642746
-5.06353177,2.47059130,0.85893558,0.00869316,1.08346061,0.00000000,1.31103730,0.62404345
-5.05752876,2.47607272,0.85318524,0.00873063,1.09168648,0.00000000,1.29233763,0.63011515
-5.05152576,2.47626866,0.84545028,0.00876101,1.09771835,0.00000000,1.27014510,0.63464301
-5.04552276,2.47137926,0.83575918,0.00878366,1.10170206,0.00000000,1.24485029,0.63769775
-5.03951976,2.46183491,0.82422244,0.00879868,1.10388184,0.00000000,1.21693712,0.63941999
-5.03351676,2.44828530,0.81102956,0.00880684,1.10459444,0.00000000,1.18697070,0.64001764
-5.02751376,2.43158165,0.79644315,0.00880960,1.10426076,0.00000000,1.15558338,0.63976120
-5.02151076,2.41275291,0.78079057,0.00880895,1.10337506,0.00000000,1.12345930,0.63897693
-5.01550775,2.39297656,0.76445330,0.00880740,1.10249228,0.00000000,1.09131801,0.63803828
-5.00950475,2.37354526,0.74785467,0.00880784,1.10221368,0.00000000,1.05989757,0.63735582
-5.00350175,2.35583013,0.73144621,0.00881347,1.10317125,0.00000000,1.02993749,0.63736573
-4.99749875,2.34124177,0.71569318,0.00882765,1.10601118,0.00000000,1.00216186,0.63851750
-4.99149575,2.33118993,0.70105983,0.00885380,1.11137679,0.00000000,0.97726308,0.64126077
-4.98549275,2.32704280,0.68799464,0.00889532,1.11989114,0.00000000,0.95588629,0.64603196
-4.97948974,2.33008670,0.67691613,0.00895546,1.13213966,0.00000000,0.93861481,0.65324070
-4.97348674,2.34148699,0.66819957,0.00903717,1.14865304,0.00000000,0.92595682,0.66325664
-4.96748374,2.36225103,0.66216479,0.00914309,1.16989069,0.00000000,0.91833324,0.67639667
-4.96148074,2.39319374,0.65906560,0.00927534,1.19622496,0.00000000,0.91606720,0.69291309
-4.95547774,2.43490661,0.65908085,0.00943551,1.22792648,0.00000000,0.91937508,0.71298286
-4.94947474,2.48773091,0.66230746,0.00962455,1.26515100,0.00000000,0.92835933,0.73669826
-4.94347174,2.55173570,0.66875560,0.00984265,1.30792794,0.00000000,0.94300332,0.76405930
-4.93746873,2.62670152,0.67834606,0.01008923,1.35615122,0.00000000,0.96316832,0.79496810
-4.93146573,2.71211053,0.69091002,0.01036286,1.40957268,0.00000000,0.98859289,0.82922556
-4.92546273,2.80714372,0.70619130,0.01066120,1.46779863,0.00000000,1.01889488,0.86653048
-4.91945973,2.91068603,0.72385102,0.01098105,1.53028988,0.00000000,1.05357629,0.90648148
-4.91345673,3.02133975,0.74347479,0.01131830,1.59636573,0.00000000,1.09203102,0.94858170
-4.90745373,3.13744672,0.76458222,0.01166799,1.66521214,0.00000000,1.13355572,0.99224660
-4.90145073,3.25711922,0.78663874,0.01202443,1.73589436,0.00000000,1.17736372,1.03681457
-4.89544772,3.37827967,0.80906933,0.01238121,1.80737406,0.00000000,1.22260185,1.08156063
-4.88944472,3.49870818,0.83127399,0.01273145,1.87853082,0.00000000,1.26836997,1.12571266
-4.88344172,3.61609730,0.85264443,0.01306786,1.94818765,0.00000000,1.31374277,1.16847010
-4.87743872,3.72811256,0.87258162,0.01338301,2.01514007,0.00000000,1.35779334,1.20902451
-4.87143572,3.83245693,0.89051336,0.01366951,2.07818791,0.00000000,1.39961771,1.24658163
-4.86543272,3.92693726,0.90591164,0.01392025,2.13616894,0.00000000,1.43835976,1.28038400
-4.85942971,4.00953045,0.91830878,0.01412860,2.18799321,0.00000000,1.47323541,1.30973368
-4.85342671,4.07844663,0.92731193,0.01428869,2.23267685,0.00000000,1.50355526,1.33401412
-4.84742371,4.13218705,0.93261515,0.01439557,2.26937401,0.00000000,1.52874478,1.35271035
-4.84142071,4.16959418,0.93400876,0.01444543,2.29740565,0.00000000,1.54836116,1.36542677
-4.83541771,4.18989172,0.93138527,0.01443575,2.31628390,0.00000000,1.56210595,1.37190175
-4.82941471,4.19271282,0.92474174,0.01436539,2.32573095,0.00000000,1.56983316,1.37201841
-4.82341171,4.17811495,0.91417846,0.01423470,2.32569147,0.00000000,1.57155213,1.36581093
-4.81740870,4.14658068,0.89989384,0.01404548,2.31633786,0.00000000,1.56742512,1.35346631
-4.81140570,4.09900419,0.88217584,0.01380103,2.29806817,0.00000000,1.55775979,1.33532114
-4.80540270,4.03666381,0.86139027,0.01350595,2.27149639,0.00000000,1.54299668,1.31185352
-4.79939970,3.96118170,0.83796654,0.01316614,2.23743554,0.00000000,1.52369240,1.28367041
-4.79339670,3.87447233,0.81238136,0.01278853,2.19687417,0.00000000,1.50049920,1.25149073
-4.78739370,3.77868189,0.78514138,0.01238091,2.15094711,0.00000000,1.47414190,1.21612494
-4.78139070,3.67612099,0.75676531,0.01195173,2.10090162,0.00000000,1.44539309,1.17845173
-4.77538769,3.56919366,0.72776650,0.01150983,2.04806032,0.00000000,1.41504781,1.13939283
-4.76938469,3.46032528,0.69863664,0.01106419,1.99378225,0.00000000,1.38389869,1.09988669
-4.76338169,3.35189245,0.66983131,0.01062373,1.93942367,0.00000000,1.35271260,1.06086223
-4.75737869,3.24615733,0.64175793,0.01019704,1.88630000,0.00000000,1.32220966,1.02321342
-4.75137569,3.14520886,0.61476659,0.00979222,1.83565021,0.00000000,1.29304542,0.98777564
-4.74537269,3.05091287,0.58914385,0.00941669,1.78860507,0.00000000,1.26579670,0.95530471
-4.73936968,2.96487241,0.56510992,0.00907706,1.74616013,0.00000000,1.24095143,0.92645910
-4.73336668,2.88839949,0.54281885,0.00877904,1.70915420,0.00000000,1.21890271,0.90178593
-4.72736368,2.82249838,0.52236168,0.00852737,1.67825405,0.00000000,1.19994687,0.88171107
-4.72136068,2.76786068,0.50377217,0.00832579,1.65394536,0.00000000,1.18428545,0.86653363
-4.71535768,2.72487131,0.48703458,0.00817708,1.63653006,0.00000000,1.17203051,0.85642458
-4.70935468,2.69362458,0.47209307,0.00808308,1.62612982,0.00000000,1.16321290,0.85142963
-4.70335168,2.67394899,0.45886196,0.00804474,1.62269512,0.00000000,1.15779269,0.85147589
-4.69734867,2.66543898,0.44723645,0.00806228,1.62601931,0.00000000,1.15567123,0.85638186
-4.69134567,2.66749200,0.43710299,0.00813521,1.63575682,0.00000000,1.15670402,0.86587027
-4.68534267,2.67934885,0.42834901,0.00826249,1.65144459,0.00000000,1.16071379,0.87958313
-4.67933967,2.70013543,0.42087133,0.00844261,1.67252566,0.00000000,1.16750305,0.89709814
-4.67333667,2.72890409,0.41458303,0.00867373,1.69837390,0.00000000,1.17686570,0.91794607
-4.66733367,2.76467270,0.40941844,0.00895374,1.72831885,0.00000000,1.18859708,0.94162803
-4.66133067,2.80646016,0.40533617,0.00928032,1.76166957,0.00000000,1.20250212,0.96763226
-4.65532766,2.85331695,0.40232016,0.00965107,1.79773680,0.00000000,1.21840139,0.99544957
-4.64932466,2.90434980,0.40037872,0.01006344,1.83585238,0.00000000,1.23613482,1.02458718
-4.64332166,2.95873994,0.39954192,0.01051480,1.87538556,0.00000000,1.25556321,1.05458023
-4.63731866,3.01575462,0.39985746,0.01100243,1.91575554,0.00000000,1.27656739,1.08500092
-4.63131566,3.07475201,0.40138545,0.01152344,1.95644023,0.00000000,1.29904559,1.11546497
-4.62531266,3.13517996,0.40419242,0.01207475,1.99698095,0.00000000,1.32290896,1.14563545
-4.61930965,3.19656942,0.40834509,0.01265299,2.03698355,0.00000000,1.34807598,1.17522408
-4.61330665,3.25852349,0.41390409,0.01325447,2.07611606,0.00000000,1.37446596,1.20399024
-4.60730365,3.32070343,0.42091832,0.01387506,2.11410368,0.00000000,1.40199242,1.23173809
-4.60130065,3.38281297,0.42942003,0.01451017,2.15072161,0.00000000,1.43055653,1.25831220
-4.59529765,3.44458238,0.43942105,0.01515468,2.18578665,0.00000000,1.46004152,1.28359228
-4.58929465,3.50575361,0.45091034,0.01580291,2.21914831,0.00000000,1.49030813,1.30748740
-4.58329165,3.56606782,0.46385294,0.01644869,2.25068018,0.00000000,1.52119182,1.32993032
-4.57728864,3.62525614,0.47819039,0.01708531,2.28027236,0.00000000,1.55250166,1.35087222
-4.57128564,3.68303441,0.49384250,0.01770571,2.30782541,0.00000000,1.58402138,1.37027841
-4.56528264,3.73910212,0.51071024,0.01830253,2.33324617,0.00000000,1.61551220,1.38812494
-4.55927964,3.79314549,0.52867961,0.01886831,2.35644569,0.00000000,1.64671757,1.40439640
-4.55327664,3.84484415,0.54762600,0.01939566,2.37733916,0.00000000,1.67736923,1.41908488
-4.54727364,3.89388053,0.56741884,0.01987748,2.39584747,0.00000000,1.70719438,1.43218979
-4.54127064,3.93995093,0.58792599,0.02030716,2.41190015,0.00000000,1.73592323,1.44371828
-4.53526763,3.98277691,0.60901759,0.02067886,2.42543890,0.00000000,1.76329647,1.45368605
-4.52926463,4.02211555,0.63056897,0.02098764,2.43642119,0.00000000,1.78907202,1.46211795
-4.52326163,4.05776757,0.65246245,0.02122968,2.44482326,0.00000000,1.81303058,1.46904819
-4.51725863,4.08958184,0.67458770,0.02140245,2.45064182,0.00000000,1.83497946,1.47451965
-4.51125563,4.11745588,0.69684074,0.02150475,2.45389427,0.00000000,1.85475456,1.47858223
-4.50525263,4.14133175,0.71912160,0.02153677,2.45461685,0.00000000,1.87222020,1.48128999
-4.49924962,4.16118741,0.74133073,0.02150012,2.45286091,0.00000000,1.88726706,1.48269721
-4.49324662,4.17702429,0.76336465,0.02139766,2.44868748,0.00000000,1.89980831,1.48285354
-4.48724362,4.18885183,0.78511098,0.02123346,2.44216040,0.00000000,1.90977459,1.48179854
-4.48124062,4.19667045,0.80644358,0.02101259,2.43333879,0.00000000,1.91710810,1.47955610
-4.47523762,4.20045459,0.82721810,0.02074086,2.42226944,0.00000000,1.92175677,1.47612920
-4.46923462,4.20013739,0.84726853,0.02042465,2.40898014,0.00000000,1.92366892,1.47149570
-4.46323162,4.19559890,0.86640522,0.02007063,2.39347446,0.00000000,1.92278921,1.46560556
-4.45722861,4.18665922,0.88441470,0.01968549,2.37572901,0.00000000,1.91905643,1.45837998
-4.45122561,4.17307776,0.90106163,0.01927576,2.35569345,0.00000000,1.91240344,1.44971297
-4.44522261,4.15455945,0.91609296,0.01884755,2.33329386,0.00000000,1.90275962,1.43947534
-4.43921961,4.13076810,0.92924431,0.01840644,2.30843937,0.00000000,1.89005579,1.42752127
-4.43321661,4.10134658,0.94024842,0.01795738,2.28103198,0.00000000,1.87423140,1.41369720
-4.42721361,4.06594306,0.94884523,0.01750457,2.25097908,0.00000000,1.85524371,1.39785270
-4.42121061,4.02424183,0.95479333,0.01705156,2.21820798,0.00000000,1.83307823,1.37985283
-4.41520760,3.97599693,0.95788191,0.01660118,2.18268166,0.00000000,1.80775993,1.35959114
-4.40920460,3.92106671,0.95794292,0.01615574,2.14441458,0.00000000,1.77936429,1.33700277
-4.40320160,3.85944682,0.95486245,0.01571710,2.10348756,0.00000000,1.74802740,1.31207664
-4.39719860,3.79129965,0.94859083,0.01528685,2.06006071,0.00000000,1.71395450,1.28486600
-4.39119560,3.71697802,0.93915093,0.01486647,2.01438331,0.00000000,1.67742605,1.25549662
-4.38519260,3.63704143,0.92664384,0.01445748,1.96679994,0.00000000,1.63880094,1.22417199
-4.37918959,3.55226335,0.91125187,0.01406162,1.91775219,0.00000000,1.59851635,1.19117501
-4.37318659,3.46362880,0.89323838,0.01368099,1.86777556,0.00000000,1.55708414,1.15686600
-4.36718359,3.37232166,0.87294440,0.01331810,1.81749147,0.00000000,1.51508354,1.12167680
-4.36118059,3.27970199,0.85078220,0.01297599,1.76759448,0.00000000,1.47315061,1.08610126
-4.35517759,3.18727399,0.82722574,0.01265818,1.71883525,0.00000000,1.43196449,1.05068228
-4.34917459,3.09664568,0.80279863,0.01236867,1.67199970,0.00000000,1.39223104,1.01599595
-4.34317159,3.00948196,0.77805987,0.01211185,1.62788531,0.00000000,1.35466454,0.98263352
-4.33716858,2.92745282,0.75358791,0.01189236,1.58727548,0.00000000,1.31996791,0.95118179
-4.33116558,2.85217888,0.72996369,0.01171492,1.55091309,0.00000000,1.28881238,0.92220289
-4.32516258,2.78517636,0.70775324,0.01158415,1.51947420,0.00000000,1.26181714,0.89621417
-4.31915958,2.72780384,0.68749045,0.01150432,1.49354317,0.00000000,1.23952986,0.87366924
-4.31315658,2.68121287,0.66966075,0.01147912,1.47359018,0.00000000,1.22240875,0.85494076
-4.30715358,2.64630454,0.65468605,0.01151147,1.45995204,0.00000000,1.21080670,0.84030581
